,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,NOK_unscaled,NOK_monthly,isPartial,scale,NOK,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-09,2,0.006184705119896306,-0.06529759378366906,NOK,5.670000076293945,5.730000019073486,5.670000076293945,5.690000057220459,4.926374912261963,17666900,74,9.0,,0.09,6.66,,
1,2016-05-26,1,0.0059686757399006266,-0.03492961682210349,NOK,5.619999885559082,5.630000114440918,5.550000190734863,5.599999904632568,4.848453521728516,12901400,100,9.0,,0.09,9.0,-0.09999990463256836,-0.01745199027917943
2,2016-05-27,1,0.0059686757399006266,0.0,NOK,5.559999942779541,5.630000114440918,5.550000190734863,5.599999904632568,4.848453521728516,8354600,71,9.0,,0.09,6.39,0.0,0.0
3,2016-06-24,1,0.0059686757399006266,-0.06750143440548106,NOK,5.050000190734863,5.28000020980835,5.039999961853027,5.210000038146973,4.764266014099121,35261100,100,11.0,,0.11,11.0,-0.34999990463256836,-0.062166944497002885
4,2016-07-18,2,0.006184705119896306,0.036193854283542715,NOK,5.849999904632568,5.900000095367432,5.820000171661377,5.849999904632568,5.34951114654541,10919200,83,9.0,,0.09,7.47,0.619999885559082,0.11742421608380704
5,2016-07-20,1,0.0059686757399006266,-0.03492961682210349,NOK,5.809999942779541,5.840000152587891,5.78000020980835,5.820000171661377,5.322077751159668,6243700,64,9.0,,0.09,5.76,-0.059999942779541016,-0.010169481662661628
6,2016-08-12,2,0.006184705119896306,0.036193854283542715,NOK,5.769999980926514,5.78000020980835,5.71999979019165,5.739999771118164,5.248922824859619,5644100,69,9.0,,0.09,6.21,-0.059999942779541016,-0.010273962536277215
7,2016-08-26,2,0.006184705119896306,0.0,NOK,5.690000057220459,5.760000228881836,5.659999847412109,5.690000057220459,5.203200340270996,8050100,67,9.0,,0.09,6.029999999999999,-0.019999980926513672,-0.003460204186943594
8,2016-09-13,3,0.006400734499891985,0.03492961682210338,NOK,5.630000114440918,5.639999866485596,5.550000190734863,5.599999904632568,5.120899677276611,18870400,85,9.0,,0.09,7.649999999999999,-0.12000036239624023,-0.020833395421502532
9,2016-09-30,1,0.0059686757399006266,-0.06750143440548106,NOK,5.760000228881836,5.829999923706055,5.75,5.789999961853027,5.294644832611084,8956900,46,9.0,,0.09,4.14,0.19000005722045898,0.03368795420536985
10,2016-11-21,2,0.006184705119896306,0.036193854283542715,NOK,4.159999847412109,4.179999828338623,4.139999866485596,4.170000076293945,3.813241720199585,6049500,88,9.0,,0.09,7.92,-1.6500000953674316,-0.28301888798628805
11,2016-11-22,1,0.0059686757399006266,-0.03492961682210349,NOK,4.170000076293945,4.199999809265137,4.159999847412109,4.190000057220459,3.831530809402466,7696800,86,9.0,,0.09,7.739999999999999,0.019999980926513672,0.00478468462867454
12,2016-12-02,3,0.006400734499891985,0.07238770856708521,NOK,4.230000019073486,4.260000228881836,4.199999809265137,4.230000019073486,3.868108034133911,6893700,63,9.0,,0.09,5.67,0.06000041961669922,0.014285814843214784
13,2016-12-05,2,0.006184705119896306,-0.03375071720274059,NOK,4.329999923706055,4.510000228881836,4.320000171661377,4.510000228881836,4.1241536140441895,18421000,67,9.0,,0.09,6.029999999999999,0.25,0.058685442856330594
14,2016-12-06,1,0.0059686757399006266,-0.03492961682210349,NOK,4.539999961853027,4.599999904632568,4.510000228881836,4.570000171661377,4.179020404815674,18245300,55,9.0,,0.09,4.95,0.08999967575073242,0.019955581193628058
15,2016-12-07,6,0.007048822639879024,0.18096927141771335,NOK,4.619999885559082,4.730000019073486,4.610000133514404,4.699999809265137,4.297897815704346,17711600,42,9.0,,0.09,3.78,0.13000011444091797,0.028260895029584177
16,2016-12-09,2,0.006184705119896306,-0.12259033375218364,NOK,4.599999904632568,4.650000095367432,4.579999923706055,4.619999885559082,4.224742412567139,12020400,50,9.0,,0.09,4.5,-0.07999992370605469,-0.01691330304090044
17,2016-12-19,12,0.0083449989198531,0.3492961682210345,NOK,4.929999828338623,4.940000057220459,4.869999885559082,4.889999866485596,4.471642971038818,13690200,61,9.0,,0.09,5.49,0.28999996185302734,0.06236558191513586
18,2016-12-20,19,0.009857204579822854,0.1812110072743276,NOK,4.880000114440918,4.920000076293945,4.860000133514404,4.900000095367432,4.480787754058838,16273300,59,9.0,,0.09,5.31,-0.019999980926513672,-0.004048579088026694
