,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,ST_unscaled,ST_monthly,isPartial,scale,ST,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-03,1,0.01412910284463895,-0.1040654918828916,ST,37.209999084472656,37.2400016784668,36.130001068115234,36.52000045776367,36.52000045776367,2305300,90,82.0,,0.82,73.8,,
1,2016-05-06,0,0.013582056892778995,-0.038717670744927934,ST,35.439998626708984,35.810001373291016,35.16999816894531,35.41999816894531,35.41999816894531,1423800,98,82.0,,0.82,80.36,-1.4300003051757812,-0.038399576818565206
2,2016-05-10,1,0.01412910284463895,0.04027710649266947,ST,34.66999816894531,35.380001068115234,34.36000061035156,35.380001068115234,35.380001068115234,1518000,92,82.0,,0.82,75.44,-0.43000030517578125,-0.012007827106549573
3,2016-05-12,17,0.02288183807439825,0.6194827319188476,ST,35.029998779296875,35.040000915527344,33.779998779296875,34.11000061035156,34.11000061035156,1570700,98,82.0,,0.82,80.36,-0.3400001525878906,-0.009609953146505146
4,2016-05-13,3,0.015223194748358863,-0.33470402601128424,ST,34.0099983215332,34.310001373291016,33.060001373291016,33.43000030517578,33.43000030517578,1895600,98,82.0,,0.82,80.36,-0.7299995422363281,-0.02083331972496727
5,2016-05-17,1,0.01412910284463895,-0.07187005893344833,ST,33.63999938964844,34.439998626708984,33.59000015258789,34.0,34.0,1267000,93,82.0,,0.82,76.25999999999999,0.12999725341796875,0.003788902600253552
6,2016-05-19,9,0.0185054704595186,0.3097413659594239,ST,34.20000076293945,34.689998626708984,34.040000915527344,34.310001373291016,34.310001373291016,2795500,96,82.0,,0.82,78.72,0.25,0.007259001450891978
7,2016-05-26,4,0.01577024070021882,-0.14780655078633087,ST,36.97999954223633,37.18000030517578,36.68000030517578,36.790000915527344,36.790000915527344,1043000,94,82.0,,0.82,77.08,2.490001678466797,0.07177866177687475
8,2016-05-27,3,0.015223194748358863,-0.03468849729429713,ST,36.869998931884766,37.310001373291016,36.810001373291016,36.90999984741211,36.90999984741211,846000,95,82.0,,0.82,77.89999999999999,0.13000106811523438,0.0034965321960240825
9,2016-05-31,1,0.01412910284463895,0.0,ST,36.93000030517578,37.130001068115234,36.619998931884766,36.97999954223633,36.97999954223633,1092100,97,82.0,,0.82,79.53999999999999,-0.18000030517578125,-0.004824451850721112
10,2016-06-01,1,0.01412910284463895,0.0,ST,36.630001068115234,37.09000015258789,36.2599983215332,37.04999923706055,37.04999923706055,1322600,96,83.0,False,0.83,79.67999999999999,-0.04000091552734375,-0.0010773206134295776
11,2016-06-06,-9,0.008658643326039387,-0.43122035360069,ST,37.13999938964844,37.709999084472656,37.04999923706055,37.619998931884766,37.619998931884766,1162400,100,83.0,,0.83,83.0,0.6199989318847656,0.016716067116044675
12,2016-06-08,5,0.016317286652078773,0.8845084660096032,ST,37.630001068115234,37.72999954223633,37.119998931884766,37.130001068115234,37.130001068115234,910500,90,83.0,,0.83,74.7,0.020000457763671875,0.0005303754507888225
13,2016-06-09,4,0.01577024070021882,-0.033525546466407374,ST,36.77999877929688,36.91999816894531,36.43999862670898,36.630001068115234,36.630001068115234,905500,93,83.0,,0.83,77.19,-0.8100013732910156,-0.021468364249097593
14,2016-06-10,4,0.01577024070021882,0.0,ST,36.04999923706055,36.2400016784668,35.720001220703125,35.97999954223633,35.97999954223633,1462100,98,83.0,,0.83,81.33999999999999,-0.6799964904785156,-0.018418107372781045
15,2016-06-13,17,0.02288183807439825,0.45095046482586376,ST,35.59000015258789,36.2400016784668,35.41999816894531,35.529998779296875,35.529998779296875,758800,99,83.0,,0.83,82.17,0.0,0.0
16,2016-06-16,10,0.019052516411378558,-0.16735201300564206,ST,35.459999084472656,35.90999984741211,35.08000183105469,35.869998931884766,35.869998931884766,698900,91,83.0,,0.83,75.53,-0.3300018310546875,-0.00910601036894454
17,2016-06-17,5,0.016317286652078773,-0.14356265074078345,ST,35.970001220703125,36.43000030517578,35.79999923706055,35.970001220703125,35.970001220703125,875600,92,83.0,,0.83,76.36,0.5200004577636719,0.014480658868650575
18,2016-06-23,1,0.01412910284463895,-0.1341021858656295,ST,37.09999847412109,37.18999862670898,36.81999969482422,37.15999984741211,37.15999984741211,660700,91,83.0,,0.83,75.53,0.759998321533196,0.020861880734742044
19,2016-06-28,1,0.01412910284463895,-0.21323260631168517,ST,32.88999938964844,33.380001068115234,32.65999984741211,33.310001373291016,33.310001373291016,3379700,93,83.0,,0.83,77.19,-3.809997558593743,-0.10244683246257213
20,2016-06-29,32,0.031087527352297594,1.2002477930927675,ST,34.349998474121094,34.349998474121094,33.790000915527344,34.15999984741211,34.15999984741211,2019500,92,83.0,,0.83,76.36,0.9699974060058594,0.029059238315375824
