,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,ABC_unscaled,ABC_monthly,isPartial,scale,ABC,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-11,17,0.07202272727272728,0.07036703445170023,ABC,76.4800033569336,76.81999969482422,75.5,75.76000213623047,68.34907531738281,3441100,75,81.0,,0.81,60.75000000000001,,
1,2016-05-13,-12,0.044560606060606064,-0.3812979909540338,ABC,74.70999908447266,75.06999969482422,73.54000091552734,73.66000366210938,66.45449829101562,2377500,100,81.0,,0.81,81.0,-1.75,-0.02278052599521041
2,2016-05-19,0,0.055924242424242425,0.2550153009180549,ABC,74.45999908447266,75.30999755859375,74.33999633789062,75.05000305175781,68.01624298095703,3018700,87,81.0,,0.81,70.47,0.23999786376953125,0.003196987674772611
3,2016-06-03,3,0.05876515151515151,0.05079924139799519,ABC,76.69999694824219,77.0,76.2699966430664,76.54000091552734,69.36659240722656,1912200,100,86.0,,0.86,86.0,1.69000244140625,0.022440612085950162
4,2016-06-07,3,0.05876515151515151,0.0,ABC,76.38999938964844,76.54000091552734,75.91999816894531,76.22000122070312,69.07658386230469,1679100,71,86.0,,0.86,61.06,-0.45999908447265625,-0.005974014084060508
5,2016-07-13,1,0.05687121212121212,-0.03222895449271623,ABC,84.52999877929688,85.3499984741211,84.33000183105469,84.93000030517578,76.97026824951172,2492100,78,74.0,,0.74,57.72,8.80999755859375,0.11510318073182191
6,2016-07-20,1,0.05687121212121212,0.0,ABC,86.38999938964844,87.05000305175781,86.01000213623047,86.63999938964844,78.52001190185547,1248800,71,74.0,,0.74,52.54,1.7000045776367188,0.019918038758397483
7,2016-08-02,3,0.05876515151515151,0.03330225123218322,ABC,88.63999938964844,90.54000091552734,87.58000183105469,89.43000030517578,81.04853057861328,5179200,100,72.0,,0.72,72.0,3.4899978637695312,0.04009187526041158
8,2016-08-04,1,0.05687121212121212,-0.03222895449271623,ABC,89.70999908447266,89.80999755859375,88.44000244140625,88.9800033569336,80.64071655273438,1897400,92,72.0,,0.72,66.24,-0.7300033569335938,-0.008062771698165494
9,2016-08-15,1,0.05687121212121212,0.0,ABC,88.94999694824219,89.41000366210938,88.63999938964844,89.38999938964844,81.01227569580078,1797000,80,72.0,,0.72,57.6,-0.399993896484375,-0.004453779171115224
10,2016-08-29,10,0.0653939393939394,0.14986013054482483,ABC,85.81999969482422,86.44999694824219,85.30999755859375,86.30999755859375,78.52112579345703,1352400,83,72.0,,0.72,59.76,-2.9600067138671875,-0.03310599029895345
11,2016-08-30,66,0.11842424242424243,0.8109360518999074,ABC,86.30999755859375,86.87000274658203,85.68000030517578,86.04000091552734,78.27548217773438,1736800,88,72.0,,0.72,63.36,0.42000579833984375,0.004858366838246475
12,2016-09-26,14,0.06918181818181818,0.21646463300919128,ABC,83.06999969482422,83.55999755859375,82.66999816894531,82.72000122070312,75.25508880615234,1340000,76,91.0,,0.91,69.16,-3.3100051879882812,-0.03810297091441628
13,2016-10-20,4,0.059712121212121216,-0.13688129653964076,ABC,80.27999877929688,81.7699966430664,80.2300033569336,80.73999786376953,73.45376586914062,2312900,92,88.0,,0.88,80.96,-1.7900009155273438,-0.021421744468962722
14,2016-11-04,13,0.06823484848484848,0.19981350739309978,ABC,71.69000244140625,73.31999969482422,70.2699966430664,70.47000122070312,64.11055755615234,4999800,28,95.0,,0.95,26.6,-8.449996948242188,-0.10333859967155445
15,2016-11-15,2,0.05781818181818182,-0.1526590429665815,ABC,81.5,81.66000366210938,78.83999633789062,79.52999877929688,72.35296630859375,4285600,25,95.0,,0.95,23.75,8.340003967285156,0.11374800875611424
16,2016-12-07,3,0.05876515151515151,0.016378406708595472,ABC,78.19000244140625,78.19000244140625,73.86000061035156,76.37999725341797,69.81033325195312,4493500,78,74.0,,0.74,57.72,-3.470001220703125,-0.04249327779926637
17,2016-12-16,2,0.05781818181818182,-0.01611447724635806,ABC,76.94000244140625,77.58000183105469,76.5,77.37999725341797,70.72432708740234,3635100,77,74.0,,0.74,56.98,-0.6100006103515625,-0.007801516706802514
18,2016-12-22,1,0.05687121212121212,-0.01637840670859536,ABC,78.95999908447266,78.95999908447266,77.33000183105469,77.80999755859375,71.11734008789062,1881800,76,74.0,,0.74,56.24,1.3799972534179688,0.01778805389078464
19,2017-01-27,1,0.05687121212121212,-0.11755025273304343,ABC,83.68000030517578,83.68000030517578,82.06999969482422,82.43000030517578,75.33995819091797,1865400,74,90.0,,0.9,66.60000000000001,4.720001220703125,0.059777118483165026
20,2017-02-07,2,0.05781818181818182,0.0,ABC,89.8499984741211,91.63999938964844,89.70999908447266,90.33000183105467,82.56047058105469,2108500,61,81.0,,0.81,49.41,7.959999084472656,0.09512427169506488
21,2017-03-14,1,0.05687121212121212,0.0,ABC,88.95999908447266,89.19999694824219,88.04000091552734,88.80999755859375,81.49745178222656,1243500,100,74.0,,0.74,74.0,-2.44000244140625,-0.026625954361168103
22,2017-03-23,2,0.05781818181818182,0.016651125616091722,ABC,85.86000061035156,86.75,85.79000091552734,85.98999786376953,78.90963745117188,1440200,77,74.0,,0.74,56.98,-2.4499969482421875,-0.027466334440165774
23,2017-03-29,21,0.07581060606060606,0.14274294849834424,ABC,87.4000015258789,89.7699966430664,87.4000015258789,89.51000213623047,82.13982391357422,2280700,75,74.0,,0.74,55.5,3.0199966430664062,0.03481264141863294
24,2017-03-30,1,0.05687121212121212,-0.24982512241430999,ABC,89.3499984741211,89.87999725341797,89.02999877929688,89.13999938964844,81.80028533935547,1395000,78,74.0,,0.74,57.72,0.1100006103515625,0.0012253605265124534
25,2017-04-05,2,0.05781818181818182,0.016651125616091722,ABC,87.44000244140625,88.26000213623047,86.98999786376953,87.18000030517578,80.00164794921875,1187100,87,71.0,,0.71,61.77,-1.6199951171875,-0.018023978267599383
26,2017-04-12,29,0.08338636363636363,0.4422169811320755,ABC,87.1500015258789,87.58999633789062,86.13999938964844,86.81999969482422,79.67129516601562,1887700,79,71.0,,0.71,56.09,-0.6700057983398438,-0.007591273307536062
27,2017-04-13,63,0.11558333333333333,0.3861179249568456,ABC,86.63999938964844,87.29000091552734,86.36000061035156,86.66999816894531,79.53365325927734,787500,86,71.0,,0.71,61.06,-0.29999542236328125,-0.003424996402625835
28,2017-04-18,10,0.0653939393939394,-0.43422691223700594,ABC,83.16999816894531,83.44000244140625,81.12999725341797,82.55999755859375,75.76206970214844,4384100,88,71.0,,0.71,62.48,-3.8499984741210938,-0.04410583610655283
29,2017-04-20,4,0.059712121212121216,-0.08688600556070425,ABC,82.2300033569336,82.93000030517578,81.62000274658203,82.37000274658203,75.58772277832031,2058600,81,71.0,,0.71,57.51,-0.5100021362304688,-0.006112201837345399
30,2017-05-09,2,0.05781818181818182,-0.01611447724635806,ABC,86.69999694824219,88.20999908447266,86.66999816894531,87.54000091552734,80.33201599121094,1923600,77,79.0,,0.79,60.830000000000005,5.279998779296875,0.06366813891073075
31,2017-06-01,1,0.05687121212121212,-0.01637840670859536,ABC,91.70999908447266,93.3000030517578,91.44000244140624,93.13999938964844,85.83403778076172,1326900,76,76.0,False,0.76,57.76,5.090003967285142,0.05770325382738983
32,2017-06-06,2,0.05781818181818182,0.016651125616091722,ABC,93.19000244140624,93.1999969482422,91.45999908447266,91.69000244140624,84.49777221679688,1377400,69,76.0,,0.76,52.44,-0.10000610351559658,-0.001071876744313971
33,2017-06-07,6,0.06160606060606061,0.06551362683438167,ABC,91.9499969482422,92.2300033569336,91.4499969482422,91.93000030517578,84.71894073486328,1182800,70,76.0,,0.76,53.2,-0.969993591308608,-0.010407656899895423
34,2017-06-13,2,0.05781818181818182,-0.06148548942449583,ABC,92.51000213623048,93.0,92.02999877929688,93.0,85.70502471923828,636400,91,76.0,,0.76,69.16,0.7699966430664062,0.008348656782397379
35,2017-06-21,7,0.0625530303030303,0.08189203354297692,ABC,93.33999633789062,95.6500015258789,92.9499969482422,95.62000274658205,88.1194839477539,1092700,64,76.0,,0.76,48.64,2.6500015258789062,0.028494640063214005
36,2017-06-22,3,0.05876515151515151,-0.0605546808768318,ABC,95.6999969482422,97.66999816894533,95.5,96.37000274658205,88.8106460571289,1730000,66,76.0,,0.76,50.16,2.0199966430664205,0.02111862635485573
37,2017-06-26,4,0.059712121212121216,0.016114477246358172,ABC,96.1999969482422,96.72000122070312,95.62999725341795,95.98999786376952,88.4604721069336,1171100,59,76.0,,0.76,44.84,-0.9499969482422017,-0.009726599427174576
38,2017-06-27,-1,0.05497727272727273,-0.07929459528038574,ABC,95.91999816894533,96.6999969482422,95.0999984741211,95.52999877929688,88.03655242919922,1253100,66,76.0,,0.76,50.16,-0.02000427246092329,-0.0002068266357366788
39,2017-07-27,1,0.05687121212121212,0.034449497037343235,ABC,93.48999786376952,93.66999816894533,91.86000061035156,92.77999877929688,85.50227355957031,1493300,87,64.0,,0.64,55.68,-3.029998779296875,-0.031334011116036065
40,2017-08-08,23,0.07770454545454546,0.36632476355401633,ABC,80.91000366210938,82.33999633789062,80.12999725341797,80.33000183105469,74.02885437011719,1742000,70,74.0,,0.74,51.8,-11.330001831054702,-0.1209565715013643
41,2017-08-11,1,0.05687121212121212,-0.26810958369893734,ABC,78.83000183105469,80.30999755859375,78.7300033569336,80.0199966430664,73.7431869506836,2214800,67,74.0,,0.74,49.58,-2.029998779296875,-0.02465386045156681
42,2017-08-14,6,0.06160606060606061,0.08325562808045839,ABC,80.30999755859375,80.52999877929688,79.66000366210938,80.08000183105469,73.79846954345703,2032900,65,74.0,,0.74,48.1,0.220001220703125,0.0027394001667429
43,2017-08-31,1,0.05687121212121212,-0.07685686178061979,ABC,78.6500015258789,80.5,78.45999908447266,80.25,74.29396057128906,1301200,75,74.0,,0.74,55.5,-0.029998779296875,-0.0003725168229431475
44,2017-09-22,3,0.05876515151515151,-0.40930551325007614,ABC,80.52999877929688,81.19999694824219,80.33000183105469,81.05000305175781,75.03459167480469,835900,68,81.0,,0.81,55.080000000000005,0.6999969482421875,0.008695614263878104
45,2017-10-12,1,0.05687121212121212,-0.03222895449271623,ABC,80.37000274658203,81.30000305175781,80.37000274658203,80.80000305175781,74.80315399169922,1195300,73,79.0,,0.79,57.67,0.100006103515625,0.0012316023063321246
46,2017-10-20,4,0.059712121212121216,0.049953376848274944,ABC,82.56999969482422,83.7699966430664,82.3499984741211,83.20999908447266,77.03429412841797,1296800,74,79.0,,0.79,58.46,2.4699935913085938,0.030381223844925698
47,2017-10-25,10,0.0653939393939394,0.0951535143364628,ABC,82.0,82.5199966430664,81.41000366210938,82.22000122070312,76.1177749633789,1428600,69,79.0,,0.79,54.510000000000005,-1.25,-0.014921810315047468
48,2017-11-03,1,0.05687121212121212,-0.13032900834105654,ABC,73.33999633789062,75.30000305175781,73.31999969482422,74.80000305175781,69.24845886230469,2726000,91,75.0,,0.75,68.25,-7.219993591308594,-0.08749386675981208
49,2017-11-09,28,0.08243939393939394,0.4495803916344745,ABC,75.06999969482422,76.62999725341797,74.9000015258789,75.2699966430664,69.6835708618164,2576800,95,75.0,,0.75,71.25,1.3299942016601562,0.017662604883906585
50,2017-11-15,1,0.05687121212121212,0.016933080465998396,ABC,75.31999969482422,77.66000366210938,74.5999984741211,77.52999877929688,71.77584075927734,2731000,87,75.0,,0.75,65.25,1.0300064086914062,0.013441295127352593
