,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,TWO_unscaled,TWO_monthly,isPartial,scale,TWO,Stock_Price_Change,Stock_Price_Change_Percent
124,2019-08-15,9,0.010845890410958903,0.13431232091690526,TWO,13.050000190734863,13.199999809265137,12.970000267028809,13.010000228881836,10.144926071166992,2267200,81,68.0,,0.68,55.080000000000005,-0.3400001525878906,-0.025110794205745357
125,2019-08-16,5,0.009133561643835615,-0.15787811809283236,TWO,13.15999984741211,13.329999923706056,13.109999656677246,13.279999732971191,10.35546588897705,1950500,83,68.0,,0.68,56.440000000000005,0.13000011444091975,0.009848493660558288
126,2019-08-22,6,0.009561643835616439,0.04686914135733056,TWO,13.300000190734863,13.359999656677246,13.25,13.329999923706056,10.39445686340332,1145200,93,68.0,,0.68,63.24,0.02999973297118963,0.0022505426213723645
127,2019-08-27,1,0.007421232876712328,-0.4799616030717542,TWO,13.239999771118164,13.239999771118164,12.869999885559082,12.899999618530272,10.059151649475098,2281200,98,68.0,,0.68,66.64,-0.11999988555908203,-0.008982027593025133
128,2019-09-04,6,0.009561643835616439,0.21815008726003482,TWO,12.729999542236328,12.789999961853027,12.699999809265137,12.75,9.942184448242188,1745200,86,89.0,,0.89,76.54,-0.4499998092651367,-0.03398790158945242
129,2019-09-06,17,0.014270547945205478,0.49247851002865306,TWO,13.0600004196167,13.09000015258789,12.90999984741211,13.050000190734863,10.176117897033691,1768500,83,89.0,,0.89,73.87,0.3000001907348633,0.023455839845944793
130,2019-09-12,12,0.01213013698630137,-0.14998800095992304,TWO,13.449999809265137,13.449999809265137,13.270000457763672,13.279999732971191,10.35546588897705,1505300,91,89.0,,0.89,80.99,0.3599996566772461,0.02750188330640113
131,2019-09-18,10,0.011273972602739726,-0.0705815923207227,TWO,13.399999618530272,13.479999542236328,13.350000381469728,13.4399995803833,10.480232238769531,901200,92,89.0,,0.89,81.88,0.029999732971191406,0.0022304634495626807
132,2019-09-24,27,0.0185513698630137,-0.7909866111046804,TWO,13.68000030517578,13.770000457763672,13.529999732971191,13.529999732971191,10.550410270690918,2068200,100,89.0,,0.89,89.0,0.29000091552734375,0.02151342176375426
133,2019-09-26,1,0.007421232876712328,-0.5999630791951265,TWO,13.720000267028809,13.720000267028809,13.5600004196167,13.619999885559082,10.62059211730957,1397800,97,89.0,,0.89,86.33,-0.05000019073486328,-0.0036310957932229604
134,2019-10-02,3,0.008277397260273971,0.054537521815008594,TWO,12.949999809265137,13.0,12.8100004196167,12.989999771118164,10.435816764831545,1842700,98,87.0,,0.87,85.26,-0.7200002670288086,-0.052478152552159596
135,2019-10-03,11,0.011702054794520547,0.4137360364087712,TWO,13.06999969482422,13.199999809265137,12.979999542236328,13.1899995803833,10.596489906311035,1743500,98,87.0,,0.87,85.26,0.19999980926513672,0.015384600712702756
136,2019-10-09,1,0.007421232876712328,-0.36581796897863617,TWO,13.15999984741211,13.31999969482422,13.149999618530272,13.3100004196167,10.69289493560791,2567700,99,87.0,,0.87,86.13,0.11999988555908381,0.009090900552502612
137,2019-10-10,129,0.06221575342465754,7.383479464697739,TWO,13.3100004196167,13.43000030517578,13.270000457763672,13.399999618530272,10.765198707580566,1711500,98,87.0,,0.87,85.26,0.11000061035155895,0.008258304269654237
138,2019-10-16,1,0.007421232876712328,-0.1475216365066877,TWO,13.369999885559082,13.449999809265137,13.369999885559082,13.40999984741211,10.773232460021973,991400,93,87.0,,0.87,80.91,0.019999504089357245,0.0014891663168206115
139,2019-10-17,13,0.01255821917808219,0.692201199815413,TWO,13.449999809265137,13.5,13.40999984741211,13.5,10.845535278320312,1079600,98,87.0,,0.87,85.26,0.05000019073486328,0.003717486352707633
140,2019-10-18,6,0.009561643835616439,-0.23861467139350956,TWO,13.470000267028809,13.579999923706056,13.460000038146973,13.539999961853027,10.877670288085938,1046800,88,87.0,,0.87,76.56,0.07999992370605646,0.005925920274522767
141,2019-10-21,6,0.009561643835616439,-0.26371308016877637,TWO,13.550000190734863,13.699999809265137,13.529999732971191,13.68000030517578,10.99014377593994,1187900,94,87.0,,0.87,81.78,0.11999988555908025,0.008836515922920007
142,2019-10-22,1,0.007421232876712328,-0.22385386819484243,TWO,13.68000030517578,13.789999961853027,13.630000114440918,13.760000228881836,11.054412841796877,1730100,96,87.0,,0.87,83.52,0.09000015258789062,0.006569354294955865
143,2019-10-23,0,0.0069931506849315065,-0.057683433317951116,TWO,13.779999732971191,13.880000114440918,13.729999542236328,13.880000114440918,11.150816917419434,1665500,98,87.0,,0.87,85.26,0.09000015258789062,0.0065264795385682195
144,2019-10-25,5,0.009133561643835615,0.3060724779627815,TWO,13.729999542236328,13.760000228881836,13.619999885559082,13.630000114440918,10.949975967407228,1272300,87,87.0,,0.87,75.69,-0.11999988555908203,-0.008645524824904882
145,2019-10-29,1,0.007421232876712328,-0.18747656542932123,TWO,13.649999618530272,13.890000343322754,13.630000114440918,13.880000114440918,11.150816917419434,2275200,96,87.0,,0.87,83.52,0.13000011444091797,0.009447682578380467
146,2019-10-30,2008,0.866582191780822,115.77065066912783,TWO,13.84000015258789,13.84000015258789,13.630000114440918,13.65999984741211,10.974075317382812,2049200,94,87.0,,0.87,81.78,-0.05000019073486328,-0.0035997256658744092
147,2019-10-31,43,0.02540068493150685,-0.9706886603804902,TWO,13.6899995803833,13.869999885559082,13.630000114440918,13.869999885559082,11.142783164978027,2030600,91,87.0,,0.87,79.17,0.029999732971191406,0.002167610739916226
148,2019-11-01,70,0.03695890410958904,0.45503572873129294,TWO,13.890000343322754,13.970000267028809,13.800000190734863,13.850000381469728,11.126718521118164,2107600,86,78.0,False,0.78,67.08,0.10000038146972656,0.0072098328979688375
149,2019-11-04,4,0.008705479452054795,-0.04686914135733011,TWO,13.890000343322754,13.949999809265137,13.859999656677246,13.869999885559082,11.142783164978027,1152000,98,78.0,,0.78,76.44,-0.020000457763671875,-0.0014316719671706446
150,2019-11-05,10,0.011273972602739726,0.2950432730133752,TWO,13.859999656677246,13.899999618530272,13.75,13.8100004196167,11.09458065032959,2824200,98,78.0,,0.78,76.44,-0.05000019073486506,-0.0035842431124376573
151,2019-11-06,68,0.0361027397260274,2.202308626974484,TWO,13.670000076293944,14.239999771118164,13.600000381469728,14.18000030517578,11.39182949066162,5090100,98,78.0,,0.78,76.44,0.3400001525878924,0.024460443303511603
152,2019-11-07,1,0.007421232876712328,-0.7944412824890913,TWO,14.1899995803833,14.270000457763672,14.039999961853027,14.270000457763672,11.46413230895996,2420500,97,78.0,,0.78,75.66,0.030000686645507812,0.0021067898263844587
153,2019-11-08,1,0.007421232876712328,0.0,TWO,14.270000457763672,14.4399995803833,14.25,14.4399995803833,11.600706100463867,1945500,91,78.0,,0.78,70.98,0.1699991226196289,0.011913042548442165
154,2019-11-14,1,0.007421232876712328,0.0,TWO,14.359999656677246,14.420000076293944,14.199999809265137,14.390000343322754,11.560538291931152,1687300,96,78.0,,0.78,74.88,-0.019999504089357245,-0.0013850072486516485
155,2019-11-15,3,0.008277397260273971,0.11536686663590201,TWO,14.359999656677246,14.43000030517578,14.3100004196167,14.359999656677246,11.53643798828125,1768600,92,78.0,,0.78,71.76,0.010000228881835938,0.0006934971448631089
156,2019-11-19,2,0.007849315068493151,-0.05171700455109618,TWO,14.4399995803833,14.520000457763672,14.390000343322754,14.399999618530272,11.568571090698242,2491100,100,78.0,,0.78,78.0,0.0900001525878924,0.006237016679452978
157,2019-11-20,7,0.009989726027397259,0.2726876090750434,TWO,14.40999984741211,14.4399995803833,14.3100004196167,14.359999656677246,11.53643798828125,2558300,97,78.0,,0.78,75.66,-0.0800008773803711,-0.005509702125222393
158,2019-11-21,5,0.009133561643835615,-0.08570449091532395,TWO,14.369999885559082,14.420000076293944,14.3100004196167,14.329999923706056,11.512336730957031,1655900,95,78.0,,0.78,74.10000000000001,-0.019999504089357245,-0.0013850072486516485
159,2019-11-26,1,0.007421232876712328,-0.942085148461929,TWO,14.43000030517578,14.479999542236328,14.399999618530272,14.460000038146973,11.616775512695312,1080200,87,78.0,,0.78,67.86,0.05999946594238459,0.004160850598123211
160,2019-12-03,1,0.007421232876712328,-0.22385386819484243,TWO,14.699999809265137,14.710000038146973,14.59000015258789,14.68000030517578,11.793516159057615,1589400,96,77.0,,0.77,73.92,0.23000049591064453,0.015884012650674517
161,2019-12-13,3,0.008277397260273971,0.11536686663590201,TWO,14.699999809265137,14.859999656677246,14.670000076293944,14.859999656677246,11.93812370300293,1373200,93,77.0,,0.77,71.61,0.14999961853027344,0.010197118840332031
162,2019-12-16,13,0.01255821917808219,0.0,TWO,14.8100004196167,14.829999923706056,14.670000076293944,14.699999809265137,11.809582710266112,2010000,91,77.0,,0.77,70.07000000000001,-0.02999973297118963,-0.0020188246072878613
163,2019-12-18,2,0.007849315068493151,-0.3749659121898008,TWO,14.960000038146973,15.0,14.9399995803833,14.979999542236328,12.034527778625488,1822500,88,77.0,,0.77,67.76,0.17000007629394354,0.011463255372118786
164,2019-12-31,5,0.009133561643835615,0.163612565445026,TWO,14.56999969482422,14.710000038146973,14.5600004196167,14.619999885559082,12.064696311950684,1558900,70,77.0,,0.77,53.9,-0.28999996185302734,-0.01933333079020183
165,2020-01-02,5,0.009133561643835615,0.23073373327180424,TWO,14.649999618530272,14.720000267028809,14.5600004196167,14.710000038146973,12.13896656036377,1741200,69,78.0,,0.78,53.82,0.010000228881835938,0.0006798252111421821
166,2020-01-06,6,0.009561643835616439,0.04686914135733056,TWO,14.68000030517578,14.8100004196167,14.65999984741211,14.800000190734863,12.21323585510254,1873400,78,78.0,,0.78,60.84,0.09000015258789062,0.00611414068989391
167,2020-01-07,0,0.0069931506849315065,-0.26862464183381096,TWO,14.800000190734863,14.84000015258789,14.699999809265137,14.699999809265137,12.13071346282959,2330100,85,78.0,,0.78,66.3,0.029999732971191406,0.002025640251262617
168,2020-01-08,9,0.010845890410958903,0.5509304603330067,TWO,14.710000038146973,14.789999961853027,14.600000381469728,14.600000381469728,12.048192024230955,1732800,85,78.0,,0.78,66.3,-0.05000019073486328,-0.003369285055306648
169,2020-01-09,5,0.009133561643835615,-0.15787811809283236,TWO,14.649999618530272,14.729999542236328,14.619999885559082,14.699999809265137,12.13071346282959,1383800,87,78.0,,0.78,67.86,-0.06000041961669922,-0.004056823513959085
170,2020-01-15,8,0.010417808219178083,-0.1411631846414455,TWO,14.979999542236328,15.079999923706056,14.970000267028809,15.010000228881836,12.386530876159668,941900,92,78.0,,0.78,71.76,0.35000038146972834,0.023761058543562585
171,2020-01-17,6,0.009561643835616439,-0.08218277449046674,TWO,15.06999969482422,15.109999656677246,15.020000457763672,15.079999923706056,12.444297790527344,1399800,85,78.0,,0.78,66.3,0.02999973297118963,0.0019893722230084343
172,2020-01-21,11,0.011702054794520547,0.037970838396111706,TWO,15.0600004196167,15.15999984741211,15.050000190734863,15.149999618530272,12.502060890197754,1412200,89,78.0,,0.78,69.42,0.05000019073486328,0.0033090795414258967
173,2020-01-23,2,0.007849315068493151,-0.3292361720807725,TWO,15.199999809265137,15.369999885559082,15.18000030517578,15.289999961853027,12.617592811584473,1771300,96,78.0,,0.78,74.88,0.21000003814697266,0.013852245399779584
174,2020-01-24,7,0.009989726027397259,0.2726876090750434,TWO,15.359999656677246,15.380000114440918,15.0600004196167,15.1899995803833,12.535072326660156,2046800,87,78.0,,0.78,67.86,0.010000228881835938,0.0006506329834934377
175,2020-01-27,1,0.007421232876712328,-0.25711347274597185,TWO,15.100000381469728,15.210000038146973,15.0600004196167,15.109999656677246,12.469054222106934,2071800,92,78.0,,0.78,71.76,-0.1700000762939453,-0.011053320873146477
176,2020-01-28,1,0.007421232876712328,0.0,TWO,15.119999885559082,15.199999809265137,15.079999923706056,15.15999984741211,12.510313034057615,1636800,100,78.0,,0.78,78.0,-0.010000228881835938,-0.0006574772423901809
177,2020-01-29,6,0.009561643835616439,0.28841716658975547,TWO,15.15999984741211,15.25,15.119999885559082,15.229999542236328,12.568078994750977,1857200,96,78.0,,0.78,74.88,0.05000019073486328,0.0032894862738344077
178,2020-02-03,3,0.008277397260273971,-0.1343123209169056,TWO,15.260000228881836,15.390000343322754,15.220000267028809,15.34000015258789,12.658855438232422,1737800,88,86.0,,0.86,75.67999999999999,0.1400003433227539,0.009180350381819968
179,2020-02-04,217,0.09988698630136987,11.067438973934632,TWO,15.34000015258789,15.4399995803833,15.210000038146973,15.300000190734863,12.625844955444336,2007500,95,86.0,,0.86,81.7,0.049999237060546875,0.0032488132517969337
180,2020-02-05,10,0.011273972602739726,-0.8871327184832174,TWO,15.380000114440918,15.539999961853027,15.31999969482422,15.529999732971191,12.815644264221191,1933500,94,86.0,,0.86,80.84,0.10000038146972656,0.006476708820431387
181,2020-02-06,1,0.007421232876712328,-0.34173754556500613,TWO,15.020000457763672,15.539999961853027,15.0,15.420000076293944,12.724871635437012,4512600,96,86.0,,0.86,82.56,0.0,0.0
182,2020-02-07,1,0.007421232876712328,0.0,TWO,15.369999885559082,15.399999618530272,15.18000030517578,15.260000228881836,12.592836380004885,2708600,90,86.0,,0.86,77.4,-0.14000034332275568,-0.00900903112396545
183,2020-02-11,482,0.21332876712328766,-0.2685899468103844,TWO,15.119999885559082,15.210000038146973,15.09000015258789,15.130000114440918,12.48555850982666,1295000,99,86.0,,0.86,85.14,-0.189999580383299,-0.012337635395437196
184,2020-02-12,1,0.007421232876712328,-0.9652122262890901,TWO,15.239999771118164,15.399999618530272,15.15999984741211,15.15999984741211,12.510313034057615,1441800,99,86.0,,0.86,85.14,0.189999580383299,0.012491754103009622
185,2020-02-13,3,0.008277397260273971,0.11536686663590201,TWO,15.18000030517578,15.270000457763672,15.149999618530272,15.149999618530272,12.502060890197754,1306800,93,86.0,,0.86,79.98,-0.1299991607665998,-0.008441504154985568
186,2020-02-14,15,0.013414383561643834,0.6206040546131568,TWO,15.149999618530272,15.3100004196167,15.149999618530272,15.289999961853027,12.617592811584473,1352400,87,86.0,,0.86,74.82,0.039999961853027344,0.0026195128129606893
187,2020-02-18,1,0.007421232876712328,-0.10343400910219269,TWO,15.279999732971191,15.489999771118164,15.260000228881836,15.479999542236328,12.774383544921877,2178800,91,86.0,,0.86,78.26,0.17999935150146484,0.011756978874463808
188,2020-02-19,24,0.017267123287671233,1.3267189663128751,TWO,15.5,15.649999618530272,15.479999542236328,15.600000381469728,12.873411178588867,1977600,94,86.0,,0.86,80.84,0.1599998474121076,0.01032923497587368
189,2020-02-20,5,0.009133561643835615,-0.4710432368107894,TWO,15.640000343322754,15.850000381469728,15.600000381469728,15.829999923706056,13.063210487365724,2579000,96,86.0,,0.86,82.56,0.20000076293945668,0.012779601777283656
190,2020-02-21,116,0.05665068493150685,5.202474690663668,TWO,15.760000228881836,15.81999969482422,15.449999809265137,15.449999809265137,12.749627113342283,3913200,89,86.0,,0.86,76.53999999999999,-0.030000686645507812,-0.001892787755423786
191,2020-02-24,1,0.007421232876712328,-0.054537521815008816,TWO,15.25,15.350000381469728,15.149999618530272,15.15999984741211,12.510313034057615,2921200,97,86.0,,0.86,83.42,-0.4699993133544922,-0.02970918599374317
192,2020-02-25,5,0.009133561643835615,0.23073373327180424,TWO,15.149999618530272,15.270000457763672,14.649999618530272,14.789999961853027,12.204983711242676,4101500,100,86.0,,0.86,86.0,-0.07999992370605646,-0.005211721284556492
193,2020-02-26,18,0.014698630136986301,0.6092988376452946,TWO,14.779999732971191,15.029999732971191,14.699999809265137,14.729999542236328,12.155470848083496,3395500,93,86.0,,0.86,79.98,-0.24000072479248047,-0.015717139331875907
194,2020-02-27,2,0.007849315068493151,-0.4659832246039143,TWO,14.539999961853027,14.5600004196167,13.960000038146973,14.130000114440918,11.660338401794434,5423100,94,86.0,,0.86,80.84,-0.4699993133544922,-0.03127074662040463
195,2020-02-28,49,0.027969178082191782,2.56326352530541,TWO,13.760000228881836,13.869999885559082,13.260000228881836,13.550000190734863,11.181714057922363,7182900,91,86.0,,0.86,78.26,-0.6900005340576172,-0.04739014520411544
196,2020-03-02,2,0.007849315068493151,-0.05171700455109618,TWO,13.720000267028809,14.359999656677246,13.609999656677246,14.289999961853027,11.792373657226562,3821100,93,82.0,,0.82,76.25999999999999,0.48999977111816406,0.03532802993230977
197,2020-03-03,35,0.021976027397260275,1.7997382198952878,TWO,14.390000343322754,14.579999923706056,13.890000343322754,13.989999771118164,11.544809341430664,4125000,94,82.0,,0.82,77.08,0.22000026702881037,0.015320353223442718
198,2020-03-04,10,0.011273972602739726,-0.48698768895122335,TWO,14.1899995803833,14.380000114440918,14.029999732971191,14.239999771118164,11.751112937927246,2485900,88,82.0,,0.82,72.16,-0.1999998092651385,-0.013717408114656604
199,2020-03-05,5,0.009133561643835615,-0.18985419198055908,TWO,14.0,14.100000381469728,13.90999984741211,14.010000228881836,11.561314582824709,2928900,91,82.0,,0.82,74.61999999999999,-0.27999973297118963,-0.019471469453606227
200,2020-03-06,1,0.007421232876712328,-0.18747656542932123,TWO,13.619999885559082,13.729999542236328,13.09000015258789,13.5600004196167,11.189964294433594,4727600,87,82.0,,0.82,71.33999999999999,-0.3700008392334002,-0.026241193561927556
201,2020-03-09,2,0.007849315068493151,0.05768343331795123,TWO,12.649999618530272,12.829999923706056,12.260000228881836,12.34000015258789,10.183197975158691,4879800,87,82.0,,0.82,71.33999999999999,-0.8999996185302717,-0.06554986515197514
202,2020-03-10,1,0.007421232876712328,-0.054537521815008816,TWO,12.710000038146973,12.920000076293944,11.970000267028809,12.520000457763672,10.331738471984863,4250600,87,82.0,,0.82,71.33999999999999,0.09000015258788707,0.00701482097607764
203,2020-03-11,27,0.0185513698630137,1.4997692662667284,TWO,12.239999771118164,12.289999961853027,11.829999923706056,11.949999809265137,9.86136245727539,4681600,84,82.0,,0.82,68.88,-0.6300001144409162,-0.048761618476834356
204,2020-03-12,28,0.01897945205479452,0.023075503045966395,TWO,10.989999771118164,11.199999809265137,9.06999969482422,9.25,7.633273601531982,8739900,76,82.0,,0.82,62.31999999999999,-1.0900001525878906,-0.08869000455420228
205,2020-03-13,1,0.007421232876712328,-0.608985925658607,TWO,9.779999732971191,10.130000114440918,9.300000190734863,10.050000190734863,8.293447494506836,5508800,70,82.0,,0.82,57.4,-1.0699996948242188,-0.09553568866483975
206,2020-03-16,31,0.020263698630136988,1.4480761274306997,TWO,8.399999618530273,10.399999618530272,8.25,9.210000038146973,7.600263595581055,6175900,76,82.0,,0.82,62.31999999999999,0.2699995040893537,0.02665345518648654
207,2020-03-17,12,0.01213013698630137,-0.40138583741761036,TWO,9.510000228881836,9.550000190734863,8.1899995803833,8.1899995803833,6.758540630340576,6899000,79,82.0,,0.82,64.78,-0.8499994277954084,-0.08173071720896186
208,2020-03-18,1,0.007421232876712328,-0.38819875776397517,TWO,7.599999904632568,7.599999904632568,2.950000047683716,5.690000057220459,4.695494174957275,12369000,81,82.0,,0.82,66.42,-1.950000286102295,-0.20418850755564688
209,2020-03-19,36,0.022404109589041096,2.018920166128288,TWO,5.75,5.75,4.0,5.260000228881836,4.34065055847168,10088300,85,82.0,,0.82,69.7,-1.8499999046325684,-0.24342104313776425
210,2020-03-20,1,0.007421232876712328,-0.6687557321919902,TWO,5.380000114440918,6.380000114440918,5.059999942779541,5.599999904632568,4.621224403381348,11699500,80,82.0,,0.82,65.6,0.630000114440918,0.10956523729407275
211,2020-03-23,17,0.014270547945205478,0.9229349330872172,TWO,5.449999809265137,5.699999809265137,4.179999828338623,4.320000171661377,3.5649445056915283,8946800,89,82.0,,0.82,72.97999999999999,-0.6800003051757812,-0.10658311802167886
212,2020-03-24,13,0.01255821917808219,-0.11999040076793854,TWO,4.699999809265137,4.739999771118164,2.5199999809265137,2.609999895095825,2.153820753097534,13510700,92,82.0,,0.82,75.44,-0.9600000381469727,-0.16842106495977915
213,2020-03-25,1,0.007421232876712328,-0.4090537223888737,TWO,2.869999885559082,4.989999771118164,2.869999885559082,4.679999828338623,3.862023115158081,22548400,91,82.0,,0.82,74.61999999999999,0.25,0.0527426185805544
214,2020-03-26,31,0.020263698630136988,1.7305029995385328,TWO,5.099999904632568,5.369999885559082,4.329999923706055,4.559999942779541,3.762996673583984,20818700,89,82.0,,0.82,72.97999999999999,0.38000011444091797,0.07615233103623309
215,2020-03-27,54,0.03010958904109589,0.48588811897921236,TWO,4.519999980926514,4.760000228881836,4.300000190734863,4.619999885559082,3.812510013580322,10629500,92,82.0,,0.82,75.44,-0.6099996566772461,-0.11359397945568817
216,2020-03-30,13,0.01255821917808219,0.692201199815413,TWO,4.449999809265137,4.539999961853027,3.940000057220459,4.440000057220459,3.663970947265625,7633000,92,82.0,,0.82,75.44,-0.2200002670288086,-0.04621854127105551
217,2020-03-31,1,0.007421232876712328,-0.4090537223888737,TWO,4.269999980926514,4.480000019073486,3.700000047683716,3.809999942779541,3.144083023071289,7283800,100,82.0,,0.82,82.0,-0.059999942779541016,-0.013215846538256693
218,2020-04-01,36,0.022404109589041096,2.018920166128288,TWO,3.609999895095825,3.7699999809265137,3.299999952316284,3.450000047683716,2.847004175186157,7978200,90,97.0,False,0.97,87.3,-0.7100000381469727,-0.15848215069735838
219,2020-04-02,83,0.042523972602739726,0.8980434118006726,TWO,3.5299999713897705,3.799999952316284,3.3499999046325684,3.369999885559082,2.7809865474700928,8186700,91,97.0,,0.97,88.27,0.029999971389770508,0.007957552133036838
220,2020-04-03,15,0.013414383561643834,-0.6845453813320448,TWO,3.3399999141693115,3.3499999046325684,2.25,2.4200000762939453,1.9970288276672363,24769900,89,97.0,,0.97,86.33,-0.4500000476837158,-0.11842106666591379
221,2020-04-06,1,0.007421232876712328,-0.1475216365066877,TWO,3.25,3.4800000190734863,2.680000066757202,3.150000095367432,2.5994389057159424,25512300,89,97.0,,0.97,86.33,0.13000011444091797,0.038806005415446876
222,2020-04-07,18,0.014698630136986301,0.9806183664051686,TWO,4.03000020980835,4.690000057220459,3.809999942779541,4.119999885559082,3.3999006748199463,28246700,93,97.0,,0.97,90.21,1.2100000381469727,0.3477011584813503
223,2020-04-08,16,0.013842465753424658,-0.05824790307548933,TWO,4.650000095367432,4.920000076293945,4.309999942779541,4.769999980926514,3.936293125152588,20867800,90,97.0,,0.97,87.3,0.23000001907348633,0.049040515195600376
224,2020-04-09,24,0.017267123287671233,0.24740227610094,TWO,5.420000076293945,6.0,4.53000020980835,4.909999847412109,4.051823139190674,25186300,91,97.0,,0.97,88.27,1.0799999237060547,0.21951217621109853
225,2020-04-13,8,0.010417808219178083,0.48971596474045076,TWO,5.010000228881836,5.039999961853027,4.130000114440918,4.550000190734863,3.7547450065612793,12836700,84,97.0,,0.97,81.48,-0.9600000381469727,-0.16000000635782874
226,2020-04-14,1,0.007421232876712328,-0.28763971071663386,TWO,4.760000228881836,4.940000057220459,4.28000020980835,4.5,3.7134835720062256,9677000,94,97.0,,0.97,91.18,-0.09999990463256836,-0.019841251069335764
227,2020-04-15,8,0.010417808219178083,0.4037840332256577,TWO,4.210000038146973,4.369999885559082,4.0,4.190000057220459,3.496516704559326,7996600,90,97.0,,0.97,87.3,-0.570000171661377,-0.11538464879737131
228,2020-04-16,8,0.010417808219178083,0.0,TWO,4.159999847412109,4.179999828338623,3.7799999713897705,3.900000095367432,3.254514217376709,9707700,95,97.0,,0.97,92.15,-0.19000005722045898,-0.043478275102094455
229,2020-04-20,2,0.007849315068493151,-0.43295398317664524,TWO,4.199999809265137,4.400000095367432,4.03000020980835,4.130000114440918,3.4464471340179443,7505700,94,97.0,,0.97,91.18,0.2200002670288086,0.05263164499129891
230,2020-04-21,14,0.012986301369863014,0.6544502617801047,TWO,3.990000009536743,4.579999923706055,3.910000085830689,4.539999961853027,3.788588285446167,10605200,98,97.0,,0.97,95.06,0.17999982833862305,0.04090905100846176
231,2020-04-22,5,0.009133561643835615,-0.29667721518987356,TWO,4.610000133514404,4.670000076293945,4.210000038146973,4.360000133514404,3.63838005065918,7448900,100,97.0,,0.97,97.0,0.09000015258789062,0.019650688665309834
232,2020-04-23,7,0.009989726027397259,0.09373828271466067,TWO,4.349999904632568,4.489999771118164,4.199999809265137,4.260000228881836,3.5549309253692627,6743600,100,97.0,,0.97,97.0,-0.18000030517578125,-0.0385439619347131
233,2020-04-24,7,0.009989726027397259,0.0,TWO,4.260000228881836,4.309999942779541,3.890000104904175,4.070000171661377,3.3963773250579834,8988200,94,97.0,,0.97,91.18,-0.17999982833862305,-0.040089050671331505
234,2020-04-27,1,0.007421232876712328,-0.8059460911614579,TWO,4.059999942779541,4.400000095367432,3.910000085830689,4.300000190734863,3.588310956954956,7472800,97,97.0,,0.97,94.09,0.09000015258789062,0.020881706214095352
235,2020-04-28,4,0.008705479452054795,0.17305029995385346,TWO,4.440000057220459,4.71999979019165,4.289999961853027,4.650000095367432,3.88038182258606,11302700,96,97.0,,0.97,93.12,0.31999969482421875,0.07272720179282088
236,2020-04-29,130,0.06264383561643835,6.195908733280881,TWO,4.949999809265137,5.090000152587891,4.71999979019165,4.880000114440918,4.072315216064453,11176500,97,97.0,,0.97,94.09,0.37000036239624023,0.07838991077184287
237,2020-04-30,1,0.007421232876712328,-0.8815329105619943,TWO,4.829999923706055,4.889999866485596,4.53000020980835,4.570000171661377,3.813622713088989,8276500,99,97.0,,0.97,96.03,-0.20000028610229492,-0.03929278587557794
238,2020-05-04,15,0.013414383561643834,0.807568066451315,TWO,4.199999809265137,4.409999847412109,4.03000020980835,4.389999866485596,3.663414239883423,7040600,100,93.0,,0.93,93.0,-0.48000001907348633,-0.09815951578306659
239,2020-05-05,10,0.011273972602739726,-0.1595608884350267,TWO,4.449999809265137,4.78000020980835,4.449999809265137,4.539999961853027,3.788588285446167,7644600,99,93.0,,0.93,92.07,0.37000036239624023,0.08390031183637459
240,2020-05-06,1,0.007421232876712328,-0.34173754556500613,TWO,4.579999923706055,4.739999771118164,4.389999866485596,4.480000019073486,3.738518714904785,6782000,100,93.0,,0.93,93.0,-0.04000043869018555,-0.00836829224570046
241,2020-05-07,1,0.007421232876712328,0.0,TWO,4.670000076293945,4.789999961853027,4.369999885559082,4.480000019073486,3.738518714904785,10449900,96,93.0,,0.93,89.28,0.05000019073486328,0.010548563955535384
242,2020-05-08,4,0.008705479452054795,0.17305029995385346,TWO,4.5,4.690000057220459,4.449999809265137,4.550000190734863,3.796933174133301,7830000,92,93.0,,0.93,85.56,-0.09999990463256836,-0.020876806978905038
243,2020-05-11,5,0.009133561643835615,0.23073373327180424,TWO,4.480000019073486,4.5,4.289999961853027,4.309999942779541,3.596655368804932,5993300,94,93.0,,0.93,87.42,-0.19000005722045898,-0.04051173878515113
244,2020-05-12,3,0.008277397260273971,-0.09373828271466067,TWO,4.349999904632568,4.389999866485596,4.150000095367432,4.190000057220459,3.496516704559326,4972700,93,93.0,,0.93,86.49000000000001,-0.1100001335144043,-0.024444474114312054
245,2020-05-13,44,0.02582876712328767,2.120397186594953,TWO,4.150000095367432,4.150000095367432,3.819999933242798,3.990000009536743,3.329617977142334,9250900,92,93.0,,0.93,85.56,-0.23999977111816406,-0.05466965339802965
246,2020-05-14,1,0.007421232876712328,-0.7126756828427473,TWO,3.900000095367432,4.480000019073486,3.839999914169312,4.460000038146973,3.7218289375305176,10388200,93,93.0,,0.93,86.49000000000001,0.3299999237060547,0.07951805207774032
247,2020-05-15,4,0.008705479452054795,0.17305029995385346,TWO,4.349999904632568,4.489999771118164,4.28000020980835,4.289999961853027,3.579965829849243,7013000,87,93.0,,0.93,80.91000000000001,0.009999752044677734,0.0022320875004695484
248,2020-05-18,1,0.007421232876712328,-0.054537521815008816,TWO,4.46999979019165,4.599999904632568,4.329999923706055,4.53000020980835,3.780243158340454,7960700,87,93.0,,0.93,80.91000000000001,0.1100001335144043,0.024498917399055964
