,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,OC_unscaled,OC_monthly,isPartial,scale,OC,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-09,1,0.0011444043321299638,0.0,OC,47.97999954223633,48.36000061035156,47.95000076293945,48.08000183105469,44.21028137207031,1273700,76,77.0,,0.77,58.52,,
1,2016-05-11,1,0.0011444043321299638,0.0,OC,48.63999938964844,49.18999862670898,48.560001373291016,48.86000061035156,44.92749786376953,1775100,84,77.0,,0.77,64.68,0.8299980163574148,0.017162903347436087
2,2016-05-19,1,0.0011444043321299638,0.0,OC,49.7599983215332,50.18000030517578,49.54999923706055,49.970001220703125,45.94816207885742,1021200,77,77.0,,0.77,59.29,0.990001678466804,0.020126076562426487
3,2016-06-13,1,0.0011444043321299638,0.0,OC,49.20000076293945,49.45000076293945,48.61000061035156,48.619998931884766,44.706809997558594,612300,79,84.0,,0.84,66.36,-0.7299995422363281,-0.014547619326360062
4,2016-06-20,1,0.0011444043321299638,0.0,OC,50.7599983215332,51.470001220703125,50.7599983215332,51.119998931884766,47.00559997558594,1151200,86,84.0,,0.84,72.24,2.020000457763672,0.04084935139733248
5,2016-06-22,4,0.0015776173285198558,0.37854889589905394,OC,51.27999877929688,51.79999923706055,51.13999938964844,51.25,47.12514114379883,606600,88,84.0,,0.84,73.92,0.3299980163574219,0.00641146315389407
6,2016-06-24,1,0.0011444043321299638,-0.2745995423340962,OC,49.459999084472656,50.7599983215332,49.36000061035156,50.2599983215332,46.21482467651367,1256600,81,84.0,,0.84,68.03999999999999,-1.0400009155273438,-0.020077238047201962
7,2016-07-14,2,0.0012888086642599279,0.12618296529968465,OC,54.380001068115234,54.58000183105469,53.93999862670898,54.150001525878906,49.95798110961914,836300,74,100.0,,1.0,74.0,3.8200035095214844,0.07525617879898516
8,2016-07-15,1,0.0011444043321299638,-0.11204481792717103,OC,54.5099983215332,54.93999862670898,54.09999847412109,54.880001068115234,50.631473541259766,1409900,82,100.0,,1.0,82.0,0.35999679565428977,0.0065957637152269655
9,2016-09-12,1,0.0011444043321299638,0.0,OC,51.65999984741211,52.84999847412109,51.0099983215332,52.56999969482422,48.500301361083984,1111800,73,66.0,,0.66,48.18,-2.0900001525878906,-0.03804150354623126
10,2016-09-19,1,0.0011444043321299638,0.0,OC,51.16999816894531,52.18000030517578,51.16999816894531,51.88999938964844,47.87293243408203,747000,77,66.0,,0.66,50.82,-0.6699981689453054,-0.012677354556091092
11,2016-09-21,2,0.0012888086642599279,0.12618296529968465,OC,51.84999847412109,52.0099983215332,50.91999816894531,51.72999954223633,47.7253303527832,902800,78,66.0,,0.66,51.48,-0.17000198364257812,-0.0032579912351153872
12,2016-10-13,3,0.0014332129963898917,0.11204481792717091,OC,52.18999862670898,52.27000045776367,51.18000030517578,51.52000045776367,47.69405364990234,939200,84,66.0,,0.66,55.440000000000005,0.26000213623046875,0.004999079881200963
13,2016-10-17,1,0.0011444043321299638,-0.20151133501259455,OC,51.810001373291016,52.58000183105469,51.709999084472656,51.93000030517578,48.07360458374024,867400,80,66.0,,0.66,52.8,0.3100013732910156,0.005930770433826726
14,2016-10-18,1,0.0011444043321299638,0.0,OC,52.29999923706055,52.58000183105469,51.93999862670898,52.119998931884766,48.2495002746582,561000,82,66.0,,0.66,54.120000000000005,0.0,0.0
15,2016-11-23,1,0.0011444043321299638,0.0,OC,52.40999984741211,53.18000030517578,52.40999984741211,52.93000030517578,48.99935150146485,537500,89,62.0,,0.62,55.18,0.5999984741210938,0.011411153541777352
16,2016-12-07,1,0.0011444043321299638,0.0,OC,53.970001220703125,54.9900016784668,53.83000183105469,54.61000061035156,50.55458450317383,1220400,85,61.0,,0.61,51.85,1.8100013732910156,0.034035377264088895
17,2016-12-12,1,0.0011444043321299638,0.0,OC,55.75,55.81999969482422,54.81999969482422,55.0099983215332,50.92487716674805,804400,81,61.0,,0.61,49.41,0.8299980163574219,0.015093616858034009
18,2016-12-13,1,0.0011444043321299638,0.0,OC,55.22999954223633,55.7400016784668,55.02999877929688,55.18000030517578,51.0822639465332,821300,83,61.0,,0.61,50.63,-0.07999801635742188,-0.001433142543797561
19,2017-01-10,2,0.0012888086642599279,0.12618296529968465,OC,51.900001525878906,52.22999954223633,51.40999984741211,51.65999984741211,48.00749206542969,1021600,84,63.0,,0.63,52.92,-3.5100021362304688,-0.06297097291955112
