,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,PG_unscaled,PG_monthly,isPartial,scale,PG,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-06-01,1,0.0026991041087426632,-0.22247930942422345,PG,80.94999694824219,81.80000305175781,80.86000061035156,81.79000091552734,69.46805572509766,6184100,74,62.0,False,0.62,45.88,,
1,2016-06-30,6,0.003471424158171146,0.21652051531882655,PG,83.91000366210938,84.80000305175781,83.81999969482422,84.66999816894531,71.91419219970703,10969300,94,62.0,,0.62,58.28,3.0,0.03667481525766925
2,2016-07-07,1,0.0026991041087426632,-0.22247930942422345,PG,85.2300033569336,85.23999786376953,84.52999877929688,84.83000183105469,72.0500717163086,7905700,79,59.0,,0.59,46.61,0.43999481201171875,0.005188617879449353
3,2016-07-11,8,0.0037803521779425395,0.4005951699668078,PG,85.61000061035156,85.94999694824219,84.91000366210938,85.75,72.83148193359375,6156800,90,59.0,,0.59,53.1,0.7099990844726562,0.008329412274357129
4,2016-07-12,1,0.0026991041087426632,-0.28601781482389466,PG,85.48999786376953,85.94000244140625,85.19000244140625,85.75,72.83148193359375,6649800,86,59.0,,0.59,50.74,-0.0099945068359375,-0.00011628280617570486
5,2016-07-18,1,0.0026991041087426632,0.0,PG,86.0199966430664,86.05000305175781,85.69999694824219,85.93000030517578,72.9843521118164,4781300,74,59.0,,0.59,43.66,0.1100006103515625,0.0012799698304239993
6,2016-08-01,4,0.003162496138399753,0.17168364427148908,PG,85.44000244140625,86.58000183105469,85.41999816894531,86.41000366210938,73.96717071533203,10420600,82,61.0,False,0.61,50.02,0.529998779296875,0.006159195357356317
7,2016-08-24,11,0.004243744207599629,0.3418970401484809,PG,87.31999969482422,87.44999694824219,86.55999755859375,87.30999755859375,74.73755645751953,5713300,81,61.0,,0.61,49.41,0.8699951171875,0.010048453439457594
8,2016-09-07,2,0.0028535681186283596,-0.32758244158113126,PG,88.30999755859375,88.41000366210938,87.70999908447266,87.94999694824219,75.28539276123047,17556400,83,68.0,,0.68,56.440000000000005,0.9600067138671875,0.010977778700614227
9,2016-09-09,1,0.0026991041087426632,-0.05413012882970658,PG,87.0999984741211,87.16999816894531,86.23999786376953,86.23999786376953,73.82164764404297,21955000,95,68.0,,0.68,64.60000000000001,-1.2400054931640625,-0.014025624271017945
10,2016-09-20,1,0.0026991041087426632,0.12924906294429395,PG,88.5,88.94999694824219,88.18000030517578,88.58000183105469,75.82470703125,33986500,97,68.0,,0.68,65.96000000000001,1.779998779296875,0.02041985564628601
11,2016-09-23,1,0.0026991041087426632,0.0,PG,88.62999725341797,88.94000244140625,87.48999786376953,87.76000213623047,75.12274932861328,48281400,89,68.0,,0.68,60.52,-0.0099945068359375,-0.00011236095760358555
12,2016-09-27,1,0.0026991041087426632,0.0,PG,88.05999755859375,88.80999755859375,87.66000366210938,88.36000061035156,75.63636016845703,65150800,100,68.0,,0.68,68.0,-0.1300048828125,-0.0014617144057101905
13,2016-09-28,2,0.0028535681186283596,0.05722788142382962,PG,88.9800033569336,89.7300033569336,88.47000122070312,89.45999908447266,76.57797241210938,89806000,92,68.0,,0.68,62.56,0.9200057983398438,0.010359259358529549
14,2016-10-04,1,0.0026991041087426632,-0.05413012882970658,PG,88.29000091552734,88.68000030517578,87.94999694824219,88.3499984741211,75.62781524658203,23317600,86,69.0,,0.69,59.34,-1.0500030517578125,-0.011701805555283995
15,2016-10-25,1,0.0026991041087426632,0.0,PG,87.48999786376953,88.08000183105469,86.97000122070312,86.97000122070312,75.02130126953125,20761200,92,69.0,,0.69,63.48,-0.5999984741210938,-0.00676588263482536
16,2016-10-31,2,0.0028535681186283596,0.05722788142382962,PG,87.01000213623047,87.47000122070312,86.69000244140625,86.80000305175781,74.8746566772461,8207100,81,69.0,,0.69,55.88999999999999,-0.6100006103515625,-0.006925529038039779
17,2016-11-02,2,0.0028535681186283596,0.0,PG,86.7699966430664,87.41000366210938,86.55999755859375,86.73999786376953,74.82289123535156,7773200,91,63.0,,0.63,57.33,-0.05999755859375,-0.0006859215474613878
18,2016-12-01,2,0.0028535681186283596,0.0,PG,82.20999908447266,82.31999969482422,81.18000030517578,81.86000061035156,70.61334991455078,12516900,100,65.0,False,0.65,65.0,-5.090003967285156,-0.058231366594617584
19,2016-12-07,2,0.0028535681186283596,0.0,PG,82.73999786376953,84.27999877929688,82.70999908447266,84.18000030517578,72.61461639404297,8567700,90,65.0,,0.65,58.5,1.9599990844726562,0.023809512776223896
20,2017-01-19,94,0.01706425702811245,5.32219297241616,PG,84.62999725341797,85.0,84.27999877929688,84.69999694824219,73.6422119140625,14074500,91,75.0,,0.75,68.25,0.720001220703125,0.008542966672182573
21,2017-01-20,2,0.0028535681186283596,-0.8327751326103879,PG,86.88999938964844,87.9800033569336,86.41999816894531,87.44999694824219,76.033203125,22944400,83,75.0,,0.75,62.25,2.9800033569335938,0.03505886302274819
22,2017-03-06,4,0.003162496138399753,0.0,PG,89.88999938964844,90.51000213623048,89.58999633789062,90.37000274658205,78.57196044921875,9533800,77,83.0,,0.83,63.91,2.529998779296889,0.028756520604264146
23,2017-03-08,8,0.0037803521779425395,0.19536973722770345,PG,90.0199966430664,90.3499984741211,89.76000213623047,90.13999938964844,78.37200164794922,5503700,96,83.0,,0.83,79.67999999999999,-0.1600036621093892,-0.0017678008875589013
24,2017-03-13,2,0.0028535681186283596,-0.24515812699190975,PG,91.05999755859376,91.48999786376952,90.8499984741211,91.30999755859376,79.38924407958984,7397500,75,83.0,,0.83,62.25,1.1399993896484233,0.012617591686788554
25,2017-03-22,0,0.0025446400988569664,-0.10826025765941327,PG,91.30999755859376,91.8000030517578,90.75,90.98999786376952,79.11103820800781,7798000,70,83.0,,0.83,58.1,0.31000518798828125,0.0033884052380226404
26,2017-03-28,47,0.009804448563484707,2.852980454048804,PG,90.16999816894533,91.05999755859376,90.12999725341795,90.76000213623048,78.91107940673828,11855800,67,83.0,,0.83,55.61,-0.7400054931640341,-0.008061061749059073
27,2017-04-12,18,0.005324992276799506,-0.45687998235497995,PG,89.69999694824219,90.41999816894533,89.55999755859375,90.30999755859376,78.51981353759766,6286300,82,72.0,,0.72,59.04,-0.6399993896484375,-0.007028326452969913
28,2017-04-25,5,0.0033169601482854493,0.04884243430692581,PG,89.58000183105469,90.25,89.47000122070312,90.0,78.84947967529297,9088400,95,72.0,,0.72,68.39999999999999,-0.1699981689453267,-0.0018800948063247835
29,2017-04-26,9,0.003934816187828236,0.1862717705131789,PG,89.8499984741211,90.0,87.61000061035156,87.73999786376953,76.86949157714844,11951300,87,72.0,,0.72,62.64,-0.25,-0.0027700831024930483
30,2017-05-03,36,0.008105344454742045,1.0599042160634369,PG,86.30000305175781,86.62999725341797,85.9000015258789,86.43000030517578,75.72179412841797,6122000,95,73.0,,0.73,69.35,-3.3700027465820312,-0.03744447496202252
31,2017-05-17,1,0.0026991041087426632,-0.6669969889850211,PG,86.23999786376953,86.62999725341797,85.93000030517578,86.26000213623047,75.57284545898438,7805800,98,73.0,,0.73,71.53999999999999,0.0,0.0
32,2017-05-18,3,0.003008032128514056,0.11445576284765924,PG,86.18000030517578,86.22000122070312,85.5199966430664,85.87000274658203,75.23114776611328,6985600,93,73.0,,0.73,67.89,-0.40999603271484375,-0.004732725911504865
33,2017-06-01,2,0.0028535681186283596,-0.05135051864023821,PG,88.0199966430664,88.13999938964844,87.37000274658203,88.12999725341797,77.21116638183594,6251300,83,69.0,False,0.69,57.27,1.9199981689453125,0.022268593618208987
34,2017-06-13,3,0.003008032128514056,0.05413012882970647,PG,88.36000061035156,88.4000015258789,87.7699966430664,88.05999755859375,77.14984130859375,6419300,100,69.0,,0.69,69.0,0.26000213623046875,0.0029498767645896873
35,2017-06-23,1,0.0026991041087426632,-0.10270103728047641,PG,89.02999877929688,89.80000305175781,88.9000015258789,89.41999816894531,78.34133911132812,8782100,88,69.0,,0.69,60.72,1.4000015258789062,0.01583712106010604
36,2017-07-10,4,0.003162496138399753,0.17168364427148908,PG,87.62999725341797,87.87000274658203,86.88999938964844,87.08999633789062,76.29999542236328,5356400,72,65.0,,0.65,46.8,-1.9300003051757812,-0.021492207567781363
37,2017-07-27,2,0.0028535681186283596,-0.09768486861385173,PG,90.29000091552734,90.75,89.0,90.68000030517578,80.0685043334961,11089200,65,65.0,,0.65,42.25,2.8799972534179688,0.0327756590804249
38,2017-08-17,11,0.004243744207599629,0.48717115946735956,PG,92.4000015258789,92.66999816894533,92.06999969482422,92.06999969482422,81.29585266113281,5711400,95,63.0,,0.63,59.85,1.9199981689453267,0.021157004616477515
