,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,FANG_unscaled,FANG_monthly,isPartial,scale,FANG,Stock_Price_Change,Stock_Price_Change_Percent
10,2016-11-02,4,0.024529411764705883,-0.22346368715083798,FANG,90.77999877929688,91.9000015258789,88.73999786376953,91.27999877929688,86.26193237304688,904800,63,38.0,,0.38,23.94,-2.3499984741210938,-0.024933670812955944
11,2016-11-09,1,0.01747058823529412,-0.28776978417266186,FANG,93.7300033569336,100.01000213623048,93.16999816894533,98.16000366210938,92.76372528076172,1984600,59,38.0,,0.38,22.42,8.110000610351577,0.08824810093248825
12,2016-11-11,2,0.019823529411764705,0.1346801346801345,FANG,96.41999816894533,98.25,94.4000015258789,95.48999786376952,90.2405014038086,732500,94,38.0,,0.38,35.72,-1.760002136230483,-0.01759826116024943
13,2016-11-14,2,0.019823529411764705,0.0,FANG,95.04000091552734,95.18000030517578,92.70999908447266,94.31999969482422,89.13481903076172,1124400,86,38.0,,0.38,32.68,-3.0699996948242188,-0.031246816232307517
14,2016-11-15,1,0.01747058823529412,-0.11869436201780403,FANG,95.6500015258789,98.29000091552734,95.6500015258789,96.66000366210938,91.34617614746094,1149500,79,38.0,,0.38,30.02,3.1100006103515625,0.03267493801617949
15,2016-11-17,1,0.01747058823529412,0.0,FANG,98.5500030517578,101.37000274658205,97.0999984741211,97.91999816894533,92.53692626953124,1827600,73,38.0,,0.38,27.74,3.0800018310547017,0.0313358612510517
16,2016-11-18,1,0.01747058823529412,0.0,FANG,98.19000244140624,99.55999755859376,96.9800033569336,97.0999984741211,91.7620086669922,941600,88,38.0,,0.38,33.44,-1.8100051879882812,-0.01785543197145978
17,2016-11-21,1,0.01747058823529412,0.0,FANG,98.4499969482422,101.11000061035156,98.4499969482422,100.45999908447266,94.93727111816406,1311900,81,38.0,,0.38,30.78,1.5500030517577983,0.015568532440406901
18,2016-12-02,1,0.01747058823529412,0.0,FANG,111.08999633789062,111.54000091552734,107.87999725341795,108.13999938964844,102.19508361816406,1861600,52,40.0,,0.4,20.8,10.430000305175781,0.10315498212061103
19,2016-12-21,1,0.01747058823529412,-0.2122015915119363,FANG,103.0,104.20999908447266,100.45999908447266,101.4499969482422,95.8728485107422,1422900,58,40.0,,0.4,23.200000000000003,-7.3300018310546875,-0.06571635082382621
20,2016-12-30,1,0.01747058823529412,0.0,FANG,101.91000366210938,102.41999816894533,100.62000274658205,101.05999755859376,95.5042724609375,783000,77,40.0,,0.4,30.8,-1.7900009155273295,-0.01717686336487112
21,2017-01-06,3,0.022176470588235294,0.26936026936026924,FANG,103.63999938964844,104.79000091552734,102.0500030517578,103.66000366210938,97.96137237548828,1012000,86,37.0,,0.37,31.82,2.370002746582017,0.023140038947009334
22,2017-01-09,1,0.01747058823529412,-0.2122015915119363,FANG,102.91000366210938,103.0,101.29000091552734,101.43000030517578,95.85395050048828,658600,58,37.0,,0.37,21.46,-1.7900009155273438,-0.017081791200386442
23,2017-01-10,2,0.019823529411764705,0.1346801346801345,FANG,101.94000244140624,103.12000274658205,101.5999984741211,102.70999908447266,97.06359100341795,984300,77,37.0,,0.37,28.49,0.12000274658204546,0.0011650752095344608
24,2017-01-12,1,0.01747058823529412,-0.11869436201780403,FANG,104.54000091552734,105.27999877929688,102.69000244140624,103.56999969482422,97.87630462646484,1218000,100,37.0,,0.37,37.0,2.1599960327148295,0.02094643110147154
25,2017-01-18,3,0.022176470588235294,0.26936026936026924,FANG,99.51000213623048,101.4800033569336,99.12999725341795,100.5199966430664,94.99398803710938,811400,76,37.0,,0.37,28.12,-3.7999954223632812,-0.03609418186192592
26,2017-01-19,1,0.01747058823529412,-0.2122015915119363,FANG,101.0,103.52999877929688,101.0,102.26000213623048,96.63834381103516,1098100,70,37.0,,0.37,25.9,2.0499954223632812,0.02020097905547824
27,2017-01-26,1,0.01747058823529412,0.0,FANG,105.91999816894533,108.5,105.91999816894533,106.6999969482422,100.83423614501952,1475900,65,37.0,,0.37,24.05,4.970001220703125,0.04800542141701425
28,2017-02-01,2,0.019823529411764705,0.0,FANG,106.06999969482422,106.88999938964844,103.25,105.76000213623048,99.94591522216795,1550700,82,35.0,False,0.35,28.7,-1.6100006103515625,-0.01483871530277936
29,2017-02-02,1,0.01747058823529412,-0.11869436201780403,FANG,105.55999755859376,105.88999938964844,102.66999816894533,104.62999725341795,98.87803649902344,1206800,72,35.0,,0.35,25.2,-1.0,-0.009355412159323562
30,2017-02-13,1,0.01747058823529412,0.0,FANG,104.75,104.94000244140624,102.5,104.3000030517578,98.5661849975586,1388500,69,35.0,,0.35,24.15,-0.9499969482422017,-0.008971545506827772
31,2017-02-22,3,0.022176470588235294,0.26936026936026924,FANG,106.04000091552734,106.63999938964844,101.6500015258789,102.02999877929688,96.42096710205078,2243200,74,35.0,,0.35,25.9,1.6999969482422017,0.016199703723005054
32,2017-03-03,6,0.02923529411764706,0.0,FANG,104.05999755859376,105.25,103.26000213623048,103.58000183105467,97.88577270507812,770200,68,37.0,,0.37,25.16,-1.3899993896484375,-0.01303450297828268
33,2017-03-29,17,0.05511764705882353,0.885311871227364,FANG,100.9800033569336,103.62999725341795,100.1999969482422,103.16000366210938,97.48885345458984,1848300,78,37.0,,0.37,28.86,-1.6200027465820455,-0.01539195008629024
34,2017-04-03,1,0.01747058823529412,-0.6830309498399145,FANG,103.5,104.5,102.18000030517578,104.08000183105467,98.35826110839844,956800,73,35.0,,0.35,25.55,0.8700027465820455,0.008395279066297112
35,2017-04-12,1,0.01747058823529412,0.0,FANG,106.11000061035156,107.9499969482422,105.43000030517578,106.31999969482422,100.47513580322266,1905600,73,35.0,,0.35,25.55,3.4499969482422017,0.033014324863561706
36,2017-04-17,1,0.01747058823529412,0.0,FANG,104.87000274658205,105.70999908447266,104.01000213623048,105.13999938964844,99.35999298095705,917300,81,35.0,,0.35,28.35,-2.2399978637695455,-0.020750328180588418
37,2017-04-18,6,0.02923529411764706,0.6734006734006732,FANG,104.18000030517578,105.87000274658205,102.70999908447266,103.16000366210938,97.48885345458984,970900,84,35.0,,0.35,29.4,0.1600036621093892,0.001513609530745752
38,2017-04-19,1,0.01747058823529412,-0.40241448692152915,FANG,103.18000030517578,103.3499984741211,99.8499984741211,100.5500030517578,95.0223388671875,1461900,78,35.0,,0.35,27.3,-2.5200042724609517,-0.02380281672886142
39,2017-05-01,3,0.022176470588235294,0.26936026936026924,FANG,99.87000274658205,100.33999633789062,98.7699966430664,98.95999908447266,93.51974487304688,1241000,74,35.0,False,0.35,25.9,-3.0100021362304688,-0.02912435588457385
40,2017-05-03,1,0.01747058823529412,-0.2122015915119363,FANG,99.0,102.87999725341795,98.5199966430664,100.27999877929688,94.76715850830078,2751300,77,35.0,,0.35,26.95,2.5400009155273295,0.02531394267719511
41,2017-05-08,7,0.031588235294117646,0.8080808080808077,FANG,99.38999938964844,101.0500030517578,98.5,100.62000274658205,95.08848571777344,1512700,67,35.0,,0.35,23.45,-1.8299942016601562,-0.017787657956020775
42,2017-05-09,2,0.019823529411764705,-0.37243947858473003,FANG,100.30999755859376,100.87000274658205,99.26000213623048,99.62000274658205,94.1434555053711,1043600,67,35.0,,0.35,23.45,-0.18000030517575283,-0.0017812993541777011
43,2017-05-10,16,0.05276470588235294,1.6617210682492582,FANG,100.51000213623048,103.0,100.36000061035156,102.37999725341795,96.7517318725586,1471700,59,35.0,,0.35,20.65,2.1299972534179545,0.021116260487958893
44,2017-05-17,1,0.01747058823529412,-0.6688963210702341,FANG,102.8000030517578,104.4800033569336,101.73999786376952,101.79000091552734,96.19416809082033,1137500,76,35.0,,0.35,26.6,1.4800033569335938,0.014368964630423253
45,2017-05-26,1,0.01747058823529412,-0.6534422403733955,FANG,99.56999969482422,99.93000030517578,97.80999755859376,98.41000366210938,92.99996948242188,1363400,80,35.0,,0.35,28.0,-4.5500030517578125,-0.043549032403968235
46,2017-05-31,2,0.019823529411764705,0.1346801346801345,FANG,92.81999969482422,93.91000366210938,91.1999969482422,92.76000213623048,87.66056823730469,2544700,83,35.0,,0.35,29.05,-6.019996643066406,-0.0602421357418389
47,2017-06-02,15,0.05041176470588235,1.543026706231454,FANG,93.66000366210938,94.04000091552734,91.4800033569336,91.83999633789062,86.79115295410156,1481700,83,37.0,,0.37,30.71,0.12999725341796875,0.0013842748200256771
48,2017-06-06,1,0.01747058823529412,-0.3501094091903719,FANG,90.25,93.11000061035156,89.94999694824219,92.76000213623048,87.66056823730469,1422400,92,37.0,,0.37,34.04,-0.9300003051757812,-0.00988941191112036
49,2017-06-09,1,0.01747058823529412,0.0,FANG,88.06999969482422,90.37000274658205,87.58999633789062,90.1500015258789,85.19406127929688,1430900,94,37.0,,0.37,34.78,-2.739997863769517,-0.029427535665431992
50,2017-06-12,1,0.01747058823529412,-0.28776978417266186,FANG,90.56999969482422,91.6999969482422,89.87999725341797,90.66000366210938,85.67603302001953,2319100,100,37.0,,0.37,37.0,1.3299942016601562,0.014717208821933614
51,2017-06-16,2,0.019823529411764705,0.1346801346801345,FANG,86.44999694824219,86.87999725341797,83.91000366210938,84.87000274658203,80.20433807373047,2396000,78,37.0,,0.37,28.86,-4.819999694824233,-0.05256270289239773
52,2017-06-19,5,0.026882352941176472,0.5387205387205387,FANG,85.3499984741211,86.29000091552734,84.47000122070312,85.88999938964844,81.16826629638672,1056100,69,37.0,,0.37,25.53,-0.589996337890625,-0.006790934122266168
53,2017-06-20,3,0.022176470588235294,-0.17505470459518602,FANG,84.29000091552734,87.68000030517578,83.22000122070312,87.04000091552734,82.25504302978516,2091200,69,37.0,,0.37,25.53,1.3899993896484375,0.01610846418936962
54,2017-06-21,2,0.019823529411764705,-0.1061007957559682,FANG,86.69000244140625,88.94999694824219,85.63999938964844,86.75,81.9809799194336,2075300,67,37.0,,0.37,24.79,1.2699966430664062,0.014484450714485675
55,2017-06-22,1,0.01747058823529412,-0.11869436201780403,FANG,86.88999938964844,88.18000030517578,85.9000015258789,85.9800033569336,81.25330352783203,1206500,81,37.0,,0.37,29.97,-0.7699966430664062,-0.008656511180258342
56,2017-06-23,3,0.022176470588235294,0.26936026936026924,FANG,86.02999877929688,88.61000061035156,85.80999755859375,88.4000015258789,83.54026794433594,2375000,86,37.0,,0.37,31.82,0.43000030517578125,0.0048763926478523345
57,2017-06-27,1,0.01747058823529412,-0.2122015915119363,FANG,87.58000183105469,88.66999816894531,86.55999755859375,87.98999786376953,83.15282440185547,1269000,86,37.0,,0.37,31.82,0.05999755859375,0.0006770969211205013
58,2017-06-28,35,0.09747058823529411,4.579124579124579,FANG,88.26000213623047,89.5199966430664,86.54000091552734,86.5999984741211,81.83921813964844,1245200,81,37.0,,0.37,29.97,0.8499984741210938,0.00958608877493794
59,2017-06-29,1,0.01747058823529412,-0.8207604103802052,FANG,87.20999908447266,88.48999786376953,86.70999908447266,87.29000091552734,82.49128723144531,1526000,88,37.0,,0.37,32.56,-1.029998779296875,-0.011505795553184428
60,2017-06-30,1,0.01747058823529412,0.0,FANG,87.43000030517578,89.23999786376953,86.81999969482422,88.80999755859375,83.927734375,1612700,70,37.0,,0.37,25.9,0.75,0.008475534163246534
61,2017-07-06,2,0.019823529411764705,-0.32193158953722345,FANG,89.19999694824219,89.86000061035156,85.79000091552734,85.95999908447266,81.23440551757812,1536100,73,36.0,,0.36,26.28,0.6200027465820312,0.006947588093048962
62,2017-07-07,2,0.019823529411764705,0.0,FANG,85.38999938964844,86.30999755859375,82.7699966430664,86.08999633789062,81.35726928710938,1441700,91,36.0,,0.36,32.76,-3.5500030517578125,-0.039505931756569135
63,2017-07-12,2,0.019823529411764705,0.0,FANG,89.58999633789062,90.6999969482422,87.80000305175781,88.11000061035156,83.26620483398438,982900,66,36.0,,0.36,23.76,4.389999389648452,0.05086316201860841
64,2017-07-13,2,0.019823529411764705,0.0,FANG,88.12000274658203,89.61000061035156,87.68000030517578,89.41999816894531,84.50419616699219,811700,75,36.0,,0.36,27.0,-1.0899963378906392,-0.012017600601603617
65,2017-07-14,10,0.03864705882352941,0.9495548961424332,FANG,89.4800033569336,90.6500015258789,89.45999908447266,90.4800033569336,85.50592041015625,890500,78,36.0,,0.36,28.08,1.0400009155273438,0.011605857699405142
66,2017-07-17,1,0.01747058823529412,-0.44692737430167595,FANG,90.25,91.11000061035156,89.9800033569336,90.47000122070312,85.49647521972656,1115400,63,36.0,,0.36,22.68,0.45999908447265625,0.005074452032318266
67,2017-07-18,30,0.08570588235294117,3.905723905723905,FANG,91.97000122070312,91.97000122070312,89.43000030517578,90.41000366210938,85.43977355957031,1241100,100,36.0,,0.36,36.0,0.8600006103515625,0.009439146137530052
68,2017-07-19,5,0.026882352941176472,-0.6863417982155113,FANG,90.9000015258789,93.9800033569336,90.44000244140624,93.93000030517578,88.76626586914062,1279300,86,36.0,,0.36,30.96,2.0100021362304688,0.021854975639360896
69,2017-07-20,3,0.022176470588235294,-0.17505470459518602,FANG,94.4000015258789,95.55999755859376,92.08000183105467,92.37999725341795,87.30146789550781,1373800,72,36.0,,0.36,25.92,1.5799942016601705,0.01681202538011628
70,2017-07-21,7,0.031588235294117646,0.4244031830238726,FANG,92.4800033569336,92.79000091552734,91.29000091552734,91.98999786376952,86.93290710449219,1219800,86,36.0,,0.36,30.96,-2.7699966430664205,-0.028986989470860536
71,2017-07-27,11,0.041,-0.34058656575212864,FANG,96.41999816894533,97.12999725341795,95.58000183105467,96.56999969482422,91.26113891601562,1019800,76,36.0,,0.36,27.36,4.339996337890611,0.046772241567726525
72,2017-07-31,1,0.01747058823529412,-0.5738880918220947,FANG,96.51000213623048,96.70999908447266,94.61000061035156,95.87999725341795,90.60905456542967,1114900,75,36.0,,0.36,27.0,-0.4199981689452983,-0.004324082990031397
73,2017-08-02,3,0.022176470588235294,0.26936026936026924,FANG,97.98999786376952,97.98999786376952,91.86000061035156,95.83999633789062,90.5712432861328,3738500,93,35.0,,0.35,32.55,1.2799987792968608,0.013235433682289965
74,2017-08-03,95,0.2386470588235294,9.76127320954907,FANG,96.31999969482422,96.79000091552734,89.44000244140625,89.69000244140625,84.75936126708984,2890400,76,35.0,,0.35,26.6,-1.1999969482421733,-0.01224611668948572
75,2017-08-04,4,0.024529411764705883,-0.8972146906581218,FANG,90.4800033569336,95.75,89.86000061035156,95.20999908447266,89.97589874267578,2052600,90,35.0,,0.35,31.5,-1.0400009155273438,-0.010744921021697218
76,2017-08-07,2,0.019823529411764705,0.0,FANG,94.9800033569336,96.12999725341795,92.7699966430664,96.04000091552734,90.76026916503906,1436400,90,35.0,,0.35,31.5,0.37999725341795454,0.003968639722380818
77,2017-08-11,1,0.01747058823529412,-0.11869436201780403,FANG,92.0199966430664,93.9000015258789,91.94000244140624,92.87000274658205,87.7645492553711,1182600,78,35.0,,0.35,27.3,-2.2299957275390483,-0.023197709260932675
78,2017-08-14,2,0.019823529411764705,-0.1061007957559682,FANG,92.86000061035156,93.44000244140624,89.76000213623047,90.75,85.76107025146484,1612500,89,35.0,,0.35,31.15,-0.45999908447267046,-0.004898818711370212
79,2017-08-15,9,0.036294117647058824,0.8308605341246291,FANG,90.58000183105467,90.6500015258789,87.63999938964844,88.0199966430664,83.18114471435547,2985700,89,35.0,,0.35,31.15,-2.7900009155273295,-0.029858741894584928
80,2017-08-18,1,0.01747058823529412,-0.5186385737439221,FANG,86.45999908447266,88.36000061035156,85.7300033569336,87.26000213623047,82.46293640136719,1345700,81,35.0,,0.35,28.35,-2.2900009155273438,-0.02526200636492648
81,2017-09-08,1,0.01747058823529412,0.0,FANG,91.0500030517578,91.0500030517578,87.83999633789062,88.9000015258789,84.01277160644531,1123500,38,38.0,,0.38,14.44,2.690002441406236,0.030443667075881642
82,2017-09-13,1,0.01747058823529412,0.0,FANG,90.87999725341795,94.0,90.87999725341795,93.48999786376952,88.3504409790039,1131400,40,38.0,,0.38,15.2,2.9499969482422017,0.03239974573713367
83,2017-09-20,3,0.022176470588235294,0.11869436201780426,FANG,94.73999786376952,97.62999725341795,94.3499984741211,97.31999969482422,91.96989440917967,1396800,40,38.0,,0.38,15.2,3.6299972534179545,0.0386169920576378
84,2017-09-25,-2,0.010411764705882353,-0.5305039787798409,FANG,96.4000015258789,97.4499969482422,96.16000366210938,96.77999877929688,91.45958709716795,1406900,35,38.0,,0.38,13.3,-0.18000030517575283,-0.001843698763081214
85,2017-09-27,1,0.01747058823529412,0.6779661016949154,FANG,96.77999877929688,97.5199966430664,96.08000183105467,96.87999725341795,91.55408477783205,1230700,33,38.0,,0.38,12.54,0.06999969482420454,0.0007183139765656321
86,2017-09-29,3,0.022176470588235294,0.26936026936026924,FANG,96.7699966430664,98.33000183105467,96.45999908447266,97.95999908447266,92.57471466064452,1443400,35,38.0,,0.38,13.3,0.810005187988267,0.008306042000318925
87,2017-10-02,7,0.031588235294117646,0.4244031830238726,FANG,96.9800033569336,100.3499984741211,95.69000244140624,100.0,94.50257873535156,1429900,56,36.0,,0.36,20.16,2.0199966430664205,0.020543034734577414
88,2017-10-09,1,0.01747058823529412,-0.44692737430167595,FANG,99.68000030517578,99.98999786376952,98.87000274658205,99.94000244140624,94.44586181640624,486500,75,36.0,,0.36,27.0,-0.3600006103515767,-0.003587450082965571
89,2017-10-10,1,0.01747058823529412,0.0,FANG,101.0,101.63999938964844,100.5199966430664,100.76000213623048,95.22077941894533,529600,72,36.0,,0.36,25.92,1.6500015258789205,0.016501665777880703
90,2017-10-12,50,0.13276470588235295,6.599326599326599,FANG,100.93000030517578,101.73999786376952,99.61000061035156,101.12000274658205,95.56100463867188,934800,60,36.0,,0.36,21.6,0.09999847412107954,0.000983849613553467
91,2017-10-13,6,0.02923529411764706,-0.7797961896322552,FANG,101.98999786376952,102.48999786376952,100.94000244140624,101.37000274658205,95.7972640991211,834600,67,36.0,,0.36,24.12,0.75,0.007371732020323485
92,2017-10-20,2,0.019823529411764705,-0.32193158953722345,FANG,101.5999984741211,102.70999908447266,101.16000366210938,102.52999877929688,96.89347839355467,577100,94,36.0,,0.36,33.84,0.2200012207031392,0.002146562838215349
93,2017-10-23,37,0.1021764705882353,1.1260709914320688,FANG,102.56999969482422,102.75,100.18000030517578,100.3499984741211,94.83332061767578,646100,72,36.0,,0.36,25.92,0.04000091552734375,0.00038945493022968236
94,2017-10-26,66,0.17041176470588235,0.6678180771445019,FANG,101.0,101.97000122070312,99.63999938964844,100.87999725341795,95.33419036865234,764100,92,36.0,,0.36,33.12,-0.779998779296875,-0.00759122899559006
95,2017-10-27,17,0.05511764705882353,-0.6765619606489472,FANG,100.62000274658205,105.02999877929688,100.5,104.56999969482422,98.8213348388672,1115400,84,36.0,,0.36,30.24,3.05999755859375,0.030008801823692366
96,2017-10-31,2,0.019823529411764705,-0.1061007957559682,FANG,106.02999877929688,107.55999755859376,105.55999755859376,107.16000366210938,101.26895904541016,1041000,100,36.0,,0.36,36.0,2.529998779296889,0.024088344365434722
97,2017-11-01,17,0.05511764705882353,1.7804154302670625,FANG,108.2300033569336,111.70999908447266,108.13999938964844,109.77999877929688,103.74492645263672,1350900,90,36.0,False,0.36,32.4,4.150001525878892,0.03858313146221626
98,2017-11-02,46,0.1233529411764706,1.2379935965848454,FANG,109.37000274658205,109.94000244140624,108.3499984741211,108.97000122070312,102.97946166992188,617400,74,36.0,,0.36,26.64,-1.7699966430664205,-0.01584456769825937
99,2017-11-07,9,0.036294117647058824,-0.7057701478302336,FANG,114.81999969482422,114.93000030517578,111.1500015258789,111.8000030517578,105.65387725830078,2018200,95,36.0,,0.36,34.2,4.9899978637695455,0.04538837323047207
100,2017-11-08,1,0.01747058823529412,-0.5186385737439221,FANG,111.26000213623048,111.27999877929688,107.9000015258789,110.04000091552734,103.9906234741211,2246300,89,36.0,,0.36,32.04,-3.6500015258789062,-0.03175847486458705
101,2017-11-10,2,0.019823529411764705,0.1346801346801345,FANG,110.48999786376952,112.56999969482422,110.48999786376952,111.86000061035156,105.71057891845705,1001800,64,36.0,,0.36,23.04,1.2900009155273438,0.011592387937438886
102,2017-11-14,7,0.031588235294117646,0.5934718100890208,FANG,110.11000061035156,110.88999938964844,108.11000061035156,108.2699966430664,102.3179168701172,1149600,83,36.0,,0.36,29.88,-1.6800003051757812,-0.014924050010928669
103,2017-11-15,3,0.022176470588235294,-0.297951582867784,FANG,107.0199966430664,107.51000213623048,105.79000091552734,106.62000274658205,100.75865173339844,1501200,76,36.0,,0.36,27.36,-3.3799972534179545,-0.03048063190568906
104,2017-11-21,2,0.019823529411764705,-0.1061007957559682,FANG,108.83000183105467,109.52999877929688,108.0,109.1500015258789,103.14954376220705,1076600,82,36.0,,0.36,29.52,2.019996643066392,0.01878891826740703
105,2017-11-24,1,0.01747058823529412,-0.11869436201780403,FANG,109.87000274658205,110.91000366210938,109.62000274658205,110.3000030517578,104.23633575439452,262100,86,36.0,,0.36,30.96,1.3800048828125,0.012599332586437972
106,2017-11-28,5,0.026882352941176472,0.5387205387205387,FANG,107.43000030517578,108.47000122070312,106.91000366210938,108.2300033569336,102.2801284790039,567900,74,36.0,,0.36,26.64,-2.44000244140625,-0.021999840959700867
107,2017-11-29,1,0.01747058823529412,-0.3501094091903719,FANG,108.48999786376952,109.4000015258789,107.0199966430664,108.1500015258789,102.20452117919922,528100,86,36.0,,0.36,30.96,0.9300003051757812,0.008573801924123936
108,2017-11-30,3,0.022176470588235294,0.26936026936026924,FANG,108.75,111.30999755859376,108.1500015258789,109.30999755859376,103.30074310302734,905700,91,36.0,,0.36,32.76,1.909996032714858,0.017458830037246686
109,2017-12-04,1,0.01747058823529412,0.0,FANG,111.26000213623048,112.0999984741211,108.8499984741211,109.0199966430664,103.02668762207033,643000,83,35.0,,0.35,29.05,0.7900009155273295,0.0070973042211368575
110,2017-12-05,8,0.03394117647058824,0.9427609427609427,FANG,108.37999725341795,110.25,108.08999633789062,109.05999755859376,103.06450653076172,670500,85,35.0,,0.35,29.75,-1.8499984741210938,-0.016503108825181467
111,2017-12-12,1,0.01747058823529412,-0.28776978417266186,FANG,111.5500030517578,112.25,110.5999984741211,111.52999877929688,105.3987274169922,604800,80,35.0,,0.35,28.0,2.0,0.018140589569161092
112,2017-12-14,5,0.026882352941176472,0.5387205387205387,FANG,111.19000244140624,112.5999984741211,110.66000366210938,111.02999877929688,104.92620849609376,827200,77,35.0,,0.35,26.95,0.34999847412109375,0.0031180264955108505
113,2017-12-20,1,0.01747058823529412,-0.3501094091903719,FANG,112.76000213623048,117.77999877929688,111.95999908447266,117.23999786376952,110.7947998046875,2130700,90,35.0,,0.35,31.5,5.180000305175781,0.046003555731542134
114,2017-12-21,1,0.01747058823529412,0.0,FANG,118.01000213623048,123.5500030517578,117.25,123.0999984741211,116.33264923095705,2644100,99,35.0,,0.35,34.65,5.770004272460923,0.048989678487542765
115,2017-12-22,14,0.048058823529411765,1.7508417508417504,FANG,123.4800033569336,125.5,123.12999725341795,124.37000274658205,117.53284454345705,1517500,78,35.0,,0.35,27.3,1.9499969482422017,0.015783058681312356
116,2017-12-28,3,0.022176470588235294,-0.5385556915544676,FANG,124.37999725341795,126.0199966430664,123.3499984741211,125.5199966430664,118.6196060180664,1090300,83,35.0,,0.35,29.05,0.5199966430664062,0.004143399546345794
117,2018-01-03,4,0.024529411764705883,0.10610079575596809,FANG,127.6999969482422,129.74000549316406,127.4800033569336,129.1699981689453,122.0689697265625,1609900,96,39.0,,0.39,37.44,3.7200088500976562,0.029519194962637885
118,2018-01-11,1,0.01747058823529412,-0.28776978417266186,FANG,127.30999755859376,131.86000061035156,126.5500030517578,129.89999389648438,122.75881958007812,1493300,85,39.0,,0.39,33.15,2.1199951171875,0.01634033472658669
119,2018-01-16,14,0.048058823529411765,1.7508417508417504,FANG,130.47999572753906,130.8699951171875,127.86000061035156,128.02000427246094,120.98218536376952,1002100,55,39.0,,0.39,21.45,-0.9900054931640625,-0.0075080046153612745
120,2018-01-23,2,0.019823529411764705,-0.6067677946324388,FANG,132.57000732421875,133.89999389648438,130.6699981689453,132.30999755859375,125.0363540649414,1152400,85,39.0,,0.39,33.15,3.029998779296875,0.023152738537077777
121,2018-01-24,12,0.04335294117647059,1.1869436201780417,FANG,132.94000244140625,134.52000427246094,130.22999572753906,130.36000061035156,123.19354248046876,1542400,91,39.0,,0.39,35.49,0.6200103759765625,0.004630398836730887
122,2018-01-25,1,0.01747058823529412,-0.5970149253731343,FANG,131.35000610351562,131.50999450683594,126.7699966430664,126.8499984741211,119.87650299072266,1311100,79,39.0,,0.39,30.81,-3.010009765625,-0.02237592677687128
123,2018-01-26,2,0.019823529411764705,0.1346801346801345,FANG,127.79000091552734,130.1999969482422,126.8499984741211,130.08999633789062,122.93836975097656,664400,86,39.0,,0.39,33.54,-1.30999755859375,-0.009961201530775288
124,2018-01-30,1,0.01747058823529412,-0.28776978417266186,FANG,127.9800033569336,127.9800033569336,124.5999984741211,126.2699966430664,119.328369140625,1514800,77,39.0,,0.39,30.03,-2.2199935913085938,-0.017050642421989393
125,2018-01-31,1,0.01747058823529412,0.0,FANG,126.33999633789062,127.23999786376952,125.16000366210938,125.5,118.60072326660156,1247700,82,39.0,,0.39,31.98,-0.7400054931640767,-0.005782196231861492
126,2018-02-01,6,0.02923529411764706,0.6734006734006732,FANG,125.56999969482422,127.69000244140624,125.16000366210938,126.63999938964844,119.67803955078124,969000,87,39.0,False,0.39,33.93,0.45000457763671875,0.0035366597390116272
