,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,IBM_unscaled,IBM_monthly,isPartial,scale,IBM,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-16,7,0.07439449541284404,0.03181066293421564,IBM,141.1567840576172,143.3938751220703,140.95602416992188,142.88719177246094,109.10299682617188,3210279,95,92.0,,0.92,87.4,,
1,2016-05-17,3,0.07133639143730887,-0.04110658938627865,IBM,142.64817810058594,142.92543029785156,140.8126220703125,141.49139404296875,108.0372314453125,3651168,98,92.0,,0.92,90.16,-0.46844482421875,-0.003266839841101765
2,2016-05-19,1,0.06980733944954129,-0.021434389334247794,IBM,140.03823852539062,140.46844482421875,137.62905883789062,138.55641174316406,105.79618072509766,3855138,88,92.0,,0.92,80.96000000000001,-2.4569854736328125,-0.017190680962181015
3,2016-06-09,4,0.07210091743119267,0.021666594444685217,IBM,146.1950225830078,146.9980926513672,146.0133819580078,146.67303466796875,111.9936981201172,2114803,89,91.0,,0.91,80.99000000000001,6.5296478271484375,0.0464848018736137
4,2016-06-14,1,0.06980733944954129,0.0,IBM,144.6271514892578,145.11471557617188,143.78585815429688,144.4168243408203,110.27095794677734,2997627,91,91.0,,0.91,82.81,-1.8833770751953125,-0.012812255187977795
5,2016-06-17,2,0.07057186544342507,0.010951942874665832,IBM,144.32122802734375,146.0038299560547,143.97705078125,145.30592346191406,110.94985961914062,4878439,77,91.0,,0.91,70.07000000000001,0.8891143798828125,0.006126976002072793
6,2016-06-21,6,0.07362996941896024,0.04333318888937043,IBM,147.3804931640625,147.7724609375,146.93116760253906,147.27532958984375,112.4535903930664,2887274,95,91.0,,0.91,86.45,1.7686309814453125,0.012113593061070071
7,2016-06-23,3,0.07133639143730887,-0.031150060223449794,IBM,146.70172119140625,148.64244079589844,145.88909912109375,148.51815795898438,113.402587890625,4151992,88,91.0,,0.91,80.08,0.8699798583984375,0.0058872935652496405
8,2016-06-24,1,0.06980733944954129,-0.021434389334247794,IBM,143.374755859375,143.9866180419922,139.75143432617188,140.14340209960938,107.00797271728516,9500609,95,91.0,,0.91,86.45,-4.65582275390625,-0.03132229751460536
9,2016-07-13,5,0.07286544342507645,0.04380777149866377,IBM,150.8126220703125,151.37667846679688,150.15296936035156,151.07073974609375,115.35163879394533,2872734,83,84.0,,0.84,69.72,7.3900604248046875,0.051324633672897635
10,2016-07-18,1,0.06980733944954129,-0.010833297222342497,IBM,152.29444885253906,153.68069458007812,151.74952697753906,152.829833984375,116.69481658935548,7039266,96,84.0,,0.84,80.64,2.30401611328125,0.01522041662307072
