,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,CVS_unscaled,CVS_monthly,isPartial,scale,CVS,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-20,1,0.020267822736030828,-0.15975716910296356,CVS,101.36000061035156,101.36000061035156,99.08000183105467,99.45999908447266,84.8952865600586,10525500,88,34.0,,0.34,29.92,,
1,2016-05-24,1,0.020267822736030828,0.0,CVS,98.58999633789062,98.83999633789062,97.12999725341795,97.37999725341795,83.11986541748047,9327400,89,34.0,,0.34,30.26,-2.5200042724609375,-0.02486192045468061
2,2016-05-25,0,0.018341040462427745,-0.09506607091928887,CVS,97.61000061035156,98.2300033569336,97.3499984741211,97.5500030517578,83.26498413085938,7121400,91,34.0,,0.34,30.94,-0.6099929809570312,-0.006171519663676794
3,2016-06-01,3,0.024121387283236994,-0.2421454083176947,CVS,96.45999908447266,96.70999908447266,95.80999755859376,96.58000183105467,82.43702697753906,5137900,93,34.0,False,0.34,31.62,-1.5200042724609375,-0.015473930779965173
4,2016-06-10,1,0.020267822736030828,-0.15975716910296356,CVS,96.26000213623048,97.69000244140624,96.05999755859376,96.66999816894533,82.51383972167969,6877300,91,34.0,,0.34,30.94,0.9800033569335795,0.01013342328829503
5,2016-06-14,1,0.020267822736030828,0.0,CVS,95.70999908447266,96.70999908447266,95.43000030517578,96.38999938964844,82.27484130859375,4556200,90,34.0,,0.34,30.6,-0.9800033569335795,-0.010031767145480153
6,2016-07-26,1,0.020267822736030828,0.0,CVS,94.1999969482422,94.4499969482422,93.38999938964844,93.8499984741211,80.45980072021484,4901200,88,34.0,,0.34,29.92,-2.2600021362304545,-0.023368856970585106
7,2016-07-27,1,0.020267822736030828,0.0,CVS,93.87999725341795,94.0,92.6999969482422,92.7300033569336,79.4996109008789,4633900,87,34.0,,0.34,29.58,-0.4499969482422017,-0.0047643934651347974
8,2016-07-29,3,0.024121387283236994,0.19013214183857774,CVS,93.4499969482422,93.5500030517578,92.36000061035156,92.72000122070312,79.49105834960938,6120600,86,34.0,,0.34,29.24,-0.4499969482422017,-0.0047872015770447085
9,2016-08-01,1,0.020267822736030828,-0.15975716910296356,CVS,92.58000183105467,94.0500030517578,92.2699966430664,93.48999786376952,80.15116119384766,6605000,94,34.0,False,0.34,31.96,0.5,0.005344735261241684
10,2016-08-02,2,0.02219460500963391,0.09506607091928898,CVS,95.75,98.66000366210938,95.62000274658205,98.05999755859376,84.06913757324219,12545900,91,34.0,,0.34,30.94,4.610000610351577,0.04901648549457871
11,2016-09-20,1,0.020267822736030828,0.0,CVS,89.5,90.29000091552734,89.5,89.98999786376953,77.15052795410156,5465100,94,33.0,,0.33,31.020000000000003,-8.370002746582031,-0.08483683798804231
12,2016-10-04,1,0.020267822736030828,0.0,CVS,87.19000244140625,87.41000366210938,86.0199966430664,86.22000122070312,73.91841888427734,6820000,83,33.0,,0.33,27.39,-2.8799972534179688,-0.03189718932567531
13,2016-10-10,1,0.020267822736030828,0.0,CVS,86.8499984741211,87.08000183105469,86.41000366210938,86.83000183105469,74.44139862060547,5342100,83,33.0,,0.33,27.39,-0.3300018310546875,-0.0037753325389430215
14,2016-10-24,6,0.029901734104046243,0.4753303545964447,CVS,87.63999938964844,88.58000183105469,87.63999938964844,88.0,75.81742095947266,4541900,100,33.0,,0.33,33.0,1.5,0.017225539371372278
15,2016-10-31,4,0.026048169556840077,-0.12887428313680005,CVS,83.37999725341797,84.5199966430664,83.0999984741211,84.0999984741211,72.45731353759766,7425600,85,33.0,,0.33,28.05,-4.060005187988281,-0.04583433172344897
16,2016-11-07,2,0.02219460500963391,0.21010610358230908,CVS,83.37000274658203,83.83999633789062,82.66999816894531,83.38999938964844,71.8456039428711,8457000,71,32.0,,0.32,22.72,-0.6800003051757812,-0.008045436963840302
17,2016-11-08,1,0.020267822736030828,-0.08681309141418525,CVS,69.69999694824219,74.98999786376953,69.30000305175781,73.52999877929688,63.35061264038086,50234400,71,32.0,,0.32,22.72,-8.849998474121094,-0.10555819251773302
18,2016-11-23,1,0.020267822736030828,0.0,CVS,73.37999725341797,74.02999877929688,72.86000061035156,73.66999816894531,63.47123718261719,6572900,84,32.0,,0.32,26.88,-0.9599990844726562,-0.012801695050273731
19,2016-12-08,5,0.02797495183044316,0.3802642836771557,CVS,80.52999877929688,80.55999755859375,77.38999938964844,78.11000061035156,67.29656219482422,16110200,31,37.0,,0.37,11.47,6.529998779296875,0.08820746841783067
20,2016-12-15,1,0.020267822736030828,-0.27550106756663684,CVS,78.0,79.23999786376953,76.11000061035156,78.29000091552734,67.4516372680664,10621500,33,37.0,,0.37,12.21,-1.3199996948242188,-0.016385299588224767
21,2016-12-20,3,0.024121387283236994,0.19013214183857774,CVS,79.9800033569336,81.23999786376953,79.66999816894531,79.83999633789062,68.78707122802734,6109100,38,37.0,,0.37,14.06,2.0,0.0252397785703935
22,2017-01-12,1,0.020267822736030828,-0.15975716910296356,CVS,82.91999816894531,83.20999908447266,82.37999725341797,82.5999984741211,71.16497802734375,5774300,88,33.0,,0.33,29.040000000000003,1.970001220703125,0.024249154019016617
23,2017-01-13,1,0.020267822736030828,0.0,CVS,82.69999694824219,82.91000366210938,81.75,81.9800033569336,70.63081359863281,4809200,90,33.0,,0.33,29.700000000000003,-0.29999542236328125,-0.0036052809237353545
24,2017-01-20,1,0.020267822736030828,0.0,CVS,83.29000091552734,83.43000030517578,81.30999755859375,81.55999755859375,70.69378662109375,8004100,83,33.0,,0.33,27.39,0.5199966430664062,0.006271820288244134
25,2017-01-23,1,0.020267822736030828,0.0,CVS,81.5,81.93000030517578,81.0199966430664,81.25,70.42510223388672,6305900,86,33.0,,0.33,28.380000000000003,-1.5,-0.017979144126971103
26,2017-01-24,12,0.04146242774566474,1.0457267801121781,CVS,81.3499984741211,82.1500015258789,81.12000274658203,81.77999877929688,70.88449096679688,4743700,84,33.0,,0.33,27.72,0.220001220703125,0.0026852339788070445
27,2017-01-27,3,0.024121387283236994,-0.4182350480970306,CVS,79.83000183105469,79.88999938964844,77.02999877929688,77.75,67.39140319824219,10924400,85,33.0,,0.33,28.05,-2.2600021362304688,-0.027510676740748696
28,2017-02-13,1,0.020267822736030828,0.0,CVS,78.9800033569336,79.2300033569336,78.3499984741211,78.69999694824219,68.21481323242188,5645800,96,32.0,,0.32,30.72,-0.6599960327148438,-0.00826130977290207
29,2017-02-24,1,0.020267822736030828,0.0,CVS,80.83000183105469,81.75,80.63999938964844,81.4800033569336,70.62445831298828,5189200,90,32.0,,0.32,28.8,2.5199966430664062,0.031806090323052816
30,2017-03-17,1,0.020267822736030828,-0.08681309141418525,CVS,79.62999725341797,79.6500015258789,78.58000183105469,78.87999725341797,68.370849609375,19734800,91,32.0,,0.32,29.12,-2.0999984741210938,-0.025688054729310017
31,2017-03-20,14,0.04531599229287091,1.235858921950756,CVS,78.87000274658203,79.11000061035156,78.55000305175781,78.81999969482422,68.31884765625,5075800,98,32.0,,0.32,31.36,-0.5400009155273438,-0.006779672381448609
32,2017-03-21,3,0.024121387283236994,-0.4677069603299461,CVS,78.88999938964844,79.01000213623047,78.27999877929688,78.61000061035156,68.13683319091797,6201300,92,32.0,,0.32,29.44,-0.09999847412109375,-0.001264043399691328
33,2017-04-03,0,0.018341040462427745,-0.09506607091928887,CVS,78.37999725341797,78.55000305175781,77.72000122070312,78.05000305175781,67.65143585205078,7374100,90,32.0,,0.32,28.8,-0.45999908447265625,-0.005822036097145267
34,2017-04-05,2,0.02219460500963391,0.21010610358230908,CVS,77.81999969482422,77.87000274658203,76.75,77.02999877929688,66.767333984375,13351900,72,32.0,,0.32,23.04,-0.6800003051757812,-0.008656909977810212
35,2017-04-19,1,0.020267822736030828,-0.08681309141418525,CVS,78.05999755859375,78.08999633789062,77.58999633789062,77.83000183105469,67.89457702636719,4575600,72,32.0,,0.32,23.04,0.21999359130859375,0.0028251391235278867
36,2017-04-20,1,0.020267822736030828,0.0,CVS,77.8499984741211,79.54000091552734,77.79000091552734,79.43000030517578,69.29031372070312,6715400,72,32.0,,0.32,23.04,1.4500045776367188,0.018568378097530314
37,2017-05-11,2,0.02219460500963391,0.09506607091928898,CVS,80.83999633789062,82.45999908447266,80.62999725341797,82.27999877929688,71.77651977539062,6496000,86,33.0,,0.33,28.380000000000003,2.9199981689453125,0.03671106531726598
38,2017-05-12,1,0.020267822736030828,-0.08681309141418525,CVS,82.0999984741211,82.4000015258789,80.18000030517578,80.20999908447266,69.97073364257812,9046600,87,33.0,,0.33,28.71,-0.05999755859375,-0.000727595916321655
39,2017-05-16,2,0.02219460500963391,0.09506607091928898,CVS,80.55000305175781,80.68000030517578,78.94999694824219,79.12000274658203,69.01988220214844,5252200,87,33.0,,0.33,28.71,-1.720001220703125,-0.02087380083558532
40,2017-05-17,1,0.020267822736030828,-0.08681309141418525,CVS,77.0199966430664,77.62999725341797,76.20999908447266,76.33000183105469,66.58604431152344,13272700,86,33.0,,0.33,28.380000000000003,-3.0500030517578125,-0.03780370649753395
41,2017-05-18,20,0.056876685934489406,1.8062553474664895,CVS,76.41000366210938,77.47000122070312,76.29000091552734,76.62000274658203,66.83904266357422,7530500,88,33.0,,0.33,29.040000000000003,-0.15999603271484375,-0.0020610078368616946
42,2017-05-26,1,0.020267822736030828,-0.6436532402859176,CVS,76.0,76.6500015258789,75.94000244140625,76.63999938964844,66.85647583007812,3613000,93,33.0,,0.33,30.69,-0.8199996948242188,-0.010584738374898595
43,2017-06-09,1,0.020267822736030828,-0.487353184853063,CVS,78.61000061035156,79.73999786376953,78.16999816894531,79.70999908447266,69.53458404541016,5652600,94,35.0,,0.35,32.9,3.089996337890625,0.04031306296644188
44,2017-06-13,11,0.039535645472061655,0.32218570784200007,CVS,79.63999938964844,79.98999786376953,78.98999786376953,79.8499984741211,69.65670776367188,5044300,92,35.0,,0.35,32.2,0.25,0.0031351894494291432
45,2017-06-14,49,0.11275337186897881,1.8519421024416398,CVS,80.0199966430664,80.86000061035156,79.66000366210938,80.80000305175781,70.48544311523438,5075900,91,35.0,,0.35,31.85,0.8700027465820312,0.010876394171978054
