,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,RE_unscaled,RE_monthly,isPartial,scale,RE,Stock_Price_Change,Stock_Price_Change_Percent
10,2016-06-23,1,0.03547572419420645,-0.005717487507289731,RE,177.27999877929688,177.67999267578125,175.6699981689453,177.4199981689453,155.54910278320312,170800,83,84.0,,0.84,69.72,1.279998779296875,0.00725622915864732
11,2016-06-27,1,0.03547572419420645,0.0,RE,171.1999969482422,171.72999572753906,169.19000244140625,169.2100067138672,148.35116577148438,287800,92,84.0,,0.84,77.28,-5.9499969482421875,-0.03348715214717135
12,2016-06-30,7,0.03669971440228478,0.03450219088912143,RE,174.41000366210938,182.69000244140625,174.1199951171875,182.6699981689453,160.15194702148438,731900,88,84.0,,0.84,73.92,10.960006713867188,0.06382115522355192
13,2016-07-01,43,0.0440436556507548,0.20010894820513392,RE,181.3000030517578,183.08999633789065,180.0800018310547,181.5200042724609,159.14369201660156,300900,76,90.0,False,0.9,68.4,0.3999938964844034,0.0021894679026712716
14,2016-07-06,0,0.03527172582619339,-0.19916443571620468,RE,179.27000427246094,180.80999755859372,178.30999755859375,180.7700042724609,158.48614501953125,295800,80,90.0,,0.9,72.0,-2.279998779296932,-0.012452885602167063
15,2016-07-13,3,0.03588372093023256,0.017350869278550896,RE,182.1999969482422,182.7899932861328,181.2400054931641,181.27999877929688,158.93328857421875,241700,85,90.0,,0.9,76.5,1.979995727539091,0.010950698270417503
16,2016-07-14,7,0.03669971440228478,0.022739934736387246,RE,182.6100006103516,182.6100006103516,180.77999877929688,180.9600067138672,158.65272521972656,265100,80,90.0,,0.9,72.0,-0.17999267578122158,-0.0009846965500975857
17,2016-07-18,6,0.03649571603427173,-0.0055585818945870225,RE,179.17999267578125,179.8000030517578,177.72999572753906,177.74000549316406,155.82965087890625,254100,100,90.0,,0.9,90.0,-2.8099975585937784,-0.01538797190297192
18,2016-07-19,2,0.035679722562219504,-0.022358609741646274,RE,177.22000122070312,179.1199951171875,176.50999450683594,179.1199951171875,157.03955078125,373000,82,90.0,,0.9,73.8,-0.6800079345703125,-0.00378202404354
19,2016-07-22,7,0.03669971440228478,0.02858743753644899,RE,179.11000061035156,181.3500061035156,179.02000427246094,181.25999450683597,158.91574096679688,187800,77,90.0,,0.9,69.3,2.2300109863280966,0.012449816029020955
20,2016-07-27,4,0.03608771929824561,-0.01667574568376118,RE,184.88999938964844,186.1300048828125,184.1100006103516,186.0,163.07139587402344,293200,84,90.0,,0.9,75.60000000000001,4.779998779296903,0.0263578639008617
21,2016-08-02,7,0.03669971440228478,0.016958542017614375,RE,189.5399932861328,190.2400054931641,189.1199951171875,189.9199981689453,166.5082244873047,310300,81,86.0,,0.86,69.66,4.110000610351591,0.022081343698127753
22,2016-08-17,10,0.03731170950632395,0.06398994776093359,RE,189.75,189.75,187.72999572753903,188.63999938964844,165.385986328125,240300,75,86.0,,0.86,64.5,-0.4900054931640909,-0.002575722660929425
23,2016-08-22,2,0.035679722562219504,-0.04373927021027657,RE,188.2700042724609,189.17999267578125,187.88999938964844,189.1499938964844,165.83309936523438,125800,87,86.0,,0.86,74.82,-0.57000732421875,-0.0030039911684782705
24,2016-08-24,1,0.03547572419420645,-0.005717487507289731,RE,188.0500030517578,189.55999755859372,187.00999450683597,189.33999633789065,165.99966430664062,138200,79,86.0,,0.86,67.94,0.3800048828124716,0.002008694880667017
25,2016-08-26,1,0.03547572419420645,0.0,RE,190.2700042724609,191.30999755859372,189.67999267578125,190.0800018310547,166.64849853515625,197700,77,86.0,,0.86,66.22,1.75,0.009231905584188738
26,2016-09-08,10,0.03731170950632395,0.05175328633368226,RE,195.0,195.1499938964844,193.17999267578125,193.2400054931641,170.43663024902344,182900,76,91.0,,0.91,69.16,3.839996337890682,0.020072115346269737
27,2016-09-09,1,0.03547572419420645,-0.04920667898656117,RE,192.05999755859372,192.6300048828125,189.27999877929688,189.30999755859372,166.97039794921875,224700,75,91.0,,0.91,68.25,-2.5199890136719034,-0.012913087842619242
28,2016-09-12,3,0.03588372093023256,0.011500730296373662,RE,188.7100067138672,191.58999633789065,187.75,190.91000366210935,168.381591796875,213600,92,91.0,,0.91,83.72,-1.0400085449218466,-0.0053989955799177425
29,2016-09-13,17,0.03873969808241534,0.07958977157735547,RE,189.4600067138672,190.66000366210935,188.52999877929688,190.1000061035156,167.66712951660156,184700,89,91.0,,0.91,80.99000000000001,-0.9299926757813068,-0.004854077423443126
30,2016-09-16,1,0.03547572419420645,-0.08425398363366365,RE,189.1199951171875,190.0399932861328,188.08999633789065,188.2100067138672,166.0001983642578,374300,77,91.0,,0.91,70.07000000000001,-0.6200103759765341,-0.003251916312114078
31,2016-09-20,-1,0.035067727458180334,-0.011500730296373884,RE,190.5399932861328,192.1000061035156,190.5399932861328,191.2899932861328,168.71670532226562,209100,93,91.0,,0.91,84.63000000000001,2.060012817382784,0.010839891023786352
32,2016-09-26,2,0.035679722562219504,0.01745180393480017,RE,191.3300018310547,192.6300048828125,190.8000030517578,191.47999572753903,168.88430786132812,283600,84,91.0,,0.91,76.44,0.5299987792969034,0.0027589732558952473
33,2016-10-06,1,0.03547572419420645,-0.005717487507289731,RE,185.7700042724609,185.94000244140625,183.0399932861328,184.2400054931641,162.49867248535156,486700,78,85.0,,0.85,66.3,-6.69000244140625,-0.034729804660889374
34,2016-10-12,2,0.035679722562219504,0.005750365148186942,RE,191.13999938964844,192.3800048828125,190.4499969482422,191.82000732421875,169.18417358398438,182700,95,85.0,,0.85,80.75,6.44000244140625,0.03463484111459891
35,2016-10-14,1,0.03547572419420645,-0.005717487507289731,RE,193.9199981689453,194.9900054931641,193.1000061035156,194.4600067138672,171.51263427734375,225100,89,85.0,,0.85,75.64999999999999,2.610000610351591,0.013566901674326504
36,2016-10-17,1,0.03547572419420645,0.0,RE,194.1699981689453,196.0,193.8000030517578,195.55999755859372,172.4828338623047,233900,95,85.0,,0.85,80.75,1.009994506835909,0.005179724490398607
37,2016-10-25,5,0.03629171766625867,-0.005589652435411763,RE,197.1999969482422,201.9199981689453,196.19000244140625,201.72999572753903,177.92471313476562,527300,84,85.0,,0.85,71.39999999999999,5.9199981689453125,0.03020407229053723
38,2016-10-26,8,0.03690371277029784,0.01686321682724201,RE,201.1699981689453,204.72999572753903,200.8000030517578,203.58999633789065,179.56524658203125,492500,84,85.0,,0.85,71.39999999999999,2.8099975585937216,0.013916390570896331
39,2016-10-27,7,0.03669971440228478,-0.005527854860642778,RE,204.08999633789065,204.6499938964844,200.6699981689453,201.27999877929688,177.52784729003906,462200,81,85.0,,0.85,68.85,-0.08000183105463066,-0.00039076751196287507
40,2016-10-28,2,0.035679722562219504,-0.027792909472935223,RE,200.88999938964844,203.6300048828125,200.1699981689453,201.0800018310547,177.35142517089844,218300,86,85.0,,0.85,73.1,-1.0199890136719034,-0.004984065693096618
41,2016-11-01,18,0.038943696450428396,0.09775620751917735,RE,203.9900054931641,205.0800018310547,202.27999877929688,203.83999633789065,179.78573608398438,515300,91,81.0,False,0.81,73.71000000000001,1.4499969482421875,0.007120743080454517
42,2016-11-03,3,0.03588372093023256,-0.07857434704717603,RE,205.4900054931641,208.1300048828125,204.82000732421875,205.75999450683597,181.4792022705078,417300,80,81.0,,0.81,64.80000000000001,3.0500030517578125,0.014872259725599246
43,2016-11-04,6,0.03649571603427173,0.0170549510522906,RE,205.6999969482422,207.17999267578125,205.0200042724609,205.4499969482422,181.20578002929688,278300,87,81.0,,0.81,70.47,-0.95001220703125,-0.004564513451898233
44,2016-11-08,2,0.035679722562219504,0.0,RE,206.42999267578125,208.77999877929688,205.8300018310547,207.92999267578125,183.39308166503903,304300,88,81.0,,0.81,71.28,1.600006103515625,0.007722782894483027
45,2016-11-09,3,0.03588372093023256,0.005717487507289842,RE,207.8699951171875,208.5200042724609,206.1000061035156,207.8800048828125,183.3489990234375,263600,80,81.0,,0.81,64.80000000000001,-0.2599945068359659,-0.0012453037089573682
46,2016-11-14,15,0.03833170134638923,0.08050511207461675,RE,213.0,214.7899932861328,211.5800018310547,212.07000732421875,187.0445709228516,333900,98,81.0,,0.81,79.38000000000001,6.269989013671903,0.03006900482065622
47,2016-11-15,2,0.035679722562219504,-0.06918500069185007,RE,214.19000244140625,214.6199951171875,210.9900054931641,212.07000732421875,187.0445709228516,241200,100,81.0,,0.81,81.0,-0.1699981689453125,-0.0007914622387406034
48,2016-11-17,2,0.035679722562219504,0.0,RE,213.0800018310547,214.8600006103516,212.13999938964844,212.8600006103516,187.74131774902344,343600,84,81.0,,0.81,68.04,0.24000549316409092,0.001118281141666344
49,2016-11-18,12,0.03771970624235006,0.05717487507289798,RE,212.92999267578125,213.47000122070312,211.42999267578125,211.47999572753903,186.52415466308597,263800,80,81.0,,0.81,64.80000000000001,-1.389999389648466,-0.006469326006236176
50,2016-11-21,12,0.03771970624235006,0.05116485315687136,RE,211.72000122070312,214.67999267578125,210.05999755859372,210.8800048828125,185.9949951171875,268600,88,81.0,,0.81,71.28,1.209991455078125,0.005668203720236686
51,2016-11-22,124,0.060567523459812325,0.6057262766222107,RE,211.3000030517578,211.9600067138672,208.1999969482422,208.5,183.8958740234375,495700,83,81.0,,0.81,67.23,-2.7199859619140625,-0.01266995553713246
52,2016-11-23,2,0.035679722562219504,-0.4109099972381459,RE,208.58999633789065,211.0200042724609,208.58999633789065,209.6699981689453,184.9277801513672,225900,90,81.0,,0.81,72.9,-0.9400024414062784,-0.004434810396449995
53,2016-11-25,39,0.043227662178702574,0.18445853036858173,RE,209.50999450683597,210.38999938964844,208.5800018310547,209.1499938964844,184.46910095214844,136300,73,81.0,,0.81,59.13,-0.6300048828124716,-0.002985522083484682
54,2016-12-01,1,0.03547572419420645,-0.005717487507289731,RE,211.08999633789065,212.66000366210935,210.50999450683597,210.6100006103516,186.87368774414065,230100,100,79.0,False,0.79,79.0,2.270004272460909,0.010789506530948678
55,2016-12-05,1,0.03547572419420645,0.0,RE,210.6699981689453,210.8500061035156,207.92999267578125,209.57000732421875,185.950927734375,455000,89,79.0,,0.79,70.31,-1.80999755859375,-0.008511226969927121
56,2016-12-06,4,0.03608771929824561,0.017251095444560605,RE,209.1199951171875,211.13999938964844,208.05999755859372,210.8300018310547,187.0689239501953,412700,89,79.0,,0.79,70.31,0.2899932861328409,0.001375353463307416
57,2016-12-07,5,0.03629171766625867,0.005652847339204792,RE,209.75999450683597,211.7100067138672,209.5,211.67999267578125,187.82313537597656,317400,93,79.0,,0.79,73.47,0.57000732421875,0.0026996652735933324
58,2016-12-08,2,0.035679722562219504,-0.0168632168272419,RE,212.7100067138672,213.38999938964844,210.5800018310547,213.3000030517578,189.2605438232422,503500,93,79.0,,0.79,73.47,1.67999267578125,0.007935348460178515
59,2016-12-12,3,0.03588372093023256,0.005717487507289842,RE,213.72000122070312,217.4600067138672,213.66000366210935,217.3500061035156,192.85406494140625,357500,95,79.0,,0.79,75.05,4.07000732421875,0.01907309309649019
60,2016-12-13,4,0.03608771929824561,0.005684983684096867,RE,218.2400054931641,218.6100006103516,216.47999572753903,216.82000732421875,192.38381958007807,387000,100,79.0,,0.79,79.0,1.1499938964844034,0.0052883006574977465
61,2016-12-15,13,0.03792370461036312,0.050875626052842904,RE,216.2700042724609,217.5500030517578,213.30999755859372,213.4499969482422,189.39361572265625,558900,90,79.0,,0.79,71.10000000000001,-1.0599975585937784,-0.004848806347533485
62,2016-12-16,9,0.03710771113831089,-0.021516713106905838,RE,214.00999450683597,216.0200042724609,212.72000122070312,214.3000030517578,190.14784240722656,1230900,83,79.0,,0.79,65.57000000000001,-1.5299987792969034,-0.007032860298020305
63,2016-12-20,1,0.03547572419420645,-0.011369967368193623,RE,219.3699951171875,219.3699951171875,216.22999572753903,217.05999755859372,192.59678649902344,209200,81,79.0,,0.79,63.99,3.349990844726591,0.015507780661374815
64,2016-12-21,2,0.035679722562219504,0.005750365148186942,RE,216.2400054931641,217.19000244140625,215.8500061035156,216.47999572753903,192.0821533203125,203900,82,79.0,,0.79,64.78,-2.17999267578125,-0.00993751526783182
65,2016-12-28,2,0.035679722562219504,0.005750365148186942,RE,218.30999755859372,218.30999755859372,215.25,215.5800018310547,191.2835998535156,122000,81,79.0,,0.79,63.99,1.1199951171874716,0.005156752634088768
66,2016-12-29,1,0.03547572419420645,-0.005717487507289731,RE,215.6699981689453,217.0200042724609,215.6100006103516,216.1199951171875,191.7626953125,126800,84,79.0,,0.79,66.36,-1.2899932861328125,-0.005908997758046208
67,2016-12-30,6,0.03649571603427173,0.02875182574093449,RE,217.16000366210935,217.1699981689453,215.66000366210935,216.3999938964844,192.01116943359372,152300,89,79.0,,0.79,70.31,0.14999389648440342,0.0006911523985415613
68,2017-01-03,1,0.03547572419420645,-0.08905092665346603,RE,217.80999755859372,218.8800048828125,214.7400054931641,216.0399932861328,191.6917266845703,231500,83,86.0,,0.86,71.38,1.7100067138671875,0.007874046729681838
69,2017-01-04,1,0.03547572419420645,0.0,RE,216.9499969482422,218.8600006103516,215.88999938964844,217.8000030517578,193.2534027099609,263900,87,86.0,,0.86,74.82,-0.02000427246090908,-9.139378661660036e-05
70,2017-01-05,78,0.05118359853121175,0.4427781164103919,RE,217.82000732421875,219.33999633789065,217.16000366210935,217.77999877929688,193.2356109619141,234200,94,86.0,,0.86,80.84,0.4799957275390625,0.002193163329070824
71,2017-01-06,1,0.03547572419420645,-0.30689273102645653,RE,217.7899932861328,219.3300018310547,215.83999633789065,218.82000732421875,194.15843200683597,241200,81,86.0,,0.86,69.66,-0.009994506835965922,-4.556627611396191e-05
72,2017-01-09,11,0.03751570787433701,-0.14425179849419723,RE,218.97999572753903,218.9900054931641,216.6699981689453,216.97000122070312,192.5169219970703,296600,85,86.0,,0.86,73.1,-0.3399963378905966,-0.0015501588248401088
73,2017-01-11,8,0.03690371277029784,-0.016313036291068173,RE,219.57000732421875,220.47999572753903,218.1000061035156,220.08999633789065,195.28526306152344,274200,82,86.0,,0.86,70.52,1.4899902343749432,0.006803918886706617
74,2017-01-13,9,0.03710771113831089,0.005527854860642778,RE,220.5,222.07000732421875,219.0500030517578,219.25,194.5399475097656,231000,89,86.0,,0.86,76.53999999999999,1.590011596679716,0.007211591198707179
75,2017-01-17,2,0.035679722562219504,0.08700948403375963,RE,217.66000366210935,220.8699951171875,217.2100067138672,217.8699951171875,193.31549072265625,239500,87,86.0,,0.86,74.82,-1.20001220703125,-0.0054037563266220445
76,2017-01-18,9,0.03710771113831089,0.04002241255102845,RE,218.72000122070312,222.07000732421875,217.82000732421875,221.17999267578125,196.25241088867188,335300,86,86.0,,0.86,73.96,1.20001220703125,0.005433115559198232
77,2017-01-19,1,0.03547572419420645,-0.043979725346615095,RE,221.6699981689453,223.1000061035156,218.25999450683597,219.38999938964844,194.6641540527344,188300,90,86.0,,0.86,77.4,1.0299987792968466,0.004638171501444965
78,2017-01-20,3,0.03588372093023256,0.011500730296373662,RE,219.9900054931641,220.17999267578125,218.08999633789065,218.6199951171875,193.9809417724609,227900,78,86.0,,0.86,67.08,-2.9200134277343466,-0.013088361039217067
79,2017-01-31,6,0.03649571603427173,0.02875182574093449,RE,221.0800018310547,221.8300018310547,219.17999267578125,219.92999267578125,195.1433258056641,295500,95,86.0,,0.86,81.7,1.6500091552734375,0.007493910483061583
80,2017-02-03,1,0.03547572419420645,-0.027948262177057814,RE,223.47999572753903,225.8000030517578,220.67999267578125,221.6100006103516,196.63401794433597,257100,96,86.0,,0.86,82.56,3.970001220703125,0.01789659283204914
81,2017-02-08,1,0.03547572419420645,0.0,RE,227.7899932861328,229.9499969482422,227.6300048828125,229.4600067138672,203.59927368164065,331100,92,86.0,,0.86,79.12,4.149993896484375,0.0183790692665895
82,2017-02-14,1,0.03547572419420645,0.0,RE,231.6000061035156,234.44000244140625,231.6000061035156,233.57000732421875,207.2460784912109,290400,91,86.0,,0.86,78.26,4.4900054931640625,0.019526008057198174
83,2017-02-15,63,0.048123623011015915,0.3565226391875884,RE,233.4199981689453,234.42999267578125,231.67999267578125,234.1100006103516,207.7252197265625,199700,86,86.0,,0.86,73.96,-0.010009765625,-4.269649172816692e-05
84,2017-02-28,5,0.03629171766625867,-0.24586480826784018,RE,233.2899932861328,235.30999755859372,232.97999572753903,235.13999938964844,208.63912963867188,336300,85,86.0,,0.86,73.1,0.8800048828124716,0.0037538067239950568
85,2017-03-02,1,0.03547572419420645,-0.022484289102989163,RE,238.3800048828125,239.22000122070312,236.91000366210935,237.17999267578125,210.44923400878903,273300,98,85.0,,0.85,83.3,3.9100036621094034,0.01661639412977256
86,2017-03-03,15,0.03833170134638923,0.08050511207461675,RE,237.1199951171875,238.3600006103516,235.07000732421875,235.6199951171875,209.0649871826172,200100,94,85.0,,0.85,79.89999999999999,-0.8600006103515341,-0.0035950196721138417
87,2017-03-13,2,0.035679722562219504,0.005750365148186942,RE,235.1100006103516,235.6199951171875,234.19000244140625,235.0,209.62701416015625,230300,90,85.0,,0.85,76.5,-2.740005493164091,-0.01149524033456939
88,2017-03-14,16,0.03853569971440229,0.08004482510205713,RE,234.1300048828125,234.91000366210935,233.6999969482422,234.7100067138672,209.3682861328125,118700,88,85.0,,0.85,74.8,-0.7099914550781534,-0.0030132903394936017
89,2017-03-15,1,0.03547572419420645,-0.0794062529777344,RE,234.97000122070312,236.38999938964844,233.9900054931641,236.27999877929688,210.76878356933597,194300,90,85.0,,0.85,76.5,1.479995727539091,0.006300266929746723
90,2017-03-17,2,0.035679722562219504,0.005750365148186942,RE,235.66000366210935,236.47000122070312,234.0399932861328,235.9900054931641,210.51011657714844,266000,81,85.0,,0.85,68.85,0.0800018310546875,0.0003384315379721947
91,2017-03-21,1,0.03547572419420645,-0.005717487507289731,RE,236.1499938964844,236.1499938964844,233.0500030517578,233.47000122070312,208.26223754882807,170000,95,85.0,,0.85,80.75,-0.3200073242187216,-0.0013532681632628663
92,2017-03-30,12,0.03771970624235006,0.06325401663005592,RE,233.1499938964844,235.3800048828125,232.27999877929688,234.88999938964844,209.5288848876953,142100,97,85.0,,0.85,82.45,-0.7699890136719034,-0.003260592985699695
93,2017-03-31,18,0.038943696450428396,0.03244962196190415,RE,234.3600006103516,235.6699981689453,233.7400054931641,233.80999755859372,208.5655059814453,173800,95,85.0,,0.85,80.75,0.2899932861328125,0.001232021752557877
94,2017-04-10,1,0.03547572419420645,-0.08905092665346603,RE,232.5,234.47999572753903,232.0399932861328,233.66000366210935,208.431640625,128800,94,88.0,,0.88,82.72,-1.1900024414062784,-0.00504944392859541
95,2017-04-12,17,0.03873969808241534,0.09200584237099041,RE,235.00999450683597,235.00999450683597,232.80999755859372,233.3500061035156,208.1551818847656,147300,100,88.0,,0.88,88.0,0.5299987792969318,0.0022603155448397416
96,2017-04-27,17,0.03873969808241534,0.021516713106905838,RE,255.7899932861328,256.8099975585937,253.50999450683597,253.91000366210935,226.4952850341797,401800,95,88.0,,0.88,83.6,21.800003051757727,0.09276202528111455
97,2017-05-01,1,0.03547572419420645,-0.08425398363366365,RE,252.91000366210935,254.97999572753903,249.0800018310547,250.3300018310547,223.3018341064453,200000,95,87.0,False,0.87,82.65,-1.830001831054659,-0.007125897934083025
98,2017-05-03,2,0.035679722562219504,0.005750365148186942,RE,248.6100006103516,249.2400054931641,246.6100006103516,248.67999267578125,221.82997131347656,224500,96,87.0,,0.87,83.52,-5.739990234374943,-0.022511531612497415
99,2017-05-04,21,0.039555691554467566,0.10863226263850612,RE,249.58999633789065,249.97000122070312,246.83999633789065,248.3800048828125,221.56236267089844,275100,98,87.0,,0.87,85.26,0.7299957275390341,0.002928886661250907
100,2017-05-09,2,0.035679722562219504,-0.09798764324246267,RE,247.07000732421875,247.66000366210935,242.3999938964844,243.05999755859372,216.81674194335935,262000,93,87.0,,0.87,80.91,-2.3099975585937784,-0.009241099121147123
101,2017-05-17,4,0.03608771929824561,0.011434975014579463,RE,244.5399932861328,244.5399932861328,240.1499938964844,241.6499938964844,215.5590057373047,193000,100,87.0,,0.87,87.0,-3.120010375976534,-0.012597958208194426
102,2017-05-19,2,0.035679722562219504,-0.011305694678409473,RE,243.33999633789065,247.4499969482422,242.6999969482422,243.94000244140625,217.60177612304688,269700,87,87.0,,0.87,75.69,2.910003662109375,0.011899908980141483
103,2017-05-31,210,0.07811138310893513,1.1892374015162774,RE,250.0800018310547,254.6499938964844,248.1300048828125,254.6499938964844,228.30148315429688,718300,86,87.0,,0.87,74.82,7.199996948242216,0.02909677525576293
104,2017-06-05,4,0.03608771929824561,-0.5379966675546224,RE,255.6100006103516,255.97999572753903,253.7899932861328,254.0800018310547,227.79039001464844,194400,94,81.0,,0.81,76.14,1.3300018310546307,0.005222862214539381
105,2017-06-07,6,0.03649571603427173,0.011305694678409584,RE,251.5500030517578,252.9900054931641,251.3600006103516,252.42999267578125,226.31114196777344,204200,86,81.0,,0.81,69.66000000000001,-2.989990234374943,-0.011680562091880953
106,2017-06-13,1,0.03547572419420645,-0.027948262177057814,RE,258.0,258.0,254.52999877929688,255.25999450683597,228.84832763671875,494400,93,81.0,,0.81,75.33,5.009994506835909,0.019803132131918533
107,2017-06-16,77,0.0509796001631987,0.43702775126220517,RE,253.07000732421875,255.97999572753903,251.6000061035156,255.58999633789065,229.1441650390625,7583800,85,81.0,,0.81,68.85000000000001,-2.020004272460966,-0.00782947392426736
108,2017-06-20,7,0.03669971440228478,0.03450219088912143,RE,256.75,257.8999938964844,253.5399932861328,254.8600006103516,228.48968505859372,321800,90,81.0,,0.81,72.9,1.919998168945341,0.007500578955353054
109,2017-06-21,3,0.03588372093023256,-0.0222343275783482,RE,254.8500061035156,257.0400085449219,254.02999877929688,256.5799865722656,230.0317230224609,369900,87,81.0,,0.81,70.47,-0.8599853515625,-0.0033345691039747827
110,2017-06-27,3,0.03588372093023256,0.0,RE,254.27999877929688,254.5500030517578,252.16000366210935,253.41000366210935,227.18972778320312,355900,90,81.0,,0.81,72.9,-2.4900054931640625,-0.009687229265435082
111,2017-06-28,2,0.035679722562219504,-0.005684983684096756,RE,254.4900054931641,256.010009765625,253.6699981689453,255.07000732421875,228.67794799804688,532000,90,81.0,,0.81,72.9,1.4600067138671875,0.005735638170746071
112,2017-07-03,2,0.035679722562219504,0.0,RE,255.6000061035156,268.3800048828125,254.92999267578125,263.95001220703125,236.63917541503903,523900,93,80.0,,0.8,74.4,12.3699951171875,0.048318404145650806
113,2017-07-05,6,0.03649571603427173,0.022869950029159147,RE,264.79998779296875,265.70001220703125,262.3699951171875,262.75,235.56333923339844,522600,96,80.0,,0.8,76.80000000000001,-2.67999267578125,-0.009985813499599039
114,2017-07-10,1,0.03547572419420645,-0.027948262177057814,RE,262.510009765625,267.04998779296875,262.2099914550781,265.5799865722656,238.1005401611328,476900,100,80.0,,0.8,80.0,1.3499755859375,0.005080826209693967
115,2017-07-11,9,0.03710771113831089,0.046002921185495094,RE,266.2799987792969,266.2799987792969,260.17999267578125,262.239990234375,235.1060943603516,522800,91,80.0,,0.8,72.8,-0.769989013671875,-0.0028833141691390063
116,2017-07-13,1,0.03547572419420645,-0.043979725346615095,RE,263.6300048828125,264.29998779296875,261.8999938964844,263.8299865722656,236.53155517578125,319800,91,80.0,,0.8,72.8,-1.980010986328125,-0.007435823176374701
117,2017-07-20,41,0.04363565891472868,0.23001460592747636,RE,268.7300109863281,269.82000732421875,267.7200012207031,269.1099853515625,241.2652130126953,399900,89,80.0,,0.8,71.2,5.52001953125,0.020885432410893356
118,2017-07-24,3,0.03588372093023256,-0.1776514478593001,RE,270.739990234375,273.54998779296875,269.2799987792969,271.1199951171875,243.06727600097656,451700,99,80.0,,0.8,79.2,3.72998046875,0.013823958073902354
119,2017-07-25,17,0.03873969808241534,0.07958977157735547,RE,272.75,277.1700134277344,263.2699890136719,266.7300109863281,239.13156127929688,662600,90,80.0,,0.8,72.0,3.620025634765625,0.01323350684082425
120,2017-07-31,5,0.03629171766625867,-0.06319048772524782,RE,260.07000732421875,263.25,260.07000732421875,262.3900146484375,235.24061584472656,307500,98,80.0,,0.8,78.4,-13.920013427734375,-0.05022193149824161
121,2017-08-01,1,0.03547572419420645,-0.022484289102989163,RE,264.2300109863281,265.5799865722656,261.9800109863281,263.989990234375,236.67503356933597,393700,86,81.0,False,0.81,69.66000000000001,2.329986572265625,0.008850851176697594
122,2017-08-03,-4,0.03445573235414117,-0.02875182574093449,RE,265.0,266.8699951171875,264.4599914550781,266.0599975585937,238.53086853027344,213300,83,81.0,,0.81,67.23,1.290008544921875,0.004857325891048925
123,2017-08-04,6,0.03649571603427173,0.059205930065955314,RE,267.20001220703125,267.42999267578125,264.0599975585937,265.6700134277344,238.18118286132807,211700,76,81.0,,0.81,61.56,0.55999755859375,0.0020983908601184265
124,2017-08-08,2,0.035679722562219504,-0.022358609741646274,RE,265.3299865722656,266.25,264.79998779296875,266.19000244140625,238.6474151611328,289600,93,81.0,,0.81,75.33,-1.17999267578125,-0.004412342325461616
125,2017-08-09,7,0.03669971440228478,0.02858743753644899,RE,265.2699890136719,268.8299865722656,264.8800048828125,268.7200012207031,240.9155731201172,249500,82,81.0,,0.81,66.42,2.579986572265625,0.009690090412265207
126,2017-08-10,15,0.03833170134638923,0.0444686551566964,RE,268.5199890136719,269.70001220703125,267.8599853515625,269.29998779296875,241.4355926513672,330600,84,81.0,,0.81,68.04,0.870025634765625,0.0032363414731331197
