,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,GDX_unscaled,GDX_monthly,isPartial,scale,GDX,Stock_Price_Change,Stock_Price_Change_Percent
126,2017-02-14,27,0.6146363636363636,7.884362680683312,GDX,25.270000457763672,25.32999992370605,24.61000061035156,24.920000076293945,24.29049491882324,56856900,90,75.0,,0.75,67.5,0.18000030517577414,0.007157069896857937
127,2017-02-16,1,0.02372727272727273,-0.961396243159296,GDX,25.06999969482422,25.34000015258789,24.979999542236328,25.200000762939453,24.56342124938965,46822700,70,75.0,,0.75,52.5,0.01000022888183949,0.0003947978251859219
128,2017-02-28,2,0.04645454545454546,0.9578544061302681,GDX,23.239999771118164,23.420000076293945,22.63999938964844,22.850000381469727,22.272785186767575,83215200,76,75.0,,0.75,57.0,-1.9200000762939453,-0.07576953688762555
129,2017-03-03,1,0.02372727272727273,-0.4892367906066536,GDX,21.729999542236328,22.46999931335449,21.56999969482422,22.200000762939453,21.639205932617188,82068800,81,89.0,,0.89,72.09,-0.9500007629394567,-0.040563653281156964
130,2017-03-07,2,0.04645454545454546,0.9578544061302681,GDX,21.3799991607666,21.799999237060547,21.21999931335449,21.51000022888184,20.96663475036621,49198800,74,89.0,,0.89,65.86,-0.6700000762939418,-0.029817538796974685
131,2017-03-08,14,0.3191818181818182,5.870841487279843,GDX,21.229999542236328,21.63999938964844,21.170000076293945,21.350000381469727,20.81067657470703,47354800,40,89.0,,0.89,35.6,-0.15999984741210582,-0.007339442798699802
132,2017-03-10,5,0.11463636363636363,-0.6408430646539447,GDX,21.31999969482422,21.88999938964844,21.190000534057617,21.729999542236328,21.18107795715332,82724800,67,89.0,,0.89,59.63,0.25,0.011552680547652239
133,2017-03-13,2,0.04645454545454546,0.0,GDX,21.88999938964844,22.100000381469727,21.729999542236328,22.0,21.444255828857425,52664600,69,89.0,,0.89,61.41,0.2100009918212855,0.009593467230546882
134,2017-03-17,3,0.06918181818181818,0.4892367906066535,GDX,22.86000061035156,23.07999992370605,22.51000022888184,22.670000076293945,22.09733390808105,49383500,100,89.0,,0.89,89.0,0.9799995422363246,0.04434386992400374
135,2017-03-27,4,0.09190909090909091,0.32851511169513814,GDX,23.440000534057617,23.540000915527344,23.149999618530277,23.43000030517578,22.838134765625,61768100,52,89.0,,0.89,46.28,0.4600009918212926,0.01993071894895526
136,2017-03-29,1,0.02372727272727273,-0.7418397626112759,GDX,22.739999771118164,23.059999465942383,22.65999984741211,22.90999984741211,22.331268310546875,33489000,63,89.0,,0.89,56.07,-0.48000144958496094,-0.02039088491574126
137,2017-04-05,2,0.04645454545454546,0.9578544061302681,GDX,23.170000076293945,23.65999984741211,23.020000457763672,23.479999542236328,22.88686752319336,65945600,67,64.0,,0.64,42.88,0.6000003814697266,0.026019097804224733
138,2017-04-13,1,0.02372727272727273,-0.4892367906066536,GDX,24.6200008392334,24.8799991607666,24.3799991607666,24.540000915527344,23.920095443725582,59164800,100,64.0,,0.64,64.0,1.2199993133544922,0.051563792105769224
139,2017-04-17,1,0.02372727272727273,-0.4892367906066536,GDX,24.559999465942383,24.76000022888184,24.309999465942383,24.46999931335449,23.85186195373535,44182500,54,64.0,,0.64,34.56,-0.11999893188476207,-0.004823108357414618
140,2017-04-20,8,0.18281818181818182,6.704980842911877,GDX,23.479999542236328,23.799999237060547,23.36000061035156,23.57999992370605,22.984344482421875,48955800,70,64.0,,0.64,44.8,-0.9600009918212926,-0.038772252946164265
141,2017-05-01,3,0.06918181818181818,-0.6215813028344108,GDX,22.030000686645508,22.229999542236328,21.51000022888184,21.690000534057617,21.142087936401367,67101600,57,68.0,False,0.68,38.760000000000005,-1.5699996948242188,-0.06596637584674658
142,2017-05-02,1,0.02372727272727273,-0.6570302233902758,GDX,21.6200008392334,21.959999084472656,21.549999237060547,21.739999771118164,21.190824508666992,43845800,61,68.0,,0.68,41.48,-0.2700004577636719,-0.012145769830119835
143,2017-05-08,3,0.06918181818181818,1.9157088122605361,GDX,21.57999992370605,21.59000015258789,21.290000915527344,21.540000915527344,20.99587821960449,26305200,66,68.0,,0.68,44.88,-0.3699989318847656,-0.01684876809245328
144,2017-05-19,1,0.02372727272727273,0.0,GDX,22.96999931335449,23.01000022888184,22.809999465942383,22.86000061035156,22.282533645629883,38486000,61,68.0,,0.68,41.48,1.4200000762939489,0.06577119343483373
145,2017-05-24,5,0.11463636363636363,3.8314176245210723,GDX,22.56999969482422,22.979999542236328,22.200000762939453,22.96999931335449,22.389753341674805,55901900,83,68.0,,0.68,56.440000000000005,-0.030000686645511365,-0.0013038107930071208
146,2017-05-25,2,0.04645454545454546,-0.5947660586835845,GDX,22.71999931335449,22.82999992370605,22.489999771118164,22.709999084472656,22.136320114135746,42202900,56,68.0,,0.68,38.080000000000005,-0.149999618530277,-0.006527398673554563
147,2017-05-26,1,0.02372727272727273,-0.4892367906066536,GDX,23.01000022888184,23.049999237060547,22.82999992370605,22.940000534057617,22.36051177978516,33135000,64,68.0,,0.68,43.52,0.21999931335449574,0.009636413232137375
148,2017-05-30,1,0.02372727272727273,0.0,GDX,22.649999618530277,22.84000015258789,22.59000015258789,22.59000015258789,22.01935195922852,35882500,51,68.0,,0.68,34.68,-0.20999908447265625,-0.009110589649608869
149,2017-06-02,1,0.02372727272727273,0.0,GDX,22.940000534057617,23.01000022888184,22.670000076293945,22.76000022888184,22.18505859375,43410900,97,79.0,,0.79,76.63000000000001,0.17000007629394887,0.0074430856023741665
150,2017-06-08,1,0.02372727272727273,0.0,GDX,23.399999618530277,23.40999984741211,22.959999084472656,23.21999931335449,22.63343811035156,70016900,59,79.0,,0.79,46.61,0.3999996185302699,0.01738372944595601
151,2017-06-14,1,0.02372727272727273,0.0,GDX,23.3799991607666,23.420000076293945,22.100000381469727,22.21999931335449,21.65869903564453,107805400,61,79.0,,0.79,48.190000000000005,0.010000228881835938,0.0004271776568567365
152,2017-07-07,1,0.02372727272727273,0.0,GDX,21.350000381469727,21.420000076293945,21.0,21.209999084472656,20.674211502075195,57304600,96,70.0,,0.7,67.19999999999999,-2.0,-0.08539709622052594
153,2017-07-25,1,0.02372727272727273,0.0,GDX,22.100000381469727,22.38999938964844,22.100000381469727,22.270000457763672,21.70743560791016,34211800,30,70.0,,0.7,21.0,0.9699993133544957,0.045284748361323235
154,2017-07-31,1,0.02372727272727273,0.0,GDX,22.8799991607666,23.030000686645508,22.739999771118164,22.86000061035156,22.282533645629883,30392300,61,70.0,,0.7,42.7,0.6400012969970668,0.02858424807697668
155,2017-08-17,1,0.02372727272727273,0.0,GDX,23.15999984741211,23.26000022888184,22.950000762939453,23.030000686645508,22.4482364654541,38285900,85,68.0,,0.68,57.8,0.22999954223633168,0.009986953338203763
156,2017-08-24,1,0.02372727272727273,0.0,GDX,23.229999542236328,23.450000762939453,23.18000030517578,23.350000381469727,22.76015281677246,37205600,62,68.0,,0.68,42.16,0.19000053405761363,0.008168552544625118
157,2017-08-28,1,0.02372727272727273,0.0,GDX,23.59000015258789,24.270000457763672,23.559999465942383,24.26000022888184,23.647165298461918,83129500,100,68.0,,0.68,68.0,0.8199996948242188,0.034968002906002216
158,2017-09-20,1,0.02372727272727273,0.0,GDX,23.93000030517578,24.200000762939453,23.18000030517578,23.5,22.906362533569336,67407500,64,70.0,,0.7,44.8,-0.06999969482421875,-0.002884206572061565
159,2017-11-15,1,0.02372727272727273,0.0,GDX,22.71999931335449,22.71999931335449,22.5,22.649999618530277,22.07783508300781,23133900,55,58.0,,0.58,31.9,-1.4800014495849645,-0.06115708276552945
160,2017-12-06,1,0.02372727272727273,0.0,GDX,21.670000076293945,21.899999618530277,21.61000061035156,21.690000534057617,21.142087936401367,43407300,38,96.0,,0.96,36.48,-0.8199996948242116,-0.036091536954502845
161,2018-02-14,5,0.11463636363636363,3.8314176245210723,GDX,22.01000022888184,23.149999618530277,21.940000534057617,23.01000022888184,22.609703063964844,95516900,98,73.0,,0.73,71.53999999999999,1.25,0.05707762656499482
162,2018-02-15,1,0.02372727272727273,-0.7930214115781126,GDX,23.06999969482422,23.100000381469727,22.6299991607666,22.989999771118164,22.590051651000977,36155700,96,73.0,,0.73,70.08,-0.04999923706055043,-0.0021597942930646763
163,2018-02-21,1,0.02372727272727273,0.0,GDX,22.059999465942383,22.459999084472656,21.780000686645508,21.790000915527344,21.41092872619629,40097800,70,73.0,,0.73,51.1,-0.6400012969970703,-0.027705683395159775
164,2018-02-22,1,0.02372727272727273,0.0,GDX,21.940000534057617,22.040000915527344,21.71999931335449,21.729999542236328,21.351970672607425,27068100,79,73.0,,0.73,57.67,-0.4199981689453125,-0.018699830189916278
165,2018-02-26,1,0.02372727272727273,0.0,GDX,22.07999992370605,22.25,22.01000022888184,22.18000030517578,21.79414367675781,30234300,51,73.0,,0.73,37.23,0.20999908447265625,0.009528088736362461
166,2018-02-27,1,0.02372727272727273,0.0,GDX,21.96999931335449,21.96999931335449,21.350000381469727,21.489999771118164,21.116146087646484,69407300,55,73.0,,0.73,40.15,-0.28000068664551137,-0.012584300523393765
167,2018-02-28,3,0.06918181818181818,1.9157088122605361,GDX,21.540000915527344,21.6200008392334,21.350000381469727,21.350000381469727,20.97858047485352,33039000,60,73.0,,0.73,43.8,-0.3499984741210902,-0.01593074579243814
168,2018-03-06,3,0.06918181818181818,0.0,GDX,21.940000534057617,22.25,21.899999618530277,22.01000022888184,21.627099990844727,53458700,65,59.0,,0.59,38.35,0.6299991607666016,0.029139645527827884
169,2018-03-19,1,0.02372727272727273,-0.6570302233902758,GDX,21.40999984741211,21.559999465942383,21.21999931335449,21.51000022888184,21.135799407958984,30109500,42,59.0,,0.59,24.78,-0.6900005340576172,-0.031011259957645754
170,2018-04-10,2,0.04645454545454546,0.0,GDX,22.170000076293945,22.40999984741211,22.13999938964844,22.26000022888184,21.87274932861328,34933700,74,67.0,,0.67,49.580000000000005,0.8500003814697266,0.039424879523417555
171,2018-04-11,2,0.04645454545454546,0.0,GDX,22.46999931335449,23.049999237060547,22.459999084472656,22.75,22.354225158691406,73378100,60,67.0,,0.67,40.2,0.6399993896484375,0.028558652119863526
172,2018-04-27,1,0.02372727272727273,-0.4892367906066536,GDX,22.670000076293945,22.76000022888184,22.59000015258789,22.729999542236328,22.334571838378903,24142000,100,67.0,,0.67,67.0,-0.2899990081787074,-0.01258130228969545
173,2018-07-06,2,0.04645454545454546,0.9578544061302681,GDX,22.709999084472656,22.799999237060547,22.57999992370605,22.61000061035156,22.21666145324707,34350000,72,63.0,,0.63,45.36,0.039999008178707385,0.0017574256492296492
174,2018-07-09,1,0.02372727272727273,-0.4892367906066536,GDX,22.86000061035156,22.93000030517578,22.530000686645508,22.549999237060547,22.157703399658203,24832400,42,63.0,,0.63,26.46,0.13000106811523438,0.005701801423919406
175,2018-07-17,1,0.02372727272727273,0.0,GDX,21.729999542236328,21.940000534057617,21.670000076293945,21.8799991607666,21.499361038208008,41938300,64,63.0,,0.63,40.32,-0.9899997711181641,-0.043174869513398995
176,2018-07-19,1,0.02372727272727273,0.0,GDX,21.5,21.920000076293945,21.479999542236328,21.57999992370605,21.204578399658203,46406300,50,63.0,,0.63,31.5,-0.020000457763671875,-0.0009115978704113958
177,2018-07-20,1,0.02372727272727273,0.0,GDX,21.780000686645508,21.8700008392334,21.6299991607666,21.780000686645508,21.40110206604004,39138300,100,63.0,,0.63,63.0,-0.049999237060546875,-0.0022809870842390723
178,2018-07-27,1,0.02372727272727273,0.0,GDX,21.3700008392334,21.489999771118164,21.239999771118164,21.31999969482422,20.94910430908203,23550500,75,63.0,,0.63,47.25,-0.3800010681152344,-0.017375448263977078
179,2018-08-02,3,0.06918181818181818,1.9157088122605361,GDX,21.11000061035156,21.11000061035156,20.88999938964844,20.940000534057617,20.575714111328125,33471600,74,59.0,,0.59,43.66,-0.3799991607666051,-0.01768260422586465
180,2018-08-10,1,0.02372727272727273,-0.6570302233902758,GDX,20.670000076293945,20.780000686645508,20.51000022888184,20.559999465942383,20.20232391357422,34589200,65,59.0,,0.59,38.35,-0.32999992370605113,-0.01563239763926072
181,2018-08-20,1,0.02372727272727273,0.0,GDX,18.809999465942383,18.959999084472656,18.57999992370605,18.790000915527344,18.463117599487305,50865700,70,59.0,,0.59,41.3,-1.8200016021728516,-0.0875842897994944
182,2018-08-22,0,0.001,-0.9578544061302682,GDX,19.049999237060547,19.07999992370605,18.920000076293945,19.059999465942383,18.72842025756836,29172600,51,59.0,,0.59,30.09,0.12000083923339488,0.006329158493033393
183,2018-08-23,1,0.02372727272727273,22.727272727272727,GDX,18.8700008392334,18.8700008392334,18.350000381469727,18.459999084472656,18.138856887817383,60360200,57,59.0,,0.59,33.629999999999995,-0.2099990844726527,-0.011006241368572423
184,2018-08-24,3,0.06918181818181818,1.9157088122605361,GDX,18.709999084472656,19.21999931335449,18.6200008392334,18.950000762939453,18.62033462524414,72678300,71,59.0,,0.59,41.89,0.3499984741210902,0.018547878036835774
185,2018-08-31,5,0.11463636363636363,0.6570302233902761,GDX,18.709999084472656,18.84000015258789,18.5,18.549999237060547,18.22729110717773,32493200,44,59.0,,0.59,25.96,-0.379999160766598,-0.019771028841950367
186,2018-09-05,2,0.04645454545454546,-0.5947660586835845,GDX,18.149999618530277,18.170000076293945,17.790000915527344,17.8700008392334,17.559123992919922,37114900,50,49.0,,0.49,24.5,-0.6700000762939453,-0.035562636457936225
187,2018-09-06,16,0.36463636363636365,6.8493150684931505,GDX,17.950000762939453,18.15999984741211,17.770000457763672,17.84000015258789,17.529644012451172,44015200,56,49.0,,0.49,27.44,-0.010000228881835938,-0.0005503703269039706
188,2018-09-07,1,0.02372727272727273,-0.9349289454001496,GDX,17.75,18.010000228881836,17.579999923706055,17.8799991607666,17.568946838378906,42474300,89,49.0,,0.49,43.61,-0.14999961853027344,-0.008259890957633909
189,2018-09-17,1,0.02372727272727273,0.0,GDX,18.13999938964844,18.420000076293945,18.0,18.31999969482422,18.001293182373047,45917300,60,49.0,,0.49,29.4,0.4099998474121094,0.02276512172135403
190,2018-10-10,2,0.04645454545454546,0.9578544061302681,GDX,18.32999992370605,18.709999084472656,18.149999618530277,18.6299991607666,18.30589866638184,57558300,56,61.0,,0.61,34.16,0.28999900817871094,0.015743702876089172
191,2018-10-11,2,0.04645454545454546,0.0,GDX,19.030000686645508,19.989999771118164,18.84000015258789,19.8700008392334,19.52433013916016,134790100,85,61.0,,0.61,51.85,1.2800006866455078,0.06841265362261684
192,2018-10-12,1,0.02372727272727273,-0.4892367906066536,GDX,19.75,19.88999938964844,19.270000457763672,19.75,19.40641593933105,63982500,100,61.0,,0.61,61.0,-0.10000038146972301,-0.005002520390930965
193,2018-10-15,1,0.02372727272727273,0.0,GDX,20.020000457763672,20.38999938964844,19.93000030517578,20.059999465942383,19.71102333068848,64151500,45,61.0,,0.61,27.45,0.5,0.0251382612037796
194,2018-10-16,2,0.04645454545454546,0.9578544061302681,GDX,20.229999542236328,20.32999992370605,19.76000022888184,19.989999771118164,19.642240524291992,40971300,34,61.0,,0.61,20.74,-0.05999946594238992,-0.002942592826797763
195,2018-11-13,1,0.02372727272727273,-0.4892367906066536,GDX,18.700000762939453,18.729999542236328,18.26000022888184,18.420000076293945,18.09955406188965,37410700,65,60.0,,0.6,39.0,-1.600000381469723,-0.07870144552258573
196,2018-11-15,2,0.04645454545454546,0.9578544061302681,GDX,18.88999938964844,19.1299991607666,18.809999465942383,19.09000015258789,18.75789833068848,39657800,47,60.0,,0.6,28.2,0.39999961853027344,0.021356093342568938
197,2018-11-26,3,0.06918181818181818,0.4892367906066535,GDX,19.399999618530277,19.670000076293945,19.21999931335449,19.26000022888184,18.92494201660156,23593600,39,60.0,,0.6,23.4,0.5400009155273438,0.028227963367339015
198,2018-11-28,3,0.06918181818181818,0.0,GDX,18.770000457763672,19.479999542236328,18.729999542236328,19.34000015258789,19.003549575805664,49633100,60,60.0,,0.6,36.0,-0.1900005340576172,-0.009659406879545696
199,2018-11-30,1,0.02372727272727273,-0.6570302233902758,GDX,19.07999992370605,19.18000030517578,18.799999237060547,19.09000015258789,18.75789833068848,31883800,65,60.0,,0.6,39.0,-0.2999992370605469,-0.015400371874244256
200,2018-12-10,1,0.02372727272727273,0.0,GDX,20.100000381469727,20.549999237060547,19.989999771118164,20.1299991607666,19.779804229736328,47462700,49,65.0,,0.65,31.85,1.3699989318847656,0.07142851460305066
201,2018-12-13,1,0.02372727272727273,0.0,GDX,20.32999992370605,20.479999542236328,20.290000915527344,20.479999542236328,20.123714447021484,42891300,34,65.0,,0.65,22.1,-0.06999969482421875,-0.0034063113101230336
202,2018-12-17,3,0.06918181818181818,1.9157088122605361,GDX,20.290000915527344,20.649999618530277,20.280000686645508,20.61000061035156,20.25145721435547,67083000,51,65.0,,0.65,33.15,0.17000007629394887,0.00830078516082744
203,2018-12-18,2,0.04645454545454546,-0.3285151116951379,GDX,20.540000915527344,21.170000076293945,20.530000686645508,21.09000015258789,20.72310447692871,79518700,77,65.0,,0.65,50.05,0.5200004577636683,0.025181620695869045
204,2018-12-20,2,0.04645454545454546,0.0,GDX,20.530000686645508,20.84000015258789,20.34000015258789,20.670000076293945,20.41787338256836,94498200,91,65.0,,0.65,59.15,-0.3299999237060547,-0.015588092702729206
205,2018-12-24,2,0.04645454545454546,0.9578544061302681,GDX,20.700000762939453,21.11000061035156,20.649999618530277,21.09000015258789,20.83275032043457,60507000,48,65.0,,0.65,31.200000000000003,0.2700004577636683,0.012955875997445299
206,2018-12-26,3,0.06918181818181818,0.4892367906066535,GDX,21.350000381469727,21.399999618530277,20.530000686645508,20.6200008392334,20.368484497070312,76365200,98,65.0,,0.65,63.7,0.28999900817871804,0.013737517754334627
207,2018-12-27,2,0.04645454545454546,-0.3285151116951379,GDX,20.84000015258789,21.0,20.700000762939453,20.96999931335449,20.71421432495117,52393000,64,65.0,,0.65,41.6,-0.399999618530277,-0.018691571292548836
208,2018-12-28,1,0.02372727272727273,-0.4892367906066536,GDX,20.88999938964844,21.020000457763672,20.56999969482422,20.600000381469727,20.348726272583008,49835000,100,65.0,,0.65,65.0,0.020000457763671875,0.0009524027506511157
209,2019-01-02,4,0.09190909090909091,-0.19825535289452811,GDX,21.11000061035156,21.229999542236328,20.84000015258789,21.049999237060547,20.793235778808597,39963400,78,60.0,,0.6,46.8,0.20999908447265625,0.009990441479514445
210,2019-01-03,11,0.251,1.7309594460929771,GDX,21.299999237060547,21.540000915527344,21.1299991607666,21.479999542236328,21.217992782592773,52555200,83,60.0,,0.6,49.8,0.3100013732910156,0.014602043333739934
211,2019-01-04,5,0.11463636363636363,-0.5432814197754436,GDX,21.1299991607666,21.399999618530277,21.01000022888184,21.299999237060547,21.04018783569336,60257200,74,60.0,,0.6,44.4,-0.14000129699706676,-0.0064995956846104486
212,2019-01-09,1,0.02372727272727273,-0.7930214115781126,GDX,21.030000686645508,21.40999984741211,21.01000022888184,21.31999969482422,21.05994415283203,55350100,77,60.0,,0.6,46.2,0.010000228881832385,0.0004673004233688438
213,2019-01-29,1,0.02372727272727273,-0.6570302233902758,GDX,21.63999938964844,21.979999542236328,21.489999771118164,21.96999931335449,21.702016830444336,61112200,60,60.0,,0.6,36.0,0.5699996948242188,0.02662305926607078
214,2019-01-30,3,0.06918181818181818,1.9157088122605361,GDX,21.86000061035156,22.549999237060547,21.75,22.18000030517578,21.90945625305176,66605400,77,60.0,,0.6,46.2,0.5699996948242188,0.025932652715889182
215,2019-01-31,1,0.02372727272727273,-0.6570302233902758,GDX,22.420000076293945,22.690000534057617,22.290000915527344,22.690000534057617,22.41323471069336,60796600,91,60.0,,0.6,54.6,0.1400012969970703,0.006208483447173618
216,2019-02-01,4,0.09190909090909091,2.8735632183908044,GDX,22.530000686645508,22.65999984741211,22.200000762939453,22.56999969482422,22.294696807861328,42718200,77,61.0,False,0.61,46.97,-0.030000686645507812,-0.0013221985870153219
217,2019-02-08,1,0.02372727272727273,-0.7418397626112759,GDX,22.06999969482422,22.450000762939453,22.06999969482422,22.34000015258789,22.067502975463867,48965400,73,61.0,,0.61,44.53,-0.20999908447265625,-0.009267391257138047
218,2019-02-19,5,0.11463636363636363,1.467710371819961,GDX,22.709999084472656,23.26000022888184,22.6200008392334,23.13999938964844,22.857744216918945,90301500,64,61.0,,0.61,39.04,0.8099994659423864,0.03608015315881574
219,2019-02-20,9,0.20554545454545456,0.7930214115781127,GDX,23.309999465942383,23.700000762939453,23.13999938964844,23.36000061035156,23.075061798095703,62442200,81,61.0,,0.61,49.41,0.44000053405761363,0.018916617787099854
220,2019-02-21,5,0.11463636363636363,-0.4422821760283061,GDX,23.11000061035156,23.209999084472656,22.940000534057617,22.979999542236328,22.69969749450684,54488200,47,61.0,,0.61,28.67,-0.4900016784667969,-0.020675175641050147
221,2019-02-26,1,0.02372727272727273,-0.6570302233902758,GDX,22.770000457763672,22.81999969482422,22.36000061035156,22.729999542236328,22.45274543762207,36299000,48,61.0,,0.61,29.28,-0.3899993896484375,-0.0168030764770406
222,2019-02-27,1,0.02372727272727273,0.0,GDX,22.600000381469727,22.68000030517578,22.200000762939453,22.350000381469727,22.077381134033203,49023500,35,61.0,,0.61,21.35,-0.1399993896484375,-0.006134942660853349
223,2019-03-01,2,0.04645454545454546,0.9578544061302681,GDX,22.059999465942383,22.31999969482422,21.690000534057617,21.700000762939453,21.43531036376953,78919200,86,66.0,False,0.66,56.760000000000005,-0.3600006103515625,-0.015873042570877183
224,2019-03-04,1,0.02372727272727273,-0.4892367906066536,GDX,21.559999465942383,21.86000061035156,21.399999618530277,21.850000381469727,21.583480834960938,55000900,46,66.0,,0.66,30.360000000000003,-0.4599990844726598,-0.02060927825995129
225,2019-03-06,1,0.02372727272727273,0.0,GDX,21.90999984741211,21.940000534057617,21.46999931335449,21.520000457763672,21.25750732421875,55294000,72,66.0,,0.66,47.52,0.07999992370605824,0.003659648740731214
226,2019-03-08,1,0.02372727272727273,0.0,GDX,22.209999084472656,22.399999618530277,21.940000534057617,22.3700008392334,22.097137451171875,59864500,69,66.0,,0.66,45.54,0.4599990844726598,0.020966229410915416
227,2019-03-13,1,0.02372727272727273,0.0,GDX,22.809999465942383,22.96999931335449,22.6200008392334,22.86000061035156,22.58116149902344,31968100,70,66.0,,0.66,46.2,0.5699996948242116,0.025446415380859344
228,2019-03-15,1,0.02372727272727273,0.0,GDX,22.399999618530277,22.57999992370605,22.15999984741211,22.299999237060547,22.027990341186523,42292600,80,66.0,,0.66,52.8,-0.3899993896484375,-0.016978641763462976
229,2019-03-18,1,0.02372727272727273,0.0,GDX,22.399999618530277,22.440000534057617,22.020000457763672,22.049999237060547,21.78103828430176,31836900,51,66.0,,0.66,33.660000000000004,-0.13999938964843395,-0.006200150138240379
230,2019-03-19,2,0.04645454545454546,0.9578544061302681,GDX,22.31999969482422,22.3799991607666,22.1200008392334,22.1299991607666,21.860063552856445,34131500,79,66.0,,0.66,52.14,-0.060001373291015625,-0.002673857926159595
231,2019-03-20,1,0.02372727272727273,-0.4892367906066536,GDX,22.200000762939453,22.729999542236328,21.82999992370605,22.6299991607666,22.353965759277344,58485700,70,66.0,,0.66,46.2,0.35000038146972656,0.01563898099171057
232,2019-03-22,3,0.06918181818181818,1.9157088122605361,GDX,22.61000061035156,22.8700008392334,22.530000686645508,22.780000686645508,22.502138137817383,41711400,69,66.0,,0.66,45.54,0.1400012969970703,0.006159318073760689
233,2019-03-25,1,0.02372727272727273,0.0,GDX,22.8700008392334,23.34000015258789,22.850000381469727,23.26000022888184,22.976282119750977,58308800,84,66.0,,0.66,55.440000000000005,0.4699993133544922,0.020550909318210797
234,2019-03-26,1,0.02372727272727273,0.0,GDX,23.030000686645508,23.3799991607666,22.979999542236328,23.350000381469727,23.065183639526367,41372400,77,66.0,,0.66,50.82,0.03999900817871094,0.0017137535525797443
235,2019-03-27,1,0.02372727272727273,0.0,GDX,23.229999542236328,23.350000381469727,22.989999771118164,23.01000022888184,22.729331970214844,34488200,80,66.0,,0.66,52.8,-0.029998779296875,-0.0012830958243665869
236,2019-03-29,1,0.02372727272727273,0.0,GDX,22.61000061035156,22.649999618530277,22.38999938964844,22.420000076293945,22.146528244018555,35233000,83,66.0,,0.66,54.78,-0.7000007629394496,-0.029978618908073407
237,2019-04-01,1,0.02372727272727273,0.0,GDX,22.43000030517578,22.51000022888184,21.82999992370605,21.959999084472656,21.692138671875,49601800,29,75.0,False,0.75,21.75,-0.1399993896484375,-0.00618098860954952
238,2019-04-02,1,0.02372727272727273,0.0,GDX,21.979999542236328,22.15999984741211,21.940000534057617,22.100000381469727,21.83043098449707,28698700,39,75.0,,0.75,29.25,-0.3500003814697301,-0.015548661835225408
239,2019-04-08,1,0.02372727272727273,0.0,GDX,22.75,22.799999237060547,22.549999237060547,22.690000534057617,22.41323471069336,30695500,27,75.0,,0.75,20.25,0.6399993896484375,0.028880839081917964
240,2019-04-24,1,0.02372727272727273,0.0,GDX,20.809999465942383,21.190000534057617,20.670000076293945,21.020000457763672,20.76360511779785,48993100,39,75.0,,0.75,29.25,-1.6099987030029297,-0.07061398056478607
241,2019-05-15,1,0.02372727272727273,0.0,GDX,20.950000762939453,21.020000457763672,20.780000686645508,20.790000915527344,20.53641128540039,23251200,46,66.0,,0.66,30.360000000000003,-0.1700000762939453,-0.008022655592703432
242,2019-05-17,1,0.02372727272727273,0.0,GDX,20.46999931335449,20.76000022888184,20.38999938964844,20.75,20.496898651123047,26519000,74,66.0,,0.66,48.84,-0.2600002288818324,-0.012369182836330594
243,2019-05-30,2,0.04645454545454546,0.9578544061302681,GDX,20.450000762939453,20.809999465942383,20.36000061035156,20.770000457763672,20.51665496826172,25439400,42,66.0,,0.66,27.72,0.04999923706054332,0.0024084410649949373
244,2019-06-05,1,0.02372727272727273,-0.4892367906066536,GDX,22.84000015258789,23.020000457763672,22.34000015258789,22.6299991607666,22.353965759277344,55594800,57,93.0,,0.93,53.010000000000005,2.210000991821289,0.10619899320219472
245,2019-06-12,2,0.04645454545454546,0.0,GDX,22.770000457763672,23.07999992370605,22.75,22.959999084472656,22.67993927001953,35955800,56,93.0,,0.93,52.080000000000005,0.05999946594237926,0.0026064059404544704
246,2019-06-13,4,0.09190909090909091,0.9784735812133072,GDX,23.020000457763672,23.239999771118164,22.940000534057617,23.239999771118164,22.956525802612305,30634300,51,93.0,,0.93,47.43,0.15999984741211293,0.006932402423787343
247,2019-06-14,1,0.02372727272727273,-0.7418397626112759,GDX,23.450000762939453,23.670000076293945,23.100000381469727,23.32999992370605,23.04542732238769,42220900,71,93.0,,0.93,66.03,0.43000030517578125,0.018502595069306738
248,2019-06-17,1,0.02372727272727273,0.0,GDX,23.3799991607666,23.46999931335449,23.13999938964844,23.459999084472656,23.17384147644043,50692800,66,93.0,,0.93,61.38,-0.20000076293945668,-0.008449546358040072
249,2019-06-18,1,0.02372727272727273,0.0,GDX,23.75,23.8799991607666,23.350000381469727,23.670000076293945,23.38128089904785,44411200,41,93.0,,0.93,38.13,0.4099998474121129,0.01746910351117137
250,2019-06-19,2,0.04645454545454546,0.9578544061302681,GDX,23.520000457763672,24.030000686645508,23.450000762939453,24.0,23.707256317138672,46273800,52,93.0,,0.93,48.36,0.15000152587890625,0.006281471153707141
251,2019-06-20,5,0.11463636363636363,1.467710371819961,GDX,24.65999984741211,25.170000076293945,24.540000915527344,25.049999237060547,24.74444580078125,131981000,98,93.0,,0.93,91.14,1.1399993896484375,0.047440672370932635
252,2019-06-21,6,0.13736363636363635,0.19825535289452811,GDX,25.0,25.239999771118164,24.68000030517578,25.209999084472656,24.902496337890625,50309800,98,93.0,,0.93,91.14,0.06999969482421875,0.002781076464522858
