,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,CRM_unscaled,CRM_monthly,isPartial,scale,CRM,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-17,13,0.1800722761596548,0.05698835537938418,CRM,77.45999908447266,77.55000305175781,76.56999969482422,76.7699966430664,76.7699966430664,4587700,71,66.0,,0.66,46.86,,
1,2016-05-18,1,0.16712729234088458,-0.07188771139480121,CRM,76.7699966430664,78.48999786376953,76.63999938964844,77.87000274658203,77.87000274658203,8010200,100,66.0,,0.66,66.0,0.9399948120117188,0.012121144745595336
2,2016-05-19,9,0.17575728155339806,0.05163722269197746,CRM,82.26000213623047,82.4800033569336,80.1500015258789,81.08999633789062,81.08999633789062,13765000,91,66.0,,0.66,60.06,3.9900054931640625,0.050834572579416815
3,2016-05-23,1,0.16712729234088458,-0.04910174495326125,CRM,80.79000091552734,82.0999984741211,80.70999908447266,81.7300033569336,81.7300033569336,4875800,83,66.0,,0.66,54.78,-0.3800048828125,-0.004607236510018375
4,2016-05-27,1,0.16712729234088458,0.0,CRM,83.12000274658203,83.80000305175781,83.01000213623047,83.7699966430664,83.7699966430664,3139700,56,66.0,,0.66,36.96,1.7000045776367188,0.020706511683707074
5,2016-06-20,2,0.16820604099244876,0.0064546528364972655,CRM,81.4800033569336,82.29000091552734,81.12999725341797,81.22000122070312,81.22000122070312,3448300,78,69.0,,0.69,53.81999999999999,-1.5100021362304688,-0.01801911791456423
6,2016-06-24,4,0.17036353829557713,0.01282651497174947,CRM,79.41000366210938,80.51000213623047,78.33000183105469,78.45999908447266,78.45999908447266,6815700,71,69.0,,0.69,48.99,-1.779998779296875,-0.02163080276453133
7,2016-07-12,3,0.16928478964401295,-0.006332039486598218,CRM,81.94999694824219,82.44999694824219,81.22000122070312,81.93000030517578,81.93000030517578,3499400,90,56.0,,0.56,50.400000000000006,1.9399948120117188,0.024096320463748988
8,2016-07-22,10,0.17683603020496225,0.044606727969055626,CRM,81.98999786376953,82.66999816894531,81.2300033569336,82.55000305175781,82.55000305175781,2578700,78,56.0,,0.56,43.68000000000001,0.220001220703125,0.0026682987125061786
9,2016-07-27,2,0.16820604099244876,-0.04880221074014657,CRM,81.91999816894531,82.12000274658203,81.05000305175781,81.5,81.5,3570100,92,56.0,,0.56,51.52,-0.5499954223632812,-0.006652902316984455
10,2016-08-02,1,0.16712729234088458,-0.006413257485874735,CRM,80.80999755859375,80.8499984741211,79.5999984741211,80.5,80.5,4267700,91,63.0,,0.63,57.33,-1.2700042724609375,-0.01546522442747722
11,2016-08-18,3,0.16928478964401295,0.012909305672994309,CRM,76.37000274658203,77.16000366210938,76.16999816894531,76.91000366210938,76.91000366210938,6200200,89,63.0,,0.63,56.07,-3.6899948120117188,-0.04564001090479719
12,2016-08-24,1,0.16712729234088458,-0.006413257485874735,CRM,78.0,78.69000244140625,77.58000183105469,77.81999969482422,77.81999969482422,3661700,91,63.0,,0.63,57.33,1.529998779296875,0.019828910143613765
13,2016-08-30,3,0.16928478964401295,-0.006332039486598218,CRM,80.0,80.22000122070312,79.3499984741211,79.83000183105469,79.83000183105469,3352700,91,63.0,,0.63,57.33,1.529998779296875,0.019443369320468973
14,2016-08-31,2,0.16820604099244876,-0.0063723897098650895,CRM,80.01000213623047,80.0999984741211,78.94000244140625,79.41999816894531,79.41999816894531,10307100,100,63.0,,0.63,63.0,-0.12000274658203125,-0.0014959205279974075
15,2016-09-01,1,0.16712729234088458,-0.006413257485874735,CRM,75.44999694824219,76.55000305175781,74.05999755859375,75.91000366210938,75.91000366210938,27418500,100,67.0,False,0.67,67.0,-3.5499954223632812,-0.044319544194625915
16,2016-09-23,1,0.16712729234088458,0.0,CRM,73.08999633789062,73.19999694824219,70.0999984741211,70.38999938964844,70.38999938964844,23179200,85,67.0,,0.67,56.95,-3.350006103515625,-0.04376232488522025
17,2016-09-26,27,0.1951747572815534,0.1678209737489269,CRM,70.5,71.20999908447266,69.87999725341797,70.19000244140625,70.19000244140625,11726700,100,67.0,,0.67,67.0,-1.9899978637695312,-0.027185764299643478
18,2016-09-27,1,0.16712729234088458,-0.14370436695462807,CRM,69.97000122070312,70.6500015258789,69.80999755859375,70.05000305175781,70.05000305175781,8179500,87,67.0,,0.67,58.290000000000006,-0.55999755859375,-0.007864029852457266
19,2016-10-04,3,0.16928478964401295,0.012909305672994309,CRM,70.58999633789062,72.94999694824219,70.22000122070312,72.62999725341797,72.62999725341797,11238200,87,68.0,,0.68,59.16,2.2999954223632812,0.03255478234520348
20,2016-10-05,2,0.16820604099244876,-0.0063723897098650895,CRM,68.20999908447266,69.5999984741211,66.7699966430664,68.41999816894531,68.41999816894531,48274000,100,68.0,,0.68,68.0,-3.3499984741210938,-0.04592184529490673
21,2016-10-06,3,0.16928478964401295,0.006413257485874846,CRM,71.13999938964844,72.0,70.51000213623047,71.26000213623047,71.26000213623047,18527100,94,68.0,,0.68,63.92,2.4000015258789062,0.034482781300221976
22,2016-10-10,6,0.1725210355987055,0.01911716912959527,CRM,73.58000183105469,75.7300033569336,73.58000183105469,75.0999984741211,75.0999984741211,22522700,81,68.0,,0.68,55.080000000000005,3.7300033569335938,0.05180560217963315
23,2016-10-11,6,0.1725210355987055,0.0,CRM,73.9000015258789,73.91999816894531,71.55000305175781,72.41999816894531,72.41999816894531,16425400,94,68.0,,0.68,63.92,-1.8100051879882812,-0.023900767301663683
24,2016-10-14,2,0.16820604099244876,-0.025011411456476895,CRM,70.9800033569336,76.16000366210938,69.62000274658203,74.2699966430664,74.2699966430664,25005600,81,68.0,,0.68,55.080000000000005,2.2400054931640625,0.030303105365945715
25,2016-10-25,1,0.16712729234088458,0.0,CRM,75.05999755859375,75.26000213623047,74.56999969482422,75.05999755859375,75.05999755859375,4447200,92,68.0,,0.68,62.56,-0.9000015258789062,-0.011817246357705535
26,2016-11-14,1,0.16712729234088458,0.0,CRM,74.91000366210938,75.04000091552734,72.54000091552734,72.76000213623047,72.76000213623047,7241700,83,66.0,,0.66,54.78,-0.220001220703125,-0.002923215711645777
27,2016-11-15,2,0.16820604099244876,0.0064546528364972655,CRM,74.48999786376953,74.7300033569336,73.30999755859375,74.0199966430664,74.0199966430664,6216400,83,66.0,,0.66,54.78,-0.30999755859375,-0.00413109747883289
28,2016-11-17,1,0.16712729234088458,-0.006413257485874735,CRM,73.70999908447266,75.41000366210938,73.31999969482422,75.19000244140625,75.19000244140625,12539100,98,66.0,,0.66,64.68,0.6800003051757812,0.009099428270167298
29,2016-11-18,1,0.16712729234088458,0.0,CRM,79.56999969482422,80.37000274658203,77.26000213623047,77.7699966430664,77.7699966430664,19903000,77,66.0,,0.66,50.82,4.959999084472656,0.06577375472221147
30,2017-02-27,1,0.16712729234088458,-0.012744779419730179,CRM,81.62999725341797,81.91999816894531,80.9000015258789,81.54000091552734,81.54000091552734,3289300,78,74.0,,0.74,57.72,1.5499954223632812,0.0192857455442752
31,2017-02-28,3,0.16928478964401295,0.012909305672994309,CRM,81.5,81.83000183105469,80.69000244140625,81.3499984741211,81.3499984741211,10533000,100,74.0,,0.74,74.0,-0.089996337890625,-0.0010985881335717762
32,2017-03-01,1,0.16712729234088458,-0.012744779419730179,CRM,82.87000274658203,84.4000015258789,82.11000061035156,83.80999755859375,83.80999755859375,14319200,98,76.0,False,0.76,74.48,2.5699996948242188,0.03140657017373916
33,2017-03-03,19,0.1865447680690399,0.11618375105694945,CRM,82.0,82.58999633789062,81.6500015258789,82.22000122070312,82.22000122070312,6217200,75,76.0,,0.76,57.0,-1.8100051879882812,-0.021445558711670087
34,2017-03-29,0,0.1660485436893204,-0.10987295217056903,CRM,82.04000091552734,82.44000244140625,81.66000366210938,82.37999725341797,82.37999725341797,2874000,88,76.0,,0.76,66.88,-0.149993896484375,-0.0018161266876768334
35,2017-05-12,18,0.18546601941747573,0.13164217025281877,CRM,87.97000122070312,89.27999877929688,87.56999969482422,89.04000091552734,89.04000091552734,5586600,75,71.0,,0.71,53.25,6.839996337890625,0.08296938543581578
