,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,GOOGL_unscaled,GOOGL_monthly,isPartial,scale,GOOGL,Stock_Price_Change,Stock_Price_Change_Percent
23,2016-09-01,2,0.02658139534883721,0.0,GOOGL,791.97998046875,792.8900146484375,786.3300170898438,791.4000244140625,791.4000244140625,1303500,77,80.0,False,0.8,61.6,-5.1099853515625,-0.006403490415491819
24,2016-09-06,1,0.026000000000000002,-0.021872265966754068,GOOGL,798.3900146484375,810.8900146484375,795.4299926757812,808.02001953125,808.02001953125,1989500,74,80.0,,0.8,59.2,18.0,0.022701761489556826
25,2016-09-09,1,0.026000000000000002,0.0,GOOGL,798.77001953125,801.75,788.0499877929688,788.47998046875,788.47998046875,1887600,73,80.0,,0.8,58.400000000000006,-9.1400146484375,-0.011271583671430663
26,2016-09-21,1,0.026000000000000002,0.0,GOOGL,801.260009765625,805.9099731445312,796.030029296875,805.030029296875,805.030029296875,1348500,92,80.0,,0.8,73.60000000000001,4.15997314453125,0.005188616332436835
27,2016-09-23,1,0.026000000000000002,0.0,GOOGL,815.1400146484375,817.0,812.72998046875,814.9600219726562,814.9600219726562,1411700,88,80.0,,0.8,70.4,11.09002685546875,0.013760875563057384
28,2016-09-26,2,0.02658139534883721,-0.36252091466815395,GOOGL,809.8200073242188,810.0800170898438,800.4500122070312,802.6500244140625,802.6500244140625,1472700,80,80.0,,0.8,64.0,-6.91998291015625,-0.00846999132210069
29,2016-10-06,9,0.030651162790697677,0.15310586176727914,GOOGL,804.0800170898438,806.9500122070312,800.510009765625,803.0800170898438,803.0800170898438,1099900,73,98.0,,0.98,71.53999999999999,-3.1300048828125,-0.003863821865470518
30,2016-10-10,1,0.026000000000000002,0.0,GOOGL,803.9299926757812,817.3800048828125,802.239990234375,814.1699829101562,814.1699829101562,1496100,60,98.0,,0.98,58.8,10.42999267578125,0.01292520294690247
31,2016-10-13,5,0.02832558139534884,0.0894454382826475,GOOGL,806.0700073242188,806.5599975585938,798.6199951171875,804.0800170898438,804.0800170898438,1369000,78,98.0,,0.98,76.44,-10.82000732421875,-0.013237425994742869
32,2016-10-18,2,0.02658139534883721,-0.06157635467980305,GOOGL,814.2100219726562,828.8099975585938,813.3300170898438,821.489990234375,821.489990234375,2289300,74,98.0,,0.98,72.52,22.25,0.02758629248580302
33,2016-10-19,2,0.02658139534883721,0.0,GOOGL,822.8800048828125,829.7999877929688,822.8800048828125,826.8400268554688,826.8400268554688,1500100,70,98.0,,0.98,68.6,0.989990234375,0.0011944718781038421
34,2016-10-26,1,0.026000000000000002,-0.08210180623973728,GOOGL,827.1199951171875,827.7100219726562,816.3499755859375,822.0999755859375,822.0999755859375,1794900,70,98.0,,0.98,68.6,-2.0899658203125,-0.0025186380465865854
35,2016-10-27,1,0.026000000000000002,0.0,GOOGL,823.010009765625,826.5800170898438,814.6099853515625,817.3499755859375,817.3499755859375,2973500,100,98.0,,0.98,98.0,-1.1300048828125,-0.0013652183165783205
36,2016-10-31,6,0.028906976744186047,0.11180679785330949,GOOGL,822.4299926757812,822.6300048828125,808.0,809.9000244140625,809.9000244140625,2242700,67,98.0,,0.98,65.66,-3.95001220703125,-0.004778741471319514
37,2016-11-14,6,0.028906976744186047,0.0,GOOGL,771.760009765625,771.780029296875,743.5900268554688,753.219970703125,753.219970703125,3688300,91,86.0,,0.86,78.26,-50.8499755859375,-0.06181390817756682
38,2016-11-15,2,0.02658139534883721,-0.08045052292839905,GOOGL,765.469970703125,780.239990234375,765.219970703125,775.1599731445312,775.1599731445312,2943900,100,86.0,,0.86,86.0,8.4599609375,0.0109616219860047
39,2016-11-17,18,0.03588372093023256,0.3499562554680664,GOOGL,782.5,788.9000244140625,779.8499755859375,786.1599731445312,786.1599731445312,1533700,87,86.0,,0.86,74.82,8.6600341796875,0.011099192925353885
40,2016-11-18,36,0.04634883720930233,0.2916396629941673,GOOGL,787.1699829101562,791.2899780273438,775.3499755859375,775.969970703125,775.969970703125,1806300,80,86.0,,0.86,68.8,2.38995361328125,0.0030294759022935214
41,2016-11-29,10,0.031232558139534884,0.1749781277340332,GOOGL,788.3800048828125,796.4400024414062,785.3400268554688,789.4400024414062,789.4400024414062,1562000,84,86.0,,0.86,72.24,5.1500244140625,0.006508390801184261
42,2016-12-01,7,0.029488372093023258,-0.055845122859270235,GOOGL,778.5499877929688,778.5999755859375,753.3599853515625,764.3300170898438,764.3300170898438,2867100,82,76.0,False,0.76,62.32,-17.84002685546875,-0.02239971222035808
43,2016-12-02,9,0.030651162790697677,0.039432176656151396,GOOGL,761.9000244140625,770.5,759.0,764.4600219726562,764.4600219726562,1718800,82,76.0,,0.76,62.32,-8.0999755859375,-0.010403256922583148
44,2016-12-08,1,0.026000000000000002,-0.15174506828528067,GOOGL,792.9500122070312,799.0,787.9099731445312,795.1699829101562,795.1699829101562,1612500,93,76.0,,0.76,70.68,28.5,0.036988968202466
45,2016-12-27,7,0.029488372093023258,0.13416815742397126,GOOGL,808.6799926757812,816.0,805.7999877929688,809.9299926757812,809.9299926757812,976000,48,76.0,,0.76,36.48,17.0,0.02127659574468077
46,2017-01-04,-9,0.02018604651162791,-0.3154574132492113,GOOGL,809.8900146484375,813.4299926757812,804.1099853515625,807.77001953125,807.77001953125,1515300,52,77.0,,0.77,40.04,-2.57000732421875,-0.0031495187796798385
47,2017-01-12,1,0.026000000000000002,0.28801843317972353,GOOGL,828.3800048828125,830.3800048828125,821.010009765625,829.530029296875,829.530029296875,1349500,65,77.0,,0.77,50.05,16.95001220703125,0.020837702518534007
48,2017-01-17,1,0.026000000000000002,-0.1353441608662026,GOOGL,830.0,830.1799926757812,823.2000122070312,827.4600219726562,827.4600219726562,1440900,61,77.0,,0.77,46.97,-0.20001220703125,-0.00024086828422542617
49,2017-01-18,14,0.03355813953488372,0.2906976744186045,GOOGL,829.7999877929688,829.8099975585938,824.0800170898438,829.02001953125,829.02001953125,1027700,67,77.0,,0.77,51.59,-0.3699951171875,-0.00044568059993221887
50,2017-01-19,4,0.02774418604651163,-0.17325017325017322,GOOGL,829.0,833.0,823.9600219726562,824.3699951171875,824.3699951171875,1070500,67,77.0,,0.77,51.59,3.19000244140625,0.0038442564572511717
51,2017-01-23,2,0.02658139534883721,-0.4192073170731707,GOOGL,831.6099853515625,845.5399780273438,828.7000122070312,844.4299926757812,844.4299926757812,2457400,67,77.0,,0.77,51.59,12.53997802734375,0.015053995230904782
52,2017-01-25,15,0.03413953488372093,0.284339457567804,GOOGL,853.5499877929688,858.7899780273438,849.739990234375,858.4500122070312,858.4500122070312,1655400,71,77.0,,0.77,54.67,13.25,0.015670459522106217
53,2017-01-26,5,0.02832558139534884,-0.17029972752043587,GOOGL,859.0499877929688,861.0,850.52001953125,856.97998046875,856.97998046875,3493300,100,77.0,,0.77,77.0,2.21002197265625,0.0025734137905668586
54,2017-01-27,4,0.02774418604651163,-0.02052545155993435,GOOGL,859.0,867.0,841.9000244140625,845.030029296875,845.030029296875,3752500,95,77.0,,0.77,73.15,6.0,0.006968641114982521
55,2017-01-30,2,0.02658139534883721,-0.5505308690523004,GOOGL,837.0599975585938,837.22998046875,821.030029296875,823.8300170898438,823.8300170898438,3516900,68,77.0,,0.77,52.36,-29.77001953125,-0.03433681606833905
56,2017-02-01,1,0.026000000000000002,-0.021872265966754068,GOOGL,824.0,824.0,812.25,815.239990234375,815.239990234375,2251000,88,84.0,False,0.84,73.92,-13.22998046875,-0.015802086376962676
57,2017-02-02,3,0.02716279069767442,0.04472271914132375,GOOGL,815.0,824.5599975585938,812.0499877929688,818.260009765625,818.260009765625,1689200,87,84.0,,0.84,73.08,0.55999755859375,0.0006796086876137419
58,2017-02-03,1,0.026000000000000002,-0.042808219178082196,GOOGL,823.1300048828125,826.1300048828125,819.3499755859375,820.1300048828125,820.1300048828125,1528100,100,84.0,,0.84,84.0,1.57000732421875,0.0019040546823363425
59,2017-02-07,2,0.02658139534883721,0.022361359570661765,GOOGL,825.5,831.9199829101562,823.2899780273438,829.22998046875,829.22998046875,1666600,86,84.0,,0.84,72.24,5.78997802734375,0.00700855554588542
60,2017-02-09,3,0.02716279069767442,0.02187226596675429,GOOGL,831.72998046875,831.97998046875,826.5,830.0599975585938,830.0599975585938,1194200,72,84.0,,0.84,60.48,0.05999755859375,7.211938627071923e-05
61,2017-02-14,2,0.02658139534883721,-0.021404109589041154,GOOGL,839.77001953125,842.0,835.8300170898438,840.030029296875,840.030029296875,1363300,89,84.0,,0.84,74.75999999999999,10.02001953125,0.01204358249774784
62,2017-02-16,2,0.02658139534883721,0.0,GOOGL,838.5,842.6900024414062,837.260009765625,842.1699829101562,842.1699829101562,1005100,81,84.0,,0.84,68.03999999999999,0.69000244140625,0.0008194803342116419
63,2017-02-21,1,0.026000000000000002,-0.021872265966754068,GOOGL,847.989990234375,852.2000122070312,846.5499877929688,849.27001953125,849.27001953125,1260300,87,84.0,,0.84,73.08,9.510009765625,0.011285300333542692
64,2017-02-24,7,0.029488372093023258,0.13416815742397126,GOOGL,847.6500244140625,848.3599853515625,842.9600219726562,847.8099975585938,847.8099975585938,1346200,78,84.0,,0.84,65.52,-3.84002685546875,-0.0045060159592392734
65,2017-02-27,4,0.02774418604651163,-0.059148264984227206,GOOGL,844.9500122070312,850.6699829101562,843.010009765625,849.6699829101562,849.6699829101562,1010300,74,84.0,,0.84,62.16,2.30999755859375,0.002722897824602777
66,2017-02-28,1,0.026000000000000002,-0.0628667225481978,GOOGL,847.3499755859375,848.8300170898438,841.4400024414062,844.9299926757812,844.9299926757812,1383100,90,84.0,,0.84,75.6,-1.8399658203125,-0.002162960792407298
67,2017-03-01,0,0.02541860465116279,-0.022361359570661987,GOOGL,851.3800048828125,858.0,849.02001953125,856.75,856.75,1818700,95,86.0,False,0.86,81.7,9.16998291015625,0.01080308510011796
68,2017-03-03,6,0.028906976744186047,0.13723696248856365,GOOGL,848.9400024414062,850.8200073242188,844.7100219726562,849.0800170898438,849.0800170898438,1005000,94,86.0,,0.86,80.84,-7.17999267578125,-0.008368289831912845
69,2017-03-06,3,0.02716279069767442,-0.06033789219629926,GOOGL,846.8599853515625,848.9400024414062,841.1699829101562,847.27001953125,847.27001953125,1047900,86,86.0,,0.86,73.96,-1.8800048828125,-0.0022096387797990724
70,2017-03-08,11,0.03181395348837209,0.17123287671232856,GOOGL,853.1199951171875,856.9299926757812,851.25,853.6400146484375,853.6400146484375,1028800,92,86.0,,0.86,79.12,7.989990234375,0.009411725459275377
71,2017-03-16,5,0.02832558139534884,-0.10964912280701744,GOOGL,870.530029296875,872.7100219726562,867.52001953125,870.0,870.0,1104500,93,86.0,,0.86,79.98,15.780029296875,0.01841460729785127
72,2017-03-17,2,0.02658139534883721,-0.06157635467980305,GOOGL,873.6799926757812,874.4199829101562,868.3699951171875,872.3699951171875,872.3699951171875,1868300,86,86.0,,0.86,73.96,1.7099609375,0.0019593689707320117
73,2017-03-23,1,0.026000000000000002,-0.021872265966754068,GOOGL,841.3900146484375,841.6900024414062,833.0,839.6500244140625,839.6500244140625,3287700,97,86.0,,0.86,83.42,-32.72998046875,-0.0374305037721363
74,2017-03-24,3,0.02716279069767442,0.04472271914132375,GOOGL,842.0,844.0,829.0999755859375,835.1400146484375,835.1400146484375,2105700,84,86.0,,0.86,72.24,2.30999755859375,0.0027444754623358047
75,2017-03-27,1,0.026000000000000002,0.0,GOOGL,828.0900268554688,841.3800048828125,824.2999877929688,838.510009765625,838.510009765625,1934600,97,86.0,,0.86,83.42,-2.6199951171875,-0.0031042596175206993
76,2017-03-29,1,0.026000000000000002,0.0,GOOGL,842.75,851.5900268554688,841.3800048828125,849.8699951171875,849.8699951171875,1457300,83,86.0,,0.86,71.38,10.21002197265625,0.012134852163593113
77,2017-03-31,1,0.026000000000000002,0.0,GOOGL,846.8300170898438,849.5599975585938,845.239990234375,847.7999877929688,847.7999877929688,1441000,73,86.0,,0.86,62.78,-2.030029296875,-0.0023838105577292934
78,2017-04-05,1,0.026000000000000002,0.0,GOOGL,854.7100219726562,860.5900268554688,847.52001953125,848.9099731445312,848.9099731445312,1855200,64,75.0,,0.75,48.0,11.030029296875,0.012983225821098454
79,2017-04-06,1,0.026000000000000002,0.0,GOOGL,849.5,853.5900268554688,844.0,845.0999755859375,845.0999755859375,1533600,73,75.0,,0.75,54.75,-7.0,-0.008133954358706008
80,2017-04-07,2,0.02658139534883721,0.022361359570661765,GOOGL,845.0,845.8800048828125,837.2999877929688,842.0999755859375,842.0999755859375,1111600,59,75.0,,0.75,44.25,-7.71002197265625,-0.009032464918854677
81,2017-04-10,7,0.029488372093023258,0.10936132983377078,GOOGL,841.5399780273438,846.739990234375,840.7899780273438,841.7000122070312,841.7000122070312,1046200,57,75.0,,0.75,42.75,0.8599853515625,0.0010166753518208171
82,2017-04-20,10,0.031232558139534884,0.03866976024748636,GOOGL,859.739990234375,863.9299926757812,857.5,860.0800170898438,860.0800170898438,1188800,67,75.0,,0.75,50.25,17.19000244140625,0.02030139433552458
83,2017-04-21,41,0.049255813953488374,0.5770662695457931,GOOGL,860.6199951171875,862.4400024414062,857.72998046875,858.9500122070312,858.9500122070312,1172900,57,75.0,,0.75,42.75,-1.489990234375,-0.0017246654786925442
84,2017-04-25,28,0.041697674418604655,0.36039453717754166,GOOGL,882.260009765625,892.25,879.280029296875,888.8400268554688,888.8400268554688,2038000,71,75.0,,0.75,53.25,29.80999755859375,0.03456472041441394
85,2017-04-26,2,0.02658139534883721,-0.36252091466815395,GOOGL,891.3900146484375,892.989990234375,885.1500244140625,889.1400146484375,889.1400146484375,1323300,68,75.0,,0.75,51.0,0.739990234375,0.0008293530225553791
86,2017-04-27,4,0.02774418604651163,0.04374453193350836,GOOGL,890.0,893.3800048828125,887.1799926757812,891.4400024414062,891.4400024414062,2342300,100,75.0,,0.75,75.0,0.3900146484375,0.0004367514224152824
87,2017-04-28,20,0.03704651162790698,0.3352891869237218,GOOGL,929.0,935.9000244140624,923.219970703125,924.52001953125,924.52001953125,3845900,96,75.0,,0.75,72.0,42.520019531249886,0.04759455024609305
88,2017-05-03,32,0.04402325581395349,0.18832391713747643,GOOGL,936.0499877929688,950.2000122070312,935.2100219726562,948.4500122070312,948.4500122070312,1824800,90,84.0,,0.84,75.6,14.299987792968864,0.015279396751722185
89,2017-05-08,22,0.038209302325581396,-0.13206550449022725,GOOGL,947.4500122070312,960.989990234375,947.4000244140624,958.6900024414062,958.6900024414062,1876700,80,84.0,,0.84,67.2,10.78997802734375,0.011355480834273957
90,2017-05-10,4,0.02774418604651163,-0.2738892270237371,GOOGL,956.219970703125,956.7100219726562,949.8400268554688,954.8400268554688,954.8400268554688,1146000,81,84.0,,0.84,68.03999999999999,-4.27996826171875,-0.004453707432139797
91,2017-05-19,4,0.02774418604651163,0.0,GOOGL,952.8200073242188,959.5599975585938,952.0,954.6500244140624,954.6500244140624,1360300,70,84.0,,0.84,58.8,2.8499755859375,0.002978933554036667
92,2017-05-22,1,0.026000000000000002,-0.3764640267707753,GOOGL,957.0,964.8200073242188,956.5599975585938,964.0700073242188,964.0700073242188,1387400,82,84.0,,0.84,68.88,5.260009765625,0.005481689294059899
93,2017-05-24,3,0.02716279069767442,0.04472271914132375,GOOGL,975.260009765625,978.1199951171876,971.6300048828124,977.6099853515624,977.6099853515624,1133000,89,84.0,,0.84,74.75999999999999,13.299987792968864,0.013784941949798846
94,2017-05-25,13,0.032976744186046514,0.21404109589041087,GOOGL,979.0,995.780029296875,977.8200073242188,991.8599853515624,991.8599853515624,1954100,100,84.0,,0.84,84.0,17.660034179687386,0.018055079405233432
95,2017-05-26,2,0.02658139534883721,-0.19393511988716505,GOOGL,992.0,996.3900146484376,987.3599853515624,993.27001953125,993.27001953125,1636400,80,84.0,,0.84,67.2,0.6099853515626137,0.0006125703806223459
96,2017-05-30,3,0.02716279069767442,0.02187226596675429,GOOGL,992.5,997.6199951171876,991.3599853515624,996.1699829101562,996.1699829101562,1516200,81,84.0,,0.84,68.03999999999999,1.22998046875,0.0012344367673977619
97,2017-06-01,1,0.026000000000000002,-0.042808219178082196,GOOGL,990.9600219726562,993.1400146484376,981.2899780273438,988.2899780273438,988.2899780273438,1306400,94,63.0,False,0.63,59.22,-4.47998046875,-0.004490668281186272
98,2017-06-05,2,0.02658139534883721,0.022361359570661765,GOOGL,997.8900146484376,1007.4000244140624,995.4500122070312,1003.8800048828124,1003.8800048828124,1378900,96,63.0,,0.63,60.48,14.260009765624773,0.01435850892653101
99,2017-06-07,4,0.02774418604651163,0.04374453193350836,GOOGL,999.0900268554688,1003.9099731445312,995.8699951171876,1001.5,1001.5,1374100,83,63.0,,0.63,52.29,-3.4900512695311363,-0.0034644145175209973
100,2017-06-08,2,0.02658139534883721,-0.04191114836546517,GOOGL,1004.22998046875,1005.5999755859376,996.6199951171876,1004.280029296875,1004.280029296875,1687900,86,63.0,,0.63,54.18,1.6900024414063637,0.0016834203131907977
101,2017-06-09,2,0.02658139534883721,0.0,GOOGL,1005.489990234375,1005.5,953.3699951171876,970.1199951171876,970.1199951171876,3647900,91,63.0,,0.63,57.33,-0.09997558593761369,-9.941884284492275e-05
102,2017-06-12,37,0.04693023255813954,0.8050089445438282,GOOGL,958.719970703125,968.0,936.7999877929688,961.8099975585938,961.8099975585938,4202100,92,63.0,,0.63,57.96,-37.5,-0.037294878170064605
103,2017-06-13,3,0.02716279069767442,-0.421209117938553,GOOGL,972.0399780273438,977.9099731445312,962.010009765625,970.5,970.5,2005400,78,63.0,,0.63,49.14,9.90997314453125,0.010237575562532353
104,2017-06-14,22,0.038209302325581396,0.4066780821917808,GOOGL,975.5,979.7000122070312,959.510009765625,967.9299926757812,967.9299926757812,1505500,81,63.0,,0.63,51.03,1.7900390625,0.0018304742886954273
105,2017-06-19,8,0.030069767441860466,0.13123359580052485,GOOGL,969.6500244140624,979.2999877929688,968.2000122070312,975.219970703125,975.219970703125,1468800,67,63.0,,0.63,42.21,-0.4000244140625,-0.0004083131663552564
106,2017-06-21,5,0.02832558139534884,-0.058004640371229654,GOOGL,970.7899780273438,979.5499877929688,969.4500122070312,978.5900268554688,978.5900268554688,1161600,66,63.0,,0.63,41.58,0.25,0.0002552843899890078
107,2017-06-22,1,0.026000000000000002,-0.08210180623973728,GOOGL,976.8699951171876,980.5,973.3099975585938,976.6199951171876,976.6199951171876,1009500,66,63.0,,0.63,41.58,0.95001220703125,0.0009698455605842149
108,2017-06-27,1,0.026000000000000002,-0.021872265966754068,GOOGL,961.5999755859376,967.219970703125,947.0900268554688,948.0900268554688,948.0900268554688,2443600,91,63.0,,0.63,57.33,-13.280029296875,-0.013544140027409446
109,2017-06-28,2,0.02658139534883721,0.022361359570661765,GOOGL,950.6599731445312,963.239990234375,936.1599731445312,961.010009765625,961.010009765625,2745600,79,63.0,,0.63,49.77,-3.97998046875,-0.0041148658932845805
110,2017-07-03,9,0.030651162790697677,0.15310586176727914,GOOGL,933.219970703125,934.239990234375,915.3099975585938,919.4600219726562,919.4600219726562,1694800,59,54.0,,0.54,31.860000000000003,-29.0,-0.03010672344795795
111,2017-07-10,1,0.026000000000000002,-0.5015604101649576,GOOGL,941.9500122070312,953.1300048828124,941.9500122070312,951.0,951.0,1451500,55,54.0,,0.54,29.700000000000003,18.890014648437386,0.020219659665498213
112,2017-07-11,2,0.02658139534883721,0.022361359570661765,GOOGL,950.52001953125,954.8900146484376,945.1199951171876,953.530029296875,953.530029296875,1461200,50,54.0,,0.54,27.0,1.7600097656252274,0.0018465579266300214
113,2017-07-12,3,0.02716279069767442,0.02187226596675429,GOOGL,960.8599853515624,969.6300048828124,957.0399780273438,967.6599731445312,967.6599731445312,1602100,59,54.0,,0.54,31.860000000000003,14.739990234374773,0.015436322516998668
114,2017-07-13,1,0.026000000000000002,-0.042808219178082196,GOOGL,970.7999877929688,978.7000122070312,964.7999877929688,968.8499755859376,968.8499755859376,1524600,47,54.0,,0.54,25.380000000000003,9.070007324218864,0.009354091022910405
115,2017-07-14,11,0.03181395348837209,0.22361359570661876,GOOGL,974.0,977.5399780273438,970.1500244140624,976.9099731445312,976.9099731445312,1079600,44,54.0,,0.54,23.76,-1.1600341796875,-0.0011852806429127893
116,2017-07-17,6,0.028906976744186047,-0.3840436075322101,GOOGL,976.3200073242188,983.3499755859376,970.7999877929688,975.9600219726562,975.9600219726562,1660500,46,54.0,,0.54,24.840000000000003,5.809997558593864,0.005943488439540179
117,2017-07-18,3,0.02716279069767442,-0.06033789219629926,GOOGL,973.3599853515624,990.8499755859376,972.0399780273438,986.9500122070312,986.9500122070312,1413300,48,54.0,,0.54,25.92,7.5,0.007626989562420139
118,2017-07-20,0,0.02541860465116279,-0.06421232876712335,GOOGL,997.0,998.6799926757812,984.6199951171876,992.1900024414062,992.1900024414062,1418400,51,54.0,,0.54,27.540000000000003,7.830017089843636,0.007902323543191647
119,2017-07-21,6,0.028906976744186047,0.13723696248856365,GOOGL,989.0,995.1099853515624,984.1699829101562,993.8400268554688,993.8400268554688,1463300,48,54.0,,0.54,25.92,-3.5700073242188637,-0.0035747259887060068
120,2017-07-24,8,0.030069767441860466,-0.22482014388489202,GOOGL,994.0999755859376,1006.1900024414062,990.27001953125,998.3099975585938,998.3099975585938,3984500,100,54.0,,0.54,54.0,11.080017089843864,0.011134464785748754
121,2017-07-25,4,0.02774418604651163,-0.07733952049497295,GOOGL,970.7000122070312,976.72998046875,963.7999877929688,969.030029296875,969.030029296875,5933600,94,54.0,,0.54,50.760000000000005,-29.46002197265625,-0.02927878621450708
122,2017-07-26,8,0.030069767441860466,0.08382229673093033,GOOGL,972.780029296875,973.9500122070312,960.22998046875,965.3099975585938,965.3099975585938,2221600,60,54.0,,0.54,32.400000000000006,-2.77996826171875,-0.002846199376806857
123,2017-07-27,1,0.026000000000000002,-0.1353441608662026,GOOGL,969.1799926757812,969.52001953125,937.0599975585938,952.510009765625,952.510009765625,3717900,76,54.0,,0.54,41.040000000000006,-4.42999267578125,-0.004548480538280053
124,2017-07-28,1,0.026000000000000002,0.0,GOOGL,947.989990234375,961.7899780273438,945.3099975585938,958.3300170898438,958.3300170898438,1813800,63,54.0,,0.54,34.02,-7.73004150390625,-0.007973060223803952
125,2017-07-31,1,0.026000000000000002,0.0,GOOGL,960.0,961.1900024414062,941.72998046875,945.5,945.5,2283500,61,54.0,,0.54,32.940000000000005,-0.5999755859375,-0.0006238114345588075
