,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,SD_unscaled,SD_monthly,isPartial,scale,SD,Stock_Price_Change,Stock_Price_Change_Percent
24,2017-07-07,3,0.02140816326530612,-0.38857586943850797,SD,17.559999465942383,17.780000686645508,17.170000076293945,17.399999618530273,17.399999618530273,154100,90,92.0,,0.92,82.8,-0.18999862670898438,-0.010573101500776727
25,2017-07-10,7,0.04861904761904762,1.2710517953606608,SD,17.229999542236328,18.11000061035156,17.03499984741211,17.950000762939453,17.950000762939453,115200,95,92.0,,0.92,87.4,0.32999992370605113,0.018560174969729504
26,2017-07-19,3,0.02140816326530612,-0.5596753882748007,SD,18.899999618530277,19.38999938964844,18.65999984741211,19.350000381469727,19.350000381469727,125500,100,92.0,,0.92,92.0,1.279998779296882,0.0706791129849682
27,2017-07-25,3,0.02140816326530612,0.0,SD,19.670000076293945,20.6200008392334,19.670000076293945,19.950000762939453,19.950000762939453,320800,92,92.0,,0.92,84.64,1.2300014495849574,0.06343483694185204
28,2017-07-26,1,0.007802721088435374,-0.6355258976803304,SD,19.979999542236328,20.26000022888184,19.56999969482422,19.59000015258789,19.59000015258789,234900,92,92.0,,0.92,84.64,-0.36000061035155895,-0.017458806774953706
29,2017-07-27,2,0.014605442176870747,0.8718395815170008,SD,19.600000381469727,19.959999084472656,19.559999465942383,19.690000534057617,19.690000534057617,149200,90,92.0,,0.92,82.8,-0.30000114440918324,-0.01480755878677209
30,2017-08-11,1,0.007802721088435374,0.0,SD,17.850000381469727,18.459999084472656,17.790000915527344,17.940000534057617,17.940000534057617,79700,91,90.0,,0.9,81.9,-1.5,-0.07515030404820433
31,2017-08-14,1,0.007802721088435374,0.0,SD,17.940000534057617,18.239999771118164,17.649999618530273,17.729999542236328,17.729999542236328,106100,97,90.0,,0.9,87.3,-0.2199993133544922,-0.011917623199642624
32,2017-08-30,2,0.014605442176870747,0.8718395815170008,SD,16.8799991607666,17.18000030517578,16.81999969482422,17.079999923706055,17.079999923706055,73100,85,90.0,,0.9,76.5,-1.0599994659423828,-0.058114006537479335
33,2017-09-05,1,0.007802721088435374,-0.46576618537494174,SD,17.690000534057617,18.21999931335449,17.5,18.209999084472656,18.209999084472656,230200,90,77.0,,0.77,69.3,1.0399990081787074,0.06053544759631868
34,2017-09-20,1,0.007802721088435374,0.0,SD,19.200000762939453,19.38500022888184,18.989999771118164,19.200000762939453,19.200000762939453,155400,89,77.0,,0.77,68.53,1.1650009155273509,0.0639407771367726
35,2017-09-21,2,0.014605442176870747,0.8718395815170008,SD,19.229999542236328,19.530000686645508,19.15900039672852,19.3700008392334,19.3700008392334,141800,86,77.0,,0.77,66.22,0.14500045776366832,0.007480033843261458
36,2017-09-29,1,0.007802721088435374,-0.46576618537494174,SD,19.93000030517578,20.229999542236328,19.899999618530277,20.09000015258789,20.09000015258789,180900,86,77.0,,0.77,66.22,0.6999988555908203,0.035842234049150656
37,2017-11-27,1,0.007802721088435374,0.0,SD,18.809999465942383,18.8700008392334,18.309999465942383,18.3700008392334,18.3700008392334,741000,84,75.0,,0.75,63.0,-1.3599987030029297,-0.06722682816494951
38,2018-01-22,1,0.007802721088435374,0.0,SD,19.020000457763672,19.399999618530277,19.01000022888184,19.309999465942383,19.309999465942383,320000,94,76.0,,0.76,71.44,0.5299987792968786,0.02808684450055443
39,2018-01-31,1,0.007802721088435374,0.0,SD,18.280000686645508,18.43000030517578,17.850000381469727,17.889999389648438,17.889999389648438,323700,90,76.0,,0.76,68.4,-0.9699993133544957,-0.049999965589070605
40,2018-02-08,2,0.014605442176870747,0.8718395815170008,SD,16.729999542236328,16.959999084472656,16.010000228881836,16.100000381469727,16.100000381469727,685800,85,75.0,,0.75,63.75,-1.470001220703125,-0.07976132373097666
41,2018-02-09,2,0.014605442176870747,0.0,SD,16.239999771118164,16.3700008392334,15.609999656677246,16.100000381469727,16.100000381469727,821800,91,75.0,,0.75,68.25,-0.5899982452392578,-0.03478763426228115
42,2018-02-12,1,0.007802721088435374,-0.46576618537494174,SD,16.219999313354492,16.649999618530273,15.720000267028809,15.829999923706056,15.829999923706056,660800,89,75.0,,0.75,66.75,0.279998779296875,0.017104383930501177
43,2018-03-06,1,0.007802721088435374,0.0,SD,15.279999732971191,15.479999542236328,14.875,14.9399995803833,14.9399995803833,345400,95,77.0,,0.77,73.15,-1.1700000762939453,-0.0702702764624582
44,2018-03-14,1,0.007802721088435374,0.0,SD,14.739999771118164,14.81999969482422,14.359999656677246,14.449999809265137,14.449999809265137,216500,89,77.0,,0.77,68.53,-0.6599998474121076,-0.0426356503184212
45,2018-03-15,1,0.007802721088435374,0.0,SD,14.529999732971191,14.68000030517578,13.979999542236328,14.050000190734863,14.050000190734863,266000,89,77.0,,0.77,68.53,-0.13999938964844105,-0.009446652667431166
46,2018-03-26,1,0.007802721088435374,0.0,SD,14.619999885559082,14.619999885559082,14.0,14.529999732971191,14.529999732971191,314500,96,77.0,,0.77,73.92,-0.06000041961669744,-0.00408722195976674
47,2018-03-27,1,0.007802721088435374,0.0,SD,14.5600004196167,14.5600004196167,13.8100004196167,13.9399995803833,13.9399995803833,294900,89,77.0,,0.77,68.53,-0.05999946594238281,-0.004103930671138234
48,2018-03-28,1,0.007802721088435374,0.0,SD,13.949999809265137,14.300000190734863,13.859999656677246,14.100000381469728,14.100000381469728,289500,92,77.0,,0.77,70.84,-0.26000022888183594,-0.01785715806240895
49,2018-03-29,1,0.007802721088435374,0.0,SD,14.18000030517578,14.59000015258789,14.119999885559082,14.510000228881836,14.510000228881836,216900,95,77.0,,0.77,73.15,0.28999996185302734,0.02027971734160694
50,2018-04-04,1,0.007802721088435374,0.0,SD,13.18000030517578,13.350000381469728,13.015000343322754,13.34000015258789,13.34000015258789,346100,90,76.0,,0.76,68.4,-1.2399997711181623,-0.08498970240916814
51,2018-04-17,5,0.035013605442176875,3.487358326068004,SD,14.630000114440918,14.720000267028809,14.31999969482422,14.31999969482422,14.31999969482422,183600,88,76.0,,0.76,66.88,1.3699998855590803,0.10262171134172315
52,2018-04-20,1,0.007802721088435374,-0.7771517388770157,SD,14.720000267028809,14.789999961853027,14.5,14.630000114440918,14.630000114440918,314700,87,76.0,,0.76,66.12,0.06999969482421875,0.004755413964292465
53,2018-04-23,2,0.014605442176870747,0.8718395815170008,SD,14.550000190734863,14.9399995803833,14.399999618530272,14.850000381469728,14.850000381469728,279100,89,76.0,,0.76,67.64,0.14999961853027344,0.010141962063364263
54,2018-04-24,2,0.014605442176870747,0.0,SD,14.899999618530272,15.010000228881836,14.65999984741211,14.9399995803833,14.9399995803833,337100,87,76.0,,0.76,66.12,0.07000064849853516,0.00468545183832858
55,2018-04-27,1,0.007802721088435374,-0.46576618537494174,SD,14.8100004196167,14.901000022888184,14.31999969482422,14.34000015258789,14.34000015258789,217800,83,76.0,,0.76,63.08,-0.10900020599365234,-0.007261839062728148
56,2018-05-08,1,0.007802721088435374,0.0,SD,15.399999618530272,15.399999618530272,13.65999984741211,14.140000343322754,14.140000343322754,996200,90,77.0,,0.77,69.3,0.49899959564208807,0.033487658202510984
57,2018-05-31,1,0.007802721088435374,0.0,SD,14.539999961853027,15.109999656677246,14.489999771118164,14.539999961853027,14.539999961853027,509400,100,77.0,,0.77,77.0,-0.28999996185302557,-0.018831166820554968
58,2018-06-05,2,0.014605442176870747,0.8718395815170008,SD,14.359999656677246,14.850000381469728,14.210000038146973,14.829999923706056,14.829999923706056,275100,91,86.0,,0.86,78.26,-0.25999927520751775,-0.017207100007617937
59,2018-06-13,1,0.007802721088435374,-0.46576618537494174,SD,15.359999656677246,15.520000457763672,15.170000076293944,15.380000114440918,15.380000114440918,212100,94,86.0,,0.86,80.84,0.6700000762939435,0.045117849096488305
60,2018-06-19,1,0.007802721088435374,0.0,SD,16.0,17.06999969482422,15.699999809265137,17.020000457763672,17.020000457763672,1501500,95,86.0,,0.86,81.7,1.5499992370605469,0.09987108191644278
61,2018-06-21,1,0.007802721088435374,0.0,SD,17.360000610351562,17.399999618530273,16.510000228881836,16.81999969482422,16.81999969482422,616100,89,86.0,,0.86,76.53999999999999,0.3299999237060547,0.019332157563313412
62,2018-06-22,2,0.014605442176870747,0.8718395815170008,SD,17.059999465942383,17.5,16.940000534057617,17.260000228881836,17.260000228881836,1011400,92,86.0,,0.86,79.12,0.10000038146972656,0.005747148486326958
63,2018-06-26,1,0.007802721088435374,-0.46576618537494174,SD,17.440000534057617,17.790000915527344,17.1299991607666,17.729999542236328,17.729999542236328,322100,94,86.0,,0.86,80.84,0.29000091552734375,0.01657148088727678
64,2018-06-29,1,0.007802721088435374,0.0,SD,17.3700008392334,17.899999618530273,17.31999969482422,17.739999771118164,17.739999771118164,357900,94,86.0,,0.86,80.84,0.10999870300292969,0.00618317579213401
65,2018-07-10,5,0.035013605442176875,3.487358326068004,SD,18.11000061035156,18.270000457763672,17.920000076293945,17.989999771118164,17.989999771118164,207600,90,91.0,,0.91,81.9,0.37000083923339844,0.020670438386510837
66,2018-07-16,62,0.4227687074829932,11.074412278997473,SD,17.329999923706055,17.3799991607666,16.93000030517578,17.25,17.25,134500,97,91.0,,0.91,88.27,-0.8900012969970703,-0.048713808138897585
67,2018-07-18,1,0.007802721088435374,-0.9815437591516888,SD,17.0,17.520000457763672,16.989999771118164,17.40999984741211,17.40999984741211,141600,100,91.0,,0.91,91.0,0.1400012969970703,0.008055310918144709
68,2018-07-20,1,0.007802721088435374,0.0,SD,17.540000915527344,17.540000915527344,17.1299991607666,17.200000762939453,17.200000762939453,137500,96,91.0,,0.91,87.36,0.020000457763671875,0.0011415786096518055
69,2018-07-26,1,0.007802721088435374,0.0,SD,17.040000915527344,17.139999389648438,16.75,16.799999237060547,16.799999237060547,143700,90,91.0,,0.91,81.9,-0.40000152587890625,-0.022805102907651698
70,2018-08-02,2,0.014605442176870747,0.8718395815170008,SD,16.149999618530273,16.3799991607666,15.960000038146973,16.239999771118164,16.239999771118164,165500,92,86.0,,0.86,79.12,-0.7600002288818359,-0.04434073838653885
71,2018-08-13,1,0.007802721088435374,0.0,SD,16.479999542236328,16.600000381469727,16.329999923706055,16.389999389648438,16.389999389648438,175500,100,86.0,,0.86,86.0,0.220001220703125,0.013431088643159006
72,2018-08-16,1,0.007802721088435374,0.0,SD,15.529999732971191,16.059999465942383,15.43000030517578,15.949999809265137,15.949999809265137,219600,89,86.0,,0.86,76.53999999999999,-0.5400009155273438,-0.03253017488663057
73,2018-08-17,1,0.007802721088435374,0.0,SD,15.960000038146973,16.299999237060547,15.859999656677246,16.1299991607666,16.1299991607666,325800,90,86.0,,0.86,77.4,0.23999977111816406,0.014943946394713192
74,2018-09-11,1,0.007802721088435374,0.0,SD,13.15999984741211,13.15999984741211,11.479999542236328,11.670000076293944,11.670000076293944,2125800,91,76.0,,0.76,69.16,-3.1399993896484375,-0.19263800838156897
75,2018-09-13,1,0.007802721088435374,0.0,SD,11.779999732971191,11.809000015258787,11.199999809265137,11.34000015258789,11.34000015258789,602100,92,76.0,,0.76,69.92,-1.350999832153322,-0.10265956290409795
76,2018-10-05,1,0.007802721088435374,0.0,SD,11.619999885559082,11.619999885559082,11.260000228881836,11.369999885559082,11.369999885559082,208100,99,72.0,,0.72,71.28,-0.18900012969970525,-0.016004753108264214
77,2018-10-11,1,0.007802721088435374,0.0,SD,11.09000015258789,11.380000114440918,10.84000015258789,10.899999618530272,10.899999618530272,318100,92,72.0,,0.72,66.24,-0.23999977111816406,-0.020654025256611863
78,2018-10-22,1,0.007802721088435374,0.0,SD,10.369999885559082,10.460000038146973,10.020000457763672,10.18000030517578,10.18000030517578,229900,96,72.0,,0.72,69.12,-0.9200000762939453,-0.0808435911284825
79,2018-10-26,1,0.007802721088435374,0.0,SD,9.380000114440918,9.59000015258789,9.25,9.279999732971191,9.279999732971191,242900,91,72.0,,0.72,65.52,-0.869999885559082,-0.08317398493176353
80,2018-10-29,2,0.014605442176870747,0.8718395815170008,SD,9.31999969482422,9.600000381469728,9.029999732971191,9.079999923706056,9.079999923706056,287700,94,72.0,,0.72,67.67999999999999,0.010000228881837714,0.0010427767176979241
81,2018-10-30,1,0.007802721088435374,-0.46576618537494174,SD,9.0,9.119999885559082,8.770000457763672,8.850000381469727,8.850000381469727,304500,90,72.0,,0.72,64.8,-0.4800004959106463,-0.05000004967053551
82,2018-11-01,1,0.007802721088435374,0.0,SD,9.010000228881836,9.119999885559082,8.75,8.979999542236328,8.979999542236328,424500,78,71.0,False,0.71,55.38,0.0,0.0
83,2018-11-15,1,0.007802721088435374,0.0,SD,10.029999732971191,10.380000114440918,9.949999809265137,10.239999771118164,10.239999771118164,209200,74,71.0,,0.71,52.54,1.260000228881836,0.13815792156718798
84,2018-11-16,2,0.014605442176870747,0.8718395815170008,SD,10.260000228881836,10.41100025177002,10.010000228881836,10.149999618530272,10.149999618530272,228800,83,71.0,,0.71,58.93,0.031000137329101562,0.002986525721321742
85,2018-11-21,1,0.007802721088435374,0.0,SD,9.65999984741211,10.220000267028809,9.609999656677246,9.920000076293944,9.920000076293944,526300,86,71.0,,0.71,61.06,-0.19099998474121094,-0.018345978303932697
86,2018-12-24,2,0.014605442176870747,0.8718395815170008,SD,7.159999847412109,7.320000171661377,7.03000020980835,7.070000171661377,7.070000171661377,260600,74,73.0,,0.73,54.02,-2.9000000953674316,-0.2837573404692806
87,2019-01-03,11,0.07582993197278912,4.191895668374476,SD,7.960000038146973,8.069999694824219,7.550000190734863,7.849999904632568,7.849999904632568,389000,96,72.0,,0.72,69.12,0.7499995231628418,0.10245894884898865
88,2019-01-04,1,0.007802721088435374,-0.8971023593792051,SD,8.079999923706055,8.369999885559082,7.880000114440918,8.3100004196167,8.3100004196167,328000,93,72.0,,0.72,66.96,0.3000001907348633,0.03717474623044548
89,2019-01-07,1,0.007802721088435374,0.0,SD,8.350000381469727,8.710000038146973,8.081999778747559,8.619999885559082,8.619999885559082,535300,89,72.0,,0.72,64.08,0.3400001525878906,0.040621285213456204
90,2019-01-18,1,0.007802721088435374,0.0,SD,8.949999809265137,8.979000091552734,8.680000305175781,8.859999656677246,8.859999656677246,228700,88,72.0,,0.72,63.36,0.2690000534057617,0.03088404732808603
91,2019-01-22,1,0.007802721088435374,0.0,SD,8.75,8.753000259399414,8.100000381469727,8.170000076293945,8.170000076293945,330700,85,72.0,,0.72,61.2,-0.2259998321533203,-0.025169821789615132
92,2019-01-25,4,0.028210884353741496,2.615518744551003,SD,8.199999809265137,8.399999618530273,8.149999618530273,8.279999732971191,8.279999732971191,377000,80,72.0,,0.72,57.6,-0.3530006408691406,-0.040329102068753064
93,2019-02-11,1,0.007802721088435374,-0.7234145165179648,SD,7.900000095367432,8.199999809265137,7.829999923706055,8.1899995803833,8.1899995803833,125600,88,71.0,,0.71,62.48,-0.19999980926513672,-0.023809502184254927
94,2019-02-14,1,0.007802721088435374,0.0,SD,8.149999618530273,8.289999961853027,8.149999618530273,8.229999542236328,8.229999542236328,216300,89,71.0,,0.71,63.19,0.09000015258789062,0.010975628619673827
95,2019-02-19,1,0.007802721088435374,0.0,SD,8.449999809265137,8.489999771118164,8.239999771118164,8.300000190734863,8.300000190734863,205500,89,71.0,,0.71,63.19,0.19999980926513672,0.024125429455422065
96,2019-02-20,1,0.007802721088435374,0.0,SD,8.3100004196167,8.380000114440918,8.25,8.359999656677246,8.359999656677246,231900,92,71.0,,0.71,65.32,-0.1099996566772461,-0.012956379227647363
97,2019-02-21,1,0.007802721088435374,0.0,SD,8.430000305175781,8.46500015258789,8.069999694824219,8.109999656677246,8.109999656677246,205800,91,71.0,,0.71,64.61,0.08500003814697266,0.010143202504316884
98,2019-02-25,2,0.014605442176870747,-0.3177629488401653,SD,8.170000076293945,8.305000305175781,8.020000457763672,8.140000343322754,8.140000343322754,185600,91,71.0,,0.71,64.61,-0.15999984741210938,-0.018901340168693936
99,2019-02-28,2,0.014605442176870747,0.0,SD,7.949999809265137,7.949999809265137,7.699999809265137,7.769999980926514,7.769999980926514,249800,91,71.0,,0.71,64.61,-0.35500049591064453,-0.042745392277638294
100,2019-03-01,3,0.02140816326530612,0.46576618537494197,SD,7.829999923706055,7.920000076293945,7.559999942779541,7.909999847412109,7.909999847412109,440100,83,74.0,False,0.74,61.42,-0.029999732971191406,-0.003773551407665332
101,2019-03-04,1,0.007802721088435374,-0.6355258976803304,SD,8.010000228881836,8.649999618530273,8.010000228881836,8.300000190734863,8.300000190734863,491700,82,74.0,,0.74,60.68,0.7299995422363281,0.09217165848537734
102,2019-03-06,1,0.007802721088435374,0.0,SD,7.840000152587891,7.980000019073486,7.599999904632568,7.650000095367432,7.650000095367432,393100,83,74.0,,0.74,61.42,-0.6699995994567871,-0.07745660450914882
103,2019-03-07,1,0.007802721088435374,0.0,SD,7.659999847412109,7.729000091552734,7.25,7.420000076293945,7.420000076293945,390800,82,74.0,,0.74,60.68,-0.25099992752075195,-0.03145362492742121
104,2019-03-08,1,0.007802721088435374,0.0,SD,7.300000190734863,7.300000190734863,7.079999923706055,7.130000114440918,7.130000114440918,392500,80,74.0,,0.74,59.2,-0.4289999008178711,-0.05550522651523038
105,2019-03-11,1,0.007802721088435374,0.0,SD,7.21999979019165,7.21999979019165,7.050000190734863,7.179999828338623,7.179999828338623,324000,84,74.0,,0.74,62.16,-0.08000040054321289,-0.010958958692185994
106,2019-03-12,1,0.007802721088435374,0.0,SD,7.28000020980835,7.920000076293945,7.230000019073486,7.860000133514404,7.860000133514404,575300,84,74.0,,0.74,62.16,0.7000002861022949,0.09695295103100188
107,2019-03-19,1,0.007802721088435374,0.0,SD,8.220000267028809,8.234000205993652,8.0,8.020000457763672,8.020000457763672,253000,79,74.0,,0.74,58.46,0.31400012969970703,0.03964648064077281
108,2019-03-21,2,0.014605442176870747,0.8718395815170008,SD,8.25,8.40999984741211,8.140000343322754,8.369999885559082,8.369999885559082,184000,82,74.0,,0.74,60.68,0.17599964141845703,0.021374743382972516
109,2019-03-28,1,0.007802721088435374,-0.46576618537494174,SD,8.029999732971191,8.180000305175781,8.0,8.100000381469727,8.100000381469727,143800,82,74.0,,0.74,60.68,-0.22999954223632812,-0.02734834083345472
110,2019-03-29,1,0.007802721088435374,0.0,SD,8.170000076293945,8.220000267028809,7.909999847412109,8.020000457763672,8.020000457763672,319100,83,74.0,,0.74,61.42,0.039999961853027344,0.00488997070424535
111,2019-04-02,1,0.007802721088435374,0.0,SD,8.149999618530273,8.180000305175781,8.0,8.050000190734863,8.050000190734863,275800,90,73.0,,0.73,65.7,-0.039999961853027344,-0.0048661752498319055
112,2019-04-03,1,0.007802721088435374,0.0,SD,8.119999885559082,8.180000305175781,7.889999866485596,7.909999847412109,7.909999847412109,223400,89,73.0,,0.73,64.97,0.0,0.0
113,2019-04-04,1,0.007802721088435374,0.0,SD,7.900000095367432,8.0600004196167,7.829999923706055,8.029999732971191,8.029999732971191,143400,86,73.0,,0.73,62.78,-0.11999988555908203,-0.014669912112735939
114,2019-04-10,1,0.007802721088435374,0.0,SD,8.239999771118164,8.449999809265137,8.229999542236328,8.329999923706055,8.329999923706055,329200,97,73.0,,0.73,70.81,0.3899993896484375,0.048387018529086445
115,2019-04-12,2,0.014605442176870747,0.8718395815170008,SD,8.40999984741211,8.5600004196167,8.274999618530273,8.390000343322754,8.390000343322754,350300,100,73.0,,0.73,73.0,0.1100006103515625,0.013017824004084577
116,2019-04-16,4,0.028210884353741496,0.9315323707498837,SD,8.289999961853027,8.289999961853027,8.100000381469727,8.229999542236328,8.229999542236328,169900,85,73.0,,0.73,62.05,-0.2700004577636719,-0.03154210800561641
117,2019-04-17,1,0.007802721088435374,-0.7234145165179648,SD,8.279999732971191,8.479999542236328,8.210000038146973,8.25,8.25,195000,92,73.0,,0.73,67.16,0.18999958038330078,0.022919129222870538
118,2019-04-18,2,0.014605442176870747,0.8718395815170008,SD,8.25,8.25,8.010000228881836,8.130000114440918,8.130000114440918,369000,89,73.0,,0.73,64.97,-0.22999954223632812,-0.027122588991988716
119,2019-04-23,1,0.007802721088435374,0.0,SD,8.600000381469727,8.899999618530273,8.550000190734863,8.729999542236328,8.729999542236328,339400,86,73.0,,0.73,62.78,0.6499996185302734,0.07878783254912403
120,2019-05-02,1,0.007802721088435374,0.0,SD,8.210000038146973,8.289999961853027,7.940000057220459,8.09000015258789,8.09000015258789,371500,82,75.0,,0.75,61.5,-0.6099996566772461,-0.06853929020482141
121,2019-05-03,1,0.007802721088435374,0.0,SD,8.199999809265137,8.300000190734863,8.109999656677246,8.180000305175781,8.180000305175781,279700,85,75.0,,0.75,63.75,0.010000228881835938,0.001206300232551527
122,2019-05-06,3,0.02140816326530612,0.46576618537494197,SD,8.0600004196167,8.390000343322754,8.0600004196167,8.350000381469727,8.350000381469727,491800,86,75.0,,0.75,64.5,0.09000015258789062,0.01084339162887682
123,2019-05-16,1,0.007802721088435374,0.0,SD,9.229999542236328,9.345000267028809,9.0,9.029999732971191,9.029999732971191,171200,83,75.0,,0.75,62.25,0.9549999237060547,0.11382596956221813
124,2019-05-20,1,0.007802721088435374,0.0,SD,8.760000228881836,8.930000305175781,8.6899995803833,8.699999809265137,8.699999809265137,235900,95,75.0,,0.75,71.25,-0.41499996185302734,-0.04440876939482141
125,2019-05-21,1,0.007802721088435374,0.0,SD,8.649999618530273,8.8100004196167,8.539999961853027,8.630000114440918,8.630000114440918,236900,91,75.0,,0.75,68.25,-0.11999988555908203,-0.013437836669448977
126,2019-05-28,2,0.014605442176870747,0.8718395815170008,SD,8.0,8.0,7.489999771118164,7.550000190734863,7.550000190734863,546200,100,75.0,,0.75,75.0,-0.8100004196166992,-0.09194101941392874
127,2019-05-29,1,0.007802721088435374,-0.46576618537494174,SD,7.429999828338623,7.429999828338623,7.170000076293945,7.309999942779541,7.309999942779541,384200,88,75.0,,0.75,66.0,-0.570000171661377,-0.07125002145767212
128,2019-06-04,1,0.007802721088435374,-0.6355258976803304,SD,6.96999979019165,7.070000171661377,6.840000152587891,6.920000076293945,6.920000076293945,278700,86,84.0,,0.84,72.24,-0.3599996566772461,-0.04845217563857518
129,2019-06-07,1,0.007802721088435374,0.0,SD,6.400000095367432,6.590000152587891,6.389999866485596,6.460000038146973,6.460000038146973,225000,88,84.0,,0.84,73.92,-0.48000001907348633,-0.0678925045854265
130,2019-06-19,2,0.014605442176870747,0.0,SD,6.199999809265137,6.309999942779541,6.09499979019165,6.210000038146973,6.210000038146973,200600,89,84.0,,0.84,74.75999999999999,-0.2800002098083496,-0.04248864997345925
