,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,AMC_unscaled,AMC_monthly,isPartial,scale,AMC,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-04,1,0.0032360833235259502,0.0,AMC,28.25,28.88999938964844,28.229999542236328,28.76000022888184,21.98529624938965,248100,30,54.0,,0.54,16.200000000000003,,
1,2016-05-05,1,0.0032360833235259502,0.0,AMC,28.940000534057617,29.1299991607666,28.700000762939453,28.8700008392334,22.069385528564453,175100,39,54.0,,0.54,21.06,0.2399997711181605,0.008307365046333448
2,2016-05-09,1,0.0032360833235259502,0.0,AMC,29.149999618530277,29.290000915527344,28.700000762939453,29.149999618530277,22.283424377441406,232200,39,54.0,,0.54,21.06,0.1600017547607422,0.005492679690023428
3,2016-05-16,1,0.0032360833235259502,0.0,AMC,29.309999465942383,29.489999771118164,28.850000381469727,29.32999992370605,22.421030044555664,155400,31,54.0,,0.54,16.740000000000002,0.1999988555908203,0.006828229748698789
4,2016-05-26,0,0.0031183947275509,-0.036367603738589716,AMC,28.489999771118164,28.88999938964844,28.450000762939453,28.530000686645508,21.809478759765625,137100,39,54.0,,0.54,21.06,-0.600000381469723,-0.02034589305278156
5,2016-07-13,1,0.0032360833235259502,0.037740121523191394,AMC,29.88999938964844,30.90999984741211,29.68000030517578,30.6299991607666,23.57779884338379,386700,47,72.0,,0.72,33.84,2.0200004577636683,0.06992040499964336
6,2016-07-18,1,0.0032360833235259502,0.0,AMC,30.600000381469727,30.65999984741211,30.07999992370605,30.559999465942383,23.523914337158203,215000,44,72.0,,0.72,31.68,-0.25,-0.00808799745176736
7,2016-07-19,1,0.0032360833235259502,0.0,AMC,30.36000061035156,30.649999618530277,30.100000381469727,30.489999771118164,23.470029830932617,240200,40,72.0,,0.72,28.8,-0.010000228881832385,-0.0003261653271885434
8,2016-07-20,37,0.007472872778627751,1.309233734589228,AMC,30.43000030517578,30.520000457763672,30.040000915527344,30.059999465942383,23.139034271240234,159400,40,72.0,,0.72,28.8,-0.12999916076660512,-0.004241408234406996
9,2016-07-21,3,0.0034714605154760503,-0.5354583681118793,AMC,29.88999938964844,30.420000076293945,29.81999969482422,30.07999992370605,23.15442657470703,176100,45,72.0,,0.72,32.4,-0.10000038146972656,-0.0032765524236513244
10,2016-07-27,2,0.0033537719195010003,-0.033901752720615685,AMC,29.8700008392334,30.01000022888184,28.59000015258789,29.26000022888184,22.52322578430176,397000,43,72.0,,0.72,30.96,-0.4099998474121058,-0.013477969966594894
11,2016-08-03,1,0.0032360833235259502,-0.17912051825536612,AMC,27.82999992370605,28.26000022888184,27.440000534057617,28.229999542236328,21.730369567871094,386100,51,54.0,,0.54,27.540000000000003,-1.75,-0.058313894923459175
12,2016-08-05,3,0.0034714605154760503,0.07273520747717943,AMC,28.959999084472656,29.059999465942383,28.690000534057617,29.030000686645508,22.34618186950684,482000,77,54.0,,0.54,41.580000000000005,0.7999992370605433,0.02830853611398565
13,2016-08-08,1,0.0032360833235259502,-0.06780350544123137,AMC,29.0,29.209999084472656,28.51000022888184,28.920000076293945,22.261505126953125,359700,50,54.0,,0.54,27.0,0.14999961853027344,0.005161721310630751
14,2016-08-17,1,0.0032360833235259502,0.0,AMC,29.729999542236328,29.81999969482422,29.479999542236328,29.65999984741211,22.831127166748047,150400,36,54.0,,0.54,19.44,0.6100006103515625,0.02088328070766088
15,2016-10-04,1,0.0032360833235259502,0.0,AMC,32.380001068115234,32.380001068115234,31.11000061035156,31.6299991607666,24.50874710083008,330100,29,48.0,,0.48,13.92,2.5600013732910156,0.0858484708078433
16,2016-10-13,1,0.0032360833235259502,0.0,AMC,31.549999237060547,31.700000762939453,31.299999237060547,31.350000381469727,24.29178810119629,197000,34,48.0,,0.48,16.32,-0.6800003051757812,-0.0210006263973036
17,2016-10-18,3,0.0034714605154760503,0.07273520747717943,AMC,31.899999618530277,32.0,31.549999237060547,31.600000381469727,24.48550033569336,93800,31,48.0,,0.48,14.88,0.2999992370605469,0.009463698102218254
18,2016-10-20,1,0.0032360833235259502,-0.06780350544123137,AMC,31.700000762939453,31.75,31.399999618530277,31.600000381469727,24.48550033569336,184400,34,48.0,,0.48,16.32,-0.25,-0.0078125
19,2016-11-02,2,0.0033537719195010003,0.036367603738589604,AMC,30.700000762939453,30.850000381469727,30.399999618530277,30.600000381469727,23.71064567565918,236500,30,53.0,,0.53,15.9,-0.8999996185302734,-0.028346444678118865
20,2017-01-30,1,0.0032360833235259502,-0.03509141313120678,AMC,34.650001525878906,34.650001525878906,33.779998779296875,34.150001525878906,26.61820411682129,391400,29,61.0,,0.61,17.69,3.8000011444091797,0.1231766968369854
21,2017-02-01,1,0.0032360833235259502,0.0,AMC,33.5,33.849998474121094,32.70000076293945,33.0,25.72182846069336,886200,23,57.0,False,0.57,13.11,-0.8000030517578125,-0.023088110145112584
22,2017-02-07,1,0.0032360833235259502,0.0,AMC,32.849998474121094,32.900001525878906,32.349998474121094,32.5,25.332103729248047,280600,26,57.0,,0.57,14.82,-0.9499969482421875,-0.02806490372424908
23,2017-02-17,2,0.0033537719195010003,0.036367603738589604,AMC,31.25,31.32999992370605,31.0,31.200000762939453,24.31882095336914,1660300,46,57.0,,0.57,26.22,-1.5700016021728551,-0.04772041122666526
24,2017-02-22,1,0.0032360833235259502,-0.03509141313120678,AMC,30.799999237060547,31.399999618530277,30.649999618530277,31.350000381469727,24.435739517211918,1540500,24,57.0,,0.57,13.68,0.06999969482422586,0.0022342705073312707
25,2017-02-24,1,0.0032360833235259502,0.0,AMC,31.100000381469727,31.450000762939453,30.950000762939453,31.399999618530277,24.474708557128903,1136500,40,57.0,,0.57,22.8,0.050001144409176135,0.0015923931533956548
26,2017-02-27,1,0.0032360833235259502,0.0,AMC,31.25,31.5,31.030000686645508,31.450000762939453,24.5136833190918,1773100,35,57.0,,0.57,19.95,0.049999237060546875,0.0015898008218639958
27,2017-02-28,1,0.0032360833235259502,0.0,AMC,31.149999618530277,31.5,30.950000762939453,31.350000381469727,24.435739517211918,3963500,28,57.0,,0.57,15.96,0.0,0.0
28,2017-03-24,2,0.0033537719195010003,0.036367603738589604,AMC,30.399999618530277,30.979999542236328,30.299999237060547,30.850000381469727,24.209869384765625,1721900,47,66.0,,0.66,31.020000000000003,-0.5200004577636719,-0.016507951040116597
29,2017-04-06,1,0.0032360833235259502,-0.03509141313120678,AMC,30.950000762939453,31.0,30.350000381469727,30.799999237060547,24.170629501342773,932100,31,53.0,,0.53,16.43,0.020000457763671875,0.0006455925777664184
30,2017-05-03,1,0.0032360833235259502,0.0,AMC,29.850000381469727,30.15999984741211,29.75,30.100000381469727,23.621301651000977,832000,34,50.0,,0.5,17.0,-0.8400001525878906,-0.02709677911573838
31,2017-06-20,9,0.00417759209132635,0.2909408299087173,AMC,24.549999237060547,24.600000381469727,23.25,23.600000381469727,18.68645668029785,2579000,46,63.0,,0.63,28.98,-5.559999465942383,-0.18435011585119288
32,2017-06-27,5,0.0037068377074261504,-0.11268557906301935,AMC,23.600000381469727,23.950000762939453,23.200000762939453,23.350000381469727,18.488506317138672,1159800,40,63.0,,0.63,25.2,-0.6499996185302734,-0.026422748311007882
33,2017-06-29,1,0.0032360833235259502,-0.12699622186239956,AMC,23.899999618530277,24.0,23.299999237060547,23.649999618530277,18.726049423217773,1035400,40,63.0,,0.63,25.2,0.049999237060546875,0.002087650750221215
34,2017-07-03,1,0.0032360833235259502,0.0,AMC,22.899999618530277,23.350000381469727,22.799999237060547,23.200000762939453,18.369739532470703,837100,53,70.0,,0.7,37.1,-0.6499996185302734,-0.027083317438761356
35,2017-07-05,1,0.0032360833235259502,0.0,AMC,23.25,23.600000381469727,22.25,22.450000762939453,17.775888442993164,1898400,39,70.0,,0.7,27.3,0.25,0.010706637940717023
36,2017-07-12,1,0.0032360833235259502,0.0,AMC,22.399999618530277,22.399999618530277,21.25,21.399999618530277,16.944499969482422,1590500,40,70.0,,0.7,28.0,-1.2000007629394496,-0.05084748913316406
37,2017-07-17,4,0.0035891491114511003,0.10910281121576904,AMC,21.25,21.25,19.649999618530277,19.700000762939453,15.598441123962402,6244500,40,70.0,,0.7,28.0,-1.149999618530277,-0.05133926955868995
38,2017-07-18,4,0.0035891491114511003,0.0,AMC,19.700000762939453,20.5,19.700000762939453,20.100000381469727,15.915159225463867,3941600,41,70.0,,0.7,28.7,-0.75,-0.03529411764705881
