,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,NEW_unscaled,NEW_monthly,isPartial,scale,NEW,Stock_Price_Change,Stock_Price_Change_Percent
135,2019-08-23,12,0.03864478764478765,0.37884006061440956,NEW,66.0,67.0,65.0,65.19999694824219,65.19999694824219,12770,99,84.0,,0.84,83.16,5.299999237060547,0.0858995003488563
136,2019-08-29,10,0.03671428571428571,-0.0499550404635829,NEW,69.0999984741211,70.5,67.9000015258789,69.5999984741211,69.5999984741211,12280,94,84.0,,0.84,78.96,3.5,0.052238805970149294
137,2019-08-30,1,0.02802702702702703,-0.2366179408980964,NEW,69.5999984741211,70.66000366210938,68.19999694824219,70.4000015258789,70.4000015258789,18600,96,84.0,,0.84,80.64,0.160003662109375,0.002269555490913122
138,2019-09-06,2,0.028992277992277993,0.03444000551040083,NEW,76.4000015258789,79.0999984741211,75.0999984741211,77.80000305175781,77.80000305175781,11730,88,86.0,,0.86,75.67999999999999,8.439994812011719,0.11944515106977804
139,2019-09-10,1,0.02802702702702703,-0.03329338127580228,NEW,89.9000015258789,94.5,88.0999984741211,91.5,91.5,23530,100,86.0,,0.86,86.0,15.400001525878906,0.19469028853290404
140,2019-09-13,6,0.03285328185328185,0.17220002755200436,NEW,95.0,97.0,94.3000030517578,95.0999984741211,95.0999984741211,17450,92,86.0,,0.86,79.12,2.5,0.02645502645502651
141,2019-09-16,5,0.03188803088803089,-0.02938065577623683,NEW,95.0,95.8499984741211,83.75,87.0,87.0,29330,90,86.0,,0.86,77.4,-1.1500015258789062,-0.011855685833803142
142,2019-09-19,1,0.02802702702702703,-0.12108003390240951,NEW,90.1999969482422,94.5,89.80000305175781,92.5,92.5,13320,88,86.0,,0.86,75.67999999999999,-1.3499984741210938,-0.014084491347024719
143,2019-09-20,1,0.02802702702702703,0.0,NEW,92.3000030517578,94.0999984741211,90.6999969482422,93.8000030517578,93.8000030517578,25910,92,86.0,,0.86,79.12,-0.40000152587890625,-0.004232820379670987
144,2019-09-24,2,0.028992277992277993,-0.09081002542680716,NEW,94.5,95.0,78.5999984741211,81.69999694824219,81.69999694824219,26520,93,86.0,,0.86,79.98,0.9000015258789062,0.009564309675588634
145,2019-09-26,1,0.02802702702702703,-0.03329338127580228,NEW,81.0,86.80000305175781,81.0,84.9000015258789,84.9000015258789,8340,89,86.0,,0.86,76.53999999999999,-8.199996948242188,-0.08631575734991781
146,2019-09-27,1,0.02802702702702703,0.0,NEW,85.4000015258789,85.80000305175781,77.19999694824219,77.5999984741211,77.5999984741211,10450,93,86.0,,0.86,79.98,-1.0,-0.011520736922137065
147,2019-09-30,42,0.06760231660231661,1.412040225926436,NEW,77.0,80.19999694824219,77.0,79.69999694824219,79.69999694824219,15690,96,86.0,,0.86,82.56,-5.600006103515625,-0.06526813408313625
148,2019-10-02,2,0.028992277992277993,-0.5711348449368896,NEW,76.9000015258789,78.30000305175781,75.0999984741211,76.4000015258789,76.4000015258789,15510,93,82.0,,0.82,76.25999999999999,-1.899993896484375,-0.023690697865120236
149,2019-10-07,12,0.03864478764478765,0.37884006061440956,NEW,78.9000015258789,79.5,76.0,78.69999694824219,78.69999694824219,17580,92,82.0,,0.82,75.44,1.1999969482421875,0.015325630925569156
150,2019-10-10,13,0.03961003861003861,0.024977520231791228,NEW,78.30000305175781,78.91000366210938,76.4000015258789,77.30000305175781,77.30000305175781,17150,92,82.0,,0.82,75.44,-0.589996337890625,-0.007421337583529919
151,2019-10-11,3,0.02995752895752896,-0.24368846866166283,NEW,77.80000305175781,82.80000305175781,77.80000305175781,81.9000015258789,81.9000015258789,14330,98,82.0,,0.82,80.36,3.8899993896484375,0.04929665706651476
152,2019-10-15,1,0.02802702702702703,-0.06444129398118315,NEW,85.0999984741211,87.5,84.0999984741211,86.5,86.5,19540,89,82.0,,0.82,72.97999999999999,4.6999969482421875,0.05676324607505445
153,2019-10-17,11,0.03767953667953668,0.34440005510400895,NEW,93.8000030517578,93.8000030517578,86.5,86.80000305175781,86.80000305175781,13080,89,82.0,,0.82,72.97999999999999,6.300003051757798,0.07200003487723206
154,2019-10-21,5,0.03188803088803089,-0.08325008325008332,NEW,85.5,89.19999694824219,85.0,86.69999694824219,86.69999694824219,18430,91,82.0,,0.82,74.61999999999999,-4.600006103515611,-0.04904057520101979
155,2019-10-22,2,0.028992277992277993,-0.09081002542680716,NEW,88.69999694824219,89.4000015258789,81.5,83.0999984741211,83.0999984741211,26810,98,82.0,,0.82,80.36,0.20000457763671875,0.0022422038618765683
156,2019-10-23,2,0.028992277992277993,0.0,NEW,83.0,85.0,82.5999984741211,84.0,84.0,31030,91,82.0,,0.82,74.61999999999999,-4.400001525878906,-0.049217018465097295
157,2019-10-24,3,0.02995752895752896,0.0332933812758025,NEW,83.4000015258789,86.5999984741211,83.0999984741211,84.9000015258789,84.9000015258789,15650,87,82.0,,0.82,71.33999999999999,1.5999984741210938,0.018823511460248188
158,2019-10-25,0,0.027061776061776063,-0.09666194097177472,NEW,84.9000015258789,90.3000030517578,84.9000015258789,88.69999694824219,88.69999694824219,30220,93,82.0,,0.82,76.25999999999999,3.7000045776367045,0.04272522682252
159,2019-10-29,3,0.02995752895752896,0.06888001102080166,NEW,92.8000030517578,94.8000030517578,89.0999984741211,89.80000305175781,89.80000305175781,13840,89,82.0,,0.82,72.97999999999999,4.5,0.04983388535901501
160,2019-10-30,9,0.03574903474903475,0.19332388194354944,NEW,90.0,94.0,88.6500015258789,93.5999984741211,93.5999984741211,10620,91,82.0,,0.82,74.61999999999999,-0.8000030517577983,-0.008438850485279259
161,2019-11-01,8,0.03478378378378379,-0.02700075602116858,NEW,95.1999969482422,99.6999969482422,94.5,98.0999984741211,98.0999984741211,9890,91,81.0,False,0.81,73.71000000000001,5.699996948242202,0.06063826540683204
162,2019-11-04,-2,0.025131274131274133,0.0832085205525046,NEW,98.0,106.8000030517578,98.0,103.0,103.0,30620,100,81.0,,0.81,81.0,7.100006103515597,0.07121370432138985
163,2019-11-06,4,0.030922779922779923,0.23045014595175894,NEW,97.0,98.6999969482422,92.8000030517578,97.5,97.5,26070,97,81.0,,0.81,78.57000000000001,-8.100006103515597,-0.07584275161106635
164,2019-11-07,15,0.041540540540540544,0.34336371581970293,NEW,97.9000015258789,102.4000015258789,97.5,99.6999969482422,99.6999969482422,9770,93,81.0,,0.81,75.33,3.7000045776367045,0.03748738289806597
165,2019-11-11,1,0.02802702702702703,-0.3253090435914119,NEW,94.3000030517578,102.9000015258789,94.3000030517578,102.0999984741211,102.0999984741211,22920,91,81.0,,0.81,73.71000000000001,0.5,0.004882812427240424
166,2019-11-12,3,0.02995752895752896,0.06888001102080166,NEW,101.5,104.0999984741211,99.5999984741211,102.6999969482422,102.6999969482422,11150,88,81.0,,0.81,71.28,1.1999969482421875,0.01166177774973498
167,2019-11-14,19,0.045401544401544404,0.5155303518494652,NEW,103.1999969482422,107.0,100.0,101.8000030517578,101.8000030517578,15890,88,81.0,,0.81,71.28,2.9000015258789062,0.02785784407672054
168,2019-11-18,1,0.02802702702702703,0.0,NEW,115.8000030517578,115.8000030517578,96.1999969482422,101.5,101.5,52520,93,81.0,,0.81,75.33,8.800003051757798,0.08224301917530652
169,2019-11-19,8,0.03478378378378379,0.24108003857280624,NEW,103.0999984741211,105.0999984741211,97.6999969482422,98.6999969482422,98.6999969482422,24880,90,81.0,,0.81,72.9,-10.700004577636705,-0.0924007279417276
170,2019-11-21,11,0.03767953667953668,0.08325008325008332,NEW,94.9000015258789,97.9000015258789,92.1999969482422,95.8000030517578,95.8000030517578,21340,87,81.0,,0.81,70.47,-7.1999969482421875,-0.06850615654399894
171,2019-11-22,2,0.028992277992277993,-0.23055640946818323,NEW,94.1999969482422,97.02999877929688,94.1999969482422,95.8000030517578,95.8000030517578,25760,91,81.0,,0.81,73.71000000000001,-0.8700027465820312,-0.008886646915445162
172,2019-11-25,3,0.02995752895752896,0.06888001102080166,NEW,95.0999984741211,97.3000030517578,94.5999984741211,95.8000030517578,95.8000030517578,20700,92,81.0,,0.81,74.52000000000001,0.2700042724609233,0.0027826886103035076
173,2019-11-26,6,0.03285328185328185,0.09666194097177461,NEW,96.1999969482422,97.0,93.5999984741211,94.9000015258789,94.9000015258789,21510,91,81.0,,0.81,73.71000000000001,-0.3000030517577983,-0.0030832789552762696
174,2019-11-27,-2,0.025131274131274133,-0.2350452462098953,NEW,95.5999984741211,96.52999877929688,94.0,94.5999984741211,94.5999984741211,17790,86,81.0,,0.81,69.66000000000001,-0.470001220703125,-0.004845373409310572
175,2019-12-02,204,0.22397297297297297,6.725263017712079,NEW,95.0,96.0999984741211,91.4000015258789,95.5,95.5,16920,30,96.0,,0.96,28.8,-0.43000030517578125,-0.004454576925448039
176,2019-12-03,1,0.02802702702702703,-0.8748642452033305,NEW,94.4000015258789,96.5,91.0999984741211,91.1999969482422,91.1999969482422,20050,28,96.0,,0.96,26.88,0.40000152587890625,0.004162346849429177
177,2019-12-04,3,0.02995752895752896,0.06888001102080166,NEW,91.5,94.0,90.8000030517578,93.0999984741211,93.0999984741211,27200,27,96.0,,0.96,25.92,-2.5,-0.025906735751295318
178,2019-12-05,55,0.08015057915057915,1.6754736435107613,NEW,93.0999984741211,94.5,91.5999984741211,92.9000015258789,92.9000015258789,20090,29,96.0,,0.96,27.84,0.5,0.005319148936170137
179,2019-12-06,1,0.02802702702702703,-0.6503203429837661,NEW,93.1999969482422,93.62999725341795,91.5,92.3000030517578,92.3000030517578,20610,27,96.0,,0.96,25.92,-0.8700027465820455,-0.00920637827070947
180,2019-12-09,1,0.02802702702702703,0.0,NEW,92.0,93.5500030517578,88.9000015258789,89.5999984741211,89.5999984741211,16360,30,96.0,,0.96,28.8,-0.07999420166015625,-0.0008543650967290928
181,2019-12-10,2,0.028992277992277993,0.03444000551040083,NEW,90.0999984741211,90.0999984741211,84.4000015258789,84.80000305175781,84.80000305175781,20100,32,96.0,,0.96,30.72,-3.4500045776367045,-0.036878722235080486
182,2019-12-12,1,0.02802702702702703,-0.03329338127580228,NEW,89.9000015258789,94.5999984741211,89.9000015258789,94.0999984741211,94.0999984741211,21670,29,96.0,,0.96,27.84,4.5,0.049944506950158285
183,2019-12-13,20,0.04636679536679537,0.6543601046976166,NEW,94.1999969482422,96.5,91.0999984741211,91.8000030517578,91.8000030517578,25760,30,96.0,,0.96,28.8,1.9000015258789062,0.020084583049952975
184,2019-12-16,1,0.02802702702702703,-0.03329338127580228,NEW,92.3000030517578,95.0,90.0,92.8000030517578,92.8000030517578,11780,31,96.0,,0.96,29.76,-1.5,-0.015544041450777257
185,2019-12-23,3,0.02995752895752896,0.06888001102080166,NEW,93.1999969482422,94.0,91.5,91.5,91.5,16220,31,96.0,,0.96,29.76,-1.0,-0.010526315789473717
186,2019-12-27,1,0.02802702702702703,-0.06444129398118315,NEW,92.0999984741211,92.0999984741211,88.0,89.4000015258789,89.4000015258789,25290,38,96.0,,0.96,36.48,-1.9000015258789062,-0.020212782190201173
187,2019-12-31,1,0.02802702702702703,-0.17125242607603597,NEW,86.19999694824219,87.5,81.5,82.0,82.0,26790,100,96.0,,0.96,96.0,-4.599998474121094,-0.04994569544334615
188,2020-01-02,12,0.03864478764478765,0.37884006061440956,NEW,83.19999694824219,87.0,82.30000305175781,83.9000015258789,83.9000015258789,32610,34,99.0,,0.99,33.66,-0.5,-0.005714285714285672
189,2020-01-10,1,0.02802702702702703,-0.2747527225497053,NEW,103.0,105.0,94.5,95.5,95.5,31460,19,99.0,,0.99,18.81,18.0,0.2068965517241379
190,2020-01-13,11,0.03767953667953668,-0.02497752023179134,NEW,95.3000030517578,102.38999938964844,95.3000030517578,101.5999984741211,101.5999984741211,39540,20,99.0,,0.99,19.8,-2.6100006103515625,-0.024857148670014872
191,2020-01-16,2,0.028992277992277993,-0.23055640946818323,NEW,104.5999984741211,107.63999938964844,100.9000015258789,101.5999984741211,101.5999984741211,11840,20,99.0,,0.99,19.8,5.25,0.05127453883480326
192,2020-01-17,176,0.19694594594594594,5.793048341989612,NEW,101.5999984741211,104.1999969482422,97.8000030517578,98.6999969482422,98.6999969482422,19830,20,99.0,,0.99,19.8,-3.440002441406236,-0.031958402646897976
193,2020-01-21,41,0.06663706563706563,-0.6616479444803858,NEW,95.8000030517578,98.1999969482422,91.0,95.8000030517578,95.8000030517578,29960,20,99.0,,0.99,19.8,-6.0,-0.05758157558277377
194,2020-01-23,11,0.03767953667953668,-0.43455588388666777,NEW,94.0,94.6999969482422,88.0999984741211,88.9000015258789,88.9000015258789,26700,22,99.0,,0.99,21.78,-3.5,-0.03564154896913829
195,2020-01-24,10,0.03671428571428571,-0.02561737882979831,NEW,88.9000015258789,88.9000015258789,82.0,82.69999694824219,82.69999694824219,29760,23,99.0,,0.99,22.77,-5.7999954223632955,-0.06124599376210382
196,2020-01-28,2,0.028992277992277993,-0.09081002542680716,NEW,76.5,85.5,76.5,82.0,82.0,23750,19,99.0,,0.99,18.81,-3.4000015258789062,-0.03824523585513284
197,2020-01-29,1,0.02802702702702703,-0.03329338127580228,NEW,82.5999984741211,86.4000015258789,82.0999984741211,83.5,83.5,15010,20,99.0,,0.99,19.8,0.9000015258789062,0.010526333636010632
198,2020-01-30,18,0.04443629343629344,0.585480093676815,NEW,81.9000015258789,82.69999694824219,78.0,80.5999984741211,80.5999984741211,16800,19,99.0,,0.99,18.81,-3.7000045776367188,-0.042824126299679244
199,2020-01-31,16,0.04250579150579151,-0.04344426101312027,NEW,79.9000015258789,80.30000305175781,76.4000015258789,76.80000305175781,76.80000305175781,15600,20,99.0,,0.99,19.8,-2.399993896484375,-0.029020483495137417
200,2020-02-03,7,0.033818532818532816,-0.6757006923618054,NEW,77.5,83.19999694824219,76.80000305175781,83.19999694824219,83.19999694824219,32370,61,86.0,,0.86,52.46,2.899993896484375,0.036114492979722135
201,2020-02-04,1,0.02802702702702703,-0.17125242607603597,NEW,84.9000015258789,87.75,81.5999984741211,82.5,82.5,31830,63,86.0,,0.86,54.18,4.5500030517578125,0.054687538685708414
202,2020-02-05,1,0.02802702702702703,0.0,NEW,85.19999694824219,85.19999694824219,79.0,79.4000015258789,79.4000015258789,22590,67,86.0,,0.86,57.62,-2.5500030517578125,-0.029059863837695876
203,2020-02-06,1,0.02802702702702703,0.0,NEW,80.0,80.0,76.80000305175781,78.0999984741211,78.0999984741211,21030,64,86.0,,0.86,55.04,-5.1999969482421875,-0.06103283021713146
204,2020-02-07,4,0.030922779922779923,0.10332001653120249,NEW,77.5999984741211,81.9000015258789,77.5999984741211,79.30000305175781,79.30000305175781,19410,68,86.0,,0.86,58.48,1.9000015258789062,0.023750019073486284
205,2020-02-10,1,0.02802702702702703,0.0,NEW,79.4000015258789,81.80000305175781,78.4000015258789,81.4000015258789,81.4000015258789,23210,65,86.0,,0.86,55.9,-0.09999847412109375,-0.001220982567253004
206,2020-02-11,1,0.02802702702702703,0.0,NEW,81.9000015258789,84.44999694824219,81.0,82.0999984741211,82.0999984741211,19190,79,86.0,,0.86,67.94,2.649993896484375,0.03239601219583843
207,2020-02-12,1,0.02802702702702703,0.0,NEW,82.0,83.4000015258789,78.19999694824219,79.0999984741211,79.0999984741211,22300,100,86.0,,0.86,86.0,-1.0499954223632812,-0.012433338783976566
208,2020-02-13,1,0.02802702702702703,0.0,NEW,79.0999984741211,80.5999984741211,78.0,79.5999984741211,79.5999984741211,11540,64,86.0,,0.86,55.04,-2.8000030517578125,-0.033573177464379045
209,2020-02-14,2,0.028992277992277993,0.03444000551040083,NEW,79.0999984741211,80.0999984741211,77.0,77.5,77.5,17670,64,86.0,,0.86,55.04,-0.5,-0.006203474062850489
210,2020-02-18,0,0.027061776061776063,-0.15135004237801186,NEW,76.9000015258789,79.80000305175781,76.9000015258789,77.80000305175781,77.80000305175781,16460,64,86.0,,0.86,55.04,-0.29999542236328125,-0.003745261274383238
211,2020-02-19,3,0.02995752895752896,0.10700527892709388,NEW,77.9000015258789,80.0,77.5,79.9000015258789,79.9000015258789,24250,62,86.0,,0.86,53.32,0.1999969482421875,0.0025062273257367984
212,2020-02-20,1,0.02802702702702703,-0.06444129398118315,NEW,80.0,81.63999938964844,77.5,77.69999694824219,77.69999694824219,17950,64,86.0,,0.86,55.04,1.6399993896484375,0.020499992370605513
213,2020-02-21,6,0.03285328185328185,0.17220002755200436,NEW,77.0999984741211,79.80000305175781,76.5999984741211,79.0,79.0,17850,66,86.0,,0.86,56.76,-1.839996337890625,-0.02253792689425138
214,2020-02-24,18,0.04443629343629344,-0.3696807054055534,NEW,77.0999984741211,77.55000305175781,73.5,75.5,75.5,19170,64,86.0,,0.86,55.04,-2.25,-0.0281954876435363
215,2020-02-25,19,0.045401544401544404,0.021722130506560022,NEW,75.0,77.5,74.9000015258789,75.5999984741211,75.5999984741211,13940,64,86.0,,0.86,55.04,-0.0500030517578125,-0.0006447846523544021
216,2020-02-26,1,0.02802702702702703,-0.38268560251722084,NEW,76.4000015258789,80.80000305175781,76.4000015258789,78.0,78.0,36960,62,86.0,,0.86,53.32,3.3000030517578125,0.04258068453881059
217,2020-02-27,14,0.04057528957528957,0.4477200716352112,NEW,78.30000305175781,79.4000015258789,76.80000305175781,78.0999984741211,78.0999984741211,22780,64,86.0,,0.86,55.04,-1.4000015258789062,-0.01732675090348834
218,2020-02-28,1,0.02802702702702703,-0.3092587306118564,NEW,76.4000015258789,79.4000015258789,75.0,76.30000305175781,76.30000305175781,27200,65,86.0,,0.86,55.9,0.0,0.0
219,2020-03-02,4,0.030922779922779923,0.10332001653120249,NEW,76.19999694824219,78.80000305175781,75.5999984741211,76.5999984741211,76.5999984741211,22610,76,92.0,,0.92,69.92,-0.5999984741210938,-0.007556655700132864
220,2020-03-03,19,0.045401544401544404,0.4682232488450493,NEW,77.30000305175781,80.94999694824219,77.0,78.9000015258789,78.9000015258789,46660,74,92.0,,0.92,68.08,2.149993896484375,0.027284185446949882
221,2020-03-04,1,0.02802702702702703,-0.38268560251722084,NEW,79.5,80.80000305175781,75.5999984741211,76.4000015258789,76.4000015258789,28620,74,92.0,,0.92,68.08,-0.149993896484375,-0.0018529203476100875
222,2020-03-05,1,0.02802702702702703,0.0,NEW,78.19999694824219,86.4000015258789,78.19999694824219,85.9000015258789,85.9000015258789,64120,75,92.0,,0.92,69.0,5.599998474121094,0.06930690919075744
223,2020-03-06,20,0.04636679536679537,0.6543601046976166,NEW,84.5999984741211,84.5999984741211,76.4000015258789,81.4000015258789,81.4000015258789,32560,75,92.0,,0.92,69.0,-1.8000030517578125,-0.020833368286673815
224,2020-03-09,9,0.03574903474903475,-0.1189456656199448,NEW,78.19999694824219,78.4000015258789,59.79999923706055,75.0,75.0,40390,75,92.0,,0.92,69.0,-6.1999969482421875,-0.07328601725848438
225,2020-03-10,4,0.030922779922779923,-0.13500378010584302,NEW,76.0999984741211,79.30000305175781,72.30000305175781,73.0999984741211,73.0999984741211,26710,82,92.0,,0.92,75.44,0.9000015258789062,0.01147961107605111
226,2020-03-11,2,0.028992277992277993,-0.06242976651267318,NEW,70.80000305175781,73.69999694824219,69.5,70.30000305175781,70.30000305175781,25190,80,92.0,,0.92,73.60000000000001,-5.600006103515625,-0.070617980933249
227,2020-03-12,3,0.02995752895752896,0.0332933812758025,NEW,67.0,67.0,61.5,61.59999847412109,61.59999847412109,24500,75,92.0,,0.92,69.0,-6.6999969482421875,-0.0909090532655984
228,2020-03-13,65,0.0898030888030888,1.9976801134166773,NEW,64.80000305175781,64.80000305175781,59.59999847412109,60.09999847412109,60.09999847412109,13390,75,92.0,,0.92,69.0,-2.1999969482421875,-0.0328357753468983
229,2020-03-16,3,0.02995752895752896,0.0,NEW,55.0,59.79999923706055,54.0,58.0,58.0,17030,82,92.0,,0.92,75.44,-5.000003814697266,-0.07716054906206726
230,2020-03-17,4,0.030922779922779923,0.03222064699059146,NEW,57.79999923706055,59.29999923706055,54.27000045776367,55.70000076293945,55.70000076293945,23500,74,92.0,,0.92,68.08,-0.5,-0.008361204120051702
231,2020-03-18,3,0.02995752895752896,-0.03121488325633659,NEW,53.0,54.79999923706055,48.0,48.70000076293945,48.70000076293945,21460,78,92.0,,0.92,71.76,-4.5,-0.0758853298127472
232,2020-03-19,1,0.02802702702702703,-0.06444129398118315,NEW,49.0,52.5,46.5,50.0,50.0,37020,77,92.0,,0.92,70.84,-2.299999237060547,-0.04197078958178313
233,2020-03-20,6,0.03285328185328185,0.17220002755200436,NEW,49.900001525878906,54.70000076293945,49.900001525878906,51.0,51.0,25630,93,92.0,,0.92,85.56,2.200000762939453,0.041904776436942015
234,2020-03-23,4,0.030922779922779923,-0.05876131155247388,NEW,50.400001525878906,50.400001525878906,43.09999847412109,46.09999847412109,46.09999847412109,19280,87,92.0,,0.92,80.04,-4.299999237060547,-0.07861058824653433
235,2020-03-24,7,0.033818532818532816,0.09364464976900977,NEW,48.09999847412109,49.20000076293945,45.900001525878906,47.0,47.0,30770,90,92.0,,0.92,82.8,-1.2000007629394531,-0.023809538226368665
236,2020-03-25,1,0.02802702702702703,-0.17125242607603597,NEW,49.09999847412109,49.59999847412109,46.2599983215332,46.79999923706055,46.79999923706055,20710,90,92.0,,0.92,82.8,0.3999977111816335,0.008130034654042939
237,2020-03-26,24,0.05022779922779923,0.7921201267392202,NEW,47.79999923706055,48.59999847412109,46.59999847412109,47.29999923706055,47.29999923706055,8740,87,92.0,,0.92,80.04,-1.0,-0.020161290942816268
238,2020-03-27,16,0.04250579150579151,-0.15373971865631486,NEW,47.5,47.5,44.0,44.20000076293945,44.20000076293945,29560,87,92.0,,0.92,80.04,-1.0999984741210866,-0.022633714169905228
239,2020-03-30,9,0.03574903474903475,0.19332388194354944,NEW,45.0,47.5,41.5,43.0,43.0,17640,81,92.0,,0.92,74.52000000000001,0.0,0.0
240,2020-03-31,1,0.02802702702702703,-0.21600604816934865,NEW,41.59999847412109,44.400001525878906,41.59999847412109,42.79999923706055,42.79999923706055,7800,85,92.0,,0.92,78.2,-3.0999984741210938,-0.06526312577097038
241,2020-04-01,16,0.04250579150579151,0.5166000826560131,NEW,41.0,42.0,39.20000076293945,39.79999923706055,39.79999923706055,15080,97,86.0,False,0.86,83.42,-2.4000015258789062,-0.05405408656303867
242,2020-04-02,2,0.028992277992277993,-0.31792170042692347,NEW,40.0,40.5,38.29999923706055,40.29999923706055,40.29999923706055,20100,94,86.0,,0.86,80.84,-1.5,-0.0357142857142857
243,2020-04-03,5,0.03188803088803089,0.09988014382740706,NEW,39.400001525878906,40.65999984741211,37.0,37.5,37.5,19560,91,86.0,,0.86,78.26,0.15999984741210938,0.003950613516348289
244,2020-04-06,21,0.04733204633204633,0.6325742442402449,NEW,37.5,39.09999847412109,36.20000076293945,36.79999923706055,36.79999923706055,13700,91,86.0,,0.86,78.26,-1.5600013732910227,-0.03836697931985633
245,2020-04-07,0,0.027061776061776063,-0.4282567909291133,NEW,37.20000076293945,42.29999923706055,37.0,40.79999923706055,40.79999923706055,61240,95,86.0,,0.86,81.7,3.2000007629394602,0.0818414549314479
246,2020-04-08,1,0.02802702702702703,0.03566842630903122,NEW,40.79999923706055,42.79999923706055,40.59999847412109,41.70000076293945,41.70000076293945,28680,92,86.0,,0.86,79.12,0.5,0.011820331182463395
247,2020-04-09,1,0.02802702702702703,0.0,NEW,41.20000076293945,43.95000076293945,41.20000076293945,43.0,43.0,36070,92,86.0,,0.86,79.12,1.1500015258789062,0.026869195008842883
248,2020-04-13,-13,0.014513513513513515,-0.5155303518494652,NEW,44.09999847412109,48.29999923706055,43.869998931884766,48.09999847412109,48.09999847412109,79010,90,86.0,,0.86,77.4,4.349998474121094,0.09897607277834686
249,2020-04-14,17,0.04347104247104247,1.9952114924181958,NEW,50.0,51.900001525878906,47.20000076293945,48.0,48.0,34800,91,86.0,,0.86,78.26,3.6000022888183594,0.07453421005555794
250,2020-04-16,1,0.02802702702702703,-0.35527133848476766,NEW,43.20000076293945,44.25,42.5,43.70000076293945,43.70000076293945,16350,94,86.0,,0.86,80.84,-7.650001525878906,-0.14739886899741972
251,2020-04-17,19,0.045401544401544404,0.6199200991872158,NEW,43.59999847412109,45.5,41.70000076293945,42.400001525878906,42.400001525878906,19610,87,86.0,,0.86,74.82,1.25,0.02824858757062154
252,2020-04-20,12,0.03864478764478765,-0.72009843675718,NEW,42.29999923706055,43.0,40.0,41.09999847412109,41.09999847412109,24060,85,86.0,,0.86,73.1,-2.5,-0.05494505494505497
253,2020-04-21,28,0.05408880308880309,0.3996403237086621,NEW,40.0,40.79999923706055,38.5,40.20000076293945,40.20000076293945,28820,89,86.0,,0.86,76.53999999999999,-2.200000762939453,-0.0511628084404524
254,2020-04-22,2,0.028992277992277993,-0.46398743664786923,NEW,40.0,42.5,39.70000076293945,41.900001525878906,41.900001525878906,19540,91,86.0,,0.86,78.26,1.7000007629394531,0.04166668614530922
255,2020-04-23,4,0.030922779922779923,0.06658676255160478,NEW,41.5,43.29999923706055,40.06999969482422,41.0,41.0,12360,87,86.0,,0.86,74.82,0.7999992370605469,0.018823511460248188
256,2020-04-24,10,0.03671428571428571,0.18728929953801976,NEW,40.79999923706055,41.20000076293945,39.20000076293945,40.29999923706055,40.29999923706055,21680,90,86.0,,0.86,77.4,-2.0999984741210938,-0.04849881088043306
257,2020-04-27,1,0.02802702702702703,-0.2366179408980964,NEW,41.09999847412109,44.5,39.900001525878906,44.400001525878906,44.400001525878906,29590,87,86.0,,0.86,74.82,3.299999237060547,0.08009706737745947
258,2020-04-28,1,0.02802702702702703,0.0,NEW,44.900001525878906,49.70000076293945,44.20000076293945,49.20000076293945,49.20000076293945,23250,89,86.0,,0.86,76.53999999999999,5.200000762939453,0.11685394972897645
259,2020-04-29,16,0.04250579150579151,0.5166000826560131,NEW,49.900001525878906,56.900001525878906,49.70000076293945,56.900001525878906,56.900001525878906,27460,86,86.0,,0.86,73.96,7.200000762939453,0.1448692284187727
260,2020-04-30,6,0.03285328185328185,-0.22708692887637394,NEW,57.0,57.0,50.09999847412109,55.900001525878906,55.900001525878906,30340,88,86.0,,0.86,75.67999999999999,0.09999847412109375,0.0017574423803066175
261,2020-05-01,16,0.04250579150579151,0.2938065577623694,NEW,52.0,55.79999923706055,52.0,55.79999923706055,55.79999923706055,21020,99,83.0,False,0.83,82.17,-1.2000007629394531,-0.021052644963850065
262,2020-05-04,6,0.03285328185328185,-0.08100226806350586,NEW,54.5,54.79999923706055,50.29999923706055,51.400001525878906,51.400001525878906,26300,95,83.0,,0.83,78.85,-1.0,-0.017921147198436405
263,2020-05-05,5,0.03188803088803089,-0.02938065577623683,NEW,51.29999923706055,54.20000076293945,51.29999923706055,53.900001525878906,53.900001525878906,15600,92,83.0,,0.83,76.36,-0.5999984741210938,-0.010948877417416458
264,2020-05-06,1,0.02802702702702703,-0.12108003390240951,NEW,53.0,62.79999923706055,51.29999923706055,61.0,61.0,45550,90,83.0,,0.83,74.7,8.599998474121094,0.15867155632959973
265,2020-05-07,1,0.02802702702702703,0.0,NEW,61.70000076293945,71.80000305175781,59.09999847412109,70.30000305175781,70.30000305175781,56880,93,83.0,,0.83,77.19,9.000003814697266,0.143312164395474
266,2020-05-08,0,0.027061776061776063,-0.03444000551040094,NEW,72.4000015258789,78.8499984741211,71.5,76.0,76.0,87520,92,83.0,,0.83,76.36,7.049995422363281,0.09818934711299687
267,2020-05-11,20,0.04636679536679537,0.7767421216156236,NEW,76.0,76.80000305175781,64.5,65.5999984741211,65.5999984741211,62430,96,83.0,,0.83,79.67999999999999,-2.0499954223632812,-0.025998674217300066
