,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,BIG_unscaled,BIG_monthly,isPartial,scale,BIG,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-19,1,0.0026863406408094434,0.0,BIG,42.36000061035156,43.61000061035156,42.25,42.93000030517578,35.98224639892578,1026400,78,86.0,,0.86,67.08,,
1,2016-05-20,1,0.0026863406408094434,0.0,BIG,42.91999816894531,43.66999816894531,42.290000915527344,43.63999938964844,36.57733917236328,1019500,81,86.0,,0.86,69.66,0.05999755859375,0.001375775229397913
2,2016-05-23,5,0.009431703204047216,2.510985561833019,BIG,42.06999969482422,43.61000061035156,41.93999862670898,41.9900016784668,35.19437789916992,2016300,82,86.0,,0.86,70.52,-0.05999755859375,-0.0013738850723473695
3,2016-05-24,1,0.0026863406408094434,-0.7151796888968354,BIG,41.810001373291016,43.650001525878906,41.61000061035156,43.34000015258789,36.32589721679688,1894100,78,86.0,,0.86,67.08,0.04000091552734375,0.0009172418015936934
4,2016-05-25,1,0.0026863406408094434,0.0,BIG,43.25,43.77999877929688,42.869998931884766,43.65999984741211,36.59410095214844,965900,84,86.0,,0.86,72.24,0.12999725341797586,0.0029781729409770197
5,2016-06-01,2,0.004372681281618887,0.6277463904582548,BIG,52.22999954223633,52.41999816894531,50.95000076293945,52.41999816894531,43.93639373779297,2363700,81,90.0,False,0.9,72.9,8.63999938964843,0.19735037986648374
6,2016-06-03,2,0.004372681281618887,0.0,BIG,52.68000030517578,53.34999847412109,51.88999938964844,53.08000183105469,44.48957824707031,1327800,82,90.0,,0.9,73.8,0.9300003051757741,0.017741326548285308
7,2016-06-22,1,0.0026863406408094434,0.0,BIG,49.900001525878906,50.34999847412109,49.31999969482422,49.61000061035156,41.747047424316406,1121500,87,90.0,,0.9,78.3,-3.0,-0.0562324289747681
8,2016-07-18,0,0.001,-0.6277463904582549,BIG,51.43999862670898,52.63999938964844,51.38999938964844,52.59000015258789,44.25472259521485,681300,87,93.0,,0.93,80.91000000000001,2.290000915527351,0.045481648161406873
9,2016-07-19,0,0.001,0.0,BIG,52.72999954223633,52.93999862670898,52.16999816894531,52.31999969482422,44.02752304077149,671500,80,93.0,,0.93,74.4,0.29999923706053977,0.005699073718445691
10,2016-07-20,1,0.0026863406408094434,1.6863406408094432,BIG,52.36000061035156,53.0,52.09000015258789,52.81999969482422,44.448272705078125,517800,83,93.0,,0.93,77.19,0.06000137329102273,0.0011333844889966915
11,2016-07-25,1,0.0026863406408094434,0.0,BIG,53.380001068115234,53.83000183105469,52.970001220703125,53.810001373291016,45.2813606262207,1319900,89,93.0,,0.93,82.77000000000001,0.8300018310546875,0.015660411906692318
12,2016-07-29,1,0.0026863406408094434,0.0,BIG,52.7400016784668,53.34000015258789,52.11000061035156,53.18000030517578,44.75121307373047,1413600,99,93.0,,0.93,92.07,-0.4900016784667969,-0.009102761690491179
13,2016-08-03,1,0.0026863406408094434,0.0,BIG,50.650001525878906,52.4900016784668,49.7400016784668,52.470001220703125,44.153751373291016,1157100,84,87.0,,0.87,73.08,-0.8499984741210938,-0.01593547940925255
14,2016-08-05,1,0.0026863406408094434,0.0,BIG,52.84000015258789,54.54999923706055,52.77000045776367,53.630001068115234,45.1298828125,1002700,98,87.0,,0.87,85.26,2.05999755859375,0.03924552281808813
15,2016-08-11,1,0.0026863406408094434,0.0,BIG,54.45000076293945,55.900001525878906,53.97999954223633,54.79999923706055,46.11444854736328,1344500,82,87.0,,0.87,71.34,1.3500022888183594,0.02474797997616074
16,2016-08-15,22,0.03809949409780776,13.182674199623353,BIG,55.2599983215332,56.29999923706055,55.06999969482422,55.7599983215332,46.92230224609375,936000,86,87.0,,0.87,74.82,0.3999977111816406,0.007155593922416381
17,2016-08-23,1,0.0026863406408094434,-0.9294914354003453,BIG,53.45000076293945,56.02000045776367,53.45000076293945,55.560001373291016,46.753997802734375,1679100,78,87.0,,0.87,67.86,-0.279998779296875,-0.004973335401265211
