,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,VZ_unscaled,VZ_monthly,isPartial,scale,VZ,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-17,3,0.01864159702878366,0.0,VZ,51.20000076293945,51.34999847412109,50.66999816894531,50.900001525878906,39.41353988647461,10466800,74,65.0,,0.65,48.1,,
1,2016-05-20,1,0.016784586815227483,-0.09961647656522388,VZ,49.79999923706055,49.79999923706055,49.470001220703125,49.65999984741211,38.45336532592773,15345800,97,65.0,,0.65,63.05,-1.5499992370605398,-0.03018499090787108
2,2016-06-14,1,0.016784586815227483,0.0,VZ,52.369998931884766,53.09999847412109,52.31999969482422,52.9900016784668,41.03190231323242,10735900,64,68.0,,0.68,43.52,3.2999992370605398,0.0662650459360794
3,2016-06-16,7,0.02235561745589601,0.33191348121922903,VZ,52.84000015258789,53.47999954223633,52.56999969482422,53.459999084472656,41.39582443237305,11914500,55,68.0,,0.68,37.400000000000006,0.3800010681152415,0.007156329172032683
4,2016-06-17,1,0.016784586815227483,-0.24920048178759824,VZ,53.43000030517578,53.77999877929688,53.0099983215332,53.77999877929688,41.64361572265625,18836300,61,68.0,,0.68,41.48,0.299999237060554,0.0056095594545326755
5,2016-06-21,3,0.01864159702878366,0.11063782707307634,VZ,53.88999938964844,54.4900016784668,53.43999862670898,54.09999847412109,41.89139938354492,11893000,74,68.0,,0.68,50.32,0.7100028991699148,0.013201988012004895
6,2016-06-23,2,0.017713091922005573,-0.04980823828261183,VZ,54.400001525878906,54.68000030517578,54.20000076293945,54.66999816894531,42.3327751159668,12329900,58,68.0,,0.68,39.440000000000005,0.18999862670898438,0.0034868530162674993
7,2016-06-24,1,0.016784586815227483,-0.052419143471195806,VZ,54.470001220703125,55.220001220703125,54.130001068115234,54.43000030517578,42.14693069458008,43842700,100,68.0,,0.68,68.0,0.5400009155273438,0.009875656776033859
8,2016-06-28,3,0.01864159702878366,-0.12999956666811108,VZ,54.7599983215332,54.9900016784668,54.34000015258789,54.81999969482422,42.448917388916016,17780600,77,68.0,,0.68,52.36000000000001,-0.22999954223632812,-0.004165149169719662
9,2016-06-29,1,0.016784586815227483,-0.09961647656522388,VZ,54.81999969482422,55.29999923706055,54.81999969482422,55.060001373291016,42.634761810302734,18184100,81,68.0,,0.68,55.080000000000005,0.30999755859375,0.0056373440467658575
10,2016-07-08,36,0.04928226555246054,1.9361619737788351,VZ,55.38999938964844,56.02999877929688,55.0099983215332,55.900001525878906,43.72219467163086,15946200,46,74.0,,0.74,34.04,0.7299995422363352,0.0132007152316036
11,2016-07-18,2,0.017713091922005573,0.0,VZ,55.869998931884766,56.0,55.7599983215332,55.93000030517578,43.74565887451172,9623300,30,74.0,,0.74,22.2,-0.029998779296882105,-0.0005354056746467162
12,2016-07-21,1,0.016784586815227483,-0.052419143471195806,VZ,55.52999877929688,55.66999816894531,55.2400016784668,55.369998931884766,43.30765151977539,9802100,35,74.0,,0.74,25.9,-0.3300018310546875,-0.005892889840262261
13,2016-07-22,1,0.016784586815227483,0.0,VZ,55.43999862670898,56.20000076293945,55.38999938964844,56.09999847412109,43.87862014770508,10973200,36,74.0,,0.74,26.64,0.5300025939941406,0.009520434909764175
14,2016-07-25,5,0.020498607242339834,0.15725743041358697,VZ,56.09999847412109,56.09999847412109,55.63999938964844,55.869998931884766,43.69873046875,10848700,100,74.0,,0.74,74.0,-0.10000228881836648,-0.0017794001327543496
15,2016-07-26,4,0.019570102135561745,-0.04529600942157008,VZ,55.84999847412109,56.25,54.68999862670898,54.810001373291016,42.86964797973633,18753900,68,74.0,,0.74,50.32,0.15000152587891336,0.0026738240634374133
16,2016-07-27,2,0.017713091922005573,-0.09489016463443556,VZ,54.95000076293945,55.43999862670898,54.43999862670898,55.31999969482422,43.2685432434082,17074600,44,74.0,,0.74,32.56,-0.8100013732910227,-0.014400024414062629
17,2016-07-28,1,0.016784586815227483,-0.052419143471195806,VZ,55.20000076293945,55.209999084472656,54.63999938964844,54.86000061035156,42.90875625610352,10672300,43,74.0,,0.74,31.82,-0.22999954223632102,-0.004148620994472996
18,2016-08-03,2,0.017713091922005573,0.05531891353653817,VZ,54.15999984741211,54.20000076293945,53.630001068115234,53.900001525878906,42.15789031982422,10429400,73,58.0,,0.58,42.34,-1.0099983215332031,-0.018293757259221888
19,2016-08-09,1,0.016784586815227483,-0.052419143471195806,VZ,53.59999847412109,53.77999877929688,53.33000183105469,53.65999984741211,41.970176696777344,7906200,78,58.0,,0.58,45.24,-0.420001983642571,-0.007749113980266897
20,2016-08-18,1,0.016784586815227483,0.0,VZ,52.95000076293945,53.060001373291016,52.52000045776367,52.869998931884766,41.35226440429688,11204900,66,58.0,,0.58,38.28,-0.7199974060058665,-0.01338782860447063
21,2016-08-26,3,0.01864159702878366,0.11063782707307634,VZ,52.63999938964844,53.0099983215332,51.900001525878906,52.06999969482422,40.7265510559082,15105300,73,58.0,,0.58,42.34,-0.0500030517578125,-0.0009423869292054521
22,2016-09-02,1,0.016784586815227483,-0.09961647656522388,VZ,52.79999923706055,53.13999938964844,52.52000045776367,52.880001068115234,41.3600959777832,13275300,58,56.0,,0.56,32.480000000000004,0.13000106811523438,0.002452387704800607
23,2016-10-10,1,0.016784586815227483,-0.5599240450860579,VZ,50.22999954223633,50.29999923706055,49.630001068115234,50.18999862670898,39.70380783081055,10687700,53,61.0,,0.61,32.33,-2.8400001525878906,-0.053443737019333026
24,2016-10-19,1,0.016784586815227483,-0.052419143471195806,VZ,50.45000076293945,50.630001068115234,50.34999847412109,50.380001068115234,39.85411071777344,10364900,80,61.0,,0.61,48.8,0.3300018310546875,0.006560672685091085
25,2016-10-20,1,0.016784586815227483,0.0,VZ,49.540000915527344,49.56999969482422,48.900001525878906,49.13999938964844,38.873191833496094,27098200,100,61.0,,0.61,61.0,-1.0600013732910156,-0.020936230514096543
26,2016-10-21,1,0.016784586815227483,0.0,VZ,48.790000915527344,48.91999816894531,47.95000076293945,48.20000076293945,38.12957763671875,24785000,92,61.0,,0.61,56.12,-0.6500015258789062,-0.0131128006834903
27,2016-10-24,1,0.016784586815227483,0.0,VZ,48.709999084472656,48.93000030517578,48.130001068115234,48.209999084472656,38.13748550415039,19414700,78,61.0,,0.61,47.58,0.01000213623046875,0.0002044590475234198
28,2016-10-25,3,0.01864159702878366,0.11063782707307634,VZ,48.209999084472656,48.290000915527344,47.790000915527344,47.84000015258789,37.84478759765625,16441200,100,61.0,,0.61,61.0,-0.6399993896484375,-0.013079897520064776
29,2016-11-08,1,0.016784586815227483,-0.09961647656522388,VZ,47.560001373291016,47.84999847412109,47.470001220703125,47.650001525878906,37.69449615478516,9482400,77,67.0,,0.67,51.59,-0.4400024414062571,-0.009111667696506065
30,2016-11-09,8,0.023284122562674096,0.387232394755767,VZ,47.0099983215332,48.08000183105469,46.470001220703125,47.86000061035156,37.86062240600586,20871900,93,67.0,,0.67,62.31,0.23000335693360086,0.004806757873942136
31,2016-11-16,8,0.023284122562674096,0.0,VZ,47.4900016784668,47.97999954223633,47.31999969482422,47.93000030517578,37.91598510742188,17328400,78,67.0,,0.67,52.260000000000005,-0.10000228881835938,-0.0020799144136839365
32,2016-12-12,16,0.030712163416898794,0.8297837030480721,VZ,51.540000915527344,52.43000030517578,51.47999954223633,51.7599983215332,40.945777893066406,16186400,80,65.0,,0.65,52.0,4.450000762939453,0.09274699469353176
