,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,NUGT_unscaled,NUGT_monthly,isPartial,scale,NUGT,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-02,1,0.10652763819095477,-0.6357497551504321,NUGT,492.0,495.8399963378906,436.6000061035156,451.55999755859375,445.6559143066406,1882975,80,90.0,,0.9,72.0,,
1,2016-05-03,2,0.11155276381909549,0.047172036416812224,NUGT,458.7200012207031,460.2000122070313,404.5199890136719,414.239990234375,408.8238830566406,1583850,50,90.0,,0.9,45.0,-35.63998413085932,-0.07187799369571712
2,2016-05-04,7,0.136678391959799,0.225235370962656,NUGT,393.3200073242188,413.2000122070313,344.79998779296875,350.5199890136719,345.93701171875,2275800,70,90.0,,0.9,63.0,-47.0,-0.1021295062001345
3,2016-05-05,1,0.10652763819095477,-0.22059634545387696,NUGT,371.4800109863281,392.0,364.6400146484375,385.1199951171875,380.0846557617188,1830200,68,90.0,,0.9,61.2,-21.200012207031307,-0.051306901211825684
4,2016-05-06,7,0.136678391959799,0.2830322185008727,NUGT,410.3999938964844,445.2799987792969,403.0799865722656,430.8800048828125,425.246337890625,2007800,76,90.0,,0.9,68.4,53.279998779296875,0.13591836423290027
5,2016-05-09,7,0.136678391959799,0.2830322185008727,NUGT,374.0400085449219,381.8800048828125,348.0,348.6000061035156,344.0421447753906,1994600,60,90.0,,0.9,54.0,-63.399993896484375,-0.14238230791926632
6,2016-05-10,11,0.15677889447236182,0.14706423030258464,NUGT,353.8399963378906,391.1600036621094,340.0,386.3200073242188,381.2689208984375,1739575,88,90.0,,0.9,79.2,9.279998779296875,0.024300823977795316
7,2016-05-11,5,0.12662814070351758,-0.1923138562133403,NUGT,410.0,430.8800048828125,376.6000061035156,417.4400024414063,411.9820556640625,2258950,75,90.0,,0.9,67.5,39.720001220703125,0.10154412733622409
8,2016-05-12,6,0.1316532663316583,0.03968411444898634,NUGT,420.0400085449219,435.239990234375,385.8399963378906,391.2799987792969,386.1640930175781,1605000,68,90.0,,0.9,61.2,4.3599853515625,0.010118792476221605
9,2016-05-13,1,0.10652763819095477,-0.19084697889232416,NUGT,394.9200134277344,413.760009765625,386.760009765625,403.4800109863281,398.2045593261719,1383350,60,90.0,,0.9,54.0,-21.47998046875,-0.049352037842807395
10,2016-05-16,9,0.1467286432160804,0.31532951934771813,NUGT,430.3200073242188,443.5199890136719,415.6000061035156,426.0,420.43011474609375,1626450,56,90.0,,0.9,50.4,29.759979248046875,0.07192570220815786
11,2016-05-17,2,0.11155276381909549,-0.239734237473886,NUGT,423.2799987792969,456.239990234375,409.2000122070313,443.8399963378906,438.036865234375,1601725,45,90.0,,0.9,40.5,12.720001220703125,0.028679657142377524
12,2016-05-18,11,0.15677889447236182,0.4054236677327807,NUGT,416.0,434.4400024414063,338.0,338.67999267578125,334.2518310546875,2581850,69,90.0,,0.9,62.1,-21.799987792968693,-0.047781843458680195
13,2016-05-19,7,0.136678391959799,-0.12820923747556012,NUGT,314.0400085449219,360.7200012207031,304.4800109863281,355.5199890136719,350.8716125488281,2459725,100,90.0,,0.9,90.0,-73.72000122070318,-0.1696897173520432
14,2016-05-20,72,0.46331155778894473,2.3897937424170004,NUGT,367.0799865722656,368.3999938964844,329.1199951171875,358.0,353.3192138671875,1622600,70,90.0,,0.9,63.0,7.67999267578125,0.02129073145318139
15,2016-05-23,5,0.12662814070351758,0.041324021653787346,NUGT,334.20001220703125,367.3999938964844,328.1600036621094,345.79998779296875,341.2787170410156,1557025,54,90.0,,0.9,48.6,-1.0,-0.002714440870161816
16,2016-05-24,2,0.11155276381909549,-0.11905234334695813,NUGT,323.44000244140625,333.44000244140625,289.0799865722656,290.0,286.2083435058594,2434225,67,90.0,,0.9,60.3,-33.959991455078125,-0.09243329346555851
17,2016-05-25,2,0.11155276381909549,0.0,NUGT,286.0,316.9200134277344,269.32000732421875,310.20001220703125,306.1441955566406,2672300,78,90.0,,0.9,70.2,-16.519989013671875,-0.049544112562123876
18,2016-05-26,13,0.1668291457286432,0.49551781611784307,NUGT,323.7200012207031,332.0,299.7200012207031,308.4800109863281,304.4466857910156,1792950,64,90.0,,0.9,57.6,15.079986572265625,0.04758294185704437
19,2016-05-27,3,0.11657788944723618,-0.3012138919846983,NUGT,299.239990234375,307.79998779296875,276.6400146484375,283.4800109863281,279.7735595703125,2119550,55,90.0,,0.9,49.5,-24.20001220703125,-0.07289160303322662
20,2016-05-31,1,0.10652763819095477,0.0,NUGT,282.79998779296875,309.6400146484375,274.9200134277344,292.2799987792969,288.45849609375,1724425,57,90.0,,0.9,51.3,1.84002685546875,0.005977995219110799
21,2016-06-01,1,0.10652763819095477,0.0,NUGT,298.0,311.5199890136719,282.6000061035156,297.6000061035156,293.7089538574219,1783475,38,98.0,False,0.98,37.24,1.879974365234375,0.006071483904846353
22,2016-06-02,11,0.15677889447236182,0.47172036416812113,NUGT,295.1199951171875,307.0799865722656,288.0799865722656,299.760009765625,295.8406982421875,1179225,29,98.0,,0.98,28.42,-4.44000244140625,-0.01425270479581131
23,2016-06-03,1,0.10652763819095477,-0.3205230936889003,NUGT,350.6400146484375,400.8800048828125,350.6400146484375,399.6000061035156,394.3753051757813,3457825,50,98.0,,0.98,49.0,93.80001831054688,0.30545793412841893
24,2016-06-06,3,0.11657788944723618,-0.11450818733539458,NUGT,396.0400085449219,409.9200134277344,376.3999938964844,404.3200073242188,399.0335693359375,1748800,43,98.0,,0.98,42.14,9.040008544921875,0.022550410184625003
25,2016-06-07,2,0.11155276381909549,-0.04310530626320097,NUGT,389.1600036621094,405.2000122070313,384.4800109863281,390.0,384.9008483886719,1115450,27,98.0,,0.98,26.46,-4.720001220703068,-0.011514444443038063
26,2016-06-08,3,0.11657788944723618,0.04504707419253107,NUGT,440.0,454.3200073242188,423.3599853515625,427.4800109863281,421.8907470703125,1592900,33,98.0,,0.98,32.34,49.1199951171875,0.12122407116831546
27,2016-06-09,8,0.1417035175879397,0.21552653131600508,NUGT,426.6400146484375,450.9200134277344,419.0,446.8800048828125,441.037109375,1176975,45,98.0,,0.98,44.1,-3.399993896484432,-0.007483698366068436
28,2016-06-10,1,0.10652763819095477,-0.24823575304088796,NUGT,457.3599853515625,476.0,418.0,427.5199890136719,421.9302368164063,1981125,35,98.0,,0.98,34.3,25.079986572265625,0.0556195906711181
29,2016-06-13,7,0.136678391959799,0.1724212250528041,NUGT,459.6799926757813,462.9599914550781,410.4400024414063,425.6000061035156,420.0353698730469,1463350,40,98.0,,0.98,39.2,-13.040008544921875,-0.027394975934709853
30,2016-06-14,3,0.11657788944723618,-0.14706423030258464,NUGT,432.3999938964844,433.0799865722656,387.9200134277344,398.0,392.7962341308594,1517825,29,98.0,,0.98,28.42,-29.8800048828125,-0.06454122480195312
31,2016-06-15,2,0.11155276381909549,-0.04310530626320097,NUGT,398.7999877929688,454.3999938964844,392.6000061035156,444.4400024414063,438.6290283203125,1962400,43,98.0,,0.98,42.14,21.32000732421875,0.04922879834037586
32,2016-06-16,6,0.1316532663316583,0.1801882967701247,NUGT,479.1600036621094,479.6799926757813,398.7200012207031,402.9599914550781,397.69134521484375,2497500,49,98.0,,0.98,48.02,25.279998779296932,0.055633800877770145
33,2016-06-17,1,0.10652763819095477,-0.19084697889232416,NUGT,423.4400024414063,427.4400024414063,392.0,416.3999938964844,410.9556579589844,1695100,41,98.0,,0.98,40.18,-52.239990234375,-0.10890591859578425
34,2016-06-20,7,0.136678391959799,0.1724212250528041,NUGT,378.3999938964844,417.1600036621094,374.2000122070313,409.0799865722656,403.7313232421875,1323900,35,98.0,,0.98,34.3,-10.279998779296932,-0.024050156093441744
35,2016-06-21,3,0.11657788944723618,-0.14706423030258464,NUGT,383.6799926757813,395.3999938964844,374.8800048828125,374.9200134277344,370.01800537109375,1412125,43,98.0,,0.98,42.14,-21.760009765625,-0.05216226285981662
36,2016-06-22,4,0.12160301507537688,0.04310530626320097,NUGT,379.7200012207031,400.55999755859375,369.3599853515625,399.760009765625,394.533203125,1413275,32,98.0,,0.98,31.36,5.160003662109375,0.013050085335763129
37,2016-06-23,3,0.11657788944723618,-0.041324021653787346,NUGT,388.8399963378906,408.6000061035156,383.239990234375,387.9200134277344,382.84808349609375,975450,44,98.0,,0.98,43.12,8.040008544921875,0.020071920795700082
38,2016-06-24,12,0.16180402010050252,0.38794775636880896,NUGT,499.5199890136719,501.6000061035156,440.0799865722656,455.7999877929688,449.8404846191406,2080400,100,98.0,,0.98,98.0,93.0,0.22760645768673626
39,2016-06-27,4,0.12160301507537688,0.14151610925043623,NUGT,468.760009765625,491.2000122070313,441.3999938964844,472.6799926757813,466.4998168945313,1631025,48,98.0,,0.98,47.04,-10.399993896484318,-0.020733639892217326
40,2016-06-28,4,0.12160301507537688,0.0,NUGT,453.1199951171875,470.3999938964844,443.3999938964844,450.6000061035156,444.70849609375,1264450,42,98.0,,0.98,41.16,-20.800018310546932,-0.04234531309779388
41,2016-06-29,1,0.10652763819095477,-0.12397206496136204,NUGT,471.6400146484375,500.0,466.6400146484375,477.9200134277344,471.6712951660156,1425275,48,98.0,,0.98,47.04,29.600006103515625,0.06292518385965229
42,2016-06-30,7,0.136678391959799,0.2830322185008727,NUGT,493.0,508.8800048828125,478.0,504.4800109863281,497.884033203125,1163400,52,98.0,,0.98,50.96,8.8800048828125,0.017760009765624973
43,2016-07-01,3,0.11657788944723618,-0.14706423030258464,NUGT,549.0399780273438,588.4000244140625,546.0,577.8400268554688,570.2848510742188,1394775,73,100.0,False,1.0,73.0,79.52001953125,0.15626477513016512
44,2016-07-05,1,0.10652763819095477,-0.19084697889232416,NUGT,605.6400146484375,622.0,568.1199951171875,615.1199951171875,607.077392578125,1445600,82,100.0,,1.0,82.0,33.5999755859375,0.057103967015291746
45,2016-07-06,4,0.12160301507537688,0.14151610925043623,NUGT,642.8400268554688,679.3200073242188,635.52001953125,670.8400268554688,662.06884765625,1727575,100,100.0,,1.0,100.0,57.32000732421875,0.09215435261128424
46,2016-07-07,3,0.11657788944723618,-0.041324021653787346,NUGT,643.3200073242188,645.5999755859375,596.239990234375,609.760009765625,601.7875366210938,1387475,75,100.0,,1.0,75.0,-33.72003173828125,-0.049637919352767845
47,2016-07-08,11,0.15677889447236182,0.344842450105608,NUGT,612.3599853515625,675.5999755859375,599.0399780273438,666.719970703125,658.002685546875,1353325,99,100.0,,1.0,99.0,30.0,0.04646840324424173
48,2016-07-11,2,0.11155276381909549,-0.08264804330757458,NUGT,646.0399780273438,679.280029296875,640.4000244140625,671.6799926757812,662.8978881835938,1149950,70,100.0,,1.0,70.0,3.6800537109375,0.0054470897630596316
49,2016-07-12,5,0.12662814070351758,0.13514122257759342,NUGT,650.0,662.0,592.0,594.47998046875,586.707275390625,1353175,65,100.0,,1.0,65.0,-17.280029296875,-0.025438741831938727
50,2016-07-13,2,0.11155276381909549,-0.11905234334695813,NUGT,632.6400146484375,665.4400024414062,618.5599975585938,649.6799926757812,641.185546875,1191550,65,100.0,,1.0,65.0,3.44000244140625,0.005196378310281302
51,2016-07-14,2,0.11155276381909549,0.0,NUGT,596.6400146484375,642.2000122070312,584.8800048828125,640.3599853515625,631.9873657226562,1420300,68,100.0,,1.0,68.0,-23.239990234375,-0.034924245836004286
52,2016-07-15,16,0.18190452261306533,0.6306590386954367,NUGT,606.239990234375,635.5599975585938,606.239990234375,619.1199951171875,611.0250854492188,909025,63,100.0,,1.0,63.0,-6.6400146484375,-0.010339480725978123
53,2016-07-18,1,0.10652763819095477,-0.4591953876374397,NUGT,623.1599731445312,628.4000244140625,600.6799926757812,627.8400268554688,619.6311645507812,952575,63,100.0,,1.0,63.0,-7.15997314453125,-0.011265613273389152
54,2016-07-19,5,0.12662814070351758,0.18868814566724845,NUGT,616.0800170898438,625.4000244140625,603.8800048828125,607.4000244140625,599.4583740234375,778400,45,100.0,,1.0,45.0,-3.0,-0.004774029095236387
55,2016-07-20,6,0.1316532663316583,0.03968411444898634,NUGT,562.0,563.0800170898438,491.0,501.0400085449219,494.4889831542969,1559000,55,100.0,,1.0,55.0,-62.32000732421875,-0.09964823295714831
56,2016-07-21,19,0.19697989949748743,0.49620214512004246,NUGT,519.6799926757812,557.4000244140625,508.55999755859375,548.2000122070312,541.0324096679688,1127150,89,100.0,,1.0,89.0,-5.67999267578125,-0.01008736325813342
