,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,UA_unscaled,UA_monthly,isPartial,scale,UA,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-04,1,0.0058045424765232586,-0.06998145491444763,UA,38.57618713378906,38.62583160400391,36.7789421081543,37.1264762878418,37.1264762878418,4548211,92,81.0,,0.81,74.52000000000001,,
1,2016-05-05,1,0.0058045424765232586,0.0,UA,37.13640594482422,37.900978088378906,36.81875991821289,37.225772857666016,37.225772857666016,1129592,98,81.0,,0.81,79.38000000000001,-0.7248535156250071,-0.018766030025095137
2,2016-05-09,3,0.0062413190652981,0.0,UA,36.0540885925293,36.46119689941406,35.71132278442383,36.0540885925293,36.0540885925293,1717732,92,81.0,,0.81,74.52000000000001,-1.4397811889648438,-0.037987969218301165
3,2016-05-10,4,0.006459707359685521,0.03499072745722387,UA,36.33211517333984,37.01725006103516,36.14345169067383,36.29239654541016,36.29239654541016,1291895,85,81.0,,0.81,68.85000000000001,0.5560531616211009,0.015250546029936807
4,2016-05-11,10,0.007770037126010046,0.20284661415193206,UA,35.746273040771484,35.86433410644531,34.559696197509766,34.9817008972168,34.9817008972168,1955208,97,81.0,,0.81,78.57000000000001,-1.1529159545898509,-0.031145370136595463
5,2016-05-13,4,0.006459707359685521,-0.16863880378875173,UA,34.723533630371094,34.9817008972168,34.23698425292969,34.465362548828125,34.465362548828125,1921686,92,81.0,,0.81,74.52000000000001,-0.8826332092285156,-0.024610333112803917
6,2016-05-17,23,0.010609084953046518,9.609084953046517,UA,34.20719528198242,34.49515151977539,33.854698181152344,34.227054595947266,34.227054595947266,1908909,85,81.0,,0.81,68.85000000000001,-0.48654937744140625,-0.013908682681582185
7,2016-05-20,1,0.0058045424765232586,-0.4528705819386979,UA,34.64409637451172,35.398738861083984,34.48522186279297,35.32923126220703,35.32923126220703,1060326,100,81.0,,0.81,81.0,0.9035873413085938,0.026194618707228612
8,2016-05-23,4,0.006459707359685521,0.03499072745722387,UA,35.27958679199219,35.746273040771484,34.50508117675781,34.58451843261719,34.58451843261719,688688,81,81.0,,0.81,65.61,0.3475341796875,0.009817699468089414
9,2016-05-25,2,0.006022930770910679,-0.06761553805064413,UA,35.65690612792969,35.746273040771484,35.100852966308594,35.22993850708008,35.22993850708008,1332346,86,81.0,,0.81,69.66000000000001,0.0,0.0
10,2016-05-26,1,0.0058045424765232586,-0.0362594727872656,UA,35.259727478027344,35.259727478027344,34.66395568847656,34.673885345458984,34.673885345458984,881217,97,81.0,,0.81,78.57000000000001,-0.4865455627441406,-0.01361108505463482
11,2016-05-27,1,0.0058045424765232586,0.0,UA,34.723533630371094,34.96184158325195,34.59444808959961,34.812896728515625,34.812896728515625,1113360,100,81.0,,0.81,81.0,-0.2978858947753906,-0.008448332306624451
12,2016-05-31,3,0.0062413190652981,0.07524737574777074,UA,34.99163055419922,35.1505012512207,34.40578842163086,34.723533630371094,34.723533630371094,6356162,96,81.0,,0.81,77.76,0.18865966796875,0.00539615933901838
13,2016-06-01,2,0.006022930770910679,-0.03499072745722376,UA,33.154666900634766,33.517093658447266,32.39595413208008,33.48234176635742,33.48234176635742,3102853,89,83.0,False,0.83,73.86999999999999,-1.6334075927734375,-0.04646897013216034
14,2016-06-02,5,0.006678095654072942,0.10877841836179702,UA,33.43269348144531,34.0781135559082,33.42276382446289,33.978816986083984,33.978816986083984,2805181,79,83.0,,0.83,65.57,0.5610198974609375,0.016738321740481288
15,2016-06-07,1,0.0058045424765232586,-0.29271667686739933,UA,34.55472946166992,35.03134536743164,33.96888732910156,34.95191192626953,34.95191192626953,1451375,73,83.0,,0.83,60.59,0.9532318115234375,0.02797196534836277
16,2016-06-08,71,0.021091723083642717,2.6336581511719777,UA,35.41859817504883,36.29239654541016,35.03144454956055,36.18317031860352,36.18317031860352,1296498,85,83.0,,0.83,70.55,1.2610511779785227,0.035997794682213646
17,2016-06-10,2,0.006022930770910679,-0.7144410275525735,UA,35.4980354309082,36.15338134765625,35.448387145996094,35.53775405883789,35.53775405883789,621265,80,83.0,,0.83,66.39999999999999,-0.13901519775391336,-0.0038304220990194038
