,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,TSM_unscaled,TSM_monthly,isPartial,scale,TSM,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-20,1,0.001,0.0,TSM,23.5,24.020000457763672,23.43000030517578,23.90999984741211,19.710832595825195,8380600,74,56.0,,0.56,41.440000000000005,,
1,2016-10-11,1,0.001,0.0,TSM,30.989999771118164,30.989999771118164,30.51000022888184,30.729999542236328,26.283924102783203,10157600,30,53.0,,0.53,15.9,6.969999313354492,0.29017482017164875
2,2016-10-12,1,0.001,0.0,TSM,30.899999618530277,31.40999984741211,30.700000762939453,31.350000381469727,26.81422233581543,9587000,22,53.0,,0.53,11.66,0.4200000762939453,0.013552761516486767
3,2016-10-13,1,0.001,0.0,TSM,30.93000030517578,30.93000030517578,29.520000457763672,30.530000686645508,26.11286354064941,17323000,27,53.0,,0.53,14.31,-0.4799995422363281,-0.01528174290251949
4,2016-12-27,1,0.001,0.0,TSM,29.0,29.229999542236328,29.0,29.100000381469727,24.889760971069336,3083000,52,36.0,,0.36,18.72,-1.7000007629394531,-0.05496284339366708
5,2017-01-11,1,0.001,0.0,TSM,29.780000686645508,30.200000762939453,29.71999931335449,30.170000076293945,25.804950714111328,7467300,31,34.0,,0.34,10.54,0.970001220703125,0.033185126099694484
6,2017-01-12,3,0.00981057268722467,8.810572687224669,TSM,29.31999969482422,29.86000061035156,28.979999542236328,29.290000915527344,25.052270889282227,13032200,29,34.0,,0.34,9.86,-0.3400001525878942,-0.011258282913857776
7,2017-01-20,1,0.001,-0.898069151324652,TSM,29.6200008392334,30.26000022888184,29.56999969482422,30.06999969482422,25.71941566467285,7399400,54,34.0,,0.34,18.360000000000003,0.39999961853028054,0.013395834238248971
8,2017-01-30,1,0.001,0.0,TSM,31.06999969482422,31.200000762939453,30.940000534057617,31.190000534057617,26.6773738861084,7253100,36,34.0,,0.34,12.24,0.9400005340576136,0.03106412845167217
9,2017-02-14,1,0.001,0.0,TSM,31.46999931335449,31.46999931335449,31.11000061035156,31.32999992370605,26.797119140625,5208600,34,33.0,,0.33,11.22,0.2699985504150355,0.008653799481176616
10,2017-03-13,2,0.005405286343612335,4.405286343612335,TSM,31.270000457763672,31.56999969482422,31.239999771118164,31.5,26.942523956298828,3965700,77,35.0,,0.35,26.95,0.10000038146973012,0.003177641679429355
11,2017-03-20,1,0.001,-0.8149959250203749,TSM,32.79999923706055,33.11000061035156,32.709999084472656,32.849998474121094,28.097198486328125,5126700,80,35.0,,0.35,28.0,1.5400009155273438,0.04878051727633759
12,2017-03-30,1,0.001,0.0,TSM,32.84000015258789,33.150001525878906,32.779998779296875,33.06999969482422,28.285369873046875,3890600,53,35.0,,0.35,18.55,0.04000091552734375,0.0012081218601620591
13,2017-04-10,1,0.001,0.0,TSM,32.869998931884766,32.869998931884766,32.41999816894531,32.52000045776367,27.8149471282959,4937100,30,36.0,,0.36,10.8,-0.2800025939941406,-0.008446533366689435
14,2017-04-12,1,0.001,0.0,TSM,32.470001220703125,32.63999938964844,32.02000045776367,32.279998779296875,27.609668731689453,6136500,36,36.0,,0.36,12.96,-0.22999954223632812,-0.0069972482418678705
15,2017-04-21,6,0.023026431718061676,22.026431718061676,TSM,32.09000015258789,32.13999938964844,31.950000762939453,32.08000183105469,27.43860626220703,4530400,30,36.0,,0.36,10.8,-0.5,-0.015318627737430979
