,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,DE_unscaled,DE_monthly,isPartial,scale,DE,Stock_Price_Change,Stock_Price_Change_Percent
17,2016-10-13,1,0.006200594353640416,0.0,DE,86.44999694824219,86.7699966430664,86.12000274658203,86.33999633789062,78.90962219238281,2437100,90,78.0,,0.78,70.2,3.2199935913085938,0.03853971841645376
18,2016-11-22,9,0.007686478454680535,0.23963575365444534,DE,92.75,93.13999938964844,91.83999633789062,92.01000213623048,84.09166717529297,5414000,80,77.0,,0.77,61.6,6.370002746582031,0.07341250424136136
19,2016-11-23,9,0.007686478454680535,0.0,DE,99.52999877929688,102.5,98.56999969482422,102.16999816894533,93.37731170654295,20485400,83,77.0,,0.77,63.91,9.360000610351562,0.10049388739197074
20,2016-12-15,8,0.00750074294205052,-0.024163928088149933,DE,100.5500030517578,101.83000183105467,100.0500030517578,101.4000015258789,92.673583984375,2751000,91,73.0,,0.73,66.42999999999999,-0.6699981689453267,-0.006536567501905677
21,2016-12-16,3,0.006572065378900446,-0.12381141045958799,DE,100.9000015258789,102.48999786376952,100.9000015258789,101.76000213623048,93.00260925292967,3717800,90,73.0,,0.73,65.7,0.6599960327148438,0.006481351476452346
22,2016-12-20,3,0.006572065378900446,0.059908938413611335,DE,102.76000213623048,104.0999984741211,102.27999877929688,103.63999938964844,94.72079467773438,2093100,92,73.0,,0.73,67.16,1.6100006103515767,0.015708855926522824
23,2016-12-22,4,0.006757800891530461,0.028261361067148938,DE,103.01000213623048,103.33000183105467,102.73999786376952,103.08999633789062,94.21812438964844,1858600,90,73.0,,0.73,65.7,-0.7699966430664205,-0.00739670177092111
24,2017-01-09,36,0.012701337295690937,0.8795074758135444,DE,105.94000244140624,106.30999755859376,104.8499984741211,105.19000244140624,96.69580841064452,2195000,92,75.0,,0.75,69.0,2.979995727539091,0.028839598129606125
25,2017-01-11,1,0.006200594353640416,-0.5118156293869911,DE,105.0999984741211,105.83000183105467,104.97000122070312,105.70999908447266,97.17381286621094,1235300,90,75.0,,0.75,67.5,-0.4799957275390909,-0.0045150572717729265
26,2017-01-13,3,0.006572065378900446,0.059908938413611335,DE,105.55999755859376,106.0,104.95999908447266,105.79000091552734,97.24737548828124,1360500,93,75.0,,0.75,69.75,0.1699981689453267,0.0016063324766515397
27,2017-01-17,1,0.006200594353640416,-0.0565227221342981,DE,105.70999908447266,105.70999908447266,104.0999984741211,104.33999633789062,95.91444396972656,2438800,92,75.0,,0.75,69.0,-0.29000091552734375,-0.0027358576936541423
28,2017-01-26,4,0.006757800891530461,0.089863407620417,DE,107.9499969482422,108.08000183105467,106.93000030517578,107.62999725341795,98.93879699707033,1560000,94,75.0,,0.75,70.5,2.370002746582017,0.022419854007265316
29,2017-01-31,8,0.00750074294205052,-0.21407442005293464,DE,106.30999755859376,107.1500015258789,105.63999938964844,107.0500030517578,98.4056167602539,1645800,92,75.0,,0.75,69.0,-0.930000305175767,-0.008604739909511605
30,2017-02-09,0,0.006014858841010402,-0.19809825673534076,DE,108.41000366210938,109.19000244140624,108.08999633789062,109.12000274658205,100.3084716796875,2715500,82,74.0,,0.74,60.68,2.0400009155273295,0.019038739024512585
31,2017-02-14,1,0.006200594353640416,0.0,DE,109.87999725341795,110.41999816894533,109.05999755859376,110.0500030517578,101.1633758544922,3521100,100,74.0,,0.74,74.0,1.229995727539091,0.011264728455328443
32,2017-02-16,2,0.006386329866270431,0.029954469206805667,DE,109.1500015258789,109.4000015258789,107.95999908447266,109.16999816894533,100.35441589355467,4757900,80,74.0,,0.74,59.2,-1.0199966430664205,-0.009237426734112097
33,2017-02-17,1,0.006200594353640416,-0.02908329455560732,DE,111.7699966430664,112.16000366210938,107.77999877929688,110.2699966430664,101.3656005859375,6717800,79,74.0,,0.74,58.46,2.7600021362304688,0.02522853837051886
34,2017-02-27,-1,0.0058291233283803865,-0.059908938413611224,DE,108.6500015258789,109.73999786376952,108.55999755859376,109.51000213623048,100.66698455810548,1835200,74,74.0,,0.74,54.76,-2.420005798339858,-0.021576370536062983
35,2017-03-06,8,0.00750074294205052,0.20968128444763967,DE,109.91000366210938,111.05999755859376,109.70999908447266,110.83999633789062,101.88957977294922,1688700,94,76.0,,0.76,71.44,1.3199996948242472,0.012028428289773574
36,2017-03-17,11,0.008057949479940565,0.07428684627575266,DE,110.73999786376952,111.11000061035156,110.2300033569336,110.4499969482422,101.5310516357422,4122200,93,76.0,,0.76,70.68,0.05000305175779829,0.0004502345836214783
37,2017-03-27,1,0.006200594353640416,-0.23049972340033198,DE,107.61000061035156,107.98999786376952,106.93000030517578,107.16000366210938,98.50672149658205,3473100,91,76.0,,0.76,69.16,-3.1200027465820455,-0.028080305368042402
38,2017-03-29,1,0.006200594353640416,0.0,DE,107.6500015258789,108.33000183105467,107.36000061035156,108.18000030517578,99.99823760986328,1615000,97,76.0,,0.76,73.72,0.34000396728515625,0.0031484764701457113
39,2017-04-11,86,0.021988112927191678,2.5461298825784806,DE,110.0199966430664,111.37999725341795,109.37000274658205,111.16000366210938,102.75285339355467,2846700,92,73.0,,0.73,67.16,3.0499954223632812,0.028154669720396486
40,2017-04-12,4,0.006757800891530461,-0.6926611704284362,DE,110.98999786376952,111.1999969482422,109.27999877929688,109.3499984741211,101.0797348022461,2088200,91,73.0,,0.73,66.42999999999999,-0.18000030517575283,-0.0016160918442672534
41,2017-04-19,-6,0.004900445765230312,-0.20968128444763956,DE,108.8000030517578,108.98999786376952,107.88999938964844,108.22000122070312,100.0352020263672,1458200,89,73.0,,0.73,64.97,-2.2099990844726847,-0.01987409303168708
42,2017-05-03,1,0.006200594353640416,0.26531231049120674,DE,110.33999633789062,111.0,109.79000091552734,110.79000091552734,102.41083526611328,2013100,57,78.0,,0.78,44.46,2.010002136230483,0.018442078866198752
43,2017-05-04,1,0.006200594353640416,0.0,DE,111.0199966430664,112.08999633789062,110.41999816894533,112.02999877929688,103.55704498291016,3691000,61,78.0,,0.78,47.58,1.089996337890625,0.009819786827843568
44,2017-05-15,3,0.006572065378900446,0.059908938413611335,DE,113.62000274658205,113.97000122070312,113.2699966430664,113.8000030517578,105.19317626953124,2527900,49,78.0,,0.78,38.22,1.8800048828125,0.016772280705097842
45,2017-05-18,6,0.00712927191679049,0.08478408320144704,DE,112.19000244140624,113.5199966430664,111.12000274658205,112.66999816894533,104.1486358642578,3278700,49,78.0,,0.78,38.22,-0.45000457763671875,-0.003948447598638549
46,2017-05-19,4,0.006757800891530461,-0.05210504376823666,DE,120.37000274658205,122.23999786376952,119.0,120.9000015258789,111.75621032714844,11097700,49,78.0,,0.78,38.22,8.72000122070311,0.07681467123471508
47,2017-06-13,1,0.006200594353640416,-0.08245382585751992,DE,126.0,126.6500015258789,126.0,126.41999816894533,116.85871124267578,1171200,90,75.0,,0.75,67.5,4.410003662109389,0.036076601269448005
48,2017-06-30,0,0.006014858841010402,-0.029954469206805556,DE,122.58999633789062,124.33999633789062,122.26000213623048,123.58999633789062,114.80736541748048,2305600,91,75.0,,0.75,68.25,-2.3100051879882812,-0.018239282748972352
49,2017-07-17,2,0.006386329866270431,0.06175889328063233,DE,125.45999908447266,126.0199966430664,125.01000213623048,125.87999725341795,116.93464660644533,1573400,86,78.0,,0.78,67.08,1.6800003051757812,0.013511342726844067
50,2017-08-08,2,0.006386329866270431,0.0,DE,129.75,132.22000122070312,129.75,132.02000427246094,122.63831329345705,3955100,96,78.0,,0.78,74.88,6.200004577636719,0.04919857754954027
51,2017-08-17,2,0.006386329866270431,-0.02826136106714905,DE,126.48999786376952,127.04000091552734,123.5999984741211,123.9800033569336,115.16966247558594,4123300,92,78.0,,0.78,71.76,-5.180000305175781,-0.039177130973771956
52,2017-08-18,2,0.006386329866270431,0.0,DE,115.43000030517578,118.41000366210938,112.87000274658205,117.30999755859376,108.97364807128906,11364600,89,78.0,,0.78,69.42,-8.629997253417969,-0.06793133809213614
53,2017-09-01,2,0.006386329866270431,0.0,DE,115.9800033569336,116.66000366210938,115.41000366210938,116.13999938964844,107.88677978515624,1815500,95,75.0,False,0.75,71.25,-1.75,-0.014779156708699559
54,2017-09-12,2,0.006386329866270431,0.0,DE,118.51000213623048,119.25,116.75,117.26000213623048,108.92720794677734,3726300,91,75.0,,0.75,68.25,2.589996337890625,0.02220123655569406
55,2017-09-18,6,0.00712927191679049,0.11633317822242906,DE,119.0,120.05999755859376,118.87999725341795,119.88999938964844,111.37030792236328,2009700,89,75.0,,0.75,66.75,0.8099975585937642,0.006792432357180411
56,2017-09-20,1,0.006200594353640416,-0.13026260942059198,DE,123.0999984741211,124.11000061035156,122.91000366210938,123.9499969482422,115.14180755615234,2173300,100,75.0,,0.75,75.0,4.050003051757798,0.033733159537848945
57,2017-10-13,1,0.006200594353640416,0.0,DE,129.02000427246094,129.02000427246094,127.37999725341795,127.91000366210938,119.40131378173828,2023200,91,76.0,,0.76,69.16,4.910003662109375,0.03956170846799467
58,2017-10-24,1,0.006200594353640416,0.06372673973999476,DE,131.5,132.36000061035156,130.27999877929688,131.02000427246094,122.30442810058594,3153800,90,76.0,,0.76,68.4,3.339996337890625,0.025887430067335293
59,2017-11-15,3,0.006572065378900446,0.059908938413611335,DE,132.2899932861328,133.02000427246094,131.36000061035156,132.27000427246094,123.47127532958984,1764800,84,74.0,,0.74,62.16,0.660003662109375,0.004986428370095997
60,2017-11-27,8,0.00750074294205052,0.20968128444763967,DE,145.75,148.8300018310547,145.32000732421875,148.77000427246094,138.87368774414062,3880800,77,74.0,,0.74,56.98,15.80999755859375,0.11885428545176269
61,2017-12-05,0,0.006014858841010402,-0.19809825673534076,DE,150.6699981689453,152.5399932861328,150.25999450683594,150.6699981689453,140.64730834960938,1802600,86,71.0,,0.71,61.06,3.709991455078125,0.02492771221819612
62,2018-01-02,3,0.006572065378900446,0.0926383399209485,DE,156.6699981689453,158.05999755859375,156.5500030517578,158.00999450683594,148.05923461914062,1897600,83,75.0,,0.75,62.25,5.5200042724609375,0.036187259180656905
63,2018-01-05,8,0.00750074294205052,0.1413068053357449,DE,159.8000030517578,160.47000122070312,156.58999633789062,160.32000732421875,150.2237548828125,1574400,89,75.0,,0.75,66.75,2.410003662109375,0.015247397819400543
64,2018-01-29,3,0.006572065378900446,-0.283492629191641,DE,171.49000549316406,171.9499969482422,168.75999450683594,169.17999267578125,158.5258026123047,1487600,88,75.0,,0.75,66.0,11.479995727539062,0.07153982451679552
65,2018-02-02,10,0.00787221396731055,0.197829527470043,DE,166.66000366210938,167.92999267578125,164.72000122070312,164.9600067138672,154.57156372070312,2568700,83,76.0,,0.76,63.08,-4.0200042724609375,-0.023378914474019852
66,2018-02-06,1,0.006200594353640416,-0.21234428086070223,DE,153.9499969482422,162.25999450683594,151.4499969482422,161.8800048828125,151.68551635742188,3377400,84,76.0,,0.76,63.84,-5.6699981689453125,-0.033764058930748964
67,2018-02-09,2,0.006386329866270431,0.029954469206805667,DE,155.41000366210938,157.14999389648438,148.60000610351562,154.92999267578125,145.1732177734375,3895300,80,76.0,,0.76,60.8,-5.1100006103515625,-0.031492670919178956
68,2018-02-12,17,0.009172362555720653,0.47927150730889045,DE,156.74000549316406,160.36000061035156,155.91000366210938,159.2100067138672,149.1836700439453,2343100,79,76.0,,0.76,60.04,3.2100067138671875,0.02042638777308281
69,2018-02-16,2,0.006386329866270431,-0.30374210270532964,DE,165.75999450683594,175.25999450683594,162.00999450683594,169.44000244140625,158.76939392089844,6626900,79,76.0,,0.76,60.04,14.899993896484375,0.09291590072195688
70,2018-02-23,9,0.007686478454680535,0.10699764605178697,DE,165.02000427246094,166.25999450683594,162.8699951171875,166.24000549316406,155.7709503173828,2038800,81,76.0,,0.76,61.56,-9.0,-0.05135227822712818
71,2018-03-05,1,0.006200594353640416,-0.19331142470520013,DE,152.5399932861328,158.24000549316406,151.0399932861328,157.5399932861328,147.6188201904297,3093400,87,76.0,,0.76,66.12,-8.019989013671875,-0.048237635502520915
72,2018-03-09,2,0.006386329866270431,0.029954469206805667,DE,162.0,168.00999450683594,161.72999572753906,167.92999267578125,157.35450744628906,3828000,88,76.0,,0.76,66.88,9.769989013671875,0.06174158666908003
73,2018-03-23,2,0.006386329866270431,-0.6195786864931847,DE,151.75999450683594,153.72999572753906,147.60000610351562,148.0,138.6796112060547,2940600,89,76.0,,0.76,67.64,-14.279998779296875,-0.0849949362906256
74,2018-03-28,1,0.006200594353640416,-0.02908329455560732,DE,151.47999572753906,153.6300048828125,148.7899932861328,151.47999572753906,142.50238037109375,2655000,91,76.0,,0.76,69.16,-0.0999908447265625,-0.0006504315846321829
75,2018-04-04,5357,1.001,160.43613707165107,DE,145.32000732421875,149.16000366210938,143.57000732421875,148.57000732421875,139.76487731933594,4478100,91,74.0,,0.74,67.34,-4.470001220703125,-0.029095886731975273
76,2018-04-06,1,0.006200594353640416,-0.9938056000463132,DE,149.3300018310547,149.8000030517578,143.02999877929688,145.38999938964844,136.77330017089844,3294000,90,74.0,,0.74,66.6,0.6399993896484375,0.004290690358913052
77,2018-04-10,2,0.006386329866270431,0.029954469206805667,DE,146.0500030517578,149.49000549316406,145.44000244140625,148.00999450683594,139.23802185058594,2597400,94,74.0,,0.74,69.56,-0.30999755859375,-0.002069409561271107
78,2018-04-18,1,0.006200594353640416,-0.02908329455560732,DE,150.58999633789062,151.7100067138672,149.41000366210938,149.77000427246094,140.8937225341797,2022000,92,74.0,,0.74,68.08,2.220001220703125,0.01485049929177129
79,2018-04-25,8,0.00750074294205052,0.20968128444763967,DE,138.07000732421875,139.89999389648438,136.10000610351562,138.0,129.8212890625,3067300,93,74.0,,0.74,68.82,-11.810012817382812,-0.07784597122625603
80,2018-05-03,4,0.006757800891530461,0.028261361067148938,DE,136.0,137.4199981689453,131.25999450683594,136.8699951171875,128.7582550048828,3716900,61,80.0,,0.8,48.8,-2.4799957275390625,-0.01772691805386406
81,2018-05-09,1,0.006200594353640416,-0.08245382585751992,DE,143.2100067138672,145.52999877929688,142.08999633789062,145.16000366210938,136.5569305419922,2332600,56,80.0,,0.8,44.8,8.110000610351562,0.05901616008159927
82,2018-05-10,1,0.006200594353640416,0.0,DE,145.47000122070312,147.5,144.5500030517578,146.61000061035156,137.92098999023438,2413800,72,80.0,,0.8,57.6,1.970001220703125,0.013536736323970677
83,2018-05-15,1,0.006200594353640416,0.0,DE,145.3300018310547,146.4499969482422,143.30999755859375,145.52999877929688,136.9049835205078,3135000,56,80.0,,0.8,44.8,-1.0500030517578125,-0.007118664757680082
84,2018-05-17,10,0.00787221396731055,0.269590222861251,DE,147.3000030517578,148.10000610351562,145.41000366210938,146.80999755859375,138.10914611816406,4095700,55,80.0,,0.8,44.0,1.6500091552734375,0.011266706655218117
85,2018-05-18,9,0.007686478454680535,-0.02359380898452257,DE,146.5,157.10000610351562,146.11000061035156,155.25,146.04898071289062,7788800,55,80.0,,0.8,44.0,9.0,0.0607697476643545
86,2018-06-06,198,0.04279049034175334,5.700325732899023,DE,155.13999938964844,158.55999755859375,154.77999877929688,158.5500030517578,149.15335083007812,2468100,81,78.0,,0.78,63.18,1.459991455078125,0.00929338891378606
87,2018-06-08,3,0.006572065378900446,-0.8464129453434266,DE,158.1300048828125,158.61000061035156,156.0500030517578,157.1199951171875,147.80812072753906,1390300,79,78.0,,0.78,61.620000000000005,0.0500030517578125,0.00031535729394382983
88,2018-06-27,2,0.006386329866270431,-0.02826136106714905,DE,140.92999267578125,143.33999633789062,139.1300048828125,139.3800048828125,131.11949157714844,2433700,89,78.0,,0.78,69.42,-15.270004272460938,-0.09627390589307105
89,2018-07-05,8,0.00750074294205052,0.1744997673336437,DE,140.55999755859375,140.99000549316406,138.0800018310547,139.6999969482422,132.07437133789062,3014900,90,79.0,,0.79,71.10000000000001,-2.3499908447265625,-0.01639452284613574
90,2018-07-13,13,0.008429420505200593,0.12381141045958777,DE,140.6999969482422,140.8300018310547,137.47999572753906,137.5800018310547,130.07008361816406,5103500,87,79.0,,0.79,68.73,-0.160003662109375,-0.001134858187640364
91,2018-07-18,13,0.008429420505200593,0.0,DE,137.8000030517578,139.49000549316406,137.3800048828125,139.2100067138672,131.61111450195312,2397700,89,79.0,,0.79,70.31,-1.339996337890625,-0.009514991979465703
92,2018-07-24,1,0.006200594353640416,-0.26441036488630343,DE,136.8699951171875,141.99000549316406,135.3300018310547,139.83999633789062,132.2067413330078,5146300,87,79.0,,0.79,68.73,2.5,0.017922431009743667
93,2018-07-26,3,0.006572065378900446,0.059908938413611335,DE,141.9499969482422,144.2100067138672,141.32000732421875,142.72999572753906,134.93896484375,3585300,91,79.0,,0.79,71.89,2.220001220703125,0.015634911858708245
94,2018-07-27,2,0.006386329866270431,-0.02826136106714905,DE,143.85000610351562,143.85000610351562,139.63999938964844,140.8000030517578,133.11431884765625,2321400,91,79.0,,0.79,71.89,-0.3600006103515625,-0.0024963635919236227
95,2018-07-30,2,0.006386329866270431,0.0,DE,141.69000244140625,142.6199951171875,137.85000610351562,138.1999969482422,130.65626525878906,2994500,86,79.0,,0.79,67.94,-1.230010986328125,-0.008550649524776466
96,2018-08-03,1,0.006200594353640416,-0.02908329455560732,DE,142.14999389648438,144.0,142.00999450683594,143.36000061035156,135.53457641601562,1873700,93,75.0,,0.75,69.75,1.3800048828125,0.009676096831153114
97,2018-08-06,-4,0.005271916790490341,-0.3457495851004979,DE,142.94000244140625,144.86000061035156,142.77999877929688,143.92999267578125,136.073486328125,1472900,91,75.0,,0.75,68.25,0.8600006103515625,0.005972226460774666
98,2018-08-07,1,0.006200594353640416,0.17615558060879377,DE,144.50999450683594,147.3800048828125,144.50999450683594,146.1199951171875,138.14393615722656,1549900,91,75.0,,0.75,68.25,2.5200042724609375,0.017396136006096796
99,2018-08-13,1,0.006200594353640416,0.0,DE,137.0,137.3300018310547,135.61000061035156,136.91000366210938,129.43667602539062,2155200,91,75.0,,0.75,68.25,-10.050003051757812,-0.06819108914909422
100,2018-08-16,1,0.006200594353640416,0.0,DE,137.44000244140625,138.1199951171875,136.36000061035156,137.35000610351562,129.85264587402344,2996000,91,75.0,,0.75,68.25,0.7899932861328125,0.005752517844605176
101,2018-08-17,1,0.006200594353640416,0.0,DE,134.17999267578125,142.38999938964844,132.32000732421875,140.58999633789062,132.91578674316406,8811200,94,75.0,,0.75,70.5,4.2700042724609375,0.03091517827551371
102,2018-08-22,1,0.006200594353640416,0.0,DE,143.75,144.2100067138672,142.57000732421875,142.61000061035156,134.8255157470703,1277900,90,75.0,,0.75,67.5,1.82000732421875,0.01278184796699322
103,2018-08-29,7,0.007315007429420505,0.179726815240834,DE,146.86000061035156,146.99000549316406,145.6699981689453,145.99000549316406,138.02105712890625,1687800,94,75.0,,0.75,70.5,2.779998779296875,0.019277433256159382
104,2018-09-06,2,0.006386329866270431,-0.12695510867357307,DE,144.99000549316406,146.14999389648438,144.16000366210938,145.10000610351562,137.1796112060547,1446700,85,76.0,,0.76,64.6,-0.8400115966796875,-0.005714753148429175
105,2018-09-12,1,0.006200594353640416,-0.0565227221342981,DE,148.4600067138672,149.89999389648438,146.57000732421875,147.77999877929688,139.71328735351562,1949800,90,76.0,,0.76,68.4,3.75,0.025658571033920552
106,2018-09-19,1,0.006200594353640416,0.0,DE,149.33999633789062,153.75,149.3000030517578,152.38999938964844,144.07171630859375,2373000,89,76.0,,0.76,67.64,3.850006103515625,0.025683830955819165
107,2018-09-21,13,0.008429420505200593,0.3594536304816678,DE,154.3699951171875,155.07000732421875,152.66000366210938,152.80999755859375,144.4687957763672,2514000,86,76.0,,0.76,65.36,1.32000732421875,0.008585413490853622
108,2018-09-26,0,0.006014858841010402,-0.13374705756473348,DE,151.02999877929688,153.44000244140625,150.74000549316406,152.32000732421875,144.0054931640625,1784900,88,76.0,,0.76,66.88,-1.6300048828125,-0.010511412947859733
109,2018-10-02,1,0.006200594353640416,0.030879446640316166,DE,151.1300048828125,154.9600067138672,150.39999389648438,154.82000732421875,147.0351104736328,2149200,89,77.0,,0.77,68.53,1.5200042724609375,0.009906179928805603
110,2018-10-03,12,0.008243684992570579,0.3294991612748621,DE,155.64999389648438,158.89999389648438,155.1199951171875,158.2100067138672,150.254638671875,2973700,89,77.0,,0.77,68.53,3.9399871826171875,0.025425832549764715
111,2018-10-04,4,0.006757800891530461,-0.18024513338139858,DE,157.9499969482422,159.3000030517578,155.69000244140625,158.30999755859375,150.349609375,3882500,85,77.0,,0.77,65.45,0.4000091552734375,0.0025173641953317727
112,2018-10-09,3,0.006572065378900446,-0.027484608619173345,DE,152.9600067138672,153.72999572753906,150.11000061035156,150.4499969482422,142.88482666015625,2107400,92,77.0,,0.77,70.84,-5.57000732421875,-0.03496551925619873
113,2018-10-11,-3,0.005457652303120356,-0.16956816640289407,DE,146.77999877929688,151.0,145.5,146.47000122070312,139.10496520996094,3309500,91,77.0,,0.77,70.07000000000001,-2.7299957275390625,-0.01775838029929777
114,2018-10-18,5,0.006943536404160475,0.2722570106180233,DE,150.47999572753906,151.05999755859375,145.7100067138672,147.1999969482422,139.79823303222656,2491800,91,77.0,,0.77,70.07000000000001,0.05999755859375,0.00039733482512427365
115,2018-10-23,3,0.006572065378900446,-0.05349882302589337,DE,139.6199951171875,141.30999755859375,136.6699981689453,139.6300048828125,132.6089324951172,5166900,89,77.0,,0.77,68.53,-9.75,-0.0645438908882422
116,2018-10-29,48,0.014930163447251114,1.2717612480217046,DE,135.39999389648438,135.7899932861328,128.32000732421875,130.55999755859375,123.9949722290039,3274800,91,77.0,,0.77,70.07000000000001,-5.5200042724609375,-0.039063083772060025
117,2018-10-30,1,0.006200594353640416,-0.5846934713375797,DE,130.5,132.9600067138672,129.2899932861328,132.75999450683594,126.08435821533205,2347600,95,77.0,,0.77,73.15,-2.829986572265625,-0.020840906636635292
118,2018-11-16,47,0.0147444279346211,1.3779055835130603,DE,145.72000122070312,148.22999572753906,145.2100067138672,147.8699951171875,140.43453979492188,2327300,81,75.0,,0.75,60.75,15.269989013671875,0.11484648196907221
119,2018-11-19,2,0.006386329866270431,-0.6967473364848656,DE,147.27999877929688,148.1699981689453,142.10000610351562,142.57000732421875,135.40109252929688,2912400,79,75.0,,0.75,59.25,-0.05999755859375,-0.00040475990233468373
120,2018-11-20,3,0.006572065378900446,0.02908329455560721,DE,140.47000122070312,140.47000122070312,135.8699951171875,138.52000427246094,131.5547332763672,3701400,79,75.0,,0.75,59.25,-7.6999969482421875,-0.051967314863988534
121,2018-11-21,6,0.00712927191679049,0.08478408320144704,DE,136.55999755859375,146.47999572753906,136.55999755859375,141.8800048828125,134.74578857421875,4987600,85,75.0,,0.75,63.75,6.0099945068359375,0.042784896807918305
122,2018-11-23,1,0.006200594353640416,-0.6571921465538486,DE,139.75999450683594,143.44000244140625,139.74000549316406,142.83999633789062,135.6575164794922,1192500,78,75.0,,0.75,58.5,-3.0399932861328125,-0.020753641280734092
123,2018-11-26,1,0.006200594353640416,-0.8751458576429405,DE,144.97999572753906,149.14999389648438,144.36000061035156,148.9199981689453,141.43177795410156,4361700,75,75.0,,0.75,56.25,5.709991455078125,0.03980752480404193
124,2018-11-27,1,0.006200594353640416,0.0,DE,147.97999572753906,148.94000244140625,146.64999389648438,147.80999755859375,140.3775634765625,1753800,81,75.0,,0.75,60.75,-0.209991455078125,-0.001407921311910143
125,2018-11-28,71,0.01920208023774146,2.0968128444763963,DE,148.27000427246094,152.02000427246094,147.0399932861328,152.00999450683594,144.3663787841797,2421700,82,75.0,,0.75,61.5,3.0800018310546875,0.020679480197177913
126,2018-11-29,120,0.028303120356612185,0.47396115453068166,DE,151.85000610351562,152.49000549316406,149.08999633789062,149.97000122070312,142.428955078125,2236700,82,75.0,,0.75,61.5,0.470001220703125,0.003091706403722805
127,2018-11-30,52,0.015673105497771175,-0.4462410751784964,DE,149.88999938964844,155.32000732421875,149.7899932861328,154.8800048828125,147.0921173095703,2534900,80,75.0,,0.75,60.0,2.8300018310546875,0.01855860534532905
