,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,CFA_unscaled,CFA_monthly,isPartial,scale,CFA,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-18,6,0.004575685339690107,0.2772540756349118,CFA,36.39899826049805,36.72999954223633,36.29499816894531,36.51399993896485,34.038848876953125,5800,57,88.0,,0.88,50.16,,
1,2016-05-31,169,0.03695550258243941,3.3229539433935953,CFA,37.61000061035156,37.619998931884766,37.400001525878906,37.54999923706055,35.0046272277832,3100,96,88.0,,0.88,84.48,0.8899993896484375,0.02423085762974253
2,2016-07-11,1,0.003582439411998411,0.0,CFA,38.060001373291016,38.060001373291016,38.060001373291016,38.060001373291016,35.6084098815918,600,28,70.0,,0.7,19.6,0.44000244140625,0.01169597166132097
3,2016-07-12,8,0.004972983710766786,0.3881557058888765,CFA,38.290000915527344,38.369998931884766,38.20000076293945,38.32500076293945,35.8563346862793,3800,37,70.0,,0.7,25.9,0.30999755859375,0.008144969716456618
4,2016-07-13,6,0.004575685339690107,-0.07989134776703688,CFA,38.4900016784668,38.4900016784668,38.22999954223633,38.32899856567383,35.86008071899414,4800,34,70.0,,0.7,23.8,0.12000274658203125,0.00312751498364805
5,2016-07-27,1,0.003582439411998411,-0.21707041764348356,CFA,38.744998931884766,38.744998931884766,38.60699844360352,38.630001068115234,36.14170455932617,5200,56,70.0,,0.7,39.2,0.25499725341796875,0.006625025780672367
6,2016-08-03,5,0.0043770361541517686,0.22180326050792964,CFA,38.2400016784668,38.38999938964844,38.2400016784668,38.38999938964844,35.91715240478516,5500,52,72.0,,0.72,37.44,-0.3549995422363281,-0.009162461014915246
7,2016-08-17,9,0.005171632896305125,0.3677629505096143,CFA,38.65999984741211,38.77000045776367,38.58000183105469,38.76800155639648,36.27080154418945,7900,50,72.0,,0.72,36.0,0.3800010681152344,0.009898439024661698
8,2016-08-18,1,0.003582439411998411,-0.3072904663132826,CFA,38.790000915527344,38.91899871826172,38.790000915527344,38.900001525878906,36.3942985534668,28800,40,72.0,,0.72,28.8,0.14899826049804688,0.0038431328021357736
9,2016-08-19,4,0.004178386968613428,0.16635244538094707,CFA,38.762001037597656,39.02000045776367,38.762001037597656,39.0,36.48785781860352,11000,43,72.0,,0.72,30.96,0.10100173950195312,0.0025951782632722686
10,2016-09-19,8,0.004972983710766786,0.1901682989445661,CFA,38.27000045776367,38.380001068115234,38.18000030517578,38.18999862670898,35.81801986694336,10800,84,63.0,,0.63,52.92,-0.6399993896484375,-0.016401829373149046
11,2016-09-21,4,0.004178386968613428,-0.15978269553407376,CFA,38.43000030517578,38.58000183105469,38.17599868774414,38.54999923706055,36.15566635131836,14000,95,63.0,,0.63,59.85,0.20000076293945312,0.005211067154075932
12,2016-09-22,1,0.003582439411998411,-0.1426262242084244,CFA,38.80500030517578,38.86000061035156,38.72999954223633,38.84999847412109,36.43702697753906,13700,91,63.0,,0.63,57.33,0.279998779296875,0.0072576144636544715
13,2016-09-23,3,0.00397973778307509,0.11090163025396471,CFA,38.880001068115234,38.880001068115234,38.63999938964844,38.650001525878906,36.24944686889648,7200,68,63.0,,0.63,42.84,0.020000457763671875,0.0005146798108475181
14,2016-09-27,1,0.003582439411998411,0.0,CFA,38.38999938964844,38.56999969482422,38.375,38.540000915527344,36.14628219604492,9700,97,63.0,,0.63,61.11,-0.3100013732910156,-0.007973286131034651
15,2016-10-03,-1,0.0031851410409217324,-0.11090163025396471,CFA,38.45700073242188,38.58000183105469,38.38800048828125,38.4900016784668,36.099388122558594,7200,89,60.0,,0.6,53.4,0.01000213623046875,0.00025932424966579326
16,2016-10-07,3,0.00397973778307509,0.24946987651241104,CFA,38.66999816894531,38.66999816894531,38.209999084472656,38.34000015258789,35.95869827270508,4900,69,60.0,,0.6,41.4,0.089996337890625,0.0023327198968192686
17,2016-10-13,1,0.003582439411998411,0.05870611717740992,CFA,37.88999938964844,37.97700119018555,37.630001068115234,37.90999984741211,35.55541229248047,21200,94,60.0,,0.6,56.4,-0.6929969787597656,-0.017920791610388287
18,2016-10-19,2,0.0037810885975367503,0.055450815126982356,CFA,38.13999938964844,38.17900085449219,37.96599960327149,38.13999938964844,35.77112579345703,20900,89,60.0,,0.6,53.4,0.20199966430664062,0.005318999867710561
19,2016-11-11,5,0.0043770361541517686,0.15761269307554904,CFA,38.83000183105469,38.94900131225586,38.75,38.88999938964844,36.47455596923828,13400,73,69.0,,0.69,50.37,0.7700004577636719,0.020168166807148724
20,2016-11-22,4,0.004178386968613428,-0.04538440591812676,CFA,39.88999938964844,39.95000076293945,39.79399871826172,39.95000076293945,37.54806900024414,36600,94,69.0,,0.69,64.86,1.0009994506835938,0.025700259748858256
21,2016-11-23,-2,0.002986491855383393,-0.2852524484168488,CFA,39.93000030517578,40.040000915527344,39.880001068115234,40.040000915527344,37.63265228271485,24000,70,69.0,,0.69,48.3,0.09000015258789062,0.0022528197964737373
22,2016-11-28,5,0.0043770361541517686,0.2935305858870496,CFA,40.20000076293945,40.20000076293945,39.97999954223633,39.97999954223633,37.57625579833984,26500,96,69.0,,0.69,66.24,0.15999984741210938,0.003996000093747787
23,2016-12-01,1,0.003582439411998411,-0.18153762367250625,CFA,39.86000061035156,39.9900016784668,39.70000076293945,39.70000076293945,37.31309509277344,21500,78,65.0,False,0.65,50.7,-0.20999908447265625,-0.005223857723561376
24,2016-12-06,5,0.0043770361541517686,0.22180326050792964,CFA,40.15999984741211,40.27999877929688,40.02000045776367,40.27999877929688,37.85822677612305,73800,62,65.0,,0.65,40.3,0.28999710083008523,0.007251740151494879
25,2016-12-07,5,0.0043770361541517686,0.0,CFA,40.31999969482422,40.84000015258789,40.25,40.77999877929688,38.32815170288086,35600,54,65.0,,0.65,35.1,0.5600013732910085,0.013902715746328065
26,2016-12-09,1,0.003582439411998411,-0.18153762367250625,CFA,41.2400016784668,41.2400016784668,40.93999862670898,41.04999923706055,38.581939697265625,31700,51,65.0,,0.65,33.15,0.40000152587890625,0.009794356620578037
27,2016-12-16,2,0.0037810885975367503,0.055450815126982356,CFA,40.90999984741211,40.90999984741211,40.619998931884766,40.66999816894531,38.31093978881836,13300,47,65.0,,0.65,30.55,-0.3300018310546875,-0.00800198393849716
28,2016-12-30,1,0.003582439411998411,-0.05253756435851642,CFA,40.68000030517578,40.68000030517578,40.2599983215332,40.33000183105469,37.99065780639648,15500,36,65.0,,0.65,23.4,-0.22999954223632812,-0.005622086118166503
29,2017-02-09,1,0.003582439411998411,-0.18153762367250625,CFA,41.54999923706055,41.810001373291016,41.54999923706055,41.77000045776367,39.36057662963867,27000,90,67.0,,0.67,60.3,1.1300010681152344,0.02777780382591244
30,2017-02-17,1,0.003582439411998411,0.0,CFA,42.45000076293945,42.5,42.2599983215332,42.5,40.0722770690918,69400,79,67.0,,0.67,52.93,0.6899986267089844,0.01650319550455137
31,2017-02-23,12,0.005767580452920143,0.6099589663968059,CFA,42.91999816894531,42.93000030517578,42.5359992980957,42.619998931884766,40.18540954589844,39500,83,67.0,,0.67,55.61000000000001,0.43000030517578125,0.010117654239430118
32,2017-03-07,1,0.003582439411998411,-0.3788661569194737,CFA,42.880001068115234,42.880001068115234,42.59999847412109,42.630001068115234,40.22770309448242,44000,87,66.0,,0.66,57.42,-0.049999237060546875,-0.0011646689192900128
33,2017-03-16,5,0.0043770361541517686,0.22180326050792964,CFA,43.25,43.25,43.02000045776367,43.04999923706055,40.62403106689453,47800,86,66.0,,0.66,56.760000000000005,0.3699989318847656,0.008628706218943849
34,2017-03-29,2,0.0037810885975367503,0.055450815126982356,CFA,42.47999954223633,42.59400177001953,42.459999084472656,42.56999969482422,40.17108917236328,31600,96,66.0,,0.66,63.36,-0.6559982299804688,-0.015167589132496384
35,2017-04-07,1,0.003582439411998411,-0.05253756435851642,CFA,42.27999877929688,42.47999954223633,42.27999877929688,42.38999938964844,40.0012321472168,34400,79,69.0,,0.69,54.51,-0.11400222778320312,-0.0026764854919888448
36,2017-04-10,12,0.005767580452920143,0.6099589663968059,CFA,42.31999969482422,42.59000015258789,42.3129997253418,42.43000030517578,40.038970947265625,14300,86,69.0,,0.69,59.34,0.1100006103515625,0.0025894682565190674
37,2017-04-12,2,0.0037810885975367503,-0.3444237790177034,CFA,42.43999862670898,42.43999862670898,42.119998931884766,42.20000076293945,39.82194137573242,85800,91,69.0,,0.69,62.78999999999999,-0.15000152587891336,-0.0035219893247593337
38,2017-04-19,1,0.003582439411998411,-0.05253756435851642,CFA,42.43000030517578,42.43000030517578,42.20000076293945,42.24399948120117,39.92110061645508,28200,86,69.0,,0.69,59.34,-0.00999832153319602,-0.00023558722565331092
39,2017-05-03,1,0.003582439411998411,0.0,CFA,43.15999984741211,43.15999984741211,42.95000076293945,43.09600067138672,40.72625732421875,21900,46,89.0,,0.89,40.94,0.7299995422363281,0.017204797006501016
40,2017-06-05,1,0.003582439411998411,-0.8591467891341362,CFA,44.43000030517578,44.43000030517578,44.09999847412109,44.11000061035156,41.71437072753906,17500,51,77.0,,0.77,39.27,1.2700004577636719,0.02942540459345766
41,2017-06-06,1,0.003582439411998411,0.0,CFA,44.290000915527344,44.290000915527344,43.90299987792969,43.90299987792969,41.51861190795898,18900,41,77.0,,0.77,31.57,-0.1399993896484375,-0.0031510103238088227
