,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,CPA_unscaled,CPA_monthly,isPartial,scale,CPA,Stock_Price_Change,Stock_Price_Change_Percent
18,2016-10-12,4,0.012350407450523865,-0.023022377751174217,CPA,85.22000122070312,87.16000366210938,85.08999633789062,86.52999877929688,78.4347915649414,399100,93,66.0,,0.66,61.38,-2.0499954223632812,-0.022979435527424985
19,2016-10-21,2,0.011768335273573922,-0.04712979545668783,CPA,92.91999816894533,94.72000122070312,92.01000213623048,93.98999786376952,85.1968765258789,314500,76,66.0,,0.66,50.16,7.55999755859375,0.08673700368234694
20,2016-11-08,1,0.011477299185098953,-0.02473043822336507,CPA,90.4800033569336,91.93000030517578,88.68000030517578,91.55999755859376,82.99420928955078,687200,73,67.0,,0.67,48.91,-2.7900009155273438,-0.02945524577250036
21,2016-11-10,2,0.011768335273573922,0.02535754133279222,CPA,94.25,97.0,90.61000061035156,91.1500015258789,82.62257385253906,1340900,68,67.0,,0.67,45.56,5.069999694824219,0.055150654606696214
22,2016-11-11,1,0.011477299185098953,-0.02473043822336507,CPA,90.29000091552734,91.38999938964844,83.33999633789062,85.2300033569336,77.25642395019531,977600,66,67.0,,0.67,44.220000000000006,-5.6100006103515625,-0.05783505783867593
23,2016-11-22,4,0.012350407450523865,0.07607262399837711,CPA,93.9499969482422,94.63999938964844,91.8000030517578,93.44000244140624,84.69832611083984,246200,100,67.0,,0.67,67.0,3.25,0.03556187790464227
24,2016-12-01,3,0.012059371362048894,-0.023564897728343914,CPA,89.12000274658203,90.77999877929688,87.80999755859375,88.08999633789062,80.29595184326172,338300,83,65.0,False,0.65,53.95,-3.8600006103515625,-0.040786143652213114
25,2016-12-02,5,0.012641443538998837,0.048267207259388156,CPA,88.5,91.69000244140624,88.5,90.68000030517578,82.65680694580078,377500,78,65.0,,0.65,50.7,0.9100036621093608,0.010024274888147389
26,2016-12-05,1,0.011477299185098953,-0.09208951100469653,CPA,91.31999969482422,92.37999725341795,90.63999938964844,91.56999969482422,83.46805572509766,420200,89,65.0,,0.65,57.85,0.6899948120117188,0.007525300399600976
27,2016-12-06,5,0.012641443538998837,0.10143016533116955,CPA,91.44000244140624,92.0999984741211,90.26000213623048,91.83000183105467,83.70504760742188,602900,89,65.0,,0.65,57.85,-0.2799987792968608,-0.0030309459582333886
28,2016-12-09,2,0.011768335273573922,-0.06906713325352265,CPA,92.41000366210938,93.48999786376952,91.9499969482422,92.77999877929688,84.57099914550781,260300,72,65.0,,0.65,46.8,1.3899993896484233,0.015092284611046836
29,2016-12-23,1,0.011477299185098953,-0.02473043822336507,CPA,91.2699966430664,93.0,91.08000183105467,92.4499969482422,84.27018737792969,163000,54,65.0,,0.65,35.1,-0.48999786376951704,-0.005241179537553542
30,2016-12-28,5,0.012641443538998837,-0.022504275812404217,CPA,93.0199966430664,93.62999725341795,91.16999816894533,91.66000366210938,83.55007934570312,110200,80,65.0,,0.65,52.0,0.6299972534179545,0.006774164015246775
31,2016-12-30,38,0.022245634458672878,0.7597384657887467,CPA,91.87000274658205,91.87999725341795,90.51000213623048,90.83000183105467,82.79351806640625,116600,64,65.0,,0.65,41.6,-1.75,-0.018690591170941406
32,2017-01-03,3,0.012059371362048894,-0.7690764395104661,CPA,90.86000061035156,92.26000213623048,90.86000061035156,92.13999938964844,83.98763275146484,414000,74,81.0,,0.81,59.940000000000005,0.3800048828125284,0.004135882609622055
33,2017-01-09,5,0.012641443538998837,0.048267207259388156,CPA,93.1500015258789,93.27999877929688,90.8499984741211,91.02999877929688,82.97583770751953,259600,77,81.0,,0.81,62.370000000000005,1.019996643066392,0.011055675476359328
34,2017-01-12,3,0.012059371362048894,-0.04604475550234843,CPA,92.70999908447266,95.04000091552734,92.56999969482422,94.54000091552734,86.1752700805664,684600,78,81.0,,0.81,63.18000000000001,1.7600021362304688,0.01886794767648614
35,2017-01-18,2,0.011768335273573922,-0.024133603629694078,CPA,95.9499969482422,96.25,95.41000366210938,95.98999786376952,87.4969711303711,266300,81,81.0,,0.81,65.61,1.2099990844726562,0.012731471725764276
36,2017-02-01,6,0.012932479627473806,0.0724008108890819,CPA,98.01000213623048,98.9000015258789,95.68000030517578,96.0,87.50609588623047,279600,76,96.0,False,0.96,72.96,2.6500015258789062,0.02753248338575487
37,2017-02-02,4,0.012350407450523865,-0.045008551624808546,CPA,95.81999969482422,96.7300033569336,95.4499969482422,96.52999877929688,87.98920440673828,294100,71,96.0,,0.96,68.16,-2.1699981689453125,-0.021941336051218285
38,2017-02-13,1,0.011477299185098953,-0.5035500276952516,CPA,98.36000061035156,103.91999816894533,98.36000061035156,103.43000030517578,94.27870178222656,937600,83,96.0,,0.96,79.67999999999999,7.189994812011733,0.07433055476572936
39,2017-02-15,3,0.012059371362048894,0.050715082665584665,CPA,100.08999633789062,100.70999908447266,97.75,98.81999969482422,90.07657623291016,555100,82,96.0,,0.96,78.72,-3.2099990844726705,-0.030889137230873498
40,2017-02-21,11,0.014387660069848662,0.19306882903755196,CPA,103.01000213623048,106.51000213623048,102.58000183105467,105.38999938964844,96.06527709960938,529900,81,96.0,,0.96,77.75999999999999,5.800003051757827,0.05759113399348714
41,2017-02-22,2,0.011768335273573922,-0.1820535642042238,CPA,104.62999725341795,107.41000366210938,104.4000015258789,107.1999969482422,97.71514892578124,439600,85,96.0,,0.96,81.6,0.900001525878892,0.008449924963176203
42,2017-03-15,3,0.012059371362048894,-0.10767507967955903,CPA,104.8000030517578,108.20999908447266,104.8000030517578,107.95999908447266,98.87791442871094,340600,72,100.0,,1.0,72.0,0.7999954223632812,0.007448053208152894
43,2017-03-16,1,0.011477299185098953,-0.04826720725938782,CPA,108.9000015258789,110.0,108.1999969482422,109.9000015258789,100.65470886230467,245900,70,100.0,,1.0,70.0,1.7900009155273438,0.016541917851140564
44,2017-03-24,5,0.012641443538998837,-0.42420064690598647,CPA,109.41000366210938,110.0,108.5500030517578,109.13999938964844,99.95863342285156,266500,70,100.0,,1.0,70.0,0.0,0.0
45,2017-03-27,16,0.015842840512223517,0.2532461552629155,CPA,108.33999633789062,109.41999816894533,107.76000213623048,108.73999786376952,99.59228515625,190800,74,100.0,,1.0,74.0,-0.5800018310546733,-0.005272743918678824
46,2017-03-28,37,0.021954598370197906,0.38577412006760214,CPA,107.81999969482422,110.1500015258789,107.81999969482422,109.5,100.2883529663086,297500,70,100.0,,1.0,70.0,0.7300033569335795,0.006671571642749008
47,2017-03-29,15,0.015551804423748546,-0.29163794474786575,CPA,109.51000213623048,110.95999908447266,109.37999725341795,110.9000015258789,101.57059478759766,279400,69,100.0,,1.0,69.0,0.80999755859375,0.007353586449142746
48,2017-03-31,5,0.012641443538998837,-0.18713975596975818,CPA,111.13999938964844,112.8000030517578,110.3000030517578,112.25,102.80701446533205,354400,64,100.0,,1.0,64.0,1.840003967285142,0.016582588162103118
49,2017-04-04,-14,0.007111757857974389,-0.24663953631767177,CPA,112.73999786376952,112.73999786376952,110.80999755859376,111.1999969482422,101.84535217285156,341000,100,82.0,,0.82,82.0,-0.06000518798828125,-0.0005319608720290026
50,2017-04-05,11,0.014387660069848662,1.023080700605664,CPA,111.7699966430664,113.12999725341795,111.56999969482422,112.63999938964844,103.16419982910156,289800,85,82.0,,0.82,69.7,0.3899993896484375,0.003459281506459577
51,2017-04-06,6,0.012932479627473806,-0.10114086900234653,CPA,112.93000030517578,115.22000122070312,112.0199966430664,115.08000183105467,105.39894104003906,338100,93,82.0,,0.82,76.25999999999999,2.0900039672851705,0.018474357093843485
52,2017-04-12,11,0.014387660069848662,0.11252137906202186,CPA,115.30999755859376,116.31999969482422,114.72000122070312,114.9800033569336,105.3073501586914,193200,93,82.0,,0.82,76.25999999999999,1.0999984741210938,0.009546940309556717
53,2017-04-24,1,0.011477299185098953,-0.09208951100469653,CPA,115.04000091552734,116.0,114.25,114.72000122070312,105.06922149658205,192200,67,82.0,,0.82,54.94,-0.31999969482421875,-0.0027510290204931787
54,2017-05-02,3,0.012059371362048894,0.050715082665584665,CPA,116.08999633789062,118.16000366210938,115.98999786376952,117.0999984741211,107.24900817871094,475300,82,69.0,,0.69,56.58,2.160003662109375,0.01862072122508085
55,2017-05-11,9,0.013805587892898718,0.1448016217781638,CPA,122.0,122.8499984741211,116.7699966430664,119.70999908447266,109.63944244384766,534800,80,69.0,,0.69,55.2,4.689994812011719,0.03969189799133077
56,2017-05-16,6,0.012932479627473806,-0.06324310650139131,CPA,123.38999938964844,124.0999984741211,122.56999969482422,122.9800033569336,112.63434600830078,233800,85,69.0,,0.69,58.65,1.25,0.010175010301390675
57,2017-05-26,13,0.014969732246798602,0.27203482045701866,CPA,111.76000213623048,112.6500015258789,110.3499984741211,111.69000244140624,102.76205444335938,228600,72,69.0,,0.69,49.67999999999999,-11.449996948242188,-0.09226427952478888
58,2017-06-09,1,0.011477299185098953,-0.1858122057973407,CPA,114.31999969482422,115.3000030517578,113.48999786376952,113.8499984741211,104.7493896484375,306100,92,64.0,,0.64,58.88,2.650001525878892,0.02352420319559534
59,2017-06-14,1,0.011477299185098953,0.0,CPA,115.20999908447266,115.20999908447266,112.62000274658205,113.4499969482422,104.38137817382812,301300,99,64.0,,0.64,63.36,-0.09000396728514204,-0.0007806068074841521
60,2017-06-16,1,0.011477299185098953,0.0,CPA,112.45999908447266,113.13999938964844,112.0500030517578,112.62999725341795,103.62691497802734,270800,81,64.0,,0.64,51.84,-2.0699996948242188,-0.01796718784197271
61,2017-06-19,5,0.012641443538998837,0.10143016533116955,CPA,113.95999908447266,119.11000061035156,113.08999633789062,118.05999755859376,108.62286376953124,392800,98,64.0,,0.64,62.72,5.970001220703125,0.05276649507609377
62,2017-06-20,6,0.012932479627473806,0.023022377751173995,CPA,117.87999725341795,118.04000091552734,113.6500015258789,114.4499969482422,105.30143737792967,345900,93,64.0,,0.64,59.52,-1.0699996948242188,-0.008983290146429845
63,2017-06-29,7,0.013223515715948778,0.02250427581240433,CPA,116.25,118.13999938964844,115.5,117.20999908447266,107.8408203125,337100,96,64.0,,0.64,61.44,0.09999847412109375,0.0008471575173287782
64,2017-07-11,1,0.011477299185098953,-0.13205387798221668,CPA,123.75,126.79000091552734,122.7699966430664,124.83999633789062,114.86090850830078,608000,97,62.0,,0.62,60.14,8.650001525878906,0.07321822897043995
65,2017-07-20,1,0.011477299185098953,0.0,CPA,128.52000427246094,130.5800018310547,127.0199966430664,129.47000122070312,119.12081146240234,304200,91,62.0,,0.62,56.42,3.7900009155273438,0.02989195431942937
66,2017-07-21,7,0.013223515715948778,0.15214524799675422,CPA,129.58999633789062,130.57000732421875,128.2899932861328,129.99000549316406,119.59925079345705,260200,80,62.0,,0.62,49.6,-0.0099945068359375,-7.653933753859476e-05
67,2017-07-25,1,0.011477299185098953,-0.13205387798221668,CPA,129.22999572753906,129.42999267578125,126.68000030517578,127.0999984741211,116.94026184082033,299600,99,62.0,,0.62,61.38,-1.1400146484375,-0.00873106061491391
68,2017-07-26,2,0.011768335273573922,0.02535754133279222,CPA,127.6999969482422,127.9800033569336,125.45999908447266,127.26000213623048,117.08747100830078,240900,100,62.0,,0.62,62.0,-1.4499893188476562,-0.011202884964073512
69,2017-08-02,7,0.013223515715948778,0.0,CPA,126.0,126.4499969482422,124.12999725341795,126.37999725341795,116.27781677246094,152300,68,71.0,,0.71,48.28,-1.530006408691392,-0.01195504272979453
70,2017-08-17,28,0.019335273573923166,0.4621885729377586,CPA,125.43000030517578,126.8000030517578,124.23999786376952,124.38999938964844,114.44688415527344,232600,100,71.0,,0.71,71.0,0.3500061035155966,0.0027679407826231017
71,2017-08-24,139,0.05164027939464494,1.6707809019206459,CPA,120.06999969482422,120.5199966430664,118.36000061035156,118.61000061035156,109.12890625,192900,72,71.0,,0.71,51.12,-6.280006408691392,-0.0495268632298691
72,2017-08-25,7,0.013223515715948778,-0.7439302058206902,CPA,119.4000015258789,121.75,118.62999725341795,121.26000213623048,111.56707000732422,162500,59,71.0,,0.71,41.89,1.2300033569335938,0.01020580311312469
73,2017-09-11,1,0.011477299185098953,-0.07069469318503152,CPA,131.1999969482422,132.9600067138672,130.99000549316406,132.4199981689453,122.59317779541016,230600,55,67.0,,0.67,36.85,11.210006713867188,0.09207397711595222
74,2017-09-14,43,0.02370081490104773,1.0650167359772795,CPA,132.4600067138672,133.4199981689453,131.7899932861328,133.19000244140625,123.3060531616211,156300,62,67.0,,0.67,41.54,0.459991455078125,0.0034596226823908616
75,2017-09-26,1,0.011477299185098953,-0.5157424234982071,CPA,128.0500030517578,128.8699951171875,124.13999938964844,125.87999725341795,116.53850555419922,383500,65,67.0,,0.67,43.55,-4.5500030517578125,-0.03410285649979017
76,2017-10-19,3,0.012059371362048894,0.050715082665584665,CPA,127.2699966430664,127.69000244140624,124.75,126.23999786376952,116.87178802490234,161000,91,66.0,,0.66,60.06,-1.1799926757812642,-0.009156457829522235
77,2017-10-23,1,0.011477299185098953,-0.04826720725938782,CPA,125.77999877929688,127.1500015258789,125.4499969482422,126.76000213623048,117.35321807861328,190400,88,66.0,,0.66,58.080000000000005,-0.5400009155273295,-0.004228999179282877
78,2017-10-25,5,0.012641443538998837,0.10143016533116955,CPA,127.62999725341795,128.0,125.66999816894533,126.83000183105467,117.4180145263672,232500,89,66.0,,0.66,58.74,0.8499984741210938,0.00668500561479024
79,2017-10-26,24,0.018171129220023285,0.4374251772723088,CPA,127.62999725341795,129.0,125.30999755859376,125.6999969482422,116.37187957763672,231800,84,66.0,,0.66,55.440000000000005,1.0,0.0078125
80,2017-12-08,1,0.011477299185098953,-0.36837721827151004,CPA,134.82000732421875,136.00999450683594,134.27000427246094,134.4600067138672,125.17591094970705,109900,48,64.0,,0.64,30.72,7.0099945068359375,0.05434104268865059
81,2017-12-18,4,0.012350407450523865,0.024133603629693967,CPA,134.0500030517578,136.13999938964844,133.25999450683594,135.30999755859375,125.96723175048828,342200,69,64.0,,0.64,44.16,0.1300048828125,0.0009558480116398371
82,2017-12-22,3,0.012059371362048894,-0.023564897728343914,CPA,136.63999938964844,136.67999267578125,134.49000549316406,135.1999969482422,125.86483001708984,115300,50,64.0,,0.64,32.0,0.5399932861328125,0.003966455770190613
83,2017-12-28,3,0.012059371362048894,-0.35694332360792114,CPA,136.35000610351562,136.75999450683594,135.27000427246094,136.47000122070312,127.0471420288086,131100,60,64.0,,0.64,38.4,0.0800018310546875,0.0005853221783853613
84,2017-12-29,1,0.011477299185098953,-0.04826720725938782,CPA,136.39999389648438,136.8800048828125,133.91000366210938,134.05999755859375,124.80355072021484,168200,57,64.0,,0.64,36.48,0.1200103759765625,0.0008775254518642583
85,2018-01-02,2,0.011768335273573922,-0.5153650702334724,CPA,134.97000122070312,137.82000732421875,133.9199981689453,137.82000732421875,128.30392456054688,201600,78,78.0,,0.78,60.84,0.94000244140625,0.006867346638473659
86,2018-01-08,-10,0.008275902211874273,-0.7733027201122484,CPA,133.47999572753906,133.97000122070312,130.8000030517578,131.9199981689453,122.81133270263672,298600,79,78.0,,0.78,61.620000000000005,-3.850006103515625,-0.02793503046664747
87,2018-01-11,1,0.011477299185098953,0.38683359122239414,CPA,133.30999755859375,138.5800018310547,133.30999755859375,137.7100067138672,128.20150756835938,370700,78,78.0,,0.78,60.84,4.6100006103515625,0.03441069320255519
88,2018-01-22,3,0.012059371362048894,0.050715082665584665,CPA,137.4600067138672,137.77000427246094,136.11000061035156,137.39999389648438,127.91294860839844,232000,87,78.0,,0.78,67.86,-0.80999755859375,-0.005844981583859599
89,2018-01-24,2,0.011768335273573922,-0.024133603629694078,CPA,135.1999969482422,137.14999389648438,134.25,136.8699951171875,127.41950988769533,358600,91,78.0,,0.78,70.98,-0.6200103759765625,-0.004500329220796129
90,2018-02-14,7,0.013223515715948778,0.04604475550234821,CPA,127.61000061035156,130.80999755859375,127.06999969482422,130.39999389648438,121.3962631225586,133400,83,93.0,,0.93,77.19,-6.339996337890625,-0.046226734378681855
91,2018-02-21,3,0.012059371362048894,-0.0880359186548112,CPA,132.24000549316406,135.3800048828125,130.63999938964844,132.49000549316406,123.34194946289062,336600,94,93.0,,0.93,87.42,4.57000732421875,0.03493622360302928
92,2018-02-28,5,0.012641443538998837,-0.04401795932740549,CPA,137.2899932861328,138.22000122070312,135.83999633789062,135.97000122070312,126.5816879272461,177000,92,93.0,,0.93,85.56,2.839996337890625,0.020977960078735203
93,2018-03-13,5,0.012641443538998837,0.0,CPA,137.6999969482422,140.3300018310547,135.6699981689453,139.61000061035156,130.80828857421875,327200,83,96.0,,0.96,79.67999999999999,2.1100006103515625,0.015265523019222238
94,2018-03-14,4,0.012350407450523865,-0.023022377751174217,CPA,139.5,139.75999450683594,137.1699981689453,138.1300048828125,129.42160034179688,160600,78,96.0,,0.96,74.88,-0.57000732421875,-0.0040619063406340805
95,2018-03-19,23,0.017880093131548314,0.44773305683853337,CPA,136.72000122070312,137.30999755859375,135.91000366210938,136.7899932861328,128.1660919189453,126300,89,96.0,,0.96,85.44,-2.4499969482421875,-0.0175300303701883
96,2018-03-29,1,0.011477299185098953,-0.3580962302233218,CPA,127.91000366210938,130.10000610351562,126.93000030517578,128.6300048828125,120.52054595947266,331000,71,96.0,,0.96,68.16,-7.209991455078125,-0.05250886012143019
97,2018-04-09,2,0.011768335273573922,0.02535754133279222,CPA,124.0500030517578,126.7300033569336,123.7699966430664,124.51000213623048,116.6602783203125,336500,100,83.0,,0.83,83.0,-3.3700027465820312,-0.025903171318075513
98,2018-04-10,18,0.016424912689173458,0.39568701157384534,CPA,125.41000366210938,125.41000366210938,122.41999816894533,123.22000122070312,115.45159912109376,189500,88,83.0,,0.83,73.03999999999999,-1.3199996948242188,-0.01041584202524204
99,2018-04-12,1,0.011477299185098953,-0.3012261676943794,CPA,121.5,124.61000061035156,119.5500030517578,123.47000122070312,115.68584442138672,362900,85,83.0,,0.83,70.55,-0.8000030517578125,-0.0063791007766274
100,2018-05-01,15,0.015551804423748546,0.3550055786590931,CPA,117.0199966430664,117.48999786376952,115.51000213623048,116.5,109.1552734375,170600,94,65.0,False,0.65,61.1,-7.1200027465820455,-0.057138293168346066
101,2018-05-23,7,0.013223515715948778,-0.41324448576889306,CPA,113.1999969482422,113.6999969482422,111.18000030517578,112.29000091552734,105.2106704711914,324400,91,65.0,,0.65,59.15,-3.7900009155273153,-0.03225807289503779
102,2018-06-08,21,0.01729802095459837,0.22710380708563882,CPA,104.01000213623048,104.01000213623048,99.76000213623048,101.11000061035156,95.48255157470705,1040400,62,66.0,,0.66,40.92,-9.689994812011719,-0.0852242310650434
103,2018-06-11,1,0.011477299185098953,0.0,CPA,101.62000274658205,105.33000183105467,101.62000274658205,103.37999725341795,97.626220703125,325000,73,66.0,,0.66,48.18,1.3199996948241903,0.012691084200683767
104,2018-06-12,27,0.019044237485448198,0.6592960746526018,CPA,103.83000183105467,104.52999877929688,102.0999984741211,103.12999725341795,97.39012145996094,348700,81,66.0,,0.66,53.46,-0.8000030517577983,-0.007595205903831448
105,2018-06-13,1,0.011477299185098953,-0.3973348004156734,CPA,103.25,103.91000366210938,102.58000183105467,103.06999969482422,97.33345794677734,563500,73,66.0,,0.66,48.18,-0.6199951171875,-0.005931264942387937
106,2018-06-14,18,0.016424912689173458,0.4310782026574702,CPA,103.22000122070312,103.9499969482422,101.01000213623048,101.13999938964844,95.5108871459961,278100,71,66.0,,0.66,46.86,0.03999328613282671,0.00038488388724222666
107,2018-06-22,2,0.011768335273573922,-0.2835069813594161,CPA,100.1500015258789,101.52999877929688,97.7300033569336,97.87999725341795,92.4323272705078,316400,66,66.0,,0.66,43.56,-2.4199981689453267,-0.023280406349124427
108,2018-06-27,1,0.011477299185098953,-0.02473043822336507,CPA,94.69000244140624,95.94000244140624,92.66999816894533,92.80999755859376,87.64450073242188,337700,100,66.0,,0.66,66.0,-5.589996337890639,-0.055057583030627466
109,2018-06-28,512,0.16019674039580908,12.9577036210569,CPA,92.8499984741211,94.69000244140624,91.75,94.25,89.00435638427734,426800,93,66.0,,0.66,61.38,-1.25,-0.013028976112059332
110,2018-06-29,1,0.011477299185098953,-0.9283549767820418,CPA,94.4800033569336,95.45999908447266,94.19000244140624,94.62000274658205,89.35376739501953,335400,79,66.0,,0.66,52.14,0.7699966430664205,0.008131762838879286
111,2018-07-24,1,0.011477299185098953,0.0,CPA,96.58999633789062,98.06999969482422,94.77999877929688,95.16000366210938,89.86371612548828,238800,100,63.0,,0.63,63.0,2.6100006103515625,0.027341301439171017
112,2018-07-25,8,0.01351455180442375,0.17750278932954666,CPA,95.23999786376952,96.1999969482422,94.61000061035156,95.76000213623048,90.43031311035156,264100,97,63.0,,0.63,61.11,-1.870002746582017,-0.019068040709708578
113,2018-07-26,16,0.015842840512223517,0.1722801274872945,CPA,95.3499984741211,98.54000091552734,95.23999786376952,97.6500015258789,92.21512603759766,309800,93,63.0,,0.63,58.59,2.340003967285142,0.02432436633593782
114,2018-07-27,1,0.011477299185098953,-0.2755529429054302,CPA,97.83999633789062,98.94000244140624,97.37999725341795,98.0500030517578,92.5928726196289,198200,86,63.0,,0.63,54.18,0.40000152587889204,0.004059280720139169
115,2018-07-30,46,0.024573923166472642,1.1410893599756564,CPA,97.7300033569336,98.52999877929688,96.48999786376952,96.81999969482422,91.43132019042967,153000,95,63.0,,0.63,59.85,-0.4100036621093608,-0.004143962522662914
116,2018-08-07,5,0.012641443538998837,-0.48557487327680127,CPA,97.05999755859376,98.30999755859376,96.5500030517578,97.51000213623048,92.0829086303711,377300,100,65.0,,0.65,65.0,-0.2200012207031108,-0.0022328349074265397
117,2018-08-09,1,0.011477299185098953,-0.09208951100469653,CPA,92.0199966430664,92.83999633789062,83.73999786376953,84.05000305175781,79.3720703125,2142200,84,65.0,,0.65,54.6,-5.470001220703139,-0.05564033523083922
118,2018-08-15,18,0.016424912689173458,0.14159721660328506,CPA,87.80000305175781,89.26000213623047,87.7300033569336,88.66000366210938,83.72547912597656,414000,91,65.0,,0.65,59.15,-3.5799942016601562,-0.03856090416710911
119,2018-08-20,78,0.03388707799767171,1.810020272227049,CPA,85.55999755859375,86.83000183105469,84.83000183105469,86.43000030517578,81.61959075927734,394600,93,65.0,,0.65,60.45,-2.4300003051757812,-0.02722384323346827
120,2018-08-24,3,0.012059371362048894,-0.6441306812326084,CPA,80.79000091552734,83.66999816894531,80.66000366210938,82.47000122070312,77.87999725341797,652400,72,65.0,,0.65,46.8,-3.160003662109375,-0.036392993152963404
121,2018-08-29,1,0.011477299185098953,-0.07069469318503152,CPA,81.0199966430664,82.26000213623047,80.81999969482422,81.80000305175781,77.24729919433594,348700,86,65.0,,0.65,55.9,-1.4099960327148438,-0.016851871203197533
122,2018-09-07,7,0.013223515715948778,0.15214524799675422,CPA,75.94000244140625,77.2699966430664,75.66000366210938,76.54000091552734,73.05705261230469,460600,59,64.0,,0.64,37.76,-4.9900054931640625,-0.06066138297565482
123,2018-09-10,43,0.02370081490104773,0.9190310114054103,CPA,76.87999725341797,78.58999633789062,76.87999725341797,77.94999694824219,74.40287780761719,418500,70,64.0,,0.64,44.8,1.3199996948242188,0.01708295266171289
124,2018-09-11,1,0.011477299185098953,-0.5157424234982071,CPA,77.55999755859375,77.80999755859375,75.7699966430664,76.22000122070312,72.7516098022461,459900,100,64.0,,0.64,64.0,-0.779998779296875,-0.009924911765402555
125,2018-09-14,1,0.011477299185098953,0.0,CPA,76.91999816894531,78.5,76.55000305175781,77.94999694824219,74.40287780761719,552000,50,64.0,,0.64,32.0,0.69000244140625,0.008867786442052772
