,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,CRON_unscaled,CRON_monthly,isPartial,scale,CRON,Stock_Price_Change,Stock_Price_Change_Percent
0,2018-02-27,6,0.03325806451612903,,CRON,8.239999771118164,8.380000114440918,7.170000076293945,7.619999885559082,7.619999885559082,2801000,90,25.0,,0.25,22.5,,
1,2018-02-28,14,0.08487096774193549,1.5518913676042678,CRON,7.75,9.170000076293944,7.335000038146973,9.170000076293944,9.170000076293944,9875400,100,25.0,,0.25,25.0,0.7899999618530256,0.09427207053274977
2,2018-03-01,14,0.08487096774193549,0.0,CRON,9.18000030517578,10.050000190734863,8.520000457763672,9.6899995803833,9.6899995803833,11858800,100,35.0,False,0.35,35.0,0.8800001144409197,0.09596511528019214
3,2018-03-02,6,0.03325806451612903,-0.6081337894336755,CRON,9.5,9.699999809265137,9.25,9.399999618530272,9.399999618530272,3325100,68,35.0,,0.35,23.8,-0.35000038146972656,-0.03482590794300611
4,2018-03-05,16,0.0977741935483871,-0.11658408627222383,CRON,9.670000076293944,10.25,9.460000038146973,9.770000457763672,9.770000457763672,6488200,59,35.0,,0.35,20.65,0.5500001907348633,0.05670105170615769
5,2018-03-06,11,0.06551612903225806,-0.3299241174529858,CRON,10.220000267028809,10.390000343322754,9.800000190734863,9.90999984741211,9.90999984741211,5337700,79,35.0,,0.35,27.65,0.1400003433227539,0.013658570080268717
6,2018-03-07,14,0.08487096774193549,0.29542097488921715,CRON,9.829999923706056,9.9399995803833,9.550000190734863,9.8100004196167,9.8100004196167,3160300,68,35.0,,0.35,23.8,-0.4500007629394531,-0.04331094784117606
7,2018-03-08,13,0.07841935483870968,-0.07601672367920942,CRON,9.890000343322754,9.949999809265137,9.09000015258789,9.539999961853027,9.539999961853027,3232200,66,35.0,,0.35,23.1,0.010000228881835938,0.001006059286116301
8,2018-03-09,10,0.05906451612903226,-0.2468120115178939,CRON,9.710000038146973,9.758999824523926,9.260000228881836,9.31999969482422,9.31999969482422,2069700,60,35.0,,0.35,21.0,-0.19099998474121094,-0.01919597873392498
9,2018-03-12,15,0.09132258064516129,11.255411255411255,CRON,9.300000190734863,9.31999969482422,8.65999984741211,8.75,8.75,3338100,60,35.0,,0.35,21.0,-0.43900012969970525,-0.04498413132424883
