,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,PTON_unscaled,PTON_monthly,isPartial,scale,PTON,Stock_Price_Change,Stock_Price_Change_Percent
0,2019-09-26,4,0.011752688172043012,-0.8573931520381726,PTON,27.170000076293945,27.979999542236328,24.75,25.76000022888184,25.76000022888184,47067700,100,23.0,,0.23,23.0,,
1,2019-09-27,3,0.010216589861751151,-0.13070186903672742,PTON,26.170000076293945,26.170000076293945,23.75,25.239999771118164,25.239999771118164,15976000,62,23.0,,0.23,14.26,-1.8099994659423828,-0.06468904558808708
2,2019-09-30,17,0.03172196620583717,3.440120404214147,PTON,25.26000022888184,25.850000381469727,25.0,25.100000381469727,25.100000381469727,4482900,21,23.0,,0.23,4.83,-0.31999969482421875,-0.012227729992025815
3,2019-10-01,2,0.008680491551459293,-0.7263570771391216,PTON,25.0,25.170000076293945,22.51000022888184,22.51000022888184,22.51000022888184,8816100,80,18.0,False,0.18,14.4,-0.6800003051757812,-0.026305620701778887
4,2019-10-02,29,0.05015514592933948,4.777915413201203,PTON,22.25,23.18000030517578,21.76000022888184,22.600000381469727,22.600000381469727,9454700,100,18.0,,0.18,18.0,-1.989999771118164,-0.07906236651117138
5,2019-10-03,200,0.3128279569892473,5.237205598603412,PTON,22.489999771118164,22.81999969482422,21.13999938964844,22.32999992370605,22.32999992370605,8280000,67,18.0,,0.18,12.06,-0.3600006103515625,-0.015530655979809405
6,2019-10-04,1,0.007144393241167435,-0.9771619093449087,PTON,22.350000381469727,23.420000076293945,22.30599975585937,23.01000022888184,23.01000022888184,3229200,81,18.0,,0.18,14.58,0.6000003814697266,0.02629274274731097
7,2019-10-07,45,0.07473271889400922,9.460331111588905,PTON,23.06999969482422,24.32999992370605,22.489999771118164,23.51000022888184,23.51000022888184,2741400,44,18.0,,0.18,7.92,0.9099998474121058,0.038855672265057706
8,2019-10-08,21,0.03786635944700461,-0.49330949004131464,PTON,23.600000381469727,23.899999618530277,22.32999992370605,23.209999084472656,23.209999084472656,2902100,44,18.0,,0.18,7.92,-0.43000030517577414,-0.017673666523804643
9,2019-10-09,34,0.05783563748079877,0.5273619731451056,PTON,23.6299991607666,24.799999237060547,23.25,24.0,24.0,3165600,34,18.0,,0.18,6.12,0.8999996185302699,0.037656888405658284
10,2019-10-10,6,0.014824884792626728,-0.7436721468221296,PTON,24.100000381469727,24.200000762939453,22.799999237060547,23.13999938964844,23.13999938964844,3490300,35,18.0,,0.18,6.3,-0.5999984741210938,-0.024193487604002417
11,2019-10-11,16,0.030185867895545317,1.036162055745519,PTON,23.100000381469727,23.399999618530277,22.11000061035156,22.38999938964844,22.38999938964844,3394900,15,18.0,,0.18,2.7,-0.8000011444091761,-0.033057897487107524
12,2019-10-14,3,0.010216589861751151,-0.23118714599468282,PTON,22.170000076293945,22.280000686645508,21.399999618530277,21.46999931335449,21.46999931335449,2651100,37,18.0,,0.18,6.66,-1.1199989318847692,-0.04786320299756974
13,2019-10-15,8,0.017897081413210447,0.7517666516313339,PTON,21.51000022888184,23.68000030517578,21.51000022888184,23.44499969482422,23.44499969482422,2871400,31,18.0,,0.18,5.58,1.3999996185302734,0.06283660571740568
14,2019-10-17,2,0.008680491551459293,-0.5149772551712299,PTON,23.0,23.959999084472656,23.0,23.86000061035156,23.86000061035156,1185400,20,18.0,,0.18,3.6,0.279998779296875,0.011824272621976162
15,2019-10-21,11,0.022505376344086024,1.592638471067068,PTON,23.989999771118164,24.3700008392334,21.77400016784668,22.26000022888184,22.26000022888184,7992800,45,18.0,,0.18,8.1,0.4100017547607422,0.017111926979431535
16,2019-10-22,8,0.017897081413210447,-0.2047641799194594,PTON,22.670000076293945,22.697999954223636,20.93000030517578,21.15999984741211,21.15999984741211,5875400,32,18.0,,0.18,5.76,-1.672000885009762,-0.06860897937754673
17,2019-10-24,42,0.07012442396313365,2.918204445970303,PTON,21.239999771118164,21.450000762939453,20.700000762939453,21.34000015258789,21.34000015258789,2684500,25,18.0,,0.18,4.5,-1.2479991912841832,-0.05498278235091614
18,2019-10-28,1,0.007144393241167435,-0.898118332566647,PTON,22.549999237060547,22.670000076293945,21.450000762939453,21.459999084472656,21.459999084472656,4159900,21,18.0,,0.18,3.78,1.2199993133544922,0.056876422842015106
19,2019-10-29,23,0.040938556067588325,4.730165555794453,PTON,21.56999969482422,24.15999984741211,21.43000030517578,23.18000030517578,23.18000030517578,5125200,16,18.0,,0.18,2.88,1.489999771118164,0.0657256182665944
20,2019-10-30,1,0.007144393241167435,-0.8254849724212975,PTON,23.31999969482422,23.73500061035156,22.65999984741211,23.71999931335449,23.71999931335449,2481800,31,18.0,,0.18,5.58,-0.4249992370605504,-0.01759102813512947
