,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,AN_unscaled,AN_monthly,isPartial,scale,AN,Stock_Price_Change,Stock_Price_Change_Percent
126,2018-10-11,1,0.0018285811765852708,-0.19347765333104017,AN,39.650001525878906,39.84999847412109,39.0,39.040000915527344,39.040000915527344,1777800,94,78.0,,0.78,73.32000000000001,-0.39000320434571023,-0.009691928133154337
127,2018-10-15,5,0.002023541453428864,0.024680998099563256,AN,37.93000030517578,38.790000915527344,37.93000030517578,38.7599983215332,38.7599983215332,811200,95,78.0,,0.78,74.10000000000001,-1.059997558593743,-0.02659968881258834
128,2018-10-17,1,0.0018285811765852708,-0.09634607510176563,AN,40.0099983215332,40.16999816894531,38.81999969482422,39.86000061035156,39.86000061035156,1226300,96,78.0,,0.78,74.88,1.3799972534179688,0.03557610778156928
129,2018-10-18,14,0.0024622020763269484,0.34650958232268025,AN,39.72999954223633,39.77999877929688,38.54999923706055,38.66999816894531,38.66999816894531,857100,98,78.0,,0.78,76.44,-0.3899993896484304,-0.009708723112413109
130,2018-10-22,42,0.0038269240142321,0.5542688599877268,AN,38.900001525878906,39.2400016784668,38.63999938964844,38.77999877929688,38.77999877929688,781500,100,78.0,,0.78,78.0,-0.5399971008300852,-0.013574588169950386
131,2018-10-25,1,0.0018285811765852708,-0.5221799100831667,AN,41.54999923706055,42.790000915527344,41.380001068115234,42.369998931884766,42.369998931884766,841700,96,78.0,,0.78,74.88,3.549999237060547,0.09046888596359648
132,2018-11-05,1,0.0018285811765852708,-0.05061112938735235,AN,40.52000045776367,40.900001525878906,39.33000183105469,39.43999862670898,39.43999862670898,1038400,97,70.0,,0.7,67.89999999999999,-1.8899993896484375,-0.04416918320192431
133,2018-11-07,1,0.0018285811765852708,0.0,AN,39.52000045776367,39.58000183105469,37.93000030517578,39.09000015258789,39.09000015258789,999000,88,70.0,,0.7,61.6,-1.3199996948242188,-0.03227382996523864
134,2018-11-12,5,0.002023541453428864,0.05061112938735235,AN,38.93000030517578,39.970001220703125,38.84000015258789,39.40999984741211,39.40999984741211,683800,89,70.0,,0.7,62.3,0.3899993896484375,0.009853445467565392
135,2018-11-19,1,0.0018285811765852708,-0.09634607510176563,AN,37.29999923706055,37.95000076293945,37.11000061035156,37.56999969482422,37.56999969482422,549600,90,70.0,,0.7,62.99999999999999,-2.020000457763672,-0.05053791333679969
136,2018-11-23,1,0.0018285811765852708,-0.19347765333104017,AN,37.09000015258789,37.709999084472656,36.84999847412109,37.25,37.25,218300,56,70.0,,0.7,39.2,-0.24000167846679688,-0.0063241547731712755
137,2018-11-27,1,0.0018285811765852708,0.0,AN,37.59000015258789,38.33000183105469,37.34000015258789,37.54999923706055,37.54999923706055,675000,95,70.0,,0.7,66.5,0.6200027465820312,0.016441335498130982
138,2018-11-28,2,0.001877321245796169,0.02665458325559067,AN,37.58000183105469,38.34000015258789,36.7400016784668,38.290000915527344,38.290000915527344,708800,97,70.0,,0.7,67.89999999999999,0.009998321533203125,0.0002608484491410934
139,2018-12-03,0,0.0017798411073743725,-0.05192512397123339,AN,37.58000183105469,37.900001525878906,36.880001068115234,37.18000030517578,37.18000030517578,443000,95,67.0,,0.67,63.650000000000006,-0.4399986267089844,-0.01147622913296431
140,2018-12-04,11,0.0023159818686942536,0.301229564312512,AN,37.22999954223633,37.540000915527344,35.16999816894531,35.369998931884766,35.369998931884766,977100,100,67.0,,0.67,67.0,-0.3600006103515625,-0.0094986964606254
141,2018-12-11,1,0.0018285811765852708,0.0,AN,34.119998931884766,34.790000915527344,33.380001068115234,33.84000015258789,33.84000015258789,535600,95,67.0,,0.67,63.650000000000006,-2.75,-0.07325519267269232
142,2018-12-17,1,0.0018285811765852708,0.0,AN,33.220001220703125,34.470001220703125,33.16999816894531,33.7400016784668,33.7400016784668,725200,87,67.0,,0.67,58.290000000000006,-0.31999969482421875,-0.009198036401355747
143,2018-12-18,3,0.0019260613150070675,0.05330916651118156,AN,34.060001373291016,35.189998626708984,33.88999938964844,34.16999816894531,34.16999816894531,819600,88,67.0,,0.67,58.96,0.7199974060058594,0.02088765246615143
144,2018-12-19,6,0.0020722815226397622,0.0759166940810283,AN,34.22999954223633,35.630001068115234,33.939998626708984,34.040000915527344,34.040000915527344,704300,84,67.0,,0.67,56.28,0.44000244140625,0.01250362201129196
145,2018-12-20,3,0.0019260613150070675,-0.07056001128960177,AN,33.880001068115234,34.54999923706055,33.66999816894531,34.290000915527344,34.290000915527344,667800,79,67.0,,0.67,52.93,-1.0800018310546875,-0.030311585705260158
146,2018-12-24,1,0.0018285811765852708,-0.05061112938735235,AN,33.41999816894531,33.66999816894531,33.15999984741211,33.2400016784668,33.2400016784668,594300,56,67.0,,0.67,37.52,-0.8800010681152344,-0.02547036432843941
147,2018-12-27,3,0.0019260613150070675,0.05330916651118156,AN,34.02000045776367,34.34000015258789,33.16999816894531,34.310001373291016,34.310001373291016,446500,65,67.0,,0.67,43.55,0.6700019836425781,0.01989907989542261
148,2018-12-28,10,0.002267241799483355,0.17713895285573278,AN,34.40999984741211,35.54999923706055,34.40999984741211,35.11000061035156,35.11000061035156,628100,65,67.0,,0.67,43.55,1.2099990844726562,0.03523584971159277
149,2019-01-02,0,0.0017798411073743725,-0.14112002257920364,AN,35.36000061035156,36.59000015258789,35.310001373291016,36.04999923706055,36.04999923706055,801800,75,73.0,,0.73,54.75,1.0400009155273438,0.02925459740778713
150,2019-01-03,1,0.0018285811765852708,0.027384505846592022,AN,36.0,36.58000183105469,35.54999923706055,36.04999923706055,36.04999923706055,545400,80,73.0,,0.73,58.4,-0.009998321533203125,-0.00027325284207457834
151,2019-01-07,7,0.0021210215918506603,0.15992749953354468,AN,36.88999938964844,37.95000076293945,36.59000015258789,37.65999984741211,37.65999984741211,665200,82,73.0,,0.73,59.86,1.3699989318847656,0.03745212857593949
152,2019-01-10,2,0.001877321245796169,-0.1148976262150424,AN,36.83000183105469,36.970001220703125,35.81999969482422,36.56999969482422,36.56999969482422,1167300,92,73.0,,0.73,67.16,-0.9799995422363281,-0.02582343932897513
153,2019-01-11,7,0.0021210215918506603,0.12981280992808375,AN,36.59999847412109,37.310001373291016,36.52000045776367,36.91999816894531,36.91999816894531,570800,91,73.0,,0.73,66.42999999999999,0.3400001525878906,0.009196649752813313
154,2019-01-24,3,0.0019260613150070675,-0.09191810097203379,AN,36.52000045776367,37.06999969482422,36.22999954223633,36.810001373291016,36.810001373291016,878400,100,73.0,,0.73,73.0,-0.24000167846679688,-0.006432636548724613
155,2019-01-28,6,0.0020722815226397622,0.0759166940810283,AN,37.0,37.560001373291016,36.77999877929688,37.5,37.5,460100,96,73.0,,0.73,70.08,0.4900016784667969,0.013218281157288736
156,2019-01-29,1,0.0018285811765852708,-0.11760001881600302,AN,37.54999923706055,37.7400016784668,36.88999938964844,36.95000076293945,36.95000076293945,384800,95,73.0,,0.73,69.35,0.18000030517578125,0.004792340218171098
157,2019-01-30,46,0.004021884291075693,1.1994562465015854,AN,37.130001068115234,37.83000183105469,36.790000915527344,37.619998931884766,37.619998931884766,731400,96,73.0,,0.73,70.08,0.09000015258789062,0.0023847416159294976
158,2019-01-31,7,0.0021210215918506603,-0.472629882327278,AN,37.709999084472656,38.880001068115234,37.36000061035156,38.75,38.75,1458900,96,73.0,,0.73,70.08,1.0499992370605469,0.02775572789421865
159,2019-02-01,2,0.001877321245796169,-0.1148976262150424,AN,38.54999923706055,38.7599983215332,38.119998931884766,38.459999084472656,38.459999084472656,663200,86,77.0,False,0.77,66.22,-0.12000274658203125,-0.0030864903108359654
160,2019-02-04,6,0.0020722815226397622,0.103850247942467,AN,38.310001373291016,38.720001220703125,37.810001373291016,38.709999084472656,38.709999084472656,868200,88,77.0,,0.77,67.76,-0.039997100830078125,-0.001031916990766657
161,2019-02-07,4,0.0019748013842179656,-0.04704000752640125,AN,38.84999847412109,38.84999847412109,37.11000061035156,37.27999877929688,37.27999877929688,778400,98,77.0,,0.77,75.46000000000001,0.12999725341796164,0.003357366976229681
162,2019-02-08,2,0.001877321245796169,-0.04936199619912629,AN,36.90999984741211,37.59000015258789,36.77999877929688,36.93999862670898,36.93999862670898,865700,91,77.0,,0.77,70.07000000000001,-1.259998321533196,-0.032432390502473485
163,2019-02-11,3,0.0019260613150070675,0.025962561985616972,AN,37.02000045776367,37.2599983215332,36.619998931884766,37.18000030517578,37.18000030517578,694300,95,77.0,,0.77,73.15,-0.3300018310546875,-0.00877897924222193
164,2019-02-12,8,0.002169761661061559,0.12652782346838065,AN,37.31999969482422,38.09999847412109,37.31999969482422,38.060001373291016,38.060001373291016,560500,97,77.0,,0.77,74.69,0.8400001525878835,0.022544288524630307
165,2019-02-14,-2,0.001682360968952576,-0.22463328616034317,AN,37.84000015258789,38.79999923706055,37.47999954223633,38.27999877929688,38.27999877929688,620100,91,77.0,,0.77,70.07000000000001,0.7000007629394602,0.018372724172546206
166,2019-02-20,-2,0.001682360968952576,-0.07996374976677234,AN,38.650001525878906,39.380001068115234,38.59000015258789,39.11000061035156,39.11000061035156,553100,94,77.0,,0.77,72.38,0.5800018310546875,0.014948501094316669
167,2019-02-21,36,0.0035344835989667106,1.1009067995480484,AN,39.209999084472656,39.709999084472656,38.2599983215332,38.380001068115234,38.380001068115234,1384100,96,77.0,,0.77,73.92,0.3299980163574219,0.008379837669039825
168,2019-02-22,3,0.0019260613150070675,-0.45506570873036667,AN,36.59999847412109,37.9900016784668,35.70000076293945,37.22999954223633,37.22999954223633,1633700,87,77.0,,0.77,66.99,-1.7199974060058594,-0.043313962368697445
169,2019-02-26,2,0.001877321245796169,-0.13477997169620604,AN,35.68000030517578,36.13999938964844,35.43000030517578,35.66999816894531,35.66999816894531,1109400,100,77.0,,0.77,77.0,-1.8500022888183594,-0.04869708362942671
170,2019-02-27,2,0.001877321245796169,0.0,AN,35.40999984741211,35.81999969482422,34.63999938964844,34.72999954223633,34.72999954223633,1078200,95,77.0,,0.77,73.15,-0.31999969482421875,-0.008854446602892807
171,2019-03-04,1,0.0018285811765852708,-0.15724330031224032,AN,34.900001525878906,35.06999969482422,34.5,34.599998474121094,34.599998474121094,924200,98,75.0,,0.75,73.5,-0.75,-0.020938023628972013
172,2019-03-07,30,0.003242043183701321,0.7729829144121332,AN,34.29999923706055,34.369998931884766,33.560001373291016,33.72999954223633,33.72999954223633,953500,97,75.0,,0.75,72.75,-0.7000007629394531,-0.019960101768770833
173,2019-03-12,103,0.006800068236096895,2.4434188118567515,AN,34.349998474121094,34.630001068115234,33.93000030517578,34.040000915527344,34.040000915527344,692900,93,75.0,,0.75,69.75,0.26000213623046875,0.007564799077990791
174,2019-03-14,8,0.002169761661061559,-0.6809206046574969,AN,33.689998626708984,33.689998626708984,32.849998474121094,32.88999938964844,32.88999938964844,1233500,90,75.0,,0.75,67.5,-0.94000244140625,-0.027144164378087088
175,2019-03-19,2,0.001877321245796169,-0.13477997169620604,AN,33.79999923706055,34.11000061035156,33.349998474121094,33.459999084472656,33.459999084472656,1001500,100,75.0,,0.75,75.0,0.4200019836425781,0.012466666689312511
176,2019-03-20,2,0.001877321245796169,0.0,AN,33.470001220703125,34.0099983215332,33.279998779296875,33.61000061035156,33.61000061035156,926900,96,75.0,,0.75,72.0,-0.10000228881835938,-0.002931758634680648
177,2019-03-25,11,0.0023159818686942536,-0.0952072662185578,AN,33.540000915527344,34.18000030517578,33.41999816894531,34.0,34.0,795400,94,75.0,,0.75,70.5,0.17000198364257812,0.004998588416128769
178,2019-03-26,2,0.001877321245796169,-0.18940589683692155,AN,34.11000061035156,34.650001525878906,33.959999084472656,34.33000183105469,34.33000183105469,626200,98,75.0,,0.75,73.5,0.470001220703125,0.013750767013069654
179,2019-03-28,5,0.002023541453428864,0.07788768595685047,AN,35.40999984741211,36.060001373291016,34.95000076293945,34.9900016784668,34.9900016784668,1480000,92,75.0,,0.75,69.0,1.4099998474121094,0.0406926344969718
180,2019-03-29,5,0.002023541453428864,0.0,AN,35.189998626708984,36.15999984741211,35.189998626708984,35.720001220703125,35.720001220703125,890800,84,75.0,,0.75,63.0,0.09999847412109375,0.002773113430748708
181,2019-04-02,10,0.002267241799483355,0.12043259387720662,AN,36.220001220703125,36.220001220703125,35.61000061035156,35.869998931884766,35.869998931884766,701100,98,76.0,,0.76,74.48,0.060001373291015625,0.0016593300205809403
182,2019-04-05,22,0.002852122630014135,0.2579702044413872,AN,36.68999862670898,36.7400016784668,35.65999984741211,35.81999969482422,35.81999969482422,1067600,89,76.0,,0.76,67.64,0.5200004577636719,0.014356721155118102
183,2019-04-08,6,0.0020722815226397622,-0.2734248167199276,AN,35.779998779296875,36.630001068115234,35.459999084472656,36.5,36.5,913200,96,76.0,,0.76,72.96000000000001,-0.1100006103515625,-0.002994028451991926
184,2019-04-10,14,0.0024622020763269484,0.18816003010560478,AN,36.25,36.900001525878906,35.91999816894531,36.86000061035156,36.86000061035156,721000,98,76.0,,0.76,74.48,0.2700004577636719,0.007371019653032329
185,2019-04-11,1,0.0018285811765852708,-0.25733911356573036,AN,36.93999862670898,37.130001068115234,36.470001220703125,36.54999923706055,36.54999923706055,690300,99,76.0,,0.76,75.24,0.22999954223632812,0.006233049667356383
186,2019-04-15,14,0.0024622020763269484,0.34650958232268025,AN,37.40999984741211,37.72999954223633,37.040000915527344,37.34999847412109,37.34999847412109,528500,98,76.0,,0.76,74.48,0.5999984741210938,0.01615939824565027
187,2019-04-22,0,0.0017798411073743725,-0.2771344299938634,AN,37.77000045776367,37.88999938964844,37.16999816894531,37.33000183105469,37.33000183105469,591600,92,76.0,,0.76,69.92,0.15999984741210938,0.004240653309126152
188,2019-04-23,1,0.0018285811765852708,0.027384505846592022,AN,37.459999084472656,37.90999984741211,37.220001220703125,37.900001525878906,37.900001525878906,916100,98,76.0,,0.76,74.48,0.020000457763671875,0.0005278558481354167
189,2019-04-24,6,0.0020722815226397622,0.133272916277954,AN,38.02999877929688,39.060001373291016,37.970001220703125,38.56999969482422,38.56999969482422,1054500,100,76.0,,0.76,76.0,1.1500015258789062,0.03033504432887546
190,2019-04-25,6,0.0020722815226397622,0.0,AN,38.33000183105469,39.560001373291016,38.119998931884766,39.5,39.5,1587600,95,76.0,,0.76,72.2,0.5,0.012800818802374492
191,2019-04-26,13,0.00241346200711605,0.16464002634240393,AN,39.63999938964844,43.36000061035156,38.97999954223633,42.310001373291016,42.310001373291016,2179800,88,76.0,,0.76,66.88,3.799999237060547,0.09605660023121532
192,2019-04-29,3,0.0019260613150070675,-0.024680998099563034,AN,42.81999969482422,43.08000183105469,41.7599983215332,42.27000045776367,42.27000045776367,2038400,100,76.0,,0.76,76.0,-0.279998779296875,-0.006457536331999747
193,2019-05-01,6,0.0020722815226397622,0.0759166940810283,AN,41.97999954223633,42.25,40.95000076293945,40.9900016784668,40.9900016784668,1608200,100,72.0,False,0.72,72.0,-0.8300018310546875,-0.019266522650339568
194,2019-05-06,15,0.002510942145537847,0.33751330581301775,AN,41.13999938964844,42.040000915527344,41.13999938964844,41.7599983215332,41.7599983215332,950100,94,72.0,,0.72,67.67999999999999,-0.20999908447265625,-0.004970392531897239
195,2019-05-07,15,0.002510942145537847,0.0,AN,41.4900016784668,41.56999969482422,40.869998931884766,40.95000076293945,40.95000076293945,860900,95,72.0,,0.72,68.39999999999999,-0.470001220703125,-0.01117985752777495
196,2019-05-08,6,0.0020722815226397622,-0.17469961371974307,AN,41.06999969482422,41.34999847412109,40.4900016784668,40.5099983215332,40.5099983215332,614900,92,72.0,,0.72,66.24,-0.2200012207031321,-0.005292307489011661
197,2019-05-09,3,0.0019260613150070675,-0.07056001128960177,AN,40.09999847412109,40.380001068115234,39.45000076293945,40.09999847412109,40.09999847412109,863200,92,72.0,,0.72,66.24,-0.9699974060058523,-0.02345822108344031
198,2019-05-10,2,0.001877321245796169,-0.025305564693676286,AN,40.04999923706055,40.20000076293945,39.290000915527344,39.79999923706055,39.79999923706055,868900,85,72.0,,0.72,61.2,-0.18000030517578125,-0.004457659742805542
199,2019-05-15,7,0.0021210215918506603,0.12981280992808375,AN,39.11000061035156,39.560001373291016,38.68999862670898,39.02999877929688,39.02999877929688,989900,91,72.0,,0.72,65.52,-0.6399993896484375,-0.01592038252492911
200,2019-05-17,16,0.002559682214748745,0.2068157271870763,AN,39.81999969482422,40.31999969482422,39.81999969482422,40.04999923706055,40.04999923706055,763300,85,72.0,,0.72,61.2,0.7599983215332031,0.01921128147498785
201,2019-05-21,-2,0.001682360968952576,-0.342746158386808,AN,39.83000183105469,40.20000076293945,39.56999969482422,40.09000015258789,40.09000015258789,430400,86,72.0,,0.72,61.92,-0.11999893188476562,-0.002976164007763349
202,2019-05-22,127,0.007969829897158453,3.7372888721499535,AN,39.84999847412109,39.9900016784668,39.65999984741211,39.880001068115234,39.880001068115234,471700,89,72.0,,0.72,64.08,-0.20999908447265625,-0.005223857723561376
203,2019-05-23,3,0.0019260613150070675,-0.7583309380676015,AN,39.75,39.869998931884766,38.91999816894531,39.09000015258789,39.09000015258789,994200,83,72.0,,0.72,59.76,-0.12000274658203125,-0.0030008187433172573
204,2019-05-28,6,0.0020722815226397622,-0.15836253142506485,AN,39.43999862670898,39.97999954223633,39.38999938964844,39.81999969482422,39.81999969482422,863300,83,72.0,,0.72,59.76,0.1100006103515625,0.002758982024039902
205,2019-05-31,5,0.002023541453428864,-0.023520003763200514,AN,39.47999954223633,39.619998931884766,38.880001068115234,39.470001220703125,39.470001220703125,1359000,77,72.0,,0.72,55.44,-0.3600006103515625,-0.009004517620647912
206,2019-06-03,45,0.003973144221864795,1.3616478836515338,AN,39.41999816894531,41.36000061035156,39.380001068115234,41.02000045776367,41.02000045776367,1044600,93,64.0,,0.64,59.52,1.7400016784667969,0.04391725707661509
207,2019-06-04,3,0.0019260613150070675,-0.5152299520345449,AN,41.43999862670898,42.75,41.38999938964844,42.68000030517578,42.68000030517578,821500,98,64.0,,0.64,62.72,1.3899993896484375,0.03360733484371736
208,2019-06-05,1,0.0018285811765852708,-0.05061112938735235,AN,42.83000183105469,42.970001220703125,41.5099983215332,41.65999984741211,41.65999984741211,607400,100,64.0,,0.64,64.0,0.220001220703125,0.005146227384868363
209,2019-06-06,7,0.0021210215918506603,0.15992749953354468,AN,41.650001525878906,41.93000030517578,40.95000076293945,41.810001373291016,41.810001373291016,687000,99,64.0,,0.64,63.36,-1.0400009155273438,-0.024202952896968166
210,2019-06-07,3,0.0019260613150070675,-0.09191810097203379,AN,41.91999816894531,41.97999954223633,41.16999816894531,41.2400016784668,41.2400016784668,759800,91,64.0,,0.64,58.24,0.049999237060546875,0.0011924454256293515
211,2019-06-17,8,0.002169761661061559,0.18658208278913557,AN,41.25,41.93000030517578,41.220001220703125,41.68999862670898,41.68999862670898,423600,96,64.0,,0.64,61.44,-0.049999237060546875,-0.0011910251930861149
212,2019-06-18,2,0.001877321245796169,-0.13477997169620604,AN,41.90999984741211,42.41999816894531,41.790000915527344,42.119998931884766,42.119998931884766,517300,94,64.0,,0.64,60.16,0.48999786376953125,0.011686092540024395
213,2019-06-21,2,0.001877321245796169,0.0,AN,42.11000061035156,42.790000915527344,41.77999877929688,42.52000045776367,42.52000045776367,1169900,86,64.0,,0.64,55.04,0.37000274658203125,0.008722365925345699
214,2019-07-03,1,0.0018285811765852708,-0.02596256198561664,AN,42.290000915527344,42.58000183105469,41.93999862670898,42.56999969482422,42.56999969482422,170200,88,61.0,,0.61,53.68,-0.20999908447265625,-0.00490766721148761
215,2019-07-08,7,0.0021210215918506603,0.15992749953354468,AN,42.02000045776367,42.27000045776367,41.400001525878906,41.4900016784668,41.4900016784668,445900,93,61.0,,0.61,56.73,-0.3100013732910156,-0.00728044527853744
216,2019-07-09,6,0.0020722815226397622,-0.022979525243008392,AN,41.40999984741211,41.63999938964844,40.880001068115234,41.290000915527344,41.290000915527344,604000,98,61.0,,0.61,59.78,-0.6300010681152344,-0.014904212474393885
217,2019-07-10,4,0.0019748013842179656,-0.04704000752640125,AN,41.56999969482422,41.56999969482422,41.06999969482422,41.400001525878906,41.400001525878906,452900,96,61.0,,0.61,58.56,-0.06999969482421875,-0.0016810685843002826
218,2019-07-11,2,0.001877321245796169,-0.04936199619912629,AN,41.5,41.84000015258789,41.27000045776367,41.83000183105469,41.83000183105469,417500,93,61.0,,0.61,56.73,0.2700004577636719,0.00649507961861473
219,2019-07-15,2,0.001877321245796169,-0.0940800150528025,AN,42.08000183105469,42.08000183105469,40.810001373291016,41.400001525878906,41.400001525878906,556200,99,61.0,,0.61,60.39,0.24000167846679688,0.0057361777627038535
220,2019-07-18,5,0.002023541453428864,0.07788768595685047,AN,41.790000915527344,41.97999954223633,41.290000915527344,41.959999084472656,41.959999084472656,466400,92,61.0,,0.61,56.12,-0.10000228881835938,-0.0023764801441752414
221,2019-07-22,1,0.0018285811765852708,-0.09634607510176563,AN,42.150001525878906,42.54999923706055,41.77999877929688,41.95000076293945,41.95000076293945,763400,93,61.0,,0.61,56.73,0.5699996948242188,0.013577887113856102
222,2019-07-23,5,0.002023541453428864,0.10661833302236334,AN,44.130001068115234,47.9900016784668,43.70000076293945,46.5,46.5,4674200,93,61.0,,0.61,56.73,5.44000244140625,0.12784964838890223
223,2019-07-24,14,0.0024622020763269484,0.21677866897897236,AN,46.70000076293945,49.0,46.34000015258789,48.68999862670898,48.68999862670898,2863800,92,61.0,,0.61,56.12,1.0099983215332031,0.021046015549242902
224,2019-07-25,24,0.002949602768435931,0.19795316428133103,AN,48.790000915527344,49.08000183105469,48.06999969482422,48.56999969482422,48.56999969482422,1135200,92,61.0,,0.61,56.12,0.0800018310546875,0.0016326904296875
225,2019-07-29,-4,0.0015848808305307794,-0.4626799081249896,AN,48.900001525878906,49.09999847412109,48.36000061035156,48.970001220703125,48.970001220703125,848300,92,61.0,,0.61,56.12,0.019996643066399145,0.0004074295501299563
226,2019-07-30,3,0.0019260613150070675,0.21527201156318232,AN,48.59999847412109,48.720001220703125,48.220001220703125,48.650001525878906,48.650001525878906,793700,93,61.0,,0.61,56.73,-0.37999725341796164,-0.007739251837619587
227,2019-07-31,3,0.0019260613150070675,0.0,AN,48.75,49.04999923706055,48.34999847412109,48.68000030517578,48.68000030517578,841000,91,61.0,,0.61,55.51,0.3299980163574219,0.0067733581299089796
228,2019-08-01,17,0.002608422283959643,0.3542779057114658,AN,48.83000183105469,49.61000061035156,47.16999816894531,48.18000030517578,48.18000030517578,757900,79,62.0,False,0.62,48.98,0.5600013732910156,0.011416949684025735
229,2019-08-02,6,0.0020722815226397622,-0.2055421641721321,AN,48.220001220703125,48.54999923706055,47.4900016784668,47.540000915527344,47.540000915527344,645500,77,62.0,,0.62,47.74,-1.0600013732910156,-0.021366687366454862
230,2019-08-06,23,0.0029008626992250326,0.39984006397440996,AN,47.59000015258789,48.02000045776367,47.119998931884766,47.810001373291016,47.810001373291016,666000,81,62.0,,0.62,50.22,-0.529998779296875,-0.010916555872822808
231,2019-08-14,2,0.001877321245796169,-0.35284036493774884,AN,48.20000076293945,48.59000015258789,47.95000076293945,48.08000183105469,48.08000183105469,902200,88,62.0,,0.62,54.56,0.5699996948242188,0.011870047675771378
232,2019-08-15,3,0.0019260613150070675,0.025962561985616972,AN,48.25,48.25,46.310001373291016,46.93999862670898,46.93999862670898,809900,85,62.0,,0.62,52.7,-0.3400001525878906,-0.006997327670717923
233,2019-08-22,30,0.003242043183701321,0.6832502467292558,AN,47.5,47.75,47.119998931884766,47.540000915527344,47.540000915527344,515000,92,62.0,,0.62,57.04,-0.5,-0.010362694300518172
234,2019-08-23,7,0.0021210215918506603,-0.34577626772103376,AN,47.11000061035156,47.5,46.22999954223633,46.380001068115234,46.380001068115234,573300,88,62.0,,0.62,54.56,-0.25,-0.005235602094240788
235,2019-08-26,3,0.0019260613150070675,-0.09191810097203379,AN,46.81999969482422,47.619998931884766,46.400001525878906,47.470001220703125,47.470001220703125,464100,93,62.0,,0.62,57.66,0.11999893188476562,0.002526293302837157
236,2019-08-27,5,0.002023541453428864,0.05061112938735235,AN,47.86000061035156,47.86000061035156,46.220001220703125,46.27000045776367,46.27000045776367,553900,97,62.0,,0.62,60.14,0.24000167846679688,0.005039934562159232
237,2019-08-30,3,0.0019260613150070675,-0.04817303755088276,AN,47.34999847412109,47.75,47.04999923706055,47.459999084472656,47.459999084472656,433200,86,62.0,,0.62,53.32,-0.1100006103515625,-0.002298382970094881
238,2019-09-11,9,0.002218501730272457,0.12340499049781584,AN,52.0,52.41999816894531,50.09000015258789,51.81999969482422,51.81999969482422,858500,93,79.0,,0.79,73.47,4.6699981689453125,0.09780100877372377
239,2019-09-13,2,0.001877321245796169,-0.15378869433398512,AN,51.54999923706055,51.880001068115234,50.08000183105469,50.27999877929688,50.27999877929688,695500,86,79.0,,0.79,67.94,-0.5399971008300781,-0.010301356728203426
240,2019-09-16,2,0.001877321245796169,0.0,AN,49.880001068115234,50.720001220703125,49.59999847412109,50.52999877929688,50.52999877929688,489800,93,79.0,,0.79,73.47,-1.1599998474121094,-0.02235928726927161
241,2019-09-23,1,0.0018285811765852708,-0.02596256198561664,AN,50.2400016784668,51.380001068115234,50.13999938964844,51.060001373291016,51.060001373291016,854000,96,79.0,,0.79,75.84,0.6599998474121094,0.013012614974912573
242,2019-10-01,7,0.0021210215918506603,0.15992749953354468,AN,50.84999847412109,51.40999984741211,49.86000061035156,50.310001373291016,50.310001373291016,551500,97,77.0,False,0.77,74.69,0.029998779296875,0.0005838610095998398
243,2019-10-03,1,0.0018285811765852708,-0.1378771514580508,AN,48.560001373291016,48.75,47.400001525878906,48.11000061035156,48.11000061035156,613000,97,77.0,,0.77,74.69,-2.6599998474121094,-0.051740903623947565
244,2019-10-09,9,0.002218501730272457,0.21323666604472624,AN,47.5,47.97999954223633,47.209999084472656,47.619998931884766,47.619998931884766,516700,98,77.0,,0.77,75.46000000000001,-0.7700004577636719,-0.015794881184895804
245,2019-10-10,12,0.002364721937905152,0.06590944042885094,AN,47.7599983215332,48.5099983215332,47.36000061035156,48.25,48.25,405300,97,77.0,,0.77,74.69,0.529998779296875,0.011046243942339329
246,2019-10-11,3,0.0019260613150070675,-0.18550198899354875,AN,48.720001220703125,49.61000061035156,48.31999969482422,48.5099983215332,48.5099983215332,800200,86,77.0,,0.77,66.22,1.1000022888183594,0.02267578492844602
247,2019-10-14,17,0.002608422283959643,0.3542779057114658,AN,48.40999984741211,48.72999954223633,48.02000045776367,48.68000030517578,48.68000030517578,366700,91,77.0,,0.77,70.07000000000001,-0.8800010681152344,-0.017738380513779184
248,2019-10-16,1,0.0018285811765852708,-0.29897042061401047,AN,50.02000045776367,50.709999084472656,49.93000030517578,50.209999084472656,50.209999084472656,739400,93,77.0,,0.77,71.61,1.9799995422363281,0.040632045163886854
249,2019-10-17,23,0.0029008626992250326,0.5864008316229974,AN,50.369998931884766,50.97999954223633,50.18999862670898,50.880001068115234,50.880001068115234,495300,96,77.0,,0.77,73.92,0.2700004577636719,0.005324402733944078
250,2019-10-18,17,0.002608422283959643,-0.10081153283935673,AN,50.66999816894531,50.900001525878906,50.22999954223633,50.709999084472656,50.709999084472656,406100,86,77.0,,0.77,66.22,-0.07999801635742188,-0.0015692039442084527
251,2019-10-21,11,0.0023159818686942536,0.301229564312512,AN,51.220001220703125,51.65999984741211,50.68000030517578,51.20000076293945,51.20000076293945,541900,94,77.0,,0.77,72.38,0.7599983215332031,0.014931204297642386
252,2019-10-24,3,0.0019260613150070675,-0.1683607971883746,AN,50.7599983215332,51.459999084472656,50.66999816894531,50.86000061035156,50.86000061035156,578300,99,77.0,,0.77,76.23,-0.20000076293945312,-0.0038714820660122884
