,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,APR_unscaled,APR_monthly,isPartial,scale,APR,Stock_Price_Change,Stock_Price_Change_Percent
0,2021-02-11,11,0.19398245614035087,-0.2656571694228598,APR,28.0,28.01000022888184,22.0,23.36000061035156,23.36000061035156,2404014,100,66.0,,0.66,66.0,,
1,2021-02-12,9,0.15889473684210526,-0.18088088993397844,APR,23.8700008392334,23.8700008392334,20.780000686645508,20.989999771118164,20.989999771118164,875930,88,66.0,,0.66,58.080000000000005,-4.139999389648441,-0.14780433258902936
2,2021-02-16,6,0.10626315789473684,0.49297510475720974,APR,21.149999618530277,22.100000381469727,21.0,21.600000381469727,21.600000381469727,577402,85,66.0,,0.66,56.1,-1.7700004577636719,-0.0741516713671182
3,2021-02-17,5,0.08871929824561403,-0.16509823344890207,APR,21.31999969482422,21.572399139404297,20.25,21.149999618530277,21.149999618530277,374585,92,66.0,,0.66,60.720000000000006,-0.5276012420654297,-0.023873358957396618
4,2021-02-18,6,0.10626315789473684,0.197745699031046,APR,20.76000022888184,21.420000076293945,20.350000381469727,20.75,20.75,340546,96,66.0,,0.66,63.36,-0.15239906311035156,-0.007064539373925149
5,2021-02-19,7,0.12380701754385964,0.16509823344890218,APR,20.459999084472656,21.350000381469727,20.3799991607666,21.13999938964844,21.13999938964844,256322,96,66.0,,0.66,63.36,-0.06999969482421875,-0.003267959597333947
6,2021-02-22,5,0.08871929824561403,1.4584346135148274,APR,21.200000762939453,21.875,20.90080070495605,21.850000381469727,21.850000381469727,280088,80,66.0,,0.66,52.8,0.5249996185302734,0.024590145627628957
7,2021-02-23,3,0.05363157894736842,-0.3954913980620921,APR,21.76000022888184,21.81999969482422,20.979999542236328,21.299999237060547,21.299999237060547,244811,87,66.0,,0.66,57.42,-0.05500030517578125,-0.0025142996651785765
8,2021-02-24,6,0.10626315789473684,0.9813542688910697,APR,21.21999931335449,21.5,21.09000015258789,21.31999969482422,21.31999969482422,185845,92,66.0,,0.66,60.720000000000006,-0.31999969482421875,-0.014665430765341547
9,2021-02-25,12,0.21152631578947367,0.9905894006934126,APR,21.200000762939453,23.540000915527344,21.0,22.690000534057617,22.690000534057617,349541,96,66.0,,0.66,63.36,2.0400009155273438,0.09488376351289962
10,2021-02-26,14,0.24661403508771929,0.16587874263913083,APR,22.520000457763672,22.520000457763672,21.07999992370605,21.540000915527344,21.540000915527344,63202,96,66.0,,0.66,63.36,-1.0200004577636719,-0.043330519035403414
11,2021-03-01,3,0.05363157894736842,-0.3954913980620921,APR,21.71999931335449,21.809999465942383,20.06999969482422,20.440000534057617,20.440000534057617,120631,82,70.0,False,0.7,57.4,-0.7100009918212891,-0.031527574484418786
12,2021-03-02,16,0.2817017543859649,4.252535165194635,APR,20.479999542236328,21.850000381469727,20.479999542236328,21.56999969482422,21.56999969482422,261696,85,70.0,,0.7,59.49999999999999,0.04000091552734375,0.001834063113564488
13,2021-03-03,11,0.19398245614035087,-0.31139067073550475,APR,21.5,22.20499992370605,20.88999938964844,21.76000022888184,21.76000022888184,133243,92,70.0,,0.7,64.39999999999999,0.3549995422363246,0.01624711835416659
14,2021-03-04,9,0.15889473684210526,-0.18088088993397844,APR,21.68000030517578,22.149999618530277,21.030000686645508,22.149999618530277,22.149999618530277,210608,90,70.0,,0.7,62.99999999999999,-0.055000305175774145,-0.0024769333647713943
15,2021-03-05,7,0.12380701754385964,-0.2208236722976703,APR,22.13999938964844,22.13999938964844,20.25,21.59000015258789,21.59000015258789,228804,89,70.0,,0.7,62.3,-0.010000228881835938,-0.0004514776096641304
16,2021-03-08,6,0.10626315789473684,1.9445794846864364,APR,21.5,22.450000762939453,21.34000015258789,21.600000381469727,21.600000381469727,217907,77,70.0,,0.7,53.9,0.3100013732910121,0.01400186909833212
17,2021-03-09,12,0.21152631578947367,0.9905894006934126,APR,21.940000534057617,22.450000762939453,21.649999618530277,21.700000762939453,21.700000762939453,180471,80,70.0,,0.7,56.0,0.0,0.0
18,2021-03-10,3,0.05363157894736842,-0.7464543418760885,APR,22.13999938964844,22.93400001525879,21.96500015258789,22.25,22.25,328216,82,70.0,,0.7,57.4,0.48399925231933594,0.02155898600762285
19,2021-03-11,1,0.018543859649122807,-0.6542361792607131,APR,22.280000686645508,23.34499931335449,22.280000686645508,22.540000915527344,22.540000915527344,405549,84,70.0,,0.7,58.8,0.4109992980956996,0.017920960051549972
20,2021-03-12,9,0.15889473684210526,7.5685903500473035,APR,22.520000457763672,23.5,22.45499992370605,22.84000015258789,22.84000015258789,135817,77,70.0,,0.7,53.9,0.15500068664551137,0.006639566982417744
21,2021-03-15,4,0.07117543859649123,-0.6892854407597457,APR,23.15999984741211,23.75,22.84000015258789,23.31999969482422,23.31999969482422,156964,88,70.0,,0.7,61.6,0.25,0.010638297872340496
22,2021-03-16,8,0.14135087719298245,0.9859502095144195,APR,23.700000762939453,24.26000022888184,23.13999938964844,23.6299991607666,23.6299991607666,164677,85,70.0,,0.7,59.49999999999999,0.5100002288818395,0.021473693847656294
23,2021-03-17,7,0.12380701754385964,-0.12411567580985483,APR,23.290000915527344,23.920000076293945,22.54010009765625,23.920000076293945,23.920000076293945,131227,100,70.0,,0.7,70.0,-0.3400001525878942,-0.014014845399016873
24,2021-03-18,8,0.14135087719298245,0.14170327334561428,APR,23.600000381469727,25.09000015258789,23.5,24.51000022888184,24.51000022888184,77910,93,70.0,,0.7,65.1,1.1700000762939453,0.04891304651179662
25,2021-03-19,5,0.08871929824561403,-0.3723470274295644,APR,24.84000015258789,25.649999618530277,24.190000534057617,24.200000762939453,24.200000762939453,1240359,91,70.0,,0.7,63.7,0.5599994659423864,0.022319627841238754
26,2021-03-22,7,0.12380701754385964,1.3084723585214264,APR,24.1299991607666,24.649999618530277,22.524999618530277,23.25,23.25,219299,80,70.0,,0.7,56.0,-1.0,-0.03898635535563799
