,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,USD_unscaled,USD_monthly,isPartial,scale,USD,Stock_Price_Change,Stock_Price_Change_Percent
27,2016-06-21,2,0.0018931229532598987,0.032472804026627555,USD,3.665416955947876,3.665416955947876,3.665416955947876,3.665416955947876,3.5602781772613525,9600,22,69.0,,0.69,15.18,-0.04541611671447754,-0.012238792698345158
28,2016-06-22,1,0.0018335814230425723,-0.031451486082717306,USD,3.683749914169312,3.683749914169312,3.683749914169312,3.683749914169312,3.5834224224090576,12000,22,69.0,,0.69,15.18,0.01833295822143599,0.0050016023938797005
29,2016-06-23,6,0.002131289074129205,0.16236402013313844,USD,3.772083044052124,3.8450000286102295,3.762500047683716,3.8450000286102295,3.740281343460083,64800,22,69.0,,0.69,15.18,0.16125011444091752,0.043773360895287494
30,2016-06-24,5,0.0020717475439118787,-0.027936862690319808,USD,3.5879170894622803,3.643749952316284,3.432499885559082,3.432499885559082,3.339015245437622,177600,100,69.0,,0.69,69.0,-0.2012500762939453,-0.05234072166358006
31,2016-06-27,9,0.002309913664781185,0.2597824322130218,USD,3.384582996368408,3.384582996368408,3.21541690826416,3.217082977294922,3.1294655799865723,139200,37,69.0,,0.69,25.53,-0.259166955947876,-0.07112643824067211
32,2016-06-28,9,0.002309913664781185,0.0,USD,3.3279170989990234,3.390000104904175,3.314167022705078,3.3862500190734863,3.29402494430542,110400,32,69.0,,0.69,22.08,0.0054171085357666016,0.0016005246559411823
33,2016-06-30,1,0.0018335814230425723,-0.2062121407397861,USD,3.484582901000977,3.675416946411133,3.4708330631256104,3.675416946411133,3.5753166675567627,69600,27,69.0,,0.69,18.63,0.285416841506958,0.08419375595123357
34,2016-07-01,8,0.0022503721345638584,0.227309628186394,USD,3.6483330726623535,3.6483330726623535,3.582082986831665,3.626667022705078,3.527895212173462,134400,97,56.0,False,0.56,54.32000000000001,-0.027083873748779297,-0.007368925524279701
35,2016-07-05,4,0.002012206013694552,0.0,USD,3.479166984558105,3.519166946411133,3.4554169178009038,3.484582901000977,3.3896801471710205,64800,99,56.0,,0.56,55.440000000000005,-0.1291661262512207,-0.03540414860120278
36,2016-07-06,7,0.0021908306043465315,0.0887705281846427,USD,3.4429171085357666,3.523750066757202,3.4429171085357666,3.523750066757202,3.4277806282043457,21600,100,56.0,,0.56,56.00000000000001,0.004583120346069336,0.0013023310390951615
37,2016-07-07,16,0.002726704376302471,0.2445984508764778,USD,3.574583053588867,3.6475000381469727,3.574583053588867,3.609999895095825,3.51168155670166,38400,94,56.0,,0.56,52.64000000000001,0.12374997138977051,0.03511882768225205
38,2016-07-08,33,0.0037389103899970228,0.3712195654547439,USD,3.68416690826416,3.813333034515381,3.68416690826416,3.813333034515381,3.7094767093658447,103200,89,56.0,,0.56,49.84,0.1658329963684082,0.04546483745964691
39,2016-07-11,3,0.0019526644834772255,-0.08381058807095954,USD,3.827083110809326,3.889167070388794,3.827083110809326,3.874583005905152,3.7690587043762207,110400,91,56.0,,0.56,50.96000000000001,0.07583403587341309,0.019886549427238887
40,2016-07-12,2,0.0018931229532598987,-0.030492453117853424,USD,3.9008328914642334,3.986249923706055,3.9008328914642334,3.986249923706055,3.877684831619263,45600,90,56.0,,0.56,50.400000000000006,0.09708285331726119,0.024962376663226316
41,2016-07-13,4,0.002012206013694552,0.06290297216543483,USD,3.998332977294922,4.021249771118164,3.974999904632568,4.021249771118164,3.911731004714966,52800,92,56.0,,0.56,51.52,0.03499984741210893,0.008780143764686388
42,2016-07-14,1,0.0018335814230425723,-0.0887705281846426,USD,3.987916946411133,4.061666965484619,3.987916946411133,4.045416831970215,3.9352405071258554,19200,86,56.0,,0.56,48.16,0.04041719436645508,0.01005090374060913
43,2016-07-15,30,0.003560285799345043,0.9417113167722031,USD,4.058750152587891,4.058750152587891,4.018750190734863,4.0233330726623535,3.91375732421875,33600,81,56.0,,0.56,45.36000000000001,-0.0029168128967285156,-0.000718131969340452
44,2016-07-18,1,0.0018335814230425723,-0.0887705281846426,USD,4.026249885559082,4.105416774749756,4.026249885559082,4.105416774749756,3.993605613708496,52800,83,56.0,,0.56,46.48,0.046666622161865234,0.01149778143700475
45,2016-07-19,3,0.0019526644834772255,0.06494560805325533,USD,4.05791711807251,4.083333015441895,4.057499885559082,4.066667079925537,3.955910444259644,33600,88,56.0,,0.56,49.28,-0.02208375930786044,-0.005379175981275797
46,2016-07-20,1,0.0018335814230425723,-0.06098490623570674,USD,4.125417232513428,4.185417175292969,4.125417232513428,4.185417175292969,4.071427345275879,21600,83,56.0,,0.56,46.48,0.10208415985107333,0.025000204358797795
47,2016-07-21,20,0.0029648704971717774,0.6169832765059262,USD,4.144166946411133,4.164583206176758,4.081666946411133,4.081666946411133,3.9705028533935542,40800,81,56.0,,0.56,45.36000000000001,-0.020833969116210938,-0.004977752095823629
48,2016-07-22,1,0.0018335814230425723,-0.38156441409780095,USD,4.076666831970215,4.187082767486572,4.0754170417785645,4.187082767486572,4.073046684265137,64800,78,56.0,,0.56,43.68000000000001,0.022499561309814453,0.0054025961773183084
49,2016-07-25,2,0.0018931229532598987,0.032472804026627555,USD,4.1666669845581055,4.230000019073486,4.1666669845581055,4.211667060852051,4.096961975097656,100800,79,56.0,,0.56,44.24,0.04291725158691406,0.010249917178655643
50,2016-07-26,3,0.0019526644834772255,0.03145148608271753,USD,4.272916793823242,4.49875020980835,4.2604169845581055,4.441667079925537,4.320697784423828,112800,81,56.0,,0.56,45.36000000000001,0.2687501907348633,0.06353432376431267
51,2016-07-27,13,0.0025480797856504912,0.30492453117853335,USD,4.612916946411133,4.612916946411133,4.452499866485596,4.492499828338623,4.370146751403809,105600,79,56.0,,0.56,44.24,0.1141667366027832,0.02537743401575665
52,2016-07-28,48,0.004632033343256922,0.8178525528683258,USD,4.467082977294922,4.467082977294922,4.423749923706055,4.446667194366455,4.325561046600342,76800,79,56.0,,0.56,44.24,-0.14583396911621094,-0.03161426290791347
53,2016-07-29,15,0.0026671628460851445,-0.4241917861045055,USD,4.467916965484619,4.467916965484619,4.375,4.424167156219482,4.303674697875977,172800,79,56.0,,0.56,44.24,0.0008339881896972656,0.00018669637298796005
54,2016-08-01,263,0.01743346233998214,5.536332179930796,USD,4.424167156219482,4.457499980926514,4.372083187103272,4.379167079925537,4.259900569915772,91200,90,52.0,False,0.52,46.8,-0.010416984558105469,-0.002331508091707679
55,2016-08-03,152,0.010824352485858887,-0.37910483444047893,USD,4.262083053588867,4.2916669845581055,4.262083053588867,4.277500152587891,4.161001682281494,24000,100,52.0,,0.52,52.0,-0.1658329963684082,-0.03720314011845249
56,2016-08-04,1,0.0018335814230425723,-0.8306059022525372,USD,4.277500152587891,4.277500152587891,4.277500152587891,4.277500152587891,4.161001682281494,0,95,52.0,,0.52,49.4,-0.014166831970214844,-0.0033010091466063596
57,2016-08-05,4,0.002012206013694552,0.09741841207988311,USD,4.458333015441895,4.525000095367432,4.429999828338623,4.525000095367432,4.401762008666992,52800,90,52.0,,0.52,46.8,0.24749994277954102,0.057860884617339625
58,2016-08-08,1,0.0018335814230425723,-0.3275466754012446,USD,4.600832939147949,4.600832939147949,4.456250190734863,4.486249923706055,4.364065647125244,88800,90,52.0,,0.52,46.8,0.07583284378051758,0.016758639156307042
59,2016-08-09,6,0.002131289074129205,0.16236402013313844,USD,4.532083034515381,4.550833225250244,4.532083034515381,4.539999961853027,4.416353225708008,60000,94,52.0,,0.52,48.88,-0.04999971389770508,-0.010867535196130151
60,2016-08-10,8,0.0022503721345638584,0.05587372538063984,USD,4.513332843780518,4.513332843780518,4.413750171661377,4.442500114440918,4.321508884429932,141600,90,52.0,,0.52,46.8,-0.03750038146972656,-0.00824033305849492
61,2016-08-12,12,0.0024885382554331644,0.10583410504034907,USD,4.492917060852051,4.540417194366455,4.492917060852051,4.508333206176758,4.385548114776611,28800,83,52.0,,0.52,43.16,0.0270843505859375,0.006000964591667657
62,2016-08-16,6,0.002131289074129205,0.12580594433086967,USD,4.583333015441895,4.624582767486572,4.571667194366455,4.571667194366455,4.447157382965088,132000,91,52.0,,0.52,47.32,0.08416557312011719,0.0185369690751207
63,2016-08-17,6,0.002131289074129205,0.0,USD,4.5883331298828125,4.5883331298828125,4.554166793823242,4.576250076293945,4.451614856719971,16800,87,52.0,,0.52,45.24,-0.036249637603759766,-0.007838466609056072
64,2016-08-19,4,0.002012206013694552,-0.05587372538063984,USD,4.68291711807251,4.739167213439941,4.68291711807251,4.739167213439941,4.61009693145752,24000,82,52.0,,0.52,42.64,0.1508340835571289,0.032873394168958514
65,2016-08-22,2,0.0018931229532598987,-0.08621928437993975,USD,4.849999904632568,4.849999904632568,4.6875,4.69083309173584,4.5630784034729,48000,100,52.0,,0.52,52.0,0.11083269119262695,0.023386533160997924
66,2016-08-23,4,0.002012206013694552,0.06290297216543483,USD,4.803332805633545,4.814582824707031,4.78458309173584,4.801249980926514,4.670487403869629,50400,90,52.0,,0.52,46.8,-0.03541707992553711,-0.007302490849887988
67,2016-08-24,12,0.0024885382554331644,0.23672140849238055,USD,4.750417232513428,4.750417232513428,4.650000095367432,4.663750171661377,4.536733627319336,136800,92,52.0,,0.52,47.84,-0.06416559219360352,-0.013327342062602887
68,2016-08-25,11,0.002428996725215838,-0.023926306974518363,USD,4.710416793823242,4.735416889190674,4.685417175292969,4.704583168029785,4.576453685760498,38400,88,52.0,,0.52,45.760000000000005,-0.015000343322753906,-0.0031576896488347828
69,2016-08-26,1,0.0018335814230425723,-0.24512807942149772,USD,4.767917156219482,4.829166889190674,4.7216668128967285,4.7216668128967285,4.593071460723877,28800,82,52.0,,0.52,42.64,0.09375,0.019797623354767202
70,2016-08-29,35,0.003857993450431676,1.0378990407296746,USD,4.829166889190674,4.833333015441895,4.809583187103272,4.81583309173584,4.684672832489014,45600,93,52.0,,0.52,48.36,0.004166126251221591,0.0008627008233133004
71,2016-08-31,2,0.0018931229532598987,-0.5092985569874219,USD,4.772082805633545,4.809999942779541,4.724583148956299,4.809999942779541,4.679000377655029,28800,97,52.0,,0.52,50.440000000000005,-0.023333072662354404,-0.004827532592479811
72,2016-09-02,64,0.005584697826734147,1.9499921371284792,USD,4.875,4.876667022705078,4.81125020980835,4.81125020980835,4.680214405059815,38400,95,52.0,,0.52,49.4,0.06666707992553711,0.013860099941500614
73,2016-09-06,-3,0.0015954153021732658,-0.4826720725938798,USD,4.840000152587891,4.898749828338623,4.78249979019165,4.852499961853027,4.720341682434082,228000,99,52.0,,0.52,51.48,0.022082805633544922,0.004528257830754168
74,2016-09-07,8,0.0022503721345638584,0.4105243515581267,USD,4.833333015441895,4.845417022705078,4.757500171661377,4.757500171661377,4.627930164337158,43200,97,52.0,,0.52,50.440000000000005,-0.05333280563354492,-0.01088702373103878
75,2016-09-08,1,0.0018335814230425723,-0.1852096838206112,USD,4.8125,4.8125,4.708333015441895,4.777500152587891,4.647385120391846,100800,99,52.0,,0.52,51.48,-0.032917022705078125,-0.006793434404269605
76,2016-09-09,1,0.0018335814230425723,0.0,USD,4.704166889190674,4.704166889190674,4.44208288192749,4.44208288192749,4.321102142333984,698400,96,52.0,,0.52,49.92,-0.10833311080932617,-0.022510776272067767
77,2016-09-12,17,0.0027862459065197973,0.5195648644260429,USD,4.375417232513428,4.6354169845581055,4.333333015441895,4.6354169845581055,4.509171962738037,134400,99,52.0,,0.52,51.48,-0.06874990463256836,-0.014614682312939054
78,2016-09-14,71,0.006001488538255433,1.1539694411796133,USD,4.599583148956299,4.623332977294922,4.574999809265137,4.602083206176758,4.476745128631592,31200,96,52.0,,0.52,49.92,-0.012084007263183594,-0.0026068867813702212
79,2016-09-15,1,0.0018335814230425723,-0.6944788928022223,USD,4.645833015441895,4.833333015441895,4.645833015441895,4.833333015441895,4.70169734954834,72000,92,52.0,,0.52,47.84,0.21000003814697354,0.04542178536096775
80,2016-09-16,6,0.002131289074129205,0.16236402013313844,USD,4.907917022705078,4.913332939147949,4.807499885559082,4.913332939147949,4.779517650604248,67200,90,52.0,,0.52,46.8,0.0799999237060538,0.016551709441593232
81,2016-09-19,22,0.0030839535576064306,0.5326231691078562,USD,5.0,5.0,4.842916965484619,4.887499809265137,4.754388332366943,69600,95,52.0,,0.52,49.4,0.08666706085205078,0.017639158983409065
82,2016-09-20,33,0.0037389103899970228,0.212375711941307,USD,4.868332862854004,4.870832920074463,4.796249866485596,4.796667098999023,4.666029930114746,52800,99,52.0,,0.52,51.48,-0.1291670799255371,-0.025833415985107466
83,2016-09-21,2,0.0018931229532598987,-0.49366987817501395,USD,4.833749771118164,4.905416965484619,4.833749771118164,4.868332862854004,4.735743999481201,72000,95,52.0,,0.52,49.4,0.03458404541015625,0.007100232337599266
84,2016-09-22,43,0.004334325692170289,1.289510929391414,USD,4.986667156219482,5.024167060852051,4.915417194366455,4.937082767486572,4.802621841430664,64800,94,52.0,,0.52,48.88,0.11875009536743164,0.024207951373548475
85,2016-09-23,3,0.0019526644834772255,-0.54948828903084,USD,4.9166669845581055,4.9166669845581055,4.866666793823242,4.875417232513428,4.742634296417236,21600,92,52.0,,0.52,47.84,-0.10750007629394531,-0.02139659668795213
86,2016-09-26,2,0.0018931229532598987,-0.5239913167153231,USD,4.808332920074463,4.844583034515381,4.737916946411133,4.737916946411133,4.608879089355469,43200,99,52.0,,0.52,51.48,-0.07208395004272461,-0.014661141433642055
87,2016-09-27,-7,0.0013572491813039595,-0.28306337474445664,USD,4.8229169845581055,4.881249904632568,4.8229169845581055,4.881249904632568,4.7483086585998535,21600,95,52.0,,0.52,49.4,0.0366668701171875,0.007568632812350096
88,2016-09-28,1,0.0018335814230425723,0.3509541566132923,USD,4.93625020980835,4.93625020980835,4.867917060852051,4.9191670417785645,4.785192966461182,57600,91,52.0,,0.52,47.32,0.05500030517578125,0.011267668373951212
89,2016-09-29,22,0.0030839535576064306,0.6819288845591818,USD,4.864999771118164,5.013332843780518,4.864999771118164,5.011250019073486,4.874768733978272,160800,94,52.0,,0.52,48.88,0.07708263397216797,0.015615625362548347
90,2016-09-30,12,0.0024885382554331644,-0.19306882903755196,USD,5.102499961853027,5.208333015441895,5.102499961853027,5.175833225250244,5.034868240356445,168000,95,52.0,,0.52,49.4,0.19500017166137784,0.038896314634942364
91,2016-10-04,7,0.0021908306043465315,-0.11963153487259237,USD,5.0654168128967285,5.06708288192749,5.0233330726623535,5.03583288192749,4.898681163787842,74400,94,52.0,,0.52,48.88,-0.14125013351440519,-0.027120027290040927
92,2016-10-05,33,0.0037389103899970228,0.7066177469764914,USD,5.059999942779541,5.179999828338623,5.059999942779541,5.146667003631592,5.006497383117676,52800,88,52.0,,0.52,45.760000000000005,0.11291694641113281,0.02228440880923177
93,2016-10-06,1,0.0018335814230425723,-0.509594712954853,USD,5.112500190734863,5.203750133514404,5.052499771118164,5.170416831970215,5.029599189758301,40800,87,52.0,,0.52,45.24,0.02375030517578125,0.004585001151129031
94,2016-10-07,14,0.002607621315867818,0.4221464523461602,USD,5.2291669845581055,5.2291669845581055,5.150000095367432,5.188333034515381,5.047028541564941,79200,94,52.0,,0.52,48.88,0.025416851043701172,0.004884333488651915
95,2016-10-10,4,0.002012206013694552,0.09741841207988311,USD,5.290417194366455,5.290417194366455,5.125,5.125,4.985419750213623,31200,85,52.0,,0.52,44.2,0.06125020980834961,0.011713186821002974
96,2016-10-11,2,0.0018931229532598987,-0.05918035212309514,USD,4.921249866485596,4.941249847412109,4.823750019073486,4.903749942779541,4.770196437835693,141600,97,52.0,,0.52,50.440000000000005,-0.3491673469543457,-0.06599996448789702
97,2016-10-12,15,0.0026671628460851445,0.40886931907532653,USD,4.903333187103272,4.903333187103272,4.833333015441895,4.869999885559082,4.73736572265625,64800,98,52.0,,0.52,50.96,-0.037916660308837,-0.007673495872445146
98,2016-10-13,1,0.0018335814230425723,-0.3125348811251256,USD,4.7916669845581055,4.797916889190674,4.65291690826416,4.753749847412109,4.624280452728272,98400,92,52.0,,0.52,47.84,-0.10541629791259854,-0.021498905721900385
99,2016-10-14,5,0.0020717475439118787,0.1298912161065109,USD,4.8383331298828125,4.964582920074463,4.8383331298828125,4.894999980926514,4.761684894561768,74400,89,52.0,,0.52,46.28,0.16666603088378906,0.03473716505162372
100,2016-10-18,1,0.0018335814230425723,-0.11495904583991956,USD,4.896249771118164,4.977499961853027,4.896249771118164,4.962082862854004,4.826940059661865,40800,87,52.0,,0.52,45.24,0.012917041778564453,0.0026018382584231947
101,2016-10-19,3,0.0019526644834772255,0.06494560805325533,USD,4.833333015441895,4.833333015441895,4.749582767486572,4.777500152587891,4.647385120391846,112800,89,52.0,,0.52,46.28,-0.14416694641113192,-0.028963726271423518
102,2016-10-20,7,0.0021908306043465315,0.12196981247141325,USD,4.75,4.833333015441895,4.75,4.833333015441895,4.70169734954834,48000,87,52.0,,0.52,45.24,0.0,0.0
103,2016-10-24,2,0.0018931229532598987,0.0,USD,4.992917060852051,4.992917060852051,4.925416946411133,4.970832824707031,4.835451126098633,96000,99,52.0,,0.52,51.48,0.15958404541015536,0.0330173908771243
104,2016-10-26,26,0.0033221196784757366,0.7548356659852178,USD,4.9166669845581055,4.920833110809326,4.90749979019165,4.920833110809326,4.786814212799072,40800,92,52.0,,0.52,47.84,-0.07208395004272461,-0.014437241629329911
105,2016-10-28,2,0.0018931229532598987,-0.43014607043641906,USD,4.923749923706055,4.975417137145996,4.875,4.875,4.7422285079956055,165600,87,52.0,,0.52,45.24,0.05458402633666992,0.01109243599762988
106,2016-11-02,8,0.0022503721345638584,0.227309628186394,USD,4.8125,4.833333015441895,4.729582786560059,4.729582786560059,4.600772857666016,62400,48,64.0,,0.64,30.72,-0.14208412170410067,-0.028557228024825076
107,2016-11-03,3,0.0019526644834772255,-0.13229263130043656,USD,4.729582786560059,4.729582786560059,4.729582786560059,4.729582786560059,4.600772857666016,0,48,64.0,,0.64,30.72,-0.10375022888183683,-0.021465566008046166
108,2016-11-04,2,0.0018931229532598987,-0.030492453117853424,USD,4.65291690826416,4.6875,4.642083168029785,4.642083168029785,4.515655994415283,24000,46,64.0,,0.64,29.44,-0.042082786560058594,-0.008897779880213563
109,2016-11-07,6,0.002131289074129205,0.12580594433086967,USD,4.683750152587891,4.941667079925537,4.683750152587891,4.941667079925537,4.8070807456970215,134400,49,64.0,,0.64,31.36,0.2541670799255371,0.054222310384114625
110,2016-11-08,2,0.0018931229532598987,-0.11174745076127957,USD,4.922500133514404,5.005416870117188,4.794582843780518,4.926667213439941,4.792489528656006,45600,51,64.0,,0.64,32.64,0.06374979019165128,0.012900462366358445
111,2016-11-09,3,0.0019526644834772255,0.03145148608271753,USD,4.708333015441895,4.9166669845581055,4.708333015441895,4.892499923706055,4.759253025054932,96000,100,64.0,,0.64,64.0,-0.08874988555908292,-0.01773076805828666
112,2016-11-10,1,0.0018335814230425723,-0.06098490623570674,USD,4.7291669845581055,4.809999942779541,4.645833015441895,4.7133331298828125,4.584965705871582,136800,70,64.0,,0.64,44.8,-0.10666704177856445,-0.021694990145473825
113,2016-11-11,3,0.0019526644834772255,0.06494560805325533,USD,4.782083034515381,5.017083168029785,4.770833015441895,5.016666889190674,4.880037784576416,105600,62,64.0,,0.64,39.68,0.20708322525024414,0.0430526460943319
114,2016-11-14,2,0.0018931229532598987,-0.334763050528298,USD,4.944167137145996,4.977499961853027,4.91083288192749,4.93291711807251,4.798569202423096,48000,63,64.0,,0.64,40.32,-0.03958320617675781,-0.007889685072193453
115,2016-11-15,4,0.002012206013694552,0.06290297216543483,USD,5.0,5.135832786560059,5.0,5.111667156219482,4.972450733184815,208800,62,64.0,,0.64,39.68,0.15833282470703125,0.03180970887402812
116,2016-11-16,1,0.0018335814230425723,-0.0887705281846426,USD,5.0104169845581055,5.153749942779541,5.0104169845581055,5.108749866485596,4.9696125984191895,50400,64,64.0,,0.64,40.96,0.017917156219482422,0.003488656458280781
117,2016-11-17,6,0.002131289074129205,0.16236402013313844,USD,5.208333015441895,5.271249771118164,5.208333015441895,5.220832824707031,5.078644275665283,64800,62,64.0,,0.64,39.68,0.11749982833862305,0.022798899760986924
118,2016-11-18,29,0.0035007442691277167,0.6425478418773571,USD,5.22208309173584,5.295000076293945,5.22208309173584,5.2941670417785645,5.149980068206787,84000,60,64.0,,0.64,38.4,0.02375030517578125,0.00450563077202526
119,2016-11-21,12,0.0024885382554331644,-0.16065870067275845,USD,5.3541669845581055,5.369999885559082,5.285417079925537,5.320416927337647,5.175514221191406,100800,59,64.0,,0.64,37.76,0.07499980926513672,0.014164269723227374
120,2016-11-22,2,0.0018931229532598987,-0.23926306974518485,USD,5.40625,5.521667003631592,5.40625,5.521667003631592,5.371284008026123,136800,60,64.0,,0.64,38.4,0.15166711807250977,0.028243411788587025
121,2016-11-23,5,0.0020717475439118787,0.09435445824815236,USD,5.574999809265137,5.574999809265137,5.497917175292969,5.511666774749756,5.361556529998779,120000,57,64.0,,0.64,36.48,0.05333280563354492,0.009658823250019877
122,2016-11-28,1,0.0018335814230425723,-0.11495904583991956,USD,5.514999866485596,5.562082767486572,5.496250152587891,5.520417213439941,5.370068550109863,184800,58,64.0,,0.64,37.12,-0.012917041778564453,-0.0023169582458276716
123,2016-11-29,3,0.0019526644834772255,0.06494560805325533,USD,5.4791669845581055,5.55916690826416,5.47333288192749,5.47333288192749,5.324265480041504,182400,60,64.0,,0.64,38.4,-0.0029158592224121094,-0.0005242387329179587
