,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,TGT_unscaled,TGT_monthly,isPartial,scale,TGT,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-13,2,0.006649717514124294,0.7385524372230428,TGT,75.26000213623047,75.38999938964844,73.77999877929688,73.87999725341797,62.47369384765625,9456800,43,80.0,,0.8,34.4,,
1,2016-05-16,1,0.003824858757062147,-0.42480883602378927,TGT,73.55000305175781,75.3499984741211,73.0,74.61000061035156,63.572879791259766,8756400,29,80.0,,0.8,23.200000000000003,-0.04000091552734375,-0.0005305864949090022
2,2016-05-17,1,0.003824858757062147,0.0,TGT,74.6500015258789,75.0999984741211,73.05999755859375,73.61000061035156,62.7208251953125,9292800,38,80.0,,0.8,30.4,-0.25,-0.0033178501003667815
3,2016-05-18,7,0.02077401129943503,4.431314623338258,TGT,67.4800033569336,68.62000274658203,65.5,68.0,57.940696716308594,36405600,100,80.0,,0.8,80.0,-6.4799957275390625,-0.08628489825831387
4,2016-05-27,3,0.00947457627118644,-0.5439216752787599,TGT,68.9800033569336,69.52999877929688,68.76000213623047,68.9000015258789,58.70756530761719,4811900,29,80.0,,0.8,23.200000000000003,0.9099960327148438,0.013261381467376543
5,2016-06-22,1,0.003824858757062147,-0.5963029218843172,TGT,68.26000213623047,69.19999694824219,68.26000213623047,68.86000061035156,58.67348861694336,4421800,63,57.0,,0.57,35.91,-0.3300018310546875,-0.004746179157893882
6,2016-06-29,1,0.003824858757062147,0.0,TGT,69.76000213623047,70.58000183105469,69.68000030517578,70.0,59.64484405517578,6771300,52,57.0,,0.57,29.64,1.3800048828125,0.019942267972131056
7,2016-08-08,1,0.003824858757062147,0.0,TGT,75.0,75.5199966430664,74.55000305175781,75.0,63.90520095825195,3022200,24,49.0,,0.49,11.76,4.939994812011719,0.069991423687356
8,2016-08-09,7,0.02077401129943503,4.431314623338258,TGT,73.62000274658203,73.62000274658203,71.73999786376953,72.61000061035156,61.86873626708984,7492600,20,49.0,,0.49,9.8,-1.899993896484375,-0.025158818603560062
9,2016-08-10,8,0.023598870056497176,0.1359804188196898,TGT,72.87999725341797,73.37999725341797,72.66999816894531,73.05000305175781,62.24366760253906,4037400,17,49.0,,0.49,8.33,-0.2400054931640625,-0.003260058193562121
10,2016-08-11,3,0.00947457627118644,-0.5985156811108452,TGT,75.1500015258789,75.18000030517578,73.52999877929688,74.01000213623047,63.0616455078125,6311400,11,49.0,,0.49,5.39,1.8000030517578125,0.02452988715087434
11,2016-08-15,1,0.003824858757062147,-0.6890215893431328,TGT,75.58000183105469,76.2300033569336,75.2699966430664,75.52999877929688,64.87019348144531,5373400,20,49.0,,0.49,9.8,1.0500030517578125,0.013966520982915176
12,2016-08-16,1,0.003824858757062147,0.0,TGT,75.4800033569336,76.08000183105469,75.12000274658203,75.4800033569336,64.82725524902344,6924200,23,49.0,,0.49,11.27,-0.15000152587890625,-0.0019677491705798467
13,2016-08-17,14,0.04054802259887006,9.601181683899558,TGT,70.4800033569336,71.6500015258789,69.9000015258789,70.62999725341797,60.661739349365234,19611500,100,49.0,,0.49,49.0,-4.430000305175781,-0.058228183472092465
14,2016-08-18,1,0.003824858757062147,-0.9056708931308346,TGT,70.43000030517578,70.70999908447266,69.23999786376953,70.30000305175781,60.37834930419922,11650900,42,49.0,,0.49,20.58,-0.94000244140625,-0.013119363871426204
15,2016-08-24,2,0.006649717514124294,0.7385524372230428,TGT,71.2300033569336,71.94000244140625,71.19000244140625,71.7300033569336,61.60649871826172,5780500,29,49.0,,0.49,14.21,1.2300033569335938,0.01739504133586811
16,2016-08-30,4,0.012299435028248588,0.8496176720475788,TGT,71.05000305175781,71.13999938964844,70.11000061035156,70.38999938964844,60.45561981201172,4031800,23,49.0,,0.49,11.27,-0.8000030517578125,-0.011120420136340736
17,2016-09-08,1,0.003824858757062147,-0.6890215893431328,TGT,70.30000305175781,70.30000305175781,69.41999816894531,69.45999908447266,59.65687942504883,9141200,100,42.0,,0.42,42.0,-0.839996337890625,-0.011807651744411674
18,2016-09-09,1,0.003824858757062147,0.0,TGT,69.04000091552734,69.41999816894531,68.75,69.0,59.26180648803711,6177800,80,42.0,,0.42,33.6,-0.8800048828125,-0.01251784985221982
19,2016-09-22,1,0.003824858757062147,0.0,TGT,69.66000366210938,70.05999755859375,68.04000091552734,68.55999755859375,58.88389205932617,7619200,56,42.0,,0.42,23.52,0.6399993896484375,0.009219236625314986
20,2016-10-03,1,0.003824858757062147,0.0,TGT,68.5,69.02999877929688,68.37999725341797,68.68000030517578,58.98697280883789,3295900,80,37.0,,0.37,29.6,-1.029998779296875,-0.014701667359258042
21,2017-01-20,4,0.012299435028248588,2.215657311669129,TGT,65.38999938964844,65.41000366210938,63.77999877929688,64.0999984741211,55.52023696899414,12983500,68,49.0,,0.49,33.32,-3.6199951171875,-0.052440897887907734
22,2017-01-31,3,0.00947457627118644,-0.22967386311437776,TGT,63.79999923706055,64.5,63.45000076293945,64.4800033569336,55.8493766784668,5735100,72,49.0,,0.49,35.28,-0.910003662109375,-0.013912301042057873
23,2017-02-13,0,0.001,-0.8944543828264758,TGT,65.62000274658203,65.69999694824219,64.52999877929688,64.80999755859375,56.65233612060547,4218200,16,72.0,,0.72,11.52,1.1999969482421875,0.018604603848715984
24,2017-02-14,1,0.003824858757062147,2.8248587570621466,TGT,64.5199966430664,65.66000366210938,64.5199966430664,65.6500015258789,57.3866081237793,5117100,15,72.0,,0.72,10.8,-0.0399932861328125,-0.000608725844604252
25,2017-02-15,2,0.006649717514124294,0.7385524372230428,TGT,65.5,65.94999694824219,65.23999786376953,65.75,57.47403335571289,3974000,20,72.0,,0.72,14.4,0.2899932861328125,0.004416589551611061
26,2017-02-16,1,0.003824858757062147,-0.42480883602378927,TGT,65.7699966430664,65.8499984741211,65.02999877929688,65.19999694824219,56.99324417114258,3325000,12,72.0,,0.72,8.64,-0.09999847412109375,-0.001516277160703683
27,2017-02-17,2,0.006649717514124294,0.7385524372230428,TGT,65.23999786376953,65.9000015258789,64.91999816894531,65.79000091552734,57.50900268554688,4235400,17,72.0,,0.72,12.24,0.0500030517578125,0.0007593478043506074
28,2017-02-27,1,0.003824858757062147,0.0,TGT,66.38999938964844,67.08000183105469,66.2300033569336,66.91000366210938,58.48801803588867,6839200,13,72.0,,0.72,9.36,1.1800003051757812,0.017905922273953045
29,2017-02-28,4,0.012299435028248588,2.215657311669129,TGT,66.91000366210938,66.91000366210938,57.29999923706055,58.77000045776367,51.37260818481445,45305400,100,72.0,,0.72,72.0,-0.1699981689453125,-0.0025342600522502146
30,2017-03-02,1,0.003824858757062147,-0.6890215893431328,TGT,58.0,58.52000045776367,57.75,57.95000076293945,50.65581130981445,10976600,61,100.0,,1.0,61.0,-8.390003204345703,-0.12539235906658452
31,2017-03-07,4,0.012299435028248588,2.215657311669129,TGT,56.09999847412109,56.43000030517578,55.04999923706055,55.13999938964844,48.19951248168945,13236500,35,100.0,,1.0,35.0,-2.0900001525878906,-0.03571428804236476
32,2017-03-08,2,0.006649717514124294,-0.4593477262287552,TGT,55.43999862670898,55.54999923706055,55.0,55.02000045776367,48.09461212158203,9417300,30,100.0,,1.0,30.0,-0.8800010681152344,-0.015594560754140563
33,2017-03-09,4,0.012299435028248588,0.8496176720475788,TGT,55.0,55.34999847412109,54.40999984741211,55.20000076293945,48.25196075439453,10878100,32,100.0,,1.0,32.0,-0.20000076293946023,-0.0036003738197358803
34,2017-03-10,1,0.003824858757062147,-0.6890215893431328,TGT,55.34999847412109,55.880001068115234,55.04999923706055,55.36000061035156,48.39181900024414,7591300,31,100.0,,1.0,31.0,0.5300025939941477,0.009575476216895584
35,2017-03-13,1,0.003824858757062147,0.0,TGT,55.380001068115234,55.61000061035156,54.84000015258789,55.18999862670898,48.24322509765625,7522200,24,100.0,,1.0,24.0,-0.2700004577636719,-0.0048317904903858455
36,2017-03-15,1,0.003824858757062147,0.0,TGT,54.59999847412109,54.709999084472656,54.119998931884766,54.56999969482422,47.70125198364258,8525500,28,100.0,,1.0,28.0,-0.9000015258789062,-0.016184166804547262
37,2017-03-17,2,0.006649717514124294,0.7385524372230428,TGT,54.70000076293945,54.77999877929688,54.290000915527344,54.290000915527344,47.456504821777344,14193800,21,100.0,,1.0,21.0,0.06999969482422586,0.0012794680313583662
38,2017-03-21,1,0.003824858757062147,-0.42480883602378927,TGT,54.40999984741211,54.459999084472656,53.22999954223633,53.38999938964844,46.66978073120117,9146700,29,100.0,,1.0,29.0,-0.31999969482422586,-0.005841542569459901
39,2017-03-23,2,0.006649717514124294,0.7385524372230428,TGT,53.47999954223633,53.63999938964844,53.04999923706055,53.13999938964844,46.45124816894531,5722400,24,100.0,,1.0,24.0,-0.8199996948242188,-0.015056917161388905
40,2017-03-24,2,0.006649717514124294,0.0,TGT,53.25,53.34999847412109,52.90999984741211,53.119998931884766,46.43376159667969,4351800,20,100.0,,1.0,20.0,-0.29000091552735086,-0.005406430254048744
41,2017-03-29,5,0.015124293785310734,1.2744265080713677,TGT,53.650001525878906,55.58000183105469,53.54999923706055,55.150001525878906,48.208255767822266,9848600,34,100.0,,1.0,34.0,2.230003356933601,0.04179950179408776
42,2017-03-30,2,0.006649717514124294,-0.5603287261860291,TGT,55.060001373291016,55.40999984741211,54.869998931884766,55.25,48.2956657409668,4870200,25,100.0,,1.0,25.0,-0.17000198364257812,-0.0030586897812513447
43,2017-03-31,2,0.006649717514124294,0.0,TGT,55.20000076293945,55.77000045776367,55.130001068115234,55.18999862670898,48.24322509765625,7457800,25,100.0,,1.0,25.0,0.3600006103515625,0.006497033231238625
44,2017-04-05,2,0.006649717514124294,0.0,TGT,53.54999923706055,53.84000015258789,52.720001220703125,52.75,46.1103401184082,6810800,66,66.0,,0.66,43.56,-1.9300003051757812,-0.03460642440979411
45,2017-04-06,2,0.006649717514124294,0.0,TGT,53.15999984741211,54.130001068115234,53.06999969482422,53.56999969482422,46.827125549316406,8672400,63,66.0,,0.66,41.580000000000005,0.29000091552734375,0.005386346855599022
46,2017-05-01,1,0.003824858757062147,-0.42480883602378927,TGT,55.810001373291016,56.0,55.52000045776367,55.77000045776367,48.75020980834961,5164200,42,85.0,False,0.85,35.7,1.8699989318847656,0.034546441806487804
47,2017-05-11,1,0.003824858757062147,0.0,TGT,57.75,57.869998931884766,55.93999862670898,56.060001373291016,49.00371551513672,13327000,35,85.0,,0.85,29.75,1.8699989318847656,0.03339283806937088
48,2017-05-15,2,0.006649717514124294,-0.7182188173330142,TGT,55.31999969482422,56.13999938964844,55.209999084472656,55.34999847412109,48.90897750854492,8392900,39,85.0,,0.85,33.15,-1.7299995422363281,-0.029894583966946442
