,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,LMT_unscaled,LMT_monthly,isPartial,scale,LMT,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-10,1,0.0613448275862069,0.0,LMT,241.30999755859372,244.5500030517578,241.2899932861328,244.3600006103516,208.46340942382807,1141400,87,70.0,,0.7,60.9,,
1,2016-05-17,4,0.06996551724137931,0.14052838673412027,LMT,243.0,243.52999877929688,240.2700042724609,241.52999877929688,206.0491485595703,1016100,86,70.0,,0.7,60.2,-1.0200042724609375,-0.00417094360961856
2,2016-05-27,1,0.0613448275862069,-0.12321340561853122,LMT,240.0,240.82000732421875,239.2100067138672,240.08999633789065,206.2294921875,794100,73,70.0,,0.7,51.1,-2.709991455078125,-0.011127957412483291
3,2016-06-15,1,0.0613448275862069,0.0,LMT,240.1100006103516,240.58999633789065,239.22999572753903,239.4499969482422,205.6797332763672,854200,87,71.0,,0.71,61.77,-0.23001098632809658,-0.0009551157683440614
4,2016-06-28,2,0.06421839080459771,0.046842795578040164,LMT,240.1100006103516,240.9600067138672,237.6499938964844,240.91000366210935,206.93386840820312,1994700,98,71.0,,0.71,69.58,0.3700103759765341,0.0015379291807997575
5,2016-07-14,22,0.1216896551724138,0.8949346697691067,LMT,257.19000244140625,257.94000244140625,254.6999969482422,256.0,219.8956298828125,3323800,64,86.0,,0.86,55.04,16.979995727539062,0.07046810779559065
6,2016-07-15,2,0.06421839080459771,-0.4722773212430339,LMT,257.1099853515625,257.6199951171875,256.1000061035156,256.9800109863281,220.7374420166016,3460700,52,86.0,,0.86,44.72,-0.32000732421875,-0.001240626972124792
7,2016-07-19,1,0.0613448275862069,-0.04474673348845537,LMT,258.5400085449219,263.3699951171875,252.1000061035156,258.9599914550781,222.43814086914065,4980000,100,86.0,,0.86,86.0,5.75,0.022319696098838993
8,2016-07-28,2,0.06421839080459771,-0.08214227041235411,LMT,254.1999969482422,254.88999938964844,252.0500030517578,254.5500030517578,218.65013122558597,2716000,60,86.0,,0.86,51.6,-8.479995727539062,-0.032198032747678296
9,2016-08-08,1,0.0613448275862069,0.7288629737609331,LMT,260.0,261.8699951171875,258.7900085449219,260.19000244140625,223.4947052001953,8743400,61,88.0,,0.88,53.68,6.9799957275390625,0.027384345185190284
10,2016-08-10,1,0.0613448275862069,0.0,LMT,259.82000732421875,262.1000061035156,259.07000732421875,261.29998779296875,224.4481506347656,9565300,88,88.0,,0.88,77.44,0.230010986328125,0.0008783403620762353
11,2016-08-11,1,0.0613448275862069,0.0,LMT,261.5,264.07000732421875,260.1499938964844,262.5400085449219,225.5133209228516,12648900,68,88.0,,0.88,59.84,1.970001220703125,0.0075162196674085635
12,2016-08-23,2,0.06421839080459771,0.0,LMT,255.2400054931641,255.2400054931641,248.13999938964844,249.75,214.5271148681641,10627900,81,88.0,,0.88,71.28,-8.830001831054659,-0.03343810953969262
13,2016-08-24,12,0.09295402298850575,0.44746733488455326,LMT,248.75999450683597,249.75,244.8000030517578,248.1199951171875,213.126953125,10559900,100,88.0,,0.88,88.0,-5.490005493164091,-0.021509188900683984
14,2016-08-25,2,0.06421839080459771,-0.30913812291331755,LMT,247.6100006103516,250.19000244140625,246.0,248.52999877929688,213.47915649414065,4383900,66,88.0,,0.88,58.08,0.44000244140625,0.0017617715371620601
15,2016-08-26,11,0.09008045977011495,0.402720601396098,LMT,249.0,249.8000030517578,243.6499938964844,244.44000244140625,209.96600341796875,4697100,51,88.0,,0.88,44.88,-0.3899993896484375,-0.0015588128456083261
16,2016-08-30,2,0.06421839080459771,0.046842795578040164,LMT,242.6499938964844,243.30999755859372,238.8500061035156,239.4499969482422,207.0783233642578,1887400,66,88.0,,0.88,58.08,-6.490005493164091,-0.02598080630054833
17,2016-08-31,3,0.06709195402298851,0.04474673348845526,LMT,239.0,243.6199951171875,238.6000061035156,242.97000122070312,210.12249755859372,2890200,67,88.0,,0.88,58.96,0.3099975585937784,0.001274084754857352
18,2016-09-01,1,0.0613448275862069,-0.08566044200788081,LMT,243.1300048828125,243.83999633789065,241.8999938964844,243.6100006103516,210.6759490966797,1337100,100,75.0,False,0.75,75.0,0.22000122070315342,0.0009030507557368228
