,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,CAN_unscaled,CAN_monthly,isPartial,scale,CAN,Stock_Price_Change,Stock_Price_Change_Percent
0,2019-11-20,1,0.0011958096729978462,-0.140706345856198,CAN,9.0,9.0,9.0,9.0,9.0,100,98,76.0,,0.76,74.48,,
1,2019-11-21,1,0.0011958096729978462,0.0,CAN,12.600000381469728,13.0,8.210000038146973,8.989999771118164,8.989999771118164,4070300,96,76.0,,0.76,72.96000000000001,4.0,0.4444444444444444
2,2019-11-22,1,0.0011958096729978462,0.0,CAN,8.050000190734863,8.979999542236328,7.5,8.979999542236328,8.979999542236328,663700,96,76.0,,0.76,72.96000000000001,-4.020000457763672,-0.3092308044433594
3,2019-11-26,1,0.0011958096729978462,0.0,CAN,8.25,8.489999771118164,8.0,8.1899995803833,8.1899995803833,673600,99,76.0,,0.76,75.24,-0.48999977111816406,-0.05456567885260022
4,2019-11-27,1,0.0011958096729978462,0.0,CAN,8.25,8.420000076293945,8.050000190734863,8.25,8.25,132500,98,76.0,,0.76,74.48,-0.06999969482421875,-0.008244958387672585
5,2019-12-03,2,0.0013916193459956921,0.16374652038644166,CAN,8.289999961853027,8.460000038146973,8.170000076293945,8.180000305175781,8.180000305175781,67100,89,78.0,,0.78,69.42,0.039999961853027344,0.004750589250663406
6,2019-12-04,1,0.0011958096729978462,-0.140706345856198,CAN,8.220000267028809,8.4350004196167,8.010000228881836,8.069999694824219,8.069999694824219,50200,89,78.0,,0.78,69.42,-0.024999618530273438,-0.0029550376380079735
7,2019-12-05,1,0.0011958096729978462,0.0,CAN,8.0,8.097000122070312,7.519999980926514,7.849999904632568,7.849999904632568,284600,90,78.0,,0.78,70.2,-0.3380002975463867,-0.04007116546909972
8,2019-12-06,2,0.0013916193459956921,0.16374652038644166,CAN,8.100000381469727,8.100000381469727,7.099999904632568,7.800000190734863,7.800000190734863,354900,89,78.0,,0.78,69.42,0.0030002593994140625,0.0003705396263038452
9,2019-12-09,2,0.0013916193459956921,0.0,CAN,7.900000095367432,7.900000095367432,7.179999828338623,7.25,7.25,142800,84,78.0,,0.78,65.52,-0.20000028610229492,-0.024691392183120553
10,2019-12-17,1,0.0011958096729978462,0.0,CAN,4.599999904632568,5.329999923706055,4.560999870300293,5.190000057220459,5.190000057220459,451700,91,78.0,,0.78,70.98,-2.570000171661377,-0.3253164734983266
11,2019-12-19,1,0.0011958096729978462,0.0,CAN,4.570000171661377,4.860000133514404,4.550000190734863,4.650000095367432,4.650000095367432,201800,99,78.0,,0.78,77.22,-0.4699997901916504,-0.08818007446890364
12,2019-12-20,2,0.0013916193459956921,0.16374652038644166,CAN,4.610000133514404,4.960000038146973,4.610000133514404,4.769999980926514,4.769999980926514,75800,91,78.0,,0.78,70.98,0.09999990463256836,0.02057611149904548
13,2019-12-23,1,0.0011958096729978462,-0.24670038238559266,CAN,4.929999828338623,5.690000057220459,4.929999828338623,5.289999961853027,5.289999961853027,446400,90,78.0,,0.78,70.2,0.7300000190734863,0.1471774220683697
14,2019-12-24,1,0.0011958096729978462,0.0,CAN,5.21999979019165,5.730000019073486,5.21999979019165,5.690000057220459,5.690000057220459,243600,92,78.0,,0.78,71.76,0.039999961853027344,0.007029870202245103
15,2019-12-27,1,0.0011958096729978462,0.0,CAN,5.53000020980835,5.869999885559082,5.53000020980835,5.630000114440918,5.630000114440918,694000,97,78.0,,0.78,75.66,0.1399998664855957,0.024432786390851113
16,2019-12-31,1,0.0011958096729978462,-0.140706345856198,CAN,6.510000228881836,6.550000190734863,6.010000228881836,6.099999904632568,6.099999904632568,116700,99,78.0,,0.78,77.22,0.6800003051757812,0.11584332511635398
