,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,TQQQ_unscaled,TQQQ_monthly,isPartial,scale,TQQQ,Stock_Price_Change,Stock_Price_Change_Percent
242,2018-07-05,1,0.0037787426189649182,0.0,TQQQ,14.3725004196167,14.647500038146973,14.147500038146973,14.612500190734863,14.552205085754396,32811200,49,22.0,,0.22,10.78,-0.12250041961669922,-0.008293867015576772
243,2018-07-06,2,0.004126085446335533,0.09192021325489463,TQQQ,14.702500343322754,15.322500228881836,14.630000114440918,15.270000457763672,15.206992149353027,37506000,77,22.0,,0.22,16.94,0.6750001907348633,0.046082962210407086
244,2018-07-10,2,0.004126085446335533,0.09192021325489463,TQQQ,15.762499809265137,15.837499618530272,15.56999969482422,15.732500076293944,15.667583465576172,33392000,67,22.0,,0.22,14.74,0.5149993896484357,0.03361066287848358
245,2018-07-11,3,0.004473428273706148,0.08418217021634833,TQQQ,15.375,15.664999961853027,15.322500228881836,15.5024995803833,15.438531875610352,39914800,42,22.0,,0.22,9.24,-0.17249965667724432,-0.0108918491448875
246,2018-07-13,1,0.0037787426189649182,-0.15529155990371923,TQQQ,16.270000457763672,16.407499313354492,16.147499084472656,16.315000534057617,16.2476806640625,33938000,56,22.0,,0.22,12.32,0.7424993515014648,0.047398618149350646
247,2018-07-16,21,0.010725599166377213,1.838404265097895,TQQQ,16.327499389648438,16.415000915527344,16.1200008392334,16.204999923706055,16.138134002685547,27780000,48,22.0,,0.22,10.56,0.0075016021728515625,0.0004572056978082717
248,2018-07-17,26,0.012462313303230287,0.1619223420447553,TQQQ,15.699999809265137,16.600000381469727,15.69499969482422,16.5049991607666,16.4368953704834,37796800,98,22.0,,0.22,21.56,0.1849994659423828,0.011270146550365956
249,2018-07-18,3,0.004473428273706148,-0.6410435073441288,TQQQ,16.5,16.547500610351562,16.25,16.399999618530273,16.33232879638672,23268800,32,22.0,,0.22,7.04,-0.05249977111816406,-0.0031626367416695
250,2018-07-19,6,0.005515456755817993,0.23293733985557896,TQQQ,16.239999771118164,16.389999389648438,16.094999313354492,16.157499313354492,16.09082794189453,38437200,44,22.0,,0.22,9.68,-0.157501220703125,-0.009518127505286023
251,2018-07-20,15,0.008641542202153525,0.566786321556773,TQQQ,16.290000915527344,16.457500457763672,16.082500457763672,16.135000228881836,16.068422317504883,28698000,38,22.0,,0.22,8.36,0.06750106811523438,0.004118430178701837
252,2018-07-23,15,0.008641542202153525,0.31781344350866036,TQQQ,15.99250030517578,16.3075008392334,15.800000190734863,16.274999618530273,16.207843780517578,31513600,40,22.0,,0.22,8.8,-0.14999961853027344,-0.00911436210591221
253,2018-07-24,2,0.004126085446335533,-0.5225290405562926,TQQQ,16.787500381469727,16.962499618530273,16.287500381469727,16.482500076293945,16.41448974609375,47533200,82,22.0,,0.22,18.04,0.654998779296875,0.04016549106783107
254,2018-07-25,6,0.005515456755817993,0.33672868086539287,TQQQ,16.5049991607666,17.202499389648438,16.49250030517578,17.170000076293945,17.099151611328125,38620800,63,22.0,,0.22,13.86,0.23999977111816406,0.014148844599293664
255,2018-07-26,35,0.015588398749565822,1.8263114805718246,TQQQ,16.479999542236328,16.635000228881836,16.327499389648438,16.420000076293945,16.352245330810547,55944000,100,22.0,,0.22,22.0,-0.5674991607666016,-0.03298934346180493
256,2018-07-27,45,0.01906182702327197,0.22282136411239106,TQQQ,16.709999084472656,16.725000381469727,15.44499969482422,15.734999656677246,15.670072555541992,59049200,96,22.0,,0.22,21.12,0.09000015258789062,0.005410288629370319
257,2018-07-30,26,0.012462313303230287,0.9004714232745377,TQQQ,15.737500190734863,15.7524995803833,14.829999923706056,15.057499885559082,14.995367050170898,50402800,75,22.0,,0.22,16.5,-0.9725008010864258,-0.05814653386578672
258,2018-07-31,155,0.0572695380340396,3.595417932495332,TQQQ,15.217499732971191,15.572500228881836,14.977499961853027,15.357500076293944,15.294130325317385,47856000,70,22.0,,0.22,15.4,-0.17999935150146484,-0.011426716793925151
259,2018-08-01,2,0.004126085446335533,-0.9279532263053512,TQQQ,15.5,15.707500457763672,15.3100004196167,15.567500114440918,15.50326442718506,34650800,75,23.0,False,0.23,17.25,0.13500022888183594,0.008669142841395194
260,2018-08-02,15,0.008641542202153525,1.0943682128125265,TQQQ,15.225000381469728,16.25,15.210000038146973,16.1875,16.120704650878906,46121200,62,23.0,,0.23,14.26,0.5424995422363281,0.03453761110464848
261,2018-08-06,-2,0.002736714136853074,-0.6226351836773791,TQQQ,16.3125,16.642499923706055,16.247499465942383,16.63249969482422,16.56386947631836,34034000,59,23.0,,0.23,13.57,0.3924999237060547,0.024153841458834036
262,2018-08-09,0,0.0034313997915943035,0.25383931971062323,TQQQ,16.825000762939453,17.024999618530273,16.7549991607666,16.825000762939453,16.755577087402344,27265200,55,23.0,,0.23,12.65,0.38249969482421875,0.02298330759066891
263,2018-08-10,2,0.004126085446335533,0.20244964065188764,TQQQ,16.489999771118164,16.637500762939453,16.2549991607666,16.4325008392334,16.364696502685547,42813200,63,23.0,,0.23,14.49,-0.3874988555908203,-0.02276057939931231
264,2018-08-13,4,0.004820771101076763,0.16836434043269666,TQQQ,16.522499084472656,16.842500686645508,16.362499237060547,16.385000228881836,16.317392349243164,46337200,50,23.0,,0.23,11.5,0.2049999237060547,0.012321557584099363
265,2018-08-14,5,0.005168113928447377,0.07205130052597442,TQQQ,16.565000534057617,16.747499465942383,16.3075008392334,16.6875,16.618642807006836,30363600,58,23.0,,0.23,13.34,-0.095001220703125,-0.005640565048541268
266,2018-08-15,14,0.008294199374782912,0.6048793601720548,TQQQ,16.309999465942383,16.450000762939453,15.770000457763672,16.079999923706055,16.013648986816406,57928800,100,23.0,,0.23,23.0,-0.2974987030029297,-0.01776376847229766
267,2018-08-16,12,0.007599513720041681,-0.08375560115582736,TQQQ,16.434999465942383,16.537500381469727,16.13249969482422,16.227500915527344,16.160541534423828,32571200,80,23.0,,0.23,18.4,0.08749961853027344,0.00531912549982394
268,2018-08-21,1,0.0037787426189649182,-0.31488128975376284,TQQQ,16.334999084472656,16.655000686645508,16.302499771118164,16.360000610351562,16.29249382019043,33534800,89,23.0,,0.23,20.47,0.11750030517578125,0.007105082537590679
269,2018-08-22,1,0.0037787426189649182,0.0,TQQQ,16.25,16.604999542236328,16.197500228881836,16.549999237060547,16.481708526611328,31656800,67,23.0,,0.23,15.41,-0.05000114440917969,-0.0030021700599071055
270,2018-08-23,2,0.004126085446335533,0.09192021325489463,TQQQ,16.467500686645508,16.815000534057617,16.392499923706055,16.467500686645508,16.399551391601562,35566800,56,23.0,,0.23,12.88,0.21000099182128906,0.012646853213523546
271,2018-08-27,1,0.0037787426189649182,-0.0841821702163481,TQQQ,17.197500228881836,17.4375,17.104999542236328,17.434999465942383,17.36305809020996,36425600,75,23.0,,0.23,17.25,0.6224994659423828,0.03702048445859707
272,2018-08-28,6,0.005515456755817993,0.45960106627447384,TQQQ,17.579999923706055,17.642499923706055,17.40999984741211,17.512500762939453,17.44023895263672,32612400,46,23.0,,0.23,10.58,0.2049999237060547,0.011756268026153593
273,2018-08-29,2,0.004126085446335533,-0.2519050318030104,TQQQ,17.602500915527344,18.149999618530277,17.587499618530273,18.125,18.05021095275879,32867600,75,23.0,,0.23,17.25,0.5074996948242223,0.028765747315792733
274,2018-08-30,5,0.005168113928447377,0.25254651064904476,TQQQ,18.01499938964844,18.34000015258789,17.837499618530273,18.022499084472656,17.94813346862793,43931600,58,23.0,,0.23,13.34,0.19000053405761363,0.010468349203910376
275,2018-08-31,5,0.005168113928447377,0.0,TQQQ,17.954999923706055,18.237499237060547,17.892499923706055,18.075000762939453,18.00041961669922,31590000,58,23.0,,0.23,13.34,-0.10250091552734375,-0.005588926645285763
276,2018-09-04,18,0.009683570684265369,0.21854102014948218,TQQQ,17.917499542236328,18.00749969482422,17.5575008392334,17.860000610351562,17.786306381225586,40104800,49,19.0,,0.19,9.31,-0.22999954223632812,-0.012611353083373689
277,2018-09-05,4,0.004820771101076763,-0.5021700921840812,TQQQ,17.75,17.75749969482422,16.979999542236328,17.149999618530273,17.079235076904297,53864800,81,19.0,,0.19,15.39,-0.25,-0.013883104497392051
278,2018-09-06,9,0.0065574852379298365,0.3602565026298723,TQQQ,17.18000030517578,17.232500076293945,16.344999313354492,16.6825008392334,16.613664627075195,57752400,79,19.0,,0.19,15.01,-0.5249996185302734,-0.029564951572731535
279,2018-09-07,1,0.0037787426189649182,-0.4237512580115472,TQQQ,16.34000015258789,16.922500610351562,16.30500030517578,16.517499923706055,16.449342727661133,38504800,65,19.0,,0.19,12.35,-0.3099994659423828,-0.017989233400256044
280,2018-09-10,2,0.004126085446335533,0.09192021325489463,TQQQ,16.772499084472656,16.80500030517578,16.38249969482422,16.662500381469727,16.5937442779541,27724400,47,19.0,,0.19,8.93,-0.11750030517578125,-0.0069434363089285744
281,2018-09-11,2,0.004126085446335533,0.0,TQQQ,16.4424991607666,17.1200008392334,16.325000762939453,17.032499313354492,16.962217330932617,35261200,71,19.0,,0.19,13.49,0.3150005340576172,0.018744452742473383
282,2018-09-12,45,0.01906182702327197,3.6198333193029724,TQQQ,16.962499618530273,16.997499465942383,16.447500228881836,16.885000228881836,16.81532859802246,44130800,54,19.0,,0.19,10.26,-0.12250137329101562,-0.007155453696607417
283,2018-09-13,4,0.004820771101076763,-0.7470981614096467,TQQQ,17.174999237060547,17.5049991607666,17.167499542236328,17.385000228881836,17.313264846801758,37338000,69,19.0,,0.19,13.11,0.5074996948242188,0.029857314944535585
284,2018-09-17,19,0.010030913511635986,0.4527390713818604,TQQQ,17.155000686645508,17.207500457763672,16.46500015258789,16.524999618530273,16.45681381225586,36411600,69,19.0,,0.19,13.11,-0.2974987030029297,-0.016995070966338788
285,2018-09-18,10,0.006904828065300452,-0.3116451400671769,TQQQ,16.559999465942383,17.162500381469727,16.53499984741211,16.917499542236328,16.847694396972656,36379200,100,19.0,,0.19,19.0,-0.04500007629394531,-0.0026151431118307533
286,2018-09-19,8,0.006210142410559222,-0.10060868252930222,TQQQ,16.924999237060547,17.045000076293945,16.547500610351562,16.8799991607666,16.810348510742188,29481200,58,19.0,,0.19,11.02,-0.11750030517578125,-0.006846339552169511
287,2018-09-21,2,0.004126085446335533,-0.3355892387717435,TQQQ,17.565000534057617,17.645000457763672,17.077499389648438,17.13249969482422,17.061805725097656,30140800,46,19.0,,0.19,8.74,0.6000003814697266,0.035200960914292034
288,2018-09-24,13,0.007946856547412295,0.09579002825805816,TQQQ,16.77750015258789,17.297500610351562,16.559999465942383,17.280000686645508,17.208696365356445,26437600,51,19.0,,0.19,9.69,-0.3474998474121094,-0.0196939551372588
289,2018-09-25,6,0.005515456755817993,-0.30595742820927474,TQQQ,17.247499465942383,17.38249969482422,17.077499389648438,17.350000381469727,17.27840805053711,21629600,51,19.0,,0.19,9.69,0.08499908447265625,0.004913951812309136
290,2018-09-26,1,0.0037787426189649182,-0.31488128975376284,TQQQ,17.364999771118164,17.86750030517578,17.27750015258789,17.332500457763672,17.2609806060791,35460000,64,19.0,,0.19,12.16,0.4850006103515625,0.027901660800602635
291,2018-09-27,3,0.004473428273706148,0.1838404265097895,TQQQ,17.59000015258789,17.9950008392334,17.5575008392334,17.8125,17.739002227783203,29262800,72,19.0,,0.19,13.68,0.1275005340576172,0.007135890968513525
292,2018-09-28,2,0.004126085446335533,-0.07764577995185973,TQQQ,17.65999984741211,17.9375,17.56999969482422,17.78499984741211,17.71161460876465,30928800,71,19.0,,0.19,13.49,-0.05750083923339844,-0.003195378524686321
293,2018-10-01,11,0.007252170892671066,0.7576395319471338,TQQQ,18.125,18.292499542236328,17.770000457763672,17.887500762939453,17.813692092895508,34116000,26,39.0,False,0.39,10.14,0.3549995422363281,0.019790915246624463
294,2018-10-02,2,0.004126085446335533,-0.4310551271612626,TQQQ,17.84000015258789,18.190000534057617,17.65999984741211,17.78499984741211,17.71161460876465,32393600,33,39.0,,0.39,12.87,-0.10249900817871094,-0.005603335287342581
295,2018-10-04,95,0.03642896839180271,7.828941830120382,TQQQ,17.625,17.645000457763672,16.424999237060547,16.81999969482422,16.75059700012207,75444800,41,39.0,,0.39,15.99,-0.5450000762939453,-0.029961520631817895
296,2018-10-05,1,0.0037787426189649182,-0.8962709407984439,TQQQ,16.799999237060547,16.957500457763672,15.704999923706056,16.1875,16.120704650878906,66462000,49,39.0,,0.39,19.11,-0.6875,-0.03896287799173759
297,2018-10-08,1,0.0037787426189649182,-0.4237512580115472,TQQQ,15.960000038146973,16.3125,15.3100004196167,15.897500038146973,15.831903457641602,59676800,38,39.0,,0.39,14.82,-0.6450004577636719,-0.03803629310641532
298,2018-10-09,13,0.007946856547412295,1.103042559058737,TQQQ,15.917499542236328,16.399999618530273,15.797499656677246,16.020000457763672,15.953897476196287,52144800,35,39.0,,0.39,13.65,0.08749961853027344,0.005363961289212238
299,2018-10-10,1,0.0037787426189649182,-0.5244984483587569,TQQQ,15.7475004196167,15.765000343322754,13.859999656677246,13.942500114440918,13.884969711303713,121428000,71,39.0,,0.39,27.69,-0.6349992752075195,-0.038719468901086906
300,2018-10-11,2,0.004126085446335533,0.09192021325489463,TQQQ,13.7524995803833,14.3125,12.957500457763672,13.3774995803833,13.32229995727539,111216000,80,39.0,,0.39,31.200000000000003,-1.452500343322754,-0.09213449487414438
301,2018-10-12,24,0.01176762764848906,1.8520077447596606,TQQQ,14.44499969482422,14.630000114440918,13.699999809265137,14.50749969482422,14.447636604309082,84244000,62,39.0,,0.39,24.18,0.31750011444091797,0.02218341410940905
302,2018-10-15,8,0.006210142410559222,-0.1828237122354769,TQQQ,14.364999771118164,14.427499771118164,13.8125,13.960000038146973,13.902396202087402,79867600,47,39.0,,0.39,18.33,-0.2025003433227539,-0.013841445094923133
303,2018-10-16,51,0.02114588398749566,2.4050562111974942,TQQQ,14.40999984741211,15.292499542236328,14.337499618530272,15.162500381469728,15.099936485290527,62233200,63,39.0,,0.39,24.57,0.8649997711181641,0.0599549322364068
304,2018-10-17,1,0.0037787426189649182,-0.821301269731763,TQQQ,15.420000076293944,15.44499969482422,14.737500190734863,15.212499618530272,15.149728775024414,65060400,55,39.0,,0.39,21.45,0.1525001525878924,0.009972218875449634
305,2018-10-18,24,0.01176762764848906,2.1141649048625797,TQQQ,15.015000343322754,15.032500267028809,13.952500343322754,14.157500267028809,14.099082946777344,78174400,54,39.0,,0.39,21.06,-0.41249942779541193,-0.026707635865712898
306,2018-10-19,21,0.010725599166377213,-0.08855042946958314,TQQQ,14.447500228881836,14.84749984741211,13.947500228881836,14.100000381469728,14.04181957244873,67418400,55,39.0,,0.39,21.45,-0.18500041961669922,-0.012306696579441612
307,2018-10-22,40,0.017325112886418897,0.3167982259299349,TQQQ,14.352499961853027,14.645000457763672,13.99250030517578,14.3125,14.253442764282228,57463200,35,39.0,,0.39,13.65,-0.2024993896484375,-0.013638618739149733
308,2018-10-23,3,0.004473428273706148,-0.7417951442490829,TQQQ,13.547499656677246,14.369999885559082,13.057499885559082,14.154999732971191,14.096592903137209,88390800,56,39.0,,0.39,21.84,-0.27500057220458984,-0.018777778327675354
309,2018-10-24,1,0.0037787426189649182,-0.15529155990371923,TQQQ,14.102499961853027,14.175000190734863,12.170000076293944,12.229999542236328,12.179535865783691,102421200,54,39.0,,0.39,21.06,-0.19499969482421875,-0.01356991624058268
310,2018-10-25,127,0.04754393886766238,11.581946870116738,TQQQ,12.772500038146973,13.692500114440918,12.607500076293944,13.484999656677246,13.429356575012209,76036800,100,39.0,,0.39,39.0,-0.4825000762939453,-0.0340388056297396
311,2018-10-26,53,0.02184056964223689,-0.5406234703643363,TQQQ,12.100000381469728,13.207500457763672,11.869999885559082,12.4375,12.38617992401123,122380800,98,39.0,,0.39,38.22,-0.4849996566772461,-0.03542082546092051
312,2018-10-29,1,0.0037787426189649182,-0.6358981224271227,TQQQ,12.994999885559082,13.149999618530272,10.960000038146973,11.772500038146973,11.723923683166504,108980800,78,39.0,,0.39,30.42,-0.057500839233400214,-0.004353650368385975
313,2018-10-30,27,0.012809656130600904,2.389925544627264,TQQQ,11.5600004196167,12.262499809265137,11.392499923706056,12.227499961853027,12.177046775817873,92432800,71,39.0,,0.39,27.69,-0.8874998092651349,-0.06749048174986394
314,2018-10-31,33,0.014893713094824592,0.1626942162206133,TQQQ,12.8125,13.414999961853027,12.8125,13.052499771118164,12.99864101409912,90078800,89,39.0,,0.39,34.71,1.1525001525878906,0.09398574275345561
315,2018-11-01,9,0.0065574852379298365,-0.5597145455817534,TQQQ,13.167499542236328,13.654999732971191,12.859999656677246,13.6225004196167,13.566289901733398,63033200,100,30.0,False,0.3,30.0,0.23999977111816406,0.017890404159569773
316,2018-11-02,56,0.022882598124348733,2.48953864081784,TQQQ,13.487500190734863,13.732500076293944,12.699999809265137,13.012499809265137,12.958806991577148,87178800,87,30.0,,0.3,26.1,0.07750034332275213,0.005675601965456023
317,2018-11-05,6,0.005515456755817993,-0.33502240462330923,TQQQ,13.020000457763672,13.03499984741211,12.4399995803833,12.885000228881836,12.831832885742188,51300400,83,30.0,,0.3,24.9,-0.6975002288818342,-0.05079193337023247
318,2018-11-06,6,0.005515456755817993,0.0,TQQQ,12.852499961853027,13.38249969482422,12.817500114440918,13.157500267028809,13.103208541870115,55730800,63,30.0,,0.3,18.9,0.34749984741211115,0.026658983619482157
319,2018-11-07,36,0.015935741576936436,1.8892877385225768,TQQQ,13.6274995803833,14.390000343322754,13.542499542236328,14.36750030517578,14.308216094970703,69276000,74,30.0,,0.3,22.2,1.0075006484985334,0.07528493715476725
320,2018-11-08,7,0.005862799583188607,-0.6320974737897513,TQQQ,14.197500228881836,14.329999923706056,13.914999961853027,14.1225004196167,14.064227104187012,58762400,88,30.0,,0.3,26.4,-0.06000041961669744,-0.004169591256788174
321,2018-11-09,29,0.013504341785342131,1.3033947508738666,TQQQ,13.729999542236328,13.81999969482422,13.072500228881836,13.404999732971191,13.349686622619627,68369600,45,30.0,,0.3,13.5,-0.5100002288818359,-0.03558968817844477
322,2018-11-12,33,0.014893713094824592,-0.022789945076232332,TQQQ,13.125,13.197500228881836,12.147500038146973,12.227499961853027,12.177046775817873,77183600,72,30.0,,0.3,21.6,-0.6224994659423846,-0.04504337769092126
323,2018-11-13,2,0.004126085446335533,-0.7229646213764314,TQQQ,12.36750030517578,12.875,12.109999656677246,12.22249984741211,12.172066688537598,77227200,60,30.0,,0.3,18.0,-0.32250022888183594,-0.024436463215667614
324,2018-11-14,22,0.01107294199374783,1.683643404326964,TQQQ,12.56999969482422,12.704999923706056,11.720000267028809,11.912500381469728,11.863346099853516,78062000,83,30.0,,0.3,24.9,-0.17000007629394354,-0.013203889420888792
325,2018-11-15,23,0.011420284821118443,0.031368612566265996,TQQQ,11.84749984741211,12.65250015258789,11.552499771118164,12.550000190734863,12.498215675354004,84908400,87,30.0,,0.3,26.1,-0.05249977111816584,-0.0041322134146736245
326,2018-11-16,29,0.013504341785342131,0.18248730192524087,TQQQ,12.1899995803833,12.600000381469728,12.029999732971191,12.412500381469728,12.361283302307127,67162400,58,30.0,,0.3,17.4,-0.052499771118162286,-0.004149359453469281
327,2018-11-19,21,0.010725599166377213,1.224872108941566,TQQQ,12.229999542236328,12.287500381469728,11.100000381469728,11.22249984741211,11.176193237304688,93246000,61,30.0,,0.3,18.3,-0.3125,-0.024801586550709964
328,2018-11-20,1,0.0037787426189649182,-0.6476893681790212,TQQQ,10.43000030517578,11.0600004196167,10.175000190734863,10.600000381469728,10.556262016296388,101495600,91,30.0,,0.3,27.3,-1.2274999618530291,-0.09989826439429217
329,2018-11-21,2,0.004126085446335533,0.09192021325489463,TQQQ,11.00749969482422,11.154999732971191,10.779999732971191,10.837499618530272,10.792779922485352,57557600,77,30.0,,0.3,23.1,0.09499931335449219,0.00858944934450423
330,2018-11-23,27,0.012809656130600904,0.4823344989750393,TQQQ,10.56999969482422,10.93000030517578,10.5625,10.59749984741211,10.553771018981934,28440000,46,30.0,,0.3,13.8,-0.22499942779541193,-0.020170276394572584
331,2018-11-26,5,0.005168113928447377,-0.4250550639514663,TQQQ,11.045000076293944,11.345000267028809,10.904999732971191,11.324999809265137,11.27826976776123,59982400,52,30.0,,0.3,15.6,0.4149999618530291,0.03796888840492629
332,2018-11-27,19,0.010030913511635986,0.9409234491565297,TQQQ,11.154999732971191,11.529999732971191,10.97249984741211,11.442500114440918,11.395285606384276,60081600,67,30.0,,0.3,20.1,0.1849994659423828,0.016306695600531107
333,2018-11-28,44,0.018714484195901354,0.8656809446310465,TQQQ,11.699999809265137,12.539999961853027,11.5,12.52750015258789,12.475807189941406,97532400,92,30.0,,0.3,27.6,1.010000228881836,0.08759759343216977
334,2018-11-29,3,0.004473428273706148,-0.7609643831548469,TQQQ,12.380000114440918,12.667499542236328,12.119999885559082,12.412500381469728,12.361283302307127,64522400,65,30.0,,0.3,19.5,0.12749958038330078,0.01016743068350534
335,2018-11-30,3,0.004473428273706148,0.0,TQQQ,12.460000038146973,12.710000038146973,12.282500267028809,12.672499656677246,12.620208740234377,58317600,62,30.0,,0.3,18.6,0.04250049591064453,0.0033550817009260214
336,2018-12-03,2,0.004126085446335533,-0.558056475315302,TQQQ,13.520000457763672,13.574999809265137,13.0625,13.322500228881836,13.267528533935549,74671600,67,31.0,,0.31,20.77,0.8649997711181641,0.0680566300961456
337,2018-12-04,2,0.004126085446335533,0.0,TQQQ,13.137499809265137,13.2475004196167,11.767499923706056,11.857500076293944,11.80857276916504,105048000,77,31.0,,0.31,23.87,-0.3274993896484375,-0.0241251855801069
338,2018-12-06,2,0.004126085446335533,-0.694462306129273,TQQQ,11.102499961853027,12.05500030517578,10.957500457763672,12.029999732971191,11.980360984802246,98078000,55,31.0,,0.31,17.05,-1.1925001144409197,-0.09001699012404507
339,2018-12-07,14,0.008294199374782912,1.0101860425961786,TQQQ,11.899999618530272,12.104999542236328,10.75,10.852499961853027,10.807719230651855,111493600,93,31.0,,0.31,28.83,0.04999923706054865,0.004147593180821474
340,2018-12-10,1,0.0037787426189649182,0.225250591282802,TQQQ,10.789999961853027,11.34000015258789,10.454999923706056,11.192500114440918,11.146316528320312,88234400,72,31.0,,0.31,22.32,-0.7649993896484375,-0.06319697799072432
341,2018-12-11,17,0.009336227856894756,1.4707234120783164,TQQQ,11.732500076293944,11.75,11.022500038146973,11.3125,11.26582145690918,86081600,59,31.0,,0.31,18.29,0.4099998474121094,0.036155188879652966
342,2018-12-12,12,0.007599513720041681,-0.1860188251051007,TQQQ,11.80500030517578,12.13249969482422,11.592499732971191,11.59749984741211,11.54964542388916,84725600,37,31.0,,0.31,11.47,0.3824996948242205,0.03255316551695486
343,2018-12-13,2,0.004126085446335533,-0.4570592805886924,TQQQ,11.824999809265137,11.97249984741211,11.380000114440918,11.600000381469728,11.552135467529297,82362400,48,31.0,,0.31,14.88,-0.15999984741211115,-0.013187706691669465
344,2018-12-14,14,0.008294199374782912,1.0101860425961786,TQQQ,11.22249984741211,11.332500457763672,10.677499771118164,10.725000381469728,10.680747032165527,78088800,40,31.0,,0.31,12.4,-0.6399993896484375,-0.05345578599333001
345,2018-12-17,17,0.009336227856894756,0.03864136945013352,TQQQ,10.61750030517578,10.8725004196167,9.772500038146973,10.032500267028809,9.991103172302246,100296400,41,31.0,,0.31,12.71,-0.46000003814697266,-0.040591221669162625
346,2018-12-18,1,0.0037787426189649182,-0.5952602403363221,TQQQ,10.270000457763672,10.5024995803833,9.942500114440918,10.199999809265137,10.157912254333496,78946800,53,31.0,,0.31,16.43,-0.37000083923339844,-0.03403088755607908
347,2018-12-19,8,0.006210142410559222,0.6434414927842633,TQQQ,10.177499771118164,10.647500038146973,9.220000267028809,9.462499618530272,9.423455238342283,153931200,59,31.0,,0.31,18.29,0.14500045776367188,0.01380628074810919
348,2018-12-20,1,0.0037787426189649182,-0.39152077856703393,TQQQ,9.36750030517578,9.69499969482422,8.682499885559082,9.082500457763672,9.04502296447754,160409200,87,31.0,,0.31,26.97,-0.9525003433227521,-0.089457651083373
349,2018-12-21,1,0.0037787426189649182,0.0,TQQQ,9.162500381469728,9.352499961853027,8.052499771118164,8.204999923706055,8.171143531799316,184517200,65,31.0,,0.31,20.15,-0.3424997329711932,-0.03532746196516545
350,2018-12-24,6,0.005515456755817993,0.23293733985557896,TQQQ,8.0,8.322500228881836,7.579999923706055,7.597499847412109,7.566150665283203,87800400,55,31.0,,0.31,17.05,-1.0299997329711914,-0.11013095291872266
351,2018-12-26,36,0.015935741576936436,1.8892877385225768,TQQQ,7.824999809265137,8.984999656677246,7.659999847412109,8.96500015258789,8.952162742614746,189117600,100,31.0,,0.31,31.0,0.6624994277954102,0.07960341358673895
352,2018-12-27,31,0.014199027440083362,-0.10898232306719857,TQQQ,8.649999618530273,9.100000381469728,8.029999732971191,9.092499732971191,9.079480171203612,170917200,64,31.0,,0.31,19.84,0.11500072479248225,0.012799190783164827
353,2018-12-28,6,0.005515456755817993,-0.611560948164094,TQQQ,9.25,9.52750015258789,8.842499732971191,9.05500030517578,9.042035102844238,152421200,59,31.0,,0.31,18.29,0.4274997711181623,0.04697799485686582
354,2018-12-31,1,0.0037787426189649182,-0.15529155990371923,TQQQ,9.34000015258789,9.420000076293944,9.012499809265137,9.260000228881836,9.246740341186523,108483200,55,31.0,,0.31,17.05,-0.10750007629394709,-0.011283135615038242
355,2019-01-02,9,0.0065574852379298365,-0.09579002825805838,TQQQ,8.694999694824219,9.557499885559082,8.682499885559082,9.392499923706056,9.379051208496094,135832800,61,30.0,,0.3,18.3,0.1374998092651385,0.014596582606317243
356,2019-01-03,11,0.007252170892671066,0.10593781450288686,TQQQ,8.994999885559082,9.102499961853027,8.407500267028809,8.482500076293945,8.470354080200195,165255200,100,30.0,,0.3,30.0,-0.4549999237060547,-0.04760658426933784
357,2019-01-04,9,0.0065574852379298365,-0.09579002825805838,TQQQ,8.887499809265137,9.6899995803833,8.792499542236328,9.567500114440918,9.553800582885742,136482000,82,30.0,,0.3,24.6,0.5874996185302734,0.06454266640948969
358,2019-01-07,10,0.006904828065300452,0.25190503180301027,TQQQ,9.61750030517578,10.037500381469728,9.532500267028809,9.8725004196167,9.85836410522461,106553200,56,30.0,,0.3,16.8,0.34750080108642756,0.03586179733071582
359,2019-01-08,2,0.004126085446335533,-0.4024347301172092,TQQQ,10.172499656677246,10.27750015258789,9.725000381469728,10.157500267028809,10.142955780029297,105811200,61,30.0,,0.3,18.3,0.2399997711181623,0.023910312527731126
360,2019-01-09,6,0.005515456755817993,0.33672868086539287,TQQQ,10.279999732971191,10.542499542236328,10.149999618530272,10.397500038146973,10.382612228393556,89049200,75,30.0,,0.3,22.5,0.2649993896484375,0.02578442089166111
361,2019-01-10,1,0.0037787426189649182,-0.31488128975376284,TQQQ,10.15999984741211,10.50749969482422,9.989999771118164,10.4975004196167,10.482468605041504,87565600,65,30.0,,0.3,19.5,-0.0349998474121076,-0.003319881330977381
362,2019-01-11,2,0.004126085446335533,0.09192021325489463,TQQQ,10.3100004196167,10.407500267028809,10.202500343322754,10.3725004196167,10.357647895812988,60402400,50,30.0,,0.3,15.0,-0.09999942779541193,-0.009516957477968768
363,2019-01-14,9,0.0065574852379298365,-0.1371177841766078,TQQQ,10.107500076293944,10.234999656677246,9.96500015258789,10.102499961853027,10.088034629821776,55691600,47,30.0,,0.3,14.1,-0.1725006103515625,-0.016574643855455706
364,2019-01-15,9,0.0065574852379298365,0.0,TQQQ,10.234999656677246,10.729999542236328,10.21500015258789,10.662500381469728,10.64723300933838,72562800,57,30.0,,0.3,17.099999999999998,0.49499988555908203,0.04836344916105073
