,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,QCOM_unscaled,QCOM_monthly,isPartial,scale,QCOM,Stock_Price_Change,Stock_Price_Change_Percent
124,2018-03-13,3,0.13267259786476868,0.02756263609051568,QCOM,59.77000045776367,61.400001525878906,59.130001068115234,59.70000076293945,53.928443908691406,38572700,100,68.0,,0.68,68.0,-2.079998016357422,-0.03276619457083485
125,2018-03-14,2,0.12911387900355872,-0.026823314825246025,QCOM,59.900001525878906,60.380001068115234,57.900001525878906,60.119998931884766,54.30783081054688,29759100,56,68.0,,0.68,38.080000000000005,-1.0200004577636719,-0.016612384892755405
126,2018-03-16,4,0.13623131672597866,0.05512527218103136,QCOM,60.59999847412109,61.4900016784668,60.47999954223633,60.619998931884766,54.759498596191406,25574500,69,68.0,,0.68,46.92,1.1100006103515625,0.018383580502083108
127,2018-03-19,0,0.12199644128113879,-0.10449047830516456,QCOM,60.18999862670898,60.34999847412109,57.900001525878906,58.369998931884766,52.727012634277344,14131400,45,68.0,,0.68,30.6,-1.1400032043457102,-0.018539651540535385
128,2018-03-21,1,0.12555516014234874,0.02917067763484127,QCOM,57.5,58.27999877929688,56.77000045776367,56.810001373291016,51.31782913208008,12231900,37,68.0,,0.68,25.16,-2.0699996948242045,-0.034299912960426115
129,2018-03-22,1,0.12555516014234874,0.0,QCOM,56.2400016784668,56.83000183105469,55.52000045776367,55.58000183105469,50.20674896240234,13554600,37,68.0,,0.68,25.16,-1.4499969482421946,-0.024879838342709126
130,2018-03-26,3,0.13267259786476868,0.0,QCOM,54.58000183105469,56.13999938964844,54.25,56.130001068115234,50.703575134277344,12093900,33,68.0,,0.68,22.44,-0.69000244140625,-0.012141517141905145
131,2018-03-27,1,0.12555516014234874,-0.05364662965049227,QCOM,56.59000015258789,57.2400016784668,54.540000915527344,54.84000015258789,49.53828430175781,12243200,39,68.0,,0.68,26.520000000000003,1.1000022888183594,0.019593913444558853
132,2018-03-28,1,0.12555516014234874,0.0,QCOM,54.810001373291016,55.970001220703125,54.459999084472656,54.70000076293945,49.41181945800781,12925500,24,68.0,,0.68,16.32,-1.2700004577636719,-0.02218728896790778
133,2018-04-13,1,0.12555516014234874,0.0,QCOM,56.61000061035156,56.790000915527344,55.41999816894531,55.72999954223633,50.34223937988281,12588200,65,47.0,,0.47,30.55,0.8199996948242188,0.014650699963195679
134,2018-04-19,1,0.12555516014234874,0.0,QCOM,54.0,54.13999938964844,52.5,52.56999969482422,47.48773956298828,19179500,91,47.0,,0.47,42.77,-2.6500015258789062,-0.04666317103640605
135,2018-04-20,2,0.12911387900355872,0.02834386780420073,QCOM,52.810001373291016,52.88999938964844,51.31999969482422,51.43999862670898,46.46697998046875,11838200,62,47.0,,0.47,29.14,-1.25,-0.02308828987979261
136,2018-04-25,5,0.1397900355871886,0.08268790827154704,QCOM,50.0,50.43999862670898,48.869998931884766,49.75,44.94036483764648,9619200,100,47.0,,0.47,47.0,-2.4500007629394602,-0.04632257120840455
137,2018-05-03,13,0.16825978647686832,0.09241930639310536,QCOM,49.9900016784668,50.540000915527344,49.310001373291016,50.310001373291016,45.446231842041016,8609200,65,46.0,,0.46,29.9,0.10000228881836648,0.001982598959973325
138,2018-05-04,2,0.12911387900355872,-0.23265159366341648,QCOM,50.18000030517578,52.59999847412109,49.91999816894531,52.4900016784668,47.41547393798828,9880600,69,46.0,,0.46,31.74,2.059997558593743,0.040759745177623374
139,2018-05-09,1,0.12555516014234874,-0.02756263609051579,QCOM,52.86000061035156,53.33000183105469,52.20000076293945,53.16999816894531,48.02973937988281,7016100,57,46.0,,0.46,26.22,0.7300033569336009,0.013878391218827835
140,2018-05-14,14,0.1718185053380783,0.3307516330861884,QCOM,57.33000183105469,57.79999923706055,56.34000015258789,56.7400016784668,51.25460815429688,15400300,100,46.0,,0.46,46.0,4.469997406005859,0.08381768709040105
141,2018-05-15,2,0.12911387900355872,-0.24854497628466687,QCOM,56.5,56.61000061035156,55.220001220703125,55.63999938964844,50.26094436645508,12050500,83,46.0,,0.46,38.18,-1.1899986267089844,-0.0205882118065146
142,2018-05-22,2,0.12911387900355872,0.0,QCOM,57.90999984741211,58.36000061035156,57.06999969482422,57.38999938964844,51.84176254272461,9432500,69,46.0,,0.46,31.74,1.75,0.030913265874086493
143,2018-05-23,6,0.1433487544483986,0.11025054436206294,QCOM,56.90999984741211,58.86000061035156,56.83000183105469,58.81999969482422,53.13351058959961,11322500,55,46.0,,0.46,25.3,0.5,0.008567511904914449
144,2018-05-29,28,0.2216405693950178,0.12662578462762974,QCOM,59.5,59.59999847412109,57.70000076293945,58.22999954223633,53.1501350402832,14696300,78,46.0,,0.46,35.88,0.7399978637695241,0.012572168808971718
145,2018-06-01,1,0.12555516014234874,-0.43351905075384156,QCOM,58.34000015258789,58.72999954223633,58.0099983215332,58.61000061035156,53.49699020385742,8869700,26,42.0,False,0.42,10.92,-0.8699989318847585,-0.014597297888564897
146,2018-06-07,2,0.12911387900355872,0.02834386780420073,QCOM,62.0,62.650001525878906,60.220001220703125,60.63999938964844,55.349891662597656,14786100,56,42.0,,0.42,23.52,3.920001983642578,0.06674616063675365
147,2018-06-15,1,0.12555516014234874,-0.02756263609051579,QCOM,59.869998931884766,59.95000076293945,58.91999816894531,59.86000061035156,54.637939453125,13804900,100,42.0,,0.42,42.0,-2.700000762939453,-0.04309657936439415
148,2018-06-18,4,0.13623131672597866,0.08503160341260196,QCOM,59.310001373291016,59.369998931884766,58.91999816894531,59.20000076293945,54.03551483154297,6946600,34,42.0,,0.42,14.28,-0.5800018310546875,-0.009674759360691065
149,2018-06-20,1,0.12555516014234874,-0.07836785872887353,QCOM,59.18000030517578,59.20000076293945,58.310001373291016,58.790000915527344,53.66128540039063,6526400,33,42.0,,0.42,13.86,-0.1699981689453125,-0.0028633682331770105
150,2018-06-22,3,0.13267259786476868,0.056687735608401235,QCOM,58.77999877929688,59.09999847412109,58.43000030517578,58.5,53.39657974243164,8074100,27,42.0,,0.42,11.34,-0.10000228881836648,-0.0016892278298916708
151,2018-06-25,90,0.4422811387900356,2.5226042345738504,QCOM,58.09000015258789,58.13999938964844,56.61000061035156,57.04999923706055,52.07307434082031,8635900,32,42.0,,0.42,13.44,-0.9599990844726491,-0.01624363975056642
152,2018-06-26,17,0.18249466192170818,-0.5873786017170766,QCOM,57.08000183105469,57.150001525878906,56.310001373291016,56.45000076293945,51.525421142578125,8934700,36,42.0,,0.42,15.12,-0.9899978637695312,-0.01702782721297713
153,2018-07-03,8,0.1504661921708185,-0.17550359782375546,QCOM,56.40999984741211,56.52999877929688,55.25,55.33000183105469,50.50312423706055,3618900,18,44.0,,0.44,7.92,-0.6200027465820241,-0.010848691689033019
154,2018-07-10,6,0.1433487544483986,0.11025054436206294,QCOM,58.060001373291016,58.470001220703125,57.95000076293945,58.369998931884766,53.27791976928711,6848900,30,44.0,,0.44,13.2,1.940002441406243,0.034318105135299204
155,2018-07-11,1,0.12555516014234874,-0.12412800079441932,QCOM,57.43000030517578,58.0099983215332,56.7400016784668,57.29999923706055,52.30126190185547,8702000,26,44.0,,0.44,11.44,-0.4600028991699219,-0.00786733178666399
156,2018-07-12,1,0.12555516014234874,0.0,QCOM,57.84999847412109,58.4900016784668,57.310001373291016,58.31999969482422,53.2322883605957,8426400,28,44.0,,0.44,12.32,0.48000335693359375,0.00827449354976828
157,2018-07-13,9,0.15402491103202848,0.22675094243360472,QCOM,58.25,58.77999877929688,58.18000030517578,58.38999938964844,53.296173095703125,5266100,29,44.0,,0.44,12.76,0.28999710083008523,0.004958062788650075
158,2018-07-16,2,0.12911387900355872,-0.05224523915258228,QCOM,58.41999816894531,58.84000015258789,58.060001373291016,58.34999847412109,53.25967025756836,5907100,22,44.0,,0.44,9.68,0.06000137329100852,0.0010207787434004523
159,2018-07-17,2,0.12911387900355872,0.0,QCOM,57.91999816894531,58.90999984741211,57.619998931884766,58.90999984741211,53.77081680297852,7560300,30,44.0,,0.44,13.2,0.06999969482421875,0.0011896617036486479
160,2018-07-20,3,0.13267259786476868,0.02756263609051568,QCOM,58.97999954223633,59.18000030517578,58.400001525878906,58.61000061035156,53.49699020385742,10859700,30,44.0,,0.44,13.2,0.2700004577636719,0.004583270386403493
161,2018-07-23,3,0.13267259786476868,0.0,QCOM,58.400001525878906,59.209999084472656,57.81999969482422,59.08000183105469,53.92598724365234,8011800,35,44.0,,0.44,15.4,0.029998779296875,0.000506907386653932
162,2018-07-24,1,0.12555516014234874,-0.05364662965049227,QCOM,59.34999847412109,59.619998931884766,58.45000076293945,58.84999847412109,53.71604919433594,6637600,34,44.0,,0.44,14.96,0.4099998474121094,0.006924503525615355
163,2018-07-25,3,0.13267259786476868,0.056687735608401235,QCOM,58.54999923706055,59.5,57.7599983215332,59.41999816894531,54.236324310302734,13143100,100,44.0,,0.44,44.0,-0.11999893188476562,-0.0020127295208753893
164,2018-07-26,1,0.12555516014234874,-0.05364662965049227,QCOM,63.04999923706055,63.7599983215332,61.2599983215332,63.58000183105469,58.03341674804688,31025100,92,44.0,,0.44,40.48,4.259998321533203,0.07159661044593624
165,2018-07-27,2,0.12911387900355872,0.02834386780420073,QCOM,63.220001220703125,63.5099983215332,62.220001220703125,62.68999862670898,57.2210578918457,13488800,49,44.0,,0.44,21.56,-0.25,-0.003920953679127814
166,2018-07-31,1,0.12555516014234874,-0.02756263609051579,QCOM,63.83000183105469,64.66000366210938,63.5,64.08999633789062,58.49891662597656,22350800,45,44.0,,0.44,19.8,1.1500053405761719,0.01810746923270279
167,2018-08-03,3,0.13267259786476868,0.056687735608401235,QCOM,64.73999786376953,65.61000061035156,64.66999816894531,65.4000015258789,59.694637298583984,7809400,81,42.0,,0.42,34.02,0.9499969482421875,0.01469218828391261
168,2018-08-06,10,0.15758362989323843,0.18776320377672273,QCOM,65.86000061035156,66.0199966430664,65.33000183105469,65.7300033569336,59.99586486816406,10878400,90,42.0,,0.42,37.8,0.40999603271484375,0.006248986875488027
169,2018-08-23,6,0.1433487544483986,-0.09033219665319203,QCOM,66.9800033569336,67.29000091552734,66.80000305175781,66.86000061035156,61.02727508544922,12038100,37,42.0,,0.42,15.54,1.2700042724609375,0.019236660663997762
170,2018-08-24,4,0.13623131672597866,-0.04965120031776771,QCOM,67.0,67.36000061035156,66.94000244140625,67.1500015258789,61.29196548461914,16001400,55,42.0,,0.42,23.1,0.06999969482421875,0.0010402688939192828
171,2018-08-27,2,0.12911387900355872,0.05834135526968298,QCOM,67.37000274658203,67.4800033569336,67.22000122070312,67.33999633789062,61.46539688110352,12578000,68,42.0,,0.42,28.56,0.12000274658203125,0.0017815134426169
172,2018-08-28,1,0.12555516014234874,-0.02756263609051579,QCOM,68.55999755859375,70.48999786376953,67.91999816894531,69.77999877929688,63.69254684448242,24952700,86,42.0,,0.42,36.12,3.0099945068359375,0.04460572550529762
173,2018-08-29,2,0.12911387900355872,0.02834386780420073,QCOM,69.66999816894531,70.06999969482422,69.13999938964844,69.19999694824219,63.16313934326172,11874300,100,42.0,,0.42,42.0,-0.4199981689453125,-0.005958266160782322
174,2018-08-30,2,0.12911387900355872,0.0,QCOM,68.97000122070312,69.16000366210938,68.0,68.13999938964844,62.19560623168945,12027500,60,42.0,,0.42,25.2,-0.9099960327148438,-0.01298695642469172
175,2018-09-04,1,0.12555516014234874,-0.2692570576417225,QCOM,68.73999786376953,70.11000061035156,68.70999908447266,69.9800033569336,64.45671844482422,13024100,76,39.0,,0.39,29.64,0.9499969482421875,0.013736218882860696
176,2018-09-06,1,0.12555516014234874,0.0,QCOM,70.8499984741211,71.3499984741211,70.19000244140625,70.36000061035156,64.80672454833984,11997700,50,39.0,,0.39,19.5,1.2399978637695312,0.01768646203073132
177,2018-09-11,4,0.13623131672597866,0.05512527218103136,QCOM,71.83999633789062,72.66000366210938,71.80999755859375,72.51000213623047,66.78702545166016,9501100,74,39.0,,0.39,28.86,1.3100051879882812,0.01836026932030599
178,2018-09-12,61,0.33907829181494664,1.4889893158485932,QCOM,72.08999633789062,72.5,70.0199966430664,71.75,66.08700561523438,12638300,48,39.0,,0.39,18.72,-0.160003662109375,-0.0022020871737556957
179,2018-09-13,10,0.15758362989323843,-0.5352588658809208,QCOM,73.68000030517578,75.36000061035156,73.4800033569336,74.61000061035156,68.72127532958984,24617700,100,39.0,,0.39,39.0,2.8600006103515625,0.03944828428071112
180,2018-09-14,25,0.2109644128113879,0.33874573744947045,QCOM,74.52999877929688,76.04000091552734,74.41000366210938,75.08999633789062,69.16339111328125,13450700,62,39.0,,0.39,24.18,0.6800003051757812,0.009023358541246917
181,2018-09-17,2,0.12911387900355872,0.02834386780420073,QCOM,74.83999633789062,75.27999877929688,73.11000061035156,73.23999786376953,67.45939636230469,11558300,73,39.0,,0.39,28.47,-0.7600021362304688,-0.009994767583903053
182,2018-09-19,1,0.12555516014234874,-0.02756263609051579,QCOM,75.37000274658203,75.37000274658203,73.7699966430664,74.05999755859375,68.21468353271484,12383200,49,39.0,,0.39,19.11,0.09000396728515625,0.0011955893828987652
183,2018-10-03,2,0.12911387900355872,0.0,QCOM,73.58999633789062,73.88999938964844,72.58999633789062,72.63999938964844,66.9067611694336,7079800,64,31.0,,0.31,19.84,-1.4800033569335938,-0.019636503953832096
184,2018-10-05,2,0.12911387900355872,0.0,QCOM,72.38999938964844,72.66000366210938,70.55000305175781,71.20999908447266,65.58963012695312,23411300,56,31.0,,0.31,17.36,-1.2299957275390625,-0.016646308535649745
185,2018-10-08,2,0.12911387900355872,-0.18066439330638417,QCOM,70.77999877929688,71.5999984741211,70.55999755859375,70.93000030517578,65.33172607421875,10104600,44,31.0,,0.31,13.64,-1.0600051879882812,-0.014588565022892408
186,2018-10-09,0,0.12199644128113879,-0.05512527218103147,QCOM,70.76000213623047,70.95999908447266,70.08999633789062,70.12999725341797,64.5948715209961,10329200,57,31.0,,0.31,17.669999999999998,-0.6399993896484375,-0.008938539152060998
187,2018-10-10,0,0.12199644128113879,0.0,QCOM,68.7699966430664,69.55999755859375,66.62000274658203,66.7300033569336,61.463226318359375,22296800,47,31.0,,0.31,14.57,-1.4000015258789062,-0.019729446786101335
188,2018-10-12,1,0.12555516014234874,0.02917067763484127,QCOM,65.55000305175781,65.6500015258789,63.27000045776367,64.29000091552734,59.21580505371094,15760900,100,31.0,,0.31,31.0,-3.9099960327148438,-0.05621041072379662
189,2018-10-18,23,0.20384697508896799,0.6235650916924127,QCOM,65.68000030517578,66.31999969482422,64.87000274658203,65.1500015258789,60.00792694091797,12218600,32,31.0,,0.31,9.92,0.6699981689453125,0.010205607819844476
190,2018-10-19,3,0.13267259786476868,-0.34915591557409964,QCOM,65.44999694824219,66.20999908447266,65.0,65.36000061035156,60.20134735107422,10673000,58,31.0,,0.31,17.98,-0.1100006103515625,-0.0016586340599779037
191,2018-10-23,4,0.13623131672597866,0.026823314825246136,QCOM,63.65999984741211,66.91999816894531,63.56999969482422,66.37999725341797,61.140846252441406,13441000,80,31.0,,0.31,24.8,0.7099990844726562,0.010723441991999039
192,2018-11-01,8,0.1504661921708185,0.10449047830516434,QCOM,63.20000076293945,64.30999755859375,62.880001068115234,63.709999084472656,58.68157196044922,11003900,35,32.0,False,0.32,11.2,-2.6100006103515625,-0.039001803373669985
193,2018-11-05,6,0.1433487544483986,-0.22952889194927395,QCOM,63.08000183105469,63.79999923706055,62.65999984741211,63.470001220703125,58.46052169799805,13373800,19,32.0,,0.32,6.08,-0.5099983215332031,-0.007930311629518183
194,2018-11-06,10,0.15758362989323843,0.09930240063553519,QCOM,63.34999847412109,64.33999633789062,62.40999984741211,63.630001068115234,58.60789489746094,8774100,42,32.0,,0.32,13.44,0.5399971008300781,0.008463904502939323
195,2018-11-07,2,0.12911387900355872,-0.18066439330638417,QCOM,63.5,63.75,62.27999877929688,63.209999084472656,58.22104644775391,18493500,84,32.0,,0.32,26.88,-0.589996337890625,-0.009169977797203743
196,2018-11-08,1,0.12555516014234874,-0.02756263609051579,QCOM,58.0,60.150001525878906,57.59999847412109,58.04999923706055,53.46830368041992,32155200,100,32.0,,0.32,32.0,-3.5999984741210938,-0.056470564299938686
197,2018-11-09,6,0.1433487544483986,0.14171933902100298,QCOM,57.77999877929688,58.2400016784668,56.18999862670898,56.720001220703125,52.2432746887207,21745200,71,32.0,,0.32,22.72,-1.9099998474121094,-0.03175394511985763
198,2018-11-12,1,0.12555516014234874,-0.12412800079441932,QCOM,56.369998931884766,56.5,54.43000030517578,54.4900016784668,50.18928146362305,24447800,37,32.0,,0.32,11.84,-1.7400016784667969,-0.029876401585169132
199,2018-11-19,10,0.15758362989323843,-0.02208431792584098,QCOM,55.84999847412109,56.619998931884766,54.869998931884766,54.900001525878906,50.56692886352539,20321400,24,32.0,,0.32,7.68,0.11999893188476562,0.0021238749006153856
200,2018-11-21,1,0.12555516014234874,-0.2032474424696823,QCOM,55.209999084472656,56.5,55.18000030517578,55.27000045776367,50.90772247314453,13015500,39,32.0,,0.32,12.48,-0.11999893188476562,-0.0021193736161868593
201,2018-11-23,1,0.12555516014234874,0.0,QCOM,54.77000045776367,55.75,54.75,55.25,50.88929748535156,4671900,32,32.0,,0.32,10.24,-0.75,-0.013274336283185861
202,2018-11-26,3,0.13267259786476868,0.056687735608401235,QCOM,55.790000915527344,56.380001068115234,55.18000030517578,55.72999954223633,51.33141708374024,10373700,34,32.0,,0.32,10.88,0.6300010681152344,0.011300467589510976
203,2018-11-29,1,0.12555516014234874,-0.05364662965049227,QCOM,57.88999938964844,59.04999923706055,57.77000045776367,58.11000061035156,53.52356719970703,26949000,59,32.0,,0.32,18.88,2.6699981689453125,0.047357185497736376
204,2018-12-03,2,0.12911387900355872,-0.0763728010997683,QCOM,60.5099983215332,60.5099983215332,58.400001525878906,59.13999938964844,54.47227478027344,17114500,94,30.0,,0.3,28.2,1.4599990844726562,0.024724794298665254
205,2018-12-06,1,0.12555516014234874,-0.02756263609051579,QCOM,56.0099983215332,57.209999084472656,55.68999862670898,57.11000061035156,53.173561096191406,18203300,70,30.0,,0.3,21.0,-3.299999237060547,-0.054536429162091116
206,2018-12-10,1,0.12555516014234874,-0.28408514437612875,QCOM,57.77000045776367,58.25,56.63999938964844,57.2400016784668,53.29460144042969,20484900,100,30.0,,0.3,30.0,1.0400009155273438,0.01817865639172167
207,2018-12-14,1,0.12555516014234874,0.0,QCOM,57.560001373291016,59.0,57.36000061035156,57.619998931884766,53.64840316772461,13551000,63,30.0,,0.3,18.9,0.75,0.012875536480686733
208,2018-12-20,1,0.12555516014234874,0.0,QCOM,57.220001220703125,57.93999862670898,56.060001373291016,56.369998931884766,52.48456573486328,21742300,100,30.0,,0.3,30.0,-1.0600013732910227,-0.017966124971034336
209,2018-12-27,3,0.13267259786476868,-0.1944642509885267,QCOM,55.540000915527344,56.38999938964844,54.77000045776367,56.09000015258789,52.22386932373047,15804800,88,30.0,,0.3,26.4,-1.5499992370605398,-0.026751799685856836
210,2018-12-31,8,0.1504661921708185,0.13411657412623046,QCOM,57.119998931884766,57.40999984741211,56.27999877929688,56.90999984741211,52.987342834472656,8877000,50,30.0,,0.3,15.0,1.0200004577636719,0.018088321844367927
211,2019-01-02,2,0.12911387900355872,-0.05224523915258228,QCOM,56.20000076293945,58.0,55.91999816894531,57.400001525878906,53.44357299804688,9896600,42,43.0,,0.43,18.06,0.5900001525878906,0.010276957919457042
212,2019-01-14,21,0.19672953736654805,0.5236900857197984,QCOM,57.02000045776367,57.650001525878906,56.369998931884766,57.29999923706055,53.35047149658203,9449400,27,43.0,,0.43,11.61,-0.34999847412109375,-0.006034456450363712
213,2019-01-17,1,0.12555516014234874,-0.3617879560789422,QCOM,54.970001220703125,55.20000076293945,54.369998931884766,54.77000045776367,50.994850158691406,18365000,49,43.0,,0.43,21.07,-2.450000762939453,-0.04249784385243516
214,2019-01-23,5,0.1397900355871886,0.11337547121680225,QCOM,52.91999816894531,53.56999969482422,51.220001220703125,51.77000045776367,48.20164108276367,33788600,79,43.0,,0.43,33.97,-1.6300010681152344,-0.02952900444902884
215,2019-01-28,1,0.12555516014234874,-0.1018304014663578,QCOM,50.31999969482422,51.290000915527344,50.2400016784668,50.63999938964844,47.1495246887207,24457600,57,43.0,,0.43,24.51,-2.279998779296875,-0.04256111241899374
216,2019-01-29,10,0.15758362989323843,0.2550948102378052,QCOM,50.4900016784668,50.84000015258789,49.34000015258789,49.400001525878906,45.99499130249024,26266600,74,43.0,,0.43,31.82,-0.4500007629394531,-0.008773654804190567
217,2019-01-30,14,0.1718185053380783,0.09033219665319225,QCOM,49.68000030517578,50.869998931884766,49.209999084472656,50.16999816894531,46.7119140625,18124100,98,43.0,,0.43,42.14,0.029998779296875,0.0005900625335728549
218,2019-01-31,1,0.12555516014234874,-0.2692570576417225,QCOM,51.20000076293945,51.27999877929688,49.09999847412109,49.52000045776367,46.10672378540039,24736300,100,43.0,,0.43,43.0,0.4099998474121165,0.008059757342655072
219,2019-02-01,42,0.2714626334519573,1.1620985799722234,QCOM,49.58000183105469,50.27999877929688,49.400001525878906,49.61000061035156,46.19051361083984,15533200,100,37.0,False,0.37,37.0,-1.0,-0.019500780495410708
220,2019-02-21,3,0.13267259786476868,-0.5112675502418689,QCOM,52.5,52.59000015258789,51.900001525878906,52.34999847412109,48.74165344238281,7826200,74,37.0,,0.37,27.38,2.3100013732910085,0.04594274919199415
221,2019-03-01,2,0.12911387900355872,-0.026823314825246025,QCOM,54.0,54.400001525878906,53.709999084472656,54.20000076293945,50.464141845703125,12659000,66,38.0,False,0.38,25.08,1.8100013732910156,0.03441721559306643
222,2019-03-04,14,0.1718185053380783,0.3307516330861884,QCOM,54.58000183105469,54.70000076293945,53.2599983215332,53.77999877929688,50.07308197021485,14021700,48,38.0,,0.38,18.24,0.2999992370605469,0.005514691703047747
223,2019-03-06,2,0.12911387900355872,-0.24854497628466687,QCOM,53.88999938964844,55.459999084472656,53.72999954223633,54.79999923706055,51.61607360839844,20521300,87,38.0,,0.38,33.06,0.7599983215332031,0.01389393621449675
224,2019-03-13,1,0.12555516014234874,-0.07836785872887353,QCOM,55.02999877929688,55.93999862670898,55.0,55.38999938964844,52.17179489135742,9198900,67,38.0,,0.38,25.46,0.479999542236321,0.00865487829354672
225,2019-03-19,1,0.12555516014234874,0.0,QCOM,57.16999816894531,57.68000030517578,56.77999877929688,56.970001220703125,53.65999603271485,9363700,98,38.0,,0.38,37.24,1.740001678466804,0.03110478586311638
226,2019-03-26,13,0.16825978647686832,0.34012641365040674,QCOM,57.150001525878906,58.38999938964844,56.66999816894531,58.0,54.63014602661133,16051800,100,38.0,,0.38,38.0,0.7099990844726562,0.012309276711445216
227,2019-03-27,11,0.1611423487544484,-0.042300289756984744,QCOM,57.34999847412109,57.66999816894531,56.31999969482422,56.90999984741211,53.603477478027344,11934400,76,38.0,,0.38,28.88,-0.720001220703125,-0.012330899610024093
228,2019-03-28,52,0.30704982206405695,0.9054570349594753,QCOM,57.02999877929688,57.38999938964844,56.34000015258789,56.54999923706055,53.26440048217773,11064300,41,38.0,,0.38,15.58,-0.279998779296875,-0.004855189668579674
229,2019-04-04,48,0.2928149466192171,-0.04636014881607775,QCOM,57.75,58.61000061035156,57.68999862670898,57.86000061035156,54.49828720092773,9905100,10,100.0,,1.0,10.0,1.220001220703125,0.02125808039167154
230,2019-04-05,2,0.12911387900355872,-0.5590598072459012,QCOM,57.97999954223633,58.18999862670898,57.68999862670898,57.9900016784668,54.62073516845703,12332600,10,100.0,,1.0,10.0,-0.42000198364258523,-0.007166046395986614
231,2019-04-08,3,0.13267259786476868,0.02756263609051568,QCOM,57.790000915527344,58.4900016784668,57.5099983215332,57.7599983215332,54.404090881347656,8942400,6,100.0,,1.0,6.0,0.3000030517578196,0.00515557757068108
232,2019-04-09,1,0.12555516014234874,-0.05364662965049227,QCOM,57.56999969482422,57.65999984741211,57.02999877929688,57.43999862670898,54.10269546508789,11713400,8,100.0,,1.0,8.0,-0.8300018310546875,-0.014190490805888523
233,2019-04-10,5,0.1397900355871886,0.11337547121680225,QCOM,57.709999084472656,57.86000061035156,56.09999847412109,56.33000183105469,53.05717849731445,15976500,10,100.0,,1.0,10.0,0.20000076293945312,0.0034686223286286566
234,2019-04-12,1,0.12555516014234874,-0.1018304014663578,QCOM,56.27999877929688,57.16999816894531,56.06999969482422,56.95000076293945,53.64115524291992,13483500,10,100.0,,1.0,10.0,-0.69000244140625,-0.011925379089657406
235,2019-04-15,16,0.17893594306049823,-0.24139647862886793,QCOM,57.13999938964844,57.66999816894531,57.02999877929688,57.18000030517578,53.85779571533203,10712500,9,100.0,,1.0,9.0,0.5,0.008745846003395563
236,2019-04-16,4,0.13623131672597866,-0.23865873789304115,QCOM,57.459999084472656,71.02999877929688,57.290000915527344,70.44999694824219,66.3567886352539,86755900,55,100.0,,1.0,55.0,13.360000610351562,0.23166292759734786
237,2019-04-17,12,0.16470106761565836,0.2089809566103289,QCOM,78.81999969482422,82.5199966430664,76.48999786376953,79.08000183105469,74.48538208007812,156019300,100,100.0,,1.0,100.0,11.489997863769531,0.161762608211089
238,2019-04-18,3,0.13267259786476868,-0.1944642509885267,QCOM,78.72000122070312,80.19999694824219,78.0199966430664,79.88999938964844,75.2483139038086,41621200,46,100.0,,1.0,46.0,-2.3199996948242188,-0.02811439395543347
239,2019-04-22,53,0.3106085409252669,1.3411657412623055,QCOM,79.83000183105469,82.5,79.33999633789062,81.97000122070312,77.20747375488281,33292500,23,100.0,,1.0,23.0,2.3000030517578125,0.02867834338250841
240,2019-04-23,96,0.4636334519572954,0.4926616331160276,QCOM,83.9000015258789,87.95999908447266,83.2699966430664,86.72000122070312,81.68150329589844,56973700,43,100.0,,1.0,43.0,5.459999084472656,0.06618180708451704
241,2019-04-24,2,0.12911387900355872,-0.7215173356053454,QCOM,87.04000091552734,88.62999725341797,85.30000305175781,86.83000183105469,81.78511047363281,40290400,43,100.0,,1.0,43.0,0.6699981689453125,0.007617077943598893
242,2019-04-25,1,0.12555516014234874,-0.02756263609051579,QCOM,86.16999816894531,86.31999969482422,84.5199966430664,85.06999969482422,80.12735748291016,20732200,33,100.0,,1.0,33.0,-2.30999755859375,-0.026063382942332902
243,2019-04-26,159,0.6878327402135231,4.478331113063689,QCOM,84.51000213623047,86.76000213623047,84.20999908447266,86.63999938964844,81.60613250732422,18860600,27,100.0,,1.0,27.0,0.44000244140625,0.00509734062745415
244,2019-04-29,103,0.4885444839857651,0.48764100952525435,QCOM,86.4000015258789,87.9800033569336,85.83999633789062,87.25,82.18070983886719,17930000,22,100.0,,1.0,22.0,1.220001220703125,0.014061793345595763
245,2019-04-30,247,1.001,1.04894340804627,QCOM,86.9800033569336,87.45999908447266,86.05000305175781,86.12999725341797,81.12576293945312,17582400,26,100.0,,1.0,26.0,-0.5200042724609375,-0.00591048252579951
246,2019-05-01,6,0.1433487544483986,-0.8567944511005009,QCOM,87.16999816894531,88.22000122070312,86.1500015258789,86.37000274658203,81.3518295288086,28211500,91,91.0,False,0.91,82.81,0.7600021362304688,0.00868971123011808
247,2019-05-02,1,0.12555516014234874,-0.12412800079441932,QCOM,87.5,90.33999633789062,86.1500015258789,87.13999938964844,82.07707977294922,40342000,70,91.0,,0.91,63.7,2.1199951171875,0.024030776330231873
248,2019-05-03,41,0.2679039145907473,1.1337547121680225,QCOM,87.76000213623047,89.81999969482422,87.05999755859375,89.29000091552734,84.10218811035156,21068400,50,91.0,,0.91,45.5,-0.5199966430664062,-0.005755995839555994
249,2019-05-06,2,0.12911387900355872,-0.5843196113701722,QCOM,86.33000183105469,88.69999694824219,86.13999938964844,88.25,83.12259674072266,15682100,33,91.0,,0.91,30.03,-1.1200027465820312,-0.012469413831968312
