,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,AC_unscaled,AC_monthly,isPartial,scale,AC,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-12,1,0.010242801279772486,0.0,AC,30.0796012878418,30.43781089782715,30.0796012878418,30.149253845214844,29.156673431396484,53968,58,49.0,,0.49,28.42,,
1,2016-05-13,24,0.01841912548880199,0.7982507895741504,AC,30.73631858825684,30.73631858825684,30.0398006439209,30.159204483032227,29.166297912597656,25426,62,49.0,,0.49,30.38,0.29850769042969105,0.009807134009463203
2,2016-06-02,2,0.010598293636686813,-0.42460386389516136,AC,29.6716423034668,29.800994873046875,29.074626922607425,29.582090377807617,28.60818290710449,14271,73,69.0,,0.69,50.37,-0.9353237152099645,-0.03043057067892685
3,2016-06-03,2,0.010598293636686813,0.0,AC,29.532337188720703,29.66169166564941,29.174129486083984,29.412935256958008,28.44459342956543,30150,79,69.0,,0.69,54.51,-0.1393032073974645,-0.0046744482186216185
4,2016-06-13,-1,0.009531816565943832,-0.18285435650504367,AC,29.19403076171875,29.38308525085449,28.0796012878418,28.35820960998535,27.517276763916016,39094,77,69.0,,0.69,53.13,-0.2786064147949219,-0.009392802606655426
5,2016-06-24,3,0.010953785993601136,0.14918136724723063,AC,28.96517372131348,29.343284606933597,28.35820960998535,29.343284606933597,28.47313690185547,294063,79,69.0,,0.69,54.51,-0.03980064392089133,-0.001354542709899209
6,2016-06-29,30,0.02055207963028795,0.8762535293544937,AC,28.059701919555664,28.5263671875,27.700498580932617,28.059701919555664,27.227615356445312,17587,79,69.0,,0.69,54.51,-0.8169174194335973,-0.027840012813036163
7,2016-07-07,2,0.010598293636686813,-0.09142717825252167,AC,28.945274353027344,29.00398063659668,28.3681583404541,28.825870513916016,27.971067428588867,29245,83,73.0,,0.73,60.59,0.4776134490966797,0.01674287672024244
8,2016-07-08,1,0.010242801279772486,-0.03354241438298733,AC,28.84577178955078,29.317413330078125,28.78606986999512,29.11442756652832,28.25106811523437,37888,77,73.0,,0.73,56.21,0.3134326934814453,0.010806540571398626
9,2016-07-11,4,0.011309278350515463,0.10411966820532381,AC,29.46268653869629,29.800994873046875,29.26865768432617,29.781095504760746,28.897968292236328,32763,70,73.0,,0.73,51.1,0.48358154296875,0.01649468653745867
10,2016-07-20,-4,0.008465339495200853,-0.25146952503693454,AC,30.388059616088867,30.95024871826172,30.084577560424805,30.248756408691406,29.351757049560547,15276,75,73.0,,0.73,54.75,1.1492538452148438,0.03856427780719063
11,2016-07-26,4,0.011309278350515463,0.3359509511611303,AC,29.333332061767575,29.51243782043457,29.184080123901367,29.343284606933597,28.47313690185547,8241,84,73.0,,0.73,61.32,-1.4378108978271484,-0.0464555522934712
12,2016-07-29,2,0.010598293636686813,-0.06286738125923341,AC,29.572139739990234,29.79104423522949,29.51243782043457,29.741294860839844,28.85934257507324,17587,73,73.0,,0.73,53.29,0.2786064147949183,0.009440305016145123
13,2016-08-09,33,0.02161855670103093,1.0398148458726055,AC,30.865671157836918,30.865671157836918,30.17910385131836,30.27860641479492,29.38072204589844,10954,80,56.0,,0.56,44.8,1.074626922607429,0.036072146854678744
14,2016-08-22,2,0.010598293636686813,-0.509759426438426,AC,31.223880767822266,31.761194229125977,31.223880767822266,31.66169166564941,30.722795486450195,11155,71,56.0,,0.56,39.760000000000005,0.895523071289059,0.029013562242325763
15,2016-08-25,1,0.010242801279772486,-0.03354241438298733,AC,31.54228973388672,31.741294860839844,31.363183975219727,31.432836532592773,30.50072479248047,10251,69,56.0,,0.56,38.64,-0.019899368286132812,-0.0006265308584614271
16,2016-08-30,4,0.011309278350515463,0.10411966820532381,AC,32.47761154174805,32.70646667480469,32.33830642700195,32.63681411743164,31.669002532958984,12763,68,56.0,,0.56,38.080000000000005,0.9651718139648438,0.03040744929267536
17,2016-09-21,1,0.010242801279772486,0.0,AC,33.810943603515625,34.02985000610352,33.751243591308594,33.93034744262695,32.92417526245117,15477,89,41.0,,0.41,36.49,1.3233833312988352,0.0404624365100954
