,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,ME_unscaled,ME_monthly,isPartial,scale,ME,Stock_Price_Change,Stock_Price_Change_Percent
21,2020-12-23,22,0.0027204973801517166,-0.027943107832453018,ME,11.649999618530272,12.529999732971191,11.649999618530272,12.100000381469728,12.100000381469728,3085700,90,80.0,,0.8,72.0,0.6300001144409197,0.0529411877845698
22,2020-12-24,17,0.0023294752482990537,-0.143731853853451,ME,12.109999656677246,12.470000267028809,12.0,12.119999885559082,12.119999885559082,1492000,100,80.0,,0.8,80.0,-0.05999946594238281,-0.0047884650615356295
23,2020-12-28,26,0.0030333150856338468,1.064565923244797,ME,12.350000381469728,12.539999961853027,11.899999618530272,12.010000228881836,12.010000228881836,2304300,87,80.0,,0.8,69.60000000000001,0.06999969482421875,0.005613447740598687
24,2020-12-29,19,0.002485884101040119,-0.1804728388377549,ME,11.880000114440918,11.949999809265137,11.5,11.630000114440918,11.630000114440918,2018400,86,80.0,,0.8,68.8,-0.5900001525878906,-0.04704945409750283
25,2020-12-30,14,0.002094861969187456,-0.15729700821090387,ME,11.579999923706056,11.789999961853027,11.520000457763672,11.699999809265137,11.699999809265137,894800,84,80.0,,0.8,67.2,-0.15999984741210938,-0.013389108783755543
26,2020-12-31,20,0.0025640885274106516,0.22398924851607127,ME,11.630000114440918,11.649999618530272,11.300000190734863,11.43000030517578,11.43000030517578,1327300,95,80.0,,0.8,76.0,-0.14000034332275568,-0.011874499047983988
27,2021-01-04,10,0.0017820442637053258,0.21291318464895936,ME,11.350000381469728,11.350000381469728,11.050000190734863,11.119999885559082,11.119999885559082,1486100,78,77.0,,0.77,60.06,-0.2999992370605433,-0.025751008316203694
28,2021-01-05,23,0.002798701806522249,0.5705007240970728,ME,11.100000381469728,11.520000457763672,11.020000457763672,11.399999618530272,11.399999618530272,1485000,74,77.0,,0.77,56.98,0.17000007629394354,0.01497797978681037
29,2021-01-06,23,0.002798701806522249,0.0,ME,11.09000015258789,11.34000015258789,11.09000015258789,11.140000343322754,11.140000343322754,1145900,68,77.0,,0.77,52.36,-0.18000030517578125,-0.01562502587007053
30,2021-01-07,32,0.0035025416438570424,0.25148797049207827,ME,11.140000343322754,11.649999618530272,11.109999656677246,11.600000381469728,11.600000381469728,1930300,73,77.0,,0.77,56.21,0.30999946594238104,0.02733681320732928
31,2021-01-08,22,0.0027204973801517166,-0.22327907651773948,ME,11.600000381469728,11.859999656677246,11.510000228881836,11.800000190734863,11.800000190734863,1911500,77,77.0,,0.77,59.29,0.21000003814697443,0.018025754937618377
32,2021-01-11,25,0.0029551106592633145,0.6582700662658534,ME,11.510000228881836,11.699999809265137,11.40999984741211,11.529999732971191,11.529999732971191,1658200,74,77.0,,0.77,56.98,-0.15999984741210938,-0.013490712651246017
33,2021-01-12,20,0.0025640885274106516,-0.1323206393733295,ME,11.5,11.75,11.40999984741211,11.6899995803833,11.6899995803833,1765900,70,77.0,,0.77,53.9,0.05000019073486328,0.004273520645296847
34,2021-01-13,42,0.004284585907562368,0.6709976515082194,ME,11.6899995803833,11.770000457763672,11.579999923706056,11.68000030517578,11.68000030517578,1797900,67,77.0,,0.77,51.59,0.020000457763671875,0.0017021666181848971
35,2021-01-14,55,0.005301243450379292,0.2372825670323253,ME,12.25,12.630000114440918,12.029999732971191,12.369999885559082,12.369999885559082,2810700,77,77.0,,0.77,59.29,0.8599996566772461,0.0730670877850288
36,2021-01-15,56,0.005379447876749824,0.014752091108914511,ME,12.279999732971191,12.390000343322754,12.0,12.3100004196167,12.3100004196167,1740100,77,77.0,,0.77,59.29,-0.23999977111816406,-0.019002357002653736
37,2021-01-19,58,0.005535856729490889,1.1589959435141974,ME,12.550000190734863,14.699999809265137,12.40999984741211,13.449999809265137,13.449999809265137,9676400,71,77.0,,0.77,54.67,2.309999465942383,0.18644062969597042
38,2021-01-20,38,0.003971768202080238,-0.28253775410739257,ME,13.510000228881836,14.109999656677246,12.864999771118164,13.859999656677246,13.859999656677246,3401900,67,77.0,,0.77,51.59,-0.5900001525878906,-0.04013606532266922
39,2021-01-21,72,0.006630718698678345,0.6694626577667513,ME,13.550000190734863,14.489999771118164,13.350000381469728,13.899999618530272,13.899999618530272,2582700,68,77.0,,0.77,52.36,0.38000011444091797,0.026931263195395738
40,2021-01-22,119,0.010306326738093376,0.5543302628940756,ME,14.0,14.920000076293944,13.899999618530272,13.960000038146973,13.960000038146973,2908100,78,77.0,,0.77,60.06,0.4300003051757795,0.029675659901173157
41,2021-01-25,239,0.019690857902557285,4.057284029967662,ME,14.670000076293944,15.300000190734863,13.5,14.100000381469728,14.100000381469728,2614900,69,77.0,,0.77,53.13,0.38000011444091975,0.025469176440869656
42,2021-01-26,359,0.029075389067021194,0.47659331101287994,ME,14.039999961853027,14.420000076293944,13.600000381469728,13.649999618530272,13.649999618530272,2119600,68,77.0,,0.77,52.36,-0.8800001144409197,-0.057516346632061954
43,2021-01-27,778,0.06184304371627434,1.1269893783268374,ME,13.100000381469728,16.15999984741211,12.770000457763672,13.550000190734863,13.550000190734863,9867600,70,77.0,,0.77,53.9,1.7399997711181658,0.12066572551401533
44,2021-01-28,751,0.05973152420426996,-0.03414320164595519,ME,13.550000190734863,13.600000381469728,12.100000381469728,12.520000457763672,12.520000457763672,5348200,67,77.0,,0.77,51.59,-2.559999465942381,-0.15841581003185123
45,2021-01-29,654,0.052145694846328305,-0.1269987575070013,ME,12.289999961853027,13.015000343322754,12.109999656677246,12.9399995803833,12.9399995803833,3106400,72,77.0,,0.77,55.44,-0.5850000381469744,-0.04301470748074743
46,2021-02-01,315,0.02563439430671776,0.04795595724886259,ME,13.449999809265137,13.510000228881836,12.960000038146973,13.420000076293944,13.420000076293944,2528000,71,79.0,False,0.79,56.09,0.49499988555908203,0.038033029005107855
47,2021-02-02,332,0.026963869555016815,0.05186294758486465,ME,13.65999984741211,13.75,13.010000228881836,13.239999771118164,13.239999771118164,1696700,69,79.0,,0.79,54.510000000000005,0.23999977111816406,0.017764601558265758
48,2021-02-03,155,0.013121686087432548,-0.5133604225217309,ME,13.300000190734863,13.880000114440918,13.260000228881836,13.470000267028809,13.470000267028809,1782700,71,79.0,,0.79,56.09,0.13000011444091797,0.009454553777521246
49,2021-02-04,176,0.014763979041213734,0.1251586833306515,ME,15.3100004196167,18.15999984741211,14.25,17.649999618530273,17.649999618530273,49296400,77,79.0,,0.79,60.830000000000005,4.279999732971191,0.30835732692237006
50,2021-02-05,141,0.012026824118245093,-0.18539412141725864,ME,17.719999313354492,17.799999237060547,15.600000381469728,16.040000915527344,16.040000915527344,18330000,78,79.0,,0.79,61.620000000000005,-0.3600006103515625,-0.019823822322491025
51,2021-02-08,63,0.005926878861343552,0.3833026082829869,ME,16.899999618530273,16.93000030517578,15.199999809265137,15.520000457763672,15.520000457763672,9643600,69,79.0,,0.79,54.510000000000005,-0.8699989318847656,-0.048876346582834795
52,2021-02-09,46,0.004597403613044499,-0.22431287687862023,ME,15.300000190734863,15.34000015258789,14.460000038146973,14.739999771118164,14.739999771118164,8675900,70,79.0,,0.79,55.3,-1.5900001525878906,-0.09391613254146258
53,2021-02-10,64,0.006005083287714085,0.3061901440794732,ME,14.93000030517578,14.970000267028809,13.800000190734863,14.289999961853027,14.289999961853027,5553100,75,79.0,,0.79,59.25,-0.36999988555908203,-0.02411994014854446
54,2021-02-11,57,0.005457652303120356,-0.09116126427650517,ME,14.390000343322754,15.15999984741211,14.0,14.84000015258789,14.84000015258789,4095300,72,79.0,,0.79,56.88,0.18999958038330078,0.012692022511300305
55,2021-02-12,33,0.0035807460702275747,-0.34390359235960855,ME,14.479999542236328,14.600000381469728,14.020000457763672,14.600000381469728,14.600000381469728,3499000,80,79.0,,0.79,63.2,-0.559999465942381,-0.03693927912789363
56,2021-02-16,31,0.0034243372174865097,-0.13783054718727228,ME,14.649999618530272,14.75,14.25,14.75,14.75,2397700,77,79.0,,0.79,60.830000000000005,0.14999961853027166,0.010273946206237783
57,2021-02-17,18,0.002407679674669586,-0.29689177153036295,ME,14.5,14.649999618530272,13.65999984741211,14.239999771118164,14.239999771118164,3300200,77,79.0,,0.79,60.830000000000005,-0.10000038146972834,-0.006779686879303637
58,2021-02-18,73,0.006708923125048878,1.7864683145483484,ME,13.899999618530272,13.899999618530272,12.880000114440918,13.369999885559082,13.369999885559082,3620800,74,79.0,,0.79,58.46,-0.75,-0.05119454058219575
59,2021-02-19,42,0.004284585907562368,-0.3613601128376095,ME,13.369999885559082,13.489999771118164,12.949999809265137,13.270000457763672,13.270000457763672,2572500,78,79.0,,0.79,61.620000000000005,-0.4099998474121076,-0.029496392709646657
60,2021-02-22,38,0.003971768202080238,0.5977286312014345,ME,12.949999809265137,13.149999618530272,12.520000457763672,12.920000076293944,12.920000076293944,2158000,76,79.0,,0.79,60.040000000000006,-0.3400001525878924,-0.025203866446004475
61,2021-02-23,51,0.004988425744897161,0.25597101620493423,ME,12.239999771118164,12.300000190734863,11.10200023651123,11.260000228881836,11.260000228881836,4675700,74,79.0,,0.79,58.46,-0.8499994277954084,-0.06463874163141681
62,2021-02-24,133,0.01140118870728083,1.2855283992035993,ME,11.43000030517578,12.199999809265137,11.34000015258789,11.670000076293944,11.670000076293944,1795300,78,79.0,,0.79,61.620000000000005,-0.10000038146972656,-0.008130112188539096
63,2021-02-25,256,0.02102033315085634,0.843696625899429,ME,11.6899995803833,11.899999618530272,10.8100004196167,11.149999618530272,11.149999618530272,2273000,77,79.0,,0.79,60.830000000000005,-0.30000019073486506,-0.024590179952874602
64,2021-02-26,158,0.013356299366544148,-0.36460096656460317,ME,11.199999809265137,11.40999984741211,10.5600004196167,11.390000343322754,11.390000343322754,2080400,82,79.0,,0.79,64.78,-0.4899997711181623,-0.04117645267443126
65,2021-03-01,69,0.006396105419566748,0.8261325831156363,ME,11.59000015258789,11.769000053405762,11.300000190734863,11.670000076293944,11.670000076293944,1374900,67,85.0,False,0.85,56.95,0.35900020599365234,0.03146364687069436
66,2021-03-02,120,0.01038453116446391,0.6235709831635836,ME,11.56999969482422,11.600000381469728,11.119999885559082,11.300000190734863,11.300000190734863,1066500,64,85.0,,0.85,54.4,-0.16899967193603338,-0.014359730747654065
67,2021-03-03,91,0.008116602799718464,-0.21839487299208515,ME,11.43000030517578,11.489999771118164,10.890000343322754,10.920000076293944,10.920000076293944,2186300,67,85.0,,0.85,56.95,-0.11000061035156428,-0.00948281092535852
68,2021-03-04,77,0.007021740830531008,-0.13489165309720874,ME,10.800000190734863,10.890000343322754,10.140000343322754,10.640000343322754,10.640000343322754,3832600,65,85.0,,0.85,55.25,-0.5999994277954102,-0.0522192723888123
69,2021-03-05,67,0.006239696566825682,-0.11137469789613197,ME,10.739999771118164,10.739999771118164,10.0,10.529999732971191,10.529999732971191,5154000,70,85.0,,0.85,59.5,-0.15000057220458984,-0.013774156792985215
70,2021-03-08,97,0.008585829357941659,1.7593686379973357,ME,10.420000076293944,10.670000076293944,10.3100004196167,10.479999542236328,10.479999542236328,1191800,68,85.0,,0.85,57.8,-0.06999969482422053,-0.006517662599254681
71,2021-03-09,106,0.009289669195276452,0.08197691894304415,ME,10.699999809265137,10.75,10.270000457763672,10.729999542236328,10.729999542236328,1459600,66,85.0,,0.85,56.1,0.07999992370605646,0.0074976497782597296
72,2021-03-10,168,0.014138343630249472,0.5219426368205276,ME,10.920000076293944,11.149999618530272,10.5600004196167,10.84000015258789,10.84000015258789,1522700,63,85.0,,0.85,53.55,0.39999961853027166,0.037209266840025235
73,2021-03-11,71,0.006552514272307812,-0.5365430036451736,ME,11.079999923706056,11.670000076293944,11.01200008392334,11.25,11.25,1879200,70,85.0,,0.85,59.5,0.5200004577636719,0.046636813951049794
74,2021-03-12,60,0.005692265582231955,-0.13128528291978458,ME,11.0,11.390000343322754,11.0,11.289999961853027,11.289999961853027,801700,72,85.0,,0.85,61.2,-0.27999973297118963,-0.023993121777263093
75,2021-03-15,55,0.005301243450379292,1.8497498633707488,ME,11.25,11.399999618530272,10.90999984741211,10.90999984741211,10.90999984741211,778000,70,85.0,,0.85,59.5,0.009999275207517755,0.0008778994649794036
76,2021-03-16,53,0.005144834597638226,-0.029504182217829467,ME,10.989999771118164,11.020000457763672,10.5,10.579999923706056,10.579999923706056,1444800,71,85.0,,0.85,60.35,-0.3799991607665998,-0.03333326083177457
77,2021-03-17,63,0.005926878861343552,0.1520057154148997,ME,10.529999732971191,10.880000114440918,10.40999984741211,10.5,10.5,1853100,74,85.0,,0.85,62.9,-0.1400003433227539,-0.012704204855465528
78,2021-03-18,38,0.003971768202080238,-0.329871877762677,ME,10.5,10.800000190734863,10.44499969482422,10.529999732971191,10.529999732971191,1228600,75,85.0,,0.85,63.75,-0.07999992370605469,-0.007352934086817808
79,2021-03-19,58,0.005535856729490889,0.39380156339220673,ME,10.579999923706056,10.619999885559082,10.3100004196167,10.460000038146973,10.460000038146973,1147800,81,85.0,,0.85,68.85,-0.18000030517578125,-0.016666694629339007
80,2021-03-22,38,0.003971768202080238,0.5031520999200874,ME,10.56999969482422,10.640000343322754,10.40999984741211,10.460000038146973,10.460000038146973,846800,75,85.0,,0.85,63.75,0.020000457763671875,0.0018832822955929807
81,2021-03-23,91,0.008116602799718464,1.0435741429893475,ME,10.460000038146973,10.489999771118164,10.213000297546388,10.25,10.25,1340800,70,85.0,,0.85,59.5,-0.15000057220458984,-0.01409779768463304
82,2021-03-24,73,0.006708923125048878,-0.17343212541069686,ME,10.34000015258789,10.399999618530272,10.09000015258789,10.170000076293944,10.170000076293944,1155500,76,85.0,,0.85,64.6,-0.0900001525878924,-0.00857961435191712
83,2021-03-25,70,0.0064743098459372804,-0.034970333500413786,ME,10.050000190734863,10.289999961853027,10.010000228881836,10.100000381469728,10.100000381469728,1685400,72,85.0,,0.85,61.2,-0.10999965667724432,-0.010576890453077636
84,2021-03-26,71,0.006552514272307812,0.012079191177358561,ME,10.199999809265137,10.329999923706056,10.109999656677246,10.300000190734863,10.300000190734863,1354500,79,85.0,,0.85,67.14999999999999,0.03999996185302912,0.0038872655006139123
85,2021-03-29,37,0.0038935637757097053,1.5161469651791584,ME,10.31999969482422,10.329999923706056,10.050000190734863,10.109999656677246,10.109999656677246,969300,77,85.0,,0.85,65.45,0.0,0.0
86,2021-03-30,49,0.004832016892156096,0.24102677405748496,ME,10.06999969482422,10.199999809265137,10.06999969482422,10.15999984741211,10.15999984741211,633000,75,85.0,,0.85,63.75,-0.13000011444091975,-0.012584715914913613
87,2021-03-31,37,0.0038935637757097053,-0.19421561169825363,ME,10.199999809265137,10.25,10.100000381469728,10.170000076293944,10.170000076293944,838700,78,85.0,,0.85,66.3,0.05000019073486328,0.00490197957547478
88,2021-04-01,33,0.0035807460702275747,-0.08034225801916173,ME,10.170000076293944,10.229999542236328,10.15999984741211,10.199999809265137,10.199999809265137,875800,74,88.0,False,0.88,65.12,-0.020000457763671875,-0.001951264172065592
89,2021-04-05,29,0.0032679283647454446,1.2242508117315163,ME,10.199999809265137,10.289999961853027,10.18000030517578,10.1899995803833,10.1899995803833,869600,77,88.0,,0.88,67.76,0.06000041961669922,0.005865143919995042
90,2021-04-06,21,0.0026422929537811843,-0.19144710077296756,ME,10.199999809265137,10.229999542236328,10.050000190734863,10.0600004196167,10.0600004196167,1818400,74,88.0,,0.88,65.12,-0.06000041961669922,-0.005830944590780596
91,2021-04-07,19,0.002485884101040119,-0.05919436469648098,ME,10.09000015258789,10.119999885559082,10.0,10.010000228881836,10.010000228881836,3145800,75,88.0,,0.88,66.0,-0.1099996566772461,-0.01075265509280754
92,2021-04-08,36,0.0038153593493391725,0.534809827917073,ME,10.050000190734863,10.109999656677246,10.029999732971191,10.100000381469728,10.100000381469728,711300,76,88.0,,0.88,66.88,-0.010000228881835938,-0.0009881649204468435
93,2021-04-09,50,0.004910221318526629,0.2869616906143031,ME,10.140000343322754,10.140000343322754,10.050000190734863,10.0600004196167,10.0600004196167,1071900,80,88.0,,0.88,70.4,0.030000686645507812,0.0029674270686739224
94,2021-04-12,32,0.0035025416438570424,1.517962556923596,ME,10.0600004196167,10.079999923706056,10.019000053405762,10.039999961853027,10.039999961853027,620200,73,88.0,,0.88,64.24,-0.06000041961669744,-0.005917200945284806
95,2021-04-13,37,0.0038935637757097053,0.11163953825886974,ME,10.010000228881836,10.050000190734863,10.0,10.0,10.0,1968200,69,88.0,,0.88,60.72,-0.029999732971193183,-0.002976164007763571
96,2021-04-14,47,0.0046756080394150315,0.2008556450479042,ME,10.0,10.020000457763672,9.979999542236328,10.0,10.0,1060500,72,88.0,,0.88,63.36,-0.029999732971191406,-0.002985048000182955
97,2021-04-15,38,0.003971768202080238,-0.1505343971097397,ME,10.0,10.029999732971191,9.970000267028809,10.010000228881836,10.010000228881836,1197800,73,88.0,,0.88,64.24,0.009999275207519531,0.0009979316118464698
98,2021-04-16,51,0.004988425744897161,0.25597101620493423,ME,9.970000267028809,10.010000228881836,9.960000038146973,10.0,10.0,1413900,78,88.0,,0.88,68.64,-0.01999950408935547,-0.0019939685565106835
99,2021-04-19,12,0.0019384531164463909,0.39354584809130255,ME,9.949999809265137,9.979999542236328,9.920000076293944,9.93000030517578,9.93000030517578,1484400,72,88.0,,0.88,63.36,-0.030000686645507812,-0.0029970715244288515
100,2021-04-20,7,0.001547430984593728,-0.20171864283697105,ME,9.899999618530272,9.9399995803833,9.880000114440918,9.899999618530272,9.899999618530272,637800,67,88.0,,0.88,58.96,-0.039999961853027344,-0.004008012393562077
101,2021-04-21,11,0.0018602486900758583,0.20215292869055435,ME,9.899999618530272,9.979999542236328,9.880000114440918,9.970000267028809,9.970000267028809,889800,71,88.0,,0.88,62.48,0.039999961853027344,0.0040241412013706235
102,2021-04-22,12,0.0019384531164463909,0.04203976962206246,ME,9.979999542236328,9.979999542236328,9.93000030517578,9.970000267028809,9.970000267028809,364800,71,88.0,,0.88,62.48,0.0,0.0
103,2021-04-23,9,0.001703839837334793,-0.12103118570218263,ME,9.949999809265137,10.005000114440918,9.93000030517578,9.989999771118164,9.989999771118164,550700,77,88.0,,0.88,67.76,0.025000572204589844,0.0025050674700719533
104,2021-04-26,20,0.0025640885274106516,0.6569970182443019,ME,9.93000030517578,10.029999732971191,9.93000030517578,10.010000228881836,10.010000228881836,563600,73,88.0,,0.88,64.24,0.024999618530273438,0.0024987124681976614
105,2021-04-27,17,0.0023294752482990537,-0.09149967975112094,ME,10.0,10.029999732971191,9.970000267028809,9.979999542236328,9.979999542236328,504900,69,88.0,,0.88,60.72,0.0,0.0
106,2021-04-28,11,0.0018602486900758583,-0.20143015409406784,ME,10.0,10.0600004196167,10.0,10.029999732971191,10.029999732971191,696300,73,88.0,,0.88,64.24,0.030000686645507812,0.0029910954580474325
107,2021-04-29,19,0.002485884101040119,0.3363181569764997,ME,10.0600004196167,10.06999969482422,10.0,10.0,10.0,418200,69,88.0,,0.88,60.72,0.009999275207521308,0.0009939636968625543
108,2021-04-30,15,0.0021730663955579887,-0.125837606568723,ME,10.0,10.100000381469728,9.989999771118164,10.06999969482422,10.06999969482422,627300,75,88.0,,0.88,66.0,0.030000686645507812,0.0029792142556794854
109,2021-05-03,7,0.001547430984593728,0.1787097158515516,ME,10.100000381469728,10.100000381469728,10.0,10.010000228881836,10.010000228881836,770100,64,92.0,,0.92,58.88,0.0,0.0
110,2021-05-04,11,0.0018602486900758583,0.20215292869055435,ME,10.0,10.039999961853027,9.93000030517578,10.0,10.0,698600,61,92.0,,0.92,56.120000000000005,-0.060000419616700995,-0.0059406353812404555
111,2021-05-05,13,0.002016657542816923,0.0840795392441247,ME,9.90999984741211,9.994999885559082,9.899999618530272,9.989999771118164,9.989999771118164,1318700,63,92.0,,0.92,57.96,-0.04500007629394531,-0.004482079329175659
112,2021-05-06,36,0.0038153593493391725,0.8919222864233918,ME,9.93000030517578,10.039999961853027,9.93000030517578,10.010000228881836,10.010000228881836,1381700,63,92.0,,0.92,57.96,0.04500007629394531,0.004502258810324067
113,2021-05-07,8,0.0016256354109642607,-0.573923381228606,ME,9.979999542236328,10.06999969482422,9.9399995803833,9.960000038146973,9.960000038146973,479900,70,92.0,,0.92,64.4,0.029999732971193183,0.002988021223623294
114,2021-05-10,14,0.002094861969187456,0.4258263692979187,ME,9.960000038146973,9.989999771118164,9.90999984741211,9.93000030517578,9.93000030517578,610600,66,92.0,,0.92,60.720000000000006,-0.07999992370605646,-0.007944381939472667
115,2021-05-11,18,0.002407679674669586,0.14932616567738077,ME,9.880000114440918,9.93000030517578,9.84000015258789,9.890000343322754,9.890000343322754,1469700,64,92.0,,0.92,58.88,-0.05999946594238459,-0.006005952684388194
116,2021-05-12,15,0.0021730663955579887,-0.09744372624809161,ME,9.899999618530272,9.920000076293944,9.850000381469728,9.869999885559082,9.869999885559082,926500,62,92.0,,0.92,57.04,-0.010000228881835938,-0.0010070723639982182
117,2021-05-13,19,0.002485884101040119,0.14395220786698815,ME,9.869999885559082,9.960000038146973,9.869999885559082,9.9399995803833,9.9399995803833,908100,69,92.0,,0.92,63.48,0.03999996185302912,0.004032254188043538
118,2021-05-14,13,0.002016657542816923,-0.18875640985308473,ME,9.9399995803833,9.949999809265137,9.93000030517578,9.9399995803833,9.9399995803833,368700,71,92.0,,0.92,65.32000000000001,-0.010000228881835938,-0.001004039040515603
119,2021-05-17,14,0.002094861969187456,0.4258263692979187,ME,9.9399995803833,9.989999771118164,9.9399995803833,9.970000267028809,9.970000267028809,510100,67,92.0,,0.92,61.64,0.039999961853027344,0.004020096745708468
120,2021-05-18,23,0.002798701806522249,0.3359838727741067,ME,9.970000267028809,9.979999542236328,9.970000267028809,9.970000267028809,9.970000267028809,360500,64,92.0,,0.92,58.88,-0.010000228881835938,-0.0010010239350302097
121,2021-05-19,11,0.0018602486900758583,-0.33531729398943744,ME,9.970000267028809,9.989999771118164,9.970000267028809,9.979999542236328,9.979999542236328,629100,66,92.0,,0.92,60.720000000000006,0.010000228881835938,0.0010020269880288701
122,2021-05-20,14,0.002094861969187456,0.12611930886618739,ME,9.979999542236328,9.989999771118164,9.970000267028809,9.970000267028809,9.970000267028809,635600,67,92.0,,0.92,61.64,0.0,0.0
123,2021-05-21,16,0.0022512708219285214,0.0746630828386905,ME,9.989999771118164,9.989999771118164,9.960000038146973,9.970000267028809,9.970000267028809,784600,71,92.0,,0.92,65.32000000000001,0.0,0.0
124,2021-05-24,5,0.001391022131852663,-0.25223861773237477,ME,9.970000267028809,9.982999801635742,9.970000267028809,9.970000267028809,9.970000267028809,817600,69,92.0,,0.92,63.48,-0.006999969482421875,-0.000700697661941807
125,2021-05-25,19,0.002485884101040119,0.7870916961826051,ME,9.970000267028809,9.979999542236328,9.960000038146973,9.970000267028809,9.970000267028809,1204000,66,92.0,,0.92,60.720000000000006,-0.0030002593994140625,-0.0003005368585625723
126,2021-05-26,29,0.0032679283647454446,0.31459401642180773,ME,9.970000267028809,9.989999771118164,9.960000038146973,9.970000267028809,9.970000267028809,1080600,68,92.0,,0.92,62.56,0.010000228881835938,0.0010020269880288701
