,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,TSLA_unscaled,TSLA_monthly,isPartial,scale,TSLA,Stock_Price_Change,Stock_Price_Change_Percent
10,2016-05-17,1,0.001267094017094017,-0.2965599051008304,TSLA,41.810001373291016,41.9640007019043,40.80400085449219,40.93199920654297,40.93199920654297,14218000,34,8.0,,0.08,2.72,-0.6660003662109375,-0.015622809043490005
11,2016-05-18,5,0.0023354700854700855,0.8431703204047218,TSLA,41.83000183105469,43.0620002746582,41.54999923706055,42.23400115966797,42.23400115966797,28087500,53,8.0,,0.08,4.24,1.0979995727539062,0.026165273910694564
12,2016-05-19,3,0.0018012820512820513,-0.22872827081427272,TSLA,42.7239990234375,43.358001708984375,41.459999084472656,43.04199981689453,43.04199981689453,34331500,56,8.0,,0.08,4.48,0.2960014343261719,0.006873843120110967
13,2016-05-20,5,0.0023354700854700855,0.2965599051008303,TSLA,43.39799880981445,44.11000061035156,43.27000045776367,44.055999755859375,44.055999755859375,45035500,39,8.0,,0.08,3.12,0.7519989013671875,0.017343947408244187
14,2016-05-23,5,0.0023354700854700855,0.0,TSLA,43.9739990234375,44.52000045776367,43.172000885009766,43.24399948120117,43.24399948120117,25512500,33,8.0,,0.08,2.64,0.4099998474121094,0.009294940869166268
15,2016-05-25,1,0.001267094017094017,-0.4574565416285453,TSLA,43.58200073242188,44.27199935913086,43.30199813842773,43.91600036621094,43.91600036621094,15634000,33,8.0,,0.08,2.64,-0.2480010986328125,-0.00557055471884127
16,2016-05-27,4,0.0020683760683760685,0.6323777403035415,TSLA,44.99800109863281,45.18600082397461,44.150001525878906,44.608001708984375,44.608001708984375,18251500,28,8.0,,0.08,2.24,0.91400146484375,0.02064513638585508
17,2016-05-31,19,0.006074786324786325,2.372479240806643,TSLA,44.608001708984375,44.95000076293945,44.29999923706055,44.64599990844727,44.64599990844727,13945000,27,8.0,,0.08,2.16,-0.23600006103515625,-0.005222857892525412
18,2016-06-01,6,0.0026025641025641025,-0.5715793176222301,TSLA,44.29600143432617,44.47999954223633,43.37799835205078,43.9119987487793,43.9119987487793,14913500,23,9.0,False,0.09,2.07,-0.470001220703125,-0.010456089270873492
19,2016-06-06,3,0.0018012820512820513,0.42158516020236103,TSLA,43.59999847412109,44.18000030517578,43.09000015258789,44.13600158691406,44.13600158691406,11247500,17,9.0,,0.09,1.53,-0.2999992370605469,-0.006744587233542543
20,2016-06-07,2,0.0015341880341880343,-0.14827995255041515,TSLA,44.448001861572266,46.88800048828125,44.30400085449219,46.46799850463867,46.46799850463867,31068000,33,9.0,,0.09,2.97,2.7080001831054688,0.061294707206876575
21,2016-06-09,3,0.0018012820512820513,0.1740947075208914,TSLA,46.99599838256836,47.06600189208984,45.4119987487793,45.87200164794922,45.87200164794922,22460500,31,9.0,,0.09,2.79,0.17800140380858664,0.003796310398287872
22,2016-06-10,4,0.0020683760683760685,0.14827995255041526,TSLA,45.47800064086914,45.59400177001953,43.68399810791016,43.757999420166016,43.757999420166016,30133000,33,9.0,,0.09,2.97,-1.4720001220703054,-0.03127523186365433
23,2016-06-13,5,0.0023354700854700855,-0.3637951105937136,TSLA,43.900001525878906,45.15399932861328,43.53200149536133,43.57400131225586,43.57400131225586,20965000,23,9.0,,0.09,2.07,-0.44000244140625,-0.009650445767530158
24,2016-06-14,6,0.0026025641025641025,0.1143641354071363,TSLA,43.7760009765625,44.43999862670898,42.50600051879883,42.992000579833984,42.992000579833984,17901000,20,9.0,,0.09,1.7999999999999998,-0.714000701904304,-0.015812568377566838
25,2016-06-15,0,0.001,-0.6157635467980296,TSLA,43.38999938964844,44.380001068115234,43.0260009765625,43.540000915527344,43.540000915527344,14542500,20,9.0,,0.09,1.7999999999999998,-0.059997558593742895,-0.001350080118087238
26,2016-06-17,10,0.003670940170940171,2.6709401709401708,TSLA,43.5620002746582,43.99800109863281,42.900001525878906,43.09400177001953,43.09400177001953,15563000,22,9.0,,0.09,1.98,-0.3819999694824219,-0.0086074799524255
27,2016-06-20,1,0.001267094017094017,0.0,TSLA,43.900001525878906,44.75,43.64599990844727,43.93999862670898,43.93999862670898,17777500,19,9.0,,0.09,1.71,0.7519989013671875,0.017091660588884228
28,2016-06-21,40,0.011683760683760685,8.220910623946038,TSLA,44.13600158691406,44.51399993896485,43.762001037597656,43.922000885009766,43.922000885009766,22645000,44,9.0,,0.09,3.96,-0.23600006103514914,-0.005273744380673739
29,2016-06-22,23,0.007143162393162393,-0.3886247256766643,TSLA,39.89400100708008,41.18999862670898,39.150001525878906,39.33200073242188,39.33200073242188,118712000,100,9.0,,0.09,9.0,-3.3240013122558736,-0.07467316612332209
30,2016-06-23,16,0.005273504273504274,-0.26174095124139984,TSLA,39.13800048828125,39.5099983215332,38.42599868774414,39.27999877929688,39.27999877929688,50653500,66,9.0,,0.09,5.94,-1.6800003051757741,-0.040786607457821256
31,2016-06-24,7,0.00286965811965812,-0.4558346839546191,TSLA,38.0099983215332,39.02399826049805,37.94599914550781,38.630001068115234,38.630001068115234,35132500,67,9.0,,0.09,6.029999999999999,-0.48600006103515625,-0.012300685438659809
32,2016-06-27,10,0.003670940170940171,1.0379596678529062,TSLA,38.172000885009766,39.762001037597656,37.57400131225586,39.709999084472656,39.709999084472656,36027000,40,9.0,,0.09,3.6,0.7380027770996094,0.018911511121264324
33,2016-06-28,4,0.0020683760683760685,-0.43655413271245636,TSLA,40.37799835205078,40.810001373291016,39.88199996948242,40.358001708984375,40.358001708984375,31062000,40,9.0,,0.09,3.6,1.0480003356933594,0.026356830852209967
34,2016-06-29,5,0.0023354700854700855,0.12913223140495855,TSLA,41.0260009765625,42.35599899291992,40.59999847412109,42.03799819946289,42.03799819946289,29974500,38,9.0,,0.09,3.42,1.5459976196289062,0.03788281224221457
35,2016-06-30,5,0.0023354700854700855,0.0,TSLA,42.59400177001953,42.70000076293945,41.80400085449219,42.45600128173828,42.45600128173828,24215500,56,9.0,,0.09,5.04,0.34400177001953125,0.008121677641862002
36,2016-07-01,12,0.004205128205128205,0.8005489478499541,TSLA,41.22800064086914,43.64799880981445,41.20000076293945,43.29999923706055,43.29999923706055,27000000,100,9.0,False,0.09,9.0,0.947998046875,0.02220135901491127
37,2016-07-05,7,0.00286965811965812,-0.1569365976145637,TSLA,41.94599914550781,42.90800094604492,41.59999847412109,42.79600143432617,42.79600143432617,25876500,71,9.0,,0.09,6.39,-0.7399978637695312,-0.01695376383677727
38,2016-07-06,12,0.004205128205128205,0.4653760238272522,TSLA,42.0,43.04600143432617,41.79999923706055,42.88800048828125,42.88800048828125,24599500,66,9.0,,0.09,5.94,0.13800048828125,0.003216194771105352
39,2016-07-07,2,0.0015341880341880343,-0.6351626016260162,TSLA,42.619998931884766,43.624000549316406,42.60200119018555,43.1879997253418,43.1879997253418,18060000,55,9.0,,0.09,4.95,0.5779991149902344,0.013427475159848878
40,2016-07-08,4,0.0020683760683760685,0.3481894150417828,TSLA,43.560001373291016,43.96200180053711,42.900001525878906,43.35599899291992,43.35599899291992,20374000,43,9.0,,0.09,3.87,0.3380012512207031,0.0077480571924759545
41,2016-07-11,13,0.004472222222222222,1.1621900826446279,TSLA,43.992000579833984,45.35599899291992,43.902000427246094,44.95600128173828,44.95600128173828,27149000,63,9.0,,0.09,5.67,1.3939971923828125,0.031709138239600865
42,2016-07-12,6,0.0026025641025641025,-0.41806020066889626,TSLA,44.81999969482422,45.5,44.64400100708008,44.93000030517578,44.93000030517578,22856500,73,9.0,,0.09,6.569999999999999,0.14400100708007812,0.0031749054210570282
43,2016-07-13,130,0.035722222222222225,12.725779967159278,TSLA,45.09999847412109,45.11800003051758,44.05799865722656,44.50600051879883,44.50600051879883,17835500,61,9.0,,0.09,5.49,-0.3819999694824219,-0.008395603724888345
44,2016-07-14,1,0.001267094017094017,-0.9645292499102763,TSLA,44.624000549316406,44.98799896240234,44.209999084472656,44.305999755859375,44.305999755859375,13379000,49,9.0,,0.09,4.41,-0.13000106811524148,-0.0028813570643049236
45,2016-07-15,2,0.0015341880341880343,0.21079258010118052,TSLA,44.50400161743164,44.54999923706055,43.928001403808594,44.08000183105469,44.08000183105469,11171000,44,9.0,,0.09,3.96,-0.43799972534178977,-0.009735923700625926
46,2016-07-18,8,0.003136752136752137,1.0445682451253484,TSLA,43.928001403808594,45.417999267578125,43.65999984741211,45.25,45.25,17060500,47,9.0,,0.09,4.23,0.8680000305175781,0.019483727169079312
47,2016-07-19,5,0.0023354700854700855,-0.25544959128065403,TSLA,45.0,45.81999969482422,44.95000076293945,45.05199813842773,45.05199813842773,15575500,42,9.0,,0.09,3.78,0.40200042724609375,0.008851125847215924
48,2016-07-20,11,0.003938034188034188,0.6861848124428178,TSLA,45.29399871826172,45.959999084472656,45.0,45.672000885009766,45.672000885009766,12842500,51,9.0,,0.09,4.59,0.1399993896484375,0.0030554210078759247
49,2016-07-21,4,0.0020683760683760685,-0.4747693977211068,TSLA,45.20000076293945,45.56999969482422,43.81999969482422,44.09999847412109,44.09999847412109,22143500,90,9.0,,0.09,8.1,-0.3899993896484375,-0.008485626575658434
50,2016-07-22,5,0.0023354700854700855,0.12913223140495855,TSLA,44.39799880981445,44.900001525878906,43.7760009765625,44.45399856567383,44.45399856567383,12898500,55,9.0,,0.09,4.95,-0.6699981689453125,-0.014702615172968891
51,2016-07-25,6,0.0026025641025641025,0.6963788300835654,TSLA,44.45399856567383,46.27799987792969,44.27399826049805,46.00199890136719,46.00199890136719,22453500,48,9.0,,0.09,4.32,1.3779983520507812,0.03069038541694802
52,2016-07-26,4,0.0020683760683760685,-0.20525451559934316,TSLA,45.53799819946289,46.0,45.060001373291016,45.902000427246094,45.902000427246094,17150000,50,9.0,,0.09,4.5,-0.2779998779296875,-0.006007171413263013
53,2016-07-27,2,0.0015341880341880343,-0.25826446280991733,TSLA,45.86800003051758,46.672000885009766,45.38399887084961,45.698001861572266,45.698001861572266,14445000,51,9.0,,0.09,4.59,0.6720008850097656,0.014608714891516605
54,2016-07-28,8,0.003136752136752137,1.0445682451253484,TSLA,45.59000015258789,46.152000427246094,45.31999969482422,46.12200164794922,46.12200164794922,12095500,46,9.0,,0.09,4.14,-0.5200004577636719,-0.011141593415822215
55,2016-07-29,2,0.0015341880341880343,-0.5108991825613078,TSLA,46.13999938964844,47.055999755859375,46.04800033569336,46.95800018310547,46.95800018310547,15354000,51,9.0,,0.09,4.59,0.9039993286132812,0.019587435436051015
56,2016-08-01,7,0.00286965811965812,0.870473537604457,TSLA,47.09999847412109,47.32600021362305,45.8759994506836,46.00199890136719,46.00199890136719,20081500,66,7.0,False,0.07,4.62,0.2700004577636719,0.005737854028487588
57,2016-08-02,6,0.0026025641025641025,-0.09307520476545061,TSLA,45.874000549316406,45.9739990234375,44.27999877929688,45.43999862670898,45.43999862670898,19672000,50,7.0,,0.07,3.5000000000000004,-1.3520011901855469,-0.028567831299556312
58,2016-08-03,28,0.008478632478632479,2.257799671592775,TSLA,45.4739990234375,45.93999862670898,44.84199905395508,45.15800094604492,45.15800094604492,19439000,100,7.0,,0.07,7.000000000000001,-0.03400039672852273,-0.0007395570855428524
59,2016-08-04,3,0.0018012820512820513,-0.7875504032258065,TSLA,45.13800048828125,46.172000885009766,44.40999984741211,46.12200164794922,46.12200164794922,20735000,83,7.0,,0.07,5.8100000000000005,0.23200225830078836,0.00505011461114635
60,2016-08-05,5,0.0023354700854700855,0.2965599051008303,TSLA,46.0,46.400001525878906,45.47999954223633,46.00600051879883,46.00600051879883,16026000,36,7.0,,0.07,2.5200000000000005,0.22800064086914062,0.004938071482692985
61,2016-08-08,2,0.0015341880341880343,-0.3430924062214089,TSLA,45.59999847412109,45.91999816894531,45.21799850463867,45.23199844360352,45.23199844360352,11318000,36,7.0,,0.07,2.5200000000000005,-0.48000335693359375,-0.010344899593718315
62,2016-08-09,1,0.001267094017094017,-0.1740947075208914,TSLA,45.36399841308594,46.30799865722656,45.33000183105469,45.81600189208984,45.81600189208984,11039000,29,7.0,,0.07,2.03,0.38800048828125,0.008449488322141319
63,2016-08-10,0,0.001,-0.2107925801011804,TSLA,45.64799880981445,45.9739990234375,44.92399978637695,45.130001068115234,45.130001068115234,11691500,29,7.0,,0.07,2.03,-0.3339996337890625,-0.007212568961602939
64,2016-08-12,2,0.0015341880341880343,0.5341880341880343,TSLA,45.08200073242188,45.33000183105469,44.80799865722656,45.12200164794922,45.12200164794922,9067500,25,7.0,,0.07,1.7500000000000002,-0.6439971923828125,-0.014007856746473202
65,2016-08-15,9,0.003403846153846154,0.6456611570247934,TSLA,45.20399856567383,45.900001525878906,44.98600006103516,45.11800003051758,45.11800003051758,10171500,31,7.0,,0.07,2.1700000000000004,0.5699996948242188,0.012574446763726321
66,2016-08-16,1,0.001267094017094017,-0.627746390458255,TSLA,45.09799957275391,45.4379997253418,44.68199920654297,44.72200012207031,44.72200012207031,11335500,24,7.0,,0.07,1.6800000000000002,-0.4620018005371094,-0.010065398369902612
67,2016-08-18,1,0.001267094017094017,0.0,TSLA,44.76399993896485,45.13199996948242,44.45800018310547,44.70199966430664,44.70199966430664,8572500,20,7.0,,0.07,1.4,-0.305999755859375,-0.006734446007945927
68,2016-08-19,1,0.001267094017094017,0.0,TSLA,44.70800018310547,45.03400039672852,44.50600051879883,45.0,45.0,8297500,19,7.0,,0.07,1.33,-0.09799957275389914,-0.002171398848271
69,2016-08-23,12,0.004205128205128205,2.318718381112985,TSLA,44.86399841308594,45.698001861572266,44.560001373291016,44.96799850463867,44.96799850463867,23922000,50,7.0,,0.07,3.5000000000000004,0.6640014648437429,0.014744447728254118
70,2016-08-24,5,0.0023354700854700855,-0.44461382113821135,TSLA,45.40999984741211,45.43000030517578,44.44400024414063,44.52399826049805,44.52399826049805,12853500,42,7.0,,0.07,2.9400000000000004,-0.2680015563964844,-0.005864623079326559
71,2016-08-25,1,0.001267094017094017,-0.4574565416285453,TSLA,44.62200164794922,44.7599983215332,44.15399932861328,44.19200134277344,44.19200134277344,8812500,25,7.0,,0.07,1.7500000000000002,-0.6700019836425781,-0.014748007465151702
72,2016-08-29,9,0.003403846153846154,1.6863406408094437,TSLA,44.02999877929688,44.08000183105469,43.0,43.040000915527344,43.040000915527344,16331500,22,7.0,,0.07,1.54,-0.6799964904785156,-0.0151920579977185
73,2016-08-30,14,0.004739316239316239,0.39234149403640917,TSLA,43.22200012207031,43.22200012207031,42.104000091552734,42.26800155639648,42.26800155639648,15844500,33,7.0,,0.07,2.31,-0.858001708984375,-0.019464647761877063
74,2016-08-31,3,0.0018012820512820513,-0.6199278629395852,TSLA,42.08599853515625,42.52000045776367,41.72999954223633,42.402000427246094,42.402000427246094,16382500,27,7.0,,0.07,1.89,-0.7019996643066406,-0.01624172093665288
75,2016-09-01,15,0.005006410256410256,1.7793594306049823,TSLA,41.80199813842773,42.220001220703125,40.09999847412109,40.15399932861328,40.15399932861328,39715500,94,7.0,False,0.07,6.580000000000001,-0.2999992370605469,-0.007055485273537165
76,2016-09-02,6,0.0026025641025641025,-0.4801536491677336,TSLA,40.46599960327149,40.63999938964844,39.2400016784668,39.555999755859375,39.555999755859375,29887000,100,7.0,,0.07,7.000000000000001,-1.5800018310546875,-0.0374230645516872
77,2016-09-06,38,0.011149572649572649,4.390495867768594,TSLA,39.80400085449219,40.650001525878906,39.79999923706055,40.56600189208984,40.56600189208984,21953000,68,7.0,,0.07,4.760000000000001,0.01000213623046875,0.0002461155605484322
78,2016-09-07,2,0.0015341880341880343,-0.8623993867382138,TSLA,41.09999847412109,41.29999923706055,40.141998291015625,40.34199905395508,40.34199905395508,18204500,58,7.0,,0.07,4.0600000000000005,0.6499977111816406,0.01599010299588377
79,2016-09-08,4,0.0020683760683760685,0.3481894150417828,TSLA,39.90999984741211,39.97800064086914,39.27199935913086,39.47200012207031,39.47200012207031,16889500,54,7.0,,0.07,3.78,-1.3219985961914062,-0.032009651830819164
80,2016-09-09,4,0.0020683760683760685,0.0,TSLA,39.81800079345703,39.98400115966797,38.7400016784668,38.89400100708008,38.89400100708008,18785000,50,7.0,,0.07,3.5000000000000004,0.006000518798828125,0.00015009552010192273
81,2016-09-12,1,0.001267094017094017,-0.3873966942148761,TSLA,39.0,40.27399826049805,38.81999969482422,39.65999984741211,39.65999984741211,18576000,59,7.0,,0.07,4.130000000000001,0.2899971008300781,0.007252828441856929
82,2016-09-13,1,0.001267094017094017,0.0,TSLA,39.4119987487793,39.698001861572266,38.68999862670898,39.209999084472656,39.209999084472656,17947000,59,7.0,,0.07,4.130000000000001,-0.5759963989257812,-0.014301942290411596
83,2016-09-14,10,0.003670940170940171,1.8971332209106242,TSLA,39.150001525878906,39.58399963378906,38.97200012207031,39.28200149536133,39.28200149536133,11272500,57,7.0,,0.07,3.99,-0.11400222778320312,-0.002871737176614819
84,2016-09-15,2,0.0015341880341880343,-0.5820721769499417,TSLA,39.29800033569336,40.50400161743164,39.27999877929688,40.08399963378906,40.08399963378906,15386000,52,7.0,,0.07,3.640000000000001,0.9200019836425781,0.02324176415101986
85,2016-09-16,2,0.0015341880341880343,0.0,TSLA,40.08399963378906,41.13999938964844,39.79999923706055,41.08000183105469,41.08000183105469,15539000,56,7.0,,0.07,3.92,0.6359977722167969,0.01570209724520355
86,2016-09-19,1,0.001267094017094017,-0.513136288998358,TSLA,41.400001525878906,41.88600158691406,41.0,41.26800155639648,41.26800155639648,11497500,43,7.0,,0.07,3.01,0.746002197265625,0.018133257373196043
87,2016-09-20,5,0.0023354700854700855,0.8431703204047218,TSLA,41.369998931884766,41.54999923706055,40.78200149536133,40.928001403808594,40.928001403808594,12052500,52,7.0,,0.07,3.640000000000001,-0.3360023498535156,-0.008021829182150664
88,2016-09-21,8,0.003136752136752137,0.34309240622140913,TSLA,41.27399826049805,41.400001525878906,40.3120002746582,41.04399871826172,41.04399871826172,13167500,47,7.0,,0.07,3.2900000000000005,-0.14999771118164062,-0.003610053283655712
89,2016-09-22,1,0.001267094017094017,-0.596049046321526,TSLA,41.27999877929688,41.45600128173828,40.59999847412109,41.2859992980957,41.2859992980957,11914500,60,7.0,,0.07,4.2,0.055999755859375,0.001352651057859644
90,2016-09-23,1,0.001267094017094017,0.0,TSLA,41.198001861572266,42.0359992980957,41.13399887084961,41.4900016784668,41.4900016784668,14526000,53,7.0,,0.07,3.71,0.5799980163574219,0.013990688885204161
91,2016-09-27,2,0.0015341880341880343,0.21079258010118052,TSLA,41.93000030517578,41.99599838256836,40.922000885009766,41.1619987487793,41.1619987487793,16866000,48,7.0,,0.07,3.3600000000000003,-0.04000091552734375,-0.0009515871204507365
92,2016-09-28,1,0.001267094017094017,-0.1740947075208914,TSLA,41.50199890136719,41.650001525878906,41.05199813842773,41.25400161743164,41.25400161743164,10442000,35,7.0,,0.07,2.45,-0.3459968566894531,-0.008238805362776436
93,2016-09-30,2,0.0015341880341880343,0.21079258010118052,TSLA,40.44200134277344,40.99599838256836,39.90999984741211,40.805999755859375,40.805999755859375,12931500,34,7.0,,0.07,2.3800000000000003,-0.6540031433105469,-0.0157023558067384
94,2016-10-03,6,0.0026025641025641025,0.44483985765124556,TSLA,42.459999084472656,43.13399887084961,41.650001525878906,42.7400016784668,42.7400016784668,29999500,56,8.0,,0.08,4.48,2.13800048828125,0.05215144337575972
95,2016-10-04,2,0.0015341880341880343,-0.4105090311986863,TSLA,42.619998931884766,42.66400146484375,41.76399993896485,42.28200149536133,42.28200149536133,17707500,34,8.0,,0.08,2.72,-0.4699974060058594,-0.010896216866261632
96,2016-10-05,4,0.0020683760683760685,0.3481894150417828,TSLA,42.448001861572266,42.630001068115234,41.624000549316406,41.69200134277344,41.69200134277344,9387500,26,8.0,,0.08,2.08,-0.034000396728515625,-0.0007969340793440027
97,2016-10-06,1,0.001267094017094017,-0.3873966942148761,TSLA,40.492000579833984,40.84199905395508,40.04199981689453,40.20000076293945,40.20000076293945,23517000,34,8.0,,0.08,2.72,-1.7880020141601562,-0.04194234035563926
98,2016-10-07,1,0.001267094017094017,0.0,TSLA,40.20000076293945,40.26399993896485,39.15999984741211,39.321998596191406,39.321998596191406,17465000,28,8.0,,0.08,2.24,-0.5779991149902273,-0.01415207698885279
99,2016-10-10,3,0.0018012820512820513,0.1740947075208914,TSLA,40.27000045776367,40.82799911499024,39.93199920654297,40.18999862670898,40.18999862670898,16581500,30,8.0,,0.08,2.4,0.5639991760253906,0.014007529725818202
100,2016-10-11,1,0.001267094017094017,-0.2965599051008304,TSLA,40.369998931884766,40.43999862670898,39.6619987487793,40.02000045776367,40.02000045776367,11642000,28,8.0,,0.08,2.24,-0.3880004882812642,-0.009503294226799519
101,2016-10-12,5,0.0023354700854700855,0.8431703204047218,TSLA,40.18999862670898,40.7760009765625,40.08399963378906,40.30199813842773,40.30199813842773,9853500,28,8.0,,0.08,2.24,0.33600234985352273,0.008308663730557164
102,2016-10-13,3,0.0018012820512820513,-0.22872827081427272,TSLA,40.09999847412109,40.18000030517578,39.40999984741211,40.04800033569336,40.04800033569336,12473000,23,8.0,,0.08,1.84,-0.5960006713867188,-0.014616457158937446
103,2016-10-14,6,0.0026025641025641025,0.44483985765124556,TSLA,40.13199996948242,40.2859992980957,39.2599983215332,39.30199813842773,39.30199813842773,21349500,25,8.0,,0.08,2.0,0.10599899291992188,0.002638103337850639
104,2016-10-17,8,0.003136752136752137,1.4755480607082632,TSLA,39.40999984741211,39.678001403808594,38.400001525878906,38.79199981689453,38.79199981689453,22770500,32,8.0,,0.08,2.56,-0.6079978942871094,-0.015092039539300939
105,2016-10-18,19,0.006074786324786325,0.9366485013623977,TSLA,39.198001861572266,39.89400100708008,38.652000427246094,39.81999969482422,39.81999969482422,28402500,33,8.0,,0.08,2.64,0.21599960327148438,0.005443812582020646
106,2016-10-19,14,0.004739316239316239,-0.2198381990854732,TSLA,39.948001861572266,41.33200073242188,39.61199951171875,40.71200180053711,40.71200180053711,34956000,50,8.0,,0.08,4.0,1.437999725341804,0.036045512835040094
107,2016-10-20,26,0.007944444444444445,0.6762849413886387,TSLA,40.42399978637695,40.59999847412109,39.40999984741211,39.81999969482422,39.81999969482422,25364500,58,8.0,,0.08,4.64,-0.7320022583007955,-0.01771030304193799
108,2016-10-21,5,0.0023354700854700855,-0.7060247444862829,TSLA,39.720001220703125,40.31399917602539,39.48199844360352,40.01800155639648,40.01800155639648,14717000,29,8.0,,0.08,2.32,-0.285999298095696,-0.007044317951834245
109,2016-10-24,12,0.004205128205128205,0.4653760238272522,TSLA,40.20000076293945,40.790000915527344,40.04999923706055,40.55199813842773,40.55199813842773,13758000,35,8.0,,0.08,2.8000000000000003,0.4760017395019531,0.011807355986280577
110,2016-10-25,11,0.003938034188034188,-0.06351626016260159,TSLA,40.58000183105469,40.9379997253418,40.2400016784668,40.46799850463867,40.46799850463867,12225000,37,8.0,,0.08,2.96,0.14799880981445312,0.0036283110196773105
111,2016-10-26,21,0.006608974358974359,0.6782419967444384,TSLA,40.20000076293945,40.63800048828125,40.02000045776367,40.448001861572266,40.448001861572266,28164000,88,8.0,,0.08,7.04,-0.2999992370605469,-0.007328136183332834
112,2016-10-27,10,0.003670940170940171,-0.44455221467830586,TSLA,42.26800155639648,42.7400016784668,40.33000183105469,40.80199813842773,40.80199813842773,65468500,100,8.0,,0.08,8.0,2.102001190185547,0.05172501513187644
113,2016-10-28,4,0.0020683760683760685,-0.43655413271245636,TSLA,40.79999923706055,41.06399917602539,39.96599960327149,39.99399948120117,39.99399948120117,21400500,44,8.0,,0.08,3.52,-1.6760025024414062,-0.03921390820360704
114,2016-10-31,12,0.004205128205128205,1.7409470752089136,TSLA,40.49800109863281,40.49800109863281,39.1619987487793,39.54600143432617,39.54600143432617,23461500,34,8.0,,0.08,2.72,-0.5659980773925781,-0.013783316012801472
115,2016-11-01,11,0.003938034188034188,-0.06351626016260159,TSLA,39.608001708984375,39.70000076293945,37.62200164794922,38.15800094604492,38.15800094604492,35300000,83,8.0,False,0.08,6.640000000000001,-0.7980003356933594,-0.01970468452874574
116,2016-11-02,18,0.005807692307692308,0.47476939772110693,TSLA,38.0099983215332,38.540000915527344,37.50199890136719,37.604000091552734,37.604000091552734,21267000,78,8.0,,0.08,6.24,-1.1599998474121094,-0.029219139171780206
117,2016-11-03,1,0.001267094017094017,-0.7818248712288447,TSLA,37.79999923706055,38.29399871826172,37.40800094604492,37.48400115966797,37.48400115966797,13265000,62,8.0,,0.08,4.96,-0.246002197265625,-0.0063830355843741415
118,2016-11-04,1,0.001267094017094017,0.0,TSLA,37.79999923706055,38.69200134277344,37.19200134277344,38.11199951171875,38.11199951171875,25730000,61,8.0,,0.08,4.88,0.39800262451171875,0.010393341981335569
119,2016-11-09,6,0.0026025641025641025,1.0539629005059021,TSLA,37.3759994506836,38.400001525878906,36.790000915527344,38.012001037597656,38.012001037597656,40865500,100,8.0,,0.08,8.0,-0.29199981689453125,-0.0075467747017710085
120,2016-11-10,8,0.003136752136752137,0.20525451559934327,TSLA,38.209999084472656,38.321998596191406,36.08399963378906,37.06999969482422,37.06999969482422,33751500,90,8.0,,0.08,7.2,-0.0780029296875,-0.0020313262132276577
