,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,GM_unscaled,GM_monthly,isPartial,scale,GM,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-03,1,0.005741064916119621,-0.422142280302474,GM,31.56999969482422,31.600000381469727,30.670000076293945,31.25,26.115650177001957,15046300,92,72.0,,0.72,66.24,,
1,2016-05-06,1,0.005741064916119621,0.0,GM,30.729999542236328,31.11000061035156,30.559999465942383,30.959999084472656,25.87329864501953,11427900,91,72.0,,0.72,65.52,-0.4899997711181676,-0.015506321683638413
2,2016-05-10,1,0.005741064916119621,0.0,GM,30.899999618530277,31.3700008392334,30.84000015258789,31.350000381469727,26.199220657348636,9185400,91,72.0,,0.72,65.52,0.2600002288818395,0.008357448530403655
3,2016-05-17,1,0.005741064916119621,-0.13704637649380547,GM,30.399999618530277,30.780000686645508,30.280000686645508,30.6299991607666,25.59751892089844,9542900,90,72.0,,0.72,64.8,-0.5900001525878906,-0.01880778249294779
4,2016-05-23,1,0.005741064916119621,-0.18189377403596296,GM,30.5,30.6299991607666,30.350000381469727,30.59000015258789,25.564088821411133,6698900,92,72.0,,0.72,66.24,-0.15000152587890625,-0.0048733438119767936
5,2016-05-24,3,0.006105762217359592,0.06352432981832057,GM,30.649999618530277,31.07999992370605,30.6200008392334,31.049999237060547,25.948509216308597,8743100,87,72.0,,0.72,62.64,0.4500007629394496,0.01469150425298893
6,2016-06-01,3,0.006105762217359592,-0.028998956037582513,GM,31.149999618530277,31.149999618530277,29.8700008392334,30.21999931335449,25.25487899780273,26002300,99,68.0,False,0.68,67.32000000000001,0.06999969482422586,0.0022522424387405593
7,2016-06-08,9,0.007199854121079504,0.17919006092462064,GM,30.0,30.030000686645508,29.520000457763672,29.56999969482422,25.026262283325195,12990900,89,68.0,,0.68,60.52,-1.1199989318847692,-0.035955022330674824
8,2016-06-24,1,0.005741064916119621,-0.16006829580621063,GM,28.57999992370605,29.040000915527344,28.25,28.350000381469727,23.993724822998047,30181100,85,68.0,,0.68,57.8,-0.9899997711181641,-0.03296702459145873
9,2016-06-27,14,0.008111597374179432,0.4129081438190829,GM,28.09000015258789,28.100000381469727,27.34000015258789,27.51000022888184,23.28280258178711,18634200,91,68.0,,0.68,61.88,-0.9400005340576172,-0.03236916337543949
10,2016-07-12,26,0.010299781181619255,0.7388252678241594,GM,30.450000762939453,30.850000381469727,30.38999938964844,30.600000381469727,25.897993087768555,16786300,99,67.0,,0.67,66.33,2.75,0.09786476735471727
11,2016-07-13,2,0.005923413566739606,-0.42489908646696406,GM,30.6299991607666,30.690000534057617,30.21999931335449,30.6299991607666,25.923383712768555,13303600,97,67.0,,0.67,64.99000000000001,-0.15999984741210938,-0.005186380727185136
12,2016-07-14,1,0.005741064916119621,-0.030784386159339983,GM,30.8799991607666,31.049999237060547,30.600000381469727,30.76000022888184,26.033409118652344,11306400,85,67.0,,0.67,56.95,0.3599987030029297,0.011730162813240463
13,2016-07-18,2,0.005923413566739606,0.03176216490916017,GM,30.75,31.100000381469727,30.61000061035156,30.8700008392334,26.126501083374023,8732300,100,67.0,,0.67,67.0,0.05000114440917969,0.001610342854678759
14,2016-07-21,17,0.008658643326039387,0.46176579239009974,GM,31.489999771118164,32.869998931884766,31.489999771118164,32.029998779296875,27.108259201049805,36218500,98,67.0,,0.67,65.66000000000001,1.769998550415039,0.05691313597120251
15,2016-07-25,1,0.005741064916119621,-0.13704637649380547,GM,32.189998626708984,32.36000061035156,31.959999084472656,32.060001373291016,27.13364601135254,11324900,96,67.0,,0.67,64.32000000000001,-0.5099983215332031,-0.015515617222563782
16,2016-07-27,1,0.005741064916119621,0.0,GM,32.18000030517578,32.290000915527344,31.96999931335449,32.02000045776367,27.099794387817383,9159500,88,67.0,,0.67,58.96,-0.06999969482421875,-0.002163154929046174
17,2016-07-28,2,0.005923413566739606,0.03176216490916017,GM,31.049999237060547,31.200000762939453,30.649999618530277,30.989999771118164,26.228063583374023,20363900,87,67.0,,0.67,58.290000000000006,-1.0900001525878906,-0.03375658475326149
18,2016-07-29,1,0.005741064916119621,-0.030784386159339983,GM,30.790000915527344,31.549999237060547,30.780000686645508,31.540000915527344,26.693553924560547,16150500,87,67.0,,0.67,58.290000000000006,0.34999847412109375,0.011217899537260045
19,2016-08-15,1,0.005741064916119621,0.0,GM,31.59000015258789,31.88999938964844,31.549999237060547,31.86000061035156,26.96437644958496,9345300,98,66.0,,0.66,64.68,0.3400001525878942,0.010776550263383422
20,2016-08-16,9,0.007199854121079504,0.2540973192732816,GM,31.809999465942383,31.850000381469727,31.61000061035156,31.709999084472656,26.83742904663086,9888500,94,66.0,,0.66,62.040000000000006,-0.03999900817871449,-0.0012542806191365719
