,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,ATVI_unscaled,ATVI_monthly,isPartial,scale,ATVI,Stock_Price_Change,Stock_Price_Change_Percent
214,2017-10-04,3,0.060637912673056446,-0.05005088506648425,ATVI,63.06999969482422,63.33000183105469,62.150001525878906,62.630001068115234,61.11246871948242,6693000,49,38.0,,0.38,18.62,-0.45999908447265625,-0.0072111471683752315
215,2017-10-05,4,0.06170287539936102,0.017562654770895136,ATVI,62.650001525878906,63.2400016784668,62.209999084472656,63.09000015258789,61.561317443847656,4505500,61,38.0,,0.38,23.18,-0.09000015258789062,-0.0014211297960796676
216,2017-10-09,2,0.059572949946751864,-0.034519063152625984,ATVI,61.5,61.7400016784668,60.560001373291016,61.18000030517578,59.69759750366211,8840900,71,38.0,,0.38,26.98,-1.5,-0.023719164455853425
217,2017-10-11,12,0.07022257720979766,0.17876615599134782,ATVI,61.27000045776367,61.38999938964844,60.52000045776367,61.36000061035156,59.87324142456055,5644600,71,38.0,,0.38,26.98,-0.3500022888183594,-0.0056689711581338065
218,2017-10-13,3,0.060637912673056446,-0.13648978601434658,ATVI,62.380001068115234,62.43999862670898,60.54999923706055,61.08000183105469,59.60002136230469,7151600,66,38.0,,0.38,25.08,1.0499992370605398,0.01710375057012281
219,2017-10-16,3,0.060637912673056446,0.036404011722091845,ATVI,61.119998931884766,61.970001220703125,61.0099983215332,61.47999954223633,59.99032211303711,4538700,53,38.0,,0.38,20.14,-0.46999740600585227,-0.007527184758854388
220,2017-10-17,2,0.059572949946751864,-0.017562654770895247,ATVI,61.52999877929688,61.86000061035156,60.970001220703125,61.65999984741211,60.16596603393555,2674800,57,38.0,,0.38,21.66,-0.1100006103515625,-0.0017750622589113307
221,2017-10-18,1,0.05850798722044728,-0.017876615599134782,ATVI,61.720001220703125,62.119998931884766,61.459999084472656,61.5,60.00984191894531,3930200,49,38.0,,0.38,18.62,0.2599983215332031,0.004203011945811408
222,2017-10-20,2,0.059572949946751864,0.018202005861045922,ATVI,62.47999954223633,63.13999938964844,62.22999954223633,62.630001068115234,61.11246871948242,5283200,67,38.0,,0.38,25.46,1.0200004577636719,0.016419840233450556
223,2017-10-23,6,0.06383280085197018,0.07150646239653913,ATVI,62.70000076293945,62.880001068115234,61.22999954223633,61.459999084472656,59.9708137512207,4281000,56,38.0,,0.38,21.28,-0.2599983215332031,-0.0041178068426752645
224,2017-10-24,2,0.059572949946751864,-0.066734513421979,ATVI,61.93999862670898,63.33000183105469,61.7400016784668,62.72999954223633,61.21003723144531,6098700,96,38.0,,0.38,36.48,0.4500007629394531,0.0071565005613150046
225,2017-10-25,36,0.09578168264110756,0.6078049303705821,ATVI,62.27999877929688,62.59999847412109,61.18999862670898,61.810001373291016,60.31233596801758,5419600,68,38.0,,0.38,25.84,-0.7300033569336009,-0.011526975143329898
226,2017-10-27,1,0.05850798722044728,-0.38915264790580284,ATVI,62.36000061035156,64.2699966430664,62.36000061035156,64.13999938964844,62.58587646484375,6174600,86,38.0,,0.38,32.68,1.6699981689453196,0.02667728769411548
227,2017-10-30,4,0.06170287539936102,-0.04922955742627877,ATVI,64.33000183105469,65.58000183105469,64.2699966430664,65.30000305175781,63.7177734375,6567700,52,38.0,,0.38,19.76,1.3100051879882812,0.020382842016681613
228,2017-10-31,14,0.07235250266240682,0.17259531576313036,ATVI,65.33999633789062,66.02999877929688,64.86000061035156,65.48999786376953,63.90316390991211,6876900,100,38.0,,0.38,38.0,0.4499969482421875,0.006861801397954448
229,2017-11-01,2,0.059572949946751864,-0.17662903486951542,ATVI,65.69000244140625,65.77999877929688,64.25,65.33000183105469,63.74703979492188,5139100,45,64.0,False,0.64,28.8,-0.25,-0.0037861578770524984
230,2017-11-02,19,0.07767731629392971,0.30390246518529107,ATVI,65.41000366210938,65.83999633789062,64.83000183105469,65.44999694824219,63.8641357421875,6129400,85,64.0,,0.64,54.4,0.05999755859375,0.0009120942491205319
231,2017-11-03,8,0.06596272630457935,-0.15081095161710456,ATVI,66.87000274658203,67.02999877929688,62.11000061035156,63.20000076293945,61.66865158081055,18879300,100,64.0,,0.64,64.0,1.19000244140625,0.018074157162754956
232,2017-11-06,3,0.060637912673056446,0.0,ATVI,63.40999984741211,63.720001220703125,60.709999084472656,60.869998931884766,59.39510726928711,12947200,54,64.0,,0.64,34.56,-3.30999755859375,-0.049380838712115405
233,2017-11-07,41,0.10110649627263046,0.6673808812940165,ATVI,61.09000015258789,61.34999847412109,60.09999847412109,60.959999084472656,59.48292922973633,7597800,46,64.0,,0.64,29.44,-2.3700027465820384,-0.03719401602603867
234,2017-11-08,1,0.05850798722044728,-0.4213231654009417,ATVI,62.5,64.9000015258789,62.150001525878906,64.55000305175781,62.98594665527344,12604700,78,64.0,,0.64,49.92,3.5500030517578196,0.057864761859045544
235,2017-11-09,14,0.07235250266240682,0.23662607619359677,ATVI,63.4900016784668,64.18000030517578,62.59000015258789,63.310001373291016,61.7759895324707,5421700,36,64.0,,0.64,23.04,-0.720001220703125,-0.011094009303158847
236,2017-11-10,1,0.05850798722044728,-0.19134812110864163,ATVI,62.869998931884766,63.06999969482422,62.25,63.0,61.4734992980957,4858900,40,64.0,,0.64,25.6,-1.1100006103515625,-0.01729511693788577
237,2017-11-13,2,0.059572949946751864,0.018202005861045922,ATVI,62.720001220703125,63.970001220703125,62.66999816894531,63.619998931884766,62.07847213745117,3036800,30,64.0,,0.64,19.2,0.9000015258789062,0.014269883149417018
238,2017-11-15,1,0.05850798722044728,-0.017876615599134782,ATVI,63.43000030517578,63.66999816894531,62.5,62.88999938964844,61.36616134643555,4071100,33,64.0,,0.64,21.12,-0.3000030517578125,-0.0046897459126625796
239,2017-11-16,47,0.10749627263045794,0.8372922696081109,ATVI,63.130001068115234,64.41000366210938,63.040000915527344,64.12999725341797,62.576114654541016,4589000,24,64.0,,0.64,15.36,0.7400054931640625,0.011622514754916269
240,2017-11-17,20,0.0787422790202343,-0.26748828500381416,ATVI,64.0,64.44000244140625,63.18000030517578,64.0999984741211,62.54684448242188,4213400,39,64.0,,0.64,24.96,0.029998779296875,0.00046574720681968884
241,2017-11-21,1,0.05850798722044728,0.018539461243256117,ATVI,64.48999786376953,64.94999694824219,64.19000244140625,64.5,62.937156677246094,3749400,15,64.0,,0.64,9.6,0.5099945068359375,0.007914253375450597
242,2017-11-27,5,0.0627678381256656,-0.01668362835549486,ATVI,66.18000030517578,66.44999694824219,65.62999725341797,65.73999786376953,64.14710998535156,4116600,20,64.0,,0.64,12.8,1.5,0.02309468930684222
243,2017-11-29,32,0.09152183173588925,0.45810074823122227,ATVI,65.61000061035156,65.70999908447266,61.95000076293945,62.0099983215332,60.50748443603516,9261600,38,64.0,,0.64,24.32,-0.7399978637695312,-0.011136160989531962
244,2017-11-30,2,0.059572949946751864,-0.3490848159741212,ATVI,62.54999923706055,62.72999954223633,60.86000061035156,62.400001525878906,60.88803482055664,8947400,34,64.0,,0.64,21.76,-2.979999542236328,-0.045350777412208276
245,2017-12-01,1,0.05850798722044728,-0.017876615599134782,ATVI,61.959999084472656,62.68999862670898,60.709999084472656,61.959999084472656,60.45869445800781,5443400,94,37.0,False,0.37,34.78,-0.040000915527350855,-0.0006376680347401908
246,2017-12-04,2,0.059572949946751864,0.018202005861045922,ATVI,62.38999938964844,62.47999954223633,58.34999847412109,58.59999847412109,57.18011093139648,12491600,84,37.0,,0.37,31.08,-0.20999908447264914,-0.0033498020270043005
247,2017-12-06,3,0.060637912673056446,0.017876615599134782,ATVI,59.47999954223633,60.810001373291016,58.630001068115234,60.75,59.27801513671875,8302600,76,37.0,,0.37,28.12,-1.6699981689453125,-0.026728524026579104
248,2017-12-07,16,0.07448242811501597,0.228314512021637,ATVI,60.79999923706055,62.45000076293945,60.68999862670898,61.56999969482422,60.0781478881836,7202200,85,37.0,,0.37,31.45,1.6399993896484375,0.026969237832787707
249,2017-12-08,1,0.05850798722044728,-0.21447261184746702,ATVI,62.2599983215332,63.5099983215332,62.040000915527344,62.43000030517578,60.91731262207031,6009100,48,37.0,,0.37,17.759999999999998,1.05999755859375,0.01697353956195302
250,2017-12-12,2,0.059572949946751864,-0.017562654770895247,ATVI,64.11000061035156,64.69000244140625,63.20000076293945,64.4000015258789,62.839576721191406,6460100,80,37.0,,0.37,29.6,1.1800041198730469,0.018579816580989617
251,2017-12-14,2,0.059572949946751864,0.0,ATVI,64.69999694824219,65.44999694824219,64.54000091552734,65.02999877929688,63.45430755615234,4737100,91,37.0,,0.37,33.67,0.7599945068359375,0.011748252869897557
252,2017-12-19,4,0.06170287539936102,0.035753231198269564,ATVI,66.0999984741211,66.25,64.38999938964844,64.9000015258789,63.32746124267578,6141600,89,37.0,,0.37,32.93,0.8000030517578125,0.012223118243847253
253,2017-12-21,1,0.05850798722044728,-0.05177859472893909,ATVI,64.51000213623047,65.19999694824219,64.13999938964844,65.08000183105469,63.50310516357422,3362500,52,37.0,,0.37,19.24,-1.0500030517578125,-0.015849102668042403
254,2017-12-27,1,0.05850798722044728,-0.08341814177747386,ATVI,63.66999816894531,63.7400016784668,63.06999969482422,63.34000015258789,61.80525588989258,4840700,48,37.0,,0.37,17.759999999999998,-1.4599952697753906,-0.0223925665354614
255,2018-01-02,16,0.07448242811501597,0.2730300879156884,ATVI,63.540000915527344,64.66999816894531,63.369998931884766,64.30999755859375,62.75175094604492,5138800,28,47.0,,0.47,13.16,0.9299964904785156,0.01459046855959989
256,2018-01-03,3,0.060637912673056446,-0.18587626360113807,ATVI,64.55000305175781,65.75,64.4000015258789,65.30999755859375,63.7275276184082,4383900,24,47.0,,0.47,11.28,1.0800018310546875,0.016700198880990724
257,2018-01-05,1,0.05850798722044728,-0.035125309541790384,ATVI,64.87999725341797,66.47000122070312,64.48999786376953,66.37000274658203,64.7618408203125,4999100,36,47.0,,0.47,16.919999999999998,0.720001220703125,0.010950588908032355
258,2018-01-09,2,0.059572949946751864,-0.05090008313680239,ATVI,66.75,66.75,64.9000015258789,66.19000244140625,64.5862045288086,5995900,27,47.0,,0.47,12.69,0.279998779296875,0.004212408216560437
259,2018-01-11,5,0.0627678381256656,0.053629846797404124,ATVI,68.29000091552734,69.33000183105469,67.2300033569336,69.23999786376953,67.56229400634766,8176300,100,47.0,,0.47,47.0,2.5800018310546875,0.03865171282478941
260,2018-01-16,1,0.05850798722044728,0.0,ATVI,70.91999816894531,71.18000030517578,68.4000015258789,68.70999908447266,67.04513549804688,5371700,54,47.0,,0.47,25.38,1.8499984741210938,0.026683952477445816
261,2018-01-17,14,0.07235250266240682,0.23662607619359677,ATVI,69.97000122070312,70.81999969482422,68.79000091552734,70.36000061035156,68.65516662597656,7076100,45,47.0,,0.47,21.15,-0.3600006103515625,-0.005057609002642627
262,2018-01-18,9,0.06702768903088392,-0.07359543119563139,ATVI,70.11000061035156,70.72000122070312,69.16999816894531,69.80000305175781,68.1087417602539,5620200,66,47.0,,0.47,31.02,-0.09999847412109375,-0.0014120089600678787
263,2018-01-22,2,0.059572949946751864,-0.1112187991547372,ATVI,70.44999694824219,71.4000015258789,69.68000030517578,71.30000305175781,69.5723876953125,3862700,51,47.0,,0.47,23.97,0.6800003051757812,0.009615388764681043
264,2018-01-23,2,0.059572949946751864,0.0,ATVI,71.31999969482422,72.37000274658203,71.1500015258789,71.55000305175781,69.81633758544922,5194900,53,47.0,,0.47,24.91,0.970001220703125,0.013585450980019287
265,2018-01-24,1,0.05850798722044728,-0.017876615599134782,ATVI,71.66000366210938,71.9000015258789,69.87999725341797,70.08000183105469,68.38195037841797,9137400,48,47.0,,0.47,22.56,-0.470001220703125,-0.006494420379517307
266,2018-01-25,3,0.060637912673056446,0.036404011722091845,ATVI,70.5999984741211,71.19999694824219,69.94999694824219,70.81999969482422,69.10401153564453,4676900,45,47.0,,0.47,21.15,-0.7000045776367188,-0.009735807549110631
267,2018-01-26,3,0.060637912673056446,0.0,ATVI,71.33999633789062,72.58999633789062,70.76000213623047,72.5199966430664,70.7628173828125,5748500,53,47.0,,0.47,24.91,1.3899993896484375,0.01952246417452619
268,2018-01-30,3,0.060637912673056446,-0.3134834034651973,ATVI,71.44000244140625,71.87999725341797,70.7300033569336,71.61000061035156,69.8748779296875,5284600,57,47.0,,0.47,26.79,-0.7099990844726562,-0.009780949446088427
269,2018-01-31,2,0.059572949946751864,-0.017562654770895247,ATVI,72.95999908447266,74.94000244140625,72.95999908447266,74.12999725341797,72.33382415771484,7059000,79,47.0,,0.47,37.13,3.0600051879882812,0.04257102538832913
270,2018-02-01,5,0.0627678381256656,0.053629846797404124,ATVI,73.4800033569336,74.23999786376953,73.16000366210938,73.3499984741211,71.57271575927734,5137000,30,55.0,False,0.55,16.5,-0.7000045776367188,-0.00934086675783119
271,2018-02-05,2,0.059572949946751864,-0.05090008313680239,ATVI,70.54000091552734,71.12999725341797,66.91000366210938,67.9800033569336,66.33283996582031,10160700,53,55.0,,0.55,29.15,-3.1100006103515625,-0.04189117321983782
272,2018-02-06,6,0.06383280085197018,0.07150646239653913,ATVI,66.0,69.83999633789062,65.72000122070312,69.69999694824219,68.01114654541016,10524300,48,55.0,,0.55,26.4,-1.2900009155273438,-0.01813582124755886
273,2018-02-07,3,0.060637912673056446,-0.05005088506648425,ATVI,69.62000274658203,70.86000061035156,69.43000030517578,69.45999908447266,67.7769775390625,6255200,56,55.0,,0.55,30.800000000000004,1.0200042724609375,0.014604872937365121
274,2018-02-08,7,0.06489776357827476,0.07025061908358055,ATVI,69.62999725341797,69.79000091552734,65.76000213623047,65.83000183105469,64.23492431640625,11179300,94,55.0,,0.55,51.7,-1.0699996948242188,-0.015100193135870632
275,2018-02-09,1,0.05850798722044728,-0.09845911485255743,ATVI,66.98999786376953,67.77999877929688,63.31999969482422,67.08000183105469,65.45463562011719,18582300,100,55.0,,0.55,55.00000000000001,-2.0100021362304688,-0.028800718009207915
276,2018-02-13,3,0.060637912673056446,0.036404011722091845,ATVI,67.95999908447266,68.20999908447266,67.18000030517578,68.02999877929688,66.38162231445312,5373600,37,55.0,,0.55,20.35,0.43000030517578125,0.006344058910002781
277,2018-02-14,7,0.06489776357827476,0.07025061908358055,ATVI,67.20999908447266,69.9000015258789,67.11000061035156,69.6500015258789,67.96236419677734,7197600,25,55.0,,0.55,13.750000000000002,1.69000244140625,0.02477646186907756
278,2018-02-15,2,0.059572949946751864,-0.08204926237713117,ATVI,70.0,72.06999969482422,69.05000305175781,71.98999786376953,70.24566650390625,6182500,40,55.0,,0.55,22.0,2.1699981689453125,0.031044322197073537
279,2018-02-21,3,0.060637912673056446,-0.05005088506648425,ATVI,70.9000015258789,71.83999633789062,70.22000122070312,70.22000122070312,68.5185546875,5555700,16,55.0,,0.55,8.8,-0.23000335693359375,-0.00319138834338184
280,2018-02-22,5,0.0627678381256656,0.03512530954179027,ATVI,70.05999755859375,70.69999694824219,69.06999969482422,69.48999786376953,67.80623626708984,5229200,19,55.0,,0.55,10.45,-1.1399993896484375,-0.015868589194890648
281,2018-02-27,20,0.0787422790202343,0.3458381113598721,ATVI,73.05000305175781,73.36000061035156,72.0199966430664,72.61000061035156,70.85064697265625,4141800,31,55.0,,0.55,17.05,2.660003662109375,0.03762381579813501
282,2018-03-06,2,0.059572949946751864,-0.24344391998809833,ATVI,75.4000015258789,75.4800033569336,72.86000061035156,73.91999816894531,72.12889099121094,8413300,66,39.0,,0.39,25.74,2.1200027465820312,0.028898619533038516
283,2018-03-08,2,0.059572949946751864,0.0,ATVI,74.51000213623047,76.91000366210938,74.2300033569336,76.80999755859375,74.94888305664062,8860500,56,39.0,,0.39,21.84,1.4300003051757812,0.018945419204786207
284,2018-03-12,3,0.060637912673056446,-0.017259531576312992,ATVI,79.23999786376953,79.62999725341797,76.29000091552734,76.86000061035156,74.99767303466797,8450800,50,39.0,,0.39,19.5,2.7199935913085938,0.03536592721095699
285,2018-03-13,2,0.059572949946751864,-0.017562654770895247,ATVI,77.48999786376953,77.8499984741211,75.80999755859375,75.93000030517578,74.09020233154297,5108500,67,39.0,,0.39,26.130000000000003,-1.779998779296875,-0.022353369844182347
286,2018-03-14,17,0.07554739084132056,0.26814923398702173,ATVI,76.3499984741211,76.45999908447266,73.93000030517578,74.22000122070312,72.42163848876953,11755700,67,39.0,,0.39,26.130000000000003,-1.3899993896484375,-0.01785484157858397
287,2018-03-15,6,0.06383280085197018,-0.15506280043417586,ATVI,72.98999786376953,73.69999694824219,72.51000213623047,73.37999725341797,71.60198974609375,9989800,68,39.0,,0.39,26.52,-2.7600021362304688,-0.03609733415221772
288,2018-03-16,1,0.05850798722044728,-0.08341814177747386,ATVI,73.87000274658203,73.9000015258789,71.61000061035156,71.68000030517578,69.94318389892578,10549900,38,39.0,,0.39,14.82,0.20000457763671875,0.0027137664303729103
289,2018-03-19,58,0.1192108626198083,1.0375143340796154,ATVI,71.0,72.1500015258789,69.80999755859375,71.05000305175781,69.32845306396484,8278500,66,39.0,,0.39,25.74,-1.75,-0.02368064903743161
290,2018-03-21,1,0.05850798722044728,-0.5092059067885187,ATVI,71.19999694824219,72.62999725341797,71.11000061035156,71.61000061035156,69.8748779296875,4868800,33,39.0,,0.39,12.87,0.4799957275390625,0.006652747295741834
291,2018-03-22,1,0.05850798722044728,0.0,ATVI,70.62999725341797,71.62999725341797,69.6500015258789,69.76000213623047,68.0697021484375,5108100,51,39.0,,0.39,19.89,-1.0,-0.013768415776071685
292,2018-03-23,10,0.0680926517571885,0.16381805274941308,ATVI,69.86000061035156,70.5199966430664,68.0199966430664,68.04000091552734,66.39137268066406,5386400,56,39.0,,0.39,21.84,-1.1100006103515625,-0.015496309547863296
293,2018-03-26,1,0.05850798722044728,-0.14075916107539999,ATVI,69.43000030517578,70.13999938964844,68.43000030517578,70.08000183105469,68.38195037841797,4709400,48,39.0,,0.39,18.72,-0.37999725341796875,-0.005388503566460812
294,2018-03-27,10,0.0680926517571885,0.16381805274941308,ATVI,70.66999816894531,70.66999816894531,65.55999755859375,66.29000091552734,64.68378448486328,7334900,79,39.0,,0.39,30.81,0.529998779296875,0.007556298601495204
295,2018-03-28,2,0.059572949946751864,-0.12511925428924442,ATVI,65.93000030517578,66.54000091552734,64.44999694824219,65.97000122070312,64.70339965820312,10463600,76,39.0,,0.39,29.64,-4.129997253417969,-0.05844060224177028
296,2018-03-29,1,0.05850798722044728,-0.017876615599134782,ATVI,66.33999633789062,68.01000213623047,64.91999816894531,67.45999908447266,66.16478729248047,11704300,64,39.0,,0.39,24.96,1.470001220703125,0.022091992793467075
297,2018-04-02,6,0.06383280085197018,0.09101002930522961,ATVI,66.80000305175781,67.2300033569336,64.08999633789062,65.08999633789062,63.84029006958008,9041800,71,33.0,,0.33,23.43,-0.779998779296875,-0.011468883322992118
298,2018-04-03,1,0.05850798722044728,-0.08341814177747386,ATVI,65.38999938964844,65.86000061035156,64.08999633789062,65.4800033569336,64.22281646728516,7186400,42,33.0,,0.33,13.86,-1.3700027465820312,-0.020377847362411883
299,2018-04-05,2,0.059572949946751864,0.018202005861045922,ATVI,67.19999694824219,67.66000366210938,66.1500015258789,66.52999877929688,65.25263977050781,4489700,58,33.0,,0.33,19.14,1.8000030517578125,0.027330747571765013
300,2018-04-06,1,0.05850798722044728,-0.017876615599134782,ATVI,65.8499984741211,66.36000061035156,64.12999725341797,64.55999755859375,63.32046127319336,4599100,83,33.0,,0.33,27.39,-1.3000030517578125,-0.0192137597013734
301,2018-04-10,1,0.05850798722044728,-0.035125309541790384,ATVI,66.95999908447266,67.05000305175781,65.30000305175781,66.5199966430664,65.24283599853516,6317100,69,33.0,,0.33,22.77,0.69000244140625,0.010397866712777315
302,2018-04-16,15,0.0734174653887114,0.25482808205464247,ATVI,66.52999877929688,66.8499984741211,65.76000213623047,66.55999755859375,65.28207397460938,5717800,59,33.0,,0.33,19.47,-0.20000457763671875,-0.0029829167566529646
303,2018-04-19,4,0.06170287539936102,-0.15956135133959015,ATVI,68.25,68.72000122070312,67.44000244140625,67.68000030517578,66.38056182861328,4564300,73,33.0,,0.33,24.09,1.8700027465820312,0.02797311577061512
304,2018-04-20,37,0.09684664536741214,0.5695645420183295,ATVI,67.44000244140625,67.47000122070312,65.95999908447266,66.30000305175781,65.02706146240234,4759400,53,33.0,,0.33,17.490000000000002,-1.25,-0.018189755206573177
305,2018-04-26,18,0.07661235356762514,-0.2089312616149286,ATVI,65.26000213623047,66.69000244140625,64.93000030517578,66.33999633789062,65.06629180908203,4601500,51,33.0,,0.33,16.830000000000002,-0.779998779296875,-0.011560675339924775
306,2018-04-27,5,0.0627678381256656,-0.18070865594461982,ATVI,66.69000244140625,67.30000305175781,65.51000213623047,65.79000091552734,64.52685546875,4749700,39,33.0,,0.33,12.87,0.6100006103515625,0.00914680743770413
307,2018-05-01,5,0.0627678381256656,0.053629846797404124,ATVI,66.1500015258789,67.98999786376953,65.58999633789062,67.80000305175781,66.4982681274414,4360300,30,39.0,False,0.39,11.7,0.6899948120117188,0.01025252274477717
308,2018-05-02,3,0.060637912673056446,-0.03393338875786811,ATVI,67.94000244140625,68.88999938964844,67.66000366210938,68.38999938964844,67.07693481445312,7675100,38,39.0,,0.39,14.82,0.9000015258789062,0.013237263629309437
309,2018-05-03,19,0.07767731629392971,0.2810024763343226,ATVI,68.48999786376953,71.02999877929688,64.05999755859375,66.81999969482422,65.53707885742188,22232000,100,39.0,,0.39,39.0,2.1399993896484375,0.031064006511952513
310,2018-05-04,4,0.06170287539936102,-0.20565129765968826,ATVI,66.30000305175781,69.91999816894531,66.0199966430664,69.83999633789062,68.49909210205078,11358700,72,39.0,,0.39,28.08,-1.1100006103515625,-0.01562720863617828
311,2018-05-07,8,0.06596272630457935,0.12741404102732146,ATVI,70.2699966430664,70.7300033569336,69.5999984741211,70.37000274658203,69.0189208984375,5744500,17,39.0,,0.39,6.63,0.8100051879882812,0.01158474269451637
312,2018-05-08,111,0.17565388711395102,1.6629264276142655,ATVI,69.66000366210938,70.16000366210938,69.18000030517578,69.61000061035156,68.27351379394531,4059200,20,39.0,,0.39,7.800000000000001,-0.5699996948242188,-0.008058810515641501
313,2018-05-09,1,0.05850798722044728,-0.6669132224640625,ATVI,69.9800033569336,72.04000091552734,69.80999755859375,71.30999755859375,69.94087219238281,5664500,23,39.0,,0.39,8.97,1.8799972534179688,0.026795854550863973
314,2018-05-10,1,0.05850798722044728,0.0,ATVI,71.77999877929688,72.91000366210938,71.31999969482422,72.9000015258789,71.5003433227539,5069900,19,39.0,,0.39,7.41,0.8700027465820312,0.012076662070037658
315,2018-05-14,8,0.06596272630457935,0.06903812630525219,ATVI,71.87000274658203,72.33999633789062,71.04000091552734,71.69999694824219,70.32337951660156,2964800,23,39.0,,0.39,8.97,-0.57000732421875,-0.007817957695632094
316,2018-05-15,4,0.06170287539936102,-0.06457966709181628,ATVI,70.9800033569336,71.16000366210938,69.66999816894531,70.16999816894531,68.82276153564453,3896200,27,39.0,,0.39,10.53,-1.17999267578125,-0.016311760236614625
317,2018-05-16,15,0.0734174653887114,0.18985484733944324,ATVI,71.12999725341797,71.94000244140625,70.0999984741211,70.33000183105469,68.97969055175781,5029500,34,39.0,,0.39,13.26,0.779998779296875,0.010961196446820809
318,2018-05-17,3,0.060637912673056446,-0.17406692873409824,ATVI,70.30000305175781,71.9000015258789,70.11000061035156,71.66000366210938,70.2841567993164,6447400,24,39.0,,0.39,9.36,-0.04000091552734375,-0.0005560316120356568
319,2018-05-18,3,0.060637912673056446,0.0,ATVI,71.5199966430664,72.13999938964844,71.05000305175781,71.98999786376953,70.6078109741211,5673300,34,39.0,,0.39,13.26,0.23999786376953125,0.0033379396199755273
320,2018-05-21,1,0.05850798722044728,-0.035125309541790384,ATVI,72.5,73.5,71.19000244140625,71.44999694824219,70.07818603515625,6392100,19,39.0,,0.39,7.41,1.3600006103515625,0.018852240391711295
321,2018-05-23,4,0.06170287539936102,0.05460601758313777,ATVI,70.7300033569336,71.80999755859375,70.55000305175781,71.73999786376953,70.36260986328125,3809400,21,39.0,,0.39,8.19,-1.69000244140625,-0.02299323049532309
322,2018-05-24,2,0.059572949946751864,-0.034519063152625984,ATVI,71.75,71.94000244140625,70.05000305175781,70.80000305175781,69.44065856933594,5526000,18,39.0,,0.39,7.0200000000000005,0.1300048828125,0.0018104008805517324
323,2018-06-01,3,0.060637912673056446,0.017876615599134782,ATVI,71.41999816894531,73.20999908447266,70.7699966430664,73.02999877929688,71.62784576416016,6388400,34,33.0,False,0.33,11.22,1.2699966430664062,0.017653552960340768
324,2018-06-08,14,0.07235250266240682,0.19318920247984694,ATVI,73.44999694824219,74.83000183105469,73.44999694824219,74.29000091552734,72.86366271972656,4672600,38,33.0,,0.33,12.54,1.6200027465820312,0.02212816236635673
325,2018-06-11,1,0.05850798722044728,-0.035125309541790384,ATVI,74.25,75.52999877929688,74.22000122070312,75.0,73.56002807617188,5108000,48,33.0,,0.33,15.84,0.6999969482421875,0.009354495938976193
326,2018-06-13,5,0.0627678381256656,0.07280802344418347,ATVI,76.04000091552734,77.5199966430664,75.69999694824219,76.66999816894531,75.19795989990234,8634800,100,33.0,,0.33,33.0,1.9899978637695312,0.02634711897168729
327,2018-06-14,3,0.060637912673056446,-0.03393338875786811,ATVI,76.83000183105469,79.25,76.80000305175781,77.70999908447266,76.2179946899414,6717600,95,33.0,,0.33,31.35,1.7300033569335938,0.02231686573593694
328,2018-06-21,2,0.059572949946751864,0.018202005861045922,ATVI,77.16999816894531,77.91000366210938,75.30999755859375,76.05000305175781,74.5898666381836,4233800,31,33.0,,0.33,10.23,-1.339996337890625,-0.016908471140575698
329,2018-06-22,10,0.0680926517571885,0.14301292479307803,ATVI,76.45999908447266,76.55999755859375,75.22000122070312,75.9800033569336,74.52120971679688,3978800,31,33.0,,0.33,10.23,-1.350006103515625,-0.017327763317410594
330,2018-07-13,2,0.059572949946751864,-0.12511925428924442,ATVI,81.4000015258789,81.63999938964844,79.91999816894531,81.5,79.93522644042969,4550500,48,36.0,,0.36,17.28,5.0800018310546875,0.06635321307536368
331,2018-07-16,2,0.059572949946751864,0.0566689963920739,ATVI,81.61000061035156,81.63999938964844,80.0999984741211,80.2300033569336,78.68962097167969,4153300,68,36.0,,0.36,24.48,0.0,0.0
332,2018-07-18,2,0.059572949946751864,0.0,ATVI,80.75,81.47000122070312,80.4000015258789,81.2699966430664,79.70963287353516,5273700,78,36.0,,0.36,28.08,-0.1699981689453125,-0.0020822901790328308
333,2018-07-25,2,0.059572949946751864,-0.066734513421979,ATVI,78.5999984741211,79.73999786376953,78.31999969482422,79.44999694824219,77.9245834350586,4348100,35,36.0,,0.36,12.6,-1.7300033569335938,-0.021234851246006436
334,2018-07-26,1,0.05850798722044728,-0.017876615599134782,ATVI,79.38999938964844,79.62000274658203,77.45999908447266,77.6500015258789,76.15914916992188,6181300,61,36.0,,0.36,21.96,-0.1199951171875,-0.0015048297015570755
335,2018-07-27,1,0.05850798722044728,0.0,ATVI,77.08000183105469,77.56999969482422,74.66999816894531,75.36000061035156,73.9131088256836,6078100,70,36.0,,0.36,25.2,-2.0500030517578125,-0.025747337114300883
336,2018-07-30,1,0.05850798722044728,0.0,ATVI,75.37000274658203,75.4800033569336,71.79000091552734,72.75,71.35322570800781,8906900,100,36.0,,0.36,36.0,-2.089996337890625,-0.026943358851528765
337,2018-07-31,5,0.0627678381256656,0.07280802344418347,ATVI,72.91000366210938,74.29000091552734,72.5199966430664,73.41999816894531,72.01036071777344,6373200,62,36.0,,0.36,22.32,-1.19000244140625,-0.015765797409664994
