,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,JUST_unscaled,JUST_monthly,isPartial,scale,JUST,Stock_Price_Change,Stock_Price_Change_Percent
0,2018-06-15,1,0.07263886162904809,-0.09753837525451414,JUST,40.18999862670898,40.22999954223633,39.93000030517578,40.209999084472656,38.251243591308594,55800,89,84.0,,0.84,74.75999999999999,,
1,2018-06-19,1,0.07263886162904809,0.0,JUST,39.869998931884766,39.9900016784668,39.650001525878906,39.96900177001953,38.02198791503906,108700,89,84.0,,0.84,74.75999999999999,-0.23999786376953125,-0.0059656442083119154
2,2018-06-26,15,0.08637782139352307,0.20542598501759812,JUST,39.27000045776367,39.470001220703125,39.20899963378906,39.33000183105469,37.41411209106445,36200,88,84.0,,0.84,73.92,-0.5200004577636719,-0.013003261713881664
3,2018-06-27,7,0.0785269872423945,-0.09088946704688772,JUST,39.4900016784668,39.68000030517578,38.970001220703125,38.9900016784668,37.09067535400391,38100,87,84.0,,0.84,73.08,0.20999908447265625,0.005320473219608157
4,2018-07-03,1,0.07263886162904809,-0.07498219172946419,JUST,39.540000915527344,39.540000915527344,39.18000030517578,39.18000030517578,37.27143096923828,13700,92,85.0,,0.85,78.2,-0.1399993896484375,-0.003528210397472642
5,2018-07-09,1,0.07263886162904809,0.0,JUST,40.09000015258789,40.2599983215332,40.09000015258789,40.2599983215332,38.29880905151367,31700,87,85.0,,0.85,73.95,0.7199974060058594,0.018209342168303166
6,2018-07-10,6,0.07754563297350343,0.06755022359123997,JUST,40.34999847412109,40.40499877929688,40.27999877929688,40.380001068115234,38.412967681884766,15000,93,85.0,,0.85,79.05,0.14500045776367898,0.0036016011875024123
7,2018-07-11,2,0.07362021589793916,-0.05062073678482393,JUST,40.08000183105469,40.20000076293945,40.04999923706055,40.13999938964844,38.18465805053711,20000,92,85.0,,0.85,78.2,-0.20499801635742898,-0.0050735805605931494
8,2018-07-12,2,0.07362021589793916,0.0,JUST,40.290000915527344,40.470001220703125,40.290000915527344,40.45000076293945,38.47956085205078,31700,99,85.0,,0.85,84.14999999999999,0.2700004577636719,0.006716429170135374
9,2018-07-13,20,0.09128459273797841,0.23993921539876562,JUST,40.40999984741211,40.54600143432617,40.380001068115234,40.52999877929688,38.5556640625,5000,90,85.0,,0.85,76.5,0.07600021362304688,0.0018779394942090022
10,2018-07-18,51,0.12170657507360157,0.333265246885045,JUST,40.70000076293945,40.78400039672852,40.63999938964844,40.78400039672852,38.79728698730469,3000,89,85.0,,0.85,75.64999999999999,0.23799896240235086,0.005869850391729603
11,2018-07-20,1,0.07263886162904809,-0.4031640313177819,JUST,40.61000061035156,40.619998931884766,40.540000915527344,40.54999923706055,38.57467651367188,8200,90,85.0,,0.85,76.5,-0.1640014648437571,-0.004021220656346247
12,2018-07-25,1,0.07263886162904809,0.0,JUST,40.84999847412109,40.959999084472656,40.81999969482422,40.959999084472656,38.96471786499024,6300,92,85.0,,0.85,78.2,0.3400001525878906,0.008370264931765181
13,2018-07-27,2,0.07362021589793916,0.013510044718247904,JUST,41.2400016784668,41.2400016784668,40.69599914550781,40.80400085449219,38.81631851196289,7400,94,85.0,,0.85,79.89999999999999,0.2800025939941406,0.006836000982731516
14,2018-07-30,21,0.09226594700686948,0.2532691718098081,JUST,40.880001068115234,40.880001068115234,40.43999862670898,40.60599899291992,38.627960205078125,13800,95,85.0,,0.85,80.75,-0.3600006103515625,-0.008729403387476964
15,2018-07-31,13,0.08441511285574092,-0.0850891841010859,JUST,40.560001373291016,40.84000015258789,40.560001373291016,40.810001373291016,38.822021484375,12400,88,85.0,,0.85,74.8,-0.04000091552734375,-0.0009784959511300872
16,2018-08-02,1,0.07263886162904809,-0.1395040630558365,JUST,40.5,40.91999816894531,40.43999862670898,40.88999938964844,38.89812469482422,643100,90,85.0,,0.85,76.5,0.07999801635742188,0.00195881528057118
17,2018-08-06,11,0.08245240431795878,0.13510044718247993,JUST,41.150001525878906,41.262001037597656,41.06999969482422,41.2599983215332,39.250099182128906,16100,91,85.0,,0.85,77.35,0.34200286865234375,0.008357841738905414
18,2018-08-09,2,0.07362021589793916,-0.10711862792939686,JUST,41.47999954223633,41.47999954223633,41.36899948120117,41.400001525878906,39.38328552246094,3600,96,85.0,,0.85,81.6,0.21799850463867188,0.005283275147999644
19,2018-08-15,1,0.07263886162904809,-0.06327592098102985,JUST,41.02000045776367,41.02000045776367,40.619998931884766,40.810001373291016,38.822021484375,23000,91,85.0,,0.85,77.35,-0.45999908447265625,-0.011089659825195275
20,2018-08-17,1,0.07263886162904809,0.0,JUST,41.18999862670898,41.33000183105469,41.09000015258789,41.29999923706055,39.28815460205078,7800,93,85.0,,0.85,79.05,0.3100013732910156,0.007557322521490661
21,2018-08-20,1,0.07263886162904809,-0.08639948654019425,JUST,41.31999969482422,41.41999816894531,41.31999969482422,41.4119987487793,39.39468765258789,14900,89,85.0,,0.85,75.64999999999999,0.089996337890625,0.002177506264299245
22,2018-08-27,2,0.07362021589793916,-0.013154606085320708,JUST,41.9900016784668,42.05899810791016,41.94900131225586,42.040000915527344,39.99210357666016,14200,90,85.0,,0.85,76.5,0.6389999389648509,0.015427329000800016
