,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,SE_unscaled,SE_monthly,isPartial,scale,SE,Stock_Price_Change,Stock_Price_Change_Percent
0,2017-11-21,1,0.031857142857142855,-0.03463203463203479,SE,15.699999809265137,15.729999542236328,14.779999732971191,14.779999732971191,14.779999732971191,1377900,84,73.0,,0.73,61.32,,
1,2017-11-29,1,0.031857142857142855,0.0,SE,11.5,12.140000343322754,10.78499984741211,10.970000267028809,10.970000267028809,3725800,86,73.0,,0.73,62.78,-3.589999198913574,-0.22822627484979474
2,2017-12-01,1,0.031857142857142855,0.0,SE,11.729999542236328,12.59000015258789,11.649999618530272,12.43000030517578,12.43000030517578,1403700,95,71.0,False,0.71,67.45,0.4499998092651367,0.03706752854522333
3,2017-12-06,19,0.04214285714285714,0.3228699551569507,SE,12.979999542236328,13.210000038146973,12.029999732971191,12.130000114440918,12.130000114440918,1788100,94,71.0,,0.71,66.74,0.619999885559082,0.04924542319657088
4,2017-12-08,11,0.037571428571428575,-0.10847457627118628,SE,12.979999542236328,13.31999969482422,12.836999893188477,13.289999961853027,13.289999961853027,937800,96,71.0,,0.71,68.16,0.10999965667724787,0.008326998967418398
5,2017-12-22,-1,0.030714285714285715,-0.18250950570342217,SE,12.510000228881836,13.640000343322754,12.510000228881836,13.239999771118164,13.239999771118164,747100,91,71.0,,0.71,64.61,0.3200006484985334,0.02402407326051792
6,2018-01-02,25,0.045571428571428575,0.43049327354260103,SE,13.300000190734863,13.619999885559082,12.970000267028809,13.010000228881836,13.010000228881836,685700,87,74.0,,0.74,64.38,-0.020000457763671875,-0.0014663091833031494
7,2018-01-22,20,0.04271428571428572,0.08727272727272739,SE,12.489999771118164,12.609999656677246,12.300000190734863,12.59000015258789,12.59000015258789,1062900,92,74.0,,0.74,68.08,-1.010000228881836,-0.07415567087872832
8,2018-01-30,111,0.09471428571428571,1.2173913043478257,SE,12.220000267028809,12.380000114440918,11.970000267028809,12.029999732971191,12.029999732971191,705100,99,74.0,,0.74,73.26,-0.22999954223632812,-0.01823945666124893
9,2018-01-31,39,0.053571428571428575,-0.4343891402714931,SE,12.170000076293944,12.59000015258789,12.015000343322754,12.260000228881836,12.260000228881836,806400,98,74.0,,0.74,72.52,0.21000003814697266,0.01696284622017208
10,2018-02-02,8,0.03585714285714286,-0.33066666666666666,SE,11.880000114440918,12.149999618530272,11.755000114440918,11.93000030517578,11.93000030517578,947900,94,76.0,,0.76,71.44,-0.44000053405761896,-0.034948413719214755
11,2018-02-08,84,0.07928571428571429,1.211155378486056,SE,11.199999809265137,11.350000381469728,10.850000381469728,10.880000114440918,10.880000114440918,625700,93,76.0,,0.76,70.68,-0.7999992370605433,-0.06584356067307562
12,2018-02-15,7,0.03528571428571429,-0.554954954954955,SE,11.75,12.710000038146973,11.729999542236328,12.380000114440918,12.380000114440918,1524400,87,76.0,,0.76,66.12,1.3599996566772443,0.119823754270318
13,2018-02-22,38,0.053,0.6636771300448432,SE,12.539999961853027,12.720000267028809,11.93000030517578,11.960000038146973,11.960000038146973,264600,98,76.0,,0.76,74.48,0.010000228881835938,0.0007868000670199216
14,2018-02-27,10,0.037,-0.30188679245283023,SE,12.289999961853027,12.56999969482422,12.130000114440918,12.260000228881836,12.260000228881836,831300,96,76.0,,0.76,72.96000000000001,-0.15000057220458807,-0.01179249756726819
15,2018-04-02,2,0.03242857142857143,0.017937219730941978,SE,11.149999618530272,11.59000015258789,11.09000015258789,11.25,11.25,820400,94,77.0,,0.77,72.38,-0.9799995422363299,-0.07796337040802404
16,2018-04-04,1,0.031857142857142855,-0.017621145374449476,SE,11.0,11.130000114440918,10.729999542236328,11.09000015258789,11.09000015258789,377800,95,77.0,,0.77,73.15,-0.46000003814697266,-0.03968939017177331
17,2018-04-05,-20,0.019857142857142858,-0.37668161434977576,SE,11.130000114440918,11.260000228881836,10.885000228881836,11.010000228881836,11.010000228881836,440000,99,77.0,,0.77,76.23,0.13000011444091797,0.011680153917720704
18,2018-04-16,12,0.038142857142857145,0.17621145374449343,SE,10.380000114440918,10.5600004196167,10.270000457763672,10.529999732971191,10.529999732971191,634800,94,77.0,,0.77,72.38,-0.6999998092651367,-0.062166944497002885
19,2018-04-17,-9,0.026142857142857145,-0.3146067415730337,SE,10.579999923706056,10.93000030517578,10.43000030517578,10.869999885559082,10.869999885559082,1048500,97,77.0,,0.77,74.69,0.36999988555908025,0.03503786655839081
20,2018-04-23,0,0.031285714285714285,0.1967213114754096,SE,11.329999923706056,11.5600004196167,10.699999809265137,10.789999961853027,10.789999961853027,1024500,92,77.0,,0.77,70.84,0.6300001144409197,0.05763953310619674
21,2018-05-01,2,0.03242857142857143,0.036529680365297024,SE,10.56999969482422,10.56999969482422,10.359999656677246,10.479999542236328,10.479999542236328,589900,91,74.0,False,0.74,67.34,-0.9900007247924787,-0.0856401979979603
22,2018-05-15,3,0.033,0.017621145374449254,SE,10.399999618530272,10.710000038146973,10.149999618530272,10.640000343322754,10.640000343322754,611200,93,74.0,,0.74,68.82,0.14000034332275213,0.013245065975858505
23,2018-05-16,93,0.08442857142857144,1.5584415584415585,SE,11.5600004196167,12.0,11.199999809265137,11.979999542236328,11.979999542236328,4612100,92,74.0,,0.74,68.08,1.2899999618530273,0.12044817528088636
24,2018-05-17,2,0.03242857142857143,-0.6159052453468696,SE,11.93000030517578,12.170000076293944,11.65999984741211,11.739999771118164,11.739999771118164,1827000,94,74.0,,0.74,69.56,0.17000007629394354,0.014166673024495369
25,2018-05-18,2,0.03242857142857143,0.0,SE,11.84000015258789,13.4399995803833,11.649999618530272,13.06999969482422,13.06999969482422,2831200,95,74.0,,0.74,70.3,1.2699995040893572,0.10435492983793826
26,2018-05-29,5,0.03414285714285714,0.03463203463203457,SE,14.539999961853027,14.93000030517578,13.736000061035156,14.899999618530272,14.899999618530272,1682000,94,74.0,,0.74,69.56,1.4900007247924787,0.11086315262741886
27,2018-06-06,-1,0.030714285714285715,-0.10041841004184093,SE,16.510000228881836,16.56999969482422,15.940999984741213,16.0,16.0,1163900,91,76.0,,0.76,69.16,1.6399993896484393,0.10984590463001531
28,2018-06-12,1,0.031857142857142855,0.037209302325581284,SE,15.800000190734863,17.190000534057617,15.687999725341797,16.399999618530273,16.399999618530273,2974900,99,76.0,,0.76,75.24,0.6200008392333984,0.037417070045394185
29,2018-06-21,4,0.03357142857142857,0.05381165919282527,SE,15.149999618530272,15.149999618530272,14.649999618530272,14.81999969482422,14.81999969482422,2456400,91,76.0,,0.76,69.16,-2.0400009155273455,-0.1186736970418123
30,2018-06-22,2,0.03242857142857143,-0.0340425531914893,SE,15.25,15.800000190734863,15.09000015258789,15.390000343322754,15.390000343322754,3197900,90,76.0,,0.76,68.4,0.6500005722045916,0.0429043292786333
31,2018-06-25,4,0.03357142857142857,0.05381165919282527,SE,15.199999809265137,15.199999809265137,14.649999618530272,14.850000381469728,14.850000381469728,1468600,91,76.0,,0.76,69.16,-0.6000003814697266,-0.03797470722953333
32,2018-07-03,6,0.03471428571428572,0.03404255319148941,SE,14.520000457763672,14.949999809265137,14.510000228881836,14.869999885559082,14.869999885559082,612900,89,80.0,,0.8,71.2,-0.25,-0.016447368627439896
33,2018-07-06,1,0.031857142857142855,-0.08230452674897137,SE,15.369999885559082,16.649999618530273,15.3100004196167,16.530000686645508,16.530000686645508,5583600,92,80.0,,0.8,73.60000000000001,1.6999998092651367,0.11371236327451828
34,2018-07-20,1,0.031857142857142855,0.0,SE,15.800000190734863,15.800000190734863,14.949999809265137,15.3100004196167,15.3100004196167,2612400,92,80.0,,0.8,73.60000000000001,-0.8499994277954102,-0.051051017854043756
35,2018-07-25,4,0.03357142857142857,0.05381165919282527,SE,14.470000267028809,14.859999656677246,14.170000076293944,14.460000038146973,14.460000038146973,1099800,91,80.0,,0.8,72.8,-0.9400005340576172,-0.05949370396899323
36,2018-07-31,14,0.039285714285714285,0.17021276595744683,SE,13.619999885559082,14.479999542236328,13.619999885559082,14.100000381469728,14.100000381469728,1526500,94,80.0,,0.8,75.2,-0.38000011444091797,-0.025572013675664307
37,2018-08-01,1,0.031857142857142855,-0.1890909090909091,SE,14.050000190734863,14.800000190734863,14.050000190734863,14.619999885559082,14.619999885559082,1997400,98,77.0,False,0.77,75.46000000000001,0.32000064849853516,0.02209949299826519
38,2018-08-02,2,0.03242857142857143,0.017937219730941978,SE,14.529999732971191,15.210000038146973,14.529999732971191,14.869999885559082,14.869999885559082,2262100,94,77.0,,0.77,72.38,0.4099998474121094,0.027702692035691978
39,2018-08-03,0,0.031285714285714285,-0.03524229074889884,SE,15.0,15.024999618530272,14.34000015258789,14.510000228881836,14.510000228881836,1126300,91,77.0,,0.77,70.07000000000001,-0.185000419616701,-0.012163078182295672
40,2018-08-13,7,0.03528571428571429,-0.28818443804034577,SE,13.850000381469728,14.279999732971191,13.770000457763672,14.1899995803833,14.1899995803833,978400,91,77.0,,0.77,70.07000000000001,-0.7449998855590803,-0.04958402026448472
41,2018-08-14,14,0.039285714285714285,0.11336032388663964,SE,14.229999542236328,14.309000015258787,13.789999961853027,13.949999809265137,13.949999809265137,1038300,92,77.0,,0.77,70.84,0.02900028228759588,0.002030832130944349
42,2018-08-20,1,0.031857142857142855,-0.051063829787234116,SE,13.470000267028809,13.90999984741211,13.420000076293944,13.84000015258789,13.84000015258789,1173800,92,77.0,,0.77,70.84,-0.3990001678466779,-0.027884559886867888
43,2018-08-27,1,0.031857142857142855,0.0,SE,14.850000381469728,15.199999809265137,14.75,15.15999984741211,15.15999984741211,1791300,89,77.0,,0.77,68.53,1.2899999618530273,0.0927390349391719
44,2018-08-30,29,0.047857142857142855,0.5022421524663678,SE,14.779999732971191,14.835000038146973,13.654999732971191,13.880000114440918,13.880000114440918,1728800,96,77.0,,0.77,73.92,-0.36499977111816406,-0.02401314313804659
45,2018-09-05,3,0.033,-0.31044776119402984,SE,13.800000190734863,13.93000030517578,13.295000076293944,13.489999771118164,13.489999771118164,2138600,94,77.0,,0.77,72.38,-0.9049997329711932,-0.06100436337337789
46,2018-09-12,21,0.04328571428571429,0.35874439461883423,SE,12.399999618530272,13.300000190734863,12.130000114440918,13.239999771118164,13.239999771118164,2369500,96,77.0,,0.77,73.92,-0.6300001144409162,-0.045226137877889094
47,2018-09-14,13,0.038714285714285715,-0.10561056105610567,SE,13.899999618530272,14.0,13.454999923706056,13.630000114440918,13.630000114440918,882400,92,77.0,,0.77,70.84,0.6999998092651367,0.052631563851613716
