,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,HAS_unscaled,HAS_monthly,isPartial,scale,HAS,Stock_Price_Change,Stock_Price_Change_Percent
11,2016-07-21,10,0.08864792899408284,0.025673501523294284,HAS,81.58999633789062,81.77999877929688,80.45999908447266,80.94000244140625,70.18441009521484,1288900,98,58.0,,0.58,56.84,-0.12000274658203125,-0.001465234973702767
12,2016-07-26,0,0.08494970414201183,-0.04171811901345002,HAS,81.19000244140625,81.5999984741211,80.41000366210938,80.87999725341797,70.13240051269531,1009200,98,58.0,,0.58,56.84,-0.18000030517578125,-0.0022010309105231496
13,2016-07-27,1,0.08531952662721894,0.004353428760491829,HAS,80.81999969482422,81.45999908447266,80.51000213623047,80.95999908447266,70.2017593383789,1203800,97,58.0,,0.58,56.26,-0.1399993896484375,-0.0017156788267935763
14,2016-07-28,1,0.08531952662721894,0.0,HAS,80.43000030517578,81.08999633789062,80.19999694824219,80.98999786376953,70.67296600341797,991900,95,58.0,,0.58,55.1,-0.37000274658203125,-0.004542140323354871
15,2016-08-11,2,0.08568934911242604,0.004334558568555469,HAS,82.20999908447266,82.91999816894531,81.94000244140625,82.8499984741211,72.2960205078125,675000,82,57.0,,0.57,46.74,1.8300018310546875,0.022567541172764827
16,2016-08-19,8,0.08790828402366864,0.02589510755101343,HAS,80.31999969482422,80.81999969482422,80.20999908447266,80.69000244140625,70.41118621826172,616300,80,57.0,,0.57,45.6,-2.0999984741210938,-0.025325597208075812
17,2016-08-26,1,0.08531952662721894,-0.02944838959378049,HAS,80.94000244140625,82.13999938964844,80.83999633789062,81.36000061035156,70.99583435058594,638400,86,57.0,,0.57,49.02,1.3199996948242188,0.016332587228514273
18,2016-09-07,7,0.08753846153846154,0.026007351411332147,HAS,82.69000244140625,82.93000030517578,81.9000015258789,82.63999938964844,72.11279296875,555200,86,67.0,,0.67,57.620000000000005,0.7900009155273438,0.00961773705134572
19,2016-09-08,1,0.08531952662721894,-0.025348114100310903,HAS,82.58000183105469,82.68000030517578,81.2699966430664,81.30000305175781,70.9434814453125,781300,85,67.0,,0.67,56.95,-0.25,-0.0030145906075005335
20,2016-09-14,1,0.08531952662721894,0.0,HAS,78.05999755859375,78.33999633789062,77.31999969482422,77.72000122070312,67.81953430175781,775100,93,67.0,,0.67,62.31,-4.340003967285156,-0.05249158141347354
21,2016-09-16,3,0.08605917159763314,0.008669117137110716,HAS,77.25,77.7699966430664,76.80000305175781,77.2699966430664,67.42684936523438,1535700,84,67.0,,0.67,56.28,-0.5699996948242188,-0.0072759729572329235
22,2016-09-26,1,0.08531952662721894,-0.008594609460946145,HAS,79.9800033569336,80.05000305175781,78.98999786376953,79.37000274658203,69.25933074951172,1033700,94,67.0,,0.67,62.98,2.2800064086914062,0.029317301107208982
23,2016-09-29,4,0.08642899408284024,0.013003675705666184,HAS,79.58999633789062,80.33000183105469,79.02999877929688,79.38999938964844,69.27679443359375,917200,95,67.0,,0.67,63.650000000000006,0.279998779296875,0.0034977984837281095
24,2016-10-03,2,0.08568934911242604,-0.008557833841098206,HAS,78.98999786376953,80.79000091552734,78.98999786376953,80.54000091552734,70.2802963256836,1125900,89,72.0,,0.72,64.08,0.45999908447265625,0.005726367160305834
25,2016-10-11,2,0.08568934911242604,0.0,HAS,79.81999969482422,79.81999969482422,78.4000015258789,78.69000244140625,68.66596221923828,1113600,94,72.0,,0.72,67.67999999999999,-0.970001220703125,-0.012006451413676067
26,2016-10-17,4,0.08642899408284024,0.008631702517004403,HAS,79.94000244140625,82.81999969482422,79.11000061035156,81.81999969482422,71.397216796875,9315500,91,72.0,,0.72,65.52,3.0,0.03758456541555866
27,2016-10-18,28,0.09530473372781065,0.10269400609317758,HAS,82.08000183105469,82.69000244140625,80.33999633789062,81.44999694824219,71.07437133789062,2830500,94,72.0,,0.72,67.67999999999999,-0.12999725341796875,-0.0015696360045518443
28,2016-10-24,1,0.08531952662721894,-0.10477136559774003,HAS,83.38999938964844,84.25,83.23999786376953,83.87999725341797,73.19481658935547,1581700,96,72.0,,0.72,69.12,1.55999755859375,0.018865612680313504
29,2016-10-31,3,0.08605917159763314,0.008669117137110716,HAS,83.44999694824219,84.4000015258789,83.26000213623047,83.41000366210938,73.2357406616211,1025200,93,72.0,,0.72,66.96,0.15000152587890625,0.0017804335415894101
30,2016-11-11,1,0.08531952662721894,-0.008594609460946145,HAS,83.8499984741211,84.91000366210938,83.55000305175781,84.58999633789062,74.27179718017578,997800,80,74.0,,0.74,59.2,0.5100021362304688,0.006042679229977255
31,2016-11-15,1,0.08531952662721894,0.0,HAS,87.0999984741211,87.31999969482422,85.05999755859375,85.43000030517578,75.00933837890625,1124400,81,74.0,,0.74,59.94,2.4099960327148438,0.028382945810545124
32,2016-11-16,1,0.08531952662721894,0.0,HAS,85.37999725341797,86.02999877929688,84.79000091552734,85.31999969482422,74.9127426147461,703700,80,74.0,,0.74,59.2,-1.2900009155273438,-0.014773258360464725
33,2016-11-25,18,0.09160650887573965,0.07368749566544142,HAS,86.95999908447266,87.95999908447266,86.63999938964844,87.94000244140625,77.21317291259766,418600,51,74.0,,0.74,37.74,1.9300003051757812,0.022434038504720144
34,2016-11-29,1,0.08531952662721894,-0.06863030068145859,HAS,85.12999725341797,87.13999938964844,85.12999725341797,86.62000274658203,76.0541763305664,1255400,77,74.0,,0.74,56.98,-0.8199996948242188,-0.009322415909039816
35,2016-12-01,3,0.08605917159763314,0.008669117137110716,HAS,85.25,85.25,83.55999755859375,84.12999725341797,73.8678970336914,1188100,98,64.0,False,0.64,62.72,-1.8899993896484375,-0.021689228860299448
36,2016-12-05,1,0.08531952662721894,0.0,HAS,84.63999938964844,85.41999816894531,84.23999786376953,84.37999725341797,74.0874252319336,956300,100,64.0,,0.64,64.0,0.1699981689453125,0.0019941134187133613
37,2016-12-06,1,0.08531952662721894,0.0,HAS,84.5999984741211,84.9800033569336,83.95999908447266,84.44000244140625,74.14009857177734,963100,100,64.0,,0.64,64.0,-0.43999481201171875,-0.00515095787220099
38,2016-12-09,4,0.08642899408284024,0.013003675705666184,HAS,86.5999984741211,86.5999984741211,85.2699966430664,86.01000213623047,75.51858520507812,817800,88,64.0,,0.64,56.32,1.6199951171875,0.019063250802464404
39,2016-12-14,1,0.08531952662721894,-0.012836750761647253,HAS,85.62999725341797,86.31999969482422,84.69000244140625,85.08000183105469,74.7020263671875,1449600,91,64.0,,0.64,58.24,-0.279998779296875,-0.003233242312129514
40,2016-12-19,2,0.08568934911242604,0.004334558568555469,HAS,80.0999984741211,81.26000213623047,78.75,79.81999969482422,70.0836410522461,2457100,78,64.0,,0.64,49.92,-5.05999755859375,-0.05861906367565883
41,2016-12-23,3,0.08605917159763314,0.004315851258502201,HAS,78.77999877929688,79.4000015258789,78.1500015258789,78.36000061035156,68.80171966552734,927900,63,64.0,,0.64,40.32,-1.8600006103515625,-0.022889497433599804
42,2017-02-06,1,0.08531952662721894,-0.03754630711210494,HAS,94.11000061035156,96.33999633789062,93.3000030517578,94.30999755859376,83.3206787109375,12332700,100,74.0,,0.74,74.0,16.93999481201172,0.2133500565046016
43,2017-02-08,3,0.08605917159763314,0.008669117137110716,HAS,95.16000366210938,96.7300033569336,95.0,96.62000274658205,85.36149597167969,2509500,76,74.0,,0.74,56.24,0.39000701904296875,0.00404823576778135
44,2017-02-21,1,0.08531952662721894,-0.008594609460946145,HAS,98.98999786376952,99.33000183105467,98.2699966430664,98.87999725341795,87.358154296875,1563600,74,74.0,,0.74,54.76,2.5999984741210795,0.026878924675801885
45,2017-02-22,1,0.08531952662721894,0.0,HAS,98.81999969482422,98.95999908447266,98.30999755859376,98.81999969482422,87.3051528930664,1134500,74,74.0,,0.74,54.76,-0.37000274658201704,-0.003724984795745123
46,2017-02-27,1,0.08531952662721894,0.0,HAS,97.38999938964844,97.62000274658205,96.66000366210938,97.52999877929688,86.16547393798828,1082800,78,74.0,,0.74,57.72,-1.3399963378906108,-0.013540787694902745
47,2017-03-03,1,0.08531952662721894,0.0,HAS,97.4800033569336,97.9000015258789,97.04000091552734,97.75,86.35983276367188,1027900,90,71.0,,0.71,63.9,0.2799987792968608,0.002868252114515135
48,2017-03-06,4,0.08642899408284024,0.013003675705666184,HAS,97.51000213623048,97.81999969482422,97.01000213623048,97.04000091552734,85.73257446289062,867300,93,71.0,,0.71,66.03,-0.0800018310546875,-0.0008171790583020311
49,2017-03-07,1,0.08531952662721894,-0.012836750761647253,HAS,96.79000091552734,97.7699966430664,96.79000091552734,97.1999969482422,85.87391662597656,1022300,95,71.0,,0.71,67.45,-0.0500030517578125,-0.0005111741148416948
50,2017-03-09,1,0.08531952662721894,0.0,HAS,97.68000030517578,97.87000274658205,97.0,97.3499984741211,86.00643157958984,1001100,94,71.0,,0.71,66.74,0.10000610351563921,0.0010228710949100606
51,2017-03-14,1,0.08531952662721894,0.0,HAS,97.87999725341795,98.7300033569336,97.48999786376952,98.18000030517578,86.7397232055664,943500,89,71.0,,0.71,63.19,0.8600006103515483,0.008787172639387553
52,2017-03-16,2,0.08568934911242604,0.004334558568555469,HAS,99.66000366210938,100.13999938964844,99.01000213623048,99.23999786376952,87.67620849609375,953700,91,71.0,,0.71,64.61,1.4099960327148438,0.014281332773962818
53,2017-03-17,1,0.08531952662721894,-0.004315851258502201,HAS,98.98999786376952,100.5500030517578,98.69000244140624,100.25,88.56851196289062,1341200,84,71.0,,0.71,59.64,0.4100036621093608,0.004094304619615796
54,2017-03-22,4,0.08642899408284024,0.013003675705666184,HAS,98.6500015258789,99.16999816894533,98.02999877929688,98.77999877929688,87.26982116699219,1492600,93,71.0,,0.71,66.03,-1.3800048828124716,-0.013724563311073412
55,2017-03-23,1,0.08531952662721894,-0.012836750761647253,HAS,99.1500015258789,100.2300033569336,99.0,99.93000030517578,88.28581237792969,998200,90,71.0,,0.71,63.9,1.060005187988267,0.010688768857114006
56,2017-03-27,289,0.1918284023668639,1.2483528677439488,HAS,99.27999877929688,99.6999969482422,98.75,99.0500030517578,87.50835418701172,1171500,94,71.0,,0.71,66.74,-0.530006408691392,-0.00528790173541116
57,2017-04-05,1,0.08531952662721894,0.0,HAS,98.01000213623048,98.20999908447266,96.33000183105467,96.55999755859376,85.3084945678711,2023000,89,71.0,,0.71,63.19,-1.4899978637695455,-0.014944813534378154
58,2017-04-10,1,0.08531952662721894,0.0,HAS,95.87000274658205,96.13999938964844,94.76000213623048,95.77999877929688,84.61937713623047,805200,91,71.0,,0.71,64.61,-2.0699996948242188,-0.021077280461470727
59,2017-04-13,66,0.10935798816568047,0.2817463069560995,HAS,96.11000061035156,96.52999877929688,95.45999908447266,95.5,84.37201690673828,916000,89,71.0,,0.71,63.19,0.3899993896484375,0.004056577825300334
60,2017-04-19,-2,0.08421005917159763,-0.038022171150466466,HAS,96.16000366210938,96.51000213623048,94.9800033569336,95.51000213623048,84.38084411621094,982600,89,71.0,,0.71,63.19,-0.01999664306639204,-0.00020715470132881553
61,2017-04-20,13,0.08975739644970414,0.06587499560833354,HAS,96.0199966430664,96.55999755859376,95.5199966430664,96.01000213623048,84.82259368896484,1018400,90,71.0,,0.71,63.9,0.04999542236328125,0.0005180335846715067
62,2017-04-24,7,0.08753846153846154,0.012836750761647142,HAS,102.27999877929688,104.13999938964844,99.68000030517578,101.6999969482422,89.84956359863281,5715000,96,71.0,,0.71,68.16,7.580001831054673,0.07850043519786798
63,2017-04-25,1,0.08531952662721894,-0.025348114100310903,HAS,101.16999816894533,102.8000030517578,100.93000030517578,101.56999969482422,89.73472595214844,1713300,100,71.0,,0.71,71.0,-1.3399963378906392,-0.012867258937432235
64,2017-05-02,11,0.08901775147928995,0.0433455856855538,HAS,99.4000015258789,100.02999877929688,98.98999786376952,99.66999816894533,88.5556869506836,977300,99,65.0,,0.65,64.35000000000001,-2.7700042724609233,-0.02694556605281695
65,2017-05-08,4,0.08642899408284024,-0.029081361340069112,HAS,100.4499969482422,100.7699966430664,99.6500015258789,99.75,88.62675476074219,430500,98,65.0,,0.65,63.7,0.7399978637695312,0.0073977594001799485
66,2017-05-16,10,0.08864792899408284,0.025673501523294284,HAS,101.12999725341795,101.20999908447266,100.5999984741211,101.0199966430664,89.75514221191406,650700,88,65.0,,0.65,57.2,0.44000244140625,0.004366403255571916
67,2017-05-19,5,0.08679881656804733,-0.020859059506725064,HAS,99.56999969482422,101.58000183105467,98.2699966430664,101.0500030517578,89.78180694580078,748600,80,65.0,,0.65,52.0,0.37000274658201704,0.003655792411115355
68,2017-06-07,8,0.08790828402366864,0.01278205739995908,HAS,108.18000030517578,108.5500030517578,107.79000091552734,108.4000015258789,96.31218719482422,633700,91,58.0,,0.58,52.78,6.970001220703125,0.06861588004591157
69,2017-06-15,2,0.08568934911242604,-0.025241476794668927,HAS,108.80999755859376,111.01000213623048,108.36000061035156,108.98999786376952,96.83639526367188,1712000,91,58.0,,0.58,52.78,2.4599990844726847,0.022662358501268187
70,2017-06-16,15,0.09049704142011834,0.05610606636052884,HAS,108.20999908447266,110.3499984741211,108.20999908447266,109.63999938964844,97.41390991210938,1322200,85,58.0,,0.58,49.3,-0.6600036621093892,-0.005945443197987177
71,2017-06-20,10,0.08864792899408284,-0.02043284948345747,HAS,111.13999938964844,111.83000183105467,110.6999969482422,111.37999725341795,98.95989227294922,706200,91,58.0,,0.58,52.78,1.4800033569335795,0.013411901924771374
72,2017-06-21,1,0.08531952662721894,-0.03754630711210494,HAS,111.58000183105467,111.93000030517578,110.5500030517578,111.22000122070312,98.81771850585938,542700,90,58.0,,0.58,52.2,0.09999847412110796,0.0008942007733503399
73,2017-06-29,2,0.08568934911242604,0.004334558568555469,HAS,110.69000244140624,110.88999938964844,108.94000244140624,110.05999755859376,97.7870864868164,846200,94,58.0,,0.58,54.52,-1.0400009155273438,-0.009291529640773621
74,2017-07-05,15,0.09049704142011834,0.05610606636052884,HAS,110.41999816894533,113.0,110.23999786376952,112.0,99.51074981689452,741000,82,57.0,,0.57,46.74,2.1100006103515625,0.019027871061098933
75,2017-07-06,10,0.08864792899408284,-0.02043284948345747,HAS,111.26000213623048,112.33999633789062,110.33999633789062,111.12000274658205,98.72886657714844,643700,87,57.0,,0.57,49.59,-0.660003662109375,-0.005840740372649367
76,2017-07-24,5,0.08679881656804733,0.01733823427422143,HAS,111.16000366210938,111.58999633789062,103.68000030517578,105.0,93.29132843017578,5715800,89,57.0,,0.57,50.73,-0.75,-0.0066761618697599445
77,2017-07-26,14,0.09012721893491124,0.03834617219987724,HAS,105.79000091552734,106.6999969482422,105.11000061035156,106.0999984741211,94.26866912841795,1141500,88,57.0,,0.57,50.16,-4.889999389648423,-0.043821126894221574
78,2017-07-27,2,0.08568934911242604,-0.04924006171421058,HAS,106.29000091552734,106.6500015258789,105.0,106.63999938964844,94.74845123291016,968200,89,57.0,,0.57,50.73,-0.04999542236329546,-0.00046856067285128145
79,2017-08-02,2,0.08568934911242604,0.0,HAS,105.5,106.54000091552734,103.26000213623048,104.7699966430664,93.58719635009766,1540300,84,58.0,,0.58,48.72,-0.1100006103515625,-0.0010314168661766931
80,2017-08-07,10,0.08864792899408284,0.03452681006801783,HAS,103.6500015258789,103.86000061035156,102.91999816894533,103.0199966430664,92.02399444580078,824800,81,58.0,,0.58,46.98,-2.6800003051757812,-0.025154874058060828
81,2017-08-15,12,0.08938757396449704,0.008343623802689937,HAS,98.29000091552734,98.66000366210938,97.75,98.33000183105467,87.83458709716797,907300,80,58.0,,0.58,46.4,-5.1999969482421875,-0.050067368743341945
82,2017-08-16,8,0.08790828402366864,-0.01654916757687086,HAS,98.25,99.5999984741211,98.12000274658205,98.95999908447266,88.3973388671875,882600,81,58.0,,0.58,46.98,0.9399948120117188,0.009527617850400683
83,2017-09-05,2,0.08568934911242604,0.01311739191269079,HAS,97.37000274658205,97.45999908447266,95.16000366210938,95.5199966430664,85.32451629638672,1378500,83,66.0,,0.66,54.78,-2.1399993896484375,-0.021485937976238767
84,2017-09-06,2,0.08568934911242604,0.0,HAS,95.6500015258789,95.83999633789062,92.1500015258789,93.66000366210938,83.6630630493164,3335100,86,66.0,,0.66,56.760000000000005,-1.6200027465820312,-0.016622232318901475
85,2017-09-14,18,0.09160650887573965,0.06905362013603566,HAS,95.37999725341795,95.93000030517578,94.63999938964844,95.06999969482422,84.92254638671875,880900,89,66.0,,0.66,58.74,0.09000396728515625,0.0009391065392765352
86,2017-09-18,2,0.08568934911242604,-0.0645932241707845,HAS,95.16999816894533,95.61000061035156,92.36000061035156,93.23999786376952,83.28787994384766,1796900,92,66.0,,0.66,60.720000000000006,-0.31999969482421875,-0.003335762470616288
87,2017-09-19,43,0.10085207100591716,0.17694990159859114,HAS,93.04000091552734,96.87999725341795,92.91000366210938,94.98999786376952,84.85108184814453,1960800,94,66.0,,0.66,62.040000000000006,1.269996643066392,0.013283094184280309
88,2017-09-27,2,0.08568934911242604,-0.15034616287256508,HAS,97.61000061035156,97.75,96.7699966430664,97.16000366210938,86.78948211669922,890800,99,66.0,,0.66,65.34,0.8700027465820455,0.008980210272986566
89,2017-09-28,6,0.08716863905325443,0.017263405034008805,HAS,96.9499969482422,97.45999908447266,96.1500015258789,97.01000213623048,86.65548706054688,1030400,96,66.0,,0.66,63.36,-0.29000091552734375,-0.0029667612841671742
90,2017-10-23,2,0.08568934911242604,-0.11123726525101263,HAS,92.69000244140624,93.44000244140624,88.66000366210938,89.75,80.17039489746094,7220400,97,70.0,,0.7,67.89999999999999,-4.0199966430664205,-0.04124765730381463
91,2017-10-24,3,0.08605917159763314,0.004315851258502201,HAS,91.66999816894533,93.98999786376952,91.5,92.95999908447266,83.03776550292969,4445000,97,70.0,,0.7,67.89999999999999,0.5499954223632812,0.0058860809930754154
92,2017-10-27,1,0.08531952662721894,-0.008594609460946145,HAS,94.8499984741211,97.3000030517578,94.0,97.13999938964844,86.7716064453125,2576100,88,70.0,,0.7,61.6,3.3100051879882812,0.03521656839258425
93,2017-10-30,2,0.08568934911242604,-0.029325021784301852,HAS,96.95999908447266,96.95999908447266,95.4000015258789,95.47000122070312,85.27985382080078,2131900,100,70.0,,0.7,70.0,-0.34000396728514204,-0.0034943880433825347
94,2017-11-02,4,0.08642899408284024,0.008631702517004403,HAS,91.06999969482422,91.0999984741211,89.29000091552734,89.61000061035156,80.52611541748047,1402400,91,70.0,,0.7,63.7,-5.8600006103515625,-0.06043730059492125
95,2017-11-03,2,0.08568934911242604,-0.008557833841098206,HAS,89.1500015258789,91.01000213623048,89.0999984741211,90.69000244140624,81.49663543701172,1066200,86,70.0,,0.7,60.2,-0.08999633789061079,-0.000987885174511538
96,2017-11-06,2,0.08568934911242604,0.0,HAS,90.66999816894533,91.26000213623048,90.3499984741211,91.01000213623048,81.78421020507812,704400,91,70.0,,0.7,63.7,0.25,0.0027469508200403947
97,2017-11-08,2,0.08568934911242604,0.0,HAS,89.81999969482422,89.9000015258789,88.20999908447266,89.01000213623047,79.98693084716797,1630600,89,70.0,,0.7,62.3,-1.3600006103515767,-0.014902482780149495
98,2017-11-13,1,0.08531952662721894,0.0,HAS,94.75,99.16999816894533,94.75,96.83000183105467,87.01422119140625,5587900,97,70.0,,0.7,67.89999999999999,9.26999664306642,0.103114532655463
99,2017-11-17,2,0.08568934911242604,0.004334558568555469,HAS,96.06999969482422,96.9000015258789,95.6999969482422,95.88999938964844,86.16949462890625,1080800,89,70.0,,0.7,62.3,-2.2699966430664205,-0.02288995346353917
100,2017-11-22,2,0.08568934911242604,0.0,HAS,95.16999816894533,95.52999877929688,94.83999633789062,95.02999877929688,85.39669036865234,471800,74,70.0,,0.7,51.8,-1.3700027465820312,-0.014138315015569392
101,2017-11-30,1,0.08531952662721894,-0.004315851258502201,HAS,92.9499969482422,93.91999816894533,92.5500030517578,93.0199966430664,83.5904312133789,1075000,98,70.0,,0.7,68.6,-1.6100006103515483,-0.016853351103574665
102,2017-12-06,2,0.08568934911242604,0.004334558568555469,HAS,91.02999877929688,91.86000061035156,90.75,90.80999755859376,81.60445404052734,1429400,100,64.0,,0.64,64.0,-2.059997558593764,-0.021933534910085872
103,2018-01-02,12,0.08938757396449704,-0.012259709690074616,HAS,91.55999755859376,92.25,90.70999908447266,92.08000183105467,82.74573516845703,1223300,71,65.0,,0.65,46.15,0.3899993896484375,0.004245584444340755
104,2018-01-03,22,0.09308579881656805,0.041372918942177206,HAS,92.2699966430664,92.2699966430664,89.94999694824219,91.29000091552734,82.03582000732422,1677500,70,65.0,,0.65,45.5,0.01999664306640625,0.0002167657784977184
105,2018-01-08,1,0.08531952662721894,-0.08343133204080977,HAS,92.0999984741211,93.29000091552734,91.68000030517578,93.16999816894533,83.7252197265625,1257000,78,65.0,,0.65,50.7,1.0200042724609375,0.011054560632604016
106,2018-01-10,3,0.08605917159763314,0.008669117137110716,HAS,93.73999786376952,94.19000244140624,91.91999816894533,92.30999755859376,82.95240783691406,1239300,80,65.0,,0.65,52.0,0.900001525878892,0.009647352524884578
107,2018-01-17,31,0.09641420118343196,0.12032453245324537,HAS,91.4499969482422,93.1500015258789,91.22000122070312,91.62000274658205,82.33236694335938,1387000,83,65.0,,0.65,53.95,-1.0400009155273295,-0.011041521271583976
108,2018-01-23,1,0.08531952662721894,-0.11507303301828897,HAS,91.8499984741211,97.45999908447266,90.04000091552734,94.55999755859376,84.97431945800781,3606800,90,65.0,,0.65,58.5,4.30999755859375,0.04626943089631985
109,2018-01-24,1,0.08531952662721894,0.0,HAS,94.41999816894533,96.93000030517578,93.25,95.7699966430664,86.06166076660156,2354200,91,65.0,,0.65,59.15,-0.529998779296875,-0.00543811598887356
110,2018-01-29,1,0.08531952662721894,-0.008594609460946145,HAS,93.3499984741211,94.5,92.81999969482422,94.1999969482422,84.65081787109375,935500,97,65.0,,0.65,63.05,-2.4300003051757812,-0.025069640952492867
111,2018-01-30,4,0.08642899408284024,0.013003675705666184,HAS,94.0199966430664,94.9800033569336,93.37000274658205,94.2699966430664,84.71371459960938,1351800,89,65.0,,0.65,57.85,0.48000335693359375,0.005079400602471917
112,2018-01-31,38,0.09900295857988166,0.14548317529866828,HAS,94.41999816894533,94.91000366210938,93.86000061035156,94.56999969482422,85.50028991699219,947200,93,65.0,,0.65,60.45,-0.06999969482421875,-0.0007369940234804861
113,2018-02-02,1,0.08531952662721894,-0.13821235394316111,HAS,94.75,95.37999725341795,93.75,94.12000274658205,85.09344482421875,1823300,77,75.0,,0.75,57.75,0.46999359130857954,0.004951992131217331
114,2018-02-06,5,0.08679881656804733,0.01733823427422143,HAS,90.5999984741211,94.33999633789062,89.88999938964844,93.93000030517578,84.92166137695312,2692700,81,75.0,,0.75,60.75,-1.0400009155273295,-0.010903763320144755
115,2018-02-07,2,0.08568934911242604,-0.012782057399958968,HAS,92.5,103.38999938964844,92.0999984741211,102.22000122070312,92.41661071777344,7270600,76,75.0,,0.75,57.0,9.050003051757812,0.09592965235385509
116,2018-02-08,0,0.08494970414201183,-0.008631702517004514,HAS,101.01000213623048,101.51000213623048,96.27999877929688,96.4800033569336,87.22711181640625,3362700,83,75.0,,0.75,62.25,-1.8799972534179545,-0.01818355029032126
117,2018-02-09,1,0.08531952662721894,0.004353428760491829,HAS,97.6999969482422,98.9800033569336,95.04000091552734,97.7300033569336,88.35722351074219,2911500,77,75.0,,0.75,57.75,-2.529998779296889,-0.024923640292131344
118,2018-02-12,7,0.08753846153846154,0.012836750761647142,HAS,98.41000366210938,99.33000183105467,96.33999633789062,96.62999725341795,87.36271667480469,1313000,83,75.0,,0.75,62.25,0.34999847412107954,0.003536052356544639
119,2018-02-13,2,0.08568934911242604,-0.021123428416925716,HAS,96.43000030517578,97.38999938964844,94.7300033569336,95.55999755859376,86.39533233642578,1987900,83,75.0,,0.75,62.25,-1.9400024414062358,-0.019530880958865682
120,2018-02-16,13,0.08975739644970414,0.047474363843524436,HAS,97.2300033569336,100.69000244140624,95.6999969482422,98.8499984741211,89.36981201171875,2570400,83,75.0,,0.75,62.25,3.3000030517577983,0.03388441392791042
121,2018-02-20,6,0.08716863905325443,-0.028841716658975503,HAS,98.5199966430664,98.9499969482422,97.25,97.7699966430664,88.39338684082031,1403700,84,75.0,,0.75,63.0,-1.740005493164034,-0.017280816873319504
122,2018-02-21,1,0.08531952662721894,-0.021213046872348373,HAS,98.18000030517578,100.26000213623048,97.58000183105467,99.06999969482422,89.56869506835938,1916800,88,75.0,,0.75,66.0,1.3100051879882812,0.013239062439521998
123,2018-03-21,1,0.08531952662721894,-0.004315851258502201,HAS,85.9800033569336,87.16000366210938,85.41999816894531,86.5999984741211,78.29464721679688,1689200,95,73.0,,0.73,69.35,-13.099998474121108,-0.1306602652603298
124,2018-03-26,3,0.08605917159763314,0.008669117137110716,HAS,84.81999969482422,85.18000030517578,83.94999694824219,85.08000183105469,76.92042541503906,754800,95,73.0,,0.73,69.35,-1.9800033569335938,-0.022716880148484275
125,2018-03-29,27,0.09493491124260355,0.10313531353135308,HAS,83.95999908447266,84.86000061035156,83.95999908447266,84.30000305175781,76.21524047851562,1084300,88,73.0,,0.73,64.24,-0.31999969482421875,-0.0037567468147188254
