,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,HLNE_unscaled,HLNE_monthly,isPartial,scale,HLNE,Stock_Price_Change,Stock_Price_Change_Percent
0,2018-06-04,1,0.001,0.0,HLNE,48.5,48.7599983215332,47.83000183105469,48.209999084472656,44.79534912109375,161200,33,48.0,,0.48,15.84,,
1,2018-11-06,14,1.001,999.9999999999999,HLNE,36.45000076293945,39.36000061035156,36.22999954223633,38.81999969482422,36.38932037353516,268300,0,42.0,,0.42,0.0,-9.39999771118164,-0.19278092770217448
2,2019-06-26,1,0.001,-0.999000999000999,HLNE,55.619998931884766,55.79999923706055,54.77999877929688,55.65999984741211,53.03073120117188,169300,0,47.0,,0.47,0.0,16.439998626708984,0.417682885461778
