,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,YOU_unscaled,YOU_monthly,isPartial,scale,YOU,Stock_Price_Change,Stock_Price_Change_Percent
0,2021-06-30,4,0.03829366211534543,-0.020843429369434174,YOU,38.54999923706055,44.790000915527344,38.2599983215332,40.0,40.0,9014900,94,77.0,,0.77,72.38,,
1,2021-07-01,13,0.040127776645608314,0.047896033676233296,YOU,42.70000076293945,53.970001220703125,42.02999877929688,47.91999816894531,47.91999816894531,5064000,91,76.0,False,0.76,69.16,9.180000305175781,0.20495646612039597
2,2021-07-02,6,0.03870124312207051,-0.03554977730603792,YOU,48.0,48.95000076293945,43.380001068115234,48.0,48.0,1256900,89,76.0,,0.76,67.64,-5.020000457763672,-0.09301464413971472
3,2021-07-06,6,0.03870124312207051,-0.48381792137686963,YOU,48.47999954223633,49.4900016784668,43.59999847412109,44.68999862670898,44.68999862670898,1465600,95,76.0,,0.76,72.2,0.5400009155273438,0.011031683495624778
4,2021-07-07,8,0.0391088241287956,0.010531470667221488,YOU,45.09999847412109,45.5,40.11000061035156,41.0099983215332,41.0099983215332,2346600,92,76.0,,0.76,69.92,-3.990001678466797,-0.08062237913002246
5,2021-07-08,2,0.03788608110862034,-0.03126514405415126,YOU,39.959999084472656,44.20000076293945,38.84000015258789,42.31999969482422,42.31999969482422,1158900,96,76.0,,0.76,72.96000000000001,-1.2999992370605469,-0.028571411803528513
6,2021-07-09,4,0.03829366211534543,0.010758067205645983,YOU,43.02999877929688,44.709999084472656,41.79999923706055,42.20000076293945,42.20000076293945,442600,92,76.0,,0.76,69.92,0.5099983215332031,0.011538423364934047
7,2021-07-12,1,0.037682290605257796,-0.3072231151674554,YOU,42.369998931884766,46.68000030517578,42.22999954223633,44.84999847412109,44.84999847412109,738500,97,76.0,,0.76,73.72,1.970001220703125,0.04406175936128087
8,2021-07-13,33,0.044203586712859184,0.17305997068796763,YOU,44.27000045776367,44.33000183105469,41.150001525878906,41.25,41.25,722200,97,76.0,,0.76,73.72,-2.3499984741210938,-0.05034272619446689
9,2021-07-14,2,0.03788608110862034,-0.1429183935972561,YOU,41.43999862670898,42.40999984741211,39.59000015258789,40.25,40.25,707600,96,76.0,,0.76,72.96000000000001,-1.9200019836425781,-0.04331157014068854
10,2021-07-15,6,0.03870124312207051,0.021516134411291743,YOU,39.63999938964844,41.150001525878906,39.59999847412109,40.0,40.0,246000,94,76.0,,0.76,71.44,-1.2599983215332031,-0.02970993459246829
11,2021-07-16,1,0.037682290605257796,-0.026328676668053275,YOU,40.29999923706055,43.0,39.5,42.29999923706055,42.29999923706055,557200,95,76.0,,0.76,72.2,1.8499984741210938,0.044957433913037415
12,2021-07-19,2,0.03788608110862034,-0.005350254404597021,YOU,41.61000061035156,42.20000076293945,38.380001068115234,39.20000076293945,39.20000076293945,664300,94,76.0,,0.76,71.44,-0.7999992370605469,-0.01860463342001273
13,2021-07-20,2,0.03788608110862034,0.0,YOU,39.20000076293945,42.21500015258789,38.5099983215332,42.0099983215332,42.0099983215332,328200,93,76.0,,0.76,70.68,0.0149993896484375,0.00035543576723373604
14,2021-07-21,1,0.037682290605257796,-0.00537903360282288,YOU,41.81999969482422,42.95000076293945,41.01800155639648,42.150001525878906,42.150001525878906,199200,91,76.0,,0.76,69.16,0.7350006103515625,0.017410887307707457
15,2021-07-22,67,0.051132463827185656,0.3569361895439329,YOU,41.75,43.93999862670898,41.75,43.4900016784668,43.4900016784668,240100,96,76.0,,0.76,72.96000000000001,0.9899978637695241,0.023050008060157445
16,2021-07-23,2,0.03788608110862034,-0.25906012984890825,YOU,43.43000030517578,43.95000076293945,41.09999847412109,43.0,43.0,319600,95,76.0,,0.76,72.2,0.010002136230475855,0.0002276316919225252
17,2021-07-26,7,0.03890503362543306,-0.4528427345968983,YOU,42.459999084472656,46.56999969482422,42.209999084472656,45.54999923706055,45.54999923706055,508600,96,76.0,,0.76,72.96000000000001,2.6199989318847656,0.059613171476758264
18,2021-07-27,214,0.08108966782147951,1.0842975899259848,YOU,45.54999923706055,46.65999984741211,43.03499984741211,44.310001373291016,44.310001373291016,372800,96,76.0,,0.76,72.96000000000001,0.09000015258789062,0.001932577908045241
19,2021-07-28,1,0.037682290605257796,-0.535300962285157,YOU,44.5,45.59999847412109,44.06999969482422,45.27000045776367,45.27000045776367,214500,95,76.0,,0.76,72.2,-1.0600013732910227,-0.02271756058202845
20,2021-07-29,5,0.03849745261870797,0.021632496335995954,YOU,45.4900016784668,47.09999847412109,45.27999877929688,46.31999969482422,46.31999969482422,189400,95,76.0,,0.76,72.2,1.5,0.03289473794283748
21,2021-07-30,1,0.037682290605257796,-0.02117444033307392,YOU,46.380001068115234,51.5,45.880001068115234,49.43000030517578,49.43000030517578,600600,90,76.0,,0.76,68.4,4.400001525878913,0.09341829444636773
22,2021-08-02,3,0.038089871611982885,0.010816248167998088,YOU,51.900001525878906,62.5099983215332,51.900001525878906,62.09999847412109,62.09999847412109,1662000,95,80.0,,0.8,76.0,11.009998321533203,0.2137863751754021
23,2021-08-03,1,0.037682290605257796,-0.010700508809193932,YOU,59.79999923706055,60.0,50.77000045776367,52.13999938964844,52.13999938964844,2150900,92,80.0,,0.8,73.60000000000001,-2.509998321533203,-0.0401535496549289
24,2021-08-04,73,0.05235520684736091,0.38938493404792673,YOU,54.09999847412109,59.540000915527344,54.08399963378906,57.77999877929688,57.77999877929688,1302700,97,80.0,,0.8,77.60000000000001,-0.45999908447265625,-0.007666651407877589
25,2021-08-05,2,0.03788608110862034,-0.27636459886262343,YOU,57.58000183105469,57.90499877929688,52.28099822998047,54.20000076293945,54.20000076293945,763000,99,80.0,,0.8,79.2,-1.6350021362304616,-0.027460566192300306
26,2021-08-06,26,0.04277705318932138,0.12909680646775,YOU,54.77999877929688,60.86600112915039,53.0,58.68000030517578,58.68000030517578,720600,97,80.0,,0.8,77.60000000000001,2.9610023498535085,0.05113552218763151
27,2021-08-09,3,0.038089871611982885,0.010816248167998088,YOU,59.25,65.69999694824219,58.09999847412109,59.09999847412109,59.09999847412109,890500,94,80.0,,0.8,75.2,4.833995819091797,0.07942029588628041
28,2021-08-10,9,0.03931261463215814,0.03210152642758146,YOU,59.84000015258789,60.75,56.119998931884766,57.970001220703125,57.970001220703125,430800,99,80.0,,0.8,79.2,-4.9499969482421875,-0.07534242280318137
29,2021-08-11,175,0.07314183819034033,0.8605182808296226,YOU,57.97999954223633,58.244998931884766,54.34000015258789,58.04999923706055,58.04999923706055,427700,93,80.0,,0.8,74.4,-2.5050010681152344,-0.04123458548337833
30,2021-08-12,119,0.06172957000203791,-0.1560292777794804,YOU,57.560001373291016,57.810001373291016,52.59000015258789,52.709999084472656,52.709999084472656,514400,95,80.0,,0.8,76.0,-0.43499755859375,-0.007468410448465468
31,2021-08-13,2,0.03788608110862034,-0.3862571680416762,YOU,52.75,56.380001068115234,52.02000045776367,52.459999084472656,52.459999084472656,481400,97,80.0,,0.8,77.60000000000001,-1.4300003051757812,-0.02473620950018629
32,2021-08-16,101,0.05806134094151213,0.4323628630465495,YOU,51.900001525878906,52.45000076293945,45.459999084472656,49.86000061035156,49.86000061035156,851600,97,80.0,,0.8,77.60000000000001,-3.9300003051757812,-0.06970557344310391
33,2021-08-17,91,0.05602343590788669,-0.03509917271249918,YOU,49.68999862670898,49.84999847412109,44.66999816894531,46.869998931884766,46.869998931884766,613300,95,80.0,,0.8,76.0,-2.6000022888183665,-0.049571062936103805
34,2021-08-18,1,0.037682290605257796,-0.32738344240052086,YOU,47.5,51.43999862670898,46.7599983215332,48.150001525878906,48.150001525878906,478300,95,80.0,,0.8,76.0,1.5900001525878906,0.031895691098432266
35,2021-08-19,64,0.050521092317098025,0.3407118172919359,YOU,47.970001220703125,48.68999862670898,46.2400016784668,47.150001525878906,47.150001525878906,341200,94,80.0,,0.8,75.2,-2.75,-0.05346034357341778
36,2021-08-20,1,0.037682290605257796,-0.25412755589797786,YOU,46.93000030517578,48.400001525878906,46.650001525878906,47.7400016784668,47.7400016784668,310200,97,80.0,,0.8,77.60000000000001,-0.289997100830071,-0.005955989094462488
37,2021-08-23,39,0.04542632973303444,-0.25425968612310845,YOU,48.16999816894531,49.66999816894531,47.84000015258789,48.040000915527344,48.040000915527344,381600,95,80.0,,0.8,76.0,1.2699966430664062,0.026239599236114852
38,2021-08-24,72,0.05215141634399837,0.14804380302099074,YOU,48.59000015258789,53.68000030517578,48.29999923706055,51.209999084472656,51.209999084472656,668300,100,80.0,,0.8,80.0,4.010002136230469,0.08073288270700196
39,2021-08-25,1,0.037682290605257796,-0.277444540399442,YOU,51.65999984741211,54.26599884033203,51.33000183105469,51.880001068115234,51.880001068115234,443400,93,80.0,,0.8,74.4,0.58599853515625,0.01091651512341274
40,2021-08-26,122,0.06234094151212553,0.6543830141638769,YOU,52.130001068115234,52.900001525878906,49.2869987487793,49.52999877929688,49.52999877929688,279400,96,80.0,,0.8,76.80000000000001,-1.365997314453125,-0.025172250463357804
41,2021-08-27,1,0.037682290605257796,-0.39554505127375306,YOU,49.70000076293945,49.70000076293945,47.650001525878906,48.22999954223633,48.22999954223633,434000,92,80.0,,0.8,73.60000000000001,-3.200000762939453,-0.06049150606118603
42,2021-08-30,841,0.20886631342979417,2.943360509720785,YOU,48.68000030517578,48.84999847412109,46.13999938964844,48.68999862670898,48.68999862670898,639200,91,80.0,,0.8,72.8,-0.8500022888183665,-0.01710266148430728
43,2021-08-31,107,0.059284083961687384,-0.7161625396255465,YOU,48.79999923706055,48.81999969482422,45.34999847412109,46.470001220703125,46.470001220703125,510300,97,80.0,,0.8,77.60000000000001,-0.029998779296867895,-0.0006140999024342175
44,2021-09-01,83,0.05439311188098635,-0.08250059297301193,YOU,46.2599983215332,48.08000183105469,44.880001068115234,47.900001525878906,47.900001525878906,520500,92,77.0,False,0.77,70.84,-0.7399978637695312,-0.01515767858245165
45,2021-09-02,2,0.03788608110862034,-0.30347649181175473,YOU,47.13999938964844,47.84999847412109,46.400001525878906,47.2599983215332,47.2599983215332,260800,95,77.0,,0.77,73.15,-0.23000335693360086,-0.00478376348116194
46,2021-09-03,35,0.04461116771958427,0.17750810889315627,YOU,47.290000915527344,48.38999938964844,45.95000076293945,47.86000061035156,47.86000061035156,394600,94,77.0,,0.77,72.38,0.5400009155273509,0.011285285950832336
47,2021-09-07,1,0.037682290605257796,-0.30980900088463537,YOU,47.7599983215332,49.650001525878906,47.25,48.93000030517578,48.93000030517578,475100,96,77.0,,0.77,73.92,1.2600021362304688,0.02603848216828064
48,2021-09-08,289,0.09637395557367026,1.557539736191707,YOU,48.66999816894531,48.867000579833984,44.29999923706055,46.31999969482422,46.31999969482422,751800,94,77.0,,0.77,72.38,-0.7830009460449219,-0.015770411318855704
49,2021-09-09,132,0.06437884654575098,-0.3319891648886566,YOU,46.34999847412109,46.88999938964844,44.62099838256836,45.40999984741211,45.40999984741211,427700,97,77.0,,0.77,74.69,-1.9770011901855469,-0.04045677382952373
50,2021-09-10,65,0.050724882820460566,-0.2120877346814095,YOU,45.84000015258789,45.95000076293945,43.2400016784668,43.560001373291016,43.560001373291016,346700,97,77.0,,0.77,74.69,-0.9399986267089844,-0.020046889292911763
51,2021-09-13,1,0.037682290605257796,-0.5145612971145188,YOU,43.47999954223633,45.88999938964844,41.9900016784668,44.79999923706055,44.79999923706055,579500,93,77.0,,0.77,71.61,-0.060001373291015625,-0.0013057970031505883
52,2021-09-14,1,0.037682290605257796,0.0,YOU,44.11000061035156,44.400001525878906,42.310001373291016,42.650001525878906,42.650001525878906,373600,95,77.0,,0.77,73.15,-1.4899978637695312,-0.032468901363847835
53,2021-09-15,165,0.0711039331567149,0.8869323497758332,YOU,42.540000915527344,44.63999938964844,42.150001525878906,44.34999847412109,44.34999847412109,638800,97,77.0,,0.77,74.69,0.23999786376953125,0.005405357106342601
54,2021-09-16,1,0.037682290605257796,-0.4700392941385527,YOU,44.0099983215332,44.9900016784668,42.77999877929688,43.119998931884766,43.119998931884766,404100,99,77.0,,0.77,76.23,0.3500022888183594,0.007840553172129283
55,2021-09-17,2,0.03788608110862034,0.005408124083998933,YOU,43.0,44.45700073242188,41.56999969482422,41.90999984741211,41.90999984741211,1188800,97,77.0,,0.77,74.69,-0.5330009460449148,-0.011847097714157706
56,2021-09-20,725,0.18522661503973914,3.524018575758933,YOU,40.88999938964844,42.220001220703125,40.150001525878906,41.43999862670898,41.43999862670898,666400,97,77.0,,0.77,74.69,-2.236999511718757,-0.05031827327225302
57,2021-09-21,1,0.037682290605257796,-0.7965611443194958,YOU,41.45000076293945,41.74399948120117,40.198001861572266,41.060001373291016,41.060001373291016,582100,99,77.0,,0.77,76.23,-0.4760017395019531,-0.011274318468483147
