,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,COST_unscaled,COST_monthly,isPartial,scale,COST,Stock_Price_Change,Stock_Price_Change_Percent
28,2017-03-23,1,0.054079416531604536,-0.029097680914831114,COST,168.0,168.4199981689453,166.42999267578125,166.89999389648438,149.6365509033203,1430500,92,91.0,,0.91,83.72,-9.830001831054688,-0.05514727534953545
29,2017-04-03,2,0.05448460291734198,0.0074924326430305666,COST,167.74000549316406,168.3000030517578,166.39999389648438,166.6999969482422,149.4572296142578,1547900,93,91.0,,0.91,84.63000000000001,-0.1199951171875,-0.0007124754690184254
30,2017-05-16,2,0.05448460291734198,0.0074924326430305666,COST,171.9600067138672,171.9600067138672,170.6300048828125,171.0,159.971923828125,1129200,94,88.0,,0.88,82.72,3.660003662109375,0.02174690193549078
31,2017-05-22,2,0.05448460291734198,0.0074924326430305666,COST,172.24000549316406,173.24000549316406,171.6300048828125,172.39999389648438,161.2815704345703,1594100,93,88.0,,0.88,81.84,1.279998779296875,0.00744358414353119
32,2017-05-24,2,0.05448460291734198,0.0,COST,172.9499969482422,173.1300048828125,171.8000030517578,173.00999450683594,161.85223388671875,1420800,92,88.0,,0.88,80.96,-0.1100006103515625,-0.0006349607877143004
33,2017-05-25,3,0.05488978930307942,0.007436713567540165,COST,173.47000122070312,175.0500030517578,173.3000030517578,174.72999572753906,163.46133422851562,2726900,90,88.0,,0.88,79.2,1.9199981689453125,0.011089921531769686
34,2017-05-26,30,0.06582982171799028,0.19930906191868192,COST,180.25,180.33999633789065,177.52000427246094,177.86000061035156,166.38946533203125,4471300,87,88.0,,0.88,76.56,5.289993286132841,0.030219898279971513
35,2017-06-01,6,0.056105348460291735,-0.1477213974444198,COST,180.80999755859372,181.1000061035156,179.86000061035156,180.6300048828125,168.98085021972656,2028300,93,92.0,False,0.92,85.56,0.7600097656249432,0.0042143161864158785
36,2017-06-13,3,0.05488978930307942,-0.021665655602738587,COST,179.89999389648438,180.7899932861328,179.02999877929688,180.50999450683597,168.8686065673828,1745400,96,92.0,,0.92,88.32000000000001,-0.3100128173827841,-0.0017118321752324084
37,2017-06-16,3,0.05488978930307942,0.0,COST,170.39999389648438,170.60000610351562,165.0,167.11000061035156,156.33279418945312,24233000,91,92.0,,0.92,83.72,-10.189987182617188,-0.05636366812896387
38,2017-06-19,1,0.054079416531604536,-0.014763634216198751,COST,167.0500030517578,167.3800048828125,162.38999938964844,164.33999633789062,153.7414093017578,13809100,100,92.0,,0.92,92.0,-3.220001220703125,-0.018874566855228037
39,2017-06-20,70,0.08203727714748785,0.5169778523691073,COST,165.5,165.5,162.42999267578125,162.89999389648438,152.39427185058594,7337600,99,92.0,,0.92,91.08,-1.8800048828125,-0.011231956195297932
40,2017-06-21,2,0.05448460291734198,-0.3358555426042634,COST,163.49000549316406,163.77000427246094,162.75,163.14999389648438,152.62815856933594,3421700,100,92.0,,0.92,92.0,-1.7299957275390625,-0.010453146389964085
41,2017-06-22,4,0.055294975688816854,0.01487342713508033,COST,163.1699981689453,163.3000030517578,159.00999450683594,159.7899932861328,149.48483276367188,8043100,97,92.0,,0.92,89.24000000000001,-0.470001220703125,-0.00286988586701864
42,2017-06-23,7,0.05651053484602917,0.021983175542984457,COST,159.39999389648438,159.8000030517578,156.55999755859375,157.1300048828125,146.9963836669922,9506700,97,92.0,,0.92,89.24000000000001,-3.5,-0.021432945098541545
43,2017-06-26,2,0.05448460291734198,0.0,COST,158.14999389648438,160.99000549316406,158.10000610351562,160.1999969482422,149.86842346191406,6473900,100,92.0,,0.92,92.0,1.19000244140625,0.007446823646310108
44,2017-06-27,1,0.054079416531604536,-0.007436713567540276,COST,160.66000366210938,161.5500030517578,159.1999969482422,159.25999450683594,148.989013671875,5533800,99,92.0,,0.92,91.08,0.55999755859375,0.0034784616403875646
45,2017-06-28,1,0.054079416531604536,0.0,COST,159.58999633789062,160.5,159.5,160.1699981689453,149.84030151367188,3234400,99,92.0,,0.92,91.08,-1.0500030517578125,-0.0064995545151516065
46,2017-06-29,3,0.05488978930307942,0.014984865286061133,COST,160.2100067138672,160.47000122070312,157.8000030517578,158.67999267578125,148.44644165039062,3664200,95,92.0,,0.92,87.4,-0.029998779296875,-0.00018690828222356348
47,2017-06-30,10,0.05772609400324149,0.051672719756695296,COST,159.60000610351562,160.5399932861328,158.7899932861328,159.92999267578125,149.61581420898438,4755100,90,92.0,,0.92,82.8,0.0699920654296875,0.00043616915870403616
48,2017-07-03,6,0.056105348460291735,0.029746854270160883,COST,160.2100067138672,160.52999877929688,158.69000244140625,158.82000732421875,148.57740783691406,1994300,89,90.0,,0.9,80.10000000000001,-0.0099945068359375,-6.22555578292383e-05
49,2017-07-05,4,0.055294975688816854,-0.014443770401825762,COST,158.92999267578125,159.5,157.86000061035156,158.02000427246094,147.82901000976562,3770400,100,90.0,,0.9,90.0,-1.029998779296875,-0.00641623862909857
50,2017-07-06,37,0.06866612641815235,0.2418149309728288,COST,161.11000061035156,161.35000610351562,157.0500030517578,157.08999633789062,146.95896911621094,6963400,96,90.0,,0.9,86.4,1.850006103515625,0.011598784348060276
51,2017-07-07,54,0.07555429497568882,0.10031392357259183,COST,157.36000061035156,157.5500030517578,154.08999633789062,154.11000061035156,144.1711883544922,7688400,92,90.0,,0.9,82.8,-3.8000030517578125,-0.023551304047177313
52,2017-07-10,4,0.055294975688816854,0.01487342713508033,COST,153.50999450683594,153.60000610351562,150.9600067138672,151.0,141.26174926757812,8999800,97,90.0,,0.9,87.3,-3.9499969482421875,-0.02507138604716208
53,2017-07-11,15,0.05975202593192869,0.08060497699094293,COST,151.4499969482422,153.08999633789062,150.92999267578125,151.11000061035156,141.36463928222656,6275600,98,90.0,,0.9,88.2,-0.510009765625,-0.00332037594634782
54,2017-07-12,25,0.06380388978930308,0.06781132177828408,COST,151.4600067138672,152.89999389648438,151.4199981689453,151.75,141.96336364746094,5112200,100,90.0,,0.9,90.0,-0.19000244140625,-0.001241115983743879
55,2017-07-13,55,0.07595948136142626,0.1905148982650442,COST,153.22999572753906,153.92999267578125,152.6199951171875,153.60000610351562,143.6940460205078,5673500,95,90.0,,0.9,85.5,1.029998779296875,0.006736421323824349
56,2017-07-14,24,0.06339870340356564,-0.16536155503872663,COST,154.25999450683594,154.27000427246094,152.89999389648438,153.0,143.13275146484375,4368400,92,90.0,,0.9,82.8,0.3400115966796875,0.0022088716485282323
57,2017-07-17,2,0.05448460291734198,0.0074924326430305666,COST,153.0,153.44000244140625,152.52000427246094,152.83999633789062,142.9830780029297,3096500,96,90.0,,0.9,86.4,-0.8300018310546875,-0.005380189330835838
58,2017-07-18,6,0.056105348460291735,0.029746854270160883,COST,152.61000061035156,152.83999633789062,150.94000244140625,151.5,141.7294921875,3256900,97,90.0,,0.9,87.3,-0.600006103515625,-0.003910362969035686
59,2017-07-19,6,0.056105348460291735,0.0,COST,151.80999755859375,152.16000366210938,150.89999389648438,151.24000549316406,141.48626708984375,4100000,98,90.0,,0.9,88.2,-0.67999267578125,-0.004449049280778272
60,2017-07-20,23,0.0629935170178282,0.12277204841551836,COST,151.47000122070312,152.19000244140625,150.8800048828125,150.99000549316406,141.2523651123047,3207400,94,90.0,,0.9,84.60000000000001,0.029998779296875,0.00019715285603894017
61,2017-07-21,46,0.0723128038897893,0.14794041217485288,COST,150.94000244140625,151.22999572753906,150.0,150.44000244140625,140.73785400390625,4078000,93,90.0,,0.9,83.7,-0.9600067138671875,-0.006307948606787073
62,2017-07-24,4,0.055294975688816854,-0.23533630678889217,COST,150.4499969482422,151.47000122070312,150.11000061035156,151.0,141.26174926757812,3655600,95,90.0,,0.9,85.5,0.2400054931640625,0.0015870230770651528
63,2017-07-25,1,0.054079416531604536,-0.021983175542984457,COST,151.41000366210938,153.6999969482422,151.39999389648438,153.1699981689453,143.29177856445312,4605700,94,90.0,,0.9,84.60000000000001,2.2299957275390625,0.014722358946110958
64,2017-07-26,15,0.05975202593192869,0.10489405700242749,COST,153.41000366210938,153.5,151.5500030517578,152.08999633789062,142.2814178466797,3017200,98,90.0,,0.9,88.2,-0.1999969482421875,-0.001301216344913314
65,2017-07-27,2,0.05448460291734198,-0.08815471831176924,COST,152.00999450683594,152.99000549316406,151.44000244140625,152.52000427246094,142.68370056152344,3637900,97,90.0,,0.9,87.3,-0.5099945068359375,-0.0033224397839475284
66,2017-07-28,4,0.055294975688816854,0.01487342713508033,COST,152.6699981689453,153.3000030517578,152.11000061035156,152.88999938964844,143.0298614501953,2779500,91,90.0,,0.9,81.9,0.30999755859375,0.0020262601965042037
67,2017-07-31,5,0.0557001620745543,-0.28203146217644726,COST,153.0800018310547,158.66000366210938,153.02999877929688,158.50999450683594,148.2873992919922,6937100,95,90.0,,0.9,85.5,5.3600006103515625,0.034964125920740496
68,2017-08-01,2,0.05448460291734198,-0.02182326068612328,COST,159.10000610351562,159.97000122070312,157.91000366210938,159.72000122070312,149.41937255859375,4787500,98,86.0,False,0.86,84.28,1.30999755859375,0.008256633860815876
69,2017-08-02,79,0.0856839546191248,0.5726269447005978,COST,159.1300048828125,161.5500030517578,158.44000244140625,161.27999877929688,150.8787384033203,5486300,100,86.0,,0.86,86.0,1.5800018310546875,0.009876863280602333
70,2017-08-03,2,0.05448460291734198,-0.3641212854900032,COST,161.61000061035156,162.35000610351562,157.05999755859375,157.91000366210938,147.72608947753906,5562600,95,86.0,,0.86,81.7,0.8000030517578125,0.0049520460330880756
71,2017-08-04,2,0.05448460291734198,0.0,COST,158.33999633789062,158.44000244140625,155.8300018310547,156.44000244140625,146.35089111328125,3117900,91,86.0,,0.86,78.26,-3.910003662109375,-0.024083791284961964
72,2017-08-08,2,0.05448460291734198,-0.02182326068612328,COST,157.10000610351562,159.44000244140625,157.02999877929688,157.75,147.57643127441406,2569200,97,86.0,,0.86,83.42,1.0,0.006311537393278055
73,2017-08-09,19,0.06137277147487844,0.12642413064818392,COST,157.13999938964844,157.57000732421875,156.1999969482422,156.86000061035156,146.74380493164062,2157600,98,86.0,,0.86,84.28,-1.8699951171875,-0.011728519120380199
74,2017-08-10,2,0.05448460291734198,-0.11223492750944086,COST,156.1699981689453,157.57000732421875,155.3699951171875,156.63999938964844,146.53799438476562,2764600,95,86.0,,0.86,81.7,0.0,0.0
75,2017-08-15,4,0.055294975688816854,0.01487342713508033,COST,158.0,158.3800048828125,156.7899932861328,156.8800048828125,146.7625274658203,1869100,95,86.0,,0.86,81.7,0.80999755859375,0.005140556710942379
76,2017-08-16,0,0.0536742301458671,-0.02931090072397924,COST,157.27999877929688,159.8800048828125,157.11000061035156,159.75999450683594,149.9346466064453,3381800,93,86.0,,0.86,79.98,1.5,0.009470892497508654
77,2017-08-17,4,0.055294975688816854,0.03019597185735412,COST,158.47999572753906,159.9499969482422,157.63999938964844,158.57000732421875,148.81785583496094,2650000,92,86.0,,0.86,79.12,0.0699920654296875,0.0004377787296228064
78,2017-08-18,2,0.05448460291734198,-0.014655450361989564,COST,157.97999572753906,158.69000244140625,156.9199981689453,157.0800018310547,147.4194793701172,2747900,86,86.0,,0.86,73.96,-1.2599945068359375,-0.007877427514072721
79,2017-08-22,42,0.07069205834683955,0.2974685427016093,COST,157.52999877929688,159.4499969482422,157.52999877929688,158.6999969482422,148.9398193359375,2204600,96,86.0,,0.86,82.56,0.7599945068359375,0.004789176981180976
80,2017-08-24,2,0.05448460291734198,-0.22926840452117292,COST,160.0,160.66000366210938,151.08999633789062,151.3300018310547,142.02308654785156,10301700,91,86.0,,0.86,78.26,1.2100067138671875,0.007588628015213761
81,2017-08-25,3,0.05488978930307942,0.007436713567540165,COST,152.3699951171875,152.94000244140625,150.05999755859375,152.4499969482422,143.07423400878906,5703500,89,86.0,,0.86,76.53999999999999,-7.720001220703125,-0.04805179288393002
82,2017-08-28,1,0.054079416531604536,-0.04983341401600372,COST,151.89999389648438,153.27999877929688,151.1999969482422,152.5500030517578,143.16807556152344,3776400,87,86.0,,0.86,74.82,0.339996337890625,0.0022230700435674766
83,2017-08-30,2,0.05448460291734198,0.0074924326430305666,COST,153.7100067138672,154.74000549316406,152.8800048828125,154.44000244140625,144.9418182373047,2493500,93,86.0,,0.86,79.98,1.4600067138671875,0.009525096069249006
84,2017-08-31,1,0.054079416531604536,-0.007436713567540276,COST,156.22000122070312,157.25999450683594,153.9499969482422,156.74000549316406,147.10037231445312,4567700,89,86.0,,0.86,76.53999999999999,2.519989013671875,0.016285310354232863
85,2017-09-01,1,0.054079416531604536,0.0,COST,157.58999633789062,158.5500030517578,157.1999969482422,158.24000549316406,148.5081024169922,2833500,90,82.0,False,0.82,73.8,1.290008544921875,0.008203030586178661
86,2017-09-05,139,0.10999513776337115,0.8162282227634008,COST,157.9600067138672,159.72000122070312,157.47000122070312,159.13999938964844,149.352783203125,3413000,95,82.0,,0.82,77.89999999999999,1.1699981689453125,0.007379363900506419
87,2017-09-06,3,0.05488978930307942,-0.5009798576627816,COST,159.19000244140625,159.94000244140625,158.08999633789062,158.86000061035156,149.08999633789062,2873700,86,82.0,,0.82,70.52,0.220001220703125,0.0013774181005616892
88,2017-09-07,4,0.055294975688816854,0.0073818171080992645,COST,158.97000122070312,159.60000610351562,157.57000732421875,159.27999877929688,149.48416137695312,2479300,90,82.0,,0.82,73.8,-0.339996337890625,-0.00212577424472149
89,2017-09-08,2,0.05448460291734198,-0.014655450361989564,COST,158.3699951171875,158.5,155.02999877929688,157.30999755859375,147.6352996826172,3364600,85,82.0,,0.82,69.7,-1.100006103515625,-0.006892268555442116
90,2017-09-12,21,0.06218314424635332,0.12457132807691185,COST,157.6699981689453,160.64999389648438,157.4499969482422,160.0399932861328,150.19741821289062,2988400,97,82.0,,0.82,79.53999999999999,2.149993896484375,0.013564630261731159
91,2017-09-13,10,0.05772609400324149,-0.07167618005056431,COST,160.13999938964844,163.9499969482422,160.00999450683594,162.99000549316406,152.96597290039062,4202000,99,82.0,,0.82,81.17999999999999,3.3000030517578125,0.020541569730056608
92,2017-09-14,1,0.054079416531604536,-0.06317208074795744,COST,162.67999267578125,162.67999267578125,161.63999938964844,162.3699951171875,152.3840789794922,2493300,100,82.0,,0.82,82.0,-1.2700042724609375,-0.007746290308635162
93,2017-09-15,9,0.05732090761750405,0.05993946114424431,COST,162.24000549316406,162.6699981689453,161.6999969482422,162.3000030517578,152.3184356689453,3757800,95,82.0,,0.82,77.89999999999999,-0.0099945068359375,-6.143660736357415e-05
94,2017-09-18,4,0.055294975688816854,-0.028476236580573633,COST,162.17999267578125,163.4600067138672,160.75999450683594,160.91000366210938,151.01394653320312,2047100,100,82.0,,0.82,82.0,0.790008544921875,0.004856510443317141
95,2017-09-19,4,0.055294975688816854,0.0,COST,160.9600067138672,161.66000366210938,159.9499969482422,161.55999755859375,151.62396240234375,1790800,96,82.0,,0.82,78.72,-1.8000030517578125,-0.011011886564452844
96,2017-09-20,1,0.054079416531604536,-0.021983175542984457,COST,161.50999450683594,163.0399932861328,161.25999450683594,162.85000610351562,152.83460998535156,2432300,95,82.0,,0.82,77.89999999999999,1.3799896240234375,0.00853637011482311
97,2017-09-21,2,0.05448460291734198,0.0074924326430305666,COST,162.92999267578125,162.92999267578125,160.39999389648438,161.47999572753906,151.5488739013672,1738800,94,82.0,,0.82,77.08,-0.1100006103515625,-0.0006746848312151332
98,2017-09-22,3,0.05488978930307942,0.007436713567540165,COST,160.89999389648438,162.0,160.3699951171875,161.2899932861328,151.3705596923828,1535900,93,82.0,,0.82,76.25999999999999,-0.92999267578125,-0.005707928052460343
99,2017-09-25,11,0.05813128038897893,0.05905453686479478,COST,160.8300018310547,162.6999969482422,160.52000427246094,162.3300018310547,152.34661865234375,1799600,95,82.0,,0.82,77.89999999999999,0.6999969482421875,0.004320968816309723
100,2017-09-26,2,0.05448460291734198,-0.06273175899852235,COST,162.7100067138672,164.72999572753906,162.58999633789062,164.07000732421875,153.97959899902344,2370400,95,82.0,,0.82,77.89999999999999,2.029998779296875,0.01247694417562073
101,2017-09-27,2,0.05448460291734198,0.0,COST,164.49000549316406,165.32000732421875,163.3800048828125,164.4199981689453,154.30804443359375,2053100,96,82.0,,0.82,78.72,0.5900115966796875,0.003581688896875601
102,2017-09-28,3,0.05488978930307942,0.007436713567540165,COST,164.47000122070312,164.9499969482422,163.5399932861328,163.89999389648438,153.8199920654297,1730200,93,82.0,,0.82,76.25999999999999,-0.3700103759765625,-0.0022381463802557677
103,2017-09-29,1,0.054079416531604536,-0.014763634216198751,COST,163.89999389648438,165.07000732421875,163.75999450683594,164.2899932861328,154.18605041503906,1852300,92,82.0,,0.82,75.44,0.1200103759765625,0.0007275560969801642
104,2017-10-02,4,0.055294975688816854,-0.0869751384911821,COST,164.9199981689453,166.4199981689453,164.2899932861328,165.88999938964844,155.68763732910156,2267100,89,85.0,,0.85,75.64999999999999,1.3499908447265625,0.008178292753540761
105,2017-10-03,2,0.05448460291734198,-0.014655450361989564,COST,166.32000732421875,167.2899932861328,165.02999877929688,165.0800018310547,154.92745971679688,2839400,93,85.0,,0.85,79.05,0.8699951171875,0.005227707768054923
106,2017-10-04,5,0.0557001620745543,0.022310140702620718,COST,165.22999572753906,165.92999267578125,164.69000244140625,165.2100067138672,155.04946899414062,1918600,94,85.0,,0.85,79.89999999999999,-1.3600006103515625,-0.008129599288257627
107,2017-10-05,11,0.05813128038897893,0.04364652137224656,COST,165.86000061035156,167.1199951171875,165.25,167.07000732421875,156.79505920410156,4715400,96,85.0,,0.85,81.6,1.19000244140625,0.00717171393921201
108,2017-10-06,8,0.056915721231766615,-0.02091058633284082,COST,159.0,159.4600067138672,156.5399932861328,157.08999633789062,147.42881774902344,18001200,90,85.0,,0.85,76.5,-7.6599884033203125,-0.04583525985594361
109,2017-10-09,3,0.05488978930307942,0.007436713567540165,COST,157.00999450683594,157.75,154.11000061035156,154.61000061035156,145.1013946533203,7028800,97,85.0,,0.85,82.45,-1.7100067138671875,-0.010723734114319927
110,2017-10-10,2,0.05448460291734198,-0.0073818171080992645,COST,155.6699981689453,157.36000061035156,155.0800018310547,156.8699951171875,147.22235107421875,5420200,95,85.0,,0.85,80.75,-0.3899993896484375,-0.0024722623749504624
111,2017-10-11,6,0.056105348460291735,0.029746854270160883,COST,157.3000030517578,158.9600067138672,157.05999755859375,157.8699951171875,148.160888671875,3859300,95,85.0,,0.85,80.75,1.600006103515625,0.010167806922405154
112,2017-10-12,25,0.06380388978930308,0.13721581881734424,COST,157.8699951171875,157.99000549316406,156.36000061035156,157.22000122070312,147.55087280273438,3596300,97,85.0,,0.85,82.45,-0.970001220703125,-0.006102171488009289
113,2017-10-13,9,0.05732090761750405,-0.10160794574135701,COST,157.4199981689453,160.0800018310547,157.08999633789062,159.85000610351562,150.01913452148438,3634500,89,85.0,,0.85,75.64999999999999,2.089996337890625,0.013228661720510182
114,2017-10-16,3,0.05488978930307942,-0.11149880630689724,COST,159.3800048828125,159.8000030517578,158.32000732421875,158.80999755859375,149.04307556152344,2453700,99,85.0,,0.85,84.14999999999999,-0.279998779296875,-0.0017491177916925116
115,2017-10-17,5,0.0557001620745543,0.014763634216198751,COST,159.0,159.27000427246094,157.57000732421875,158.3800048828125,148.63949584960938,2426800,99,85.0,,0.85,84.14999999999999,-0.529998779296875,-0.0033166381049768434
116,2017-10-18,16,0.060157212317666124,0.08001862251578529,COST,158.83999633789062,158.83999633789062,157.30999755859375,157.5500030517578,147.860595703125,3011300,94,85.0,,0.85,79.89999999999999,-0.4300079345703125,-0.002699867665192701
117,2017-10-19,81,0.08649432739059967,0.4378047794811004,COST,157.13999938964844,158.75999450683594,157.0,158.4600067138672,148.714599609375,2981700,94,85.0,,0.85,79.89999999999999,-0.0800018310546875,-0.000503663012460076
118,2017-10-20,1,0.054079416531604536,-0.3747634305844436,COST,158.97000122070312,161.00999450683594,158.50999450683594,160.77000427246094,150.88253784179688,3993200,89,85.0,,0.85,75.64999999999999,2.25,0.014172336091275994
119,2017-10-23,2,0.05448460291734198,0.01509798592867706,COST,160.85000610351562,162.38999938964844,160.5800018310547,162.0399932861328,152.07443237304688,2811200,98,85.0,,0.85,83.3,1.3800048828125,0.008570926836184212
120,2017-10-24,2,0.05448460291734198,0.0,COST,161.16000366210938,162.88999938964844,161.0,162.2899932861328,152.30902099609375,3040700,100,85.0,,0.85,85.0,0.5,0.0030790073396100848
121,2017-10-26,12,0.05853646677471637,0.07436713567540232,COST,162.4600067138672,163.5500030517578,160.7899932861328,162.4600067138672,152.4685821533203,3038900,97,85.0,,0.85,82.45,0.660003662109375,0.0040518366049628884
122,2017-11-02,4,0.055294975688816854,-0.05537558490461558,COST,163.72999572753906,165.5500030517578,162.61000061035156,164.9499969482422,154.8054656982422,3255700,92,83.0,,0.83,76.36,2.0,0.01222867601761557
123,2017-11-03,1,0.054079416531604536,-0.021983175542984457,COST,164.16000366210938,167.07000732421875,163.77999877929688,166.44000244140625,156.2038116455078,3112500,94,83.0,,0.83,78.02,1.5200042724609375,0.00918154179668429
124,2017-11-10,27,0.06461426256077796,0.19480324871879406,COST,168.44000244140625,171.3800048828125,168.0800018310547,171.36000061035156,160.8212432861328,2673100,95,83.0,,0.83,78.85,4.30999755859375,0.025797554136869794
125,2017-11-13,1,0.054079416531604536,-0.04983341401600372,COST,171.0,173.08999633789062,170.64999389648438,171.4600067138672,160.9151153564453,4093300,100,83.0,,0.83,83.0,1.709991455078125,0.00997777690721513
