,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,GS_unscaled,GS_monthly,isPartial,scale,GS,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-02,2,0.011500525026251311,0.03139027529271443,GS,165.0800018310547,167.19000244140625,163.99000549316406,166.17999267578125,149.6499481201172,1998400,55,93.0,,0.93,51.150000000000006,,
1,2016-05-11,1,0.011150507525376267,-0.03043491493441275,GS,161.36000061035156,162.52999877929688,159.27999877929688,159.4199981689453,143.5623321533203,2096900,66,93.0,,0.93,61.38,-4.660003662109375,-0.027872501908375313
2,2016-05-16,9,0.013950647532376619,0.2511222023417148,GS,155.33999633789062,156.89999389648438,154.60000610351562,155.3800048828125,139.92420959472656,3177700,63,93.0,,0.93,58.59,-5.6300048828125,-0.03463978911645482
3,2016-05-17,63,0.03285159257962898,1.3548435657475477,GS,154.74000549316406,157.11000061035156,153.77000427246094,154.64999389648438,139.266845703125,2701500,75,93.0,,0.93,69.75,0.2100067138671875,0.0013384749651790262
4,2016-05-18,25,0.01955092754637732,-0.404871240291081,GS,154.80999755859375,160.0,154.64999389648438,159.94000244140625,144.03062438964844,3653300,61,93.0,,0.93,56.73,2.8899993896484375,0.018394751310681468
5,2016-05-19,0,0.010800490024501223,-0.4475714771649034,GS,158.67999267578125,159.9499969482422,154.52000427246094,154.6999969482422,139.31187438964844,4712000,78,93.0,,0.93,72.54,-0.0500030517578125,-0.0003125190734862837
6,2016-05-20,4,0.012200560028001399,0.12963022976958238,GS,155.75999450683594,156.41000366210938,153.9199981689453,154.50999450683594,139.14077758789062,3247800,61,93.0,,0.93,56.73,-3.5399932861328125,-0.022131874671296847
7,2016-05-24,1,0.011150507525376267,-0.059071979206663405,GS,156.6699981689453,158.5500030517578,156.44000244140625,157.58999633789062,141.9143829345703,3038800,59,93.0,,0.93,54.870000000000005,2.1399993896484375,0.013681985420008314
8,2016-05-27,1,0.011150507525376267,0.0,GS,158.6999969482422,160.39999389648438,158.32000732421875,159.52999877929688,144.25030517578125,2157000,82,93.0,,0.93,76.26,1.8499908447265625,0.011668185487972771
9,2016-05-31,42,0.025501225061253064,1.2870012870012872,GS,160.39999389648438,161.64999389648438,158.5500030517578,159.47999572753906,144.20509338378906,2916100,100,93.0,,0.93,93.0,1.25,0.007793017752897757
10,2016-06-02,9,0.013950647532376619,-0.4529420645922836,GS,160.13999938964844,160.3300018310547,158.4600067138672,159.27999877929688,144.0242462158203,2257100,52,100.0,,1.0,52.0,-1.3199920654296875,-0.00816574151110061
11,2016-06-03,1,0.011150507525376267,-0.2007175652959331,GS,155.86000061035156,156.5399932861328,153.86000061035156,155.6699981689453,140.760009765625,4329300,87,100.0,,1.0,87.0,-3.790008544921875,-0.023638798114126724
12,2016-06-07,1,0.011150507525376267,-0.45873897752179016,GS,157.1999969482422,157.47000122070312,155.1699981689453,155.1699981689453,140.3079071044922,2489700,57,100.0,,1.0,57.0,0.9300079345703125,0.0059410244950655056
13,2016-06-14,1,0.011150507525376267,0.0,GS,148.22000122070312,149.0500030517578,145.4499969482422,146.19000244140625,132.1880340576172,5069600,99,100.0,,1.0,99.0,-8.419998168945312,-0.05347049027544115
14,2016-06-17,25,0.01955092754637732,0.7533666070251441,GS,146.6300048828125,148.22999572753906,145.4600067138672,145.63999938964844,131.69068908691406,4296500,95,100.0,,1.0,95.0,-0.82000732421875,-0.005501558587248101
15,2016-06-21,5,0.012550577528876443,-0.3580571817319227,GS,148.5,148.8300018310547,147.1199951171875,148.35000610351562,134.14111328125,2424600,56,100.0,,1.0,56.0,0.600006103515625,0.004047804903256624
16,2016-06-24,1,0.011150507525376267,-0.11155422929971837,GS,143.02999877929688,146.4199981689453,140.9199981689453,141.86000061035156,128.27272033691406,9442200,58,100.0,,1.0,58.0,-2.410003662109375,-0.01619299625384074
17,2016-06-27,2,0.011500525026251311,-0.029535989603331703,GS,140.07000732421875,141.22999572753906,138.1999969482422,139.50999450683594,126.14781951904295,7381000,55,100.0,,1.0,55.0,-5.19000244140625,-0.03544599444276608
18,2016-06-28,1,0.011150507525376267,-0.03043491493441275,GS,142.2100067138672,142.6199951171875,139.82000732421875,142.41000366210938,128.77005004882812,5041500,55,100.0,,1.0,55.0,1.3899993896484375,0.009842097512556824
19,2016-06-30,1,0.011150507525376267,0.0,GS,146.6699981689453,148.8800048828125,145.3699951171875,148.5800018310547,134.3490447998047,4528600,53,100.0,,1.0,53.0,6.260009765625,0.043892932126952555
20,2016-07-05,10,0.014300665033251662,0.282512477634429,GS,146.72000122070312,146.94000244140625,143.3300018310547,144.4499969482422,130.6146240234375,3943000,87,74.0,,0.74,64.38,-1.94000244140625,-0.013030644665368407
21,2016-07-06,1,0.011150507525376267,-0.22028049049122556,GS,142.94000244140625,145.94000244140625,142.6199951171875,145.5800018310547,131.6363983154297,2941800,100,74.0,,0.74,74.0,-1.0,-0.006805498729991921
22,2016-07-11,23,0.018850892544627233,0.17445537213511586,GS,151.49000549316406,152.97999572753906,151.3800048828125,152.19000244140625,137.61334228515625,3041600,77,74.0,,0.74,56.98,7.0399932861328125,0.04823895551844548
23,2016-07-12,2,0.011500525026251311,-0.3899214586776094,GS,154.0,157.25,153.9199981689453,156.9199981689453,141.89027404785156,5110800,85,74.0,,0.74,62.9,4.2700042724609375,0.027912174086250463
24,2016-07-13,1,0.011150507525376267,-0.03043491493441275,GS,157.0,158.27000427246094,156.14999389648438,157.9199981689453,142.79449462890625,4276400,95,74.0,,0.74,70.3,1.0200042724609375,0.006486513656349446
25,2016-07-14,19,0.017450822541127058,0.565024955268858,GS,160.2899932861328,163.24000549316406,160.00999450683594,162.5399932861328,146.9720001220703,5087700,91,74.0,,0.74,67.34,4.970001220703125,0.0314020413631082
26,2016-07-18,7,0.01325061253062653,-0.17445537213511575,GS,162.36000061035156,164.08999633789062,162.00999450683594,163.3300018310547,147.68637084960938,4734500,83,74.0,,0.74,61.42,0.8499908447265625,0.005207000833886699
27,2016-07-19,3,0.011850542527126355,-0.1056607760784003,GS,162.02000427246094,164.0800018310547,160.72999572753906,161.41000366210938,145.95025634765625,5399700,91,74.0,,0.74,67.34,-0.0099945068359375,-6.090869071240235e-05
28,2016-07-27,2,0.011500525026251311,-0.029535989603331703,GS,161.1999969482422,162.1699981689453,160.41000366210938,160.99000549316406,145.57049560546875,2317200,82,74.0,,0.74,60.68,-1.910003662109375,-0.011640685280318364
29,2016-08-01,2,0.011500525026251311,0.03139027529271443,GS,158.80999755859375,159.9199981689453,157.92999267578125,158.17999267578125,143.0296173095703,2316300,86,73.0,False,0.73,62.78,-2.25,-0.013874329564066423
30,2016-08-02,2,0.011500525026251311,0.0,GS,157.64999389648438,158.4600067138672,155.3699951171875,156.05999755859375,141.1126708984375,3182800,95,73.0,,0.73,69.35,-1.459991455078125,-0.009129511454444517
31,2016-08-03,1,0.011150507525376267,-0.03043491493441275,GS,156.4499969482422,158.9499969482422,156.17999267578125,158.33999633789062,143.1742401123047,2284700,97,73.0,,0.73,70.81,0.489990234375,0.0030922012723360037
32,2016-08-04,1,0.011150507525376267,0.0,GS,158.22000122070312,158.89999389648438,157.41000366210938,158.0500030517578,142.91207885742188,2005700,93,73.0,,0.73,67.89,-0.0500030517578125,-0.0003145835339278813
33,2016-08-08,1,0.011150507525376267,0.0,GS,162.10000610351562,163.97999572753906,162.00999450683594,162.8300018310547,147.23419189453125,2266600,90,73.0,,0.73,65.7,5.0800018310546875,0.03196980507352354
