,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,PT_unscaled,PT_monthly,isPartial,scale,PT,Stock_Price_Change,Stock_Price_Change_Percent
32,2018-12-19,6,0.03064254577157803,0.0,PT,11.0,11.100000381469728,10.93000030517578,11.0,11.0,38400,88,73.0,,0.73,64.24,0.10000038146972834,0.009090943769975324
33,2018-12-20,14,0.037617262423714035,0.22761544370785547,PT,10.800000190734863,10.800000190734863,10.600000381469728,10.600000381469728,10.600000381469728,1500,87,73.0,,0.73,63.51,-0.30000019073486506,-0.027027043281519503
34,2018-12-24,11,0.03500174367916303,-0.09060638321969783,PT,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,100,65,73.0,,0.73,47.45,-0.6999998092651349,-0.06481479600950868
35,2018-12-26,2,0.027155187445510025,-0.22417615263905144,PT,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,100,87,73.0,,0.73,63.51,0.0,0.0
36,2019-01-04,11,0.03500174367916303,0.2889523870677755,PT,10.119999885559082,10.119999885559082,10.100000381469728,10.100000381469728,10.100000381469728,200,90,84.0,,0.84,75.6,0.019999504089353692,0.0019801488449491256
37,2019-01-07,11,0.03500174367916303,0.331707964308223,PT,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,100,92,84.0,,0.84,77.28,-0.019999504089353692,-0.0019762356042999363
38,2019-01-08,168,0.17188055797733218,3.910628440481232,PT,10.800000190734863,10.800000190734863,10.800000190734863,10.800000190734863,10.800000190734863,200,90,84.0,,0.84,75.6,0.6999998092651349,0.06930690919075722
39,2019-01-09,1,0.026283347863993025,-0.8470836482421746,PT,10.649999618530272,10.699999809265137,10.649999618530272,10.699999809265137,10.699999809265137,400,88,84.0,,0.84,73.92,-0.10000038146972656,-0.009259294417005237
40,2019-01-10,1,0.026283347863993025,0.0,PT,10.699999809265137,10.699999809265137,10.699999809265137,10.699999809265137,10.699999809265137,100,89,84.0,,0.84,74.75999999999999,0.0,0.0
41,2019-01-11,0,0.025411508282476025,-0.033170796430822325,PT,10.699999809265137,10.850000381469728,10.600000381469728,10.850000381469728,10.850000381469728,1700,92,84.0,,0.84,77.28,0.15000057220459162,0.01401874531574343
42,2019-01-14,4,0.02889886660854403,0.1372353930078567,PT,10.800000190734863,10.850000381469728,10.800000190734863,10.850000381469728,10.850000381469728,4500,89,84.0,,0.84,74.75999999999999,0.0,0.0
43,2019-01-15,5,0.02977070619006103,0.030168642712764315,PT,10.859999656677246,10.859999656677246,10.859999656677246,10.859999656677246,10.859999656677246,100,92,84.0,,0.84,77.28,0.009999275207517755,0.0009215921526228854
44,2019-01-16,8,0.03238622493461203,0.08785544850206461,PT,11.0,11.050000190734863,11.0,11.0,11.0,9400,96,84.0,,0.84,80.64,0.1900005340576172,0.01749544567810335
45,2019-01-17,8,0.03238622493461203,0.0,PT,10.979999542236328,11.0,10.979999542236328,11.0,11.0,12700,85,84.0,,0.84,71.39999999999999,-0.05000019073486328,-0.004524904060796975
46,2019-01-18,2,0.027155187445510025,-0.16152044579643043,PT,11.0,11.0,11.0,11.0,11.0,12400,83,84.0,,0.84,69.72,0.0,0.0
47,2019-01-24,5,0.02977070619006103,0.062214203502659604,PT,11.0,11.0,10.920000076293944,11.0,11.0,4500,92,84.0,,0.84,77.28,0.0,0.0
48,2019-01-25,4,0.02889886660854403,-0.029285149500688168,PT,11.0,11.0,10.989999771118164,10.989999771118164,10.989999771118164,400,90,84.0,,0.84,75.6,0.0,0.0
49,2019-01-28,0,0.025411508282476025,-0.033170796430822325,PT,11.0,11.0,10.949999809265137,10.949999809265137,10.949999809265137,500,89,84.0,,0.84,74.75999999999999,0.0,0.0
50,2019-01-29,6,0.03064254577157803,0.20585308951178516,PT,10.970000267028809,10.970000267028809,10.970000267028809,10.970000267028809,10.970000267028809,400,99,84.0,,0.84,83.16,-0.029999732971191406,-0.0027272484519265117
51,2019-01-30,1,0.026283347863993025,-0.14225965231740978,PT,10.970000267028809,10.970000267028809,10.970000267028809,10.970000267028809,10.970000267028809,200,100,84.0,,0.84,84.0,0.0,0.0
52,2019-02-04,36,0.05679773321708806,1.160977875078781,PT,10.90999984741211,11.0,10.510000228881836,10.510000228881836,10.510000228881836,2500,79,83.0,,0.83,65.57,0.029999732971191406,0.0027347066764764616
53,2019-02-05,12,0.035873583260680034,-0.36839762383532637,PT,11.0,11.050000190734863,10.93000030517578,11.050000190734863,11.050000190734863,18900,96,83.0,,0.83,79.67999999999999,0.05000019073486328,0.004545471884987551
54,2019-02-07,2,0.027155187445510025,-0.2430310836756021,PT,11.0,11.100000381469728,10.869999885559082,11.0,11.0,42000,86,83.0,,0.83,71.38,0.05000019073486506,0.004524904060797086
55,2019-02-11,8,0.03238622493461203,0.1926349247118504,PT,11.0,11.0,10.920000076293944,10.920000076293944,10.920000076293944,1700,87,83.0,,0.83,72.21,-0.10000038146972834,-0.009009043066040667
56,2019-02-12,4,0.02889886660854403,-0.10768029719762018,PT,10.93000030517578,10.989999771118164,10.920000076293944,10.989999771118164,10.989999771118164,13100,94,83.0,,0.83,78.02,-0.010000228881835938,-0.0009091117165305196
57,2019-02-13,6,0.03064254577157803,0.06033728542552863,PT,10.960000038146973,11.0,10.789999961853027,11.0,11.0,17300,99,83.0,,0.83,82.17,0.010000228881835938,0.0009099389526938673
58,2019-02-14,2,0.027155187445510025,-0.11380772185392785,PT,10.989999771118164,11.0,10.90999984741211,10.979999542236328,10.979999542236328,6200,79,83.0,,0.83,65.57,0.0,0.0
59,2019-02-19,4,0.02889886660854403,0.06421164157061687,PT,10.399999618530272,10.399999618530272,10.399999618530272,10.399999618530272,10.399999618530272,500,94,83.0,,0.83,78.02,-0.6000003814697283,-0.05454548922452074
60,2019-02-20,1,0.026283347863993025,-0.09050592813829317,PT,9.609999656677246,9.609999656677246,9.609999656677246,9.609999656677246,9.609999656677246,100,91,83.0,,0.83,75.53,-0.7899999618530256,-0.07596153757981272
61,2019-02-21,3,0.02802702702702703,0.06634159286164465,PT,10.979999542236328,11.0,10.140000343322754,10.140000343322754,10.140000343322754,800,83,83.0,,0.83,68.89,1.390000343322754,0.1446410398523741
62,2019-02-22,1,0.026283347863993025,-0.062214203502659715,PT,10.300000190734863,10.399999618530272,10.300000190734863,10.399999618530272,10.399999618530272,1000,78,83.0,,0.83,64.74,-0.6000003814697283,-0.05454548922452074
63,2019-02-26,3,0.02802702702702703,0.06634159286164465,PT,10.84000015258789,10.850000381469728,10.75,10.800000190734863,10.800000190734863,3600,100,83.0,,0.83,83.0,0.4500007629394567,0.043269305715902595
64,2019-02-28,2,0.027155187445510025,-0.031107101751329913,PT,10.880000114440918,10.989999771118164,10.850000381469728,10.960000038146973,10.960000038146973,15200,90,83.0,,0.83,74.7,0.13999938964843572,0.0129031690991952
65,2019-03-01,4,0.02889886660854403,0.06421164157061687,PT,11.0,11.0,10.9399995803833,10.989999771118164,10.989999771118164,10300,87,80.0,False,0.8,69.60000000000001,0.010000228881835938,0.0009099389526938673
66,2019-03-04,1,0.026283347863993025,0.0,PT,11.0,11.020000457763672,10.970000267028809,11.0,11.0,17300,98,80.0,,0.8,78.4,0.020000457763671875,0.0018182234330610392
67,2019-03-05,18,0.04110462074978204,0.5639035393239793,PT,11.0,11.020000457763672,10.979999542236328,11.0,11.0,7800,98,80.0,,0.8,78.4,0.0,0.0
68,2019-03-06,17,0.04023278116826504,-0.021210257280420808,PT,11.0,11.020000457763672,10.979999542236328,10.989999771118164,10.989999771118164,11000,94,80.0,,0.8,75.2,0.0,0.0
69,2019-03-07,2,0.027155187445510025,-0.32504821548529705,PT,11.0,11.020000457763672,11.0,11.020000457763672,11.020000457763672,3900,91,80.0,,0.8,72.8,0.0,0.0
70,2019-03-08,1,0.026283347863993025,-0.032105820785308326,PT,10.970000267028809,11.25,10.9399995803833,11.25,11.25,7700,89,80.0,,0.8,71.2,0.22999954223632812,0.020871100969355405
71,2019-03-12,2,0.027155187445510025,0.033170796430822325,PT,11.199999809265137,11.31999969482422,11.06999969482422,11.119999885559082,11.119999885559082,12200,94,80.0,,0.8,75.2,0.06999969482422053,0.0062221950954861605
72,2019-03-13,14,0.037617262423714035,0.38526984942370057,PT,11.279999732971191,11.399999618530272,11.109999656677246,11.350000381469728,11.350000381469728,4300,93,80.0,,0.8,74.4,0.07999992370605113,0.007067131259961945
73,2019-03-14,12,0.035873583260680034,-0.046353164762324095,PT,11.34000015258789,11.449999809265137,11.25,11.449999809265137,11.449999809265137,7400,99,80.0,,0.8,79.2,0.05000019073486506,0.004385981790174132
74,2019-03-15,6,0.03064254577157803,-0.14581865020536122,PT,11.350000381469728,11.760000228881836,11.279999732971191,11.600000381469728,11.600000381469728,7100,84,80.0,,0.8,67.2,0.3100004196166992,0.027074272906612018
75,2019-03-20,1,0.026283347863993025,-0.14225965231740978,PT,12.390000343322754,12.390000343322754,11.800000190734863,12.050000190734863,12.050000190734863,33000,94,80.0,,0.8,75.2,0.630000114440918,0.05357143726015212
76,2019-03-21,28,0.04982301656495205,0.8956115036322021,PT,12.100000381469728,12.300000190734863,12.020000457763672,12.229999542236328,12.229999542236328,36300,97,80.0,,0.8,77.60000000000001,-0.09000015258789062,-0.007263934632285474
77,2019-03-22,7,0.03151438535309503,-0.3674733581815318,PT,12.149999618530272,12.220000267028809,12.0,12.050000190734863,12.050000190734863,51500,89,80.0,,0.8,71.2,-0.07999992370605469,-0.006504058737032858
78,2019-03-25,1,0.026283347863993025,-0.16598887874512414,PT,12.739999771118164,12.739999771118164,11.949999809265137,12.300000190734863,12.300000190734863,52700,100,80.0,,0.8,80.0,0.5199995040893555,0.042553149977613725
79,2019-03-26,1,0.026283347863993025,0.0,PT,12.199999809265137,12.710000038146973,12.18000030517578,12.510000228881836,12.510000228881836,38700,99,80.0,,0.8,79.2,-0.029999732971191406,-0.002354767151503512
80,2019-03-27,1,0.026283347863993025,0.0,PT,12.449999809265137,12.949999809265137,12.229999542236328,12.800000190734863,12.800000190734863,50700,100,80.0,,0.8,80.0,0.23999977111816406,0.018882751408170195
81,2019-03-28,7,0.03151438535309503,0.19902477858493395,PT,12.800000190734863,13.5,12.34000015258789,12.9399995803833,12.9399995803833,63100,93,80.0,,0.8,74.4,0.5500001907348633,0.04247105782514082
82,2019-03-29,3,0.02802702702702703,-0.11065925249674935,PT,12.4399995803833,13.0,12.399999618530272,12.880000114440918,12.880000114440918,41100,95,80.0,,0.8,76.0,-0.5,-0.03703703703703709
83,2019-04-01,5,0.02977070619006103,0.062214203502659604,PT,12.989999771118164,12.989999771118164,11.800000190734863,11.979999542236328,11.979999542236328,39900,84,85.0,False,0.85,71.39999999999999,-0.010000228881835938,-0.0007692483755258328
84,2019-04-02,15,0.038489102005231035,0.2928514950068819,PT,12.0,12.079999923706056,10.81999969482422,11.220000267028809,11.220000267028809,39300,88,85.0,,0.85,74.8,-0.9099998474121076,-0.07005387709362332
85,2019-04-03,1,0.026283347863993025,-0.31712234126894234,PT,11.600000381469728,11.699999809265137,11.399999618530272,11.550000190734863,11.550000190734863,51600,98,85.0,,0.85,83.3,-0.38000011444091975,-0.03145696331464365
86,2019-04-04,1,0.026283347863993025,0.0,PT,11.800000190734863,12.020000457763672,11.399999618530272,11.470000267028809,11.470000267028809,49200,87,85.0,,0.85,73.95,0.32000064849853516,0.027350483223523625
87,2019-04-05,24,0.046335658238884046,0.762928317908913,PT,12.949999809265137,13.5,11.600000381469728,11.859999656677246,11.859999656677246,48700,89,85.0,,0.85,75.64999999999999,1.4799995422363281,0.12312807702768458
88,2019-04-08,1,0.026283347863993025,-0.3467180965176502,PT,11.6899995803833,12.399999618530272,11.5,11.520000457763672,11.520000457763672,52600,86,85.0,,0.85,73.1,-1.1000003814697283,-0.08148150973849844
89,2019-04-09,4,0.02889886660854403,0.09951238929246697,PT,11.850000381469728,12.029999732971191,10.970000267028809,11.0,11.0,70400,84,85.0,,0.85,71.39999999999999,-0.36999988555908025,-0.029838701366261433
90,2019-04-10,34,0.05505405405405406,0.9050592813829306,PT,11.800000190734863,11.899999618530272,10.56999969482422,10.56999969482422,10.56999969482422,77800,85,85.0,,0.85,72.25,-0.13000011444091975,-0.010806327292312568
91,2019-04-11,2,0.027155187445510025,-0.5067540817457679,PT,11.4399995803833,11.649999618530272,10.199999809265137,10.399999618530272,10.399999618530272,81900,97,85.0,,0.85,82.45,-0.25,-0.02100840403479587
92,2019-04-12,2,0.027155187445510025,0.0,PT,11.0,11.0,9.850000381469728,10.039999961853027,10.039999961853027,72700,85,85.0,,0.85,72.25,-0.6499996185302717,-0.05579396049905394
93,2019-04-15,1,0.026283347863993025,-0.032105820785308326,PT,10.0,10.229999542236328,9.890000343322754,10.050000190734863,10.050000190734863,75800,88,85.0,,0.85,74.8,-0.7700004577636719,-0.07000004161487927
94,2019-04-16,9,0.03325806451612903,0.2653663714465784,PT,10.15999984741211,10.470000267028809,9.789999961853027,9.93000030517578,9.93000030517578,96300,84,85.0,,0.85,71.39999999999999,0.24000072479248047,0.023460482456679976
95,2019-04-17,33,0.05418221447253706,0.6291451490287574,PT,9.90999984741211,10.15999984741211,9.539999961853027,9.550000190734863,9.550000190734863,58500,92,85.0,,0.85,78.2,-0.3100004196166992,-0.029608444289435654
96,2019-04-22,3,0.02802702702702703,-0.058570299001376336,PT,8.350000381469727,8.399999618530273,7.5,7.619999885559082,7.619999885559082,74500,93,85.0,,0.85,79.05,-1.760000228881836,-0.17322837158606175
97,2019-04-23,2,0.027155187445510025,-0.031107101751329913,PT,7.610000133514404,7.920000076293945,7.0,7.449999809265137,7.449999809265137,81000,100,85.0,,0.85,85.0,-0.4799995422363281,-0.057142805242211714
98,2019-04-24,41,0.06115693112467306,1.2521270106270266,PT,7.289999961853027,7.429999828338623,7.019999980926514,7.110000133514404,7.110000133514404,64000,88,85.0,,0.85,74.8,-0.49000024795532227,-0.06186871758019108
99,2019-04-25,6,0.03064254577157803,-0.4989522003792036,PT,6.989999771118164,7.21999979019165,6.699999809265137,7.199999809265137,7.199999809265137,77900,86,85.0,,0.85,73.1,-0.21000003814697266,-0.028263801211140693
100,2019-04-26,17,0.04023278116826504,0.3129712350983014,PT,7.159999847412109,7.159999847412109,6.46999979019165,6.75,6.75,115300,76,85.0,,0.85,64.6,-0.059999942779541016,-0.008310241623697978
101,2019-04-29,18,0.04110462074978204,0.6175592685353555,PT,6.739999771118164,6.769999980926514,6.260000228881836,6.300000190734863,6.300000190734863,74200,90,85.0,,0.85,76.5,-0.3899998664855957,-0.05446925625655652
102,2019-04-30,91,0.1047489102005231,1.548348781470719,PT,6.269999980926514,6.269999980926514,5.909999847412109,6.150000095367432,6.150000095367432,46800,98,85.0,,0.85,83.3,-0.5,-0.07385524393038068
103,2019-05-01,42,0.06202877070619006,-0.4078337370055015,PT,6.199999809265137,6.539999961853027,6.119999885559082,6.460000038146973,6.460000038146973,14800,98,83.0,False,0.83,81.33999999999999,0.26999998092651367,0.043062198045910716
104,2019-05-02,16,0.03936094158674804,-0.3654405667139865,PT,6.46999979019165,6.630000114440918,5.920000076293945,6.5,6.5,36400,82,83.0,,0.83,68.06,0.09000015258789062,0.013761491301659046
105,2019-05-03,1,0.026283347863993025,-0.3322479898996612,PT,6.25,6.400000095367432,5.75,6.260000228881836,6.260000228881836,73100,79,83.0,,0.83,65.57,-0.23000001907348633,-0.03469080167472682
106,2019-05-06,7,0.03151438535309503,0.19902477858493395,PT,5.980000019073486,6.28000020980835,5.690000057220459,6.119999885559082,6.119999885559082,72300,88,83.0,,0.83,73.03999999999999,-0.11999988555908203,-0.01874998183921006
107,2019-05-07,13,0.036745422842197034,0.16598887874512402,PT,5.820000171661377,6.210000038146973,5.690000057220459,5.949999809265137,5.949999809265137,95700,85,83.0,,0.83,70.55,-0.07000017166137695,-0.011146523777506911
108,2019-05-09,3,0.02802702702702703,-0.23726481125584253,PT,5.96999979019165,7.809999942779541,5.929999828338623,7.5,7.5,125700,91,83.0,,0.83,75.53,1.5999999046325684,0.25764893636135944
109,2019-05-10,3,0.02802702702702703,0.0,PT,7.75,8.359999656677246,7.460000038146973,8.039999961853027,8.039999961853027,117600,83,83.0,,0.83,68.89,0.5499997138977051,0.07042249909440623
110,2019-05-17,2,0.027155187445510025,-0.031107101751329913,PT,8.199999809265137,8.520000457763672,7.510000228881836,7.53000020980835,7.53000020980835,127700,87,83.0,,0.83,72.21,0.16000080108642578,0.01913885259057757
111,2019-05-20,-5,0.021052310374891022,-0.6743361160937057,PT,7.429999828338623,8.010000228881836,7.429999828338623,7.800000190734863,7.800000190734863,120500,78,83.0,,0.83,64.74,-0.5100002288818359,-0.05985917857752099
112,2019-05-21,6,0.03064254577157803,0.4555431316519649,PT,7.75,8.119999885559082,7.699999809265137,7.900000095367432,7.900000095367432,83600,88,83.0,,0.83,73.03999999999999,0.1099996566772461,0.013732790703378184
113,2019-05-22,143,0.15008456843940715,3.8979144734970266,PT,7.909999847412109,8.149999618530273,7.800000190734863,7.849999904632568,7.849999904632568,117400,87,83.0,,0.83,72.21,0.029999732971191406,0.003694548447536805
114,2019-05-23,30,0.05156669572798605,-0.6564157377125364,PT,7.659999847412109,7.949999809265137,7.099999904632568,7.349999904632568,7.349999904632568,113400,82,83.0,,0.83,68.06,-0.19999980926513672,-0.024539855046177728
115,2019-05-24,1,0.026283347863993025,-0.4903038192976821,PT,7.28000020980835,7.659999847412109,7.039999961853027,7.260000228881836,7.260000228881836,106900,82,83.0,,0.83,68.06,-0.28999996185302734,-0.03647798349819509
116,2019-05-28,7,0.03151438535309503,0.19902477858493395,PT,7.289999961853027,7.449999809265137,7.199999809265137,7.320000171661377,7.320000171661377,149400,85,83.0,,0.83,70.55,-0.21000003814697266,-0.0274151491292679
117,2019-05-29,18,0.04110462074978204,0.3043129443660608,PT,7.260000228881836,7.420000076293945,7.039999961853027,7.400000095367432,7.400000095367432,206200,100,83.0,,0.83,83.0,-0.029999732971191406,-0.004026809897885175
118,2019-05-30,1,0.026283347863993025,-0.36057437376715384,PT,7.159999847412109,7.730000019073486,7.159999847412109,7.570000171661377,7.570000171661377,202500,99,83.0,,0.83,82.17,0.309999942779541,0.04177896760000799
119,2019-05-31,5,0.02977070619006103,0.1326831857232893,PT,7.440000057220459,7.769999980926514,7.329999923706055,7.699999809265137,7.699999809265137,197800,81,83.0,,0.83,67.22999999999999,0.039999961853027344,0.00517463929551476
120,2019-06-03,6,0.03064254577157803,-0.14581865020536122,PT,7.599999904632568,7.599999904632568,5.630000114440918,5.679999828338623,5.679999828338623,117200,82,83.0,,0.83,68.06,-0.1700000762939453,-0.021879031751770195
121,2019-06-04,11,0.03500174367916303,0.14225965231740956,PT,5.449999809265137,5.760000228881836,4.320000171661377,4.579999923706055,4.579999923706055,216900,82,83.0,,0.83,68.06,-1.8399996757507324,-0.24210522353153763
122,2019-06-05,11,0.03500174367916303,0.0,PT,4.449999809265137,4.940000057220459,4.059999942779541,4.5,4.5,166400,87,83.0,,0.83,72.21,-0.820000171661377,-0.14236113525651028
123,2019-06-06,1,0.026283347863993025,-0.24908461404339055,PT,4.409999847412109,4.590000152587891,4.21999979019165,4.579999923706055,4.579999923706055,172500,87,83.0,,0.83,72.21,-0.34999990463256836,-0.07085018230333773
124,2019-06-07,12,0.035873583260680034,0.36487876073904535,PT,4.650000095367432,4.650000095367432,4.400000095367432,4.630000114440918,4.630000114440918,196200,76,83.0,,0.83,63.08,0.059999942779541016,0.013071882523949974
125,2019-06-10,1,0.026283347863993025,-0.43276196210510476,PT,4.579999923706055,4.690000057220459,4.360000133514404,4.599999904632568,4.599999904632568,224700,100,83.0,,0.83,83.0,0.039999961853027344,0.008602142157561943
126,2019-06-11,4,0.02889886660854403,0.09951238929246697,PT,4.619999885559082,4.739999771118164,4.349999904632568,4.699999809265137,4.699999809265137,208800,99,83.0,,0.83,82.17,0.04999971389770508,0.010660919677544234
127,2019-06-12,8,0.03238622493461203,0.12067457085105726,PT,4.590000152587891,4.710000038146973,4.320000171661377,4.550000190734863,4.550000190734863,220500,80,83.0,,0.83,66.39999999999999,-0.029999732971191406,-0.006329057894472134
128,2019-06-13,15,0.038489102005231035,0.18844052009583545,PT,4.480000019073486,4.699999809265137,4.289999961853027,4.539999961853027,4.539999961853027,229500,84,83.0,,0.83,69.72,-0.010000228881835938,-0.0021231908282043355
129,2019-06-14,27,0.04895117698343505,0.2718191496590936,PT,4.46999979019165,4.739999771118164,4.360000133514404,4.630000114440918,4.630000114440918,245500,74,83.0,,0.83,61.42,0.039999961853027344,0.008510630526872509
130,2019-06-17,10,0.03412990409764603,-0.3027766398917129,PT,4.519999980926514,4.579999923706055,4.260000228881836,4.400000095367432,4.400000095367432,196400,77,83.0,,0.83,63.91,-0.15999984741210938,-0.033755243700015036
