,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,BL_unscaled,BL_monthly,isPartial,scale,BL,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-10-28,3,0.002467471058209685,-0.06198475175106932,BL,24.520000457763672,25.75,23.0,23.700000762939453,23.700000762939453,7489300,74,52.0,,0.52,38.48,,
1,2016-11-02,1,0.002141366378607533,-0.13216150135465532,BL,22.350000381469727,23.0,22.100000381469727,22.149999618530277,22.149999618530277,322300,79,55.0,,0.55,43.45,-2.75,-0.10679611650485432
2,2016-12-12,2,0.0023044187184086094,0.07614406457016698,BL,25.81999969482422,26.395999908447266,25.25,25.549999237060547,25.549999237060547,123300,96,51.0,,0.51,48.96,3.3959999084472656,0.14765216993248975
3,2016-12-21,13,0.004097994456220447,0.7783202434019667,BL,26.527999877929688,28.524999618530277,26.527999877929688,28.059999465942383,28.059999465942383,104400,69,51.0,,0.51,35.19,2.1289997100830114,0.08065614932062815
4,2017-01-09,4,0.0026305233980107616,0.22843219371050028,BL,26.920000076293945,27.450000762939453,26.670000076293945,27.190000534057617,27.190000534057617,106200,83,50.0,,0.5,41.5,-1.0749988555908239,-0.03768620052469651
5,2017-02-28,3,0.002467471058209685,0.15228812914033352,BL,29.739999771118164,29.739999771118164,28.32999992370605,28.530000686645508,28.530000686645508,302800,76,55.0,,0.55,41.8,2.289999008178711,0.08342436956396959
6,2017-03-01,3,0.002467471058209685,0.0,BL,29.0,29.040000915527344,28.01499938964844,28.899999618530277,28.899999618530277,225700,84,52.0,False,0.52,43.68,-0.6999988555908203,-0.023537285170749045
7,2017-03-23,1,0.002141366378607533,-0.13216150135465532,BL,28.700000762939453,29.149999618530277,28.38999938964844,28.770000457763672,28.770000457763672,72400,88,52.0,,0.52,45.760000000000005,0.10999870300293324,0.0037878340060284454
8,2017-03-27,1,0.002141366378607533,0.0,BL,28.549999237060547,28.96999931335449,28.209999084472656,28.700000762939453,28.700000762939453,142200,80,52.0,,0.52,41.6,-0.18000030517578836,-0.006174967668313935
9,2017-05-11,4,0.0026305233980107616,0.44911524297134653,BL,31.780000686645508,32.20199966430664,31.559999465942383,31.8700008392334,31.8700008392334,114400,79,52.0,,0.52,41.08,3.232000350952152,0.11156370133092386
10,2017-05-25,-2,0.0016522093592043047,-0.3719085105064154,BL,34.099998474121094,36.369998931884766,33.83000183105469,34.9900016784668,34.9900016784668,2938700,60,52.0,,0.52,31.200000000000003,4.167999267578125,0.12943293307955717
11,2017-06-01,2,0.0023044187184086094,0.3947498272969505,BL,33.650001525878906,34.29999923706055,33.650001525878906,34.09000015258789,34.09000015258789,225300,84,50.0,False,0.5,42.0,-2.0699996948242188,-0.05691503314863988
12,2017-06-08,1,0.002141366378607533,-0.07075638576381538,BL,33.04999923706055,34.0,32.40999984741211,33.93000030517578,33.93000030517578,177600,79,50.0,,0.5,39.5,-0.2999992370605469,-0.008746333636544312
13,2017-07-03,3,0.002467471058209685,0.15228812914033352,BL,35.75,36.18999862670898,35.209999084472656,36.0,36.0,145200,100,49.0,,0.49,49.0,2.1899986267089773,0.06441172431497
14,2017-07-11,3,0.002467471058209685,0.0,BL,37.06999969482422,37.59000015258789,36.72999954223633,37.41999816894531,37.41999816894531,176500,85,49.0,,0.49,41.65,1.4000015258789134,0.038684763166740854
15,2017-07-19,15,0.004424099135822599,0.7929690081279324,BL,37.290000915527344,38.2400016784668,37.18999862670898,37.709999084472656,37.709999084472656,128300,72,49.0,,0.49,35.28,0.6500015258789062,0.017291873456780404
16,2017-07-20,1,0.002141366378607533,-0.5159768547525154,BL,37.90999984741211,37.90999984741211,37.31999969482422,37.63999938964844,37.63999938964844,124100,68,49.0,,0.49,33.32,-0.3300018310546875,-0.008629754617414553
17,2017-08-01,3,0.002467471058209685,0.15228812914033352,BL,39.13999938964844,39.13999938964844,38.060001373291016,38.27999877929688,38.27999877929688,265800,93,49.0,False,0.49,45.57,1.2299995422363281,0.03244525315713753
18,2017-08-04,7,0.0031196804174139898,0.26432300270931086,BL,33.869998931884766,34.029998779296875,29.989999771118164,30.43000030517578,30.43000030517578,1265200,73,49.0,,0.49,35.77,-5.1100006103515625,-0.1305569925916512
19,2017-08-07,4,0.0026305233980107616,0.1415127715276303,BL,30.690000534057617,32.290000915527344,28.84000015258789,29.799999237060547,29.799999237060547,1334200,90,49.0,,0.49,44.1,-1.7399978637695312,-0.05113129374627279
20,2017-08-30,1,0.002141366378607533,-0.18595425525320775,BL,29.770000457763672,30.15999984741211,29.709999084472656,30.020000457763672,30.020000457763672,86700,93,49.0,,0.49,45.57,-2.1300010681152344,-0.06596472616050553
21,2017-10-27,4,0.0026305233980107616,0.22843219371050028,BL,34.66999816894531,35.380001068115234,34.45000076293945,35.2599983215332,35.2599983215332,163500,74,50.0,,0.5,37.0,5.220001220703125,0.17307696442680953
22,2017-11-02,2,0.0023044187184086094,-0.12396950350213842,BL,35.27000045776367,35.400001525878906,34.630001068115234,35.08000183105469,35.08000183105469,468600,89,52.0,,0.52,46.28,0.020000457763671875,0.0005653040463500236
23,2017-12-20,1,0.002141366378607533,0.0,BL,35.08000183105469,35.08000183105469,34.345001220703125,34.880001068115234,34.880001068115234,183900,80,49.0,,0.49,39.2,-0.31999969482421875,-0.009039539012174469
24,2018-01-04,3,0.002467471058209685,0.15228812914033352,BL,33.63999938964844,35.349998474121094,33.63999938964844,34.95000076293945,34.95000076293945,420800,85,48.0,,0.48,40.8,0.26999664306640625,0.00769659717712412
25,2018-01-26,1,0.002141366378607533,-0.13216150135465532,BL,33.470001220703125,34.130001068115234,32.1150016784668,33.619998931884766,33.619998931884766,332600,95,48.0,,0.48,45.6,-1.2199974060058594,-0.03451195074022395
26,2018-02-26,35,0.007685145931844122,2.334960730205901,BL,40.0,41.78499984741211,39.9900016784668,41.369998931884766,41.369998931884766,518900,79,54.0,,0.54,42.66,7.654998779296875,0.22428943860913875
27,2018-03-01,1,0.002141366378607533,-0.7213629516474657,BL,44.130001068115234,44.130001068115234,42.900001525878906,43.810001373291016,43.810001373291016,480500,100,51.0,False,0.51,51.0,2.345001220703125,0.0561206468652975
28,2018-03-29,4,0.0026305233980107616,0.32967938679634057,BL,38.970001220703125,39.72999954223633,38.83000183105469,39.209999084472656,39.209999084472656,462000,85,51.0,,0.51,43.35,-4.400001525878906,-0.09970544798055736
29,2018-04-11,2,0.0023044187184086094,0.07614406457016698,BL,39.18000030517578,39.630001068115234,38.52399826049805,39.630001068115234,39.630001068115234,330000,84,51.0,,0.51,42.84,-0.09999847412109375,-0.002516951303127679
