,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,SMH_unscaled,SMH_monthly,isPartial,scale,SMH,Stock_Price_Change,Stock_Price_Change_Percent
125,2018-10-02,1,0.013762762762762764,-0.6910267646463966,SMH,106.2699966430664,108.16999816894533,106.2300033569336,106.6500015258789,102.38023376464844,5116300,86,46.0,,0.46,39.56,1.3399963378906534,0.012543258587693229
126,2018-10-05,4,0.016015015015015014,0.16364826532838728,SMH,104.25,104.66000366210938,101.30999755859376,102.2699966430664,98.1755828857422,9585400,82,46.0,,0.46,37.72,-3.5099945068359517,-0.03244887275817332
127,2018-10-10,2,0.014513513513513515,-0.3409245874812491,SMH,99.12999725341795,99.31999969482422,96.3000030517578,96.3000030517578,92.4446029663086,21357900,88,46.0,,0.46,40.48,-5.340003967285156,-0.051022394233093515
128,2018-10-12,2,0.014513513513513515,0.0,SMH,98.23999786376952,98.79000091552734,95.81999969482422,97.33999633789062,93.44296264648438,9204100,87,46.0,,0.46,40.02,-0.529998779296875,-0.005336274475688407
129,2018-10-15,7,0.018267267267267268,0.327296530656775,SMH,96.9000015258789,97.37000274658205,96.02999877929688,96.27999877929688,92.42540740966795,6461400,86,46.0,,0.46,39.56,-1.4199981689452983,-0.014373905818256816
130,2018-10-17,8,0.01901801801801802,0.04109814236396514,SMH,100.5,100.5999984741211,98.43000030517578,99.0500030517578,95.08450317382812,5209500,80,46.0,,0.46,36.8,3.2299957275390483,0.033172390227260484
131,2018-10-18,6,0.017516516516516516,-0.07895152376440873,SMH,98.43000030517578,98.52999877929688,96.12999725341795,96.47000122070312,92.60779571533205,8274000,81,46.0,,0.46,37.260000000000005,-2.0699996948242188,-0.02057653803401116
132,2018-10-19,8,0.01901801801801802,0.08571918395336886,SMH,97.0,97.69000244140624,94.68000030517578,95.08000183105467,91.27344512939452,9421000,84,46.0,,0.46,38.64,-0.8399963378906392,-0.008525285175048025
133,2018-10-23,1,0.013762762762762764,-0.051727705358990295,SMH,93.08000183105467,95.7300033569336,92.29000091552734,95.20999908447266,91.3982391357422,13054800,90,46.0,,0.46,41.4,-1.959999084472642,-0.020063456192953133
134,2018-10-24,4,0.016015015015015014,0.16364826532838728,SMH,93.37000274658205,93.55999755859376,88.7300033569336,88.81999969482422,85.2640609741211,14288200,74,46.0,,0.46,34.04,-2.1700057983398295,-0.02266797996704195
135,2018-10-25,8,0.01901801801801802,0.1875117194824678,SMH,89.62999725341797,92.01000213623048,89.5199966430664,91.33000183105467,87.67357635498047,9404200,66,46.0,,0.46,30.360000000000003,-1.5499954223632812,-0.01656686044046296
136,2018-10-26,3,0.015264264264264263,-0.1973788094110217,SMH,89.25,91.29000091552734,88.16999816894531,89.68000030517578,86.08963775634766,7061200,89,46.0,,0.46,40.940000000000005,-0.7200012207031392,-0.007825249472737772
137,2018-10-29,3,0.015264264264264263,0.10909884355225818,SMH,91.0,91.93000030517578,86.94999694824219,88.6500015258789,85.10087585449219,11168600,92,46.0,,0.46,42.32,0.6399993896484375,0.007010618723080508
138,2018-10-30,40,0.043042042042042046,1.8197914617351962,SMH,88.98999786376953,92.4499969482422,88.75,92.41999816894533,88.71993255615234,11823800,92,46.0,,0.46,42.32,0.5199966430664205,0.005656441219843433
139,2018-10-31,2,0.014513513513513515,-0.6628061117700412,SMH,94.12999725341795,94.33999633789062,92.87999725341795,93.45999908447266,89.71829223632812,8245700,74,46.0,,0.46,34.04,1.8899993896484233,0.020443477036635738
140,2018-11-02,2,0.014513513513513515,0.0,SMH,97.7699966430664,98.08000183105467,95.27999877929688,96.41000366210938,92.55020141601562,9594400,86,46.0,,0.46,39.56,3.7400054931640483,0.039643901190845376
141,2018-11-05,10,0.02051951951951952,0.2812675792237016,SMH,96.08999633789062,96.08999633789062,94.0,95.5199966430664,91.6958236694336,6413200,87,46.0,,0.46,40.02,-1.9900054931640483,-0.020289615171417807
142,2018-11-07,0,0.013012012012012013,-0.36587150592711837,SMH,97.6999969482422,97.91000366210938,96.51000213623048,97.6999969482422,93.7885513305664,4447700,89,46.0,,0.46,40.940000000000005,1.82000732421875,0.018940653487163006
143,2018-11-14,8,0.01901801801801802,0.4615739672282484,SMH,93.9800033569336,94.47000122070312,92.05999755859376,92.97000122070312,89.24791717529297,8036300,82,46.0,,0.46,37.72,-3.44000244140625,-0.035134330637733524
144,2018-11-15,9,0.01976876876876877,0.03947576188220436,SMH,92.5500030517578,96.23999786376952,92.48999786376952,95.91000366210938,92.0702133178711,9165500,89,46.0,,0.46,40.940000000000005,1.769996643066392,0.018736070924052273
145,2018-11-16,2,0.014513513513513515,-0.26583624487315805,SMH,92.11000061035156,94.8000030517578,92.11000061035156,94.27999877929688,90.5054702758789,11986900,85,46.0,,0.46,39.1,-1.4399948120117188,-0.014962539941553943
146,2018-11-19,2,0.014513513513513515,0.05454942177612909,SMH,93.77999877929688,94.05999755859376,90.6500015258789,90.73999786376952,87.10719299316406,10414600,82,46.0,,0.46,37.72,-0.7400054931640341,-0.00780596486647811
147,2018-11-20,5,0.016765765765765765,0.15518311607697055,SMH,88.19000244140625,91.95999908447266,88.0,90.66000366210938,87.03040313720703,8632100,100,46.0,,0.46,46.0,-2.099998474121108,-0.022326159139148705
148,2018-11-21,2,0.014513513513513515,-0.13433637829124112,SMH,91.98999786376952,92.55999755859376,91.05999755859376,91.05999755859376,87.41438293457031,6623700,82,46.0,,0.46,37.72,0.599998474121108,0.006524559374668559
149,2018-11-23,12,0.022021021021021023,0.5172770535899027,SMH,90.2699966430664,91.70999908447266,90.22000122070312,90.93000030517578,87.28958892822266,1525100,57,46.0,,0.46,26.22,-0.849998474121108,-0.009183216254765258
150,2018-11-29,3,0.015264264264264263,0.05172770535898996,SMH,94.7699966430664,95.3499984741211,94.26000213623048,94.44000244140624,90.65906524658205,4588300,73,46.0,,0.46,33.58,3.6399993896484375,0.03969032194947131
151,2018-11-30,10,0.02051951951951952,0.34428487113909134,SMH,94.31999969482422,96.75,93.41999816894533,96.75,92.8765869140625,8249800,79,46.0,,0.46,36.34,1.4000015258789062,0.01468276400926083
152,2018-12-04,3,0.015264264264264263,0.4186435947530003,SMH,97.51000213623048,97.8000030517578,93.48999786376952,93.61000061035156,89.86229705810547,8709300,73,46.0,,0.46,33.58,1.0500030517577983,0.010852744721010943
153,2018-12-11,2,0.014513513513513515,-0.09375585974123368,SMH,92.22000122070312,93.20999908447266,90.5,91.0199966430664,87.37598419189453,8787800,80,46.0,,0.46,36.8,-4.590003967285142,-0.046932554438224416
154,2018-12-13,32,0.03703603603603604,1.5518311607697082,SMH,92.98999786376952,93.41000366210938,91.75,92.08999633789062,88.40315246582031,4944000,79,46.0,,0.46,36.34,0.20000457763671875,0.0021457416543417818
155,2018-12-14,1,0.013762762762762764,-0.6283953620368118,SMH,90.63999938964844,92.44000244140624,90.63999938964844,90.66000366210938,87.03040313720703,6631100,63,46.0,,0.46,28.98,-0.9700012207031392,-0.010384339820945887
156,2018-12-17,4,0.016015015015015014,0.16364826532838728,SMH,90.44000244140624,92.02999877929688,89.0199966430664,89.80000305175781,86.204833984375,7763200,77,46.0,,0.46,35.42,-0.4100036621093608,-0.004435348888802149
157,2018-12-18,8,0.01901801801801802,0.1875117194824678,SMH,90.51000213623048,92.26000213623048,90.38999938964844,90.87999725341795,87.24159240722656,8733900,55,46.0,,0.46,25.3,0.23000335693360796,0.002499221558018183
158,2018-12-19,3,0.015264264264264263,-0.1973788094110217,SMH,90.16000366210938,91.29000091552734,86.5,86.94000244140625,83.45933532714844,9970000,74,46.0,,0.46,34.04,-0.9700012207031392,-0.010513778433159371
159,2018-12-20,2,0.014513513513513515,-0.049183553019869986,SMH,85.70999908447266,86.66000366210938,83.56999969482422,84.62000274658203,82.79206085205078,14257300,82,46.0,,0.46,37.72,-4.629997253417969,-0.05071746310641634
160,2018-12-24,4,0.016015015015015014,0.10345541071798037,SMH,82.44999694824219,83.5199966430664,80.87999725341797,80.95999908447266,79.21112060546875,4774300,90,46.0,,0.46,41.4,-3.1400070190429688,-0.03623363589143125
161,2018-12-27,3,0.015264264264264263,0.0,SMH,84.08999633789062,86.26000213623047,83.30000305175781,86.26000213623047,84.39663696289062,8837000,90,46.0,,0.46,41.4,2.7400054931640625,0.032806580499204596
162,2018-12-31,17,0.025774774774774776,0.6885697422781825,SMH,87.68000030517578,88.13999938964844,86.48999786376953,87.27999877929688,85.39459991455078,5230000,89,46.0,,0.46,40.940000000000005,1.8799972534179688,0.02179454216160215
163,2019-01-02,1316,1.001,37.83642083187696,SMH,85.48999786376953,88.55000305175781,85.25,87.91999816894531,86.02076721191406,7144000,89,52.0,,0.52,46.28,0.410003662109375,0.004651732073389647
164,2019-01-04,2,0.014513513513513515,-0.9855009855009855,SMH,84.06999969482422,86.81999969482422,83.88999938964844,86.48999786376953,84.62166595458984,9074400,83,52.0,,0.52,43.16,-1.7300033569335938,-0.01953702199109353
165,2019-01-07,1,0.013762762762762764,-0.051727705358990295,SMH,86.91999816894531,88.86000061035156,86.44000244140625,88.16000366210938,86.2555923461914,5578400,70,52.0,,0.52,36.4,2.0400009155273438,0.02349690074519728
166,2019-01-08,5,0.016765765765765765,0.2181976871045166,SMH,88.9000015258789,88.98999786376953,86.48999786376953,87.6500015258789,85.75660705566406,6636000,69,52.0,,0.52,35.88,0.12999725341796875,0.0014629445478848702
167,2019-01-10,363,0.28553453453453453,16.030807809421457,SMH,89.26000213623047,90.9000015258789,88.95999908447266,90.81999969482422,88.85812377929688,5720000,59,52.0,,0.52,30.68,1.910003662109375,0.02146312740711953
168,2019-01-11,6,0.017516516516516516,-0.9386535973833388,SMH,90.25,92.33000183105467,90.05000305175781,91.56999969482422,89.59192657470703,6668700,65,52.0,,0.52,33.800000000000004,1.430000305175767,0.01573157625050925
169,2019-01-14,2,0.014513513513513515,-0.1714383679067374,SMH,90.41000366210938,90.62999725341795,89.6500015258789,90.0,88.05584716796875,4981800,64,52.0,,0.52,33.28,-1.7000045776367188,-0.0184122662614844
170,2019-01-15,21,0.028777777777777777,0.982826401820815,SMH,90.61000061035156,91.33000183105467,89.81999969482422,90.23999786376952,88.29065704345703,5742200,64,52.0,,0.52,33.28,0.7000045776367188,0.007723762538350165
171,2019-01-16,4,0.016015015015015014,-0.44349368673693,SMH,90.44000244140624,90.95999908447266,89.4800033569336,89.52999877929688,87.59599304199219,5506700,72,52.0,,0.52,37.44,-0.37000274658201704,-0.004051272738025968
172,2019-01-17,15,0.024273273273273274,0.5156572285767862,SMH,88.91000366210938,91.12000274658205,88.4000015258789,90.63999938964844,88.68201446533203,7914900,77,52.0,,0.52,40.04,0.1600036621093892,0.0017590552299895368
173,2019-01-24,11,0.021270270270270272,0.2686727565824827,SMH,92.12999725341795,95.4800033569336,92.12999725341795,95.12000274658205,93.06524658203124,12642000,72,52.0,,0.52,37.44,4.360000610351548,0.047848995598445576
174,2019-01-25,4,0.016015015015015014,-0.24707045037413533,SMH,95.4499969482422,97.25,94.7699966430664,96.88999938964844,94.79700469970705,9086900,78,52.0,,0.52,40.56,1.7699966430664062,0.01853787788893979
175,2019-01-28,1,0.013762762762762764,-0.14063378961185058,SMH,93.16000366210938,95.7300033569336,93.16000366210938,95.08000183105467,93.02610778808594,8133200,67,52.0,,0.52,34.84,-1.5199966430664062,-0.015629785532816465
176,2019-01-30,3,0.015264264264264263,0.10909884355225818,SMH,95.37000274658205,96.98999786376952,94.44000244140624,96.66000366210938,94.57198333740234,6129400,100,52.0,,0.52,52.0,1.2599945068359233,0.013161960332728428
177,2019-01-31,7,0.018267267267267268,0.19673421207948083,SMH,96.2699966430664,97.3000030517578,95.5199966430664,96.58999633789062,94.50347900390624,5637000,82,52.0,,0.52,42.64,0.31000518798828125,0.003196259354739883
178,2019-02-01,20,0.02802702702702703,0.534275850731547,SMH,96.83999633789062,98.23999786376952,96.66999816894533,97.81999969482422,95.70691680908205,5772900,76,51.0,False,0.51,38.76,0.9399948120117188,0.00966078913185342
179,2019-02-06,9,0.01976876876876877,-0.29465338047787426,SMH,100.18000030517578,101.97000122070312,100.02999877929688,101.3000030517578,99.11174011230467,8301500,66,51.0,,0.51,33.660000000000004,3.730003356933608,0.03796827603870723
180,2019-02-07,1,0.013762762762762764,-0.30381285128360924,SMH,99.88999938964844,100.4499969482422,98.2699966430664,99.12000274658205,96.97884368896484,9107300,62,51.0,,0.51,31.62,-1.5200042724609233,-0.01490638672418021
181,2019-02-08,4,0.016015015015015014,0.16364826532838728,SMH,97.47000122070312,99.04000091552734,97.12000274658205,98.8499984741211,96.71466827392578,5897800,77,51.0,,0.51,39.27,-1.409996032714858,-0.014036795177220118
182,2019-02-12,2,0.014513513513513515,-0.09375585974123368,SMH,100.56999969482422,101.76000213623048,100.44000244140624,101.48999786376952,99.29763793945312,5755900,65,51.0,,0.51,33.15,2.720001220703139,0.02746366312156101
183,2019-02-13,3,0.015264264264264263,0.05172770535898996,SMH,101.8499984741211,102.48999786376952,101.43000030517578,101.7300033569336,99.53246307373048,3993600,81,51.0,,0.51,41.31,0.7299957275390341,0.007173700002106598
184,2019-02-14,2,0.014513513513513515,-0.049183553019869986,SMH,101.3000030517578,102.70999908447266,101.27999877929688,102.02999877929688,99.8259735107422,4402500,77,51.0,,0.51,39.27,0.2200012207031392,0.002146562838215349
185,2019-02-15,0,0.013012012012012013,-0.10345541071798059,SMH,102.76000213623048,102.95999908447266,101.8499984741211,102.5500030517578,100.3347396850586,4945300,71,51.0,,0.51,36.21,0.25,0.002434037603236572
186,2019-02-19,6,0.017516516516516516,0.34618047542118613,SMH,102.16999816894533,103.08000183105467,102.1500015258789,102.43000030517578,100.2173309326172,3495800,66,51.0,,0.51,33.660000000000004,0.12000274658201704,0.0011655278520696921
187,2019-02-20,2,0.014513513513513515,-0.1714383679067374,SMH,102.93000030517578,104.02999877929688,102.93000030517578,103.36000061035156,101.1272430419922,4446200,73,51.0,,0.51,37.23,0.9499969482422017,0.009216113032275874
188,2019-02-21,3,0.015264264264264263,0.05172770535898996,SMH,103.25,103.58000183105467,102.41000366210938,102.72000122070312,100.50106811523438,4651800,100,51.0,,0.51,51.0,-0.4499969482422017,-0.004325646001370087
189,2019-02-26,5,0.016765765765765765,0.09836710603974042,SMH,104.73999786376952,105.13999938964844,104.12999725341795,104.4499969482422,102.19369506835938,3481600,66,51.0,,0.51,33.660000000000004,1.5599975585937642,0.015060798716128865
190,2019-02-27,2,0.014513513513513515,-0.13433637829124112,SMH,103.97000122070312,103.97000122070312,102.22000122070312,103.37999725341795,101.14681243896484,5834300,74,51.0,,0.51,37.74,-1.1699981689453125,-0.011128002432350237
191,2019-03-01,0,0.013012012012012013,-0.10345541071798059,SMH,104.26000213623048,104.8000030517578,103.2300033569336,104.27999877929688,102.02737426757812,4427400,95,47.0,False,0.47,44.65,0.8300018310546733,0.007983089557657808
192,2019-03-04,3,0.015264264264264263,0.17309023771059295,SMH,104.9800033569336,105.3000030517578,102.98999786376952,104.33000183105467,102.0762939453125,4528200,66,47.0,,0.47,31.02,0.5,0.004770992227481674
193,2019-03-06,5,0.016765765765765765,0.09836710603974042,SMH,103.6999969482422,103.6999969482422,102.02999877929688,102.08999633789062,99.88467407226562,4657200,99,47.0,,0.47,46.53,-1.6000061035155966,-0.015194739384092437
194,2019-03-07,2,0.014513513513513515,-0.13433637829124112,SMH,101.5,101.6999969482422,100.41999816894533,100.9800033569336,98.79866027832033,6388000,76,47.0,,0.47,35.72,-2.0,-0.01928640365339862
195,2019-03-08,1,0.013762762762762764,-0.051727705358990295,SMH,99.43000030517578,101.04000091552734,99.04000091552734,100.9499969482422,98.76930236816406,5052400,83,47.0,,0.47,39.01,-0.659996032714858,-0.006489636701274892
196,2019-03-11,25,0.03178078078078078,0.10435145570280713,SMH,101.4800033569336,103.58999633789062,101.33000183105467,103.0999984741211,100.87286376953124,5974600,85,47.0,,0.47,39.95,2.5499954223632812,0.025237484157340395
197,2019-03-12,-4,0.010009009009009008,-0.6850609468014741,SMH,103.41999816894533,104.11000061035156,102.69000244140624,103.61000061035156,101.37184143066406,4319300,92,47.0,,0.47,43.24,0.5200042724609375,0.005019830976388695
198,2019-03-14,-1,0.012261261261261262,0.22502250225022524,SMH,103.9000015258789,104.48999786376952,103.41000366210938,103.4499969482422,101.21529388427734,4354200,100,47.0,,0.47,47.0,0.37999725341795454,0.0036499591892247274
199,2019-03-15,1,0.013762762762762764,0.12245897624295865,SMH,104.73999786376952,107.12000274658205,104.6999969482422,106.22000122070312,103.92546081542967,8432100,79,47.0,,0.47,37.13,2.6300048828125284,0.025169919959625586
200,2019-03-19,3,0.015264264264264263,0.10909884355225818,SMH,106.7300033569336,107.48999786376952,106.41999816894533,107.1500015258789,104.83537292480467,6825000,97,47.0,,0.47,45.59,0.3699951171874716,0.0034540245304397477
201,2019-03-21,1,0.013762762762762764,-0.0983671060397402,SMH,106.62999725341795,110.5999984741211,106.62999725341795,109.88999938964844,107.51618194580078,9309500,80,47.0,,0.47,37.6,3.1100006103515767,0.028932930246152955
202,2019-03-22,3,0.015264264264264263,0.10909884355225818,SMH,109.26000213623048,109.51000213623048,106.66000366210938,106.75,104.44401550292967,9067400,94,47.0,,0.47,44.18,-1.0899963378906108,-0.009855301563549745
203,2019-03-25,3,0.015264264264264263,0.0,SMH,106.08000183105467,106.9499969482422,104.58000183105467,105.4000015258789,103.12317657470705,5830200,94,47.0,,0.47,44.18,-2.5600051879882812,-0.02337690747922394
204,2019-03-26,11,0.021270270270270272,0.39346842415896144,SMH,106.56999969482422,107.22000122070312,105.63999938964844,106.37999725341795,104.08200073242188,4838700,95,47.0,,0.47,44.65,0.2700042724609233,0.0025245841997694196
205,2019-03-29,5,0.016765765765765765,-0.2117746717492589,SMH,105.87000274658205,106.5500030517578,105.66000366210938,106.33000183105467,104.03308868408205,5591900,83,47.0,,0.47,39.01,-0.6699981689453267,-0.0062488170240382335
206,2019-04-02,6,0.017516516516516516,-0.6428702626584216,SMH,108.98999786376952,109.3000030517578,108.38999938964844,109.04000091552734,106.6845474243164,3442800,32,71.0,,0.71,22.72,2.75,0.0258094783785614
207,2019-04-03,4,0.016015015015015014,-0.08571918395336886,SMH,110.8000030517578,112.5,110.55999755859376,111.58000183105467,109.169677734375,9059400,31,71.0,,0.71,22.01,3.1999969482422017,0.029277189925849045
208,2019-04-04,8,0.01901801801801802,0.1875117194824678,SMH,111.08999633789062,112.38999938964844,110.95999908447266,111.6999969482422,109.28707885742188,6617600,33,71.0,,0.71,23.43,-0.1100006103515625,-0.0009777832031250266
209,2019-04-05,39,0.04229129129129129,1.223748618348334,SMH,112.3499984741211,112.66999816894533,111.6999969482422,112.54000091552734,110.10894775390624,4645800,33,71.0,,0.71,23.43,0.2799987792968892,0.002491314003180589
210,2019-04-09,6,0.017516516516516516,0.20691082143596096,SMH,112.1500015258789,112.1500015258789,111.08000183105467,111.54000091552734,109.13053894042967,5261100,67,71.0,,0.71,47.57,-0.5199966430664205,-0.004615218350200956
211,2019-04-15,-8,0.007006006006006006,-0.5172770535899028,SMH,113.87999725341795,113.95999908447266,112.41999816894533,113.08999633789062,110.64705657958984,4677900,85,71.0,,0.71,60.35,1.80999755859375,0.016139077431720716
212,2019-04-17,5,0.016765765765765765,1.3930561508786967,SMH,118.13999938964844,118.83000183105467,116.88999938964844,117.55999755859376,115.02050018310548,8519500,41,71.0,,0.71,29.11,4.870002746582017,0.0427343171788912
213,2019-04-18,11,0.021270270270270272,0.2686727565824827,SMH,117.83000183105467,118.0199966430664,117.0999984741211,117.7300033569336,115.18682861328124,5791900,39,71.0,,0.71,27.69,-0.810005187988267,-0.0068165040436495294
214,2019-04-22,2,0.014513513513513515,-0.6994963626189143,SMH,117.06999969482422,117.88999938964844,116.8000030517578,117.63999938964844,115.09877014160156,5135500,39,71.0,,0.71,27.69,-0.12999725341796875,-0.0011014849781018077
215,2019-04-23,6,0.017516516516516516,0.20691082143596096,SMH,118.12000274658205,118.88999938964844,117.8000030517578,118.58999633789062,116.02824401855467,4948900,32,71.0,,0.71,22.72,1.0,0.00848248371513538
216,2019-04-24,5,0.016765765765765765,-0.04285959197668443,SMH,118.4800033569336,120.70999908447266,118.47000122070312,119.5999984741211,117.01642608642578,6921200,43,71.0,,0.71,30.53,1.8199996948242188,0.015308265658740439
217,2019-04-25,14,0.023522522522522522,0.4030091348737239,SMH,118.91000366210938,119.20999908447266,116.44000244140624,117.23999786376952,114.70741271972656,9989700,43,71.0,,0.71,30.53,-1.5,-0.012426476773894302
218,2019-04-26,1,0.013762762762762764,-0.41491127282011997,SMH,114.6999969482422,115.83999633789062,113.48999786376952,115.80999755859376,113.30829620361328,11044100,40,71.0,,0.71,28.4,-3.3700027465820312,-0.028269463740151823
219,2019-04-30,22,0.02952852852852853,0.6164721354594771,SMH,115.36000061035156,116.51000213623048,115.20999908447266,116.25,113.73880004882812,5199700,35,71.0,,0.71,24.85,0.670005798339858,0.005783890016584081
220,2019-05-01,7,0.018267267267267268,-0.3813688599613546,SMH,117.1999969482422,117.87999725341795,115.2699966430664,115.36000061035156,112.86802673339844,7188600,92,47.0,False,0.47,43.24,1.3699951171874716,0.01175860520185723
221,2019-05-02,4,0.016015015015015014,-0.12329442709189553,SMH,115.37000274658205,117.54000091552734,115.16000366210938,116.4499969482422,113.93447875976562,6793600,87,47.0,,0.47,40.89,-0.3399963378906108,-0.0028842581083513563
222,2019-05-03,1,0.013762762762762764,-0.14063378961185058,SMH,117.16999816894533,117.56999969482422,116.4000015258789,117.48999786376952,114.95201110839844,6163600,86,47.0,,0.47,40.42,0.029998779296875,0.00025522187394266815
223,2019-05-06,4,0.016015015015015014,0.16364826532838728,SMH,113.63999938964844,115.70999908447266,113.19000244140624,115.61000061035156,113.11261749267578,6786500,72,47.0,,0.47,33.84,-1.8600006103515625,-0.015820367569784444
224,2019-05-07,0,0.013012012012012013,-0.1875117194824676,SMH,114.23999786376952,114.51000213623048,111.76000213623048,112.97000122070312,110.52965545654295,11569700,74,47.0,,0.47,34.78,-1.1999969482421733,-0.010370728180251088
225,2019-05-08,18,0.026525525525525527,1.0385414262635586,SMH,112.2300033569336,113.87000274658205,112.0,112.16000366210938,109.73715209960938,8919000,73,47.0,,0.47,34.309999999999995,-0.6399993896484375,-0.00558902609124956
226,2019-05-09,2,0.014513513513513515,-0.4528472772557455,SMH,110.25,111.11000061035156,108.1500015258789,110.58000183105467,108.19127655029295,18424500,82,47.0,,0.47,38.54,-2.760002136230483,-0.02423818450564963
227,2019-05-10,1,0.013762762762762764,-0.051727705358990295,SMH,109.8000030517578,111.2300033569336,107.9800033569336,110.45999908447266,108.07386779785156,13496100,85,47.0,,0.47,39.95,0.12000274658203125,0.0010800355136606488
228,2019-05-13,3,0.015264264264264263,0.10909884355225818,SMH,106.75,107.5199966430664,104.93000030517578,105.33999633789062,103.06446838378906,17638400,89,47.0,,0.47,41.83,-3.7100067138671875,-0.03335437024093124
229,2019-05-16,17,0.025774774774774776,0.6885697422781825,SMH,107.47000122070312,108.62999725341795,106.83000183105467,107.5,105.17781829833984,11684700,77,47.0,,0.47,36.19,1.1100006103515483,0.010323666713238477
230,2019-05-17,1,0.013762762762762764,-0.4660375160200396,SMH,105.87000274658205,108.0500030517578,105.0999984741211,105.43000030517578,103.15252685546876,19491600,82,47.0,,0.47,38.54,-0.5799942016601562,-0.005339171649863084
231,2019-05-20,2,0.014513513513513515,0.05454942177612909,SMH,102.0999984741211,102.81999969482422,100.58000183105467,101.23999786376952,99.05303955078124,18873200,79,47.0,,0.47,37.13,-5.2300033569335795,-0.048403546591556545
232,2019-05-21,2,0.014513513513513515,0.0,SMH,103.43000030517578,106.6999969482422,102.56999969482422,103.5500030517578,101.31314849853516,9899600,100,47.0,,0.47,47.0,3.879997253417983,0.03773582245607909
233,2019-05-22,2,0.014513513513513515,0.0,SMH,101.93000030517578,102.7300033569336,101.48999786376952,101.7300033569336,99.53246307373048,10899300,92,47.0,,0.47,43.24,-3.969993591308608,-0.03720706377559091
234,2019-05-23,-2,0.01151051051051051,-0.20691082143596118,SMH,99.9000015258789,100.36000061035156,98.5,100.04000091552734,97.87896728515624,12199400,76,47.0,,0.47,35.72,-2.3700027465820312,-0.023070209959475063
235,2019-05-24,25,0.03178078078078078,1.7610226976258807,SMH,100.86000061035156,101.33000183105467,99.43000030517578,99.43000030517578,97.28214263916016,9545900,82,47.0,,0.47,38.54,0.9700012207031108,0.009665217365523393
236,2019-05-28,14,0.023522522522522522,0.541019083218572,SMH,100.0,100.31999969482422,98.45999908447266,98.5500030517578,96.42115020751952,6066800,96,47.0,,0.47,45.12,-1.0100021362304545,-0.00996745404104904
237,2019-05-29,-7,0.007756756756756757,-0.6702412868632708,SMH,97.7300033569336,99.29000091552734,97.61000061035156,98.87999725341795,96.7440185546875,13449900,88,47.0,,0.47,41.36,-1.029998779296875,-0.010267132998705741
238,2019-05-30,9,0.01976876876876877,1.5485869144405728,SMH,99.1999969482422,100.5199966430664,98.97000122070312,99.63999938964844,97.48760223388672,7623300,81,47.0,,0.47,38.07,1.2299957275390625,0.012387911332436108
239,2019-06-03,1,0.013762762762762764,-0.0983671060397402,SMH,99.30999755859376,100.06999969482422,97.6500015258789,98.12000274658205,96.00043487548828,6731700,78,47.0,,0.47,36.66,-0.4499969482421875,-0.004476690840331643
240,2019-06-05,18,0.026525525525525527,0.9273401701941959,SMH,103.02999877929688,103.27999877929688,100.23999786376952,101.36000061035156,99.17044830322266,10559500,79,47.0,,0.47,37.13,3.2099990844726562,0.032077536666952566
241,2019-06-06,1,0.013762762762762764,-0.4811502320842296,SMH,101.52999877929688,103.11000061035156,101.16000366210938,102.76000213623048,100.54020690917967,5021100,64,47.0,,0.47,30.08,-0.1699981689453125,-0.0016459931347267975
242,2019-06-07,4,0.016015015015015014,0.16364826532838728,SMH,103.33000183105467,104.36000061035156,102.97000122070312,104.08999633789062,101.84146881103516,5674100,95,47.0,,0.47,44.65,1.25,0.012122975391336555
243,2019-06-10,6,0.017516516516516516,0.20691082143596096,SMH,105.38999938964844,107.8499984741211,105.1999969482422,106.69000244140624,104.38531494140624,8609200,74,47.0,,0.47,34.78,3.4899978637695312,0.033441911109220124
244,2019-06-11,5,0.016765765765765765,-0.04285959197668443,SMH,108.36000061035156,108.8000030517578,106.41999816894533,107.08000183105467,104.76688385009766,8103500,99,47.0,,0.47,46.53,0.9500045776367045,0.0088085729353502
245,2019-06-12,1,0.013762762762762764,-0.1791151710549883,SMH,106.05999755859376,106.23999786376952,104.66000366210938,104.76000213623048,102.49700927734376,4029600,88,47.0,,0.47,41.36,-2.5600051879882812,-0.02352945878843815
246,2019-06-13,10,0.02051951951951952,0.4909447959851625,SMH,105.45999908447266,105.70999908447266,104.58000183105467,105.27999877929688,103.00576782226562,3578600,98,47.0,,0.47,46.06,-0.5299987792968608,-0.004988693429535562
247,2019-06-14,8,0.01901801801801802,-0.07317430118542367,SMH,102.58999633789062,103.0500030517578,101.9800033569336,102.66000366210938,100.44236755371094,5933400,81,47.0,,0.47,38.07,-2.659996032714858,-0.025163144979211127
248,2019-06-17,6,0.017516516516516516,-0.07895152376440873,SMH,102.61000061035156,102.93000030517578,101.77999877929688,102.02999877929688,99.8259735107422,6177100,77,47.0,,0.47,36.19,-0.12000274658201704,-0.0011645098789734298
249,2019-06-18,4,0.016015015015015014,-0.08571918395336886,SMH,102.93000030517578,106.91000366210938,102.93000030517578,106.18000030517578,103.88632202148438,13863400,79,47.0,,0.47,37.13,3.9800033569335938,0.03866708777939709
250,2019-06-20,3,0.015264264264264263,-0.0468779298706169,SMH,108.7699966430664,109.1999969482422,107.0999984741211,107.66000366210938,105.33436584472656,5575600,79,47.0,,0.47,37.13,2.2899932861328267,0.021419822352362727
