,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,MA_unscaled,MA_monthly,isPartial,scale,MA,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-03,4,0.010637448370812298,0.1486694087913174,MA,97.01000213623048,97.54000091552734,95.91999816894533,96.4499969482422,93.22731018066406,3362100,88,99.0,,0.99,87.12,,
1,2016-05-05,7,0.01201422670949977,0.12942749902929385,MA,96.33999633789062,96.83000183105467,95.95999908447266,96.19000244140624,92.97602081298828,2848600,91,99.0,,0.99,90.09,-0.7099990844726705,-0.007279055544479163
2,2016-05-12,3,0.010178522257916475,-0.15279422437831858,MA,96.73999786376952,96.81999969482422,95.23999786376952,95.8499984741211,92.64737701416016,4216800,91,99.0,,0.99,90.09,-0.01000213623045454,-0.00010329583849333357
3,2016-05-13,1,0.00926067003212483,-0.0901753911357589,MA,95.58999633789062,96.27999877929688,95.13999938964844,95.36000061035156,92.17373657226562,3371600,95,99.0,,0.99,94.05,-0.5400009155273438,-0.005577369523129705
4,2016-05-18,1,0.00926067003212483,0.0,MA,95.33000183105467,96.16999816894533,94.87000274658205,95.62999725341795,92.43472290039062,2469900,91,99.0,,0.99,90.09,-0.11000061035154829,-0.001142507392461689
5,2016-05-31,9,0.012932078935291417,0.39645175677684685,MA,97.18000030517578,97.1999969482422,95.5999984741211,95.9000015258789,92.69569396972656,4028800,100,99.0,,0.99,99.0,1.029998779296875,0.010710188197024184
6,2016-06-23,1,0.00926067003212483,-0.28389935767770313,MA,95.1500015258789,95.70999908447266,94.61000061035156,95.70999908447266,92.51203918457033,2992400,89,100.0,,1.0,89.0,-1.4899978637695455,-0.01532919661060228
7,2016-06-28,1,0.00926067003212483,0.0,MA,90.27999877929688,90.5,89.72000122070312,90.41999816894533,87.39879608154297,4820400,96,100.0,,1.0,96.0,-5.209999084472656,-0.05443526417625777
8,2016-06-29,4,0.010637448370812298,0.1486694087913174,MA,91.04000091552734,92.20999908447266,90.8499984741211,92.12999725341795,89.0516586303711,3987900,97,100.0,,1.0,97.0,1.7099990844726562,0.018895017507985168
9,2016-06-30,1,0.00926067003212483,-0.1294274990292935,MA,92.61000061035156,92.73999786376952,87.58999633789062,88.05999755859375,85.11763763427734,12706800,92,100.0,,1.0,92.0,0.5299987792968608,0.005747736520540947
10,2016-07-01,1,0.00926067003212483,0.0,MA,89.16000366210938,89.4800033569336,88.2699966430664,88.8499984741211,85.8812484741211,8342100,92,100.0,False,1.0,92.0,-3.2599945068359233,-0.035151979533412314
11,2016-07-05,1,0.00926067003212483,0.0,MA,88.12000274658203,89.33999633789062,87.91999816894531,88.23999786376953,85.2916259765625,7077000,100,100.0,,1.0,100.0,-0.14000701904296875,-0.0015646738242116598
12,2016-07-06,1,0.00926067003212483,0.0,MA,87.16000366210938,87.58000183105469,86.6500015258789,86.83000183105469,84.10983276367188,9412800,92,100.0,,1.0,92.0,-1.7599945068359375,-0.019699961707850377
13,2016-07-08,6,0.011555300596603948,0.24778234798552945,MA,88.43000030517578,88.69000244140625,87.94000244140625,88.55999755859375,85.78565216064453,5621800,91,100.0,,1.0,91.0,1.1100006103515625,0.012674133216996175
14,2016-07-20,1,0.00926067003212483,-0.1985781802295563,MA,92.55999755859376,93.44000244140624,92.1500015258789,93.3000030517578,90.3771743774414,3794100,91,100.0,,1.0,91.0,4.749999999999986,0.053557333061729384
15,2016-07-21,1,0.00926067003212483,0.0,MA,93.0,93.66999816894533,92.02999877929688,92.45999908447266,89.5634765625,4305900,91,100.0,,1.0,91.0,0.22999572753909092,0.002461426814316603
16,2016-07-26,1,0.00926067003212483,0.0,MA,92.77999877929688,93.66999816894533,92.75,93.43000030517578,90.50308227539062,4469600,89,100.0,,1.0,89.0,0.0,0.0
