,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,GO_unscaled,GO_monthly,isPartial,scale,GO,Stock_Price_Change,Stock_Price_Change_Percent
0,2019-06-20,21,0.11802127659574468,0.34299088047776616,GO,31.0,31.5,28.0,28.51000022888184,28.51000022888184,13395500,89,35.0,,0.35,31.15,,
1,2019-06-21,1,0.08256028368794327,-0.3004627125773691,GO,29.739999771118164,29.899999618530277,27.8799991607666,28.600000381469727,28.600000381469727,1773000,89,35.0,,0.35,31.15,-1.600000381469723,-0.05079366290380072
2,2019-06-24,3,0.0861063829787234,0.04295163645734901,GO,28.61000061035156,30.38999938964844,27.75,29.989999771118164,29.989999771118164,1085400,92,35.0,,0.35,32.2,0.48999977111816406,0.01638795242039026
3,2019-06-25,7,0.09319858156028368,0.08236553825879245,GO,29.899999618530277,31.292999267578125,29.599000930786133,30.690000534057617,30.690000534057617,788900,90,35.0,,0.35,31.5,0.902999877929684,0.029713718198930428
4,2019-06-26,1,0.08256028368794327,-0.11414656418841784,GO,31.489999771118164,35.630001068115234,31.040000915527344,32.97999954223633,32.97999954223633,2939200,88,35.0,,0.35,30.8,4.337001800537109,0.13859335640705317
5,2019-06-27,1,0.08256028368794327,0.0,GO,33.310001373291016,33.95000076293945,32.04999923706055,32.709999084472656,32.709999084472656,1057100,92,35.0,,0.35,32.2,-1.6800003051757812,-0.04715128416538805
6,2019-06-28,1,0.08256028368794327,0.0,GO,32.7400016784668,34.20000076293945,32.27299880981445,32.880001068115234,32.880001068115234,541000,93,35.0,,0.35,32.55,0.25,0.007363770084886312
7,2019-07-01,25,0.12511347517730495,-0.06616907522100479,GO,33.25,33.7400016784668,31.21999931335449,33.099998474121094,33.099998474121094,995900,89,35.0,False,0.35,31.15,-0.45999908447265625,-0.013450265327804578
8,2019-07-02,3,0.0861063829787234,-0.31177370897341417,GO,32.790000915527344,33.72999954223633,32.60699844360352,33.0,33.0,380700,91,35.0,,0.35,31.85,-0.01000213623046875,-0.00029644741354151183
9,2019-07-03,11,0.10029078014184398,0.16473107651758512,GO,33.02000045776367,33.5,33.012001037597656,33.20000076293945,33.20000076293945,251100,88,35.0,,0.35,30.8,-0.22999954223632812,-0.006818842139274972
10,2019-07-05,-1,0.07901418439716312,-0.08236553825879245,GO,33.2599983215332,33.4900016784668,32.810001373291016,33.029998779296875,33.029998779296875,191800,89,35.0,,0.35,31.15,-0.009998321533203125,-0.0002984573592000883
11,2019-07-08,38,0.14816312056737588,-0.23730422401518747,GO,32.91999816894531,33.0,31.600000381469727,32.25,32.25,332300,84,35.0,,0.35,29.4,-0.4900016784667969,-0.014631282589091521
12,2019-07-09,29,0.13220567375886524,-0.10770188119285817,GO,32.15999984741211,32.689998626708984,32.15999984741211,32.68000030517578,32.68000030517578,76100,88,35.0,,0.35,30.8,-0.3100013732910156,-0.009393981008818608
