,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,SPXS_unscaled,SPXS_monthly,isPartial,scale,SPXS,Stock_Price_Change,Stock_Price_Change_Percent
274,2019-09-23,1,0.02235678391959799,-0.4885619036670882,SPXS,171.0,171.5,168.60000610351562,169.5,168.350830078125,425530,81,9.0,,0.09,7.29,-0.5,-0.0029069767441860517
275,2019-09-25,1,0.02235678391959799,0.0,SPXS,173.3000030517578,176.0,169.3000030517578,170.10000610351562,169.50677490234375,560500,67,9.0,,0.09,6.029999999999999,4.5,0.026239067055393583
276,2019-09-27,3,0.024869346733668342,0.11238480557428643,SPXS,170.10000610351562,177.1999969482422,169.8000030517578,174.10000610351562,173.49282836914062,794220,52,9.0,,0.09,4.68,1.1999969482421875,0.006818164478648692
277,2019-10-01,0,0.021100502512562815,-0.15154576682158005,SPXS,170.3000030517578,178.3000030517578,168.89999389648438,177.8000030517578,177.179931640625,965500,37,10.0,False,0.1,3.7,1.100006103515625,0.0062077094946955125
278,2019-10-03,1,0.02235678391959799,0.05953798523457965,SPXS,188.0,193.8000030517578,182.8000030517578,182.8000030517578,182.16249084472656,1824350,45,10.0,,0.1,4.5,15.5,0.0869321353600907
279,2019-10-07,7,0.029894472361809046,0.33715441672285906,SPXS,177.10000610351562,178.39999389648438,174.0,177.8000030517578,177.179931640625,652140,18,10.0,,0.1,1.8,-15.400009155273438,-0.07946341028261272
280,2019-10-08,5,0.027381909547738694,-0.08404773911581775,SPXS,181.6999969482422,186.1999969482422,180.10000610351562,186.1999969482422,185.55062866210935,1078580,55,10.0,,0.1,5.5,7.8000030517578125,0.04372199169627611
281,2019-10-09,1,0.02235678391959799,-0.18351991191044237,SPXS,181.8000030517578,183.1999969482422,178.8000030517578,180.8999938964844,180.26910400390625,676420,9,10.0,,0.1,0.9,-3.0,-0.016111708105096878
282,2019-10-15,19,0.04496984924623116,1.0114632501685774,SPXS,170.5,170.60000610351562,166.0,167.3000030517578,166.716552734375,569210,37,10.0,,0.1,3.7,-12.599990844726562,-0.06877724374791516
283,2019-10-18,1,0.02235678391959799,-0.5028494803888703,SPXS,167.89999389648438,170.6999969482422,166.60000610351562,169.0,168.41061401367188,518190,37,10.0,,0.1,3.7,0.0999908447265625,0.0005861127851654047
284,2019-10-22,1,0.02235678391959799,-0.675231768742244,SPXS,164.60000610351562,167.5,164.1999969482422,167.1999969482422,166.6168975830078,507520,0,10.0,,0.1,0.0,-3.1999969482421875,-0.01874632106298435
285,2019-10-23,5,0.027381909547738694,0.22476961114857286,SPXS,167.8000030517578,168.1999969482422,165.6999969482422,165.89999389648438,165.3214111328125,356190,100,10.0,,0.1,10.0,0.6999969482421875,0.004179086258162323
286,2019-10-30,1,0.02235678391959799,0.0,SPXS,160.1999969482422,162.5,158.5,159.1999969482422,158.64479064941406,709050,27,10.0,,0.1,2.7,-5.6999969482421875,-0.033888210770872784
287,2019-11-06,4,0.02612562814070352,0.16857720836142964,SPXS,154.8000030517578,156.1999969482422,154.10000610351562,154.60000610351562,154.0608367919922,542880,41,8.0,,0.08,3.28,-6.3000030517578125,-0.03876924954927885
288,2019-11-08,3,0.024869346733668342,-0.04808617041738805,SPXS,153.60000610351562,154.8000030517578,151.89999389648438,152.0,151.46990966796875,533250,32,8.0,,0.08,2.56,-1.399993896484375,-0.008962829217905033
289,2019-11-11,6,0.028638190954773872,0.15154576682158027,SPXS,154.10000610351562,154.39999389648438,152.5,152.8000030517578,152.26712036132812,314870,21,8.0,,0.08,1.68,-0.4000091552734375,-0.002584038419816359
290,2019-11-13,1,0.02235678391959799,-0.2193367257413582,SPXS,153.60000610351562,153.89999389648438,151.10000610351562,151.89999389648438,151.37025451660156,921770,30,8.0,,0.08,2.4,-0.5,-0.0032383420969253063
291,2019-11-15,1,0.02235678391959799,0.0,SPXS,149.1999969482422,150.1999969482422,147.89999389648438,147.89999389648438,147.38418579101562,599340,41,8.0,,0.08,3.28,-3.6999969482421875,-0.024041566569072526
292,2019-11-19,5,0.027381909547738694,0.22476961114857286,SPXS,146.8000030517578,148.8000030517578,146.6999969482422,147.89999389648438,147.38418579101562,535860,31,8.0,,0.08,2.48,-1.399993896484375,-0.00932086501284557
293,2019-11-21,3,0.024869346733668342,-0.09175995595522113,SPXS,149.39999389648438,151.5,149.1999969482422,150.10000610351562,149.57652282714844,580740,21,8.0,,0.08,1.68,2.6999969482421875,0.01814514040905646
294,2019-11-29,12,0.036175879396984925,0.6181164306585749,SPXS,144.0,145.0,143.5,144.60000610351562,144.09571838378906,298960,45,8.0,,0.08,3.6,-6.5,-0.04290429042904287
295,2019-12-02,10,0.033663316582914576,0.1260716086737268,SPXS,144.1999969482422,149.0,144.1999969482422,148.39999389648438,147.8824462890625,931320,32,7.0,,0.07,2.24,4.0,0.02758620689655178
296,2019-12-03,2,0.023613065326633167,-0.29855202268995373,SPXS,152.8000030517578,154.89999389648438,151.3000030517578,151.39999389648438,150.8719940185547,1367790,100,7.0,,0.07,7.000000000000001,5.899993896484375,0.039597274473049504
297,2019-12-04,4,0.02612562814070352,0.10640561821664196,SPXS,149.6999969482422,150.1999969482422,147.60000610351562,148.5,147.98211669921875,569880,57,7.0,,0.07,3.99,-4.6999969482421875,-0.030342137723924467
298,2019-12-05,3,0.024869346733668342,-0.04808617041738805,SPXS,147.5,149.89999389648438,147.5,147.6999969482422,147.18490600585938,674030,35,7.0,,0.07,2.45,-0.3000030517578125,-0.0019973572426981168
299,2019-12-06,3,0.024869346733668342,0.0,SPXS,144.89999389648438,144.89999389648438,143.1999969482422,143.89999389648438,143.3981475830078,650230,46,7.0,,0.07,3.22,-5.0,-0.03335557173840065
300,2019-12-10,3,0.024869346733668342,0.0,SPXS,145.3000030517578,146.6999969482422,144.1999969482422,145.5,144.99256896972656,659240,23,7.0,,0.07,1.61,1.8000030517578125,0.012422381832836615
301,2019-12-17,9,0.032407035175879395,0.08404773911581764,SPXS,137.0,137.60000610351562,136.6999969482422,137.5,137.0204620361328,376250,23,7.0,,0.07,1.61,-9.099990844726562,-0.06203129539216801
302,2019-12-18,1,0.02235678391959799,-0.3101256008683516,SPXS,137.10000610351562,137.60000610351562,136.6999969482422,137.5,137.0204620361328,324620,12,7.0,,0.07,0.8400000000000001,0.0,0.0
303,2019-12-20,7,0.029894472361809046,0.33715441672285906,SPXS,134.60000610351562,134.60000610351562,133.3000030517578,134.0,133.53268432617188,537750,49,7.0,,0.07,3.43,-3.0,-0.021802324614310864
304,2019-12-23,2,0.023613065326633167,-0.21011934778954444,SPXS,132.60000610351562,133.39999389648438,132.60000610351562,133.1999969482422,133.1029815673828,321560,39,7.0,,0.07,2.7300000000000004,-1.20001220703125,-0.008915394893135198
305,2019-12-24,1,0.02235678391959799,-0.05320280910832098,SPXS,132.89999389648438,133.6999969482422,132.89999389648438,133.3000030517578,133.2029266357422,202090,27,7.0,,0.07,1.89,0.3000030517578125,0.002248898541859168
306,2019-12-26,2,0.023613065326633167,0.056192402787143214,SPXS,132.8000030517578,132.8000030517578,131.1999969482422,131.1999969482422,131.1044464111328,302800,14,7.0,,0.07,0.98,-0.899993896484375,-0.006731442909701624
307,2019-12-27,4,0.02612562814070352,0.10640561821664196,SPXS,130.3000030517578,132.10000610351562,130.1999969482422,131.3000030517578,131.20437622070312,490970,51,7.0,,0.07,3.5700000000000003,-0.6999969482421875,-0.00527106123611587
308,2019-12-30,1,0.02235678391959799,-0.5637807628198843,SPXS,131.3000030517578,134.1999969482422,131.10000610351562,133.60000610351562,133.50270080566406,917490,0,7.0,,0.07,0.0,2.0999908447265625,0.015896977651015165
309,2019-12-31,7,0.029894472361809046,0.33715441672285906,SPXS,134.3000030517578,134.6999969482422,132.1999969482422,132.5,132.40350341796875,784090,25,7.0,,0.07,1.7500000000000002,0.5,0.0037257824990326593
310,2020-01-02,2,0.023613065326633167,0.056192402787143214,SPXS,130.39999389648438,131.8000030517578,128.89999389648438,128.89999389648438,128.80612182617188,694740,31,10.0,,0.1,3.1,-2.899993896484375,-0.02152927960049389
311,2020-01-06,2,0.023613065326633167,0.056192402787143214,SPXS,134.39999389648438,134.39999389648438,130.3000030517578,130.5,130.4049530029297,761520,49,10.0,,0.1,4.9,2.5999908447265625,0.019726788956943686
312,2020-01-08,3,0.024869346733668342,0.05320280910832076,SPXS,131.3000030517578,131.6999969482422,127.8000030517578,129.39999389648438,129.30575561523438,934550,97,10.0,,0.1,9.7,-2.6999969482421875,-0.020089263920069378
313,2020-01-09,1,0.02235678391959799,-0.10103051121438678,SPXS,127.5,128.1999969482422,126.8000030517578,126.8000030517578,126.70765686035156,791990,29,10.0,,0.1,2.9000000000000004,-3.5,-0.026575551109355722
314,2020-01-13,3,0.024869346733668342,0.11238480557428643,SPXS,127.0999984741211,127.8000030517578,125.3000030517578,125.4000015258789,125.30867004394533,531400,45,10.0,,0.1,4.5,-0.3999938964843892,-0.0031200772699384594
315,2020-01-14,8,0.03115075376884422,0.25257627803596683,SPXS,125.9000015258789,126.6999969482422,124.6999969482422,126.0,125.90823364257812,804110,17,10.0,,0.1,1.7000000000000002,-1.1000061035155966,-0.00860724630084797
316,2020-01-15,3,0.024869346733668342,-0.2016454266817228,SPXS,126.1999969482422,126.1999969482422,124.1999969482422,125.1999969482422,125.10881042480467,987010,65,10.0,,0.1,6.5,-0.5,-0.003946330008233967
317,2020-01-17,1,0.02235678391959799,-0.10103051121438678,SPXS,121.1999969482422,122.0,120.6999969482422,121.0,120.91187286376952,621780,10,10.0,,0.1,1.0,-4.199996948242202,-0.033280483754407064
318,2020-01-24,7,0.029894472361809046,0.33715441672285906,SPXS,120.4000015258789,126.0999984741211,120.4000015258789,124.6999969482422,124.6091766357422,1736280,67,10.0,,0.1,6.7,4.099998474121094,0.033606544869845045
319,2020-01-27,1,0.02235678391959799,0.0,SPXS,131.10000610351562,131.5,128.6999969482422,130.5,130.4049530029297,1791820,46,10.0,,0.1,4.6000000000000005,5.400001525878906,0.04282316884394821
320,2020-01-28,2,0.023613065326633167,0.056192402787143214,SPXS,128.60000610351562,129.3000030517578,125.3000030517578,126.4000015258789,126.30794525146484,1112730,28,10.0,,0.1,2.8000000000000003,-2.1999969482421875,-0.016730014815529937
321,2020-01-29,6,0.028638190954773872,0.2128112364332837,SPXS,124.6999969482422,127.0999984741211,124.5,126.6999969482422,126.60771942138672,900880,10,10.0,,0.1,1.0,-2.2000045776367188,-0.017014729510532733
322,2020-01-30,6,0.028638190954773872,0.0,SPXS,129.60000610351562,130.5,125.3000030517578,125.5999984741211,125.5085220336914,1934110,38,10.0,,0.1,3.8,3.4000015258789062,0.026750602413037727
323,2020-01-31,11,0.03491959798994975,0.2193367257413581,SPXS,126.5,133.60000610351562,126.1999969482422,132.5,132.40350341796875,2198120,98,10.0,,0.1,9.8,3.100006103515625,0.023754836042265248
324,2020-02-03,8,0.03115075376884422,0.3933468195100023,SPXS,130.60000610351562,130.6999969482422,127.0999984741211,129.60000610351562,129.505615234375,1389470,25,19.0,,0.19,4.75,-2.9000091552734375,-0.02170665436217467
325,2020-02-04,2,0.023613065326633167,-0.2419745120180674,SPXS,124.9000015258789,125.3000030517578,122.5,123.5,123.4100570678711,1446990,30,19.0,,0.19,5.7,-5.399993896484389,-0.04131594508470271
326,2020-02-05,1,0.02235678391959799,-0.05320280910832098,SPXS,120.0,121.9000015258789,119.0999984741211,119.5,119.4129638671875,1642040,9,19.0,,0.19,1.71,-3.400001525878892,-0.02713488781380513
327,2020-02-06,3,0.024869346733668342,0.11238480557428643,SPXS,118.1999969482422,119.5,118.0,118.1999969482422,118.1139144897461,955880,9,19.0,,0.19,1.71,-2.4000015258789062,-0.01968828134402767
328,2020-02-07,6,0.028638190954773872,0.15154576682158027,SPXS,119.5,120.8000030517578,118.5999984741211,120.0,119.91260528564452,1244220,3,19.0,,0.19,0.5700000000000001,1.3000030517577983,0.01087868662558833
329,2020-02-10,11,0.03491959798994975,0.5619240278714319,SPXS,121.3000030517578,121.3000030517578,117.5,117.5999984741211,117.51435089111328,749790,3,19.0,,0.19,0.5700000000000001,0.5,0.0041390727431172
330,2020-02-11,14,0.038688442211055274,0.1079291984458195,SPXS,115.9000015258789,117.5,115.0,116.9000015258789,116.81486511230467,1120320,9,19.0,,0.19,1.71,-3.8000030517577983,-0.031327312087011006
331,2020-02-12,5,0.027381909547738694,-0.29224574620080523,SPXS,115.3000030517578,115.6999969482422,114.4000015258789,114.5999984741211,114.51653289794922,997370,9,19.0,,0.19,1.71,-1.8000030517577983,-0.015319174908577038
332,2020-02-14,1,0.02235678391959799,-0.18351991191044237,SPXS,114.6999969482422,115.9000015258789,114.4000015258789,114.5,114.41661071777344,815680,19,19.0,,0.19,3.61,0.20000457763670454,0.0017286480804850068
333,2020-02-18,1,0.02235678391959799,-0.2193367257413582,SPXS,115.5999984741211,117.0,115.0,115.5,115.41587829589844,1260240,12,19.0,,0.19,2.28,1.0999984741210938,0.009490927175488162
334,2020-02-20,16,0.04120100502512563,0.8428860418071478,SPXS,114.4000015258789,118.5,113.5,115.3000030517578,115.21602630615234,1606980,20,19.0,,0.19,3.8,1.5,0.012820512820512775
335,2020-02-21,5,0.027381909547738694,-0.33540675692157584,SPXS,116.9000015258789,119.6999969482422,116.5,118.8000030517578,118.7134780883789,1673920,6,19.0,,0.19,1.14,1.1999969482422017,0.01012655652525063
336,2020-02-24,2,0.023613065326633167,-0.1376399339328317,SPXS,129.8000030517578,131.89999389648438,127.0,130.6999969482422,130.6048126220703,3466180,61,19.0,,0.19,11.59,12.199996948242173,0.10192144744596288
337,2020-02-25,41,0.07260804020100503,2.074909555224516,SPXS,128.89999389648438,143.8000030517578,128.0,142.60000610351562,142.49615478515625,4900970,32,19.0,,0.19,6.08,11.900009155273438,0.09021993711851573
338,2020-02-26,572,0.7396934673366834,9.187487023323412,SPXS,140.39999389648438,145.3000030517578,135.10000610351562,144.0,143.89512634277344,3697350,31,19.0,,0.19,5.89,1.5,0.010431154159712408
339,2020-02-27,1,0.02235678391959799,-0.9697756098886541,SPXS,152.89999389648438,163.6999969482422,146.89999389648438,163.6999969482422,163.58078002929688,5466460,63,19.0,,0.19,11.97,18.399993896484375,0.1266345045425088
340,2020-02-28,3,0.024869346733668342,0.11238480557428643,SPXS,178.39999389648438,183.6999969482422,165.0,166.3000030517578,166.1788787841797,5344920,100,19.0,,0.19,19.0,20.0,0.12217471211269171
341,2020-03-02,36,0.06632663316582915,1.9667340975500114,SPXS,162.60000610351562,169.0,144.10000610351562,144.1999969482422,144.094970703125,3798750,21,100.0,,1.0,21.0,-14.699996948242188,-0.08002175934920641
342,2020-03-03,2,0.023613065326633167,-0.6439881809227972,SPXS,143.6999969482422,160.3000030517578,137.5,156.60000610351562,156.48594665527344,3918810,14,100.0,,1.0,14.0,-8.699996948242188,-0.05147927188308987
343,2020-03-04,2,0.023613065326633167,0.0,SPXS,147.5,151.6999969482422,136.60000610351562,136.6999969482422,136.60043334960938,3139330,19,100.0,,1.0,19.0,-8.600006103515625,-0.05364944441541186
344,2020-03-05,6,0.028638190954773872,0.2128112364332837,SPXS,147.8000030517578,153.6999969482422,142.5,150.39999389648438,150.2904510498047,2689150,22,100.0,,1.0,22.0,2.0,0.013183915888161701
345,2020-03-06,2,0.023613065326633167,-0.17546938059308648,SPXS,164.5,168.6999969482422,156.0,157.89999389648438,157.7849884033203,4365250,28,100.0,,1.0,28.0,15.0,0.09759271501515498
346,2020-03-09,1,0.02235678391959799,-0.675231768742244,SPXS,192.1000061035156,196.3999938964844,179.10000610351562,194.8999938964844,194.75804138183597,3292320,61,100.0,,1.0,61.0,27.699996948242216,0.16419678393201553
347,2020-03-10,4,0.02612562814070352,0.16857720836142964,SPXS,173.5,197.1000061035156,165.5,165.60000610351562,165.47940063476562,4032440,18,100.0,,1.0,18.0,0.7000122070311932,0.003564217050842311
348,2020-03-11,2,0.023613065326633167,-0.09617234083477588,SPXS,178.8000030517578,195.6000061035156,176.60000610351562,189.6000061035156,189.4619140625,3502340,43,100.0,,1.0,43.0,-1.5,-0.0076103498404368475
349,2020-03-12,11,0.03491959798994975,0.47882528197488816,SPXS,228.8999938964844,245.0,205.5,243.8000030517578,243.6224365234375,4718050,63,100.0,,1.0,63.0,49.3999938964844,0.2525561981339659
350,2020-03-13,5,0.027381909547738694,-0.2158583968916391,SPXS,200.1999969482422,240.3000030517578,176.5,177.39999389648438,177.2707977294922,4768670,66,100.0,,1.0,66.0,-4.6999969482421875,-0.019183661013233433
351,2020-03-16,9,0.032407035175879395,0.3724196637582462,SPXS,238.0,241.0,203.6999969482422,237.3999938964844,237.2270965576172,4559970,66,100.0,,1.0,66.0,0.6999969482421875,0.00291301264815802
352,2020-03-17,3,0.024869346733668342,-0.23259420065126368,SPXS,220.8000030517578,244.3000030517578,187.6999969482422,196.6999969482422,196.5567321777344,4542640,66,100.0,,1.0,66.0,3.3000030517578125,0.013692958720986859
353,2020-03-18,7,0.029894472361809046,0.20206102242877355,SPXS,234.3000030517578,253.6999969482422,212.5,221.6999969482422,221.5385284423828,4304210,51,100.0,,1.0,51.0,9.399993896484375,0.03847725656594814
354,2020-03-19,1,0.02235678391959799,-0.2521432173474534,SPXS,228.0,247.8000030517578,205.6000061035156,222.3999938964844,222.23802185058597,4223830,50,100.0,,1.0,50.0,-5.899993896484375,-0.023255790175228275
355,2020-03-20,3,0.024869346733668342,0.11238480557428643,SPXS,215.3999938964844,254.0,210.3000030517578,253.1999969482422,253.01559448242188,4199240,55,100.0,,1.0,55.0,6.1999969482421875,0.025020164939010048
356,2020-03-23,165,0.22838693467336685,0.8977410330285189,SPXS,256.29998779296875,288.5,251.8000030517578,274.6000061035156,274.4000244140625,4669670,57,100.0,,1.0,57.0,34.5,0.1358267716535433
357,2020-03-24,3,0.024869346733668342,-0.8911087152632622,SPXS,231.5,233.8999938964844,199.8999938964844,200.1999969482422,200.1999969482422,5657190,61,100.0,,1.0,61.0,-54.6000061035156,-0.1892547871872291
358,2020-03-25,2,0.023613065326633167,-0.05051525560719328,SPXS,195.1999969482422,206.8999938964844,166.89999389648438,189.3999938964844,189.3999938964844,7442920,100,100.0,,1.0,100.0,-27.0,-0.1154339491430223
359,2020-03-26,239,0.3213517587939699,12.609065758672058,SPXS,183.3000030517578,183.8000030517578,152.89999389648438,155.6999969482422,155.6999969482422,7392010,78,100.0,,1.0,78.0,-23.09999084472659,-0.11164809824152977
360,2020-03-27,160,0.22210552763819097,-0.30883985676085635,SPXS,169.89999389648438,173.60000610351562,156.3000030517578,169.0,169.0,6435760,65,100.0,,1.0,65.0,-10.199996948242188,-0.055495085848120906
361,2020-03-30,2,0.023613065326633167,-0.7006815720746544,SPXS,165.3000030517578,169.0,151.3000030517578,152.5,152.5,5942650,62,100.0,,1.0,62.0,-4.600006103515625,-0.02649773007941425
362,2020-03-31,2,0.023613065326633167,0.0,SPXS,154.39999389648438,162.10000610351562,150.0,159.39999389648438,159.39999389648438,5452470,68,100.0,,1.0,68.0,-6.899993896484375,-0.04082836625138686
363,2020-04-01,1,0.02235678391959799,-0.05320280910832098,SPXS,177.5,185.1000061035156,171.10000610351562,180.8000030517578,180.8000030517578,6862260,100,94.0,False,0.94,94.0,22.99999999999997,0.1418877182849232
364,2020-04-02,3,0.024869346733668342,0.11238480557428643,SPXS,183.3999938964844,184.3000030517578,166.5,168.39999389648438,168.39999389648438,8383950,59,94.0,,0.94,55.46,-0.8000030517577841,-0.004322004459094364
365,2020-04-03,3,0.024869346733668342,0.0,SPXS,170.5,181.5,165.5,175.5,175.5,6239040,65,94.0,,0.94,61.1,-2.8000030517578125,-0.015192637034148526
366,2020-04-06,1,0.02235678391959799,-0.6920894179527995,SPXS,155.0,157.5,136.10000610351562,140.0,140.0,7066590,65,94.0,,0.94,61.1,-24.0,-0.1322314049586777
367,2020-04-07,96,0.1417035175879397,5.338278264778602,SPXS,125.0,140.0,123.6999969482422,139.5,139.5,8862690,76,94.0,,0.94,71.44,-17.5,-0.11111111111111116
368,2020-04-08,112,0.16180402010050252,0.14184900173765036,SPXS,134.89999389648438,138.6999969482422,123.5,125.1999969482422,125.1999969482422,6782120,43,94.0,,0.94,40.42,-1.3000030517578125,-0.00928573608398442
369,2020-04-09,3,0.024869346733668342,-0.8462995745209478,SPXS,120.1999969482422,123.3000030517578,115.5,119.3000030517578,119.3000030517578,8492470,73,94.0,,0.94,68.61999999999999,-15.39999389648439,-0.1110309606007498
370,2020-04-13,36,0.06632663316582915,1.9667340975500114,SPXS,121.0999984741211,128.39999389648438,120.5999984741211,122.8000030517578,122.8000030517578,7066530,63,94.0,,0.94,59.22,5.099990844726577,0.041362455137861964
371,2020-04-14,4,0.02612562814070352,-0.6061065232214562,SPXS,115.5999984741211,117.1999969482422,110.8000030517578,111.9000015258789,111.9000015258789,7536270,62,94.0,,0.94,58.28,-11.199996948242173,-0.08722739470900265
372,2020-04-15,2,0.023613065326633167,-0.09617234083477588,SPXS,119.3000030517578,121.8000030517578,116.9000015258789,118.9000015258789,118.9000015258789,6666850,54,94.0,,0.94,50.76,4.600006103515597,0.03924919985746289
373,2020-04-16,4,0.02612562814070352,0.10640561821664196,SPXS,117.1999969482422,121.5999984741211,116.0999984741211,117.0999984741211,117.0999984741211,7357230,47,94.0,,0.94,44.18,-0.20000457763670454,-0.001642073666875965
374,2020-04-17,163,0.22587437185929649,7.645701096364684,SPXS,109.5,113.1999969482422,107.0,107.9000015258789,107.9000015258789,6069820,58,94.0,,0.94,54.52,-8.400001525878892,-0.06907896078359388
375,2020-04-20,1,0.02235678391959799,-0.7023881196066626,SPXS,112.5,113.8000030517578,108.1999969482422,113.3000030517578,113.3000030517578,6210290,44,94.0,,0.94,41.36,0.6000061035155966,0.005300407417766495
376,2020-04-21,1,0.02235678391959799,0.0,SPXS,119.5999984741211,125.0,117.6999969482422,123.6999969482422,123.6999969482422,8122360,54,94.0,,0.94,50.76,11.199996948242202,0.09841824822402057
377,2020-04-22,1,0.02235678391959799,0.0,SPXS,116.5999984741211,118.5,113.0,115.5,115.5,4960040,24,94.0,,0.94,22.56,-6.5,-0.052000000000000046
378,2020-04-23,62,0.09898994974874371,3.4277365700157336,SPXS,113.8000030517578,116.0,109.5,115.5,115.5,6793780,31,94.0,,0.94,29.14,-2.5,-0.021097046413502074
379,2020-04-24,54,0.08893969849246232,-0.10152799634499199,SPXS,113.5999984741211,116.3000030517578,109.9000015258789,110.6999969482422,110.6999969482422,5000220,31,94.0,,0.94,29.14,0.3000030517577983,0.0025862332048085523
380,2020-04-27,2,0.023613065326633167,-0.6148044921714895,SPXS,108.3000030517578,108.8000030517578,104.5,105.6999969482422,105.6999969482422,4152730,39,94.0,,0.94,36.66,-7.5,-0.0644883903972231
381,2020-04-28,2,0.023613065326633167,0.0,SPXS,101.4000015258789,107.6999969482422,101.0999984741211,107.3000030517578,107.3000030517578,5657020,46,94.0,,0.94,43.24,-1.1000061035155966,-0.010110349932548335
382,2020-04-29,1,0.02235678391959799,-0.05320280910832098,SPXS,100.6999969482422,102.0999984741211,97.0999984741211,99.0,99.0,6501460,35,94.0,,0.94,32.9,-5.599998474121108,-0.05199627328506162
383,2020-04-30,65,0.10275879396984924,3.596313778377163,SPXS,100.4000015258789,103.5999984741211,99.9000015258789,101.6999969482422,101.6999969482422,5288740,45,94.0,,0.94,42.3,1.5,0.014691479161776932
384,2020-05-01,1,0.02235678391959799,-0.7824343488679153,SPXS,107.3000030517578,111.0999984741211,106.3000030517578,109.6999969482422,109.6999969482422,5056980,100,60.0,False,0.6,60.0,7.5,0.07239382346007917
385,2020-05-04,2,0.023613065326633167,-0.65698226147894,SPXS,112.4000015258789,114.0,108.4000015258789,108.8000030517578,108.8000030517578,4866680,93,60.0,,0.6,55.8,2.9000015258789062,0.0261026243538105
386,2020-05-05,21,0.04748241206030151,1.0108533730580973,SPXS,105.3000030517578,106.4000015258789,102.3000030517578,105.6999969482422,105.6999969482422,4075340,46,60.0,,0.6,27.6,-7.599998474121094,-0.06666665328176402
387,2020-05-06,17,0.042457286432160804,-0.10583130489998949,SPXS,103.6999969482422,108.0999984741211,103.1999969482422,107.8000030517578,107.8000030517578,4148760,61,60.0,,0.6,36.6,1.6999969482421875,0.01597741469795655
388,2020-05-07,1,0.02235678391959799,-0.4734288081429755,SPXS,103.9000015258789,104.6999969482422,101.5999984741211,103.9000015258789,103.9000015258789,4067580,71,60.0,,0.6,42.6,-3.400001525878892,-0.031452373486322016
389,2020-05-08,20,0.046226130653266334,1.0676556529557204,SPXS,100.4000015258789,101.6999969482422,98.4000015258789,98.6999969482422,98.6999969482422,4052600,48,60.0,,0.6,28.8,-3.0,-0.0286532959641157
390,2020-05-11,15,0.039944723618090455,-0.30570355489562406,SPXS,101.0,101.4000015258789,97.1999969482422,98.8000030517578,98.8000030517578,3832190,46,60.0,,0.6,27.6,-0.29999542236329546,-0.0029498075847137484
391,2020-05-12,23,0.04999497487437186,0.2516039753428103,SPXS,97.5999984741211,104.8000030517578,97.0,104.6999969482422,104.6999969482422,3970460,45,60.0,,0.6,27.0,3.400001525878892,0.03353058653565366
392,2020-05-13,40,0.07135175879396985,0.4271786109156699,SPXS,105.3000030517578,113.0999984741211,104.0999984741211,110.3000030517578,110.3000030517578,7993520,79,60.0,,0.6,47.4,8.299995422363295,0.07919842729645876
393,2020-05-14,49,0.08265829145728644,0.15846186351151492,SPXS,113.5,116.4000015258789,106.0999984741211,106.3000030517578,106.3000030517578,7764320,84,60.0,,0.6,50.4,3.3000030517578125,0.029177746209368083
394,2020-05-15,67,0.10527135678391959,0.2735728615721318,SPXS,109.1999969482422,110.4000015258789,104.8000030517578,104.9000015258789,104.9000015258789,5269330,57,60.0,,0.6,34.2,-6.0,-0.05154639107685954
395,2020-05-18,63,0.1002462311557789,2.661038722701413,SPXS,97.1999969482422,97.8000030517578,93.3000030517578,95.0999984741211,95.0999984741211,5322900,64,60.0,,0.6,38.4,-12.599998474121108,-0.11413041938380353
396,2020-05-19,48,0.08140201005025126,-0.18797934733570598,SPXS,95.6999969482422,98.1999969482422,94.0,98.1999969482422,98.1999969482422,3589440,64,60.0,,0.6,38.4,0.3999938964844034,0.004089917014345357
397,2020-05-20,20,0.046226130653266334,-0.4321254398419655,SPXS,94.3000030517578,94.5,92.1999969482422,93.0999984741211,93.0999984741211,4403840,64,60.0,,0.6,38.4,-3.6999969482422017,-0.037678177833267545
398,2020-05-21,2,0.023613065326633167,-0.4891836069137949,SPXS,93.3000030517578,96.1999969482422,92.4000015258789,95.0,95.0,4938570,53,60.0,,0.6,31.8,1.6999969482422017,0.017989385695684756
399,2020-05-22,11,0.03491959798994975,0.47882528197488816,SPXS,95.3000030517578,96.5999984741211,94.3000030517578,94.4000015258789,94.4000015258789,2730920,37,60.0,,0.6,22.2,0.40000152587889204,0.004158020151436181
400,2020-05-26,22,0.04873869346733668,1.0640561821664183,SPXS,88.30000305175781,91.3000030517578,88.0,91.0,91.0,3784290,57,60.0,,0.6,34.2,-5.2999954223632955,-0.05486537790974344
401,2020-05-27,9,0.032407035175879395,-0.33508609134962375,SPXS,88.0999984741211,93.0,86.80000305175781,86.80000305175781,86.80000305175781,5735330,43,60.0,,0.6,25.8,1.6999969482422017,0.018619900234597697
402,2020-05-28,17,0.042457286432160804,0.3101256008683517,SPXS,86.0,88.0,84.0999984741211,87.30000305175781,87.30000305175781,5526200,40,60.0,,0.6,24.0,-5.0,-0.053763440860215006
403,2020-05-29,33,0.06255778894472362,0.4734288081429756,SPXS,87.80000305175781,90.3000030517578,85.5999984741211,86.19999694824219,86.19999694824219,4998500,51,60.0,,0.6,30.6,2.3000030517577983,0.026136398315429465
