,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,SPY_unscaled,SPY_monthly,isPartial,scale,SPY,Stock_Price_Change,Stock_Price_Change_Percent
10,2016-05-16,16,0.005759071980963712,1.3154747668022009,SPY,204.9600067138672,207.33999633789065,204.88999938964844,206.77999877929688,187.48226928710935,77486800,82,56.0,,0.56,45.92,0.4799957275390625,0.002320389278366086
11,2016-05-17,21,0.007246281975014872,0.25823778535275266,SPY,206.4600067138672,206.8000030517578,204.22999572753903,204.8500061035156,185.73239135742188,114924900,76,56.0,,0.56,42.56,-0.5399932861328409,-0.002604385529422104
12,2016-05-18,28,0.009328375966686495,0.2873327313028484,SPY,204.44000244140625,206.3000030517578,203.6300048828125,204.91000366210935,185.7867584228516,120062100,80,56.0,,0.56,44.8,-0.5,-0.002417794935306916
13,2016-05-19,16,0.005759071980963712,-0.3826286588865505,SPY,204.05999755859372,204.5399932861328,202.77999877929688,204.1999969482422,185.14300537109372,115430500,93,56.0,,0.56,52.080000000000005,-1.760009765625,-0.008531312358650012
14,2016-05-20,26,0.008733491969066032,0.5164755707055055,SPY,204.9199981689453,206.1000061035156,204.8600006103516,205.4900054931641,186.3126373291016,104990400,81,56.0,,0.56,45.36000000000001,1.560012817382784,0.007626932964647448
15,2016-05-23,3,0.001892325996430696,0.45850527281063713,SPY,205.50999450683597,205.83999633789065,204.9900054931641,205.2100067138672,186.05880737304688,58682600,80,56.0,,0.56,44.8,-0.26000976562494316,-0.001261570877850171
16,2016-05-24,25,0.0084360499702558,3.4580320653882426,SPY,206.1699981689453,208.2400054931641,206.13999938964844,207.8699951171875,188.47052001953125,93537800,78,56.0,,0.56,43.68000000000001,2.4000091552734375,0.011659586076428807
17,2016-05-25,34,0.011113027959547887,0.31732599957689844,SPY,208.6699981689453,209.7700042724609,207.8699951171875,209.27999877929688,189.7489318847656,76621400,81,56.0,,0.56,45.36000000000001,1.5299987792968182,0.007347285530815206
18,2016-05-26,15,0.00546162998215348,-0.508538086826187,SPY,209.44000244140625,209.7100067138672,208.97000122070312,209.33999633789065,189.8033599853516,55280700,81,56.0,,0.56,45.36000000000001,-0.05999755859372158,-0.00028601590967125556
19,2016-05-27,13,0.004866745984533016,-0.10892059688487088,SPY,209.52999877929688,210.25,209.47000122070312,210.2400054931641,190.61936950683597,64211200,83,56.0,,0.56,46.48,0.5399932861328125,0.0025749524049636374
20,2016-05-31,6,0.002784651992861392,0.7459903021260721,SPY,210.55999755859372,210.69000244140625,209.17999267578125,209.83999633789065,190.25668334960935,109879400,82,56.0,,0.56,45.92,0.44000244140625,0.00209275834200362
21,2016-06-01,13,0.004866745984533016,0.7477034821619313,SPY,209.1199951171875,210.47999572753903,208.88999938964844,210.2700042724609,190.64659118652344,69936200,49,61.0,False,0.61,29.89,-0.21000671386721592,-0.0009967569008197952
22,2016-06-02,12,0.004569303985722784,-0.06111722283339449,SPY,209.8000030517578,210.92999267578125,209.2400054931641,210.91000366210935,191.2268524169922,63044700,66,61.0,,0.61,40.26,0.4499969482422159,0.0021379558978360524
23,2016-06-03,12,0.004569303985722784,0.0,SPY,210.25,210.69000244140625,208.8600006103516,210.27999877929688,190.65562438964844,101757100,72,61.0,,0.61,43.92,-0.239990234375,-0.0011377719751021198
24,2016-06-06,17,0.006056513979773944,3.668042182485098,SPY,210.6999969482422,211.7700042724609,210.50999450683597,211.3500061035156,191.6257781982422,64887000,52,61.0,,0.61,31.72,1.080001831054659,0.005126023155061832
25,2016-06-07,11,0.004271861986912552,-0.2946665357037619,SPY,211.52999877929688,212.33999633789065,211.5,211.67999267578125,191.9249725341797,60974800,50,61.0,,0.61,30.5,0.5699920654297443,0.002691561854512692
26,2016-06-08,15,0.00546162998215348,0.27851274195794473,SPY,211.83999633789065,212.5200042724609,211.69000244140625,212.3699951171875,192.5505828857422,66170900,45,61.0,,0.61,27.45,0.18000793457025566,0.0008477344714832302
27,2016-06-09,10,0.00397441998810232,-0.27230149221217725,SPY,211.50999450683597,212.22000122070312,211.19000244140625,212.0800018310547,192.28765869140625,73786900,48,61.0,,0.61,29.28,-0.3000030517577841,-0.001411646177896575
28,2016-06-10,9,0.003676977989292088,-0.07483909594372107,SPY,210.4600067138672,210.8600006103516,209.42999267578125,210.07000732421875,190.46522521972656,113829200,50,61.0,,0.61,30.5,-1.360000610351534,-0.006408446906647436
29,2016-06-13,12,0.004569303985722784,0.640888698995941,SPY,209.3600006103516,210.3699951171875,208.3500061035156,208.4499969482422,188.99639892578125,117751200,48,61.0,,0.61,29.28,-0.4900054931640909,-0.0023238427949622276
30,2016-06-14,15,0.00546162998215348,0.19528707199583395,SPY,208.0,208.7400054931641,206.9199981689453,208.0399932861328,188.6246490478516,125059300,46,61.0,,0.61,28.06,-1.629989624023409,-0.007748203935240006
31,2016-06-15,20,0.00694883997620464,0.27230149221217737,SPY,208.0399932861328,209.3600006103516,207.52999877929688,207.75,188.3617248535156,109124500,48,61.0,,0.61,29.28,0.6199951171875,0.002970178695371306
32,2016-06-16,11,0.004271861986912552,-0.3852409896412978,SPY,207.75,208.57000732421875,205.58999633789065,208.3699951171875,188.92385864257807,149533100,57,61.0,,0.61,34.77,-0.7899932861328409,-0.003773372582297263
33,2016-06-17,6,0.002784651992861392,-0.34814092744743064,SPY,207.1699981689453,207.1999969482422,205.75,206.5200042724609,188.22032165527344,117055700,100,61.0,,0.61,61.0,-1.3700103759765625,-0.006568587658180913
34,2016-06-20,8,0.003379535990481856,1.1189854531891084,SPY,208.82000732421875,209.6100006103516,207.75,207.8500061035156,189.4324493408203,82789600,50,61.0,,0.61,30.5,2.4100036621094034,0.011631291976859526
35,2016-06-21,11,0.004271861986912552,0.26403802147509237,SPY,208.3000030517578,208.9199981689453,207.77999877929688,208.44000244140625,189.9701995849609,72461700,51,61.0,,0.61,31.11,-0.6900024414062784,-0.003291839317766776
36,2016-06-22,9,0.003676977989292088,-0.13925637097897225,SPY,208.6499938964844,209.5,207.92999267578125,208.1000061035156,189.66030883789065,95560500,53,61.0,,0.61,32.33,0.5800018310546875,0.0027761910594392702
37,2016-06-23,18,0.006353955978584176,0.7280375343795502,SPY,209.80999755859372,210.8699951171875,209.2700042724609,210.80999755859372,192.130126953125,102731400,52,61.0,,0.61,31.72,1.3699951171875,0.00653935616795942
38,2016-06-24,65,0.02033372992266508,2.2001685235464845,SPY,203.6300048828125,210.8500061035156,202.72000122070312,203.2400054931641,185.2309417724609,333444400,69,61.0,,0.61,42.09,-0.01998901367190342,-9.479306745752147e-05
39,2016-06-27,26,0.008733491969066032,0.20523766521632036,SPY,201.58999633789065,201.6000061035156,198.6499938964844,199.6000061035156,181.91346740722656,230775800,59,61.0,,0.61,35.99,-9.25,-0.04387004852852017
40,2016-06-28,29,0.00962581796549673,0.1021728765070502,SPY,201.47999572753903,203.22999572753903,201.1199951171875,203.1999969482422,185.19448852539065,159382400,54,61.0,,0.61,32.94,1.6299896240234375,0.00808526574739532
41,2016-06-29,31,0.010220701963117192,0.06180087757246144,SPY,204.83999633789065,206.92999267578125,204.72000122070312,206.66000366210935,188.34786987304688,137328600,53,61.0,,0.61,32.33,3.699996948242216,0.018205958893994234
42,2016-06-30,18,0.006353955978584176,-0.3783248937780106,SPY,207.2100067138672,209.5399932861328,206.55999755859372,209.47999572753903,190.91798400878903,165021900,56,61.0,,0.61,34.16,2.6100006103515625,0.012612964300641183
43,2016-07-01,26,0.008733491969066032,0.37449676996535897,SPY,209.47999572753903,210.4900054931641,209.2899932861328,209.9199981689453,191.31900024414065,106055300,85,56.0,False,0.56,47.6,0.9500122070312784,0.004533798976188885
44,2016-07-05,16,0.005759071980963712,0.7041013906002465,SPY,208.9499969482422,209.0800018310547,207.7100067138672,208.41000366210935,189.94281005859372,109803700,92,56.0,,0.56,51.52,-1.4100036621094034,-0.006698672741282219
45,2016-07-06,8,0.003379535990481856,-0.4131804565644045,SPY,207.8300018310547,209.8000030517578,207.05999755859372,209.66000366210935,191.08206176757807,96021500,92,56.0,,0.56,51.52,0.720001220703125,0.0034436637382704305
46,2016-07-07,14,0.005164187983343248,0.5280760429501847,SPY,209.8699951171875,210.6499938964844,208.6300048828125,209.52999877929688,190.9635467529297,85593800,88,56.0,,0.56,49.28,0.8499908447265909,0.004051433900679635
47,2016-07-08,27,0.009030933967876263,0.7487616634028338,SPY,211.0500030517578,212.94000244140625,210.77999877929688,212.6499938964844,193.80714416503903,133971000,90,56.0,,0.56,50.400000000000006,2.2900085449218466,0.010871154100517977
48,2016-07-11,12,0.004569303985722784,-0.31303103479116356,SPY,213.19000244140625,214.07000732421875,212.9499969482422,213.3999938964844,194.4906463623047,73633900,88,56.0,,0.56,49.28,1.1300048828125,0.005306682022432341
49,2016-07-12,15,0.00546162998215348,0.19528707199583395,SPY,214.52999877929688,215.3000030517578,213.42999267578125,214.9499969482422,195.90328979492188,101275600,87,56.0,,0.56,48.720000000000006,1.2299957275390625,0.005745763934488002
50,2016-07-13,21,0.007246281975014872,0.32676179065461275,SPY,215.44000244140625,215.4499969482422,214.3500061035156,214.9199981689453,195.87594604492188,87324100,86,56.0,,0.56,48.16,0.149993896484375,0.0006966739171310188
51,2016-07-14,12,0.004569303985722784,-0.3694277973893769,SPY,216.3999938964844,216.6699981689453,215.66000366210935,216.1199951171875,196.96961975097656,91230900,94,56.0,,0.56,52.64000000000001,1.220001220703125,0.005662572466855087
52,2016-07-15,16,0.005759071980963712,0.26038276266111193,SPY,216.77999877929688,217.00999450683597,215.30999755859372,215.8300018310547,196.705322265625,107155400,84,56.0,,0.56,47.040000000000006,0.3399963378906534,0.0015691897390683884
53,2016-07-18,22,0.007543723973825104,3.729951510630362,SPY,215.97000122070312,216.6000061035156,215.6699981689453,216.41000366210935,197.23390197753903,58725900,87,56.0,,0.56,48.720000000000006,-0.40998840332036934,-0.0018892604658696799
54,2016-07-19,11,0.004271861986912552,-0.4337197381909944,SPY,215.9199981689453,216.22999572753903,215.6300048828125,216.19000244140625,197.03341674804688,54345700,87,56.0,,0.56,48.720000000000006,-0.3700103759765625,-0.0017082657689295733
55,2016-07-20,10,0.00397441998810232,-0.06962818548948602,SPY,216.19000244140625,217.3699951171875,216.19000244140625,217.08999633789065,197.85369873046875,58159500,86,56.0,,0.56,48.16,1.139999389648466,0.005272161181027357
56,2016-07-21,13,0.004866745984533016,0.22451728783116298,SPY,216.9600067138672,217.22000122070312,215.75,216.2700042724609,197.10633850097656,67777300,86,56.0,,0.56,48.16,-0.149993896484375,-0.0006900395632042367
57,2016-07-22,2,0.0015948839976204642,-0.672289451167339,SPY,216.41000366210935,217.3000030517578,216.1000061035156,217.2400054931641,197.9903717041016,62787500,84,56.0,,0.56,47.040000000000006,0.0800018310546875,0.00036829864011189706
58,2016-07-25,6,0.002784651992861392,0.0,SPY,217.0,217.05999755859372,215.97000122070312,216.6499938964844,197.45266723632807,55873100,78,56.0,,0.56,43.68000000000001,-0.24000549316409092,-0.0011044891384880406
59,2016-07-26,7,0.003082093991671624,0.10681478316599002,SPY,216.52999877929688,217.1699981689453,215.75999450683597,216.75,197.54383850097656,70080500,91,56.0,,0.56,50.96000000000001,0.11000061035159092,0.0005067751386198527
60,2016-07-27,6,0.002784651992861392,-0.09650646593321743,SPY,217.19000244140625,217.2700042724609,215.6199951171875,216.5200042724609,197.3341827392578,84083900,84,56.0,,0.56,47.040000000000006,0.10000610351559658,0.0004604968658599162
61,2016-07-28,8,0.003379535990481856,0.2136295663319805,SPY,216.2899932861328,217.1100006103516,215.75,216.7700042724609,197.56204223632807,65035700,78,56.0,,0.56,43.68000000000001,-0.16000366210931816,-0.0007364277579184897
62,2016-07-29,10,0.00397441998810232,0.17602534765006173,SPY,216.4600067138672,217.5399932861328,216.1300048828125,217.1199951171875,197.88104248046875,79519400,79,56.0,,0.56,44.24,0.4299926757812216,0.0019805291076984144
63,2016-08-01,4,0.0021897679952409283,0.0,SPY,217.19000244140625,217.6499938964844,216.41000366210935,216.94000244140625,197.7169647216797,73311400,74,51.0,False,0.51,37.74,0.11000061035159092,0.000505656953877498
64,2016-08-02,18,0.006353955978584176,1.9016571583808743,SPY,216.6499938964844,216.8300018310547,214.57000732421875,215.5500030517578,196.45013427734372,92295500,77,51.0,,0.51,39.27,-0.8199920654297159,-0.0037674803051899186
65,2016-08-03,8,0.003379535990481856,-0.46812096245669876,SPY,215.47999572753903,216.25,215.1300048828125,216.17999267578125,197.0243225097656,53993600,76,51.0,,0.51,38.76,-0.5800018310546875,-0.00267491503093098
66,2016-08-04,8,0.003379535990481856,0.0,SPY,216.30999755859372,216.77999877929688,214.25,216.41000366210935,197.23390197753903,46585500,88,51.0,,0.51,44.88,0.529998779296875,0.0024508614071532264
67,2016-08-05,13,0.004866745984533016,0.4400633691251541,SPY,216.41000366210935,218.22999572753903,216.41000366210935,218.17999267578125,198.8471221923828,71892200,100,51.0,,0.51,51.0,1.449996948242159,0.006688794890705729
68,2016-08-08,6,0.002784651992861392,0.11958861516383656,SPY,218.3999938964844,218.5200042724609,217.7400054931641,218.0500030517578,198.7285919189453,39906500,73,51.0,,0.51,37.23,0.290008544921875,0.0013289123887623155
69,2016-08-09,18,0.006353955978584176,1.281777397991882,SPY,218.1300048828125,218.75999450683597,217.8000030517578,218.17999267578125,198.8471221923828,51251700,69,51.0,,0.51,35.19,0.23999023437505684,0.0010982529273422248
70,2016-08-10,9,0.003676977989292088,-0.4213088662110289,SPY,218.30999755859372,218.3999938964844,217.22999572753903,217.63999938964844,198.3549346923828,57941100,75,51.0,,0.51,38.25,-0.3600006103515625,-0.001645641887874083
71,2016-08-11,3,0.001892325996430696,-0.4853583562530335,SPY,218.25999450683597,218.94000244140625,217.9499969482422,218.6499938964844,199.2754364013672,72504300,64,51.0,,0.51,32.64,0.5400085449218466,0.0024725666667271273
72,2016-08-12,14,0.005164187983343248,1.7290160326941213,SPY,218.2899932861328,218.7100067138672,217.9900054931641,218.4600067138672,199.10226440429688,61313500,68,51.0,,0.51,34.68,-0.2299957275390625,-0.0010504965971241953
73,2016-08-15,11,0.004271861986912552,1.2574662055957244,SPY,218.88999938964844,219.5,218.8800048828125,219.08999633789065,199.67645263671875,49813500,69,51.0,,0.51,35.19,0.7899932861328125,0.0036120582592562567
74,2016-08-16,19,0.006651397977394408,0.5570254839158892,SPY,218.6000061035156,218.67999267578125,217.9600067138672,217.9600067138672,198.6466217041016,53213600,67,51.0,,0.51,34.17,-0.82000732421875,-0.003735796465689112
75,2016-08-17,20,0.00694883997620464,0.044718719255880446,SPY,218.0,218.52999877929688,217.0200042724609,218.3699951171875,199.0202789306641,75134300,70,51.0,,0.51,35.7,-0.149993896484375,-0.0006859058967811915
76,2016-08-18,12,0.004569303985722784,-0.3424364352367092,SPY,218.33999633789065,218.8999938964844,218.2100067138672,218.8600006103516,199.4668426513672,52989300,69,51.0,,0.51,35.19,0.3699951171875284,0.0016931090434004759
77,2016-08-19,9,0.003676977989292088,-0.19528707199583384,SPY,218.30999755859372,218.75,217.7400054931641,218.5399932861328,199.1752166748047,75443000,60,51.0,,0.51,30.6,-0.14999389648440342,-0.0006852165402769783
78,2016-08-22,4,0.0021897679952409283,-0.11958861516383623,SPY,218.25999450683597,218.8000030517578,217.8300018310547,218.52999877929688,199.16607666015625,61368800,68,51.0,,0.51,34.68,0.0500030517578125,0.0002285853794643522
79,2016-08-23,10,0.00397441998810232,0.8149959250203749,SPY,219.25,219.6000061035156,218.8999938964844,218.97000122070312,199.56707763671875,53399200,64,51.0,,0.51,32.64,0.8000030517577841,0.0036563210265063706
80,2016-08-24,16,0.005759071980963712,0.44903457566232596,SPY,218.8000030517578,218.91000366210935,217.3600006103516,217.8500061035156,198.5463409423828,71728900,65,51.0,,0.51,33.15,-0.69000244140625,-0.00314208753291656
81,2016-08-25,16,0.005759071980963712,0.0,SPY,217.3999938964844,218.19000244140625,217.22000122070312,217.6999969482422,198.40960693359372,69224800,75,51.0,,0.51,38.25,-0.7200012207030966,-0.003289028407374328
82,2016-08-26,18,0.006353955978584176,0.10329511414110115,SPY,217.9199981689453,219.1199951171875,216.25,217.2899932861328,198.0359649658203,122506300,70,51.0,,0.51,35.7,0.92999267578125,0.004262306546474193
83,2016-08-29,12,0.004569303985722784,0.24267917812651674,SPY,217.44000244140625,218.6699981689453,217.3999938964844,218.3600006103516,199.01116943359372,70502200,61,51.0,,0.51,31.11,-0.4499969482421875,-0.0020536553407712876
84,2016-08-30,2,0.0015948839976204642,-0.6509569066527796,SPY,218.25999450683597,218.58999633789065,217.3500061035156,218.0,198.68304443359372,58114500,68,51.0,,0.51,34.68,-0.08000183105465908,-0.00036585645824560586
85,2016-08-31,3,0.001892325996430696,0.1864975755315179,SPY,217.6100006103516,217.75,216.47000122070312,217.3800048828125,198.1179962158203,85269500,66,51.0,,0.51,33.660000000000004,-0.8399963378906534,-0.0038427940526254423
86,2016-09-01,8,0.003379535990481856,0.785916378497328,SPY,217.3699951171875,217.72999572753903,216.02999877929688,217.38999938964844,198.12710571289065,97844200,71,48.0,False,0.48,34.08,-0.02000427246096592,-9.186807100325378e-05
87,2016-09-02,25,0.0084360499702558,1.4962154550255238,SPY,218.38999938964844,218.8699951171875,217.6999969482422,218.3699951171875,199.0202789306641,79293900,76,48.0,,0.48,36.48,1.139999389648466,0.005235839856787772
88,2016-09-06,4,0.0021897679952409283,0.37299515106303627,SPY,218.6999969482422,219.1199951171875,217.8600006103516,219.02999877929688,199.62176513671875,56702100,83,48.0,,0.48,39.84,0.25,0.001142230573295988
89,2016-09-07,3,0.001892325996430696,-0.13583265417006263,SPY,218.83999633789065,219.22000122070312,218.3000030517578,219.00999450683597,199.60354614257807,76554900,74,48.0,,0.48,35.52,0.100006103515625,0.00045639880314052306
90,2016-09-08,9,0.003676977989292088,0.9430996541967935,SPY,218.6199951171875,218.94000244140625,218.1499938964844,218.50999450683597,199.1478271484375,74102900,78,48.0,,0.48,37.44,-0.279998779296875,-0.0012772501493373278
91,2016-09-09,28,0.009328375966686495,1.5369681281346055,SPY,216.97000122070312,217.02999877929688,213.25,213.27999877929688,194.3813018798828,221589100,81,48.0,,0.48,38.88,-1.910003662109375,-0.00872386791271973
92,2016-09-12,10,0.00397441998810232,-0.49313405659661624,SPY,212.38999938964844,216.80999755859372,212.30999755859372,216.33999633789065,197.1701202392578,168110900,79,48.0,,0.48,37.92,-0.22000122070315342,-0.0010136903743287462
93,2016-09-13,13,0.004866745984533016,0.22451728783116298,SPY,214.83999633789065,215.1499938964844,212.5,213.22999572753903,194.335693359375,182828800,88,48.0,,0.48,42.24,-1.6600036621093182,-0.007656490386983683
94,2016-09-14,10,0.00397441998810232,-0.18335166850018336,SPY,213.2899932861328,214.6999969482422,212.5,213.1499938964844,194.2627868652344,134185500,79,48.0,,0.48,37.92,-0.4499969482422159,-0.0020915499001069593
95,2016-09-15,5,0.0024872099940511597,-0.3741954797186051,SPY,212.9600067138672,215.72999572753903,212.75,215.27999877929688,196.20404052734372,134427900,79,48.0,,0.48,37.92,1.0299987792968466,0.004797386091929701
96,2016-09-16,2,0.0015948839976204642,-0.35876584549150903,SPY,213.47999572753903,213.69000244140625,212.57000732421875,213.3699951171875,195.44561767578125,155236400,77,48.0,,0.48,36.96,-2.039993286132784,-0.009456233841070638
97,2016-09-19,11,0.004271861986912552,0.07483909594372085,SPY,214.1300048828125,214.8800048828125,213.02999877929688,213.41000366210935,195.48223876953125,80250500,79,48.0,,0.48,37.92,1.19000244140625,0.0055688259993940115
98,2016-09-20,19,0.006651397977394408,0.5570254839158892,SPY,214.41000366210935,214.58999633789065,213.3800048828125,213.4199981689453,195.49143981933597,69665300,82,48.0,,0.48,39.36,-0.2900085449218466,-0.0013496302044483377
99,2016-09-21,7,0.003082093991671624,-0.5366246310705662,SPY,214.2400054931641,216.02999877929688,213.44000244140625,215.82000732421875,197.6898193359375,110284400,89,48.0,,0.48,42.72,1.4400024414062216,0.006710482622586111
100,2016-09-22,4,0.0021897679952409283,-0.2895193977996524,SPY,217.0,217.52999877929688,216.7100067138672,217.17999267578125,198.9355316162109,76678700,80,48.0,,0.48,38.4,1.5,0.006943480111447187
101,2016-09-23,2,0.0015948839976204642,-0.27166530834012503,SPY,216.72000122070312,216.8800048828125,215.8800048828125,215.9900054931641,197.8455047607422,73630900,76,48.0,,0.48,36.48,-0.649993896484375,-0.002988065554782815
102,2016-09-26,13,0.004866745984533016,2.051473330846699,SPY,215.0200042724609,215.22999572753903,214.00999450683597,214.2400054931641,196.24252319335935,89827300,83,48.0,,0.48,39.84,-1.650009155273466,-0.007607935808397914
103,2016-09-27,15,0.00546162998215348,0.12223444566678876,SPY,214.0500030517578,215.67999267578125,213.6199951171875,215.57000732421875,197.4608154296875,78494800,74,48.0,,0.48,35.52,0.4499969482422159,0.0020907724628302926
104,2016-09-28,5,0.0024872099940511597,-0.5446029844243547,SPY,215.8300018310547,216.82000732421875,214.7100067138672,216.63999938964844,198.4409027099609,87411000,72,48.0,,0.48,34.56,1.1400146484375,0.005285676405558881
105,2016-09-29,9,0.003676977989292088,0.4783544606553458,SPY,216.3999938964844,216.8699951171875,214.0399932861328,214.67999267578125,196.6455535888672,128070600,83,48.0,,0.48,39.84,0.04998779296875,0.0002305497245649324
106,2016-09-30,11,0.004271861986912552,0.161786118751011,SPY,215.6499938964844,217.1199951171875,215.3600006103516,216.3000030517578,198.1294860839844,117202900,83,48.0,,0.48,39.84,0.25,0.001152764354815039
107,2016-10-03,4,0.0021897679952409283,-0.21362956633198027,SPY,215.82000732421875,216.0399932861328,215.0399932861328,215.77999877929688,197.65316772460935,83512100,86,49.0,,0.49,42.14,-1.0800018310546875,-0.004974216356590122
108,2016-10-04,4,0.0021897679952409283,0.0,SPY,215.91000366210935,216.1699981689453,213.9900054931641,214.67999267578125,196.6455535888672,119948100,83,49.0,,0.49,40.67,0.1300048828125,0.0006017630385699579
109,2016-10-05,5,0.0024872099940511597,0.1358326541700623,SPY,215.41000366210935,216.1300048828125,215.3300018310547,215.6300048828125,197.51577758789065,72816000,79,49.0,,0.49,38.71,-0.0399932861328125,-0.0001850084954969633
110,2016-10-06,4,0.0021897679952409283,-0.11958861516383623,SPY,215.3699951171875,216.0399932861328,214.7400054931641,215.77999877929688,197.65316772460935,62927400,81,49.0,,0.49,39.69,-0.0900115966796875,-0.00041646969252828736
111,2016-10-07,5,0.0024872099940511597,0.1358326541700623,SPY,216.1000061035156,216.3000030517578,214.19000244140625,215.0399932861328,196.975341796875,89788300,78,49.0,,0.49,38.22,0.260009765625,0.0012035260771399159
112,2016-10-10,7,0.003082093991671624,0.9324878776575902,SPY,216.16000366210935,216.6999969482422,215.9900054931641,216.16000366210935,198.00125122070312,51855000,80,49.0,,0.49,39.2,0.399993896484375,0.0018492551587652173
113,2016-10-11,8,0.003379535990481856,0.09650646593321754,SPY,215.66000366210935,215.7400054931641,212.5800018310547,213.42999267578125,195.5005798339844,130367400,83,49.0,,0.49,40.67,-0.9599914550780966,-0.004430048309171819
114,2016-10-12,11,0.004271861986912552,0.26403802147509237,SPY,213.58999633789065,214.32000732421875,213.00999450683597,213.7100067138672,195.75704956054688,73866100,87,49.0,,0.49,42.63,-1.419998168945341,-0.006581988193146371
115,2016-10-13,12,0.004569303985722784,0.06962818548948624,SPY,212.16000366210935,213.58999633789065,211.2100067138672,213.00999450683597,195.1158905029297,101357000,98,49.0,,0.49,48.02,-0.7300109863280966,-0.0034061728321227447
116,2016-10-14,18,0.006353955978584176,0.3905741439916677,SPY,214.1499938964844,214.69000244140625,213.02999877929688,213.1199951171875,195.21664428710935,93346200,92,49.0,,0.49,45.08,1.1000061035155966,0.005150082505621878
117,2016-10-17,3,0.001892325996430696,0.45850527281063713,SPY,213.08999633789065,213.38999938964844,212.1699981689453,212.3800048828125,194.53878784179688,58275700,88,49.0,,0.49,43.12,-1.3000030517578125,-0.00605525658845063
118,2016-10-18,7,0.003082093991671624,0.6287331027978622,SPY,214.2400054931641,214.30999755859372,213.2700042724609,213.7100067138672,195.75704956054688,76869700,88,49.0,,0.49,43.12,0.9199981689452841,0.004311346227924062
119,2016-10-19,7,0.003082093991671624,0.0,SPY,214.0200042724609,214.63999938964844,213.6000061035156,214.27999877929688,196.2791748046875,66519200,84,49.0,,0.49,41.16,0.3300018310547159,0.001539834047940225
120,2016-10-20,5,0.0024872099940511597,-0.1930129318664351,SPY,213.8699951171875,214.52999877929688,213.1100006103516,213.8800048828125,195.91281127929688,73639800,81,49.0,,0.49,39.69,-0.1100006103515625,-0.0005124888681716788
121,2016-10-21,2,0.0015948839976204642,-0.35876584549150903,SPY,213.8800048828125,214.0800018310547,212.75999450683597,213.97999572753903,196.00439453125,89089100,84,49.0,,0.49,41.16,-0.4499969482421875,-0.0020975945126683326
122,2016-10-24,6,0.002784651992861392,0.47154982709839666,SPY,215.0,215.32000732421875,214.47999572753903,214.88999938964844,196.8379364013672,60146600,84,49.0,,0.49,41.16,1.2400054931640625,0.005792252814639909
123,2016-10-25,4,0.0021897679952409283,-0.21362956633198027,SPY,214.67999267578125,214.97999572753903,213.97999572753903,214.1699981689453,196.17840576171875,66542300,90,49.0,,0.49,44.1,-0.3400115966797159,-0.0015790989462848293
