,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,TLT_unscaled,TLT_monthly,isPartial,scale,TLT,Stock_Price_Change,Stock_Price_Change_Percent
20,2016-09-14,1,0.001,-0.8326394671107411,TLT,134.0500030517578,134.91000366210938,134.0500030517578,134.25,120.7381591796875,7037700,36,28.0,,0.28,10.080000000000002,-1.089996337890625,-0.008014678955078125
21,2016-09-22,1,0.001,0.0,TLT,136.6699981689453,137.2899932861328,136.5,136.9499969482422,123.16641235351562,12426200,61,28.0,,0.28,17.080000000000002,2.3799896240234375,0.017641313167437778
22,2016-10-10,1,0.001,0.0,TLT,132.85000610351562,133.16000366210938,132.50999450683594,133.1300048828125,119.9463882446289,6089100,39,25.0,,0.25,9.75,-4.1299896240234375,-0.030082233418250115
23,2016-10-17,8,0.012608623548922056,11.608623548922056,TLT,132.10000610351562,132.74000549316406,132.08999633789062,132.42999267578125,119.3156509399414,10595900,100,25.0,,0.25,25.0,-0.4199981689453125,-0.0031540864929010537
24,2016-11-09,2,0.002658374792703151,-0.7891621728265158,TLT,127.22000122070312,127.37000274658205,124.22000122070312,124.56999969482422,112.44820404052734,31233500,84,36.0,,0.36,30.24,-5.370002746582017,-0.04045504387792542
25,2016-11-16,46,0.07562686567164179,27.448533998752335,TLT,122.3000030517578,123.13999938964844,122.16999816894533,123.01000213623048,111.04000091552734,9149500,90,36.0,,0.36,32.4,-4.230003356933608,-0.0332103577429429
26,2016-11-18,2,0.002658374792703151,-0.9648488038067671,TLT,121.62999725341795,121.97000122070312,120.33999633789062,120.8499984741211,109.0902099609375,13577700,81,36.0,,0.36,29.16,-1.1699981689453125,-0.009501365719867483
27,2016-11-23,1,0.001,0.0,TLT,119.98999786376952,120.91000366210938,119.25,120.63999938964844,108.90064239501952,13563500,72,36.0,,0.36,25.92,-1.05999755859375,-0.008690641534681132
28,2016-11-28,1,0.001,0.0,TLT,121.41000366210938,121.7300033569336,121.08999633789062,121.70999908447266,109.86653137207033,8555000,61,36.0,,0.36,21.96,0.8199996948242188,0.00678190116605859
29,2016-12-08,1,0.001,0.0,TLT,119.1500015258789,119.30999755859376,118.77999877929688,118.9800033569336,107.61968994140624,12041100,71,35.0,,0.35,24.85,-2.4200057983398295,-0.019880109517815048
30,2016-12-12,1,0.001,-0.6238303181534623,TLT,117.2699966430664,117.8000030517578,116.87999725341795,117.72000122070312,106.47996520996094,9496300,69,35.0,,0.35,24.15,-1.509994506835966,-0.012656060160376792
31,2016-12-13,1,0.001,0.0,TLT,118.4000015258789,118.48999786376952,117.44000244140624,118.13999938964844,106.85987091064452,12189200,62,35.0,,0.35,21.7,0.6899948120117188,0.005857341206591871
32,2016-12-14,2,0.002658374792703151,1.6583747927031514,TLT,119.08000183105467,119.20999908447266,116.8000030517578,116.81999969482422,105.6658706665039,16618400,96,35.0,,0.35,33.599999999999994,0.7200012207031392,0.006076472560417656
33,2016-12-16,1,0.001,-0.6238303181534623,TLT,117.61000061035156,117.91999816894533,116.8000030517578,117.13999938964844,105.95536041259766,14924600,38,35.0,,0.35,13.3,-1.2900009155273295,-0.010821247591934258
34,2016-12-30,1,0.001,0.0,TLT,118.77999877929688,119.6500015258789,118.72000122070312,119.12999725341795,108.03749084472656,10613900,28,35.0,,0.35,9.8,1.7300033569335795,0.014670992060693333
35,2017-01-18,1,0.001,-0.6238303181534623,TLT,121.7699966430664,121.95999908447266,120.91000366210938,121.01000213623048,109.74243927001952,9064700,72,27.0,,0.27,19.44,2.30999755859375,0.01930628942026491
36,2017-01-24,1,0.001,0.0,TLT,120.7699966430664,121.12999725341795,119.8000030517578,120.30999755859376,109.10758972167967,8395000,60,27.0,,0.27,16.200000000000003,-0.8300018310547017,-0.00680552506793497
37,2017-01-30,1,0.001,0.0,TLT,119.44000244140624,119.87999725341795,119.1999969482422,119.2699966430664,108.16443634033205,6569500,76,27.0,,0.27,20.520000000000003,-1.25,-0.01031949168945212
38,2017-02-08,1,0.001,0.0,TLT,121.41999816894533,122.2699966430664,121.41000366210938,122.23999786376952,111.09747314453124,15734200,91,29.0,,0.29,26.39,2.3899993896484517,0.019936598635351688
39,2017-03-01,2,0.002658374792703151,1.6583747927031514,TLT,119.44000244140624,119.5500030517578,118.9499969482422,119.47000122070312,108.7890625,10717100,48,36.0,False,0.36,17.28,-2.719993591308608,-0.022245797546301405
40,2017-03-06,1,0.001,-0.6238303181534623,TLT,119.12000274658205,119.12000274658205,118.5199966430664,118.77999877929688,108.16075897216795,4489200,53,36.0,,0.36,19.08,-0.43000030517575283,-0.0035968238745220926
41,2017-03-09,1,0.001,0.0,TLT,117.33999633789062,117.4800033569336,116.7699966430664,116.83999633789062,106.39421081542967,10575400,76,36.0,,0.36,27.36,-1.6399993896484517,-0.013767623840115428
42,2017-03-10,1,0.001,0.0,TLT,117.13999938964844,117.31999969482422,116.68000030517578,117.25,106.7675552368164,9218500,95,36.0,,0.36,34.2,-0.160003662109375,-0.0013619650794802762
43,2017-03-15,1,0.001,0.0,TLT,117.55999755859376,118.83000183105467,117.43000030517578,118.5,107.9058074951172,14600500,78,36.0,,0.36,28.08,1.5100021362304545,0.012870799012600687
44,2017-03-17,1,0.001,0.0,TLT,118.11000061035156,118.75,118.02999877929688,118.63999938964844,108.03328704833984,7266800,50,36.0,,0.36,18.0,-0.08000183105467329,-0.0006732460643097404
45,2017-03-22,2,0.002658374792703151,1.6583747927031514,TLT,120.72000122070312,121.16999816894533,120.43000030517578,120.62000274658205,109.83626556396484,11661400,61,36.0,,0.36,21.96,2.4199981689453267,0.0203789319490133
46,2017-03-28,1,0.001,-0.6238303181534623,TLT,121.79000091552734,121.81999969482422,120.48999786376952,120.62000274658205,109.83626556396484,6811200,57,36.0,,0.36,20.52,0.650001525878892,0.0053643767904709705
47,2017-04-05,1,0.001,0.0,TLT,120.55999755859376,121.5199966430664,120.36000061035156,121.37999725341795,110.76231384277344,8555200,48,25.0,,0.25,12.0,-0.3000030517578125,-0.002462674868735526
48,2017-04-11,2,0.002658374792703151,1.6583747927031514,TLT,121.8000030517578,122.6500015258789,121.72000122070312,122.41999816894533,111.71131134033205,11297400,50,25.0,,0.25,12.5,1.1300048828125,0.009298921280681105
49,2017-04-12,12,0.01924212271973466,6.238303181534622,TLT,122.51000213623048,123.19000244140624,122.29000091552734,123.08999633789062,112.3227081298828,11532500,88,25.0,,0.25,22.0,0.5400009155273295,0.0044027795255541236
50,2017-04-13,10,0.015925373134328357,-0.17236921485822643,TLT,123.4499969482422,123.73999786376952,122.91000366210938,123.47000122070312,112.66948699951172,8396700,100,25.0,,0.25,25.0,0.5499954223632812,0.004464610856914852
51,2017-04-17,3,0.0043167495854063015,3.316749585406302,TLT,123.45999908447266,123.5500030517578,122.86000061035156,123.08999633789062,112.3227081298828,8015000,50,25.0,,0.25,12.5,-0.18999481201171875,-0.0015354357143345654
52,2017-04-18,3,0.0043167495854063015,0.0,TLT,123.86000061035156,124.9800033569336,123.5500030517578,124.6999969482422,113.79187774658205,11529700,43,25.0,,0.25,10.75,1.4300003051757955,0.011574263616786373
53,2017-04-21,1,0.001,-0.768344218209758,TLT,123.81999969482422,124.23999786376952,123.48999786376952,123.54000091552734,112.73334503173828,9798500,34,25.0,,0.25,8.5,-0.7400054931640767,-0.005920991144884757
54,2017-04-25,1,0.001,0.0,TLT,122.20999908447266,122.45999908447266,121.37999725341795,121.4499969482422,110.826171875,8122300,54,25.0,,0.25,13.5,-1.7799987792968608,-0.01432709924261788
55,2017-04-26,4,0.005975124378109453,4.975124378109452,TLT,121.5199966430664,122.13999938964844,121.43000030517578,122.12000274658205,111.43757629394533,5766200,53,25.0,,0.25,13.25,-0.31999969482421875,-0.0026130956819906404
56,2017-05-02,1,0.001,-0.8326394671107411,TLT,120.97000122070312,121.77999877929688,120.94000244140624,121.6999969482422,111.28627014160156,6727800,50,26.0,,0.26,13.0,-0.3600006103515625,-0.0029474423788319326
57,2017-05-05,1,0.001,0.0,TLT,121.37999725341795,121.47000122070312,120.88999938964844,121.29000091552734,110.91136169433594,5605400,91,26.0,,0.26,23.66,-0.30999755859375,-0.0025455539637142532
58,2017-05-08,2,0.002658374792703151,1.6583747927031514,TLT,121.11000061035156,121.13999938964844,120.52999877929688,120.62999725341795,110.30780792236328,8057800,52,26.0,,0.26,13.52,-0.3300018310546875,-0.00271673522465099
59,2017-05-12,29,0.04743449419568822,16.84341859014348,TLT,121.01000213623048,121.48999786376952,120.9800033569336,121.38999938964844,111.0027847290039,7463900,71,26.0,,0.26,18.46,0.34999847412107954,0.0028892065039169967
60,2017-05-18,1,0.001,0.0,TLT,123.75,123.94000244140624,123.19000244140624,123.41999816894533,112.8591079711914,8350500,61,26.0,,0.26,15.86,2.4500045776367188,0.020166306862429817
61,2017-06-06,2,0.002658374792703151,1.6583747927031514,TLT,125.69000244140624,125.87000274658205,125.4000015258789,125.5199966430664,115.02255249023438,12841500,50,27.0,,0.27,13.5,1.9300003051758097,0.015572053147959508
62,2017-06-14,1,0.001,-0.6238303181534623,TLT,125.91999816894533,126.70999908447266,125.7300033569336,126.3000030517578,115.7373504638672,20212300,96,27.0,,0.27,25.92,0.8399963378906108,0.006673522837540524
63,2017-06-15,1,0.001,0.0,TLT,126.08999633789062,126.33000183105467,125.83000183105467,126.0999984741211,115.5540542602539,5863700,100,27.0,,0.27,27.0,-0.37999725341798296,-0.0029989523807403273
64,2017-06-16,4,0.005975124378109453,4.975124378109452,TLT,126.08000183105467,126.44000244140624,126.01000213623048,126.3499984741211,115.78312683105467,6672500,77,27.0,,0.27,20.790000000000003,0.1100006103515625,0.0008707401943892634
65,2017-07-10,1,0.001,0.0,TLT,122.87000274658205,123.0999984741211,122.68000030517578,122.9000015258789,112.85437774658205,3859200,68,24.0,,0.24,16.32,-3.340003967285142,-0.026415722103714234
66,2017-07-28,1,0.001,0.0,TLT,123.2699966430664,123.98999786376952,123.26000213623048,123.88999938964844,113.7634506225586,5491800,23,24.0,,0.24,5.52,0.8899993896484233,0.007229889526241706
67,2017-09-20,3,0.0043167495854063015,3.316749585406302,TLT,125.97000122070312,126.0500030517578,125.33000183105467,125.91000366210938,116.10826110839844,8037000,87,19.0,,0.19,16.53,2.0600051879882812,0.016614285212357638
68,2017-10-09,1,0.001,-0.768344218209758,TLT,123.77999877929688,124.05999755859376,123.63999938964844,123.9800033569336,114.55984497070312,3590900,33,22.0,,0.22,7.26,-1.990005493164034,-0.01578742915497522
69,2017-10-18,1,0.001,0.0,TLT,125.0500030517578,125.18000030517578,124.68000030517578,125.08999633789062,115.58550262451172,5943800,56,22.0,,0.22,12.32,1.120002746582017,0.009027912047580244
70,2017-12-06,1,0.001,0.0,TLT,127.87000274658205,128.22999572753906,127.66000366210938,127.68000030517578,118.4699935913086,11834200,45,20.0,,0.2,9.0,3.0499954223632812,0.024364877895252546
71,2018-01-10,1,0.001,0.0,TLT,122.80999755859376,123.93000030517578,122.66000366210938,123.8000030517578,115.11283111572266,14302600,62,25.0,,0.25,15.5,-4.299995422363281,-0.0335334599207181
72,2018-01-22,2,0.002658374792703151,1.6583747927031514,TLT,123.4499969482422,123.70999908447266,122.98999786376952,123.18000030517578,114.53636169433594,8984700,54,25.0,,0.25,13.5,-0.220001220703125,-0.0017752055205468853
73,2018-02-08,1,0.001,-0.8326394671107411,TLT,118.01000213623048,119.18000030517578,117.8499984741211,118.69000244140624,110.59119415283205,15155100,67,29.0,,0.29,19.43,-4.529998779296875,-0.036617887097417756
74,2018-02-14,1,0.001,0.0,TLT,118.45999908447266,118.54000091552734,117.47000122070312,117.66999816894533,109.64080810546876,12043300,71,29.0,,0.29,20.59,-0.6399993896484375,-0.005370023393267642
75,2018-02-27,2,0.002658374792703151,1.6583747927031514,TLT,118.5199966430664,118.66000366210938,117.26000213623048,118.0,109.9482879638672,12525700,79,29.0,,0.29,22.91,0.12000274658203125,0.0010123396798988882
76,2018-03-05,1,0.001,-0.6238303181534623,TLT,118.75,118.8000030517578,117.62999725341795,118.02999877929688,110.197998046875,5658200,58,22.0,,0.22,12.76,0.1399993896484233,0.001179836384019417
77,2018-03-20,1,0.001,0.0,TLT,118.91000366210938,119.22000122070312,118.83000183105467,118.9499969482422,111.05694580078124,5446000,70,22.0,,0.22,15.4,0.4199981689453267,0.003535338031618984
78,2018-03-21,9,0.014266998341625207,13.266998341625207,TLT,118.66000366210938,119.41999816894533,118.11000061035156,119.08000183105467,111.17835235595705,9742400,65,22.0,,0.22,14.3,0.1999969482422017,0.0016775452624930853
79,2018-03-26,1,0.001,0.0,TLT,120.0,120.4499969482422,119.66999816894533,119.70999908447266,111.76654052734376,8237900,92,22.0,,0.22,20.24,1.029998779296875,0.008625010844831138
80,2018-03-27,3,0.0043167495854063015,3.316749585406302,TLT,119.83000183105467,121.12000274658205,119.80999755859376,120.98999786376952,112.96159362792967,9168500,61,22.0,,0.22,13.42,0.6700057983398438,0.005562522335536002
81,2018-03-28,1,0.001,-0.768344218209758,TLT,121.4499969482422,121.63999938964844,120.9499969482422,121.30999755859376,113.26038360595705,7412500,68,22.0,,0.22,14.96,0.519996643066392,0.0042932350666666785
82,2018-04-05,2,0.002658374792703151,1.6583747927031514,TLT,120.0999984741211,120.2699966430664,119.7699966430664,119.79000091552734,112.08028411865234,7603700,54,21.0,,0.21,11.34,-1.3700027465820312,-0.011262765155017118
83,2018-04-06,24,0.03914262023217247,13.724266999376168,TLT,120.66000366210938,121.1500015258789,120.22000122070312,121.0999984741211,113.30597686767578,8831200,48,21.0,,0.21,10.08,0.8800048828125,0.007316911177973617
84,2018-04-09,604,1.001,24.57314748125238,TLT,120.63999938964844,121.3000030517578,120.3499984741211,121.3000030517578,113.49311065673828,6307500,23,21.0,,0.21,4.83,0.15000152587889204,0.0012381471233151586
85,2018-04-11,1,0.001,-0.999000999000999,TLT,121.8499984741211,121.88999938964844,121.2699966430664,121.51000213623048,113.68959045410156,5901300,52,21.0,,0.21,10.92,0.5899963378906392,0.004863943306241181
86,2018-04-19,1,0.001,0.0,TLT,119.41999816894533,119.52999877929688,118.80999755859376,119.31999969482422,111.64053344726562,9875800,100,21.0,,0.21,21.0,-2.3600006103515625,-0.01936172468757913
87,2018-04-23,1,0.001,-0.8689984792526613,TLT,118.33000183105467,118.62000274658205,118.08000183105467,118.48999786376952,110.86394500732422,7073200,51,21.0,,0.21,10.71,-0.9099960327148295,-0.007613118397123642
88,2018-04-25,1,0.001,0.0,TLT,117.41000366210938,117.6500015258789,116.94000244140624,117.16000366210938,109.61955261230467,6603800,79,21.0,,0.21,16.59,-0.9700012207031392,-0.008177383225790646
89,2018-05-31,1,0.001,0.0,TLT,121.55999755859376,121.9800033569336,120.9499969482422,121.22000122070312,113.66831970214844,10769900,47,22.0,,0.22,10.34,4.3300018310546875,0.03680409498424231
90,2018-06-11,1,0.001,0.0,TLT,119.06999969482422,119.38999938964844,118.94000244140624,119.30999755859376,112.13722229003906,6844200,82,21.0,,0.21,17.22,-2.5900039672851562,-0.021233020954314785
91,2018-06-29,1,0.001,0.0,TLT,122.16999816894533,122.5,121.6500015258789,121.72000122070312,114.40235137939452,11164700,27,21.0,,0.21,5.67,3.1100006103515625,0.026049088083178296
92,2018-07-05,1,0.001,0.0,TLT,122.05999755859376,122.52999877929688,122.01000213623048,122.3499984741211,115.25486755371094,3860400,39,19.0,,0.19,7.41,0.029998779296875,0.00024488799426025665
93,2018-07-10,2,0.002658374792703151,1.6583747927031514,TLT,121.87000274658205,122.12999725341795,121.80999755859376,121.9499969482422,114.87803649902344,5759700,70,19.0,,0.19,13.3,-0.40000152587892046,-0.003264519137059718
94,2018-07-12,2,0.002658374792703151,0.0,TLT,122.16999816894533,122.47000122070312,122.13999938964844,122.41000366210938,115.31138610839844,4824700,37,19.0,,0.19,7.03,0.34000396728517046,0.0027839513218006484
95,2018-07-23,1,0.001,-0.6238303181534623,TLT,120.37999725341795,120.37999725341795,119.18000030517578,119.2699966430664,112.35344696044922,11571800,73,19.0,,0.19,13.87,-2.0900039672851705,-0.017065435996189593
96,2018-07-30,3,0.0043167495854063015,3.316749585406302,TLT,118.98999786376952,119.41000366210938,118.97000122070312,119.0500030517578,112.14622497558594,7111200,67,19.0,,0.19,12.73,-0.9699935913085795,-0.008057763859776412
97,2018-08-03,1,0.001,-0.768344218209758,TLT,118.83000183105467,119.29000091552734,118.80999755859376,119.22000122070312,112.55744171142578,6162400,71,21.0,,0.21,14.91,-0.12000274658203125,-0.0010049639301712432
98,2018-08-16,6,0.009291873963515756,8.291873963515755,TLT,120.80999755859376,120.93000030517578,120.27999877929688,120.83000183105467,114.07745361328124,5400400,100,21.0,,0.21,21.0,1.6399993896484375,0.013748003831517863
99,2018-08-22,1,0.001,-0.8923790826343031,TLT,122.0,122.0500030517578,121.58000183105467,121.86000061035156,115.0499038696289,5309600,29,21.0,,0.21,6.09,1.120002746582017,0.009261578961015537
100,2018-09-04,2,0.002658374792703151,1.6583747927031514,TLT,119.95999908447266,120.0999984741211,119.75,120.02999877929688,113.57747650146484,18343600,44,24.0,,0.24,10.56,-1.9500045776367045,-0.015977095689295173
101,2018-09-14,1,0.001,-0.6238303181534623,TLT,118.41000366210938,118.91000366210938,118.3000030517578,118.5500030517578,112.17704010009766,5579500,76,24.0,,0.24,18.24,-1.1899948120117188,-0.009908366587266348
102,2018-09-17,1,0.001,0.0,TLT,118.18000030517578,118.81999969482422,118.12000274658205,118.5500030517578,112.17704010009766,5433000,75,24.0,,0.24,18.0,-0.09000396728515625,-0.0007569082878923217
103,2018-10-04,4,0.005975124378109453,4.975124378109452,TLT,114.12999725341795,114.38999938964844,113.70999908447266,114.0199966430664,108.13121795654295,16207400,100,29.0,,0.29,29.0,-4.430000305175781,-0.037283288306293016
104,2018-10-08,1,0.001,-0.6238303181534623,TLT,112.98999786376952,113.11000061035156,112.63999938964844,112.66000366210938,106.8414535522461,5855900,93,29.0,,0.29,26.97,-1.279998779296875,-0.011189778705538722
105,2018-10-09,6,0.009291873963515756,8.291873963515755,TLT,113.13999938964844,113.8499984741211,113.06999969482422,113.8000030517578,107.9225845336914,11530800,37,29.0,,0.29,10.73,0.7399978637695312,0.006542285030292971
106,2018-10-10,2,0.002658374792703151,-0.7139032661074425,TLT,113.13999938964844,113.58000183105467,112.79000091552734,113.48999786376952,107.62860870361328,15290100,89,29.0,,0.29,25.81,-0.26999664306642046,-0.0023715120481779817
107,2018-10-11,1,0.001,-0.6238303181534623,TLT,114.0,115.1500015258789,113.79000091552734,114.87000274658205,108.93731689453124,16086800,72,29.0,,0.29,20.88,1.569999694824233,0.013822853226922227
108,2018-10-17,1,0.001,0.0,TLT,114.66000366210938,114.79000091552734,113.9800033569336,114.0,108.1122589111328,5880700,41,29.0,,0.29,11.89,-0.3600006103515625,-0.0031263621848121037
109,2018-10-22,1,0.001,-0.6238303181534623,TLT,113.9499969482422,114.08000183105467,113.52999877929688,113.55999755859376,107.69499206542967,3244200,42,29.0,,0.29,12.18,-0.7099990844726705,-0.00618519974570908
110,2018-10-24,1,0.001,0.0,TLT,114.36000061035156,114.81999969482422,114.23999786376952,114.77999877929688,108.85195922851562,16008000,45,29.0,,0.29,13.05,0.7399978637695455,0.006486657186992595
111,2018-10-31,1,0.001,0.0,TLT,113.73999786376952,113.95999908447266,113.20999908447266,113.58000183105467,107.7139663696289,8706400,47,29.0,,0.29,13.63,-0.8600006103515625,-0.007489989658921115
112,2018-11-02,1,0.001,0.0,TLT,113.16999816894533,113.26000213623048,111.9000015258789,112.0,106.47333526611328,11314800,78,21.0,,0.21,16.38,-0.6999969482421733,-0.006142479412651669
113,2018-11-05,1,0.001,0.0,TLT,112.4800033569336,112.70999908447266,112.3499984741211,112.44000244140624,106.8916244506836,4760200,38,21.0,,0.21,7.979999999999999,-0.5500030517578267,-0.004856110201165942
114,2018-11-07,2,0.002658374792703151,1.6583747927031514,TLT,113.19000244140624,113.4000015258789,112.41000366210938,112.5199966430664,106.96768951416016,9313100,72,21.0,,0.21,15.12,0.69000244140625,0.006121927486567591
115,2018-11-08,2,0.002658374792703151,0.0,TLT,112.95999908447266,112.97000122070312,112.41000366210938,112.51000213623048,106.95819854736328,6905100,58,21.0,,0.21,12.18,-0.43000030517578125,-0.0037918897653422823
116,2018-11-15,3,0.0043167495854063015,0.6238303181534619,TLT,114.44000244140624,114.54000091552734,113.68000030517578,114.04000091552734,108.41266632080078,7879600,100,21.0,,0.21,21.0,1.5699996948242188,0.013897492058595251
117,2018-11-26,2,0.002658374792703151,-0.38417210910487887,TLT,114.86000061035156,115.05999755859376,114.77999877929688,114.87999725341795,109.21121215820312,6599000,27,21.0,,0.21,5.67,0.5199966430664205,0.004539869381090078
118,2018-11-29,7,0.010950248756218906,3.119151590767311,TLT,114.91999816894533,115.25,114.58999633789062,114.9000015258789,109.23023986816406,7295600,53,21.0,,0.21,11.13,0.1900024414062358,0.001651333612357142
119,2018-12-03,1,0.001,-0.9086778736937755,TLT,114.68000030517578,115.87999725341795,114.66000366210938,115.87999725341795,110.41754150390624,9763800,55,24.0,,0.24,13.2,0.6299972534179545,0.00546635360883263
120,2018-12-18,2,0.002658374792703151,0.0,TLT,119.06999969482422,119.79000091552734,118.94000244140624,119.5999984741211,114.23247528076172,10018800,65,24.0,,0.24,15.6,3.910003662109389,0.03374183426634536
121,2018-12-19,1,0.001,-0.6238303181534623,TLT,120.11000061035156,121.66000366210938,119.91999816894533,121.18000030517578,115.7415771484375,23046300,100,24.0,,0.24,24.0,1.8700027465820312,0.015610674783287593
122,2018-12-24,3,0.0043167495854063015,3.316749585406302,TLT,121.12999725341795,121.41999816894533,120.91000366210938,121.31999969482422,115.8752899169922,8377500,84,24.0,,0.24,20.16,-0.2400054931640483,-0.0019727559258556626
123,2018-12-27,1,0.001,0.0,TLT,121.26000213623048,121.37999725341795,119.9800033569336,120.04000091552734,114.65274047851562,12146500,43,24.0,,0.24,10.32,-0.04000091552737217,-0.00032944256408007355
124,2019-01-02,1,0.001,0.0,TLT,121.66000366210938,122.16000366210938,121.33999633789062,122.1500015258789,116.66803741455078,19841500,62,28.0,,0.28,17.360000000000003,0.7800064086914205,0.006426152795694362
125,2019-01-08,11,0.01758374792703151,16.58374792703151,TLT,121.69000244140624,121.94000244140624,121.38999938964844,121.43000030517578,115.98033905029295,7737100,58,28.0,,0.28,16.240000000000002,-0.2200012207031392,-0.0018009267690565212
126,2019-01-09,1,0.001,-0.943129303027445,TLT,121.26000213623048,121.43000030517578,120.8000030517578,121.23999786376952,115.79888916015624,9349200,69,28.0,,0.28,19.32,-0.5100021362304545,-0.004182402214363723
127,2019-01-14,1,0.001,0.0,TLT,120.9000015258789,121.01000213623048,120.23999786376952,120.4800033569336,115.07298278808594,6730500,63,28.0,,0.28,17.64,-0.4199981689452983,-0.0034587677500598213
128,2019-01-23,1,0.001,0.0,TLT,119.87999725341795,120.62000274658205,119.83000183105467,120.31999969482422,114.920166015625,5776800,28,28.0,,0.28,7.840000000000001,-0.3899993896484375,-0.0032228690419274786
