,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,TLT_unscaled,TLT_monthly,isPartial,scale,TLT,Stock_Price_Change,Stock_Price_Change_Percent
129,2019-01-25,3,0.0043167495854063015,3.316749585406302,TLT,120.58999633789062,120.75,120.31999969482422,120.52999877929688,115.12073516845705,6460800,69,28.0,,0.28,19.32,0.12999725341795454,0.0010777420863692377
130,2019-01-29,1,0.001,-0.768344218209758,TLT,120.52999877929688,121.04000091552734,120.38999938964844,121.0199966430664,115.58873748779295,5750100,66,28.0,,0.28,18.48,0.29000091552734375,0.0024016638967068182
131,2019-01-31,2,0.002658374792703151,1.6583747927031514,TLT,121.5500030517578,122.18000030517578,121.5,121.97000122070312,116.49612426757812,11843400,100,28.0,,0.28,28.000000000000004,1.1399993896484375,0.009418368977409664
132,2019-02-08,7,0.010950248756218906,9.950248756218906,TLT,122.26000213623048,122.47000122070312,122.06999969482422,122.3499984741211,117.12311553955078,5885400,100,24.0,,0.24,24.0,0.29000091552734375,0.0023735547127434753
133,2019-02-11,3,0.0043167495854063015,-0.43449923962633075,TLT,121.86000061035156,122.18000030517578,121.75,121.87000274658205,116.66364288330078,4352800,55,24.0,,0.24,13.2,-0.29000091552734375,-0.0023679342911472334
134,2019-02-13,2,0.002658374792703151,-0.38417210910487887,TLT,121.1500015258789,121.38999938964844,120.91000366210938,121.0999984741211,115.9265365600586,4757700,40,24.0,,0.24,9.6,-0.7900009155273438,-0.006465877504944428
135,2019-02-21,1,0.001,0.0,TLT,121.06999969482422,121.16000366210938,120.6999969482422,120.8499984741211,115.6872329711914,7382500,63,24.0,,0.24,15.12,-0.2299957275390625,-0.001894684312509165
136,2019-02-27,3,0.0043167495854063015,3.316749585406302,TLT,121.12000274658205,121.12999725341795,120.27999877929688,120.43000030517578,115.28516387939452,7737300,95,24.0,,0.24,22.8,-0.03000640869142046,-0.0002476593577456221
137,2019-03-01,1,0.001,-0.768344218209758,TLT,119.33000183105467,119.52999877929688,118.63999938964844,118.66000366210938,113.8307113647461,13541100,56,27.0,False,0.27,15.12,-1.5999984741210795,-0.013208936765462753
138,2019-03-04,1,0.001,0.0,TLT,119.29000091552734,119.7699966430664,119.05999755859376,119.58999633789062,114.72286987304688,9808500,60,27.0,,0.27,16.200000000000003,0.23999786376953125,0.002007846283113235
139,2019-03-05,5,0.007633499170812604,6.633499170812604,TLT,119.27999877929688,119.87000274658205,119.2699966430664,119.83999633789062,114.9626922607422,5595200,56,27.0,,0.27,15.12,0.10000610351563921,0.0008349846064843458
140,2019-03-07,1,0.001,-0.8689984792526613,TLT,120.63999938964844,121.26000213623048,120.61000061035156,121.05999755859376,116.133056640625,8187200,36,27.0,,0.27,9.72,1.3899993896484375,0.01159589019604046
141,2019-03-08,1,0.001,0.0,TLT,121.12000274658205,121.69000244140624,120.8499984741211,121.56999969482422,116.62228393554688,7517600,53,27.0,,0.27,14.31,0.43000030517575283,0.0035461017450144627
142,2019-03-13,1,0.001,0.0,TLT,121.66000366210938,121.95999908447266,121.62000274658205,121.83000183105467,116.8717041015625,4386300,65,27.0,,0.27,17.55,0.26999664306642046,0.0022187249375429374
143,2019-03-19,1,0.001,0.0,TLT,121.08999633789062,121.62000274658205,120.88999938964844,121.41000366210938,116.46882629394533,5220200,76,27.0,,0.27,20.520000000000003,-0.3399963378906108,-0.0027877692722441116
144,2019-03-21,1,0.001,0.0,TLT,122.95999908447266,123.08999633789062,122.73999786376952,122.9499969482422,117.94613647460938,7182600,45,27.0,,0.27,12.15,1.4699935913085795,0.012086774857023919
145,2019-03-22,6,0.009291873963515756,8.291873963515755,TLT,124.20999908447266,125.27999877929688,124.05999755859376,124.86000061035156,119.77838897705078,13077000,100,27.0,,0.27,27.0,2.19000244140625,0.017791879978569014
146,2019-03-25,3,0.0043167495854063015,0.6238303181534619,TLT,124.80999755859376,125.94000244140624,124.51000213623048,125.05999755859376,119.97026824951172,9736300,86,27.0,,0.27,23.22,0.6600036621093608,0.005268228516445594
147,2019-03-26,7,0.010950248756218906,1.5366884364195164,TLT,124.6999969482422,125.29000091552734,124.62000274658205,124.97000122070312,119.88391876220705,7502000,66,27.0,,0.27,17.82,-0.650001525878892,-0.005161199883105483
148,2019-03-27,5,0.007633499170812604,-0.3028926245645919,TLT,125.41999816894533,126.33999633789062,125.30999755859376,126.12000274658205,120.98712158203124,14207200,37,27.0,,0.27,9.99,1.0499954223632812,0.008380520509942313
149,2019-03-28,2,0.002658374792703151,-0.651748859439496,TLT,126.25,126.69000244140624,126.01000213623048,126.55999755859376,121.4091796875,9143200,49,27.0,,0.27,13.23,0.3500061035156108,0.002770350749255579
150,2019-03-29,1,0.001,-0.6238303181534623,TLT,125.68000030517578,126.47000122070312,125.63999938964844,126.44000244140624,121.29409790039062,10841400,54,27.0,,0.27,14.580000000000002,-0.2200012207031108,-0.0017365318214818126
151,2019-04-01,1,0.001,0.0,TLT,125.29000091552734,125.36000061035156,124.19000244140624,124.37000274658205,119.57123565673828,16501500,56,24.0,False,0.24,13.44,-1.1100006103515625,-0.008776789749645797
152,2019-04-04,2,0.002658374792703151,1.6583747927031514,TLT,123.5999984741211,123.88999938964844,123.44000244140624,123.87000274658205,119.09053802490234,7503400,84,24.0,,0.24,20.16,-1.470001220703125,-0.011726238142517498
153,2019-04-10,1,0.001,-0.6238303181534623,TLT,124.2699966430664,124.5199966430664,124.0999984741211,124.27999877929688,119.48473358154295,7519900,52,24.0,,0.24,12.48,0.6299972534179688,0.005085134042470685
154,2019-04-11,3,0.0043167495854063015,3.316749585406302,TLT,123.93000030517578,124.0199966430664,123.41000366210938,123.5500030517578,118.7828598022461,8679300,62,24.0,,0.24,14.88,-0.5,-0.004015419318017188
155,2019-04-12,2,0.002658374792703151,-0.38417210910487887,TLT,122.88999938964844,123.05999755859376,122.62999725341795,122.66999816894533,117.93682098388672,7005500,100,24.0,,0.24,24.0,-0.959999084472642,-0.007740679813397766
156,2019-04-17,1,0.001,-0.6238303181534623,TLT,122.12999725341795,122.56999969482422,122.11000061035156,122.26000213623048,117.54266357421876,6118500,77,24.0,,0.24,18.48,-0.48999786376954546,-0.003981780216891662
157,2019-05-01,1,0.001,0.0,TLT,123.69000244140624,124.4499969482422,123.5999984741211,123.9000015258789,119.3694076538086,14371900,44,24.0,False,0.24,10.56,1.879997253417983,0.015338151734509475
158,2019-05-13,2,0.002658374792703151,1.6583747927031514,TLT,125.4000015258789,125.93000030517578,125.25,125.7300033569336,121.13249969482422,10501600,45,24.0,,0.24,10.8,1.4800033569335795,0.011892353501214536
159,2019-05-17,1,0.001,-0.6238303181534623,TLT,126.27999877929688,126.3000030517578,125.69000244140624,125.98999786376952,121.38298034667967,4747100,25,24.0,,0.24,6.0,0.37000274658201704,0.002938162039906045
160,2019-05-23,1,0.001,0.0,TLT,126.88999938964844,128.08999633789062,126.87999725341795,127.66999816894533,123.00154113769533,9743700,41,24.0,,0.24,9.84,1.7899932861328267,0.014172551408405676
161,2019-05-28,2,0.002658374792703151,1.6583747927031514,TLT,128.27000427246094,128.89999389648438,128.08999633789062,128.6999969482422,123.993896484375,8098600,50,24.0,,0.24,12.0,0.80999755859375,0.0063236597841493936
162,2019-05-29,2,0.002658374792703151,0.0,TLT,129.6699981689453,129.89999389648438,129.0,129.08999633789062,124.36964416503906,13260600,64,24.0,,0.24,15.36,1.0,0.007757952268043322
163,2019-05-30,5,0.007633499170812604,1.8714909544603864,TLT,129.3300018310547,130.22999572753906,128.88999938964844,130.1999969482422,125.4390106201172,13024800,64,24.0,,0.24,15.36,0.3300018310546875,0.0025404299196323255
164,2019-05-31,7,0.010950248756218906,0.43449923962633075,TLT,130.89999389648438,131.89999389648438,130.80999755859375,131.8300018310547,127.00946044921876,18933600,100,24.0,,0.24,24.0,1.6699981689453125,0.012823452535767554
165,2019-06-03,12,0.01924212271973466,-0.14702639123722705,TLT,131.91000366210938,132.5800018310547,131.5500030517578,132.44000244140625,127.85902404785156,17822400,82,31.0,,0.31,25.42,0.6800079345703125,0.005155481167830711
166,2019-06-04,10,0.015925373134328357,-0.17236921485822643,TLT,131.38999938964844,131.75999450683594,130.5500030517578,130.92999267578125,126.40123748779295,14250000,100,31.0,,0.31,31.0,-0.82000732421875,-0.006185000097252091
167,2019-06-05,4,0.005975124378109453,-0.6248047485160887,TLT,130.52000427246094,130.9499969482422,130.1199951171875,130.19000244140625,125.68684387207033,8815200,88,31.0,,0.31,27.28,-0.80999755859375,-0.006147522710709619
168,2019-06-06,8,0.012608623548922056,1.1101859561476548,TLT,130.97000122070312,131.58999633789062,130.32000732421875,130.61000061035156,126.09230041503906,9621100,67,31.0,,0.31,20.77,0.6399993896484375,0.0048873570413399126
169,2019-06-07,8,0.012608623548922056,0.0,TLT,131.7899932861328,132.07000732421875,131.44000244140625,131.74000549316406,127.18321228027344,11378500,46,31.0,,0.31,14.26,0.480010986328125,0.003647777184335288
170,2019-06-10,4,0.005975124378109453,1.2476606363069243,TLT,130.67999267578125,130.6999969482422,130.32000732421875,130.5,125.98606872558594,8288700,44,31.0,,0.31,13.64,-1.3700103759765625,-0.010373364882257707
171,2019-06-11,2,0.002658374792703151,-0.5550929780738273,TLT,130.4199981689453,130.75999450683594,130.32000732421875,130.5800018310547,126.0633316040039,5115100,62,31.0,,0.31,19.22,0.05999755859375,0.00045904789590389683
172,2019-06-12,2,0.002658374792703151,0.0,TLT,130.38999938964844,130.75,130.3000030517578,130.67999267578125,126.15988159179688,5278700,54,31.0,,0.31,16.74,-0.0099945068359375,-7.643398023704506e-05
173,2019-06-13,4,0.005975124378109453,1.2476606363069243,TLT,130.8000030517578,131.25,130.7899932861328,131.1300048828125,126.59427642822266,5560400,72,31.0,,0.31,22.32,0.5,0.003824091778202643
174,2019-06-17,3,0.0043167495854063015,3.316749585406302,TLT,131.38999938964844,131.75999450683594,131.1300048828125,131.69000244140625,127.13494873046876,6046400,80,31.0,,0.31,24.8,0.5099945068359375,0.003885672433035614
175,2019-06-18,1,0.001,-0.768344218209758,TLT,132.74000549316406,132.86000061035156,131.9499969482422,132.35000610351562,127.7720718383789,10320700,61,31.0,,0.31,18.91,1.100006103515625,0.008348559117908438
176,2019-06-19,3,0.0043167495854063015,3.316749585406302,TLT,131.86000061035156,132.72000122070312,131.5800018310547,132.5399932861328,127.95555877685548,11962500,91,31.0,,0.31,28.21,-0.1399993896484375,-0.0010537361809821455
177,2019-06-20,1,0.001,-0.768344218209758,TLT,132.91000366210938,133.50999450683594,132.58999633789062,132.88999938964844,128.29342651367188,10721500,53,31.0,,0.31,16.43,0.7899932861328125,0.005952330310931231
178,2019-06-24,1,0.001,0.0,TLT,132.16000366210938,132.52999877929688,132.0800018310547,132.41000366210938,127.83007049560548,6378800,85,31.0,,0.31,26.35,-0.9799957275390625,-0.007340242437721689
179,2019-06-25,3,0.0043167495854063015,3.316749585406302,TLT,132.7899932861328,133.08999633789062,132.72000122070312,132.82000732421875,128.22586059570312,9604600,63,31.0,,0.31,19.53,0.55999755859375,0.00422544000416325
180,2019-06-26,1,0.001,-0.768344218209758,TLT,132.67999267578125,132.6999969482422,131.8800048828125,131.97000122070312,127.4052963256836,12766800,44,31.0,,0.31,13.64,-0.3899993896484375,-0.0029303433795151435
181,2019-06-27,2,0.002658374792703151,1.6583747927031514,TLT,132.30999755859375,133.08999633789062,131.99000549316406,132.89999389648438,128.3031005859375,9724200,54,31.0,,0.31,16.74,0.3899993896484375,0.002938955528390519
182,2019-06-28,1,0.001,-0.6238303181534623,TLT,132.5800018310547,133.0800018310547,132.4499969482422,132.80999755859375,128.21620178222656,8149200,48,31.0,,0.31,14.88,-0.0099945068359375,-7.509585326426205e-05
183,2019-07-02,2,0.002658374792703151,0.0,TLT,132.57000732421875,133.38999938964844,132.4600067138672,133.25999450683594,128.9029541015625,10494300,46,23.0,,0.23,10.58,0.30999755859375,0.0023294075317739082
184,2019-07-03,3,0.0043167495854063015,0.6238303181534619,TLT,133.52000427246094,134.2899932861328,133.50999450683594,134.2100067138672,129.8218994140625,5380300,42,23.0,,0.23,9.66,0.899993896484375,0.006747086742652897
185,2019-07-05,3,0.0043167495854063015,0.0,TLT,132.5399932861328,132.5500030517578,131.6699981689453,132.42999267578125,128.1001434326172,12180100,68,23.0,,0.23,15.64,-1.739990234375,-0.012956961213540175
186,2019-07-08,2,0.002658374792703151,-0.38417210910487887,TLT,133.0500030517578,133.22000122070312,132.61000061035156,132.61000061035156,128.2742156982422,6490000,49,23.0,,0.23,11.27,0.6699981689453125,0.005054682410559286
187,2019-07-10,1,0.001,-0.6238303181534623,TLT,132.35000610351562,132.44000244140625,131.50999450683594,131.8300018310547,127.51974487304688,9470000,65,23.0,,0.23,14.95,-0.779998779296875,-0.005854967513509224
188,2019-07-11,6,0.009291873963515756,8.291873963515755,TLT,131.30999755859375,131.41000366210938,129.75999450683594,130.07000732421875,125.81729888916016,14126800,68,23.0,,0.23,15.64,-1.029998779296875,-0.007777097253924947
189,2019-07-12,1,0.001,-0.8923790826343031,TLT,129.9199981689453,130.4499969482422,129.67999267578125,130.22000122070312,125.96239471435548,6992000,38,23.0,,0.23,8.74,-0.9600067138671875,-0.007305430995463769
190,2019-07-15,2,0.002658374792703151,1.6583747927031514,TLT,130.4499969482422,131.0500030517578,130.4499969482422,130.97000122070312,126.68783569335938,6055500,55,23.0,,0.23,12.65,0.600006103515625,0.004599510291699582
191,2019-07-16,1,0.001,-0.6238303181534623,TLT,130.1699981689453,130.60000610351562,129.9600067138672,130.5800018310547,126.31058502197266,6172700,58,23.0,,0.23,13.34,-0.4499969482421875,-0.003433780524708996
192,2019-07-17,10,0.015925373134328357,14.925373134328357,TLT,131.05999755859375,132.02000427246094,131.0500030517578,131.99000549316406,127.6745147705078,9662200,100,23.0,,0.23,23.0,1.4199981689453125,0.01087287980537921
193,2019-07-18,8,0.012608623548922056,-0.20826824950536282,TLT,131.47000122070312,132.32000732421875,131.24000549316406,132.0,127.68418884277344,5724900,51,23.0,,0.23,11.73,0.3000030517578125,0.002272406014611761
194,2019-07-19,2,0.002658374792703151,-0.7891621728265158,TLT,131.58999633789062,131.92999267578125,131.50999450683594,131.69000244140625,127.3843002319336,5804800,48,23.0,,0.23,11.04,-0.3900146484375,-0.002947510783322893
195,2019-07-22,3,0.0043167495854063015,0.6238303181534619,TLT,132.47000122070312,132.49000549316406,131.74000549316406,131.94000244140625,127.62612915039062,5204100,33,23.0,,0.23,7.590000000000001,0.5600128173828125,0.004244772595106916
196,2019-07-23,4,0.005975124378109453,0.3841721091048791,TLT,131.60000610351562,131.74000549316406,130.97000122070312,131.22000122070312,126.9296646118164,8108900,55,23.0,,0.23,12.65,-0.75,-0.005660804354323146
197,2019-07-24,2,0.002658374792703151,-0.5550929780738273,TLT,131.60000610351562,131.89999389648438,131.47000122070312,131.7899932861328,127.48101806640624,6389700,43,23.0,,0.23,9.89,0.1599884033203125,0.0012144253578965092
198,2019-07-25,2,0.002658374792703151,0.0,TLT,131.25,131.41000366210938,130.50999450683594,131.16000366210938,126.87166595458984,8893100,43,23.0,,0.23,9.89,-0.489990234375,-0.003714861691044069
199,2019-07-26,1,0.001,-0.6238303181534623,TLT,131.6999969482422,131.77999877929688,131.25,131.47000122070312,127.17150115966795,6188400,39,23.0,,0.23,8.97,0.3699951171875,0.0028155780144323295
200,2019-07-29,1,0.001,-0.768344218209758,TLT,131.82000732421875,131.9499969482422,131.39999389648438,131.50999450683594,127.21014404296876,6231800,19,23.0,,0.23,4.37,0.1699981689453125,0.0012900149531038796
201,2019-07-30,2,0.002658374792703151,1.6583747927031514,TLT,132.0,132.10000610351562,131.42999267578125,131.8300018310547,127.51974487304688,5678500,24,23.0,,0.23,5.5200000000000005,0.1500091552734375,0.001136863650950115
202,2019-07-31,5,0.007633499170812604,1.8714909544603864,TLT,131.6999969482422,133.3300018310547,131.66000366210938,132.88999938964844,128.54507446289062,15798700,72,23.0,,0.23,16.560000000000002,1.2299957275390625,0.009311095160549954
203,2019-08-01,3,0.0043167495854063015,-0.43449923962633075,TLT,133.38999938964844,135.38999938964844,133.25999450683594,135.25999450683594,131.09805297851562,26664800,58,46.0,False,0.46,26.68,2.05999755859375,0.015450367736468129
204,2019-08-02,4,0.005975124378109453,0.3841721091048791,TLT,135.66000366210938,136.50999450683594,135.39999389648438,136.50999450683594,132.3095703125,15143100,41,46.0,,0.46,18.86,1.1199951171875,0.008272362229385877
205,2019-08-05,9,0.014266998341625207,1.3877324451845685,TLT,138.13999938964844,138.88999938964844,137.66000366210938,138.8699951171875,134.59695434570312,18543000,63,46.0,,0.46,28.98,2.3800048828125,0.017434656644816693
206,2019-08-06,5,0.007633499170812604,-0.46495408578402875,TLT,138.1999969482422,139.97999572753906,138.08999633789062,139.97999572753906,135.67282104492188,12747400,51,46.0,,0.46,23.46,1.089996337890625,0.007847910884013265
207,2019-08-07,29,0.04743449419568822,5.213990875515967,TLT,142.39999389648438,143.05999755859375,139.77999877929688,140.02999877929688,135.72125244140625,32582000,69,46.0,,0.46,31.74,3.0800018310546875,0.022003157058596345
208,2019-08-08,19,0.030850746268656717,-0.3496136768870398,TLT,139.13999938964844,140.42999267578125,137.97999572753906,140.3300018310547,136.01202392578125,14746000,51,46.0,,0.46,23.46,-2.6300048828125,-0.01838392931423971
209,2019-08-09,3,0.0043167495854063015,-0.860076331774445,TLT,140.6699981689453,141.5500030517578,139.8699951171875,140.0500030517578,135.74061584472656,10626000,69,46.0,,0.46,31.74,1.1200103759765625,0.007975578112877857
210,2019-08-12,10,0.015925373134328357,14.925373134328357,TLT,141.72000122070312,143.42999267578125,141.50999450683594,142.97000122070312,138.57078552246094,14094300,64,46.0,,0.46,29.44,1.8799896240234375,0.01328145237366063
211,2019-08-13,5,0.007633499170812604,-0.5206706237634072,TLT,143.80999755859375,143.91000366210938,141.9499969482422,142.47999572753906,138.09585571289062,15974900,100,46.0,,0.46,46.0,0.480010986328125,0.003346656981383145
212,2019-08-14,17,0.027533996683250416,2.606995437757984,TLT,145.16000366210938,145.72999572753906,144.7100067138672,145.69000244140625,141.20712280273438,15068900,81,46.0,,0.46,37.260000000000005,1.8199920654296875,0.012646737677131092
213,2019-08-15,18,0.029192371475953566,0.06023007890140342,TLT,145.9499969482422,148.60000610351562,145.5800018310547,147.30999755859375,142.77725219726562,23588700,95,46.0,,0.46,43.7,2.8700103759765625,0.019694026350912885
214,2019-08-16,19,0.030850746268656717,0.05680849855138326,TLT,146.05999755859375,146.50999450683594,144.83999633789062,146.1300048828125,141.633544921875,17150500,74,46.0,,0.46,34.04,-2.0900115966796875,-0.01406468042285125
215,2019-08-19,13,0.02090049751243781,2.4979184013322233,TLT,143.57000732421875,144.66000366210938,143.50999450683594,144.0399932861328,139.60784912109375,13614700,64,46.0,,0.46,29.44,-1.8499908447265625,-0.01262706241273015
216,2019-08-20,7,0.010950248756218906,-0.47607712449416806,TLT,145.27999877929688,145.6199951171875,144.83999633789062,145.52999877929688,141.05198669433594,7451500,57,46.0,,0.46,26.22,0.959991455078125,0.0066361912814576485
217,2019-08-21,16,0.025875621890547266,1.3630168105406635,TLT,144.72000122070312,145.7899932861328,144.2899932861328,144.55999755859375,140.1118621826172,9372000,62,46.0,,0.46,28.52,0.1699981689453125,0.0011674095223566106
218,2019-08-22,11,0.01758374792703151,-0.3204511952829584,TLT,144.0,144.6999969482422,143.47999572753906,143.60000610351562,139.18142700195312,13878800,51,46.0,,0.46,23.46,-1.089996337890625,-0.007476482530260897
219,2019-08-23,14,0.022558872305140962,0.2829387909082335,TLT,143.52000427246094,146.27000427246094,143.42999267578125,145.9600067138672,141.4687957763672,16191800,63,46.0,,0.46,28.98,1.57000732421875,0.010850085399658482
220,2019-08-26,6,0.009291873963515756,-0.517107644574679,TLT,145.8699951171875,146.2899932861328,145.2899932861328,145.3699951171875,140.8969268798828,12174500,69,46.0,,0.46,31.74,0.019989013671875,0.00013665832424969437
221,2019-08-27,11,0.01758374792703151,0.892379082634303,TLT,146.6300048828125,147.72000122070312,146.47999572753906,147.61000061035156,143.0679931640625,11332300,50,46.0,,0.46,23.0,1.4300079345703125,0.009775158932253891
222,2019-08-28,9,0.014266998341625207,-0.18862586060548914,TLT,148.77999877929688,148.89999389648438,147.66000366210938,147.8000030517578,143.252197265625,10095900,48,46.0,,0.46,22.08,1.17999267578125,0.007988035919511471
223,2019-08-29,10,0.015925373134328357,0.1162385214460071,TLT,147.25,147.33999633789062,146.1300048828125,147.24000549316406,142.7094268798828,8884900,50,46.0,,0.46,23.0,-1.55999755859375,-0.010476814120477851
224,2019-08-30,7,0.010950248756218906,-0.3124023742580443,TLT,146.61000061035156,147.47999572753906,146.36000061035156,147.27999877929688,142.74815368652344,13550800,70,46.0,,0.46,32.2,0.1399993896484375,0.00095017913077311
225,2019-09-03,3,0.0043167495854063015,0.6238303181534619,TLT,147.08999633789062,148.6699981689453,146.57000732421875,147.2100067138672,142.9326629638672,15660800,65,39.0,,0.39,25.35,1.19000244140625,0.008068907484949372
226,2019-09-04,13,0.02090049751243781,3.8417210910487904,TLT,146.52999877929688,147.6199951171875,146.47999572753906,147.42999267578125,143.14622497558594,7962200,42,39.0,,0.39,16.38,-1.0500030517578125,-0.007062642528350649
227,2019-09-05,6,0.009291873963515756,-0.5554233119098626,TLT,145.66000366210938,145.8000030517578,143.88999938964844,144.75999450683594,140.5538330078125,19382900,54,39.0,,0.39,21.06,-1.8199920654296875,-0.012328899374267621
228,2019-09-06,6,0.009291873963515756,0.0,TLT,145.25999450683594,146.02999877929688,145.0800018310547,145.7899932861328,141.55389404296875,9466400,39,39.0,,0.39,15.21,0.2299957275390625,0.0015774740927640973
229,2019-09-09,5,0.007633499170812604,-0.17847581652686073,TLT,143.8300018310547,144.0,143.19000244140625,143.1999969482422,139.03916931152344,15862700,62,39.0,,0.39,24.18,-2.029998779296875,-0.013901244924098943
230,2019-09-10,3,0.0043167495854063015,-0.43449923962633075,TLT,142.83999633789062,143.2899932861328,140.66000366210938,140.69000244140625,136.60211181640625,13851400,65,39.0,,0.39,25.35,-0.7100067138671875,-0.004930602179633259
231,2019-09-11,6,0.009291873963515756,1.1525163273146375,TLT,140.39999389648438,141.14999389648438,140.38999938964844,140.44000244140625,136.3593292236328,10941700,77,39.0,,0.39,30.03,-2.1399993896484375,-0.01493474415463969
232,2019-09-12,10,0.015925373134328357,0.713903266107442,TLT,141.5,141.8000030517578,139.05999755859375,139.52000427246094,135.46612548828125,19163300,86,39.0,,0.39,33.54,0.6500091552734375,0.0046050951709579735
233,2019-09-13,14,0.022558872305140962,0.41653649901072587,TLT,138.27999877929688,138.7100067138672,136.5399932861328,136.5399932861328,132.57264709472656,18922200,72,39.0,,0.39,28.08,-3.089996337890625,-0.02179122899428121
234,2019-09-16,5,0.007633499170812604,-0.3028926245645919,TLT,137.8800048828125,138.57000732421875,137.25,138.27999877929688,134.2621307373047,10971600,61,39.0,,0.39,23.79,-0.1399993896484375,-0.0010092955293212746
235,2019-09-17,6,0.009291873963515756,0.21724961981316548,TLT,138.36000061035156,139.60000610351562,138.02000427246094,139.02999877929688,134.99034118652344,9081200,70,39.0,,0.39,27.3,1.029998779296875,0.007433057118102937
236,2019-09-18,26,0.04245936981757877,3.569516330537212,TLT,139.92999267578125,140.66000366210938,139.52999877929688,139.6199951171875,135.56317138671875,10984600,100,39.0,,0.39,39.0,1.05999755859375,0.007593105388604027
237,2019-09-19,1,0.001,-0.9764480724915049,TLT,140.75999450683594,140.99000549316406,139.97000122070312,140.0399932861328,135.97096252441406,13176200,45,39.0,,0.39,17.55,0.3300018310546875,0.002346095709249374
238,2019-09-20,1,0.001,0.0,TLT,140.77000427246094,141.97999572753906,140.44000244140625,141.88999938964844,137.76724243164062,11519800,48,39.0,,0.39,18.72,0.989990234375,0.00702170505570332
239,2019-09-23,9,0.014266998341625207,13.266998341625207,TLT,142.24000549316406,143.16000366210938,141.6999969482422,141.86000061035156,137.7380828857422,15246700,76,39.0,,0.39,29.64,1.1800079345703125,0.008311085857720224
240,2019-09-24,11,0.01758374792703151,0.23247704289201465,TLT,142.4199981689453,143.85000610351562,142.41000366210938,143.57000732421875,139.39842224121094,12421600,54,39.0,,0.39,21.06,0.69000244140625,0.004819798992425461
241,2019-09-25,6,0.009291873963515756,-0.4715646515137225,TLT,143.25999450683594,143.5500030517578,141.13999938964844,141.47000122070312,137.35943603515625,14147100,39,39.0,,0.39,15.21,-0.3000030517578125,-0.0020855268615138645
242,2019-09-26,2,0.002658374792703151,-0.7139032661074425,TLT,142.27000427246094,142.99000549316406,141.89999389648438,142.3800048828125,138.24302673339844,9636500,58,39.0,,0.39,22.62,-0.55999755859375,-0.0039010626728571696
243,2019-09-27,8,0.012608623548922056,3.7429819089207728,TLT,142.32000732421875,142.97999572753906,142.13999938964844,142.72999572753906,138.5828399658203,10386900,59,39.0,,0.39,23.01,-0.010009765625,-7.000325365735804e-05
244,2019-09-30,2,0.002658374792703151,-0.9562057754828839,TLT,141.8800048828125,143.08999633789062,141.83999633789062,143.0800018310547,138.92266845703125,8006900,58,39.0,,0.39,22.62,0.1100006103515625,0.0007693426607815468
245,2019-10-01,7,0.010950248756218906,3.119151590767311,TLT,141.25999450683594,143.91000366210938,141.13999938964844,143.25999450683594,139.3408660888672,16613700,37,33.0,False,0.33,12.21,0.82000732421875,0.005730710358552216
246,2019-10-02,11,0.01758374792703151,0.6057852491291837,TLT,143.4600067138672,144.27000427246094,143.24000549316406,143.61000061035156,139.68128967285156,12891500,54,33.0,,0.33,17.82,0.3600006103515625,0.0025015676547186505
247,2019-10-03,3,0.0043167495854063015,-0.7545034424219561,TLT,143.97999572753906,145.6699981689453,143.9199981689453,144.9199981689453,140.95550537109375,13470500,86,33.0,,0.33,28.380000000000003,1.399993896484375,0.009703984577697833
248,2019-10-04,15,0.024217247097844112,4.610065309258548,TLT,145.35000610351562,146.02999877929688,145.1999969482422,145.99000549316406,141.99623107910156,11516200,82,33.0,,0.33,27.06,0.3600006103515625,0.0024713435496446223
249,2019-10-07,3,0.0043167495854063015,3.316749585406302,TLT,145.16000366210938,145.52999877929688,144.7100067138672,144.77999877929688,140.8192901611328,11013900,28,33.0,,0.33,9.24,-0.5,-0.003423954010680186
250,2019-10-08,6,0.009291873963515756,1.1525163273146375,TLT,145.82000732421875,145.92999267578125,144.6199951171875,145.1699981689453,141.19863891601562,14529700,56,33.0,,0.33,18.48,0.399993896484375,0.002748532260286707
251,2019-10-09,4,0.005975124378109453,-0.35695163305372135,TLT,144.60000610351562,144.61000061035156,143.8000030517578,144.35000610351562,140.4010772705078,8608800,44,33.0,,0.33,14.52,-1.3199920654296875,-0.00904537882327161
252,2019-10-10,3,0.0043167495854063015,-0.2775464890369137,TLT,143.1199951171875,143.17999267578125,141.72999572753906,142.1999969482422,138.30987548828125,15054200,100,33.0,,0.33,33.0,-1.4300079345703125,-0.009888720894369096
253,2019-10-11,7,0.010950248756218906,1.5366884364195164,TLT,140.97999572753906,141.10000610351562,139.7100067138672,140.44000244140625,136.5980224609375,26294000,38,33.0,,0.33,12.54,-2.079986572265625,-0.014527075559890412
254,2019-10-14,1,0.001,0.0,TLT,141.47999572753906,141.50999450683594,141.0800018310547,141.4600067138672,137.5901336669922,5936900,94,33.0,,0.33,31.020000000000003,0.4099884033203125,0.0029056582961415334
255,2019-10-15,16,0.025875621890547266,24.875621890547265,TLT,140.6699981689453,140.9499969482422,139.5500030517578,139.75,135.92691040039062,11832300,37,33.0,,0.33,12.21,-0.55999755859375,-0.003957300405143416
