,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,OG_unscaled,OG_monthly,isPartial,scale,OG,Stock_Price_Change,Stock_Price_Change_Percent
0,2021-05-07,3,0.019374558303886926,-0.8061379627337977,OG,11.210000038146973,11.710000038146973,6.019999980926514,7.0,7.0,2416600,86,77.0,,0.77,66.22,,
1,2021-05-10,1,0.0186678445229682,-0.03647638154295085,OG,6.760000228881836,6.760000228881836,5.599999904632568,5.789999961853027,5.789999961853027,418300,95,77.0,,0.77,73.15,-4.949999809265137,-0.4227156100034002
2,2021-05-11,53,0.03704240282685512,0.9842892296043912,OG,5.260000228881836,6.46999979019165,5.210000038146973,6.300000190734863,6.300000190734863,231800,97,77.0,,0.77,74.69,-0.29000043869018555,-0.04289947172652009
3,2021-05-12,29,0.02856183745583039,-0.22894209672803578,OG,6.300000190734863,6.360000133514404,5.75,6.300000190734863,6.300000190734863,121600,96,77.0,,0.77,73.92,-0.1099996566772461,-0.017001493082581365
4,2021-05-13,2,0.01902120141342756,-0.3340343931708525,OG,6.25,6.329999923706055,5.960000038146973,6.25,6.25,102200,85,77.0,,0.77,65.45,-0.03000020980834961,-0.004717014021786259
5,2021-05-14,154,0.07273144876325088,2.823704254133383,OG,6.300000190734863,6.349999904632568,6.130000114440918,6.349999904632568,6.349999904632568,89700,91,77.0,,0.77,70.07000000000001,0.019999980926513672,0.003159554686819721
6,2021-05-17,3,0.019374558303886926,-0.08357011532675929,OG,6.28000020980835,6.380000114440918,6.010000228881836,6.380000114440918,6.380000114440918,73600,87,77.0,,0.77,66.99,0.03000020980834961,0.004724442560457787
7,2021-05-18,64,0.04092932862190813,1.1125296370600037,OG,6.25,6.349999904632568,6.110000133514404,6.349999904632568,6.349999904632568,46400,90,77.0,,0.77,69.3,-0.03000020980834961,-0.0047022271583421205
8,2021-05-19,72,0.04375618374558304,0.06906673573340227,OG,6.099999904632568,6.449999809265137,6.010000228881836,6.389999866485596,6.389999866485596,106400,90,77.0,,0.77,69.3,0.09999990463256836,0.015748016714081325
9,2021-05-20,2,0.01902120141342756,-0.5652911249293386,OG,6.380000114440918,6.590000152587891,6.199999809265137,6.5,6.5,63500,92,77.0,,0.77,70.84,0.1400003433227539,0.021705480226782203
10,2021-05-21,2,0.01902120141342756,0.0,OG,6.559999942779541,6.630000114440918,6.394999980926514,6.590000152587891,6.590000152587891,41700,93,77.0,,0.77,71.61,0.039999961853027344,0.006069796802253391
11,2021-05-24,49,0.03562897526501767,-0.09836358758830366,OG,7.0,7.0,6.449999809265137,6.650000095367432,6.650000095367432,42800,92,77.0,,0.77,70.84,0.36999988555908203,0.05580691993551845
12,2021-05-25,37,0.0313886925795053,-0.11901219875037194,OG,6.650000095367432,6.849999904632568,6.510000228881836,6.849999904632568,6.849999904632568,89200,93,77.0,,0.77,71.61,-0.15000009536743164,-0.021428585052490234
13,2021-05-26,434,0.1716713780918728,4.469210852189576,OG,6.869999885559082,6.900000095367432,6.579999923706055,6.71999979019165,6.71999979019165,88100,91,77.0,,0.77,70.07000000000001,0.05000019073486328,0.007299298019120881
14,2021-05-27,288,0.12008127208480565,-0.30051664162361325,OG,6.699999809265137,6.699999809265137,6.400000095367432,6.53000020980835,6.53000020980835,89500,79,77.0,,0.77,60.83,-0.20000028610229492,-0.028985548309857667
15,2021-05-28,4,0.01972791519434629,-0.8357119736338757,OG,6.510000228881836,6.510000228881836,6.059999942779541,6.360000133514404,6.360000133514404,54600,93,77.0,,0.77,71.61,-0.18999958038330078,-0.028358147133162426
16,2021-06-01,123,0.0617773851590106,-0.6590878068755728,OG,6.599999904632568,6.599999904632568,6.099999904632568,6.239999771118164,6.239999771118164,212500,91,72.0,False,0.72,65.52,0.08999967575073242,0.013824834498691096
17,2021-06-02,2,0.01902120141342756,-0.6921008980152148,OG,6.239999771118164,6.320000171661377,6.0,6.150000095367432,6.150000095367432,176700,91,72.0,,0.72,65.52,-0.2799997329711914,-0.04242420257834523
18,2021-06-03,2,0.01902120141342756,0.0,OG,6.0,6.0,5.670000076293945,5.849999904632568,5.849999904632568,84500,92,72.0,,0.72,66.24,-0.32000017166137695,-0.05063293717874329
19,2021-06-04,2,0.01902120141342756,0.0,OG,5.849999904632568,6.125,5.849999904632568,6.099999904632568,6.099999904632568,34100,95,72.0,,0.72,68.39999999999999,0.125,0.02083333333333326
20,2021-06-07,1,0.0186678445229682,-0.018577001671929994,OG,6.0,6.090000152587891,5.860000133514404,5.880000114440918,5.880000114440918,116600,83,72.0,,0.72,59.76,-0.034999847412109375,-0.005714260801977011
21,2021-06-08,4,0.01972791519434629,0.05678591709256109,OG,5.860000133514404,5.96999979019165,5.829999923706055,5.869999885559082,5.869999885559082,22600,89,72.0,,0.72,64.08,-0.12000036239624023,-0.019704492510603133
22,2021-06-09,14,0.02326148409893993,0.1791151710549883,OG,5.809999942779541,5.829999923706055,5.440000057220459,5.46999979019165,5.46999979019165,94900,93,72.0,,0.72,66.96,-0.1399998664855957,-0.023450564724576184
23,2021-06-10,4,0.01972791519434629,-0.15190642564180468,OG,5.460000038146973,5.46999979019165,5.21999979019165,5.269999980926514,5.269999980926514,37600,96,72.0,,0.72,69.12,-0.3600001335144043,-0.061749594892885895
24,2021-06-11,5,0.020081272084805656,0.017911517105498875,OG,5.230000019073486,5.25,5.010000228881836,5.067999839782715,5.067999839782715,60800,92,72.0,,0.72,66.24,-0.2199997901916504,-0.04021934161426033
25,2021-06-14,1771,0.6441095406360424,32.86271595764444,OG,5.019999980926514,5.10699987411499,5.019999980926514,5.019999980926514,5.019999980926514,27400,84,72.0,,0.72,60.48,-0.14300012588500977,-0.027238119216192347
26,2021-06-15,2,0.01902120141342756,-0.9704689960116961,OG,4.989999771118164,5.039999961853027,4.809999942779541,4.809999942779541,4.809999942779541,61900,91,72.0,,0.72,65.52,-0.06699991226196289,-0.013119231234281825
27,2021-06-16,1,0.0186678445229682,-0.018577001671929994,OG,4.75,4.75,4.5,4.5,4.5,50800,85,72.0,,0.72,61.2,-0.28999996185302734,-0.057539675406347524
28,2021-06-17,2,0.01902120141342756,0.018928639030853622,OG,4.619999885559082,4.619999885559082,4.369999885559082,4.369999885559082,4.369999885559082,36500,96,72.0,,0.72,69.12,-0.13000011444091797,-0.027368445145456444
29,2021-06-18,2,0.01902120141342756,0.0,OG,4.300000190734863,4.440000057220459,4.099999904632568,4.099999904632568,4.099999904632568,71400,93,72.0,,0.72,66.96,-0.17999982833862305,-0.03896100276999048
30,2021-06-21,141,0.06813780918727916,2.5822032323982915,OG,4.050000190734863,4.125999927520752,3.7799999713897705,3.849999904632568,3.849999904632568,69200,82,72.0,,0.72,59.04,-0.31400012969970703,-0.07072074902095349
31,2021-06-22,622,0.2381024734982332,2.494425141316185,OG,3.900000095367432,4.461999893188477,3.369999885559082,4.260000228881836,4.260000228881836,683300,91,72.0,,0.72,65.52,0.3359999656677246,0.0814347967935185
32,2021-06-23,1,0.0186678445229682,-0.9215974355549619,OG,4.260000228881836,4.366000175476074,3.849999904632568,4.079999923706055,4.079999923706055,130900,81,72.0,,0.72,58.32,-0.09599971771240234,-0.02151495293824457
33,2021-06-24,2,0.01902120141342756,0.018928639030853622,OG,3.990000009536743,4.480000019073486,3.910000085830689,4.070000171661377,4.070000171661377,277900,84,72.0,,0.72,60.48,0.11399984359741211,0.026110819747042546
34,2021-06-25,1,0.0186678445229682,-0.018577001671929994,OG,4.03000020980835,4.329999923706055,3.7699999809265137,3.7699999809265137,3.7699999809265137,156800,90,72.0,,0.72,64.8,-0.15000009536743164,-0.033482164001966574
35,2021-06-28,2,0.01902120141342756,-0.9694465413802694,OG,3.869999885559082,4.099999904632568,3.740000009536743,4.0,4.0,225200,89,72.0,,0.72,64.08,-0.23000001907348633,-0.053117788250820364
36,2021-06-29,3,0.019374558303886926,0.018577001671930216,OG,4.050000190734863,4.264999866485596,4.006999969482422,4.21999979019165,4.21999979019165,209800,95,72.0,,0.72,68.39999999999999,0.16499996185302734,0.04024389407097173
37,2021-06-30,101,0.054003533568904596,1.787342695604596,OG,4.389999866485596,4.756999969482422,4.269999980926514,4.329999923706055,4.329999923706055,486800,81,72.0,,0.72,58.32,0.49200010299682617,0.11535758930802475
38,2021-07-01,132,0.06495759717314488,0.20283975659229214,OG,4.28000020980835,4.434999942779541,3.7899999618530273,3.849999904632568,3.849999904632568,309600,83,72.0,False,0.72,59.76,-0.32200002670288086,-0.06768972645966098
39,2021-07-02,69,0.04269611307420495,-0.3427079366806288,OG,3.940000057220459,3.940000057220459,3.630000114440918,3.660000085830689,3.660000085830689,50600,88,72.0,,0.72,63.36,-0.49499988555908203,-0.11161215150971382
40,2021-07-06,228,0.09887985865724382,-0.30187361225457177,OG,3.670000076293945,3.690000057220459,3.369999885559082,3.549999952316284,3.549999952316284,142000,84,72.0,,0.72,60.48,-0.25,-0.06345177572823868
