,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,AA_unscaled,AA_monthly,isPartial,scale,AA,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-02,1,0.00441296928327645,-0.43610989969472314,AA,26.91360092163086,27.05777931213379,26.07254981994629,26.33687973022461,26.024906158447266,10785227,89,87.0,,0.87,77.42999999999999,,
1,2016-05-10,1,0.00441296928327645,0.0,AA,22.972679138183597,23.26103973388672,22.395959854125977,23.237009048461918,23.028505325317383,9266126,90,87.0,,0.87,78.3,-3.7967395782470703,-0.14031970378827285
2,2016-05-18,2,0.007825938566552901,0.7733952049497295,AA,22.08357048034668,22.46805000305176,21.50684928894043,21.6750602722168,21.48056983947754,9671078,87,87.0,,0.87,75.69,-0.7929897308349574,-0.03409089790942266
3,2016-05-26,1,0.00441296928327645,-0.43610989969472314,AA,23.477310180664062,23.573429107666016,22.6843204498291,22.85252952575684,22.64747428894043,6500375,84,87.0,,0.87,73.08,1.1053791046142543,0.04919782110437332
4,2016-06-13,1,0.00441296928327645,0.0,AA,22.756410598754883,23.092830657958984,22.395959854125977,22.395959854125977,22.19500160217285,5432293,74,100.0,,1.0,74.0,-0.48059844970703125,-0.020387294844208426
5,2016-06-24,13,0.04536860068259386,9.280742459396754,AA,22.972679138183597,23.40522003173828,22.46805000305176,22.54014015197754,22.337888717651367,14154640,71,100.0,,1.0,71.0,0.3123893737792969,0.013527547939283568
6,2016-06-27,1,0.00441296928327645,-0.9027307605506658,AA,22.299840927124023,22.347900390625,21.50684928894043,21.867300033569336,21.671085357666016,9099584,68,100.0,,1.0,68.0,-1.0573196411132812,-0.045174522592802746
7,2016-06-29,1,0.00441296928327645,0.0,AA,22.85252952575684,22.87656021118164,21.651029586791992,21.867300033569336,21.671085357666016,15465377,74,100.0,,1.0,74.0,0.5286598205566406,0.023655905535466593
8,2016-06-30,3,0.011238907849829352,1.546790409899459,AA,22.08357048034668,22.299840927124023,21.6750602722168,22.27581024169922,22.075929641723636,10317062,73,100.0,,1.0,73.0,-0.5767192840576172,-0.025210052504997083
9,2016-07-01,4,0.014651877133105801,0.3036744609778317,AA,22.299840927124023,23.04476928710937,22.27581024169922,22.948650360107425,22.742733001708984,7618477,92,96.0,False,0.96,88.32,0.744928359985348,0.03340509748117837
10,2016-07-08,2,0.007825938566552901,0.7733952049497295,AA,22.708349227905277,23.741640090942383,22.6843204498291,23.59745979309082,23.385719299316406,10790470,85,96.0,,0.96,81.6,0.6968708038330114,0.030239868976376538
11,2016-07-11,4,0.014651877133105801,2.320185614849188,AA,23.93387985229492,24.46253967285156,23.717609405517575,24.36642074584961,24.147781372070312,15493924,90,96.0,,0.96,86.39999999999999,0.7208995819091761,0.030364354743302124
12,2016-07-12,4,0.014651877133105801,0.0,AA,25.712099075317383,25.95240020751953,25.063289642333984,25.68807029724121,25.45757102966309,22237453,92,96.0,,0.96,88.32,1.4898605346679723,0.06090375548052407
13,2016-07-13,78,0.26721160409556316,17.237363149312838,AA,25.80821990966797,25.904340744018555,25.327619552612305,25.736129760742188,25.50520133972168,10079859,97,96.0,,0.96,93.12,-0.04805946350097656,-0.0018518311646200658
14,2016-07-15,1,0.00441296928327645,-0.9834851136116894,AA,25.760160446166992,26.33687973022461,25.736129760742188,26.240760803222656,26.00530242919922,9594881,96,96.0,,0.96,92.16,0.4325389862060547,0.016697548510510973
15,2016-07-20,1,0.00441296928327645,0.0,AA,25.255529403686523,25.54388999938965,24.871049880981445,25.495830535888672,25.26705741882324,6785435,95,96.0,,0.96,91.2,-0.7929897308349609,-0.030109479139433293
16,2016-07-21,1,0.00441296928327645,0.0,AA,25.640010833740234,26.096580505371094,25.303590774536133,25.471799850463867,25.243242263793945,6259925,88,96.0,,0.96,84.47999999999999,0.5526905059814453,0.02163689657270873
17,2016-07-22,1,0.00441296928327645,0.0,AA,25.42374038696289,25.61598014831543,25.207469940185547,25.39970970153809,25.171798706054688,4237828,95,96.0,,0.96,91.2,-0.48060035705566406,-0.018416219586958826
18,2016-07-25,2,0.007825938566552901,0.7733952049497295,AA,25.327619552612305,25.35165023803711,24.991199493408203,25.207469940185547,24.98128318786621,5763337,98,96.0,,0.96,94.08,-0.2643299102783203,-0.010318945781026545
19,2016-07-27,1,0.00441296928327645,-0.43610989969472314,AA,25.856279373168945,26.36091041564941,25.279560089111328,25.80821990966797,25.576642990112305,8735789,89,96.0,,0.96,85.44,1.0092601776123011,0.03981043317243427
20,2016-07-29,1,0.00441296928327645,0.0,AA,25.495830535888672,25.591949462890625,25.03926086425781,25.519859313964844,25.290870666503903,6833042,93,96.0,,0.96,89.28,-0.7689609527587855,-0.02917050058719839
21,2016-08-15,2,0.007825938566552901,0.7733952049497295,AA,24.63075065612793,25.42374038696289,24.58268928527832,25.279560089111328,25.12576675415039,5498086,84,92.0,,0.92,77.28,-0.16820907592773438,-0.006572733983069345
22,2016-08-30,2,0.007825938566552901,0.0,AA,24.6547794342041,24.6547794342041,24.17417907714844,24.43851089477539,24.28983497619629,4690096,78,92.0,,0.92,71.76,-0.7689609527587891,-0.030245783706677076
