,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,PSM_unscaled,PSM_monthly,isPartial,scale,PSM,Stock_Price_Change,Stock_Price_Change_Percent
0,2020-07-23,2,0.501,,PSM,22.84000015258789,22.84000015258789,22.84000015258789,22.84000015258789,22.84000015258789,0,71,79.0,,0.79,56.09,,
1,2020-12-08,2,0.501,0.0,PSM,28.343700408935547,28.343700408935547,28.343700408935547,28.343700408935547,28.343700408935547,0,83,63.0,,0.63,52.29,5.503700256347656,0.24096761031431324
