,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,NYT_unscaled,NYT_monthly,isPartial,scale,NYT,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-20,1,0.024445825932504443,-0.04177400264568687,NYT,11.93000030517578,12.149999618530272,11.90999984741211,12.09000015258789,11.575624465942385,475900,74,30.0,,0.3,22.2,,
1,2016-09-19,1,0.024445825932504443,-0.028242603968085866,NYT,12.350000381469728,12.420000076293944,12.279999732971191,12.34000015258789,11.853596687316896,495400,78,32.0,,0.32,24.96,0.2700004577636719,0.022222260595949894
2,2016-10-03,32,0.03545825932504441,0.45048317953934447,NYT,11.890000343322754,12.119999885559082,11.800000190734863,12.079999923706056,11.642818450927734,749000,69,41.0,,0.41,28.29,-0.3000001907348615,-0.024154604580677197
3,2016-11-01,1,0.024445825932504443,-0.3105745629414417,NYT,10.899999618530272,11.0,10.75,10.899999618530272,10.50552463531494,914900,24,50.0,False,0.5,12.0,-1.119999885559082,-0.09240923235432996
4,2016-11-09,5,0.025866785079928952,0.05812686187604443,NYT,11.100000381469728,11.529999732971191,11.050000190734863,11.5,11.083809852600098,921400,100,50.0,,0.5,50.0,0.5299997329711914,0.048181793906471926
5,2016-11-22,1,0.024445825932504443,-0.05493373618073194,NYT,12.399999618530272,12.75,12.199999809265137,12.649999618530272,12.192190170288086,502900,29,50.0,,0.5,14.5,1.2200002670288086,0.10581095362388382
6,2016-11-25,5,0.025866785079928952,0.05812686187604443,NYT,12.800000190734863,12.949999809265137,12.75,12.850000381469728,12.384950637817385,245200,18,50.0,,0.5,9.0,0.19999980926513672,0.01568625955020675
7,2016-12-05,1,0.024445825932504443,-0.05493373618073194,NYT,12.899999618530272,13.449999809265137,12.829999923706056,13.199999809265137,12.722284317016602,757000,74,35.0,,0.35,25.9,0.5,0.03861003917870898
8,2016-12-14,1,0.024445825932504443,0.0,NYT,13.550000190734863,13.789999961853027,13.449999809265137,13.449999809265137,12.963236808776855,556200,87,35.0,,0.35,30.45,0.3400001525878906,0.025278822112226207
9,2016-12-16,3,0.025156305506216697,0.029063430938022217,NYT,13.550000190734863,13.800000190734863,13.470000267028809,13.600000381469728,13.107810020446776,1699900,76,35.0,,0.35,26.6,0.010000228881835938,0.0007251797613849753
10,2016-12-20,0,0.024090586145648313,-0.0423639059521288,NYT,13.649999618530272,13.800000190734863,13.479999542236328,13.649999618530272,13.155999183654783,470100,87,35.0,,0.35,30.45,0.0,0.0
11,2017-01-11,4,0.025511545293072826,0.0589840005898401,NYT,13.449999809265137,13.600000381469728,13.399999618530272,13.600000381469728,13.146764755249023,341200,87,38.0,,0.38,33.06,-0.19999980926513494,-0.014492739601511873
12,2017-02-08,2,0.024801065719360568,-0.027849335097124617,NYT,14.600000381469728,14.829999923706056,14.300000190734863,14.800000190734863,14.30677318572998,1066700,77,41.0,,0.41,31.57,1.2299995422363281,0.09044114027468897
13,2017-02-09,1,0.024445825932504443,-0.01432356943350277,NYT,14.850000381469728,14.93000030517578,14.699999809265137,14.75,14.258440017700195,858100,68,41.0,,0.41,27.88,0.10000038146972301,0.006743114091988023
14,2017-02-10,1,0.024445825932504443,0.0,NYT,14.899999618530272,15.5,14.800000190734863,15.449999809265137,14.935110092163086,1682600,77,41.0,,0.41,31.57,0.5699996948242205,0.03817814354810278
15,2017-02-17,11,0.02799822380106572,0.14531715469011108,NYT,15.600000381469728,15.75,15.380000114440918,15.449999809265137,14.935110092163086,1112000,75,41.0,,0.41,30.75,0.25,0.016129032258064502
16,2017-02-27,15,0.029419182948490233,0.0,NYT,14.949999809265137,15.100000381469728,14.699999809265137,14.800000190734863,14.30677318572998,1040300,83,41.0,,0.41,34.03,-0.6499996185302717,-0.041269817049541024
17,2017-03-01,13,0.028708703374777975,-0.024150214333152342,NYT,14.600000381469728,14.75,14.399999618530272,14.699999809265137,14.21010398864746,973500,77,39.0,False,0.39,30.03,-0.35000038146972834,-0.023178832624351386
18,2017-03-03,0,0.024090586145648313,-0.16086122625750165,NYT,14.550000190734863,14.600000381469728,14.300000190734863,14.600000381469728,14.113435745239258,954600,80,39.0,,0.39,31.200000000000003,-0.14999961853027166,-0.01016946566306931
19,2017-03-08,1,0.024445825932504443,0.01474600014745997,NYT,14.550000190734863,14.649999618530272,14.380000114440918,14.449999809265137,13.968438148498535,656000,82,39.0,,0.39,31.98,0.04999923706054332,0.0034246051886410722
20,2017-03-10,5,0.025866785079928952,0.05812686187604443,NYT,14.399999618530272,14.699999809265137,14.300000190734863,14.649999618530272,14.161768913269045,1225900,77,39.0,,0.39,30.03,0.05000019073486506,0.0034129823915913793
21,2017-03-14,4,0.025511545293072826,-0.013733434045182902,NYT,14.449999809265137,14.699999809265137,14.449999809265137,14.550000190734863,14.06510066986084,396600,73,39.0,,0.39,28.47,0.0,0.0
22,2017-03-16,7,0.02657726465364121,0.04177400264568676,NYT,14.800000190734863,14.800000190734863,14.479999542236328,14.649999618530272,14.161768913269045,444100,77,39.0,,0.39,30.03,0.10000038146972656,0.006802747127023556
23,2017-03-20,1,0.024445825932504443,-0.04177400264568687,NYT,14.699999809265137,14.75,14.449999809265137,14.5,14.016770362854004,493100,90,39.0,,0.39,35.1,-0.05000019073486328,-0.0033783912223301904
24,2017-03-27,3,0.025156305506216697,0.029063430938022217,NYT,14.149999618530272,14.300000190734863,14.100000381469728,14.25,13.775101661682127,374600,83,39.0,,0.39,32.370000000000005,-0.4499998092651367,-0.03050846164509402
25,2017-03-31,1,0.024445825932504443,-0.028242603968085866,NYT,14.600000381469728,14.649999618530272,14.300000190734863,14.399999618530272,13.920103073120115,880500,80,39.0,,0.39,31.200000000000003,0.3499994277954084,0.02447548413476075
