,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,PLUG_unscaled,PLUG_monthly,isPartial,scale,PLUG,Stock_Price_Change,Stock_Price_Change_Percent
122,2019-10-02,2,0.007185567010309278,-0.46260601387818034,PLUG,2.4800000190734863,2.5199999809265137,2.3499999046325684,2.4100000858306885,2.4100000858306885,4159600,84,72.0,,0.72,60.48,-0.1300001144409184,-0.049056645193400805
123,2019-10-03,1,0.00684192439862543,-0.04782400765184114,PLUG,2.400000095367432,2.4200000762939453,2.319999933242798,2.380000114440918,2.380000114440918,2838200,88,72.0,,0.72,63.36,-0.09999990463256836,-0.039682502138671416
124,2019-10-08,1,0.00684192439862543,-0.2007226013649137,PLUG,2.539999961853028,2.720000028610229,2.539999961853028,2.630000114440918,2.630000114440918,5246300,92,72.0,,0.72,66.24,0.29999995231628374,0.12396691853651176
125,2019-10-15,6,0.008560137457044674,0.2511300853842291,PLUG,2.740000009536743,2.789999961853028,2.690000057220459,2.7799999713897705,2.7799999713897705,3573900,79,72.0,,0.72,56.88,0.06999993324279874,0.02573526930386283
126,2019-10-17,12,0.010621993127147768,0.2408671216378966,PLUG,2.8299999237060547,3.0,2.799999952316284,2.940000057220459,2.940000057220459,8775600,88,72.0,,0.72,63.36,0.2100000381469722,0.07526883190618294
127,2019-10-22,2,0.007185567010309278,-0.3235198964736332,PLUG,2.950000047683716,3.0,2.819999933242798,2.900000095367432,2.900000095367432,3820800,89,72.0,,0.72,64.08,0.0,0.0
128,2019-10-24,5,0.008216494845360824,0.14347202295552375,PLUG,3.0,3.049999952316284,2.990000009536743,3.049999952316284,3.049999952316284,4338700,89,72.0,,0.72,64.08,0.04999995231628418,0.016666650772094727
129,2019-10-30,2,0.007185567010309278,-0.12547051442910917,PLUG,2.759999990463257,2.7699999809265137,2.5999999046325684,2.640000104904175,2.640000104904175,5163300,85,72.0,,0.72,61.2,-0.2799999713897705,-0.09180327074337424
130,2019-11-01,2,0.007185567010309278,0.0,PLUG,2.700000047683716,2.819999933242798,2.700000047683716,2.7799999713897705,2.7799999713897705,4398900,70,78.0,False,0.78,54.6,0.04999995231628418,0.01805052442619881
131,2019-11-06,20,0.013371134020618555,0.8608321377331418,PLUG,2.799999952316284,2.8499999046325684,2.7300000190734863,2.8499999046325684,2.8499999046325684,5770400,68,78.0,,0.78,53.04,0.029999971389770508,0.010638287978706584
132,2019-11-07,12,0.010621993127147768,-0.20560267283474665,PLUG,2.720000028610229,2.759999990463257,2.549999952316284,2.6600000858306885,2.6600000858306885,7742700,73,78.0,,0.78,56.940000000000005,-0.08999991416931152,-0.031578918309091875
133,2019-11-12,2,0.007185567010309278,0.0,PLUG,3.0199999809265137,3.190000057220459,2.9800000190734863,3.069999933242798,3.069999933242798,15589700,75,78.0,,0.78,58.5,0.43000006675720215,0.15579712617499974
134,2019-11-14,3,0.007529209621993127,0.04782400765184125,PLUG,3.619999885559082,3.650000095367432,3.240000009536743,3.4200000762939453,3.4200000762939453,19019400,72,78.0,,0.78,56.16,0.4600000381469731,0.14420063633095492
135,2019-11-15,1,0.00684192439862543,-0.0912825193975354,PLUG,3.430000066757202,3.609999895095825,3.359999895095825,3.490000009536743,3.490000009536743,13233000,73,78.0,,0.78,56.940000000000005,-0.04000020027160689,-0.010958958692186105
136,2019-11-18,6,0.008560137457044674,0.2511300853842291,PLUG,3.559999942779541,3.7699999809265137,3.5199999809265137,3.75,3.75,13490500,75,78.0,,0.78,58.5,0.16000008583068848,0.04432135470365206
137,2019-11-19,1,0.00684192439862543,-0.2007226013649137,PLUG,3.670000076293945,3.690000057220459,3.289999961853028,3.390000104904175,3.390000104904175,18437500,73,78.0,,0.78,56.940000000000005,-0.07999992370605469,-0.021220139021431494
138,2019-11-20,2,0.007185567010309278,0.05022601707684582,PLUG,3.4100000858306885,3.5899999141693115,3.3299999237060547,3.4800000190734863,3.4800000190734863,7831400,72,78.0,,0.78,56.16,-0.10000014305114746,-0.027100309349716856
139,2019-11-25,1,0.00684192439862543,-0.04782400765184114,PLUG,3.470000028610229,3.809999942779541,3.4200000762939453,3.700000047683716,3.700000047683716,17256400,76,78.0,,0.78,59.28,0.2200000286102295,0.06128134648190797
140,2019-11-26,1,0.00684192439862543,0.0,PLUG,3.7300000190734863,3.910000085830689,3.670000076293945,3.900000095367432,3.900000095367432,13586900,78,78.0,,0.78,60.84,0.1000001430511479,0.02624675710052471
141,2019-11-27,8,0.00924742268041237,0.3515821195379205,PLUG,3.990000009536743,4.039999961853027,3.920000076293945,4.0,4.0,13575100,80,78.0,,0.78,62.400000000000006,0.12999987602233842,0.03324804940374304
142,2019-11-29,2,0.007185567010309278,-0.12547051442910917,PLUG,3.990000009536743,3.990000009536743,3.7300000190734863,3.900000095367432,3.900000095367432,6699500,87,78.0,,0.78,67.86,-0.04999995231628418,-0.012376225937722696
143,2019-12-02,1,0.00684192439862543,-0.16729401923881215,PLUG,3.910000085830689,4.010000228881836,3.660000085830689,3.799999952316284,3.799999952316284,10259600,89,82.0,,0.82,72.97999999999999,0.020000219345092773,0.005012586290047416
144,2019-12-03,1,0.00684192439862543,0.0,PLUG,3.400000095367432,3.490000009536743,3.1700000762939453,3.380000114440918,3.380000114440918,18873900,86,82.0,,0.82,70.52,-0.5200002193450928,-0.12967585777173174
145,2019-12-04,2,0.007185567010309278,0.05022601707684582,PLUG,3.450000047683716,3.5199999809265137,3.289999961853028,3.299999952316284,3.299999952316284,8491900,80,82.0,,0.82,65.6,0.029999971389770508,0.00859598031741915
146,2019-12-09,2,0.007185567010309278,0.0,PLUG,3.2300000190734863,3.3299999237060547,2.930000066757202,3.0,3.0,15502700,78,82.0,,0.82,63.96,-0.19000005722045898,-0.05397728927556655
147,2019-12-11,7,0.008903780068728523,0.23912003825920625,PLUG,3.150000095367432,3.25,3.0899999141693115,3.220000028610229,3.220000028610229,11476600,78,82.0,,0.82,63.96,-0.07999992370605469,-0.024024001663345507
148,2019-12-13,2,0.007185567010309278,-0.192975685063682,PLUG,3.180000066757202,3.200000047683716,3.069999933242798,3.0899999141693115,3.0899999141693115,7270000,77,82.0,,0.82,63.13999999999999,-0.04999995231628418,-0.015384600712702867
149,2019-12-24,2,0.007185567010309278,0.0,PLUG,2.950000047683716,3.109999895095825,2.940000057220459,3.109999895095825,3.109999895095825,4804300,74,82.0,,0.82,60.68,-0.09000015258789062,-0.02812504726461995
150,2020-01-02,0,0.006498281786941581,-0.09564801530368239,PLUG,3.2100000381469727,3.2699999809265137,3.119999885559082,3.240000009536743,3.240000009536743,10698100,85,73.0,,0.73,62.05,0.16000008583068848,0.05144697467128334
151,2020-01-03,2,0.007185567010309278,0.10576414595452133,PLUG,3.200000047683716,3.299999952316284,3.140000104904175,3.2300000190734863,3.2300000190734863,7754900,88,73.0,,0.73,64.24,0.029999971389770508,0.009174303230812475
152,2020-01-06,12,0.010621993127147768,0.4782400765184125,PLUG,3.430000066757202,3.869999885559082,3.359999895095825,3.819999933242798,3.819999933242798,39410900,91,73.0,,0.73,66.42999999999999,0.5699999332427979,0.17272725499365915
153,2020-01-07,7,0.008903780068728523,-0.1617599482368166,PLUG,3.759999990463257,3.900000095367432,3.660000085830689,3.809999942779541,3.809999942779541,22220600,92,73.0,,0.73,67.16,0.030000209808350053,0.007751992427776466
154,2020-01-08,2,0.007185567010309278,-0.192975685063682,PLUG,3.75,4.199999809265137,3.75,4.079999923706055,4.079999923706055,30564000,84,73.0,,0.73,61.32,0.29999971389770463,0.07692300168250132
155,2020-01-09,29,0.016463917525773197,1.2912482065997133,PLUG,4.179999828338623,4.199999809265137,3.880000114440918,4.050000190734863,4.050000190734863,17390600,86,73.0,,0.73,62.78,0.0,0.0
156,2020-01-10,3,0.007529209621993127,-0.5426841995408057,PLUG,4.079999923706055,4.170000076293945,4.019999980926514,4.139999866485596,4.139999866485596,13966800,87,73.0,,0.73,63.51,-0.029999732971191406,-0.0071427938889455644
157,2020-01-13,17,0.012340206185567009,0.44158972300280985,PLUG,4.21999979019165,4.420000076293945,4.059999942779541,4.099999904632568,4.099999904632568,24579100,86,73.0,,0.73,62.78,0.25,0.05995203727242737
158,2020-01-14,1,0.00684192439862543,-0.4455583402951824,PLUG,4.099999904632568,4.139999866485596,3.829999923706055,4.039999961853027,4.039999961853027,18388500,84,73.0,,0.73,61.32,-0.2800002098083496,-0.06334846266408267
159,2020-01-15,1,0.00684192439862543,0.0,PLUG,4.0,4.239999771118164,3.950000047683716,4.199999809265137,4.199999809265137,11233500,83,73.0,,0.73,60.59,0.09999990463256836,0.024154567115350467
160,2020-01-16,6,0.008560137457044674,0.2511300853842291,PLUG,4.239999771118164,4.389999866485596,4.110000133514404,4.190000057220459,4.190000057220459,12759500,85,73.0,,0.73,62.05,0.15000009536743164,0.035377382892611386
161,2020-01-17,6,0.008560137457044674,0.0,PLUG,4.199999809265137,4.269999980926514,4.110000133514404,4.170000076293945,4.170000076293945,7915400,82,73.0,,0.73,59.86,-0.11999988555908203,-0.02733482669901488
162,2020-01-21,6,0.008560137457044674,-0.10748835542816204,PLUG,4.150000095367432,4.53000020980835,4.079999923706055,4.320000171661377,4.320000171661377,21413800,86,73.0,,0.73,62.78,0.26000022888183594,0.06088998361667919
163,2020-01-22,6,0.008560137457044674,0.0,PLUG,4.360000133514404,4.400000095367432,3.880000114440918,4.050000190734863,4.050000190734863,24725800,85,73.0,,0.73,62.05,-0.13000011444091797,-0.02869759567768715
164,2020-01-23,4,0.007872852233676977,-0.08028904054596542,PLUG,3.869999885559082,3.9700000286102295,3.819999933242798,3.930000066757202,3.930000066757202,11369500,83,73.0,,0.73,60.59,-0.43000006675720215,-0.09772728578118228
165,2020-01-27,2,0.007185567010309278,-0.16057808109193095,PLUG,3.7300000190734863,3.890000104904175,3.650000095367432,3.809999942779541,3.809999942779541,9249400,81,73.0,,0.73,59.13,-0.07999992370605469,-0.020151114138419857
166,2020-01-28,6,0.008560137457044674,0.191296030607365,PLUG,3.859999895095825,4.130000114440918,3.859999895095825,4.079999923706055,4.079999923706055,11133200,78,73.0,,0.73,56.94,0.24000000953674316,0.06169665888547704
167,2020-01-29,1,0.00684192439862543,-0.2007226013649137,PLUG,4.170000076293945,4.170000076293945,3.930000066757202,4.039999961853027,4.039999961853027,8774400,84,73.0,,0.73,61.32,0.039999961853027344,0.009685220519283666
168,2020-01-30,16,0.011996563573883161,0.7533902561526871,PLUG,3.9600000381469727,4.119999885559082,3.869999885559082,3.990000009536743,3.990000009536743,10989900,83,73.0,,0.73,60.59,-0.05000019073486328,-0.011990453194260065
169,2020-01-31,11,0.010278350515463917,-0.14322543683758238,PLUG,4.019999980926514,4.090000152587891,3.75,3.869999885559082,3.869999885559082,10758700,76,73.0,,0.73,55.48,-0.029999732971191406,-0.007281488787498014
170,2020-02-04,1,0.00684192439862543,-0.33433634236041454,PLUG,3.900000095367432,4.090000152587891,3.890000104904175,4.090000152587891,4.090000152587891,10169900,77,75.0,,0.75,57.75,0.0,0.0
171,2020-02-05,6,0.008560137457044674,0.2511300853842291,PLUG,4.079999923706055,4.320000171661377,4.059999942779541,4.130000114440918,4.130000114440918,11263900,78,75.0,,0.75,58.5,0.23000001907348633,0.056234721391870135
172,2020-02-06,1,0.00684192439862543,-0.2007226013649137,PLUG,4.170000076293945,4.309999942779541,4.139999866485596,4.25,4.25,8249600,78,75.0,,0.75,58.5,-0.010000228881835938,-0.002314867704736656
173,2020-02-07,2,0.007185567010309278,0.05022601707684582,PLUG,4.25,4.309999942779541,4.130000114440918,4.25,4.25,7425900,76,75.0,,0.75,57.0,0.0,0.0
174,2020-02-10,1,0.00684192439862543,-0.04782400765184114,PLUG,4.300000190734863,4.429999828338623,4.269999980926514,4.380000114440918,4.380000114440918,9929400,80,75.0,,0.75,60.0,0.11999988555908203,0.02784220119541203
175,2020-02-11,29,0.016463917525773197,1.406328478151683,PLUG,4.449999809265137,4.46999979019165,4.159999847412109,4.409999847412109,4.409999847412109,10141400,81,75.0,,0.75,60.75,0.039999961853027344,0.00902933711129017
176,2020-02-12,9,0.009591065292096222,-0.41744938426215816,PLUG,4.369999885559082,4.519999980926514,4.360000133514404,4.480000019073486,4.480000019073486,12085500,77,75.0,,0.75,57.75,0.05000019073486328,0.011185725521638101
177,2020-02-13,3,0.007529209621993127,-0.21497671085632397,PLUG,4.449999809265137,4.519999980926514,4.28000020980835,4.460000038146973,4.460000038146973,9920900,77,75.0,,0.75,57.75,0.0,0.0
178,2020-02-18,58,0.026429553264604812,1.6603251470079559,PLUG,4.519999980926514,5.010000228881836,4.480000019073486,4.849999904632568,4.849999904632568,31181600,82,75.0,,0.75,61.5,0.49000024795532227,0.10840713496084597
179,2020-02-19,187,0.07075945017182131,1.6772851384735405,PLUG,5.269999980926514,5.78000020980835,5.0,5.71999979019165,5.71999979019165,52166000,89,75.0,,0.75,66.75,0.7699999809265137,0.15369260394192974
180,2020-02-20,107,0.043268041237113405,-0.38851925598562476,PLUG,5.949999809265137,6.050000190734863,5.099999904632568,5.510000228881836,5.510000228881836,69794900,87,75.0,,0.75,65.25,0.26999998092651367,0.04671279777262605
181,2020-02-21,17,0.012340206185567009,-0.7147962830593282,PLUG,5.650000095367432,5.760000228881836,5.320000171661377,5.570000171661377,5.570000171661377,24450900,86,75.0,,0.75,64.5,-0.28999996185302734,-0.047933876481052184
182,2020-02-24,2,0.007185567010309278,-0.12547051442910917,PLUG,4.909999847412109,5.329999923706055,4.869999885559082,5.199999809265137,5.199999809265137,24396300,85,75.0,,0.75,63.75,-0.43000030517578125,-0.07465282779324744
183,2020-02-25,6,0.008560137457044674,0.191296030607365,PLUG,5.440000057220459,5.440000057220459,4.699999809265137,4.829999923706055,4.829999923706055,29403200,85,75.0,,0.75,63.75,0.1100001335144043,0.020637924031698507
184,2020-02-26,4,0.007872852233676977,-0.08028904054596542,PLUG,4.699999809265137,5.090000152587891,4.599999904632568,4.75,4.75,23484200,80,75.0,,0.75,60.0,-0.34999990463256836,-0.06433821708660037
185,2020-02-27,1,0.00684192439862543,-0.13094718463553046,PLUG,4.300000190734863,4.539999961853027,4.039999961853027,4.039999961853027,4.039999961853027,28485800,80,75.0,,0.75,60.0,-0.5500001907348633,-0.10805504405637956
186,2020-02-28,1,0.00684192439862543,0.0,PLUG,3.859999895095825,4.340000152587891,3.819999933242798,4.340000152587891,4.340000152587891,27660600,81,75.0,,0.75,60.75,-0.19999980926513672,-0.04405282179418912
187,2020-03-02,1,0.00684192439862543,-0.26012634708286875,PLUG,4.599999904632568,4.650000095367432,4.050000190734863,4.360000133514404,4.360000133514404,31294000,85,74.0,,0.74,62.9,0.309999942779541,0.07142855573281293
188,2020-03-03,2,0.007185567010309278,0.05022601707684582,PLUG,4.519999980926514,4.71999979019165,4.360000133514404,4.510000228881836,4.510000228881836,23812500,85,74.0,,0.74,62.9,0.06999969482421875,0.015053697502921848
189,2020-03-04,2,0.007185567010309278,0.0,PLUG,4.599999904632568,4.800000190734863,4.449999809265137,4.760000228881836,4.760000228881836,17696200,79,74.0,,0.74,58.46,0.08000040054321289,0.016949238156632296
190,2020-03-09,1,0.00684192439862543,-0.04782400765184114,PLUG,3.7699999809265137,4.199999809265137,3.75,3.930000066757202,3.930000066757202,17549700,83,74.0,,0.74,61.42,-0.6000003814697266,-0.12500007450580297
191,2020-03-12,1,0.00684192439862543,0.0,PLUG,3.2300000190734863,3.490000009536743,3.200000047683716,3.2699999809265137,3.2699999809265137,20183700,76,74.0,,0.74,56.24,-0.7099997997283936,-0.16904757904087153
192,2020-03-16,2,0.007185567010309278,0.05022601707684582,PLUG,2.9200000762939453,3.200000047683716,2.680000066757202,2.759999990463257,2.759999990463257,17296700,75,74.0,,0.74,55.5,-0.28999996185302734,-0.08309454471649746
193,2020-03-17,1,0.00684192439862543,-0.04782400765184114,PLUG,2.8399999141693115,3.299999952316284,2.5299999713897705,3.2799999713897705,3.2799999713897705,19723500,75,74.0,,0.74,55.5,0.09999990463256836,0.03124996973201677
194,2020-03-20,2,0.007185567010309278,0.05022601707684582,PLUG,3.289999961853028,3.3499999046325684,3.0299999713897705,3.319999933242798,3.319999933242798,24218800,80,74.0,,0.74,59.2,0.04999995231628418,0.015151500920837613
195,2020-03-26,1,0.00684192439862543,-0.04782400765184114,PLUG,3.900000095367432,4.03000020980835,3.680000066757202,3.809999942779541,3.809999942779541,12172500,81,74.0,,0.74,59.94,0.6800003051757812,0.20298517150267337
196,2020-03-30,2,0.007185567010309278,0.05022601707684582,PLUG,3.7100000381469727,3.75,3.509999990463257,3.5799999237060547,3.5799999237060547,11971300,86,74.0,,0.74,63.64,-0.2800002098083496,-0.06947895663302339
197,2020-04-08,97,0.039831615120274916,4.543280726924917,PLUG,3.690000057220459,3.930000066757202,3.660000085830689,3.819999933242798,3.819999933242798,11846800,83,83.0,,0.83,68.89,0.18000006675720215,0.04800001780192065
198,2020-04-13,1,0.00684192439862543,-0.04782400765184114,PLUG,3.799999952316284,4.119999885559082,3.700000047683716,4.119999885559082,4.119999885559082,11544300,76,83.0,,0.83,63.08,0.18999981880187988,0.048346009052019134
199,2020-04-16,1,0.00684192439862543,0.0,PLUG,4.21999979019165,4.570000171661377,4.159999847412109,4.489999771118164,4.489999771118164,13172000,84,83.0,,0.83,69.72,0.4500002861022949,0.10922337344706756
200,2020-04-20,1,0.00684192439862543,0.0,PLUG,4.429999828338623,4.590000152587891,4.369999885559082,4.420000076293945,4.420000076293945,10440700,86,83.0,,0.83,71.38,0.019999980926513672,0.004376363276862305
201,2020-04-21,-4,0.005123711340206186,-0.251130085384229,PLUG,4.340000152587891,4.389999866485596,4.139999866485596,4.21999979019165,4.21999979019165,8788300,85,83.0,,0.83,70.55,-0.20000028610229492,-0.04357304563258735
202,2020-04-22,23,0.014402061855670101,1.8108651911468807,PLUG,4.329999923706055,4.420000076293945,4.269999980926514,4.329999923706055,4.329999923706055,7169600,85,83.0,,0.83,70.55,0.03000020980834961,0.006833760984226611
203,2020-04-23,24,0.014745704467353953,0.02386065378191371,PLUG,4.349999904632568,4.440000057220459,4.260000228881836,4.300000190734863,4.300000190734863,6479200,80,83.0,,0.83,66.39999999999999,0.019999980926513672,0.0045248824844552615
204,2020-04-24,8,0.00924742268041237,-0.372873456070846,PLUG,4.320000171661377,4.400000095367432,4.239999771118164,4.400000095367432,4.400000095367432,5153000,82,83.0,,0.83,68.06,-0.039999961853027344,-0.009009000301245074
205,2020-04-27,20,0.013371134020618555,0.4459308807134894,PLUG,4.440000057220459,4.579999923706055,4.429999828338623,4.5,4.5,6496300,86,83.0,,0.83,71.38,0.17999982833862305,0.04090905100846176
206,2020-04-28,6,0.008560137457044674,-0.3598046774608069,PLUG,4.550000190734863,4.599999904632568,4.329999923706055,4.440000057220459,4.440000057220459,6706500,85,83.0,,0.83,70.55,0.019999980926513672,0.004366808135300104
207,2020-04-30,2,0.007185567010309278,-0.16057808109193095,PLUG,4.360000133514404,4.400000095367432,4.179999828338623,4.179999828338623,4.179999828338623,7982700,84,83.0,,0.83,69.72,-0.19999980926513672,-0.04347822030685711
208,2020-05-01,1,0.00684192439862543,-0.04782400765184114,PLUG,4.110000133514404,4.159999847412109,3.7899999618530273,3.920000076293945,3.920000076293945,10378400,76,88.0,False,0.88,66.88,-0.24000024795532227,-0.05454550971669481
209,2020-05-04,7,0.008903780068728523,0.040144520272982875,PLUG,3.910000085830689,4.130000114440918,3.890000104904175,4.090000152587891,4.090000152587891,7136300,82,88.0,,0.88,72.16,-0.029999732971191406,-0.007211474536436335
210,2020-05-06,10,0.009934707903780069,0.11578541103820905,PLUG,4.210000038146973,4.25,4.099999904632568,4.170000076293945,4.170000076293945,6284000,76,88.0,,0.88,66.88,0.11999988555908203,0.02905566155785122
211,2020-05-07,25,0.0150893470790378,0.5188516084399861,PLUG,4.190000057220459,4.369999885559082,4.179999828338623,4.369999885559082,4.369999885559082,8861000,79,88.0,,0.88,69.52,0.11999988555908203,0.028235267190372282
212,2020-05-08,2,0.007185567010309278,-0.5237986791163745,PLUG,4.389999866485596,4.570000171661377,4.230000019073486,4.550000190734863,4.550000190734863,9148600,77,88.0,,0.88,67.76,0.20000028610229492,0.045766657057179305
213,2020-05-11,4,0.007872852233676977,-0.43999022243950126,PLUG,4.449999809265137,4.510000228881836,4.300000190734863,4.309999942779541,4.309999942779541,9185500,77,88.0,,0.88,67.76,-0.059999942779541016,-0.013129089830587137
214,2020-05-12,16,0.011996563573883161,0.5237887385421212,PLUG,4.369999885559082,4.539999961853027,4.260000228881836,4.28000020980835,4.28000020980835,9233900,78,88.0,,0.88,68.64,0.029999732971191406,0.006651825154924573
215,2020-05-13,3,0.007529209621993127,-0.37238613577771407,PLUG,4.25,4.440000057220459,3.9700000286102295,4.110000133514404,4.110000133514404,16999800,78,88.0,,0.88,68.64,-0.09999990463256836,-0.02202641089709456
216,2020-05-14,7,0.008903780068728523,0.1825650387950708,PLUG,4.059999942779541,4.079999923706055,3.799999952316284,4.059999942779541,4.059999942779541,17036400,75,88.0,,0.88,66.0,-0.3600001335144043,-0.08108111010696084
217,2020-05-15,21,0.013714776632302406,0.5403319181783095,PLUG,4.0,4.119999885559082,3.859999895095825,4.079999923706055,4.079999923706055,6831400,83,88.0,,0.88,73.04,0.039999961853027344,0.00980391240220757
218,2020-05-18,14,0.011309278350515463,0.3764115432873274,PLUG,4.230000019073486,4.25,4.119999885559082,4.170000076293945,4.170000076293945,7485500,82,88.0,,0.88,72.16,0.13000011444091797,0.031553426711631305
219,2020-05-19,2,0.007185567010309278,-0.3646308113035551,PLUG,4.150000095367432,4.369999885559082,4.139999866485596,4.170000076293945,4.170000076293945,9076900,80,88.0,,0.88,70.4,0.11999988555908203,0.028235267190372282
220,2020-05-20,6,0.008560137457044674,0.191296030607365,PLUG,4.260000228881836,4.340000152587891,4.179999828338623,4.21999979019165,4.21999979019165,6979900,81,88.0,,0.88,71.28,-0.029999732971191406,-0.006864927633139617
221,2020-05-22,1,0.00684192439862543,-0.2007226013649137,PLUG,4.170000076293945,4.170000076293945,4.050000190734863,4.110000133514404,4.110000133514404,4939500,80,88.0,,0.88,70.4,-0.1700000762939453,-0.03917052311451563
222,2020-05-27,14,0.011309278350515463,0.5738880918220945,PLUG,4.28000020980835,4.380000114440918,4.03000020980835,4.329999923706055,4.329999923706055,13745100,82,88.0,,0.88,72.16,0.21000003814697266,0.050359720456794044
223,2020-05-28,2,0.007185567010309278,-0.3646308113035551,PLUG,4.289999961853027,4.510000228881836,4.21999979019165,4.25,4.25,14081200,80,88.0,,0.88,70.4,0.13000011444091797,0.029680390649375887
224,2020-05-29,4,0.007872852233676977,0.0956480153036825,PLUG,4.269999980926514,4.28000020980835,4.090000152587891,4.210000038146973,4.210000038146973,11846300,78,88.0,,0.88,68.64,-0.23000001907348633,-0.05099778434612412
225,2020-06-02,11,0.010278350515463917,0.30554343081623725,PLUG,4.300000190734863,4.309999942779541,4.110000133514404,4.150000095367432,4.150000095367432,11980400,80,94.0,,0.94,75.19999999999999,0.029999732971191406,0.00700928306088433
226,2020-06-03,24,0.014745704467353953,0.4346372450685392,PLUG,4.170000076293945,4.199999809265137,4.119999885559082,4.170000076293945,4.170000076293945,7583400,83,94.0,,0.94,78.02,-0.1100001335144043,-0.02552207307999743
227,2020-06-04,2,0.007185567010309278,-0.5127010020974132,PLUG,4.25,5.0,4.210000038146973,5.0,5.0,33028500,87,94.0,,0.94,81.78,0.8000001907348633,0.19047624453936285
228,2020-06-05,14,0.011309278350515463,0.5738880918220945,PLUG,5.050000190734863,5.099999904632568,4.75,4.880000114440918,4.880000114440918,24537100,86,94.0,,0.94,80.83999999999999,0.09999990463256836,0.019999980926513672
229,2020-06-08,14,0.011309278350515463,0.4364906154517676,PLUG,5.0,5.300000190734863,4.929999828338623,5.28000020980835,5.28000020980835,18109800,85,94.0,,0.94,79.89999999999999,0.20000028610229492,0.039215743106313594
230,2020-06-09,1,0.00684192439862543,-0.39501671224551804,PLUG,5.150000095367432,5.320000171661377,5.070000171661377,5.099999904632568,5.099999904632568,13107600,88,94.0,,0.94,82.72,0.019999980926513672,0.003773581171086837
231,2020-06-10,4,0.007872852233676977,0.15067805123053746,PLUG,5.289999961853027,5.96999979019165,5.190000057220459,5.659999847412109,5.659999847412109,39394200,89,94.0,,0.94,83.66,0.6499996185302734,0.12218037548056793
232,2020-06-11,4,0.007872852233676977,0.0,PLUG,5.429999828338623,5.429999828338623,4.71999979019165,4.75,4.75,25600100,86,94.0,,0.94,80.83999999999999,-0.5399999618530273,-0.09045225809558899
233,2020-06-12,9,0.009591065292096222,0.2182453077258839,PLUG,5.159999847412109,5.360000133514404,4.880000114440918,5.059999942779541,5.059999942779541,15587300,87,94.0,,0.94,81.78,-0.06999969482421875,-0.012891288588794625
234,2020-06-15,1,0.00684192439862543,0.05288207297726055,PLUG,4.949999809265137,5.269999980926514,4.829999923706055,5.210000038146973,5.210000038146973,11289300,87,94.0,,0.94,81.78,-0.09000015258789062,-0.016791072825753872
235,2020-06-17,2,0.007185567010309278,0.05022601707684582,PLUG,5.489999771118164,5.510000228881836,5.25,5.289999961853027,5.289999961853027,10316300,84,94.0,,0.94,78.96,0.24000024795532227,0.045540844179116746
236,2020-06-18,1,0.00684192439862543,-0.04782400765184114,PLUG,5.170000076293945,5.449999809265137,5.119999885559082,5.389999866485596,5.389999866485596,8186200,87,94.0,,0.94,81.78,-0.06000041961669922,-0.010889367899150737
237,2020-06-19,11,0.010278350515463917,0.502260170768458,PLUG,5.440000057220459,5.639999866485596,5.349999904632568,5.480000019073486,5.480000019073486,14987000,87,94.0,,0.94,81.78,0.19000005722045898,0.034862397040354764
238,2020-06-22,4,0.007872852233676977,-0.5218117303276978,PLUG,5.46999979019165,5.610000133514404,5.389999866485596,5.570000171661377,5.570000171661377,9008400,90,94.0,,0.94,84.6,-0.029999732971191406,-0.005319101716554586
239,2020-06-23,4,0.007872852233676977,0.0,PLUG,6.03000020980835,7.03000020980835,5.96999979019165,6.429999828338623,6.429999828338623,69169600,94,94.0,,0.94,88.36,1.4200000762939453,0.25311943716557117
240,2020-06-24,10,0.009934707903780069,0.2618943692710607,PLUG,7.25,7.809999942779541,6.909999847412109,7.570000171661377,7.570000171661377,87133400,96,94.0,,0.94,90.24,0.7799997329711914,0.11095301702593496
241,2020-06-25,2,0.007185567010309278,-0.2767208578346594,PLUG,7.429999828338623,7.53000020980835,7.070000171661377,7.349999904632568,7.349999904632568,33448100,91,94.0,,0.94,85.53999999999999,-0.2799997329711914,-0.03585143854323014
242,2020-06-26,4,0.007872852233676977,0.0956480153036825,PLUG,7.25,7.28000020980835,6.619999885559082,6.829999923706055,6.829999923706055,29148100,90,94.0,,0.94,84.6,-0.25,-0.03320053028343317
243,2020-06-29,1,0.00684192439862543,-0.3113109650639917,PLUG,7.070000171661377,8.260000228881836,7.059999942779541,7.989999771118164,7.989999771118164,46928500,92,94.0,,0.94,86.47999999999999,0.9800000190734863,0.13461538335577683
244,2020-06-30,2,0.007185567010309278,0.05022601707684582,PLUG,8.270000457763672,8.34000015258789,7.739999771118164,8.210000038146973,8.210000038146973,34003600,93,94.0,,0.94,87.42,0.07999992370605469,0.009685220519283666
245,2020-07-01,2,0.007185567010309278,0.0,PLUG,8.640000343322754,9.3100004196167,8.4399995803833,8.869999885559082,8.869999885559082,55809100,100,92.0,False,0.92,92.0,0.9700002670288086,0.11630698432635156
246,2020-07-02,3,0.007529209621993127,0.04782400765184125,PLUG,9.520000457763672,9.649999618530272,8.949999809265137,9.100000381469728,9.100000381469728,38140000,98,92.0,,0.92,90.16,0.33999919891357244,0.03651978341452855
