,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,NIO_unscaled,NIO_monthly,isPartial,scale,NIO,Stock_Price_Change,Stock_Price_Change_Percent
0,2018-09-12,11,0.0034064756070881644,1.056663584731211,NIO,6.0,6.929999828338623,5.349999904632568,6.599999904632568,6.599999904632568,66849000,50,14.0,,0.14,7.000000000000001,,
1,2018-09-13,51,0.012157295996499673,2.5688780425149322,NIO,6.619999885559082,12.6899995803833,6.519999980926514,11.600000381469728,11.600000381469728,158346500,79,14.0,,0.14,11.06,5.759999752044678,0.8311688159775268
2,2018-09-14,77,0.017845329249617153,0.46786993215885975,NIO,12.65999984741211,13.800000190734863,9.220000267028809,9.899999618530272,9.899999618530272,172473600,100,14.0,,0.14,14.000000000000002,1.1100006103515625,0.08747050016198932
3,2018-09-17,18,0.004937869175235178,0.21538958591352086,NIO,9.609999656677246,9.75,8.5,8.5,8.5,56323900,41,14.0,,0.14,5.74,-4.050000190734863,-0.29347827063466125
4,2018-09-18,8,0.0027501640778823016,-0.4430463869567143,NIO,8.729999542236328,9.100000381469728,7.670000076293945,7.679999828338623,7.679999828338623,41827600,30,14.0,,0.14,4.2,-0.6499996185302717,-0.06666662754156627
5,2018-09-19,18,0.004937869175235178,0.7954816641476412,NIO,7.880000114440918,9.149999618530272,7.539999961853027,8.5,8.5,48306500,26,14.0,,0.14,3.640000000000001,0.04999923706054332,0.0054944214246799294
6,2018-09-20,7,0.0025313935681470136,-0.48735102565238586,NIO,9.06999969482422,9.470000267028809,8.420000076293945,8.779999732971191,8.779999732971191,40275000,26,14.0,,0.14,3.640000000000001,0.32000064849853693,0.03497274992782318
7,2018-09-21,6,0.002312623058411726,-0.08642295393656552,NIO,9.050000190734863,9.06999969482422,8.5,8.59000015258789,8.59000015258789,15118500,19,14.0,,0.14,2.66,-0.40000057220458807,-0.042238707595104175
8,2018-09-25,1,0.0012187705097352877,0.0,NIO,8.0600004196167,8.1899995803833,7.5,7.579999923706055,7.579999923706055,18909300,15,14.0,,0.14,2.1,-0.8800001144409197,-0.09702316913451392
9,2018-09-26,2,0.0014375410194705754,0.17950098725542984,NIO,7.590000152587891,7.760000228881836,7.5,7.5,7.5,11088300,13,14.0,,0.14,1.8200000000000005,-0.42999935150146484,-0.05250297601130527
10,2018-09-28,3,0.001656311529205863,0.15218383807639624,NIO,6.96999979019165,7.28000020980835,6.679999828338623,6.980000019073486,6.980000019073486,21813600,13,14.0,,0.14,1.8200000000000005,-0.48000001907348633,-0.06185567073657816
11,2018-10-01,1,0.0012187705097352877,-0.26416589618280284,NIO,7.059999942779541,7.079999923706055,6.599999904632568,6.599999904632568,6.599999904632568,16429100,30,8.0,False,0.08,2.4,-0.20000028610229492,-0.0274725659805386
12,2018-10-02,16,0.004500328155764603,2.6925148088314486,NIO,6.599999904632568,6.599999904632568,5.869999885559082,5.929999828338623,5.929999828338623,19440000,32,8.0,,0.08,2.56,-0.48000001907348633,-0.06779661359406175
13,2018-10-03,13,0.00384401662655874,-0.14583637159107488,NIO,6.119999885559082,6.550000190734863,6.119999885559082,6.300000190734863,6.300000190734863,13251200,33,8.0,,0.08,2.64,-0.04999971389770508,-0.007575714336391148
14,2018-10-04,2,0.0014375410194705754,-0.62603152922429,NIO,6.190000057220459,6.25,6.0,6.25,6.25,11896600,30,8.0,,0.08,2.4,-0.3000001907348633,-0.04580155450365042
15,2018-10-05,7,0.0025313935681470136,0.7609191903819812,NIO,6.199999809265137,6.289999961853027,6.03000020980835,6.260000228881836,6.260000228881836,8378300,29,8.0,,0.08,2.32,0.039999961853027344,0.006399993896484268
16,2018-10-08,8,0.0027501640778823016,0.6604147404570071,NIO,6.070000171661377,6.179999828338623,5.949999809265137,6.039999961853027,6.039999961853027,11508800,27,8.0,,0.08,2.16,-0.1100001335144043,-0.01748809764412118
17,2018-10-09,60,0.014126230584117262,4.1365046535677354,NIO,6.190000057220459,7.400000095367432,6.099999904632568,7.389999866485596,7.389999866485596,38464400,67,8.0,,0.08,5.36,1.2200002670288086,0.19741105192826236
18,2018-10-10,47,0.011282213957558521,-0.20132876988121606,NIO,8.100000381469727,8.350000381469727,7.389999866485596,7.75,7.75,74971100,100,8.0,,0.08,8.0,0.9500002861022949,0.12837841538637496
19,2018-10-11,12,0.0036252461168234523,-0.6786760000775629,NIO,7.440000057220459,7.550000190734863,6.920000076293945,7.179999828338623,7.179999828338623,22730000,54,8.0,,0.08,4.32,-0.8000001907348633,-0.09580840169902494
20,2018-10-12,5,0.0020938525486764387,-0.42242471788063474,NIO,7.460000038146973,7.75,7.28000020980835,7.460000038146973,7.460000038146973,14545400,36,8.0,,0.08,2.88,0.19999980926513672,0.026490040293054573
21,2018-10-15,6,0.002312623058411726,0.39624884427420426,NIO,7.860000133514404,8.300000190734863,7.699999809265137,7.820000171661377,7.820000171661377,26781700,47,8.0,,0.08,3.76,0.5500001907348633,0.07096776654643389
22,2018-10-16,6,0.002312623058411726,0.0,NIO,8.0600004196167,8.199999809265137,7.829999923706055,8.039999961853027,8.039999961853027,17490500,48,8.0,,0.08,3.84,-0.10000038146972656,-0.0120482384544226
23,2018-10-17,8,0.0027501640778823016,0.18919685933213515,NIO,8.119999885559082,8.15999984741211,7.730000019073486,7.769999980926514,7.769999980926514,11705300,33,8.0,,0.08,2.64,-0.039999961853027344,-0.004878044241882984
24,2018-10-18,5,0.0020938525486764387,-0.23864449924429232,NIO,7.599999904632568,7.670000076293945,7.260000228881836,7.5,7.5,11906000,29,8.0,,0.08,2.32,-0.48999977111816406,-0.06004899268148445
25,2018-10-19,5,0.0020938525486764387,0.0,NIO,7.590000152587891,7.75,7.21999979019165,7.320000171661377,7.320000171661377,7336200,23,8.0,,0.08,1.84,0.07999992370605469,0.010430237667573783
