,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,AMD_unscaled,AMD_monthly,isPartial,scale,AMD,Stock_Price_Change,Stock_Price_Change_Percent
26,2016-06-16,2,0.0032476961114857273,0.0,AMD,4.5,4.75,4.460000038146973,4.75,4.75,34182700,67,65.0,,0.65,43.55,0.26999998092651367,0.06026785262879364
27,2016-06-17,7,0.00437154416722859,0.3460447089763994,AMD,4.75,5.269999980926514,4.679999828338623,5.260000228881836,5.260000228881836,64894100,73,65.0,,0.65,47.45,0.5199999809265137,0.10947368019505554
28,2016-06-20,3,0.0034724657226342997,0.06920894179527992,AMD,5.389999866485596,5.449999809265137,5.090000152587891,5.099999904632568,5.099999904632568,43541300,71,65.0,,0.65,46.15,0.17999982833862305,0.03415556527326169
29,2016-06-21,2,0.0032476961114857273,-0.06472910868017334,AMD,5.099999904632568,5.5,5.090000152587891,5.449999809265137,5.449999809265137,35864600,69,65.0,,0.65,44.85,0.05000019073486328,0.009174347244904846
30,2016-06-22,5,0.003922004944931445,0.20762682538583976,AMD,5.460000038146973,5.519999980926514,4.960000038146973,5.019999980926514,5.019999980926514,47943300,79,65.0,,0.65,51.35,0.019999980926513672,0.0036363601684570312
31,2016-06-23,7,0.00437154416722859,0.11461974898274963,AMD,5.170000076293945,5.260000228881836,5.050000190734863,5.210000038146973,5.210000038146973,29159200,67,65.0,,0.65,43.55,-0.25999975204467773,-0.047101404518671286
32,2016-06-24,2,0.0032476961114857273,-0.2570826263561107,AMD,4.820000171661377,5.070000171661377,4.760000228881836,4.880000114440918,4.880000114440918,36735200,73,65.0,,0.65,47.45,-0.19000005722045898,-0.03612168231043
33,2016-06-27,1,0.0030229265003371545,0.0,AMD,4.880000114440918,5.050000190734863,4.650000095367432,4.71999979019165,4.71999979019165,31025300,77,65.0,,0.65,50.05,-0.019999980926513672,-0.003944769279950466
34,2016-06-28,8,0.004596313778377163,0.5204847944085063,AMD,4.949999809265137,5.190000057220459,4.909999847412109,5.119999885559082,5.119999885559082,29221400,78,65.0,,0.65,50.7,0.1399998664855957,0.0277227447916637
35,2016-06-29,9,0.004821083389525737,0.04890214680424476,AMD,5.309999942779541,5.400000095367432,5.099999904632568,5.130000114440918,5.130000114440918,33118300,93,65.0,,0.65,60.45,0.21000003814697266,0.040462434649652046
36,2016-06-30,21,0.007518318723308609,0.5594666418014824,AMD,5.130000114440918,5.190000057220459,4.949999809265137,5.139999866485596,5.139999866485596,26124800,80,65.0,,0.65,52.0,-0.21000003814697266,-0.03888889526634043
37,2016-07-01,6,0.004146774556080018,-0.44844389966815157,AMD,5.090000152587891,5.139999866485596,5.0,5.070000171661377,5.070000171661377,18255900,100,60.0,False,0.6,60.0,-0.05000019073486328,-0.009633948012255145
38,2016-07-05,6,0.004146774556080018,0.3717748531489329,AMD,5.03000020980835,5.050000190734863,4.880000114440918,4.960000038146973,4.960000038146973,16332500,84,60.0,,0.6,50.4,-0.08999967575073242,-0.017509664997767516
39,2016-07-06,5,0.003922004944931445,-0.05420347986340712,AMD,4.909999847412109,5.110000133514404,4.900000095367432,5.039999961853027,5.039999961853027,19392900,84,60.0,,0.6,50.4,0.059999942779541016,0.011881176339284538
40,2016-07-07,2,0.0032476961114857273,-0.17192962347412455,AMD,5.070000171661377,5.099999904632568,4.940000057220459,5.019999980926514,5.019999980926514,15813800,81,60.0,,0.6,48.6,-0.010000228881835938,-0.0019569919022601745
41,2016-07-08,2,0.0032476961114857273,0.0,AMD,4.840000152587891,5.150000095367432,4.820000171661377,5.099999904632568,5.099999904632568,28140700,80,60.0,,0.6,48.0,0.05000019073486328,0.009803959150949337
42,2016-07-11,1,0.0030229265003371545,0.0,AMD,5.130000114440918,5.190000057220459,5.0,5.010000228881836,5.010000228881836,21027900,77,60.0,,0.6,46.2,0.039999961853027344,0.007766982740254447
43,2016-07-12,8,0.004596313778377163,0.5204847944085063,AMD,5.010000228881836,5.170000076293945,5.010000228881836,5.139999866485596,5.139999866485596,20832500,80,60.0,,0.6,48.0,-0.019999980926513672,-0.003853560829674585
44,2016-07-13,3,0.0034724657226342997,-0.24451073402122359,AMD,5.139999866485596,5.190000057220459,5.039999961853027,5.090000152587891,5.090000152587891,14032500,81,60.0,,0.6,48.6,0.019999980926513672,0.003868468207228748
45,2016-07-14,3,0.0034724657226342997,0.0,AMD,5.150000095367432,5.239999771118164,5.059999942779541,5.170000076293945,5.170000076293945,20050100,80,60.0,,0.6,48.0,0.04999971389770508,0.00963385613611778
46,2016-07-15,1,0.0030229265003371545,-0.1294582173603469,AMD,5.199999809265137,5.199999809265137,5.099999904632568,5.139999866485596,5.139999866485596,14219300,85,60.0,,0.6,51.0,-0.039999961853027344,-0.007633580839735754
47,2016-07-18,5,0.003922004944931445,0.0,AMD,5.190000057220459,5.570000171661377,5.130000114440918,5.510000228881836,5.510000228881836,38619400,84,60.0,,0.6,50.4,0.37000036239624023,0.07115391845534091
48,2016-07-19,3,0.0034724657226342997,-0.11461974898274974,AMD,5.5,5.550000190734863,5.340000152587891,5.409999847412109,5.409999847412109,23439600,83,60.0,,0.6,49.8,-0.019999980926513672,-0.0035906607379059263
49,2016-07-20,9,0.004821083389525737,0.38837465208104094,AMD,5.480000019073486,5.5,5.400000095367432,5.409999847412109,5.409999847412109,20102400,83,60.0,,0.6,49.8,-0.05000019073486328,-0.009009043066040445
50,2016-07-21,31,0.009766014834794334,1.0256888433027176,AMD,5.429999828338623,5.449999809265137,5.099999904632568,5.21999979019165,5.21999979019165,40242000,89,60.0,,0.6,53.4,-0.05000019073486328,-0.009090943769975102
51,2016-07-22,10,0.005045853000674309,-0.4833252779120347,AMD,5.730000019073486,5.96999979019165,5.449999809265137,5.840000152587891,5.840000152587891,101838300,91,60.0,,0.6,54.6,0.5199999809265137,0.09541284387615945
52,2016-07-25,9,0.004821083389525737,0.3039698461912579,AMD,5.929999828338623,6.949999809265137,5.920000076293945,6.699999809265137,6.699999809265137,118328600,95,60.0,,0.6,57.0,0.9800000190734863,0.16415411281648074
53,2016-07-26,3,0.0034724657226342997,-0.27973332090074143,AMD,6.760000228881836,7.159999847412109,6.710000038146973,6.980000019073486,6.980000019073486,81230600,98,60.0,,0.6,58.8,0.21000003814697266,0.030215833656141777
54,2016-07-27,1,0.0030229265003371545,-0.1294582173603469,AMD,6.929999828338623,6.980000019073486,6.679999828338623,6.849999904632568,6.849999904632568,38567300,92,60.0,,0.6,55.2,-0.17999982833862305,-0.02513964136517144
55,2016-07-28,8,0.004596313778377163,0.5204847944085063,AMD,6.789999961853027,6.980000019073486,6.739999771118164,6.820000171661377,6.820000171661377,27515600,89,60.0,,0.6,53.4,0.0,0.0
56,2016-07-29,41,0.012013710946280062,1.613770844540075,AMD,6.880000114440918,6.960000038146973,6.75,6.860000133514404,6.860000133514404,22580500,84,60.0,,0.6,50.4,-0.019999980926513672,-0.002865326772473087
57,2016-08-01,4,0.0036972353337828725,0.22306491188935973,AMD,6.889999866485596,6.920000076293945,6.570000171661377,6.639999866485596,6.639999866485596,26729000,82,58.0,False,0.58,47.56,-0.039999961853027344,-0.0057471209243954435
58,2016-08-02,7,0.00437154416722859,0.1823819077147546,AMD,6.559999942779541,6.599999904632568,6.150000095367432,6.260000228881836,6.260000228881836,40816400,100,58.0,,0.58,57.99999999999999,-0.32000017166137695,-0.046242798863198153
59,2016-08-03,1,0.0030229265003371545,-0.3084991516273329,AMD,6.179999828338623,6.449999809265137,6.150000095367432,6.300000190734863,6.300000190734863,23807800,92,58.0,,0.58,53.36,-0.15000009536743164,-0.022727287505284077
60,2016-08-04,4,0.0036972353337828725,0.22306491188935973,AMD,6.389999866485596,6.610000133514404,6.369999885559082,6.46999979019165,6.46999979019165,22411000,92,58.0,,0.58,53.36,0.16000032424926758,0.024806252555144903
61,2016-08-05,8,0.004596313778377163,0.24317587695300635,AMD,6.559999942779541,6.760000228881836,6.46999979019165,6.610000133514404,6.610000133514404,20164000,88,58.0,,0.58,51.04,0.15000009536743164,0.0226929035306509
62,2016-08-08,1,0.0030229265003371545,-0.9145818646037764,AMD,6.699999809265137,6.849999904632568,6.650000095367432,6.679999828338623,6.679999828338623,21462200,74,58.0,,0.58,42.92,0.08999967575073242,0.013313561050813716
63,2016-08-09,5,0.003922004944931445,0.2974198825191463,AMD,6.75,6.78000020980835,6.539999961853027,6.599999904632568,6.599999904632568,16772400,76,58.0,,0.58,44.08,-0.06999969482421875,-0.010218933693251442
64,2016-08-10,8,0.004596313778377163,0.17192962347412455,AMD,6.349999904632568,6.579999923706055,6.25,6.489999771118164,6.489999771118164,29070700,81,58.0,,0.58,46.98,-0.20000028610229492,-0.02949856635888637
65,2016-08-11,1,0.0030229265003371545,-0.3423150276297129,AMD,6.5,6.590000152587891,6.460000038146973,6.579999923706055,6.579999923706055,13240300,83,58.0,,0.58,48.13999999999999,0.010000228881835938,0.0015197916410010226
66,2016-08-12,1,0.0030229265003371545,0.0,AMD,6.599999904632568,6.789999961853027,6.550000190734863,6.730000019073486,6.730000019073486,25466400,86,58.0,,0.58,49.88,0.19999980926513672,0.030348984011266955
67,2016-08-15,5,0.003922004944931445,0.20762682538583976,AMD,6.789999961853027,6.96999979019165,6.78000020980835,6.949999809265137,6.949999809265137,28339400,81,58.0,,0.58,46.98,0.17999982833862305,0.026509547768760244
68,2016-08-16,2,0.0032476961114857273,-0.17192962347412455,AMD,6.940000057220459,6.940000057220459,6.650000095367432,6.78000020980835,6.78000020980835,26768800,80,58.0,,0.58,46.4,-0.029999732971191406,-0.004304122507063468
69,2016-08-17,1,0.0030229265003371545,-0.06920894179528003,AMD,6.699999809265137,6.75,6.610000133514404,6.679999828338623,6.679999828338623,13791300,84,58.0,,0.58,48.72,-0.19000005722045898,-0.02737752963312745
70,2016-08-18,10,0.005045853000674309,0.6691947356680794,AMD,6.739999771118164,7.070000171661377,6.730000019073486,7.039999961853027,7.039999961853027,30783300,89,58.0,,0.58,51.62,0.32000017166137695,0.04740743283872262
71,2016-08-19,18,0.006844009889862891,0.3563633123969887,AMD,7.239999771118164,8.0,7.21999979019165,7.619999885559082,7.619999885559082,75129300,94,58.0,,0.58,54.52,0.929999828338623,0.13154169812701477
72,2016-08-22,10,0.005045853000674309,0.046622220150123406,AMD,7.829999923706055,7.949999809265137,7.369999885559082,7.579999923706055,7.579999923706055,41519200,83,58.0,,0.58,48.13999999999999,-0.05000019073486328,-0.00625002384185791
73,2016-08-23,17,0.0066192402787143174,0.31181789834736495,AMD,7.659999847412109,7.739999771118164,7.53000020980835,7.670000076293945,7.670000076293945,27531100,84,58.0,,0.58,48.72,-0.21000003814697266,-0.026415099771729955
74,2016-08-24,17,0.0066192402787143174,0.0,AMD,7.670000076293945,7.670000076293945,7.369999885559082,7.429999828338623,7.429999828338623,22943900,86,58.0,,0.58,49.88,-0.06999969482421875,-0.009043888487622831
75,2016-08-25,16,0.006394470667565745,-0.03395701042480215,AMD,7.489999771118164,7.489999771118164,7.199999809265137,7.46999979019165,7.46999979019165,16451300,83,58.0,,0.58,48.13999999999999,-0.18000030517578125,-0.023468096921161363
76,2016-08-26,19,0.007068779501011463,0.10545186122535055,AMD,7.489999771118164,7.800000190734863,7.460000038146973,7.670000076293945,7.670000076293945,31387900,86,58.0,,0.58,49.88,0.3100004196166992,0.04138857531238882
77,2016-08-29,19,0.007068779501011463,1.1765520105197589,AMD,7.71999979019165,7.789999961853027,7.570000171661377,7.590000152587891,7.590000152587891,16916300,79,58.0,,0.58,45.82,-0.010000228881835938,-0.0012820805945253921
78,2016-08-30,10,0.005045853000674309,-0.28617762091004484,AMD,7.610000133514404,7.639999866485596,7.409999847412109,7.489999771118164,7.489999771118164,16088100,85,58.0,,0.58,49.3,-0.15000009536743164,-0.01925546804903333
79,2016-08-31,39,0.011564171723982917,1.291817007439084,AMD,7.519999980926514,7.519999980926514,7.28000020980835,7.400000095367432,7.400000095367432,18808800,83,58.0,,0.58,48.13999999999999,-0.11999988555908203,-0.01570679157803201
80,2016-09-01,53,0.014710946280062937,0.2721141324418359,AMD,7.179999828338623,7.440000057220459,7.090000152587891,7.349999904632568,7.349999904632568,22284600,98,55.0,False,0.55,53.900000000000006,-0.07999992370605469,-0.01063828775385156
81,2016-09-02,11,0.005270622611822881,-0.6417210346987732,AMD,7.489999771118164,7.639999866485596,7.380000114440918,7.510000228881836,7.510000228881836,18538400,94,55.0,,0.55,51.7,0.19999980926513672,0.026881694586956106
82,2016-09-06,15,0.006169701056417173,0.7767493041620819,AMD,7.559999942779541,7.599999904632568,7.25,7.340000152587891,7.340000152587891,24994600,89,55.0,,0.55,48.95,-0.039999961853027344,-0.005235597192677299
83,2016-09-07,14,0.005944931445268599,-0.03643119967940556,AMD,7.050000190734863,7.070000171661377,6.78000020980835,6.840000152587891,6.840000152587891,57721900,90,55.0,,0.55,49.50000000000001,-0.5299997329711914,-0.06973680784497527
84,2016-09-08,23,0.007967857945605755,0.3402775152179669,AMD,6.639999866485596,6.650000095367432,6.150000095367432,6.230000019073486,6.230000019073486,90814700,100,55.0,,0.55,55.00000000000001,-0.4200000762939453,-0.059405949942890834
85,2016-09-09,17,0.0066192402787143174,-0.16925724279951493,AMD,6.230000019073486,6.239999771118164,5.849999904632568,5.900000095367432,5.900000095367432,170828000,98,55.0,,0.55,53.900000000000006,-0.4100003242492676,-0.06165418321345362
86,2016-09-12,7,0.00437154416722859,0.1823819077147546,AMD,5.829999923706055,6.070000171661377,5.769999980926514,5.940000057220459,5.940000057220459,78014400,87,55.0,,0.55,47.85,-0.1699995994567871,-0.0272435265532589
87,2016-09-13,7,0.00437154416722859,0.0,AMD,5.920000076293945,5.949999809265137,5.659999847412109,5.739999771118164,5.739999771118164,50819500,83,55.0,,0.55,45.650000000000006,-0.12000036239624023,-0.019769416639636717
88,2016-09-14,8,0.004596313778377163,0.0514165252712222,AMD,5.75,6.079999923706055,5.75,6.039999961853027,6.039999961853027,64251100,91,55.0,,0.55,50.05,0.13000011444091797,0.0218487594299559
89,2016-09-15,3,0.0034724657226342997,-0.24451073402122359,AMD,6.090000152587891,6.199999809265137,5.949999809265137,6.019999980926514,6.019999980926514,52669500,82,55.0,,0.55,45.1,0.11999988555908203,0.019736823530408287
90,2016-09-16,4,0.0036972353337828725,0.06472910868017356,AMD,6.21999979019165,6.21999979019165,5.96999979019165,6.050000190734863,6.050000190734863,47829400,79,55.0,,0.55,43.45,0.019999980926513672,0.0032258034744816477
91,2016-09-19,2,0.0032476961114857273,-0.6514029289005765,AMD,6.119999885559082,6.28000020980835,6.079999923706055,6.159999847412109,6.159999847412109,37837200,87,55.0,,0.55,47.85,0.06000041961669922,0.009646370038679741
92,2016-09-20,4,0.0036972353337828725,0.13841788359055984,AMD,6.230000019073486,6.28000020980835,6.119999885559082,6.170000076293945,6.170000076293945,28990900,89,55.0,,0.55,48.95,0.0,0.0
93,2016-09-21,2,0.0032476961114857273,-0.12158793847650307,AMD,6.199999809265137,6.320000171661377,6.139999866485596,6.289999961853027,6.289999961853027,33450000,87,55.0,,0.55,47.85,0.039999961853027344,0.0063694204644377805
94,2016-09-22,1,0.0030229265003371545,-0.06920894179528003,AMD,6.349999904632568,6.440000057220459,6.329999923706055,6.369999885559082,6.369999885559082,35848200,93,55.0,,0.55,51.150000000000006,0.11999988555908203,0.018987323148685453
95,2016-09-23,1,0.0030229265003371545,0.0,AMD,6.309999942779541,6.650000095367432,6.309999942779541,6.550000190734863,6.550000190734863,61022400,86,55.0,,0.55,47.3,0.21000003814697266,0.03260870128588311
96,2016-09-26,2,0.0032476961114857273,0.07435497062978658,AMD,6.539999961853027,6.539999961853027,6.309999942779541,6.320000171661377,6.320000171661377,29875800,81,55.0,,0.55,44.55,-0.1100001335144043,-0.016541373223593392
97,2016-09-27,3,0.0034724657226342997,0.06920894179527992,AMD,6.449999809265137,6.579999923706055,6.289999961853027,6.539999961853027,6.539999961853027,30035900,84,55.0,,0.55,46.2,0.039999961853027344,0.006116202153874983
98,2016-09-28,2,0.0032476961114857273,-0.06472910868017334,AMD,6.570000171661377,6.650000095367432,6.480000019073486,6.590000152587891,6.590000152587891,27878300,83,55.0,,0.55,45.650000000000006,0.07000017166137695,0.010638324084045081
99,2016-09-29,3,0.0034724657226342997,0.06920894179527992,AMD,6.570000171661377,6.730000019073486,6.539999961853027,6.670000076293945,6.670000076293945,30746100,84,55.0,,0.55,46.2,0.07999992370605469,0.012030063542673552
100,2016-09-30,11,0.005270622611822881,0.5178328694413878,AMD,6.699999809265137,7.039999961853027,6.699999809265137,6.909999847412109,6.909999847412109,47453100,84,55.0,,0.55,46.2,0.309999942779541,0.0460623984994013
101,2016-10-03,2,0.0032476961114857273,0.07435497062978658,AMD,6.949999809265137,7.150000095367432,6.869999885559082,6.949999809265137,6.949999809265137,30456700,85,53.0,,0.53,45.05,0.1100001335144043,0.015625019049779976
102,2016-10-04,2,0.0032476961114857273,0.0,AMD,7.0,7.090000152587891,6.889999866485596,6.96999979019165,6.96999979019165,25770000,85,53.0,,0.53,45.05,-0.059999942779541016,-0.008391600276818956
103,2016-10-05,8,0.004596313778377163,0.41525365077167953,AMD,6.96999979019165,7.010000228881836,6.699999809265137,6.78000020980835,6.78000020980835,31235600,91,53.0,,0.53,48.23,-0.07999992370605469,-0.011283486880723781
104,2016-10-06,4,0.0036972353337828725,-0.19560858721697882,AMD,6.71999979019165,6.980000019073486,6.630000114440918,6.960000038146973,6.960000038146973,27059700,87,53.0,,0.53,46.11,-0.03000020980834961,-0.004279630360744635
105,2016-10-07,5,0.003922004944931445,0.06079396923825153,AMD,6.920000076293945,6.960000038146973,6.619999885559082,6.75,6.75,33059000,85,53.0,,0.53,45.05,-0.019999980926513672,-0.002865326772473087
106,2016-10-10,2,0.0032476961114857273,0.07435497062978658,AMD,6.820000171661377,6.940000057220459,6.800000190734863,6.840000152587891,6.840000152587891,13800500,88,53.0,,0.53,46.64,-0.019999980926513672,-0.0028735604621976663
107,2016-10-11,4,0.0036972353337828725,0.13841788359055984,AMD,6.800000190734863,6.840000152587891,6.380000114440918,6.5,6.5,32510800,84,53.0,,0.53,44.52,-0.09999990463256836,-0.014409208041508248
108,2016-10-12,2,0.0032476961114857273,-0.12158793847650307,AMD,6.639999866485596,6.769999980926514,6.420000076293945,6.619999885559082,6.619999885559082,33592700,97,53.0,,0.53,51.41,-0.07000017166137695,-0.010233942997046941
109,2016-10-13,90,0.023027421892560126,6.090386877984635,AMD,6.5,6.539999961853027,6.239999771118164,6.489999771118164,6.489999771118164,30401700,82,53.0,,0.53,43.46,-0.23000001907348633,-0.03397341502532902
110,2016-10-14,4,0.0036972353337828725,-0.8394420638561626,AMD,6.920000076293945,7.119999885559082,6.739999771118164,6.75,6.75,66934400,98,53.0,,0.53,51.940000000000005,0.5799999237060547,0.08868500414206704
111,2016-10-17,2,0.0032476961114857273,0.07435497062978658,AMD,6.920000076293945,6.96999979019165,6.639999866485596,6.670000076293945,6.670000076293945,24261500,86,53.0,,0.53,45.580000000000005,-0.15000009536743164,-0.021067429463259457
112,2016-10-18,3,0.0034724657226342997,0.06920894179527992,AMD,6.760000228881836,6.889999866485596,6.690000057220459,6.730000019073486,6.730000019073486,25314800,98,53.0,,0.53,51.940000000000005,-0.07999992370605469,-0.011477751235894229
113,2016-10-19,17,0.0066192402787143174,0.9062075215224286,AMD,6.699999809265137,6.800000190734863,6.570000171661377,6.769999980926514,6.769999980926514,29420200,97,53.0,,0.53,51.41,-0.08999967575073242,-0.013062362481095158
114,2016-10-20,21,0.007518318723308609,0.1358280416992088,AMD,6.809999942779541,6.980000019073486,6.769999980926514,6.960000038146973,6.960000038146973,64607500,97,53.0,,0.53,51.41,0.17999982833862305,0.026470562248494645
115,2016-10-21,291,0.06820611373342324,8.071990194026727,AMD,6.5,6.650000095367432,6.369999885559082,6.519999980926514,6.519999980926514,64243500,100,53.0,,0.53,53.0,-0.3299999237060547,-0.047277925903194795
116,2016-10-24,6,0.004146774556080018,0.4819664230058638,AMD,6.570000171661377,7.010000228881836,6.539999961853027,7.010000228881836,7.010000228881836,52998400,94,53.0,,0.53,49.82,0.3600001335144043,0.05413535764686528
117,2016-10-25,12,0.005495392222971455,0.3252208791804436,AMD,6.900000095367432,7.5,6.869999885559082,7.5,7.5,78862000,93,53.0,,0.53,49.29,0.48999977111816406,0.06990010772029942
118,2016-10-26,3,0.0034724657226342997,-0.3681132152644281,AMD,7.400000095367432,7.480000019073486,7.260000228881836,7.289999961853027,7.289999961853027,47619300,90,53.0,,0.53,47.7,-0.019999980926513672,-0.002666664123535112
119,2016-10-27,8,0.004596313778377163,0.3236455434008674,AMD,7.440000057220459,7.460000038146973,7.099999904632568,7.110000133514404,7.110000133514404,37804200,99,53.0,,0.53,52.470000000000006,-0.019999980926513672,-0.002673794234694493
120,2016-10-28,7,0.00437154416722859,-0.04890214680424487,AMD,7.099999904632568,7.53000020980835,7.019999980926514,7.199999809265137,7.199999809265137,77261300,98,53.0,,0.53,51.940000000000005,0.07000017166137695,0.009383400979011913
121,2016-10-31,7,0.00437154416722859,0.3460447089763994,AMD,7.239999771118164,7.460000038146973,7.199999809265137,7.230000019073486,7.230000019073486,42345900,88,53.0,,0.53,46.64,-0.07000017166137695,-0.009296171276356291
122,2016-11-01,1,0.0030229265003371545,-0.3084991516273329,AMD,7.320000171661377,7.429999828338623,6.920000076293945,7.090000152587891,7.090000152587891,39906900,62,60.0,False,0.6,37.2,-0.03000020980834961,-0.004021475825059295
123,2016-11-02,1,0.0030229265003371545,0.0,AMD,7.03000020980835,7.059999942779541,6.670000076293945,6.760000228881836,6.760000228881836,33852200,64,60.0,,0.6,38.4,-0.36999988555908203,-0.049798101494951896
