,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,BYND_unscaled,BYND_monthly,isPartial,scale,BYND,Stock_Price_Change,Stock_Price_Change_Percent
0,2019-05-02,19,0.08795652173913043,0.40799673602611186,BYND,46.0,72.94999694824219,45.0,65.75,65.75,23119000,100,56.0,,0.56,56.00000000000001,,
1,2019-05-03,1,0.06097001499250375,-0.3068164385429628,BYND,72.0,74.0,65.66000366210938,66.79000091552734,66.79000091552734,13139400,63,56.0,,0.56,35.28,1.0500030517578125,0.01439346258647256
2,2019-05-06,1,0.06097001499250375,-0.37113210756645587,BYND,62.72999954223633,74.83999633789062,62.5,74.79000091552734,74.79000091552734,8746200,27,56.0,,0.56,15.12,0.839996337890625,0.011351301863386842
3,2019-05-07,5,0.06696701649175413,0.09835984950943022,BYND,77.13999938964844,85.44999694824219,75.0,79.16999816894531,79.16999816894531,16532100,42,56.0,,0.56,23.520000000000003,10.610000610351562,0.14176912252172102
4,2019-05-08,7,0.06996551724137931,0.04477578525533388,BYND,83.61000061035156,85.37999725341797,70.78500366210938,72.25,72.25,14711800,35,56.0,,0.56,19.6,-0.06999969482421875,-0.0008191889681005149
5,2019-05-09,4,0.06546776611694154,-0.06428525510532057,BYND,70.5,73.19999694824219,67.0999984741211,68.2699966430664,68.2699966430664,6284500,29,56.0,,0.56,16.240000000000002,-12.180000305175781,-0.14265636796665726
6,2019-05-10,4,0.06546776611694154,0.0,BYND,69.08999633789062,69.33200073242188,61.59999847412109,66.22000122070312,66.22000122070312,4888000,29,56.0,,0.56,16.240000000000002,-3.8679962158203125,-0.052841480561198306
7,2019-05-13,7,0.06996551724137931,-0.3991399178544298,BYND,65.45999908447266,71.95999908447266,63.36000061035156,69.5,69.5,4784500,26,56.0,,0.56,14.560000000000002,2.6279983520507812,0.03790455091860401
8,2019-05-14,1,0.06097001499250375,-0.12857051021064136,BYND,72.4800033569336,80.75,71.12000274658203,79.68000030517578,79.68000030517578,7079600,24,56.0,,0.56,13.44,8.790000915527344,0.12215120938521551
9,2019-05-15,13,0.07896101949025487,0.29507954852829066,BYND,79.0,93.0,74.55000305175781,86.91999816894531,86.91999816894531,18356200,31,56.0,,0.56,17.360000000000003,12.25,0.15170278637770895
10,2019-05-16,10,0.0744632683658171,-0.05696166479958975,BYND,90.0999984741211,96.78500366210938,89.51000213623047,92.91999816894533,92.91999816894533,13900300,41,56.0,,0.56,22.96,3.785003662109375,0.040698964108702995
11,2019-05-17,5,0.06696701649175413,-0.10067046529889068,BYND,92.45999908447266,96.68000030517578,85.70999908447266,89.3499984741211,89.3499984741211,10724100,25,56.0,,0.56,14.000000000000002,-0.10500335693359375,-0.0010849134985847497
12,2019-05-20,3,0.06396851574212893,0.04917992475471511,BYND,88.9000015258789,90.95999908447266,83.12999725341797,86.08999633789062,86.08999633789062,5189700,20,56.0,,0.56,11.2,-5.720001220703125,-0.05916426564592081
13,2019-05-21,1,0.06097001499250375,-0.04687463379192347,BYND,88.02999877929688,88.75,76.76000213623047,77.5,77.5,9065100,28,56.0,,0.56,15.68,-2.2099990844726562,-0.024296384198731924
14,2019-05-22,2,0.06246926536731634,0.024589962377357555,BYND,77.37999725341797,81.73999786376953,77.0,77.62999725341797,77.62999725341797,3898400,22,56.0,,0.56,12.32,-7.010002136230469,-0.07898593956316025
15,2019-05-23,3,0.06396851574212893,0.023999808001536005,BYND,79.4000015258789,83.80000305175781,78.12300109863281,82.0999984741211,82.0999984741211,4331300,15,56.0,,0.56,8.4,2.0600051879882812,0.02520192368271834
16,2019-05-24,128,0.25137481259370315,2.929664611995219,BYND,83.91999816894531,85.5,79.51000213623047,79.66999816894531,79.66999816894531,2909500,12,56.0,,0.56,6.720000000000001,1.6999969482421875,0.020286359025454948
17,2019-05-28,6,0.06846626686656672,0.04580117709025111,BYND,83.9800033569336,88.83000183105469,83.69999694824219,86.0,86.0,6604000,19,56.0,,0.56,10.64,3.3300018310546875,0.03894738983689683
18,2019-05-29,10,0.0744632683658171,0.08759060152845599,BYND,90.05000305175781,97.6500015258789,87.31999969482422,97.5,97.5,8372000,27,56.0,,0.56,15.12,8.819999694824219,0.09929077465965763
19,2019-05-30,5,0.06696701649175413,-0.10067046529889068,BYND,101.89700317382812,105.25,94.02999877929688,98.58999633789062,98.58999633789062,12359800,33,56.0,,0.56,18.48,7.599998474121094,0.07782896421263197
20,2019-05-31,10,0.0744632683658171,0.1119394631383348,BYND,100.0,104.5500030517578,97.26000213623048,104.12000274658205,104.12000274658205,7733900,29,56.0,,0.56,16.240000000000002,-0.6999969482422017,-0.00665080235859572
21,2019-06-03,9,0.07296401799100449,-0.8188575448417558,BYND,104.13999938964844,108.66999816894533,95.66200256347656,96.16000366210938,96.16000366210938,8027700,23,100.0,,1.0,23.0,4.119995117187528,0.039406934451717834
22,2019-06-04,1,0.06097001499250375,-0.1643824357367415,BYND,101.25,103.5,97.81999969482422,103.41000366210938,103.41000366210938,5484900,25,100.0,,1.0,25.0,-5.169998168945327,-0.04757521170569745
23,2019-06-05,2,0.06246926536731634,0.024589962377357555,BYND,105.5,105.5,99.63999938964844,102.5999984741211,102.5999984741211,4283500,20,100.0,,1.0,20.0,2.0,0.019323671497584627
24,2019-06-06,26,0.09845127436281859,0.5759953920368637,BYND,102.0,102.25,98.8499984741211,99.5,99.5,6484000,54,100.0,,1.0,54.0,-3.25,-0.03080568720379151
