,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,CIA_unscaled,CIA_monthly,isPartial,scale,CIA,Stock_Price_Change,Stock_Price_Change_Percent
252,2019-11-08,6,0.0026874144353529247,0.03685096242430208,CIA,6.730000019073486,6.789999961853027,6.679999828338623,6.699999809265137,6.699999809265137,34800,93,45.0,,0.45,41.85,-0.039999961853027344,-0.005856509853564229
253,2019-11-11,1,0.0025282243942818935,-0.4047702928588027,CIA,6.610000133514404,6.730000019073486,6.610000133514404,6.71999979019165,6.71999979019165,25500,96,45.0,,0.45,43.2,-0.059999942779541016,-0.008836515922920118
254,2019-11-12,7,0.00271925244356713,0.07555818609981246,CIA,6.730000019073486,6.849999904632568,6.730000019073486,6.800000190734863,6.800000190734863,51400,93,45.0,,0.45,41.85,0.11999988555908203,0.01783059215735361
255,2019-11-13,1,0.0025282243942818935,-0.07025020782353142,CIA,6.690000057220459,6.809999942779541,6.670000076293945,6.800000190734863,6.800000190734863,40400,91,45.0,,0.45,40.95,-0.039999961853027344,-0.005839410570790848
256,2019-11-14,2,0.0025600624024961,0.012593031016635559,CIA,6.739999771118164,6.909999847412109,6.739999771118164,6.760000228881836,6.760000228881836,46000,89,45.0,,0.45,40.05,0.09999990463256836,0.014684273931396374
257,2019-11-18,8,0.0027510904517813366,-0.15623626829673165,CIA,6.760000228881836,6.820000171661377,6.699999809265137,6.78000020980835,6.78000020980835,50800,88,45.0,,0.45,39.6,-0.08999967575073242,-0.013024555389019032
258,2019-11-19,8,0.0027510904517813366,0.0,CIA,6.739999771118164,6.96999979019165,6.739999771118164,6.940000057220459,6.940000057220459,94300,87,45.0,,0.45,39.15,0.14999961853027344,0.021994078409785844
259,2019-11-20,5,0.0026555764271387183,-0.0347186057007951,CIA,6.860000133514404,7.039999961853027,6.860000133514404,6.920000076293945,6.920000076293945,122200,99,45.0,,0.45,44.55,0.07000017166137695,0.010043066537804402
260,2019-11-21,2,0.0025600624024961,-0.03596734165377835,CIA,6.929999828338623,6.989999771118164,6.659999847412109,6.679999828338623,6.679999828338623,66000,95,45.0,,0.45,42.75,-0.05000019073486328,-0.007102299858777639
261,2019-11-22,6,0.0026874144353529247,0.04974567523535933,CIA,6.630000114440918,6.889999866485596,6.630000114440918,6.880000114440918,6.880000114440918,58700,89,45.0,,0.45,40.05,-0.09999990463256836,-0.01430613847024087
262,2019-11-26,2,0.0025600624024961,-0.16595960958001843,CIA,7.119999885559082,7.170000076293945,6.980000019073486,7.130000114440918,7.130000114440918,139300,64,45.0,,0.45,28.8,0.2800002098083496,0.04063863791497724
263,2019-12-02,2,0.0025600624024961,0.012593031016635559,CIA,6.849999904632568,6.860000133514404,6.739999771118164,6.820000171661377,6.820000171661377,47100,89,44.0,,0.44,39.16,-0.309999942779541,-0.04323569588297338
264,2019-12-04,1,0.0025282243942818935,-0.012436418808839944,CIA,6.75,6.920000076293945,6.75,6.820000171661377,6.820000171661377,49900,100,44.0,,0.44,44.0,0.059999942779541016,0.008746347173728575
265,2019-12-06,30,0.0034515266324938714,0.36519789948242654,CIA,6.739999771118164,6.920000076293945,6.739999771118164,6.909999847412109,6.909999847412109,94400,84,44.0,,0.44,36.96,0.0,0.0
266,2019-12-10,13,0.002910280492852367,0.04576187806747556,CIA,6.880000114440918,7.050000190734863,6.869999885559082,7.050000190734863,7.050000190734863,75600,89,44.0,,0.44,39.16,0.13000011444091797,0.018786143498215058
267,2019-12-11,1,0.0025282243942818935,-0.13127810171864918,CIA,6.929999828338623,7.139999866485596,6.929999828338623,7.079999923706055,7.079999923706055,79600,92,44.0,,0.44,40.48,0.08999967575073242,0.012765911108628014
268,2019-12-17,8,0.0027510904517813366,0.0881512171164478,CIA,7.139999866485596,7.239999771118164,7.110000133514404,7.230000019073486,7.230000019073486,49400,83,44.0,,0.44,36.52,0.09999990463256836,0.014005589146010688
269,2019-12-19,1,0.0025282243942818935,-0.08101007996852194,CIA,7.150000095367432,7.170000076293945,7.03000020980835,7.079999923706055,7.079999923706055,66100,90,44.0,,0.44,39.6,-0.06999969482421875,-0.009668466441596024
270,2019-12-20,16,0.0030057945174949857,0.18889546524953116,CIA,7.099999904632568,7.110000133514404,6.900000095367432,7.099999904632568,7.099999904632568,258100,70,44.0,,0.44,30.8,-0.059999942779541016,-0.008368192767238325
271,2019-12-24,33,0.0035470406571364898,0.3685096242430199,CIA,6.940000057220459,7.039999961853027,6.940000057220459,7.0,7.0,22400,60,44.0,,0.44,26.4,-0.07000017166137695,-0.009845312285075347
272,2019-12-26,3,0.002591900410710306,-0.26927806550637745,CIA,6.929999828338623,7.010000228881836,6.809999942779541,6.829999923706055,6.829999923706055,59900,69,44.0,,0.44,30.36,-0.029999732971191406,-0.004261325729225551
273,2019-12-31,5,0.0026555764271387183,0.024567308282868128,CIA,6.690000057220459,6.760000228881836,6.650000095367432,6.75,6.75,165300,82,44.0,,0.44,36.08,-0.25,-0.035663336924010025
274,2020-01-03,26,0.0033241745996370467,0.29847405141215533,CIA,6.800000190734863,6.909999847412109,6.789999961853027,6.809999942779541,6.809999942779541,44200,99,47.0,,0.47,46.53,0.14999961853027344,0.022189291930702293
275,2020-01-06,3,0.002591900410710306,-0.2946044069353344,CIA,6.699999809265137,7.019999980926514,6.650000095367432,6.900000095367432,6.900000095367432,62700,89,47.0,,0.47,41.83,0.1100001335144043,0.015918977705274617
276,2020-01-08,99,0.005648349199274093,1.1792307975776635,CIA,6.880000114440918,6.940000057220459,6.800000190734863,6.809999942779541,6.809999942779541,28000,100,47.0,,0.47,47.0,-0.07999992370605469,-0.011396000558891228
277,2020-01-09,9,0.002782928459995543,-0.5073023352817501,CIA,6.860000133514404,6.920000076293945,6.769999980926514,6.769999980926514,6.769999980926514,41100,91,47.0,,0.47,42.77,-0.019999980926513672,-0.0028818416083016274
278,2020-01-13,9,0.002782928459995543,-0.1547254107476138,CIA,6.659999847412109,6.739999771118164,6.630000114440918,6.730000019073486,6.730000019073486,35800,85,47.0,,0.47,39.95,-0.18000030517578125,-0.026011604507406583
279,2020-01-14,1,0.0025282243942818935,-0.091523756134952,CIA,6.690000057220459,6.769999980926514,6.639999866485596,6.690000057220459,6.690000057220459,42200,73,47.0,,0.47,34.309999999999995,0.03000020980834961,0.004451069855655687
280,2020-01-15,8,0.0027510904517813366,0.0881512171164478,CIA,6.650000095367432,6.75,6.650000095367432,6.710000038146973,6.710000038146973,37100,81,47.0,,0.47,38.07,-0.019999980926513672,-0.002954206939861259
281,2020-01-16,24,0.0032604985832086343,0.18516589707090692,CIA,6.800000190734863,6.909999847412109,6.710000038146973,6.75,6.75,72600,76,47.0,,0.47,35.72,0.15999984741210938,0.02370368109809018
282,2020-01-17,6,0.0026874144353529247,-0.17576580183382307,CIA,6.800000190734863,6.849999904632568,6.71999979019165,6.760000228881836,6.760000228881836,50700,68,47.0,,0.47,31.96,-0.059999942779541016,-0.008683059928288106
283,2020-01-21,2,0.0025600624024961,0.0,CIA,6.650000095367432,6.710000038146973,6.579999923706055,6.579999923706055,6.579999923706055,77300,75,47.0,,0.47,35.25,-0.1399998664855957,-0.020437936997767747
284,2020-01-22,1,0.0025282243942818935,-0.012436418808839944,CIA,6.579999923706055,6.579999923706055,6.510000228881836,6.559999942779541,6.559999942779541,15500,78,47.0,,0.47,36.66,-0.13000011444091797,-0.019374085499531346
285,2020-01-23,4,0.002623738418924512,0.03777909304990623,CIA,6.550000190734863,6.679999828338623,6.5,6.570000171661377,6.570000171661377,95700,77,47.0,,0.47,36.19,0.09999990463256836,0.015197554071740171
286,2020-01-27,4,0.002623738418924512,-0.04629147426772684,CIA,6.46999979019165,6.670000076293945,6.46999979019165,6.539999961853027,6.539999961853027,66600,73,47.0,,0.47,34.309999999999995,-0.009999752044677734,-0.001496968907432561
287,2020-01-28,20,0.00313314655035181,0.19415355118979738,CIA,6.53000020980835,6.659999847412109,6.519999980926514,6.53000020980835,6.53000020980835,36600,83,47.0,,0.47,39.01,-0.010000228881835938,-0.0014992846727810427
288,2020-01-31,62,0.004470342895348468,0.42679023260067694,CIA,6.429999828338623,6.519999980926514,6.010000228881836,6.059999942779541,6.059999942779541,158800,87,47.0,,0.47,40.89,-0.1399998664855957,-0.02102100145542729
289,2020-02-03,23,0.0032286605749944283,0.27704668236597874,CIA,6.079999923706055,6.429999828338623,6.079999923706055,6.429999828338623,6.429999828338623,569700,67,48.0,,0.48,32.16,-0.09000015258789062,-0.013803704425026875
290,2020-02-05,22,0.0031968225667802224,-0.009861057697048592,CIA,6.53000020980835,6.639999866485596,6.46999979019165,6.630000114440918,6.630000114440918,47700,87,48.0,,0.48,41.76,0.21000003814697266,0.032659415824779714
291,2020-02-06,1,0.0025282243942818935,-0.20914459859175982,CIA,6.679999828338623,6.730000019073486,6.480000019073486,6.670000076293945,6.670000076293945,71600,72,48.0,,0.48,34.56,0.09000015258789062,0.013554240120116967
292,2020-02-10,15,0.0029739565092807793,0.13348056644298567,CIA,6.579999923706055,6.630000114440918,6.460000038146973,6.519999980926514,6.519999980926514,40600,80,48.0,,0.48,38.4,-0.09999990463256836,-0.01485882679779471
293,2020-02-11,22,0.0031968225667802224,0.07493924568296428,CIA,6.440000057220459,6.550000190734863,6.420000076293945,6.46999979019165,6.46999979019165,43000,89,48.0,,0.48,42.72,-0.07999992370605469,-0.012066353291880882
294,2020-02-12,8,0.0027510904517813366,-0.1394297323945065,CIA,6.489999771118164,6.510000228881836,6.309999942779541,6.329999923706055,6.329999923706055,43000,92,48.0,,0.48,44.16,-0.039999961853027344,-0.006106864227211517
295,2020-02-13,5,0.0026555764271387183,-0.0347186057007951,CIA,6.300000190734863,6.400000095367432,6.269999980926514,6.320000171661377,6.320000171661377,27400,84,48.0,,0.48,40.32,-0.1100001335144043,-0.016897101328258834
296,2020-02-14,84,0.005170779076061002,0.9471399968828302,CIA,6.300000190734863,6.300000190734863,6.170000076293945,6.179999828338623,6.179999828338623,42900,77,48.0,,0.48,36.96,-0.09999990463256836,-0.015624984866008385
297,2020-02-18,29,0.003419688624279665,0.3526048684657912,CIA,6.110000133514404,6.429999828338623,6.110000133514404,6.420000076293945,6.420000076293945,78400,80,48.0,,0.48,38.4,0.12999963760375977,0.020634862486979655
298,2020-02-19,1,0.0025282243942818935,-0.26068578983139223,CIA,6.389999866485596,6.389999866485596,6.239999771118164,6.239999771118164,6.239999771118164,23800,84,48.0,,0.48,40.32,-0.039999961853027344,-0.006220834046796964
299,2020-02-20,11,0.002846604476423955,0.12593031016635403,CIA,6.159999847412109,6.329999923706055,6.159999847412109,6.320000171661377,6.320000171661377,32900,80,48.0,,0.48,38.4,-0.059999942779541016,-0.009389662603004112
300,2020-02-21,8,0.0027510904517813366,-0.03355366909371538,CIA,6.320000171661377,6.420000076293945,6.25,6.320000171661377,6.320000171661377,47700,85,48.0,,0.48,40.8,0.09000015258789062,0.014218033755551529
301,2020-02-24,4,0.002623738418924512,-0.04629147426772684,CIA,6.320000171661377,6.420000076293945,6.28000020980835,6.400000095367432,6.400000095367432,85000,87,48.0,,0.48,41.76,0.0,0.0
302,2020-02-25,43,0.0038654207392785508,0.473249281025131,CIA,6.380000114440918,6.429999828338623,6.139999866485596,6.199999809265137,6.199999809265137,58200,84,48.0,,0.48,40.32,0.009999752044677734,0.0015575937579195287
303,2020-02-26,2,0.0025600624024961,-0.3377014883575352,CIA,6.269999980926514,6.289999961853027,6.199999809265137,6.230000019073486,6.230000019073486,50900,85,48.0,,0.48,40.8,-0.1399998664855957,-0.021772919163789317
304,2020-02-27,1,0.0025282243942818935,-0.012436418808839944,CIA,6.119999885559082,6.289999961853027,6.090000152587891,6.090000152587891,6.090000152587891,109700,74,48.0,,0.48,35.52,0.0,0.0
305,2020-02-28,9,0.002782928459995543,0.10074424813308336,CIA,6.079999923706055,6.179999828338623,5.630000114440918,5.840000152587891,5.840000152587891,184300,77,48.0,,0.48,36.96,-0.1100001335144043,-0.01748809764412118
306,2020-03-02,7,0.00271925244356713,-0.3450682084825434,CIA,5.840000152587891,6.139999866485596,5.78000020980835,6.139999866485596,6.139999866485596,114100,100,39.0,,0.39,39.0,-0.039999961853027344,-0.006472485916521498
307,2020-03-03,1,0.0025282243942818935,-0.07025020782353142,CIA,6.139999866485596,6.190000057220459,5.769999980926514,5.829999923706055,5.829999923706055,87700,95,39.0,,0.39,37.05,0.05000019073486328,0.008143353716957291
308,2020-03-05,6,0.0026874144353529247,0.06296515508317713,CIA,5.679999828338623,5.730000019073486,5.269999980926514,5.360000133514404,5.360000133514404,80300,93,39.0,,0.39,36.27,-0.46000003814697266,-0.0743134141994709
309,2020-03-06,1,0.0025282243942818935,-0.059235389591157595,CIA,5.150000095367432,5.309999942779541,5.050000190734863,5.260000228881836,5.260000228881836,75300,97,39.0,,0.39,37.83,-0.4200000762939453,-0.07329844239020744
310,2020-03-09,11,0.002846604476423955,-0.04282242610455089,CIA,4.949999809265137,5.0,4.650000095367432,4.809999942779541,4.809999942779541,85300,87,39.0,,0.39,33.93,-0.309999942779541,-0.05838040416574286
311,2020-03-10,6,0.0026874144353529247,-0.055922781822858925,CIA,4.849999904632568,5.170000076293945,4.849999904632568,5.119999885559082,5.119999885559082,98500,88,39.0,,0.39,34.32,0.1700000762939453,0.03400001525878915
312,2020-03-11,5,0.0026555764271387183,-0.011847077918231586,CIA,4.989999771118164,5.019999980926514,4.519999980926514,4.570000171661377,4.570000171661377,63100,83,39.0,,0.39,32.370000000000005,-0.15000009536743164,-0.029013557669994805
313,2020-03-12,16,0.0030057945174949857,0.13188025273052073,CIA,4.449999809265137,4.650000095367432,4.0,4.059999942779541,4.059999942779541,155100,78,39.0,,0.39,30.42,-0.36999988555908203,-0.0737051567659156
314,2020-03-13,317,0.012589034989971028,3.188255357010455,CIA,4.239999771118164,4.449999809265137,4.110000133514404,4.440000057220459,4.440000057220459,136200,80,39.0,,0.39,31.200000000000003,-0.20000028610229492,-0.04301081333343315
315,2020-03-16,187,0.008450093922124232,2.1443211031998954,CIA,4.150000095367432,5.099999904632568,3.549999952316284,5.050000190734863,5.050000190734863,186900,73,39.0,,0.39,28.47,0.6500000953674316,0.14606744342192934
316,2020-03-17,7,0.00271925244356713,-0.6781985539299722,CIA,5.059999942779541,6.199999809265137,5.059999942779541,6.199999809265137,6.199999809265137,236300,66,39.0,,0.39,25.74,1.0999999046325684,0.21568625984353207
317,2020-03-18,2,0.0025600624024961,-0.05854183985294281,CIA,5.760000228881836,5.880000114440918,4.690000057220459,4.699999809265137,4.699999809265137,136500,70,39.0,,0.39,27.3,-0.31999969482421875,-0.05161285559170803
318,2020-03-19,7,0.00271925244356713,0.06218209404419883,CIA,4.71999979019165,5.960000038146973,4.619999885559082,5.679999828338623,5.679999828338623,166600,61,39.0,,0.39,23.79,0.07999992370605469,0.013605428936910968
319,2020-03-20,1,0.0025282243942818935,-0.07025020782353142,CIA,5.679999828338623,5.789999961853027,5.369999885559082,5.690000057220459,5.690000057220459,209300,64,39.0,,0.39,24.96,-0.1700000762939453,-0.028523502551318747
320,2020-03-23,22,0.0031968225667802224,0.13573278738589978,CIA,5.659999847412109,6.050000190734863,5.53000020980835,6.010000228881836,6.010000228881836,139700,80,39.0,,0.39,31.200000000000003,0.26000022888183594,0.04490504846197374
321,2020-03-24,187,0.008450093922124232,1.6432789889352546,CIA,6.050000190734863,6.519999980926514,5.960000038146973,6.519999980926514,6.519999980926514,192700,78,39.0,,0.39,30.42,0.4699997901916504,0.07768591328499808
322,2020-03-25,36,0.003642554681779108,-0.5689332313523656,CIA,6.360000133514404,6.639999866485596,6.28000020980835,6.639999866485596,6.639999866485596,117100,85,39.0,,0.39,33.15,0.11999988555908203,0.018404890477013325
323,2020-03-26,45,0.003929096755706963,0.07866513998024627,CIA,6.449999809265137,6.699999809265137,6.329999923706055,6.699999809265137,6.699999809265137,87500,88,39.0,,0.39,34.32,0.059999942779541016,0.00903613614246912
324,2020-03-27,21,0.003164984558566016,-0.19447528138142278,CIA,6.239999771118164,6.300000190734863,5.590000152587891,5.619999885559082,5.619999885559082,113300,90,39.0,,0.39,35.1,-0.39999961853027344,-0.05970143730110733
325,2020-03-30,2,0.0025600624024961,-0.03596734165377835,CIA,5.570000171661377,6.170000076293945,5.519999980926514,6.170000076293945,6.170000076293945,127400,80,39.0,,0.39,31.200000000000003,-0.13000011444091797,-0.020634938175415174
326,2020-03-31,27,0.0033560126078512526,0.31091047022099505,CIA,6.019999980926514,6.519999980926514,6.019999980926514,6.519999980926514,6.519999980926514,214700,73,39.0,,0.39,28.47,0.34999990463256836,0.05672607784517214
327,2020-04-01,31,0.0034833646407080774,0.03794742384426386,CIA,5.980000019073486,6.28000020980835,5.53000020980835,5.539999961853027,5.539999961853027,109900,79,46.0,False,0.46,36.34,-0.23999977111816406,-0.03680978095402687
328,2020-04-02,9,0.002782928459995543,-0.20108034987980872,CIA,5.519999980926514,5.760000228881836,5.25,5.429999828338623,5.429999828338623,91700,76,46.0,,0.46,34.96,-0.5199999809265137,-0.0828025419671734
329,2020-04-03,0,0.0024963863860676875,-0.10296422565182084,CIA,5.25,5.460000038146973,5.25,5.400000095367432,5.400000095367432,87300,69,46.0,,0.46,31.74,-0.3000001907348633,-0.052083364377417896
330,2020-04-06,2,0.0025600624024961,-0.4689285313290491,CIA,5.46999979019165,6.010000228881836,5.46999979019165,6.010000228881836,6.010000228881836,120000,59,46.0,,0.46,27.14,0.5500001907348633,0.10073263496194462
331,2020-04-07,-12,0.002114330287497214,-0.17410986332375733,CIA,5.989999771118164,6.340000152587891,5.920000076293945,6.050000190734863,6.050000190734863,140700,85,46.0,,0.46,39.1,0.3299999237060547,0.05490847107129837
332,2020-04-08,11,0.002846604476423955,0.34633859868391337,CIA,6.150000095367432,6.159999847412109,5.46999979019165,5.590000152587891,5.590000152587891,115500,73,46.0,,0.46,33.58,-0.18000030517578125,-0.02839121464410499
333,2020-04-09,-47,0.001,-0.6487042691451643,CIA,5.760000228881836,6.110000133514404,5.690000057220459,6.010000228881836,6.010000228881836,98300,75,46.0,,0.46,34.5,-0.04999971389770508,-0.008116836872765654
334,2020-04-13,3,0.002591900410710306,0.051673578007725096,CIA,5.880000114440918,5.920000076293945,5.5,5.650000095367432,5.650000095367432,65600,78,46.0,,0.46,35.88,-0.19000005722045898,-0.03109657169699165
335,2020-04-14,23,0.0032286605749944283,0.24567308282867995,CIA,5.889999866485596,6.010000228881836,5.650000095367432,5.96999979019165,5.96999979019165,83200,96,46.0,,0.46,44.16,0.09000015258789062,0.015202728281759281
336,2020-04-15,5,0.0026555764271387183,-0.17749903854687454,CIA,5.639999866485596,5.78000020980835,5.510000228881836,5.550000190734863,5.550000190734863,89200,87,46.0,,0.46,40.02,-0.23000001907348633,-0.03826955246493857
337,2020-04-16,7,0.00271925244356713,0.023978227769185567,CIA,5.579999923706055,5.619999885559082,5.119999885559082,5.329999923706055,5.329999923706055,147500,81,46.0,,0.46,37.260000000000005,-0.16000032424926758,-0.02768171599332392
338,2020-04-17,-20,0.0018596262217835651,-0.3161259352058916,CIA,5.429999828338623,5.679999828338623,5.389999866485596,5.630000114440918,5.630000114440918,114300,84,46.0,,0.46,38.64,0.059999942779541016,0.010676146619453597
339,2020-04-20,5,0.0026555764271387183,-0.3747873082025951,CIA,5.409999847412109,5.639999866485596,5.409999847412109,5.590000152587891,5.590000152587891,48800,91,46.0,,0.46,41.86,-0.039999961853027344,-0.007042247017941761
340,2020-04-21,102,0.005743863223916712,1.1629440468055003,CIA,5.400000095367432,5.650000095367432,5.380000114440918,5.639999866485596,5.639999866485596,59000,81,46.0,,0.46,37.260000000000005,0.010000228881835938,0.0017730902692498773
341,2020-04-22,20,0.00313314655035181,-0.4545227787970667,CIA,5.800000190734863,5.820000171661377,5.53000020980835,5.599999904632568,5.599999904632568,70300,73,46.0,,0.46,33.58,0.1700000762939453,0.030088508570704775
342,2020-04-23,54,0.004215638829634818,0.34549685496245264,CIA,5.579999923706055,5.690000057220459,5.519999980926514,5.599999904632568,5.599999904632568,63100,81,46.0,,0.46,37.260000000000005,-0.13000011444091797,-0.022336788764012683
343,2020-04-24,7,0.00271925244356713,-0.3549607655068765,CIA,5.559999942779541,5.579999923706055,5.420000076293945,5.519999980926514,5.519999980926514,42700,75,46.0,,0.46,34.5,-0.1100001335144043,-0.01933218495750577
344,2020-04-27,15,0.0029739565092807793,-0.21113259971792686,CIA,5.53000020980835,5.78000020980835,5.53000020980835,5.699999809265137,5.699999809265137,97200,81,46.0,,0.46,37.260000000000005,0.20000028610229492,0.03584234566968614
345,2020-04-28,4,0.002623738418924512,-0.11776167178751518,CIA,5.710000038146973,6.050000190734863,5.670000076293945,5.96999979019165,5.96999979019165,106800,100,46.0,,0.46,46.0,0.26999998092651367,0.04671279777262605
346,2020-04-29,22,0.0031968225667802224,0.2184227450885221,CIA,6.150000095367432,6.340000152587891,6.119999885559082,6.190000057220459,6.190000057220459,164200,94,46.0,,0.46,43.24,0.28999996185302734,0.047933876481052184
347,2020-04-30,32,0.0035152026489222834,0.09959266599607597,CIA,5.920000076293945,5.940000057220459,5.550000190734863,5.559999942779541,5.559999942779541,121600,88,46.0,,0.46,40.48,-0.40000009536743164,-0.0630914961735699
348,2020-05-01,39,0.0037380687064217264,0.06340062857194617,CIA,5.579999923706055,5.619999885559082,5.449999809265137,5.590000152587891,5.590000152587891,95600,74,46.0,False,0.46,34.04,-0.32000017166137695,-0.05387208225232187
349,2020-05-04,15,0.0029739565092807793,0.09366694376470863,CIA,5.460000038146973,5.699999809265137,5.449999809265137,5.690000057220459,5.690000057220459,65300,76,46.0,,0.46,34.96,0.07999992370605469,0.014234862159271389
350,2020-05-05,3,0.002591900410710306,-0.1284672783136529,CIA,5.809999942779541,5.900000095367432,5.519999980926514,5.550000190734863,5.550000190734863,86100,80,46.0,,0.46,36.8,0.20000028610229492,0.03508777066574664
351,2020-05-06,1,0.0025282243942818935,-0.024567308282868017,CIA,5.5,5.550000190734863,5.300000190734863,5.340000152587891,5.340000152587891,91700,87,46.0,,0.46,40.02,-0.34999990463256836,-0.059322016775454234
352,2020-05-07,1,0.0025282243942818935,0.0,CIA,5.460000038146973,5.519999980926514,5.260000228881836,5.360000133514404,5.360000133514404,81500,81,46.0,,0.46,37.260000000000005,-0.03000020980834961,-0.005405443022944767
353,2020-05-08,16,0.0030057945174949857,0.18889546524953116,CIA,5.559999942779541,5.769999980926514,5.340000152587891,5.690000057220459,5.690000057220459,81300,69,46.0,,0.46,31.74,0.25,0.04528985522895579
354,2020-05-11,5,0.0026555764271387183,-0.09739311106061099,CIA,5.519999980926514,5.690000057220459,5.389999866485596,5.590000152587891,5.590000152587891,97800,80,46.0,,0.46,36.8,-0.07999992370605469,-0.013864804847574463
355,2020-05-12,6,0.0026874144353529247,0.011989113884592895,CIA,5.559999942779541,5.579999923706055,5.269999980926514,5.320000171661377,5.320000171661377,131900,78,46.0,,0.46,35.88,-0.1100001335144043,-0.01933218495750577
356,2020-05-13,26,0.0033241745996370467,0.23694155836462927,CIA,5.21999979019165,5.369999885559082,5.179999828338623,5.300000190734863,5.300000190734863,83000,70,46.0,,0.46,32.2,-0.21000003814697266,-0.03763441595309158
357,2020-05-14,30,0.0034515266324938714,0.038310873583695004,CIA,5.119999885559082,5.170000076293945,4.960000038146973,5.110000133514404,5.110000133514404,115400,75,46.0,,0.46,34.5,-0.19999980926513672,-0.037243913133587436
358,2020-05-15,24,0.0032604985832086343,-0.05534595836139078,CIA,5.170000076293945,5.400000095367432,5.159999847412109,5.380000114440918,5.380000114440918,95400,69,46.0,,0.46,31.74,0.23000001907348633,0.04448743049891002
359,2020-05-18,6,0.0026874144353529247,0.011989113884592895,CIA,5.650000095367432,5.889999866485596,5.639999866485596,5.849999904632568,5.849999904632568,206100,64,46.0,,0.46,29.44,0.48999977111816406,0.09074069675267715
360,2020-05-19,7,0.00271925244356713,0.011847077918231141,CIA,5.730000019073486,5.809999942779541,5.599999904632568,5.639999866485596,5.639999866485596,74100,77,46.0,,0.46,35.42,-0.07999992370605469,-0.013582330308911983
361,2020-05-20,63,0.004502180903562673,0.6556686063529606,CIA,5.820000171661377,5.989999771118164,5.75,5.989999771118164,5.989999771118164,115800,78,46.0,,0.46,35.88,0.17999982833862305,0.030981037884917795
362,2020-05-21,1,0.0025282243942818935,-0.4384445120183299,CIA,6.050000190734863,6.150000095367432,5.929999828338623,6.03000020980835,6.03000020980835,72300,82,46.0,,0.46,37.72,0.16000032424926758,0.026711240461266383
363,2020-05-22,4,0.002623738418924512,0.03777909304990623,CIA,6.079999923706055,6.079999923706055,5.900000095367432,5.980000019073486,5.980000019073486,39800,83,46.0,,0.46,38.18,-0.07000017166137695,-0.011382141557055525
364,2020-05-27,9,0.002782928459995543,-0.394712240926812,CIA,6.269999980926514,6.579999923706055,6.21999979019165,6.579999923706055,6.579999923706055,196900,72,46.0,,0.46,33.120000000000005,0.5,0.08223684313719959
365,2020-05-28,1,0.0025282243942818935,-0.091523756134952,CIA,6.599999904632568,6.659999847412109,6.260000228881836,6.309999942779541,6.309999942779541,104600,69,46.0,,0.46,31.74,0.07999992370605469,0.012158043257392004
366,2020-05-29,2,0.0025600624024961,0.012593031016635559,CIA,6.159999847412109,6.179999828338623,6.0,6.079999923706055,6.079999923706055,115900,78,46.0,,0.46,35.88,-0.48000001907348633,-0.07207207658720904
367,2020-06-01,367,0.014180935400681334,4.539292865226529,CIA,6.159999847412109,6.25,5.989999771118164,6.090000152587891,6.090000152587891,126100,52,45.0,False,0.45,23.4,0.07000017166137695,0.011326888932971846
368,2020-06-02,-1,0.0024645483778534816,-0.8262069244222725,CIA,6.159999847412109,6.260000228881836,5.960000038146973,6.0,6.0,75000,52,45.0,,0.45,23.4,0.010000228881835938,0.0016000366210937589
369,2020-06-03,3,0.002591900410710306,0.051673578007725096,CIA,6.159999847412109,6.159999847412109,5.820000171661377,5.840000152587891,5.840000152587891,90600,66,45.0,,0.45,29.7,-0.10000038146972656,-0.01597450124815547
370,2020-06-05,1,0.0025282243942818935,-0.024567308282868017,CIA,6.099999904632568,6.150000095367432,5.96999979019165,5.96999979019165,5.96999979019165,106000,56,45.0,,0.45,25.2,-0.009999752044677734,-0.0016233364111005733
371,2020-06-08,1,0.0025282243942818935,-0.13127810171864918,CIA,6.039999961853027,6.340000152587891,5.960000038146973,6.309999942779541,6.309999942779541,140400,52,45.0,,0.45,23.4,0.19000005722045898,0.03089431776815399
372,2020-06-09,5,0.0026555764271387183,0.05037212406654179,CIA,6.190000057220459,6.300000190734863,6.019999980926514,6.170000076293945,6.170000076293945,76100,55,45.0,,0.45,24.75,-0.039999961853027344,-0.006309142096266318
373,2020-06-10,1,0.0025282243942818935,-0.047956455538371245,CIA,6.050000190734863,6.139999866485596,5.860000133514404,5.909999847412109,5.909999847412109,88900,60,45.0,,0.45,27.0,-0.16000032424926758,-0.025396876096063115
374,2020-06-11,1,0.0025282243942818935,0.0,CIA,5.699999809265137,5.78000020980835,5.360000133514404,5.380000114440918,5.380000114440918,121700,58,45.0,,0.45,26.1,-0.3599996566772461,-0.05863186718329727
375,2020-06-12,5,0.0026555764271387183,0.05037212406654179,CIA,5.650000095367432,5.730000019073486,5.400000095367432,5.699999809265137,5.699999809265137,119700,49,45.0,,0.45,22.05,-0.05000019073486328,-0.008650551716246624
376,2020-06-15,10,0.0028147664682097485,-0.11065396493275259,CIA,5.449999809265137,5.75,5.329999923706055,5.739999771118164,5.739999771118164,102700,43,45.0,,0.45,19.35,0.019999980926513672,0.0034903980558358416
